element_type,osmid,building,name,geometry,nodes,int_name,name:en,alt_name,amenity,building:colour,height,min_height,roof:colour,roof:shape,building:levels,source,website,emergency,healthcare,roof:levels,roof:direction,roof:height,layer,roof:material,note,roof:orientation,shop,addr:postcode,addr:province,description,ways,type,location
way,376378538,residential,,"POLYGON ((121.4028143 31.2257676, 121.4023533 31.2256502, 121.4023252 31.225731, 121.4027861 31.2258484, 121.4028143 31.2257676))","[3798129530, 3798129522, 3798129526, 3798129535, 3798129530]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378539,residential,,"POLYGON ((121.4039231 31.2263329, 121.4035253 31.226234, 121.4035005 31.2263069, 121.4038983 31.2264058, 121.4039231 31.2263329))","[3798131283, 3798131268, 3798131278, 3798131296, 3798131283]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378540,residential,,"POLYGON ((121.4035795 31.227291, 121.4031817 31.2271921, 121.403157 31.2272649, 121.4035548 31.2273638, 121.4035795 31.227291))","[3798131455, 3798131442, 3798131453, 3798131461, 3798131455]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378541,residential,,"POLYGON ((121.404305 31.2267074, 121.4039072 31.2266085, 121.4038824 31.2266813, 121.4042803 31.2267802, 121.404305 31.2267074))","[3798131345, 3798131329, 3798131338, 3798131359, 3798131345]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378542,residential,,"POLYGON ((121.4044865 31.2262167, 121.4040974 31.2261174, 121.4040725 31.2261886, 121.4044616 31.2262879, 121.4044865 31.2262167))","[3798131267, 3798131258, 3798131263, 3798131274, 3798131267]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378543,residential,,"POLYGON ((121.4022487 31.2255147, 121.4022778 31.2254345, 121.4020675 31.2253788, 121.4020384 31.225459, 121.4022487 31.2255147))","[3798129515, 3798129512, 3798129511, 3798129514, 3798129515]",,,,,,,,8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376378544,residential,,"POLYGON ((121.4041368 31.2271826, 121.403739 31.2270837, 121.4037143 31.2271565, 121.4041121 31.2272554, 121.4041368 31.2271826))","[3798131440, 3798131424, 3798131434, 3798131451, 3798131440]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378545,residential,,"POLYGON ((121.4032661 31.2258693, 121.4029829 31.2257968, 121.4029592 31.2258644, 121.4032424 31.225937, 121.4032661 31.2258693))","[3798129537, 3798129531, 3798129536, 3798129541, 3798129537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378546,residential,,"POLYGON ((121.4040479 31.2274168, 121.4036501 31.2273179, 121.4036254 31.2273907, 121.4040232 31.2274896, 121.4040479 31.2274168))","[3798131470, 3798131458, 3798131466, 3798131477, 3798131470]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378547,yes,,"POLYGON ((121.4052616 31.2272064, 121.4053215 31.2270559, 121.4052066 31.2270225, 121.4051467 31.227173, 121.4052616 31.2272064))","[3798131445, 3798131420, 3798131411, 3798131437, 3798131445]",,,,,,,,bd9c8f,gabled,,,,,,,,,,,Dining Hall East,,,,,,,,
way,376378548,residential,,"POLYGON ((121.4034233 31.2263506, 121.4034523 31.2262704, 121.4032324 31.2262121, 121.4032033 31.2262923, 121.4034233 31.2263506))","[3798131287, 3798131270, 3798131266, 3798131275, 3798131287]",,,,,,,,8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376378550,residential,,"POLYGON ((121.4030401 31.2265303, 121.4027569 31.2264578, 121.4027332 31.2265255, 121.4030164 31.226598, 121.4030401 31.2265303))","[3798131316, 3798131304, 3798131312, 3798131326, 3798131316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378551,residential,,"POLYGON ((121.4021831 31.2257104, 121.4022121 31.2256302, 121.4020018 31.2255745, 121.4019728 31.2256547, 121.4021831 31.2257104))","[3798129525, 3798129519, 3798129517, 3798129523, 3798129525]",,,,,,,,8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376378552,residential,,"POLYGON ((121.4044618 31.2275222, 121.4041297 31.2274396, 121.4041049 31.2275124, 121.4044371 31.227595, 121.4044618 31.2275222))","[3798131479, 3798131471, 3798131478, 3798131487, 3798131479]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378553,yes,,"POLYGON ((121.4043643 31.2273282, 121.404196 31.2272854, 121.4041707 31.2273581, 121.404339 31.2274009, 121.4043643 31.2273282))","[3798131459, 3798131454, 3798131460, 3798131468, 3798131459]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378554,residential,,"POLYGON ((121.4046441 31.2270546, 121.4043187 31.2269719, 121.4042934 31.2270446, 121.4046188 31.2271273, 121.4046441 31.2270546))","[3798131418, 3798131400, 3798131415, 3798131429, 3798131418]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378555,yes,,"POLYGON ((121.4044235 31.2271521, 121.4042552 31.2271093, 121.4042299 31.227182, 121.4043982 31.2272248, 121.4044235 31.2271521))","[3798131432, 3798131426, 3798131439, 3798131447, 3798131432]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378556,residential,,"POLYGON ((121.406108 31.2273959, 121.4058982 31.2273774, 121.4058894 31.2274499, 121.4060992 31.2274684, 121.406108 31.2273959))","[3798131467, 3798131463, 3798131473, 3798131475, 3798131467]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378557,residential,,"POLYGON ((121.4021078 31.2260884, 121.4021368 31.2260082, 121.4019265 31.2259525, 121.4018975 31.2260328, 121.4021078 31.2260884))","[3798129555, 3798129547, 3798129542, 3798129549, 3798129555]",,,,,,,,cdaa9d,gabled,,,,,,,,,,,,,,,,,,,
way,376378558,residential,,"POLYGON ((121.4053088 31.2278771, 121.4051142 31.2278478, 121.4050987 31.227923, 121.4052933 31.2279524, 121.4053088 31.2278771))","[3798131513, 3798131511, 3798131516, 3798131519, 3798131513]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378559,residential,,"POLYGON ((121.4030798 31.2272479, 121.4031047 31.2271752, 121.4029021 31.2271244, 121.4028772 31.227197, 121.4030798 31.2272479))","[3798131449, 3798131438, 3798131427, 3798131443, 3798131449]",,,,,,,,#8c9293,flat,,,,,,,,,,,,,,,,,,,
way,376378560,residential,,"POLYGON ((121.4037512 31.2268166, 121.4033534 31.2267177, 121.4033286 31.2267905, 121.4037265 31.2268894, 121.4037512 31.2268166))","[3798131369, 3798131347, 3798131363, 3798131379, 3798131369]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378561,residential,,"POLYGON ((121.4057201 31.2276107, 121.4054451 31.2275693, 121.4054297 31.2276439, 121.4057047 31.2276854, 121.4057201 31.2276107))","[3798131490, 3798131483, 3798131493, 3798131501, 3798131490]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378562,residential,,"POLYGON ((121.4060134 31.227832, 121.4057968 31.2278129, 121.405785 31.2279109, 121.4060015 31.22793, 121.4060134 31.227832))","[3798131510, 3798131508, 3798131515, 3798131518, 3798131510]",,,,,,,,#bd9c8f,hipped,5,,,,,,,,,,,,,,,,,,
way,376378563,residential,,"POLYGON ((121.4058119 31.2271465, 121.4054048 31.2270806, 121.4053884 31.2271551, 121.4057954 31.227221, 121.4058119 31.2271465))","[3798131430, 3798131422, 3798131433, 3798131446, 3798131430]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378564,yes,,"POLYGON ((121.4047086 31.2272591, 121.4049719 31.2273245, 121.4050291 31.2271564, 121.4047657 31.2270909, 121.4047086 31.2272591))","[3798131450, 3798131457, 3798131431, 3798131423, 3798131450]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378565,yes,,"POLYGON ((121.4024194 31.2267253, 121.4022343 31.2266808, 121.4022069 31.226764, 121.402392 31.2268086, 121.4024194 31.2267253))","[3798131348, 3798131339, 3798131358, 3798131366, 3798131348]",,,,,,,,b8adab,hipped,,,,,,,,,,,,,,,,,,,
way,376378566,yes,,"POLYGON ((121.4016504 31.2257526, 121.401652 31.2256499, 121.4015271 31.2256485, 121.4015255 31.2257512, 121.4016504 31.2257526))","[3798129529, 3798129521, 3798129520, 3798129528, 3798129529]",,,,,,,,8c9293,flat,,,,,,,,,,,,,,,,,,,
way,376378567,residential,,"POLYGON ((121.4056683 31.2278496, 121.4053933 31.2278081, 121.4053779 31.2278828, 121.4056529 31.2279242, 121.4056683 31.2278496))","[3798131512, 3798131507, 3798131514, 3798131517, 3798131512]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378568,residential,,"POLYGON ((121.4021574 31.2258789, 121.4021865 31.2257987, 121.4019762 31.225743, 121.4019471 31.2258232, 121.4021574 31.2258789))","[3798129538, 3798129532, 3798129527, 3798129534, 3798129538]",,,,,,,,cdaa9d,gabled,,,,,,,,,,,,,,,,,,,
way,376378569,residential,,"POLYGON ((121.4049956 31.2269551, 121.4047835 31.2269032, 121.4047493 31.2270053, 121.4049614 31.2270572, 121.4049956 31.2269551))","[3798131395, 3798131381, 3798131406, 3798131421, 3798131395]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378570,residential,,"POLYGON ((121.4025505 31.2264852, 121.4021444 31.2263818, 121.4021207 31.2264499, 121.4025268 31.2265534, 121.4025505 31.2264852))","[3798131307, 3798131292, 3798131301, 3798131320, 3798131307]",,,,,,,,cdaa9d,hipped,6,,,,,,,,,,,,,,,,,,
way,376378571,residential,,"POLYGON ((121.4032072 31.2260407, 121.402924 31.2259682, 121.4029003 31.2260359, 121.4031835 31.2261084, 121.4032072 31.2260407))","[3798129551, 3798129544, 3798129550, 3798131257, 3798129551]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378572,yes,,"POLYGON ((121.404575 31.227198, 121.4044599 31.2271698, 121.4043684 31.2274431, 121.4044835 31.2274713, 121.404575 31.227198))","[3798131444, 3798131436, 3798131472, 3798131476, 3798131444]",,,,,,,,8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376378573,residential,,"POLYGON ((121.4038327 31.226584, 121.4034349 31.2264851, 121.4034101 31.2265579, 121.4038079 31.2266568, 121.4038327 31.226584))","[3798131325, 3798131306, 3798131322, 3798131333, 3798131325]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378574,residential,,"POLYGON ((121.403186 31.2269612, 121.402985 31.2269112, 121.4029543 31.2270014, 121.4031553 31.2270514, 121.403186 31.2269612))","[3798131397, 3798131383, 3798131405, 3798131416, 3798131397]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378575,residential,,"POLYGON ((121.4043947 31.2264567, 121.4039969 31.2263578, 121.4039721 31.2264306, 121.4043699 31.2265295, 121.4043947 31.2264567))","[3798131303, 3798131288, 3798131298, 3798131315, 3798131303]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378576,residential,,"POLYGON ((121.4040139 31.2260882, 121.4036161 31.2259893, 121.4035913 31.2260621, 121.4039891 31.226161, 121.4040139 31.2260882))","[3798129554, 3798129546, 3798129553, 3798131261, 3798129554]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378577,residential,,"POLYGON ((121.4026178 31.2262835, 121.4021126 31.2261548, 121.4020844 31.2262355, 121.4025896 31.2263642, 121.4026178 31.2262835))","[3798131273, 3798131260, 3798131269, 3798131290, 3798131273]",,,,,,,,cdaa9d,hipped,6,,,,,,,,,,,,,,,,,,
way,376378578,residential,,"POLYGON ((121.4058652 31.2269009, 121.4054588 31.2268323, 121.4054416 31.2269067, 121.4058481 31.2269753, 121.4058652 31.2269009))","[3798131380, 3798131370, 3798131382, 3798131401, 3798131380]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378579,residential,,"POLYGON ((121.4029991 31.2266547, 121.4026996 31.226578, 121.4026705 31.2266611, 121.40297 31.2267378, 121.4029991 31.2266547))","[3798131332, 3798131323, 3798131334, 3798131352, 3798131332]",,,,,,,,cdaa9d,hipped,,,,,,,,,,,,,,,,,,,
way,376378580,residential,,"POLYGON ((121.4042265 31.2269402, 121.4038287 31.2268413, 121.403804 31.2269141, 121.4042018 31.227013, 121.4042265 31.2269402))","[3798131391, 3798131373, 3798131385, 3798131408, 3798131391]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378581,residential,,"POLYGON ((121.4032406 31.2268353, 121.4032738 31.2267379, 121.4030775 31.2266891, 121.4030444 31.2267865, 121.4032406 31.2268353))","[3798131371, 3798131353, 3798131340, 3798131361, 3798131371]",,,,,,,,8c9293,flat,,,,,,,,,,,,,,,,,,,
way,376378582,yes,,"POLYGON ((121.405951 31.2281668, 121.405759 31.2281173, 121.405726 31.2282106, 121.405918 31.2282601, 121.405951 31.2281668))","[3798131521, 3798131520, 3798131522, 3798131523, 3798131521]",,,,,#f8f5d8,,,#bd9c8f,hipped,2,,,,,,,,,,,,,,,,,,
way,376378583,residential,,"POLYGON ((121.405375 31.2276012, 121.4051804 31.2275718, 121.4051649 31.2276471, 121.4053595 31.2276764, 121.405375 31.2276012))","[3798131488, 3798131484, 3798131495, 3798131498, 3798131488]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378584,residential,,"POLYGON ((121.4033063 31.2266813, 121.4033337 31.2266007, 121.4031127 31.2265458, 121.4030852 31.2266264, 121.4033063 31.2266813))","[3798131337, 3798131327, 3798131319, 3798131330, 3798131337]",,,,,,,,8c9293,gabled,,,,,,,,,,,,,,,,,,,
way,376378585,residential,,"POLYGON ((121.4053473 31.2277425, 121.4051527 31.2277132, 121.4051372 31.2277884, 121.4053318 31.2278177, 121.4053473 31.2277425))","[3798131504, 3798131503, 3798131506, 3798131509, 3798131504]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378586,residential,,"POLYGON ((121.4036639 31.2270537, 121.4032661 31.2269548, 121.4032414 31.2270276, 121.4036392 31.2271265, 121.4036639 31.2270537))","[3798131417, 3798131394, 3798131412, 3798131428, 3798131417]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378587,residential,,"POLYGON ((121.4060735 31.2276116, 121.4058637 31.2275931, 121.405855 31.2276656, 121.4060648 31.2276841, 121.4060735 31.2276116))","[3798131491, 3798131486, 3798131497, 3798131500, 3798131491]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378588,residential,,"POLYGON ((121.4057626 31.2273787, 121.4053571 31.2273061, 121.4053389 31.2273803, 121.4057444 31.2274529, 121.4057626 31.2273787))","[3798131464, 3798131456, 3798131465, 3798131474, 3798131464]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378589,yes,,"POLYGON ((121.4051814 31.2274082, 121.4052616 31.2272064, 121.4051467 31.227173, 121.4050665 31.2273748, 121.4051814 31.2274082))","[3798131469, 3798131445, 3798131437, 3798131462, 3798131469]",,,,,,,,bd9c8f,gabled,,,,,,,,,,,Dining Hall East,,,,,,,,
way,376378590,yes,,"POLYGON ((121.4020835 31.2269561, 121.4020542 31.227043, 121.4023226 31.2271094, 121.4023519 31.2270225, 121.4020835 31.2269561))","[3798131396, 3798131414, 3798131425, 3798131409, 3798131396]",,,,,,,,b8adab,hipped,2,,,,,,,,,,,,,,,,,,
way,376378591,residential,,"POLYGON ((121.4027067 31.2260951, 121.4022014 31.2259664, 121.4021733 31.2260472, 121.4026785 31.2261759, 121.4027067 31.2260951))","[3798129556, 3798129543, 3798129552, 3798131262, 3798129556]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378592,residential,,"POLYGON ((121.4031529 31.2262034, 121.4028696 31.2261309, 121.4028459 31.2261986, 121.4031292 31.2262711, 121.4031529 31.2262034))","[3798131265, 3798131259, 3798131264, 3798131272, 3798131265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378594,residential,,"POLYGON ((121.4027585 31.2259318, 121.4022975 31.2258144, 121.4022694 31.2258952, 121.4027304 31.2260126, 121.4027585 31.2259318))","[3798129540, 3798129533, 3798129539, 3798129548, 3798129540]",,,,,,,,8c9293,hipped,,,,,,,,,,,,,,,,,,,
way,376378595,residential,,"POLYGON ((121.4061709 31.2269675, 121.4059611 31.226949, 121.4059523 31.2270215, 121.4061621 31.22704, 121.4061709 31.2269675))","[3798131398, 3798131392, 3798131410, 3798131413, 3798131398]",,,,,,,,#bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378596,residential,,"POLYGON ((121.4050297 31.2276814, 121.4047088 31.2276016, 121.4046872 31.2276651, 121.404679 31.2276893, 121.4049999 31.227769, 121.4050297 31.2276814))","[3798131499, 3798131489, 3798131496, 3798131502, 3798131505, 3798131499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378597,residential,,"POLYGON ((121.4046822 31.226928, 121.4043595 31.2268478, 121.4043345 31.2269214, 121.4046572 31.2270016, 121.4046822 31.226928))","[3798131386, 3798131376, 3798131387, 3798131404, 3798131386]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378598,residential,,"POLYGON ((121.4047167 31.2275786, 121.4045483 31.2275368, 121.4045189 31.2276233, 121.4046872 31.2276651, 121.4047088 31.2276016, 121.4047167 31.2275786))","[3798131485, 3798131481, 3798131492, 3798131496, 3798131489, 3798131485]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,376378599,yes,,"POLYGON ((121.4021497 31.2263665, 121.4020158 31.2263324, 121.4019867 31.2264158, 121.4021207 31.2264499, 121.4021444 31.2263818, 121.4021497 31.2263665))","[3798131291, 3798131282, 3798131297, 3798131301, 3798131292, 3798131291]",,,,,,,,cdaa9d,hipped,6,,,,,,,,,,,,,,,,,,
way,376378600,residential,,"POLYGON ((121.4049991 31.226749, 121.4049663 31.2267409, 121.4049693 31.2267322, 121.4048361 31.226699, 121.4048333 31.2267072, 121.4047984 31.2266986, 121.4047772 31.2267611, 121.404978 31.226811, 121.4049991 31.226749))","[3798131355, 3798131354, 3798131351, 3798131343, 3798131344, 3798131342, 3798131357, 3798131368, 3798131355]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,376378601,residential,,"POLYGON ((121.4050816 31.2265423, 121.4050488 31.2265342, 121.4050518 31.2265255, 121.4049186 31.2264924, 121.4049158 31.2265006, 121.4048809 31.2264919, 121.4048597 31.2265544, 121.4050605 31.2266043, 121.4050816 31.2265423))","[3798131318, 3798131317, 3798131313, 3798131309, 3798131311, 3798131308, 3798131321, 3798131328, 3798131318]",,,,,,,,bd9c8f,hipped,,,,,,,,,,,,,,,,,,,
way,377129096,school,,"POLYGON ((121.4042386 31.2281303, 121.4039011 31.2280388, 121.403912 31.2280093, 121.4038804 31.2280007, 121.4038512 31.2280794, 121.4038477 31.2280889, 121.4038793 31.2280974, 121.4039153 31.2281072, 121.4039001 31.228148, 121.4039165 31.2281524, 121.403916 31.2281538, 121.4039203 31.228155, 121.4039209 31.2281536, 121.4039512 31.2281618, 121.4039507 31.2281632, 121.4039549 31.2281644, 121.4039555 31.228163, 121.403986 31.2281712, 121.4039853 31.228173, 121.4039896 31.2281741, 121.4039903 31.2281724, 121.4040135 31.2281787, 121.4040063 31.2281982, 121.403998 31.2282205, 121.4040522 31.2282352, 121.4040603 31.2282133, 121.4040677 31.2281934, 121.4040901 31.2281995, 121.4040894 31.2282015, 121.4040937 31.2282027, 121.4040944 31.2282007, 121.4041248 31.2282089, 121.404124 31.2282111, 121.4041283 31.2282123, 121.4041292 31.2282101, 121.4041597 31.2282183, 121.4041588 31.2282206, 121.4041631 31.2282218, 121.404164 31.2282195, 121.4041944 31.2282278, 121.4041935 31.2282303, 121.4041978 31.2282315, 121.4041987 31.2282289, 121.4042018 31.2282298, 121.4042386 31.2281303))","[3787781626, 3820335401, 3822449456, 3822449455, 3797912909, 3822449857, 3822449858, 3820335404, 3787781627, 3804933980, 3804933982, 3804933983, 3804933981, 3804933984, 3804933986, 3804933987, 3804933985, 3822449860, 3822449862, 3822449863, 3822449861, 3804933988, 3806362887, 3804934024, 3804934035, 3806362888, 3804934001, 3804934004, 3804934007, 3804934009, 3804934005, 3804934014, 3804934016, 3804934018, 3804934015, 3804934022, 3804934025, 3804934026, 3804934023, 3804934029, 3804934031, 3804934033, 3804934030, 3787781628, 3787781626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377157845,yes,,"POLYGON ((121.4020522 31.2277704, 121.4020627 31.2277401, 121.4020797 31.227691, 121.4020133 31.2276743, 121.4019859 31.2277537, 121.4020522 31.2277704))","[3805333332, 3790337244, 3805333330, 3805333329, 3805333331, 3805333332]",,,,,,,,#7d827e,flat,2,,,,,,,,,,,,,,,,,,
way,377299515,yes,,"POLYGON ((121.4024635 31.2291422, 121.4024693 31.2291436, 121.4024708 31.2291387, 121.4024649 31.2291374, 121.4024635 31.2291422))","[3806721478, 3806721479, 3806721476, 3806721474, 3806721478]",,,,,#8c9293,2.3,,#8c9293,flat,,,,,,,,,,,,,,,,,,,
way,377338602,yes,,"POLYGON ((121.4013919 31.2294639, 121.4014157 31.2294551, 121.4014249 31.2294278, 121.4014111 31.22941, 121.4013936 31.2294103, 121.4013929 31.2294067, 121.4013914 31.229403, 121.4013886 31.2293991, 121.4013839 31.2293963, 121.4013769 31.2293942, 121.401373 31.2294034, 121.4013763 31.2294043, 121.4013784 31.2294055, 121.4013807 31.2294076, 121.4013812 31.2294106, 121.4013696 31.2294108, 121.4013583 31.2294424, 121.4013919 31.2294639))","[3807157317, 3807157314, 3807157287, 3807157278, 3808087754, 3830636233, 3830636230, 3830636229, 3830636228, 3807157274, 3807157276, 3830636231, 3830636232, 3830636234, 3807157279, 3807157280, 3807157309, 3807157317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,377451769,yes,,"POLYGON ((121.4019859 31.2277537, 121.4019541 31.2278456, 121.4019948 31.2278559, 121.4020204 31.2278624, 121.4020522 31.2277704, 121.4019859 31.2277537))","[3805333331, 3808223673, 3808214318, 3808223674, 3805333332, 3805333331]",,,,,,,,#8c9293,,2,,,,,,,,,,,,,,,,,,
way,377602110,yes,,"POLYGON ((121.4003917 31.2304644, 121.4004144 31.2303915, 121.4003838 31.2303846, 121.4003611 31.2304574, 121.4003917 31.2304644))","[3810229266, 3810229265, 3809810512, 3809810513, 3810229266]",,,,,#d5c1b9,2.5,,#d5c8b7,skillion,,,,,,,255.1,1.4,,,,,,,,,,,
way,377649446,yes,,"POLYGON ((121.3987916 31.2307673, 121.3987683 31.2307624, 121.3987488 31.2308301, 121.3987721 31.230835, 121.3987916 31.2307673))","[3810328160, 3810328159, 3810328162, 3810328163, 3810328160]",,,,,#bfc6ca,2.6,,#7d827e,flat,1,,,,,,,,,,,,,,,,,,
way,377649447,yes,,"POLYGON ((121.3987619 31.2308686, 121.3987391 31.2308638, 121.3987195 31.2309316, 121.3987424 31.2309364, 121.3987619 31.2308686))","[3810328166, 3810328165, 3810328168, 3810328169, 3810328166]",,,,,#bfc6ca,2.6,,#7d827e,flat,1,,,,,,,,,,,,,,,,,,
way,377649448,yes,,"POLYGON ((121.3987766 31.2308359, 121.3987721 31.230835, 121.3987488 31.2308301, 121.3987391 31.2308638, 121.3987619 31.2308686, 121.3987669 31.2308697, 121.3987766 31.2308359))","[3810328164, 3810328163, 3810328162, 3810328165, 3810328166, 3810328167, 3810328164]",,,,,#bfc6ca,3.6,,#7d827e,gabled,1,,,,,,,1,,,,across,,,,,,,
way,377707518,school,信息化办公室,"POLYGON ((121.4010649 31.230789, 121.4011218 31.2306545, 121.4017848 31.2308589, 121.401728 31.2309934, 121.4010649 31.230789))","[3810946906, 1297097621, 1297097919, 1297097636, 3810946906]",Information Office,,,,,,,,,,,,,,,,,,,,,,,,,,,
