element_type,osmid,amenity,operator,operator:type,wheelchair,geometry,nodes,building,leisure,name,name:zh,name:zh-Hans,name:zh-Hant,smoking,fast_food,shop,air_conditioning,internet_access,internet_access:fee,building:levels,layer,start_date,ways,type
way,552542989,,中国海洋大学,,yes,"POLYGON ((120.4969446 36.1667092, 120.4973799 36.1664042, 120.4978111 36.1663147, 120.4981129 36.1660976, 120.4980185 36.1660014, 120.4977331 36.1661937, 120.4972752 36.1662799, 120.4968296 36.1666031, 120.4969446 36.1667092))","[5334637317, 5334637318, 5334637319, 5334637320, 5334656421, 5334656422, 5334656423, 5334656424, 5334637317]",apartments,,留学生公寓楼,留学生公寓楼,留学生公寓楼,留學生公寓樓,no,,,,,,,,,,
way,552732561,,中国海洋大学,,yes,"POLYGON ((120.498404 36.1644896, 120.4983977 36.1643625, 120.4989605 36.164351, 120.4989676 36.1644796, 120.498404 36.1644896))","[5336148074, 5336148075, 5336148076, 5336148077, 5336148074]",apartments,,,,,,no,,,,,,,,,,
way,552732562,,中国海洋大学,,yes,"POLYGON ((120.4983953 36.1647508, 120.4983899 36.164649, 120.4989559 36.1646274, 120.4989612 36.1647357, 120.4983953 36.1647508))","[5336148078, 5336148079, 5336148080, 5336148081, 5336148078]",apartments,,,,,,no,,,,,,,,,,
way,552732563,,中国海洋大学,,yes,"POLYGON ((120.4984436 36.1650085, 120.4984355 36.1649089, 120.4988137 36.1648916, 120.4988191 36.1649955, 120.4984436 36.1650085))","[5336148082, 5336148083, 5336148084, 5336148085, 5336148082]",apartments,,,,,,no,,,,,,,,,,
way,552732564,,中国海洋大学,,yes,"POLYGON ((120.4984355 36.1652748, 120.4984328 36.1651666, 120.498811 36.1651536, 120.498811 36.165264, 120.4984355 36.1652748))","[5336148086, 5336148087, 5336148088, 5336148089, 5336148086]",apartments,,,,,,no,,,,,,,,,,
way,552732565,,中国海洋大学,,yes,"POLYGON ((120.4984489 36.165526, 120.4984463 36.1654134, 120.4989934 36.1653983, 120.4990015 36.165513, 120.4984489 36.165526))","[5336148090, 5336148091, 5336148092, 5336148093, 5336148090]",apartments,,,,,,no,,,,,,,,,,
way,552732566,,中国海洋大学,,yes,"POLYGON ((120.4985133 36.1657296, 120.4985079 36.16563, 120.4987654 36.1656321, 120.4987628 36.1657274, 120.4985133 36.1657296))","[5336148094, 5336148095, 5336148096, 5336148097, 5336148094]",apartments,,,,,,no,,,,,,,,,,
way,552732567,,中国海洋大学,,yes,"POLYGON ((120.4991195 36.1655888, 120.4991114 36.1654935, 120.4995272 36.1654676, 120.4995406 36.1655693, 120.4991195 36.1655888))","[5336148098, 5336148099, 5336148100, 5336148101, 5336148098]",apartments,,,,,,no,,,,,,,,,,
way,552732568,,中国海洋大学,,yes,"POLYGON ((120.4991249 36.1653355, 120.4991168 36.165238, 120.4997069 36.1652012, 120.4997176 36.1653008, 120.4991249 36.1653355))","[5336148102, 5336148103, 5336148104, 5336148105, 5336148102]",apartments,,,,,,no,,,,,,,,,,
way,552732569,,中国海洋大学,,yes,"POLYGON ((120.4991329 36.1650735, 120.4991195 36.164963, 120.4996962 36.1649349, 120.4997069 36.1650453, 120.4991329 36.1650735))","[5336148106, 5336148107, 5336148108, 5336148109, 5336148106]",apartments,,,,,,no,,,,,,,,,,
way,552732570,,中国海洋大学,,yes,"POLYGON ((120.4991383 36.1648114, 120.4991302 36.1647162, 120.4997149 36.1646837, 120.499723 36.1647811, 120.4991383 36.1648114))","[5336148110, 5336148111, 5336148112, 5336148113, 5336148110]",apartments,,,,,,no,,,,,,,,,,
way,552732571,,中国海洋大学,,yes,"POLYGON ((120.499157 36.1645451, 120.4991517 36.1644455, 120.4997069 36.164426, 120.4997176 36.1645278, 120.499157 36.1645451))","[5336148114, 5336148115, 5336148116, 5336148117, 5336148114]",apartments,,,,,,no,,,,,,,,,,
way,552732586,,中国海洋大学,,yes,"POLYGON ((120.4940962 36.1636827, 120.4942547 36.1636809, 120.4942564 36.163659, 120.4943041 36.1636516, 120.4943473 36.1636379, 120.4943796 36.163623, 120.4944073 36.1636018, 120.4944351 36.1635769, 120.4944566 36.1635471, 120.4944705 36.1635197, 120.494478 36.1634861, 120.4944803 36.16346, 120.4944649 36.1634613, 120.4944649 36.1633605, 120.4944988 36.163358, 120.4944965 36.1631901, 120.4942161 36.1631988, 120.4942161 36.1632169, 120.4939481 36.1632181, 120.4939465 36.1632405, 120.4936846 36.1632455, 120.4936828 36.163427, 120.4932132 36.1634335, 120.4932085 36.1635565, 120.493271 36.1635554, 120.4936676 36.1635556, 120.4936752 36.1637121, 120.4938249 36.1637055, 120.4938181 36.1634426, 120.4940474 36.1634379, 120.4940943 36.1634369, 120.4940962 36.1636827))","[5336175198, 5336175199, 5336175200, 5336175201, 5336175202, 5336175203, 5336175204, 5336175205, 5336175206, 5336175207, 5336175208, 5336175209, 5336175210, 5336175211, 5336175212, 5336175213, 5336175214, 5336175215, 5336175216, 5336175217, 5336175218, 5336175219, 5336175220, 5336175221, 5336175236, 5336175222, 5336175223, 5336175224, 5336175225, 5336175317, 5336175226, 5336175198]",university,,第四教学区,第四教学区,第四教学区,第四教學區,no,,,,,,,,,,
way,552732587,,中国海洋大学,,yes,"POLYGON ((120.4932974 36.1640316, 120.4936541 36.1640285, 120.4938012 36.1640272, 120.4938004 36.1639689, 120.4942149 36.1639653, 120.4942146 36.1639487, 120.4942118 36.1637393, 120.4939414 36.1637417, 120.4937954 36.163743, 120.4937965 36.1638209, 120.4932946 36.1638254, 120.4932974 36.1640316))","[8991780373, 5336175323, 8991780370, 5336175229, 8991780369, 8991780368, 5336175231, 5336175314, 8991780376, 5336175232, 8991780367, 8991780373]",university,,第三教学区,第三教学区,第三教学区,第三教學區,no,,,,,,,,,,
way,552732588,,中国海洋大学,,yes,"POLYGON ((120.492994 36.1640409, 120.4932842 36.1640357, 120.493271 36.1635554, 120.4932085 36.1635565, 120.4929808 36.1635606, 120.492994 36.1640409))","[5349321207, 8991780372, 5336175236, 5336175221, 5336175237, 5349321207]",university,,第二教学区,第二教学区,第二教学区,第二教學區,no,,,,,,,,,,
way,552732590,,中国海洋大学,,yes,"POLYGON ((120.4920045 36.1632936, 120.4921259 36.1632993, 120.4921306 36.1632352, 120.4926233 36.163239, 120.4926233 36.1631775, 120.4926233 36.163156, 120.4926537 36.1631353, 120.4927774 36.1631296, 120.4927797 36.1628223, 120.4925999 36.162828, 120.4925929 36.1630278, 120.4920092 36.1630259, 120.4920045 36.1632936))","[5336175238, 5336175239, 5336175240, 5336175241, 5349321217, 5336175242, 5336175243, 5336175244, 5336175245, 5336175246, 5336175247, 5336175248, 5336175238]",university,,第五教学区,第五教学区,第五教学区,第五教學區,no,,,,,,,,,,
way,552732591,,中国海洋大学,,yes,"POLYGON ((120.4919488 36.1628166, 120.492072 36.1628191, 120.492072 36.1627544, 120.4928114 36.1627631, 120.4929563 36.16264, 120.4933941 36.1626388, 120.4934005 36.1624433, 120.4929695 36.162445, 120.4929667 36.1623457, 120.4927776 36.1623439, 120.4927729 36.1625399, 120.4919534 36.1625418, 120.4919488 36.1628166))","[5336175249, 5336175250, 5336175251, 5336175252, 5336175253, 5336175254, 5336175255, 5336175256, 5336175257, 5336175258, 5336175259, 5336175260, 5336175249]",university,,第六教学区,第六教学区,第六教学区,第六教學區,no,,,,,,,,,,
way,552732592,,中国海洋大学,,yes,"POLYGON ((120.4934376 36.162027, 120.4934372 36.1619688, 120.4935552 36.1619683, 120.4935567 36.1622066, 120.4929533 36.162209, 120.4929535 36.1622413, 120.492272 36.162244, 120.4922724 36.1623154, 120.4921441 36.1623159, 120.4921423 36.1620322, 120.4928736 36.1620293, 120.4929881 36.1620288, 120.4932125 36.1620279, 120.4934376 36.162027))","[5336175263, 5336175264, 5336175265, 5336175266, 5336175267, 5336175268, 5336175269, 5336175270, 5336175271, 5336175272, 5336175274, 8991780365, 8991780366, 5336175263]",university,,第七教学区,第七教学区,第七教学区,第七教學區,no,,,,,,,,,,
way,552732593,,中国海洋大学,,yes,"POLYGON ((120.4928815 36.1620279, 120.4928815 36.1618717, 120.4927645 36.1618742, 120.4927123 36.1618402, 120.4926724 36.1618037, 120.4926667 36.1617106, 120.4926963 36.161645, 120.4927441 36.1615843, 120.4928123 36.1615558, 120.4928988 36.161542, 120.4930226 36.1615484, 120.4930874 36.1616039, 120.4931217 36.1616889, 120.4931105 36.161773, 120.4930896 36.1617965, 120.4929986 36.1618008, 120.4929999 36.1618473, 120.4929632 36.1618469, 120.4929632 36.1620247, 120.4928815 36.1620279))","[5336175279, 5336175280, 5336175281, 5336175288, 5336175282, 5332460076, 5336175278, 5332460077, 5336175277, 5332460078, 5332460079, 5336175276, 5336175275, 5332460080, 5336175283, 5336175284, 5336175285, 5336175286, 5336175287, 5336175279]",university,,第八教学区,第八教学区,第八教学区,第八教學區,no,,,,,,,,,,
way,554286827,,中国海洋大学,,yes,"POLYGON ((120.4896331 36.162302, 120.4899021 36.1624477, 120.48998 36.1623734, 120.4901604 36.1624706, 120.4897464 36.1629277, 120.4893677 36.1625991, 120.4896331 36.162302))","[5349321736, 5349321737, 5349321738, 5349321739, 5349321740, 5349321741, 5349321736]",university,,工程学院,工程学院,工程学院,工程學院,no,,,,,,,,,,
way,554286828,,中国海洋大学,,yes,"POLYGON ((120.4892674 36.1624716, 120.4894981 36.1622291, 120.4892353 36.1620775, 120.4892674 36.1620428, 120.4893211 36.1620666, 120.4893694 36.1620125, 120.4893318 36.1619887, 120.489356 36.1619475, 120.4896376 36.1620428, 120.489702 36.161954, 120.4897463 36.1619675, 120.4898441 36.1619974, 120.4897905 36.1621078, 120.48993 36.1621489, 120.4899541 36.1621208, 120.4901365 36.1621728, 120.4900936 36.1622702, 120.4902894 36.162346, 120.4904852 36.1619844, 120.4903001 36.1619346, 120.4902813 36.1619735, 120.4900694 36.1619237, 120.4900775 36.1618912, 120.4899273 36.1618501, 120.4898656 36.1619692, 120.4897635 36.1619365, 120.48971 36.1619194, 120.4897663 36.1618133, 120.4896269 36.1617765, 120.4896027 36.1618068, 120.4894579 36.1617656, 120.489474 36.1617332, 120.4893425 36.161692, 120.4892379 36.1618912, 120.4891172 36.1620147, 120.488967 36.1621663, 120.4892674 36.1624716))","[5349321742, 5349321743, 5349321744, 5349321745, 5349321746, 5349321747, 5349321748, 5349321749, 5349321750, 5349321751, 8991780381, 5349321752, 5349321753, 5349321754, 5349321755, 5349321756, 5349321757, 5349321758, 5349321759, 5349321760, 5349321761, 5349321762, 5349321763, 5349321764, 5349321765, 8991780380, 5349321766, 5349321767, 5349321768, 5349321769, 5349321770, 5349321771, 5349321772, 5349321773, 5349321774, 5349321775, 5349321742]",university,,工程学院,工程学院,工程学院,工程學院,no,,,,,,,,,,
way,554286831,,中国海洋大学,,yes,"POLYGON ((120.4899837 36.1616427, 120.4900444 36.1614559, 120.4903766 36.1615149, 120.4904196 36.1613807, 120.4906194 36.1614142, 120.4905791 36.1615528, 120.4906033 36.1615582, 120.490555 36.1617503, 120.4899837 36.1616427))","[5349321791, 5349321792, 5349321793, 5349321794, 5349321795, 5349321796, 5349321797, 5349321798, 5349321791]",university,,,,,,no,,,,,,,,,,
way,554286832,,中国海洋大学,,yes,"POLYGON ((120.4893852 36.1615421, 120.4898728 36.1616217, 120.4899436 36.1614081, 120.4898034 36.1613818, 120.4897871 36.1614163, 120.489653 36.1613884, 120.4896753 36.1612144, 120.4897078 36.1612095, 120.4897078 36.1610438, 120.4896733 36.1610405, 120.4896245 36.1608616, 120.4897302 36.1608271, 120.4897505 36.1608583, 120.4899152 36.1608058, 120.4898247 36.1606186, 120.4893887 36.1607385, 120.4894944 36.1610388, 120.4894558 36.1610454, 120.489472 36.1612177, 120.4895005 36.1612177, 120.4894802 36.1613605, 120.4894477 36.1613523, 120.4893852 36.1615421))","[5349321799, 5349321800, 5349321801, 5349321802, 5349321803, 5349321804, 5349321805, 5349321806, 5349321807, 5349321808, 5349321809, 5349321810, 5349321811, 5349321812, 5349321813, 5349321814, 5349321815, 5349321816, 5349321817, 5349321818, 5349321819, 5349321820, 5349321799]",university,,,,,,no,,,,,,,,,,
way,554286833,,中国海洋大学,,yes,"POLYGON ((120.4899939 36.1607666, 120.4903359 36.1606696, 120.4903882 36.1608114, 120.4905793 36.1607592, 120.4905269 36.1606198, 120.4905608 36.1606099, 120.490493 36.1604333, 120.4899261 36.1605875, 120.4899939 36.1607666))","[5349321825, 5349321826, 5349321827, 5349321828, 5349321829, 5349321830, 5349321831, 5349321832, 5349321825]",university,,,,,,no,,,,,,,,,,
way,554286834,,中国海洋大学,,yes,"POLYGON ((120.4904116 36.1636539, 120.4898383 36.1631453, 120.4903409 36.1627567, 120.4909284 36.163271, 120.4904116 36.1636539))","[5349321833, 5349321834, 5349321835, 5349321836, 5349321833]",university,,,,,,no,,,,,,,,,,
way,554286835,,中国海洋大学,,yes,"POLYGON ((120.4908442 36.1640368, 120.4913263 36.1636759, 120.4910596 36.1634404, 120.4905921 36.1638103, 120.4908442 36.1640368))","[5349321837, 5349321838, 5349321839, 5349321840, 5349321837]",university,,,,,,no,,,,,,,,,,
way,554286836,,中国海洋大学,,yes,"POLYGON ((120.491393 36.1637348, 120.4913263 36.1636759, 120.4910596 36.1634404, 120.4910027 36.1633902, 120.4912764 36.163193, 120.4913808 36.1631178, 120.4914327 36.1631639, 120.4917833 36.1634755, 120.491393 36.1637348))","[5349321841, 5349321838, 5349321839, 5349321842, 5349321846, 5349321843, 5349321847, 5349321844, 5349321841]",university,,,,,,no,,,,,,,,,,
way,554286837,,中国海洋大学,,yes,"POLYGON ((120.4907675 36.1627502, 120.4912764 36.163193, 120.4913808 36.1631178, 120.4914327 36.1631639, 120.4915556 36.1630689, 120.4915533 36.1629068, 120.4914856 36.1628389, 120.4915281 36.1627891, 120.4911707 36.1624703, 120.4907675 36.1627502))","[8991780379, 5349321846, 5349321843, 5349321847, 5349321848, 5349321849, 5349321850, 5349321851, 5334612370, 8991780379]",university,,,,,,no,,,,,,,,,,
way,554286847,,中国海洋大学,,yes,"POLYGON ((120.4907076 36.1604758, 120.4914548 36.1602609, 120.4914922 36.1603703, 120.4909148 36.1605211, 120.490941 36.160599, 120.4909733 36.1605965, 120.4909949 36.160691, 120.4909579 36.1606997, 120.4909687 36.1607507, 120.4915664 36.1606972, 120.4915756 36.1609423, 120.4913446 36.1609609, 120.4913415 36.1609062, 120.490827 36.1609609, 120.4908023 36.1607271, 120.49077 36.1607296, 120.4907545 36.1606326, 120.49079 36.1606263, 120.4907684 36.160553, 120.4907345 36.1605592, 120.4907076 36.1604758))","[5349321942, 5349321943, 5349321944, 5349321945, 5349321946, 5349321947, 5349321948, 5349321949, 5349321950, 5349321951, 5349321952, 5349321953, 5349321954, 5349321955, 5349321956, 5349321957, 5349321958, 5349321959, 5349321960, 5349321961, 5349321942]",university,,环科楼,环科楼,环科楼,環科樓,no,,,,,,,,,,
way,554286848,,中国海洋大学,,yes,"POLYGON ((120.4907076 36.1604758, 120.4906822 36.160399, 120.4907176 36.1603862, 120.490661 36.1602862, 120.4906362 36.1602919, 120.4905902 36.1601976, 120.490615 36.1601861, 120.4905584 36.160079, 120.4905371 36.1600861, 120.490438 36.1599233, 120.4909052 36.159739, 120.4908822 36.1597018, 120.4911069 36.1596061, 120.491229 36.1598061, 120.4906964 36.1600133, 120.4907583 36.1601304, 120.4907884 36.1601176, 120.4908397 36.1602176, 120.4908079 36.1602304, 120.4908627 36.1603376, 120.4914131 36.1601861, 120.4914548 36.1602609, 120.4907076 36.1604758))","[5349321942, 5349321962, 5349321963, 5349321964, 5349321965, 5349321966, 5349321967, 5349321968, 5349321969, 5349321970, 5349321971, 5349321972, 5349321973, 5349321974, 5349321975, 5349321976, 5349321977, 5349321978, 5349321979, 5349321980, 5349321981, 5349321943, 5349321942]",university,,地质楼,地质楼,地质楼,地質樓,no,,,,,,,,,,
way,554286852,,中国海洋大学,,yes,"POLYGON ((120.4917285 36.159267, 120.4920719 36.159306, 120.4921067 36.1591349, 120.492619 36.1591956, 120.4927129 36.1587083, 120.4920638 36.1586347, 120.4920388 36.1588139, 120.4920263 36.1589032, 120.4919351 36.1588902, 120.4919002 36.1590765, 120.4917688 36.1590656, 120.4917285 36.159267))","[5349321998, 5349321999, 5349322000, 5349322001, 5349322002, 5349322003, 10798486956, 5349322004, 5349322005, 5349322006, 5349322007, 5349321998]",university,,,,,,no,,,,,,,,,,
way,554286853,library,中国海洋大学,government,yes,"POLYGON ((120.4920638 36.1586347, 120.4920784 36.1585531, 120.4919686 36.158539, 120.491993 36.1584021, 120.4918426 36.1583824, 120.4919767 36.1578375, 120.4921272 36.1578605, 120.4921556 36.1576964, 120.4922613 36.1577128, 120.4922776 36.1576439, 120.4930907 36.1577456, 120.4929809 36.1583299, 120.4928589 36.1583168, 120.4927858 36.1587162, 120.4927129 36.1587083, 120.4920638 36.1586347))","[5349322003, 5349322008, 5349322009, 5349322010, 5349322011, 5349322012, 5349322013, 5349322014, 5349322015, 5349322016, 5349322017, 5349322018, 5349322019, 5349322020, 5349322002, 5349322003]",yes,,中国海洋大学崂山校区图书馆,中国海洋大学崂山校区图书馆,中国海洋大学崂山校区图书馆,中國海洋大學嶗山校區圖書館,,,,yes,yes,customers,,,,,
way,554286860,,中国海洋大学,,yes,"POLYGON ((120.4919021 36.1596239, 120.4925106 36.1595878, 120.4925214 36.1596538, 120.4924474 36.1596637, 120.4924782 36.1597881, 120.4925491 36.1597757, 120.4925645 36.1598378, 120.4921794 36.1599075, 120.4921455 36.1597956, 120.4919267 36.1598304, 120.4920222 36.1601289, 120.4927679 36.1599796, 120.4927124 36.159813, 120.4926569 36.1598229, 120.4926415 36.1597657, 120.4926718 36.1597633, 120.4926454 36.1596406, 120.4926047 36.1596439, 120.4925996 36.1595791, 120.4926759 36.1595701, 120.4926624 36.1594048, 120.4918736 36.1594484, 120.4919021 36.1596239))","[5349322094, 5349322095, 5349322096, 5349322097, 5349322098, 5349322099, 5349322100, 5349322101, 5349322102, 5349322103, 5349322104, 5349322105, 5349322106, 5349322107, 5349322108, 5349322109, 5349322110, 5349322111, 5349322112, 5349322113, 5349322114, 5349322115, 5349322094]",university,,信息南楼,,,,no,,,,,,,,,,
way,554286861,,中国海洋大学,,yes,"POLYGON ((120.4924257 36.1612409, 120.4931725 36.1609609, 120.4930875 36.160808, 120.4930273 36.1608295, 120.492999 36.1607745, 120.4930247 36.1607673, 120.4929743 36.160658, 120.4929459 36.1606659, 120.4929159 36.1605959, 120.4929743 36.1605837, 120.4929247 36.160418, 120.4921408 36.1605851, 120.492247 36.1608909, 120.4924894 36.1608352, 120.4924381 36.160698, 120.4928168 36.160613, 120.4928504 36.160688, 120.4927885 36.160708, 120.4928415 36.1608202, 120.4929044 36.160803, 120.4929371 36.160868, 120.4923443 36.1610895, 120.4924257 36.1612409))","[5349322116, 5349322117, 5349322118, 5349322119, 5349322120, 5349322121, 5349322122, 5349322123, 5349322124, 5349322125, 5349322126, 5349322127, 5349322128, 5349322129, 5349322130, 5349322131, 5349322132, 5349322133, 5349322134, 5349322135, 5349322136, 5349322137, 5349322116]",university,,信息科学与工程学部,信息科学与工程学部,信息科学与工程学部,信息科學與工程學部,no,,,,,,,,,,
way,554286862,,中国海洋大学,,yes,"POLYGON ((120.4941127 36.1575622, 120.4942565 36.157458, 120.4950352 36.1574653, 120.4950392 36.1563238, 120.4940393 36.1563251, 120.4938777 36.1564506, 120.4940964 36.1566372, 120.4942382 36.1565228, 120.4948108 36.1565253, 120.4948038 36.1568015, 120.4940348 36.1567989, 120.4938838 36.1569183, 120.4941118 36.1571024, 120.4942382 36.1570004, 120.4948112 36.1570066, 120.4948082 36.1572566, 120.4940641 36.1572579, 120.4939023 36.157391, 120.4941127 36.1575622))","[5349322138, 5349322139, 5349322140, 5349322141, 5349322142, 5349322143, 5349322144, 5349322145, 5349322146, 5349322147, 5349322148, 5349322149, 5349322150, 5349322151, 5349322152, 5349322153, 5349322154, 5349322155, 5349322138]",university,,国际事务与公共管理学院,国际事务与公共管理学院,国际事务与公共管理学院,國際事務與公共管理學院,no,,,,,,,,,,
way,1024206840,,中国海洋大学,,yes,"POLYGON ((120.501197 36.1615202, 120.5011879 36.1613732, 120.5021134 36.1613634, 120.5021104 36.1615178, 120.501197 36.1615202))","[9444440204, 9444440205, 9444440206, 9444440207, 9444440204]",apartments,,9号楼,9号楼,9号楼,9號樓,no,,,,,,6,,,,
way,1024206841,,中国海洋大学,,yes,"POLYGON ((120.5012201 36.1611432, 120.5012136 36.1610029, 120.5021234 36.1610064, 120.5021277 36.1611398, 120.5012201 36.1611432))","[9444440208, 9444440209, 9444440210, 9444440211, 9444440208]",apartments,,8号楼,8号楼,8号楼,8號樓,no,,,,,,6,,,,
way,1024206842,,中国海洋大学,,yes,"POLYGON ((120.5021384 36.1607586, 120.5021406 36.1606374, 120.5014711 36.1606391, 120.5014775 36.160776, 120.5021384 36.1607586))","[9444440212, 9444440213, 9444440214, 9444440215, 9444440212]",apartments,,7号楼,7号楼,7号楼,7號樓,no,,,,,,6,,,,
way,1024206843,,中国海洋大学,,yes,"POLYGON ((120.5023941 36.1615138, 120.5023896 36.1613691, 120.5034037 36.1613779, 120.5034037 36.16152, 120.5023941 36.1615138))","[9444440216, 9444473417, 9444473418, 9444473419, 9444440216]",apartments,,12号楼,12号楼,12号楼,12號樓,no,,,,,,6,,,,
way,1024206844,,中国海洋大学,,yes,"POLYGON ((120.5023906 36.1611303, 120.5023855 36.160995, 120.5028552 36.1609988, 120.5033467 36.161, 120.503333 36.1611464, 120.5023906 36.1611303))","[9444473420, 9444473421, 9444473422, 9444473423, 9444473424, 9444473420]",apartments,,11号楼,11号楼,11号楼,11號樓,no,,,,,,6,,,,
way,1024206845,,中国海洋大学,,yes,"POLYGON ((120.5023939 36.1607401, 120.5023939 36.1606054, 120.5028551 36.1605968, 120.5033349 36.1606306, 120.5033285 36.1607585, 120.5023939 36.1607401))","[9444473425, 9444473426, 9444473427, 9444473430, 9444473428, 9444473425]",apartments,,10号楼,10号楼,10号楼,10號樓,no,,,,,,6,,,,
way,1024212429,,中国海洋大学,,yes,"POLYGON ((120.5017548 36.1603344, 120.5024838 36.16033, 120.5024928 36.1601727, 120.5017548 36.1601799, 120.5017548 36.1603344))","[9444510089, 9444510090, 9444510091, 9444510092, 9444510089]",apartments,,5号楼,5号楼,5号楼,5號樓,no,,,,,,6,,,,
way,1024212430,,中国海洋大学,,yes,"POLYGON ((120.5026768 36.1603329, 120.503339 36.16033, 120.5033517 36.1601683, 120.5033607 36.1599119, 120.5032362 36.1599017, 120.5032308 36.1601799, 120.5026768 36.1601814, 120.5026768 36.1603329))","[9444510093, 9444510094, 9444510095, 9444510096, 9444510097, 9444510098, 9444510099, 9444510093]",apartments,,6号楼,6号楼,6号楼,6號樓,no,,,,,,6,,,,
way,1024212431,,中国海洋大学,,yes,"POLYGON ((120.5026686 36.1598967, 120.5034132 36.1598967, 120.5034515 36.1594809, 120.5033241 36.1594809, 120.5033195 36.1597394, 120.5026732 36.1597431, 120.5026686 36.1598967))","[9444510100, 9444510101, 9444510102, 9444510103, 9444510104, 9444510105, 9444510100]",apartments,,4号楼,4号楼,4号楼,4號樓,no,,,,,,6,,,,
way,1024212432,,中国海洋大学,,yes,"POLYGON ((120.5019966 36.1599027, 120.5024901 36.1598992, 120.5024858 36.1597416, 120.5019901 36.1597433, 120.5019966 36.1599027))","[9444510106, 9444510107, 9444510108, 9444510109, 9444510106]",apartments,,3号楼,3号楼,3号楼,3號樓,no,,,,,,6,,,,
way,1024212433,,中国海洋大学,,yes,"POLYGON ((120.5028463 36.1594609, 120.50349 36.1594574, 120.5035007 36.1593102, 120.5028506 36.1593102, 120.5028463 36.1594609))","[9444510110, 9444510111, 9444510112, 9444510113, 9444510110]",apartments,,2号楼,,,,no,,,,,,6,,,,
way,1024212434,,中国海洋大学,,yes,"POLYGON ((120.5021167 36.1594748, 120.5026853 36.1594661, 120.5026853 36.159324, 120.5021146 36.1593327, 120.5021167 36.1594748))","[9444510114, 9444510115, 9444510116, 9444532917, 9444510114]",apartments,,1号楼,1号楼,1号楼,1號樓,no,,,,,,6,,,,
way,1064524698,,中国海洋大学,,yes,"POLYGON ((120.492209 36.1563942, 120.4920692 36.1562254, 120.4921969 36.1561564, 120.4923368 36.1563252, 120.492209 36.1563942))","[9776633016, 9776638417, 9776638418, 9776638419, 9776633016]",university,,,,,,no,,,,,,,,,,
way,1064524699,,中国海洋大学,,yes,"POLYGON ((120.4924936 36.1562786, 120.4923477 36.1560672, 120.4925064 36.155991, 120.4925537 36.156043, 120.4928197 36.1559044, 120.4927854 36.1558489, 120.4929313 36.1557658, 120.4931073 36.1559737, 120.4929141 36.1560776, 120.4929399 36.1561227, 120.4927811 36.156192, 120.4927425 36.1561608, 120.4925665 36.1562474, 120.4924936 36.1562786))","[9776638420, 9776638421, 9776638422, 9776638423, 9776638424, 9776638425, 9776638426, 9776638427, 9776638428, 9776638429, 9776638430, 9776638431, 9776638432, 9776638420]",university,,,,,,no,,,,,,,,,,
