element_type,osmid,nodes,amenity,name,name:zh,name:zh-Hans,name:zh-Hant,opening_hours,geometry
way,142604101,"[1560649790, 6564344855, 6564344856, 1560649792, 6564344857, 6564344858, 6564344859, 6564344860, 1560649793, 6564344861, 1560649794, 6564344862, 1560649790]",library,图书馆,图书馆,图书馆,圖書館,6：00-22：30,"POLYGON ((116.3402824 40.0020293, 116.3402833 40.0020873, 116.3402206 40.002088, 116.3402273 40.0024584, 116.3406574 40.0024606, 116.3406548 40.0025361, 116.3408588 40.0025385, 116.3408618 40.0024571, 116.34136 40.0024646, 116.3413694 40.0021333, 116.3412509 40.0021268, 116.3412534 40.002042, 116.3402824 40.0020293))"
