element_type,osmid,nodes,amenity,name:zh-Hans,geometry
way,329967741,"[3369245752, 3369245753, 3369245754, 3369245755, 3369245752]",parking,停车场,"POLYGON ((116.3340847 40.0007652, 116.334304 40.0007711, 116.334326 40.0002392, 116.3341134 40.0002321, 116.3340847 40.0007652))"
