u,v,key,osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,service,access,tunnel
1563386637,124072401,0,142872168,,,service,False,False,54.736999999999995,,"LINESTRING (-73.5780271 45.5032026, -73.5778789 45.5033563, -73.5778856 45.5034489, -73.5777114 45.5036247)",alley,,
1563386642,332514089,0,142872174,,,service,False,False,89.162,,"LINESTRING (-73.5767796 45.5026045, -73.5777243 45.5030568)",alley,,
1563386642,2480075669,0,142872171,,,service,False,True,40.966,,"LINESTRING (-73.5767796 45.5026045, -73.5766731 45.5027083, -73.5764856 45.5029098)",alley,,
1563386664,1563386637,0,142872170,,,service,False,False,35.574,,"LINESTRING (-73.5784032 45.5033839, -73.5780271 45.5032026)",alley,,
1563386673,213285584,0,13500588,,Rue McTavish,pedestrian,False,False,18.574,,"LINESTRING (-73.5764079 45.5029899, -73.5766007 45.5030881)",,,
1563386673,2480075669,0,142872171,,,service,False,False,10.77,,"LINESTRING (-73.5764079 45.5029899, -73.5764856 45.5029098)",alley,,
1573497820,1573497872,0,13502756,2,,service,False,False,19.753,,"LINESTRING (-73.5779939 45.5065862, -73.5781997 45.5066899)",,,
1573497820,1573581633,0,13502756,2,,service,False,True,8.741,,"LINESTRING (-73.5779939 45.5065862, -73.5779 45.5065432)",,,
1573497820,11022857039,0,506234601,2,,service,False,False,6.057,,"LINESTRING (-73.5779939 45.5065862, -73.5780362 45.5065405)",,,
1573497839,392505309,0,143792933,,,service,False,False,61.324,,"LINESTRING (-73.5781496 45.5059749, -73.5777715 45.5059805, -73.5774437 45.5058094)",,,
1573497872,1573497820,0,13502756,2,,service,False,True,19.753,,"LINESTRING (-73.5781997 45.5066899, -73.5779939 45.5065862)",,,
1573497872,1573581647,0,143792937,,Place Walbrae,service,False,True,18.805,,"LINESTRING (-73.5781997 45.5066899, -73.5780656 45.5068305)",,permissive,
1573497872,11022857034,0,143792941,,,footway,False,False,5.44,,"LINESTRING (-73.5781997 45.5066899, -73.5782545 45.5067202)",,,
1573503377,6576986597,0,143793042,,,service,False,False,53.19,,"LINESTRING (-73.5798005 45.5076469, -73.5799119 45.5076751, -73.5800181 45.5077419, -73.5800291 45.5077992, -73.5800166 45.5078616, -73.579991 45.5079214, -73.579908 45.5080172)",driveway,,
1573512778,10926982154,0,453989311,4,Avenue des Pins Ouest,secondary,False,True,44.509,,"LINESTRING (-73.5802984 45.5077567, -73.5801506 45.5081233, -73.5801431 45.5081419)",,,
1573559822,1573559838,0,143797200,,,footway,False,False,1.182,,"LINESTRING (-73.5766512 45.5052822, -73.5766603 45.5052737)",,,
1573559838,1573559822,0,143797200,,,footway,False,True,1.182,,"LINESTRING (-73.5766603 45.5052737, -73.5766512 45.5052822)",,,
1573559838,6221609143,0,"[143797201, 143797203, 1245916509]",,,"['steps', 'footway']",False,False,8.798,,"LINESTRING (-73.5766603 45.5052737, -73.576633 45.5052601, -73.5766221 45.5052527, -73.5766146 45.5052455, -73.5766127 45.505238, -73.5766143 45.5052304, -73.5766195 45.5052184, -73.5766255 45.5052113)",,,
1573559838,11582633972,0,"[143797201, 143797202, 1245916510]",,,"['steps', 'footway']",False,True,8.908999999999999,,"LINESTRING (-73.5766603 45.5052737, -73.5766919 45.5052895, -73.5767035 45.5052937, -73.576719 45.5052948, -73.5767297 45.5052932, -73.5767389 45.5052898, -73.5767507 45.5052806, -73.5767556 45.5052763)",,,
1573581599,11022857032,0,143798694,,,service,False,False,1.845,,"LINESTRING (-73.5781367 45.506868, -73.5781178 45.506858)",,,
1573581600,10946656122,0,133806984,,,service,False,False,4.269,,"LINESTRING (-73.5792587 45.5043674, -73.5792874 45.5043347)",driveway,,
1573581600,229533923,0,13500459,,Rue McTavish,living_street,True,False,29.177999999999997,20,"LINESTRING (-73.5792587 45.5043674, -73.5794585 45.5044653, -73.5795627 45.5045205)",,,
1573581610,1573581616,0,143798698,,,footway,False,False,12.18,,"LINESTRING (-73.5778158 45.5068034, -73.5778006 45.5067788, -73.5776826 45.5067764)",,,
1573581616,1573581633,0,"[1186873258, 143798692]",,,footway,False,True,30.974,,"LINESTRING (-73.5776826 45.5067764, -73.5778774 45.5065675, -73.5779 45.5065432)",,,
1573581616,1573581610,0,143798698,,,footway,False,True,12.18,,"LINESTRING (-73.5776826 45.5067764, -73.5778006 45.5067788, -73.5778158 45.5068034)",,,
1573581633,1573497820,0,13502756,2,,service,False,False,8.741,,"LINESTRING (-73.5779 45.5065432, -73.5779939 45.5065862)",,,
1573581633,11289783891,0,13502756,2,,service,False,True,12.384,,"LINESTRING (-73.5779 45.5065432, -73.577772 45.5064772)",,,
1573581633,1573581616,0,"[1186873258, 143798692]",,,footway,False,False,30.974,,"LINESTRING (-73.5779 45.5065432, -73.5778774 45.5065675, -73.5776826 45.5067764)",,,
1573581647,1573497872,0,143792937,,Place Walbrae,service,False,False,18.805,,"LINESTRING (-73.5780656 45.5068305, -73.5781997 45.5066899)",,permissive,
1573581647,11022857032,0,143798694,,,service,False,True,5.089,,"LINESTRING (-73.5780656 45.5068305, -73.5781178 45.506858)",,,
1573611320,1573611383,0,143801181,,,footway,False,False,3.995,,"LINESTRING (-73.5826841 45.5100373, -73.5826337 45.5100307)",,,
1573611321,1573611338,0,143801175,,,footway,False,False,5.946,,"LINESTRING (-73.5821875 45.5097634, -73.5821137 45.5097498)",,,
1573611322,2172406006,0,143801183,,,footway,False,False,5.421,,"LINESTRING (-73.5822396 45.5102814, -73.5823082 45.5102895)",,,
1573611322,1573611394,0,143801184,,,footway,False,False,5.726,,"LINESTRING (-73.5822396 45.5102814, -73.5822507 45.5102305)",,,
1573611322,1573611334,0,143801184,,,footway,False,True,4.781,,"LINESTRING (-73.5822396 45.5102814, -73.5822303 45.5103239)",,,
1573611334,1573611322,0,143801184,,,footway,False,False,4.781,,"LINESTRING (-73.5822303 45.5103239, -73.5822396 45.5102814)",,,
1573611335,1573611406,0,143801180,,,footway,False,True,61.166,,"LINESTRING (-73.5821335 45.5105628, -73.5820798 45.5105218, -73.5820348 45.5104948, -73.5820088 45.5104793, -73.5819963 45.510463, -73.5821008 45.5100591)",,,
1573611335,10946656081,0,1074650727,,,footway,False,False,18.941,,"LINESTRING (-73.5821335 45.5105628, -73.5822854 45.5105256, -73.5823362 45.510516, -73.5823652 45.51052)",,,
1573611335,11289137041,0,1074650727,,,footway,False,True,14.178999999999998,,"LINESTRING (-73.5821335 45.5105628, -73.582098 45.5105743, -73.5820498 45.5105908, -73.5819873 45.5106354)",,,
1573611338,1573611321,0,143801175,,,footway,False,True,5.946,,"LINESTRING (-73.5821137 45.5097498, -73.5821875 45.5097634)",,,
1573611338,1550150634,0,"[143801184, 1186548424]",,,footway,False,False,13.174999999999999,,"LINESTRING (-73.5821137 45.5097498, -73.5820647 45.5097311, -73.5819956 45.5096979, -73.5819679 45.5096908)",,,
1573611338,1573611376,0,143801184,,,footway,False,True,33.558,,"LINESTRING (-73.5821137 45.5097498, -73.5820926 45.5098166, -73.582078 45.5098872, -73.5820668 45.5100183, -73.5821098 45.5100242)",,,
1573611338,10946656073,0,"[1186548422, 1186548423]",,,footway,False,True,23.939999999999998,,"LINESTRING (-73.5821137 45.5097498, -73.5821603 45.5097219, -73.5821998 45.509713, -73.582344 45.5096897, -73.5823695 45.509692, -73.5824 45.5096948)",,,
1573611356,11014486028,0,1185782866,,,footway,False,False,8.017,,"LINESTRING (-73.5832162 45.5118265, -73.5832977 45.5117825)",,,
1573611356,11014486022,0,"[1185782865, 1185782866]",,,footway,False,True,169.43,,"LINESTRING (-73.5832162 45.5118265, -73.5831568 45.5118276, -73.5830999 45.511812, -73.5827971 45.5116058, -73.5833441 45.5112191, -73.5827437 45.5107929)",,,
1573611358,1573611401,0,143801173,,,footway,False,True,3.752,,"LINESTRING (-73.5822092 45.5100023, -73.5822014 45.5100356)",,,
1573611359,1573611428,0,143801174,,,service,False,False,35.202,,"LINESTRING (-73.580209 45.5093543, -73.5801386 45.5095068, -73.5800717 45.5096559)",,,yes
1573611360,1573611401,0,143801184,,,footway,False,False,7.172,,"LINESTRING (-73.5822918 45.5100477, -73.5822014 45.5100356)",,,
1573611360,1573611394,0,143801184,,,footway,False,True,20.577,,"LINESTRING (-73.5822918 45.5100477, -73.5822507 45.5102305)",,,
1573611360,1573611383,0,143801183,,,footway,False,True,31.863999999999997,,"LINESTRING (-73.5822918 45.5100477, -73.5823096 45.5099928, -73.5826337 45.5100307)",,,
1573611373,1573611412,0,143801176,,,footway,False,True,3.911,,"LINESTRING (-73.5825629 45.5103217, -73.5826124 45.5103275)",,,
1573611373,1573611383,0,143801183,,,footway,False,False,32.825,,"LINESTRING (-73.5825629 45.5103217, -73.5826337 45.5100307)",,,
1573611373,2172406006,0,143801183,,,footway,False,True,20.167,,"LINESTRING (-73.5825629 45.5103217, -73.5823082 45.5102895)",,,
1573611376,1573611406,0,143801180,,,footway,False,False,3.944,,"LINESTRING (-73.5821098 45.5100242, -73.5821008 45.5100591)",,,
1573611376,1573611401,0,143801184,,,footway,False,True,7.25,,"LINESTRING (-73.5821098 45.5100242, -73.5822014 45.5100356)",,,
1573611376,1573611338,0,143801184,,,footway,False,False,33.558,,"LINESTRING (-73.5821098 45.5100242, -73.5820668 45.5100183, -73.582078 45.5098872, -73.5820926 45.5098166, -73.5821137 45.5097498)",,,
1573611383,1573611320,0,143801181,,,footway,False,True,3.995,,"LINESTRING (-73.5826337 45.5100307, -73.5826841 45.5100373)",,,
1573611383,1573611373,0,143801183,,,footway,False,True,32.825,,"LINESTRING (-73.5826337 45.5100307, -73.5825629 45.5103217)",,,
1573611383,1573611360,0,143801183,,,footway,False,False,31.863999999999997,,"LINESTRING (-73.5826337 45.5100307, -73.5823096 45.5099928, -73.5822918 45.5100477)",,,
1573611393,2172406006,0,143801179,,,footway,False,False,4.808,,"LINESTRING (-73.5823005 45.5103324, -73.5823082 45.5102895)",,,
1573611394,1573611360,0,143801184,,,footway,False,False,20.577,,"LINESTRING (-73.5822507 45.5102305, -73.5822918 45.5100477)",,,
1573611394,1573611322,0,143801184,,,footway,False,True,5.726,,"LINESTRING (-73.5822507 45.5102305, -73.5822396 45.5102814)",,,
1573611394,1573611406,0,143801186,,,footway,False,True,23.053,,"LINESTRING (-73.5822507 45.5102305, -73.5822137 45.510219, -73.5821795 45.5101804, -73.58215 45.5101428, -73.5821272 45.510109, -73.5821071 45.5100719, -73.5821008 45.5100591)",,,
1573611401,1573611358,0,143801173,,,footway,False,False,3.752,,"LINESTRING (-73.5822014 45.5100356, -73.5822092 45.5100023)",,,
1573611401,1573611376,0,143801184,,,footway,False,False,7.25,,"LINESTRING (-73.5822014 45.5100356, -73.5821098 45.5100242)",,,
1573611401,1573611360,0,143801184,,,footway,False,True,7.172,,"LINESTRING (-73.5822014 45.5100356, -73.5822918 45.5100477)",,,
1573611406,1573611376,0,143801180,,,footway,False,True,3.944,,"LINESTRING (-73.5821008 45.5100591, -73.5821098 45.5100242)",,,
1573611406,1573611335,0,143801180,,,footway,False,False,61.166,,"LINESTRING (-73.5821008 45.5100591, -73.5819963 45.510463, -73.5820088 45.5104793, -73.5820348 45.5104948, -73.5820798 45.5105218, -73.5821335 45.5105628)",,,
1573611406,1573611394,0,143801186,,,footway,False,False,23.053,,"LINESTRING (-73.5821008 45.5100591, -73.5821071 45.5100719, -73.5821272 45.510109, -73.58215 45.5101428, -73.5821795 45.5101804, -73.5822137 45.510219, -73.5822507 45.5102305)",,,
1573611412,1573611373,0,143801176,,,footway,False,False,3.911,,"LINESTRING (-73.5826124 45.5103275, -73.5825629 45.5103217)",,,
1573611428,1028394536,0,"[143801172, 143801174]",,,service,False,False,134.32999999999998,,"LINESTRING (-73.5800717 45.5096559, -73.580046 45.5097458, -73.5799251 45.5102589, -73.5799144 45.510477, -73.5800994 45.5106442, -73.5801617 45.5107125, -73.5802018 45.5107932)",,no,yes
1573611428,1573611359,0,143801174,,,service,False,True,35.202,,"LINESTRING (-73.5800717 45.5096559, -73.5801386 45.5095068, -73.580209 45.5093543)",,,yes
1573611428,10839975509,0,"[143801177, 143801167]",,,service,False,False,47.291,,"LINESTRING (-73.5800717 45.5096559, -73.5796708 45.509515, -73.5795314 45.5094623)",,,yes
1574439786,10926982182,0,34015048,,,service,False,False,12.399,,"LINESTRING (-73.5783503 45.5043518, -73.5783521 45.5044633)",,,
1574439786,1575941616,0,34015048,,,service,False,True,31.036,,"LINESTRING (-73.5783503 45.5043518, -73.5783465 45.5040727)",,,
1574439786,1575941639,0,1218670647,,,footway,False,True,21.736,,"LINESTRING (-73.5783503 45.5043518, -73.5781098 45.5042528)",,,
1574439792,11292375161,0,1218670629,,,footway,False,False,1.57,,"LINESTRING (-73.5777742 45.5043206, -73.5777579 45.5043123)",,,
1574821531,11291317640,0,1218569873,,,footway,False,False,3.556,,"LINESTRING (-73.5767941 45.5056125, -73.5768391 45.5056072)",,,
1574821550,1574821582,0,143924092,,,footway,False,True,15.372,,"LINESTRING (-73.5775393 45.504126, -73.5774356 45.5042436)",,,
1574821582,11292375160,0,13502757,,,service,False,False,15.106,,"LINESTRING (-73.5774356 45.5042436, -73.5775953 45.5043206)",,,
1574821582,124072396,0,13502757,,,service,False,True,13.579,,"LINESTRING (-73.5774356 45.5042436, -73.5772904 45.5041761)",,,
1574821582,1574821550,0,143924092,,,footway,False,False,15.372,,"LINESTRING (-73.5774356 45.5042436, -73.5775393 45.504126)",,,
1575941616,1574439786,0,34015048,,,service,False,False,31.036,,"LINESTRING (-73.5783465 45.5040727, -73.5783503 45.5043518)",,,
1575941616,1575941639,0,144012628,,,footway,False,True,27.227,,"LINESTRING (-73.5783465 45.5040727, -73.5781098 45.5042528)",,,
1575941616,124056468,0,34015048,,,service,False,True,11.1,,"LINESTRING (-73.5783465 45.5040727, -73.5783466 45.5040076, -73.5783359 45.5039737)",,,
1575941634,392505309,0,144012626,,,service,False,True,42.385999999999996,,"LINESTRING (-73.5777451 45.5054933, -73.5774742 45.5057602, -73.5774437 45.5058094)",,,
1575941639,1575941616,0,144012628,,,footway,False,False,27.227,,"LINESTRING (-73.5781098 45.5042528, -73.5783465 45.5040727)",,,
1575941639,1574439786,0,1218670647,,,footway,False,False,21.736,,"LINESTRING (-73.5781098 45.5042528, -73.5783503 45.5043518)",,,
1575941639,11292379096,0,"[143876303, 1218670647]",,,"['steps', 'footway']",False,True,16.507,,"LINESTRING (-73.5781098 45.5042528, -73.5780992 45.504238, -73.5779449 45.5041625)",,,
1599121927,11291338311,0,1218569898,,,footway,False,False,9.822,,"LINESTRING (-73.5773793 45.5060458, -73.5772753 45.5059959)",,,
2134484805,124074242,0,"[34015148, 1218424086]",,,service,True,False,46.954,,"LINESTRING (-73.5771157 45.5056487, -73.5770871 45.5056055, -73.5770906 45.5055549, -73.5771034 45.5055377, -73.5771081 45.5055313, -73.5771435 45.5054837, -73.5773422 45.5052837)",,yes,
2134484805,11289783619,0,"[1218387330, 1218387331, 1218387332, 1218387333, 143792934, 143792940, 143792942, 143792944, 143792947]",,,"['steps', 'footway']",False,False,27.925000000000004,,"LINESTRING (-73.5771157 45.5056487, -73.5770921 45.5056922, -73.577075 45.5057133, -73.5770756 45.505737, -73.5770601 45.5057558, -73.5770613 45.5057818, -73.5770431 45.5058025, -73.5770352 45.5058229, -73.5770186 45.5058417, -73.5770091 45.5058825)",,,
2140279511,10946656154,0,46523109,,,service,False,True,7.685,,"LINESTRING (-73.5824167 45.502538, -73.5823589 45.502594)",,,
2140279511,10913137265,0,164976437,,Promenade Sir-William-Osler,residential,False,False,12.664,,"LINESTRING (-73.5824167 45.502538, -73.5822818 45.5024745)",,,
2140279511,10946298492,0,164976437,,Promenade Sir-William-Osler,residential,False,True,24.003,,"LINESTRING (-73.5824167 45.502538, -73.5826702 45.5026606)",,,
2172406006,1573611393,0,143801179,,,footway,False,True,4.808,,"LINESTRING (-73.5823082 45.5102895, -73.5823005 45.5103324)",,,
2172406006,1573611373,0,143801183,,,footway,False,False,20.167,,"LINESTRING (-73.5823082 45.5102895, -73.5825629 45.5103217)",,,
2172406006,1573611322,0,143801183,,,footway,False,True,5.421,,"LINESTRING (-73.5823082 45.5102895, -73.5822396 45.5102814)",,,
2480075657,2480075669,0,240271954,,,path,False,False,31.822000000000003,,"LINESTRING (-73.5761921 45.5027434, -73.5761733 45.5027588, -73.5764856 45.5029098)",,,
2480075669,1563386673,0,142872171,,,service,False,True,10.77,,"LINESTRING (-73.5764856 45.5029098, -73.5764079 45.5029899)",alley,,
2480075669,1563386642,0,142872171,,,service,False,False,40.966,,"LINESTRING (-73.5764856 45.5029098, -73.5766731 45.5027083, -73.5767796 45.5026045)",alley,,
2480075669,2480075657,0,240271954,,,path,False,True,31.822000000000003,,"LINESTRING (-73.5764856 45.5029098, -73.5761733 45.5027588, -73.5761921 45.5027434)",,,
2636957479,1550150712,0,141613746,,,service,False,False,35.538,,"LINESTRING (-73.5839917 45.5107996, -73.5839608 45.5108231, -73.5839078 45.5108472, -73.5838276 45.5108671, -73.5837279 45.5108727, -73.583566 45.5108659)",driveway,,
2636957479,11020601362,0,141613746,,,service,False,True,36.281000000000006,,"LINESTRING (-73.5839917 45.5107996, -73.5840156 45.5107578, -73.5840313 45.510692, -73.5840215 45.5106317, -73.5839962 45.5105687, -73.5839576 45.5105345, -73.5839139 45.5105018)",driveway,,
2680789222,6959370734,0,"[743546513, 743546514]",,,"['steps', 'service']",False,True,9.762,,"LINESTRING (-73.5773077 45.5043706, -73.5772526 45.5043505, -73.5772002 45.5043258)",,,
3383399212,11014332510,0,331281154,,,service,False,False,19.059,,"LINESTRING (-73.5821987 45.5114909, -73.5821776 45.5114438, -73.582146 45.5114011, -73.5820744 45.5113468)",driveway,,
3383399212,11289137041,0,1074650727,,,footway,False,False,116.793,,"LINESTRING (-73.5821987 45.5114909, -73.58231 45.5114375, -73.5822858 45.5113917, -73.5822535 45.5113469, -73.5822236 45.5113142, -73.5821881 45.5112834, -73.5820336 45.5111626, -73.5818597 45.5110418, -73.5818347 45.5110176, -73.5818179 45.5109909, -73.5818079 45.5109517, -73.581814 45.5109119, -73.5818782 45.5107771, -73.5819129 45.5107033, -73.5819648 45.5106515, -73.5819873 45.5106354)",,,
3383399216,11014332510,0,331281155,,,service,False,False,12.194,,"LINESTRING (-73.5819549 45.5114176, -73.5820744 45.5113468)",parking_aisle,,
3383399216,11014332513,0,331281155,,,service,False,True,17.415,,"LINESTRING (-73.5819549 45.5114176, -73.5817905 45.5115237)",parking_aisle,,
3383399216,11014332512,0,553058167,,,service,False,False,69.356,,"LINESTRING (-73.5819549 45.5114176, -73.5814484 45.5111207, -73.5812906 45.5112377)",parking_aisle,,
4506326493,10839975493,0,1165424517,,,footway,False,False,5.527,,"LINESTRING (-73.5796238 45.5093505, -73.5796496 45.5093042)",,,
4506326493,10839975492,0,1165424517,,,footway,False,True,6.584,,"LINESTRING (-73.5796238 45.5093505, -73.579585 45.5094031)",,,
4506326493,4729109599,0,453989330,,,service,False,True,87.12299999999999,,"LINESTRING (-73.5796238 45.5093505, -73.5797534 45.509398, -73.5799325 45.5094584, -73.5800379 45.5094774, -73.5802712 45.5090416)",alley,,
4729109599,4506326493,0,453989330,,,service,False,False,87.123,,"LINESTRING (-73.5802712 45.5090416, -73.5800379 45.5094774, -73.5799325 45.5094584, -73.5797534 45.509398, -73.5796238 45.5093505)",alley,,
5339029889,10822695794,0,143801182,,,service,False,False,63.56799999999999,,"LINESTRING (-73.5808352 45.5111467, -73.5806993 45.5111455, -73.580619 45.511132, -73.580536 45.5111013, -73.5804488 45.5110482, -73.580397 45.5109984, -73.5803695 45.5109265, -73.5803055 45.5108871, -73.5802144 45.5108457)",driveway,,
5339029889,5339029890,0,"[331281155, 143801182]",,,service,False,"[False, True]",28.573999999999998,,"LINESTRING (-73.5808352 45.5111467, -73.580888 45.5111817, -73.581031 45.511256, -73.5811242 45.5113044)","['parking_aisle', 'driveway']",,
5339029889,6513242701,0,"[1185757536, 1185757535]",,,service,False,True,53.04600000000001,,"LINESTRING (-73.5808352 45.5111467, -73.5809915 45.5111275, -73.581104 45.5111027, -73.5812457 45.5110664, -73.5813596 45.5110195, -73.581457 45.510969)",,,yes
5339029890,11014332512,0,553058167,,,service,False,True,14.938,,"LINESTRING (-73.5811242 45.5113044, -73.5812906 45.5112377)",parking_aisle,,
5339029890,11014332513,0,331281155,,,service,False,False,65.008,,"LINESTRING (-73.5811242 45.5113044, -73.5816786 45.5115898, -73.5817905 45.5115237)",parking_aisle,,
5339029890,5339029889,0,"[331281155, 143801182]",,,service,False,"[False, True]",28.574,,"LINESTRING (-73.5811242 45.5113044, -73.581031 45.511256, -73.580888 45.5111817, -73.5808352 45.5111467)","['parking_aisle', 'driveway']",,
6106946858,6106946859,0,"[651206795, 651206797, 651206798]",,,"['steps', 'footway']",False,False,6.401000000000001,,"LINESTRING (-73.5748263 45.5043258, -73.574848 45.5043482, -73.5748633 45.5043552, -73.5748757 45.5043706)",,,
6106946858,1282761417,0,"[651206784, 651206796]",,,"['steps', 'footway']",False,"[False, True]",15.301,,"LINESTRING (-73.5748263 45.5043258, -73.5748214 45.5043449, -73.5747345 45.5044344, -73.5747265 45.5044426)",,,
6106946858,1282761430,0,651206796,,,footway,False,True,10.780999999999999,,"LINESTRING (-73.5748263 45.5043258, -73.5748319 45.5043031, -73.5748538 45.5042308)",,,
6106946859,6106946858,0,"[651206795, 651206797, 651206798]",,,"['steps', 'footway']",False,True,6.401,,"LINESTRING (-73.5748757 45.5043706, -73.5748633 45.5043552, -73.574848 45.5043482, -73.5748263 45.5043258)",,,
6106946859,6106946860,0,"[1231789780, 651206799]",,,footway,False,"[False, True]",5.483,,"LINESTRING (-73.5748757 45.5043706, -73.574894 45.5043793, -73.5749343 45.5043607)",,,
6106946859,11423890494,0,"[1231789779, 1231789780, 415845342]",,,"['steps', 'footway']",False,"[False, True]",24.971,,"LINESTRING (-73.5748757 45.5043706, -73.5748557 45.5043994, -73.5748448 45.5044107, -73.5746965 45.5045563)",,,
6106946860,10565869145,0,415845341,,,footway,False,False,48.117,,"LINESTRING (-73.5749343 45.5043607, -73.5749449 45.5043744, -73.5749965 45.5044289, -73.5750069 45.5044455, -73.5749985 45.5044703, -73.5749903 45.5044808, -73.5753356 45.5046515)",,,
6106946860,1282761430,0,415845341,,,footway,False,True,15.768,,"LINESTRING (-73.5749343 45.5043607, -73.5749283 45.5043523, -73.5749017 45.5043167, -73.5748538 45.5042308)",,,
6106946860,6106946859,0,"[1231789780, 651206799]",,,footway,False,"[False, True]",5.483,,"LINESTRING (-73.5749343 45.5043607, -73.574894 45.5043793, -73.5748757 45.5043706)",,,
6221609134,11423890496,0,"[1231789781, 664683493]",,,footway,False,"[False, True]",13.898,,"LINESTRING (-73.574229 45.5049808, -73.574286 45.504924, -73.5743578 45.5049475)",,,
6221609143,11582633972,0,1218387342,,,footway,False,True,12.451,,"LINESTRING (-73.5766255 45.5052113, -73.5767556 45.5052763)",,,
6221609143,11069903355,0,1218387342,,,footway,False,False,20.466,,"LINESTRING (-73.5766255 45.5052113, -73.5765002 45.5051461, -73.5764719 45.5051332, -73.5764313 45.5051235, -73.5764018 45.5051201)",,,
6221609143,1573559838,0,"[143797201, 143797203, 1245916509]",,,"['steps', 'footway']",False,True,8.798,,"LINESTRING (-73.5766255 45.5052113, -73.5766195 45.5052184, -73.5766143 45.5052304, -73.5766127 45.505238, -73.5766146 45.5052455, -73.5766221 45.5052527, -73.576633 45.5052601, -73.5766603 45.5052737)",,,
6221609161,10926982161,0,664683494,,,footway,False,True,2.351,,"LINESTRING (-73.5803823 45.5071118, -73.5803969 45.5071303)",,,
6513242701,5339029889,0,"[1185757536, 1185757535]",,,service,False,False,53.046,,"LINESTRING (-73.581457 45.510969, -73.5813596 45.5110195, -73.5812457 45.5110664, -73.581104 45.5111027, -73.5809915 45.5111275, -73.5808352 45.5111467)",,,yes
6513242701,11289137043,0,"[1185757536, 88542746]",,,service,False,True,55.766999999999996,,"LINESTRING (-73.581457 45.510969, -73.5816843 45.5107487, -73.5817647 45.5105859, -73.581782 45.5105298)",,,yes
6513242701,11014332510,0,"[1185757537, 1185757538]",,,service,False,False,64.013,,"LINESTRING (-73.581457 45.510969, -73.5814976 45.5110016, -73.5815922 45.5110737, -73.5820744 45.5113468)",parking_aisle,,yes
6576986596,11289831371,0,664683494,,,footway,False,False,6.848,,"LINESTRING (-73.5793334 45.5077294, -73.5794049 45.5077652)",,,
6576986596,11022857006,0,664683494,,,footway,False,True,12.929,,"LINESTRING (-73.5793334 45.5077294, -73.5791968 45.5076634)",,,
6576986596,11014250194,0,945180299,,,footway,False,True,23.016000000000002,,"LINESTRING (-73.5793334 45.5077294, -73.5793146 45.5076706, -73.5793166 45.5076375, -73.579329 45.5075963, -73.5793727 45.5075317)",,,
6576986597,229538145,0,143793042,,,service,False,False,7.156,,"LINESTRING (-73.579908 45.5080172, -73.5798553 45.5080699)",driveway,,
6576986597,11289831371,0,664683494,,,footway,False,True,48.189,,"LINESTRING (-73.579908 45.5080172, -73.5794049 45.5077652)",,,
6576986597,1573503377,0,143793042,,,service,False,True,53.19,,"LINESTRING (-73.579908 45.5080172, -73.579991 45.5079214, -73.5800166 45.5078616, -73.5800291 45.5077992, -73.5800181 45.5077419, -73.5799119 45.5076751, -73.5798005 45.5076469)",driveway,,
6576986597,10926982156,0,664683494,,,footway,False,False,11.414,,"LINESTRING (-73.579908 45.5080172, -73.5799619 45.5080436, -73.5800213 45.5080819)",,,
6959370734,124072396,0,13502490,,,service,False,False,18.34,,"LINESTRING (-73.5772002 45.5043258, -73.5772818 45.5042231, -73.5772904 45.5041761)",,,
6959370734,124072392,0,13502490,,,service,False,True,17.962,,"LINESTRING (-73.5772002 45.5043258, -73.5771311 45.5044221, -73.5770881 45.5044666)",,,
6959370734,2680789222,0,"[743546513, 743546514]",,,"['service', 'steps']",False,False,9.762,,"LINESTRING (-73.5772002 45.5043258, -73.5772526 45.5043505, -73.5773077 45.5043706)",,,
8750348170,8750348172,0,945180296,,,footway,False,False,5.126,,"LINESTRING (-73.5797506 45.5068625, -73.5797872 45.5068242)",,,
8750348170,8750348175,0,945180298,,,footway,False,False,16.51,,"LINESTRING (-73.5797506 45.5068625, -73.5797984 45.5068858, -73.5799255 45.5069463)",,,
8750348170,10926982172,0,1175996883,,,footway,False,False,141.31,,"LINESTRING (-73.5797506 45.5068625, -73.5788845 45.5064567, -73.5787869 45.5064099, -73.57874 45.5063862, -73.5786941 45.5063589, -73.5786482 45.5063197, -73.5785715 45.5062465, -73.5785207 45.5061784, -73.5784691 45.5060891, -73.5784437 45.5060314)",,,
8750348172,8750348173,0,945180296,,,footway,False,False,7.491,,"LINESTRING (-73.5797872 45.5068242, -73.5798391 45.5067675)",,,
8750348172,8750348170,0,945180296,,,footway,False,True,5.126,,"LINESTRING (-73.5797872 45.5068242, -73.5797506 45.5068625)",,,
8750348172,10946251231,0,475873782,,Avenue du Docteur-Penfield,secondary,True,False,56.605,50,"LINESTRING (-73.5797872 45.5068242, -73.5799453 45.506892, -73.5802034 45.5069766, -73.580352 45.5070263, -73.5804045 45.5070504, -73.5804273 45.5070626)",,,
8750348173,1472721958,0,133806979,,Avenue du Docteur-Penfield,secondary,True,False,4.579,50,"LINESTRING (-73.5798391 45.5067675, -73.5798916 45.506786)",,,
8750348173,10946298399,0,945180296,,,footway,False,False,3.407,,"LINESTRING (-73.5798391 45.5067675, -73.579862 45.5067414)",,,
8750348173,8750348172,0,945180296,,,footway,False,True,7.491,,"LINESTRING (-73.5798391 45.5067675, -73.5797872 45.5068242)",,,
8750348174,229533885,0,133806983,,,service,False,True,4.678,,"LINESTRING (-73.5799024 45.5066865, -73.5799497 45.5067124)",,,
