u,v,key,osmid,oneway,highway,reversed,length,geometry,bridge
7925084314,7925084443,0,849445665,False,unclassified,False,21.568,"LINESTRING (116.1608642 40.1724909, 116.1608352 40.1722982)",
7925084314,7925084325,0,849445666,False,unclassified,False,71.358,"LINESTRING (116.1608642 40.1724909, 116.1616621 40.1726912)",
7925084320,7925084313,0,849445664,False,residential,True,7.765,"LINESTRING (116.1589548 40.1728044, 116.1589491 40.1728741)",
7925084324,7925084443,0,849445665,False,unclassified,True,127.42099999999999,"LINESTRING (116.1609554 40.1714282, 116.1606191 40.1715371, 116.1606077 40.1718594, 116.160773 40.1718855, 116.1608352 40.1722982)",
7925084325,7925084314,0,849445666,False,unclassified,True,71.358,"LINESTRING (116.1616621 40.1726912, 116.1608642 40.1724909)",
7925084325,7925084302,0,849445667,False,unclassified,False,177.62,"LINESTRING (116.1616621 40.1726912, 116.161645 40.1727783, 116.1615481 40.1739324, 116.1615538 40.1742852)",
7925084325,7925084326,0,849445667,False,unclassified,True,176.635,"LINESTRING (116.1616621 40.1726912, 116.161702 40.1726215, 116.1618046 40.1725431, 116.1619414 40.172443, 116.1619984 40.172308, 116.1619927 40.1713411, 116.1621865 40.1713411)",
7925084325,7925084419,0,"[849445692, 849445694]",False,unclassified,False,66.141,"LINESTRING (116.1616621 40.1726912, 116.1617658 40.1727264, 116.1622787 40.1727264, 116.1624269 40.1727525)",
7925084326,7925084325,0,849445667,False,unclassified,False,176.635,"LINESTRING (116.1621865 40.1713411, 116.1619927 40.1713411, 116.1619984 40.172308, 116.1619414 40.172443, 116.1618046 40.1725431, 116.161702 40.1726215, 116.1616621 40.1726912)",
7925084335,7925084336,0,849445667,False,unclassified,False,97.371,"LINESTRING (116.1613999 40.1760925, 116.1612803 40.1769634)",
7925084335,7925084338,0,849445669,False,residential,False,87.71,"LINESTRING (116.1613999 40.1760925, 116.1603683 40.1761229)",
7925084335,7925084302,0,849445667,False,unclassified,True,201.40300000000002,"LINESTRING (116.1613999 40.1760925, 116.1615367 40.1744027, 116.1615538 40.1742852)",
7925084336,7925084200,0,849445667,False,unclassified,False,106.18,"LINESTRING (116.1612803 40.1769634, 116.1612176 40.1779171)",
7925084336,7925084335,0,849445667,False,unclassified,True,97.371,"LINESTRING (116.1612803 40.1769634, 116.1613999 40.1760925)",
7925084336,7925084339,0,849445670,False,residential,True,80.589,"LINESTRING (116.1612803 40.1769634, 116.1603342 40.1769112)",
7925084337,7925084339,0,849445668,False,unclassified,False,102.044,"LINESTRING (116.1602945 40.1778284, 116.1603342 40.1769112)",
7925084337,7925084203,0,849445703,False,unclassified,False,47.395,"LINESTRING (116.1602945 40.1778284, 116.1608484 40.1778791)",
7925084337,7925084199,0,849445703,False,unclassified,True,68.349,"LINESTRING (116.1602945 40.1778284, 116.1594963 40.1777516)",
7925084338,7925084339,0,849445668,False,unclassified,True,87.703,"LINESTRING (116.1603683 40.1761229, 116.1603342 40.1769112)",
7925084338,7925084298,0,849445669,False,residential,False,99.753,"LINESTRING (116.1603683 40.1761229, 116.1591942 40.1761186)",
7925084338,7925084335,0,849445669,False,residential,True,87.71,"LINESTRING (116.1603683 40.1761229, 116.1613999 40.1760925)",
7925084338,7925084365,0,849445671,False,unclassified,False,56.215,"LINESTRING (116.1603683 40.1761229, 116.1603373 40.1756179)",
7925084339,7925084338,0,849445668,False,unclassified,False,87.703,"LINESTRING (116.1603342 40.1769112, 116.1603683 40.1761229)",
7925084339,7925084337,0,849445668,False,unclassified,True,102.044,"LINESTRING (116.1603342 40.1769112, 116.1602945 40.1778284)",
7925084339,7925084336,0,849445670,False,residential,False,80.589,"LINESTRING (116.1603342 40.1769112, 116.1612803 40.1769634)",
7925084340,7925084365,0,849445671,False,unclassified,True,36.979,"LINESTRING (116.160317 40.1752857, 116.1603373 40.1756179)",
7925084340,7925084350,0,849445672,False,unclassified,False,17.818,"LINESTRING (116.160317 40.1752857, 116.1602754 40.1752816, 116.1602378 40.1752674, 116.1602081 40.1752447, 116.1601896 40.175216, 116.1601843 40.1751842)",
7925084340,7925084345,0,849445672,False,unclassified,True,32.474000000000004,"LINESTRING (116.160317 40.1752857, 116.1603586 40.1752792, 116.1603951 40.1752627, 116.1604226 40.175238, 116.1604381 40.1752077, 116.1604397 40.1751753, 116.1604274 40.1751442, 116.1604025 40.1751179, 116.1603677 40.1750993, 116.1603269 40.1750904)",
7925084345,7925084368,0,849445677,False,unclassified,False,42.179,"LINESTRING (116.1603269 40.1750904, 116.1602942 40.1747119)",
7925084345,7925084340,0,849445672,False,unclassified,False,32.474,"LINESTRING (116.1603269 40.1750904, 116.1603677 40.1750993, 116.1604025 40.1751179, 116.1604274 40.1751442, 116.1604397 40.1751753, 116.1604381 40.1752077, 116.1604226 40.175238, 116.1603951 40.1752627, 116.1603586 40.1752792, 116.160317 40.1752857)",
7925084345,7925084350,0,849445672,False,unclassified,True,17.868000000000002,"LINESTRING (116.1603269 40.1750904, 116.1602845 40.1750921, 116.1602456 40.1751041, 116.1602139 40.1751251, 116.1601927 40.1751528, 116.1601843 40.1751842)",
7925084350,7925084359,0,849445673,False,residential,False,12.518,"LINESTRING (116.1601843 40.1751842, 116.1600434 40.1752171)",
7925084350,7925084345,0,849445672,False,unclassified,False,17.868,"LINESTRING (116.1601843 40.1751842, 116.1601927 40.1751528, 116.1602139 40.1751251, 116.1602456 40.1751041, 116.1602845 40.1750921, 116.1603269 40.1750904)",
7925084350,7925084340,0,849445672,False,unclassified,True,17.817999999999998,"LINESTRING (116.1601843 40.1751842, 116.1601896 40.175216, 116.1602081 40.1752447, 116.1602378 40.1752674, 116.1602754 40.1752816, 116.160317 40.1752857)",
7925084359,7925084360,0,849445673,False,residential,False,72.394,"LINESTRING (116.1600434 40.1752171, 116.1591914 40.1752258)",
7925084359,7925084350,0,849445673,False,residential,True,12.518,"LINESTRING (116.1600434 40.1752171, 116.1601843 40.1751842)",
7925084359,7925084362,0,849445674,False,residential,False,7.618,"LINESTRING (116.1600434 40.1752171, 116.1600447 40.1751486)",
7925084359,7925084361,0,849445674,False,residential,True,13.574,"LINESTRING (116.1600434 40.1752171, 116.1600491 40.1753391)",
7925084360,7925084298,0,849445660,False,residential,True,99.275,"LINESTRING (116.1591914 40.1752258, 116.1591942 40.1761186)",
7925084360,7925084359,0,849445673,False,residential,True,72.394,"LINESTRING (116.1591914 40.1752258, 116.1600434 40.1752171)",
7925084360,7925077325,0,849445660,False,residential,False,106.371,"LINESTRING (116.1591914 40.1752258, 116.1591885 40.1743244, 116.1591898 40.1742692)",
7925084361,7925084359,0,849445674,False,residential,False,13.574,"LINESTRING (116.1600491 40.1753391, 116.1600434 40.1752171)",
7925084362,7925084359,0,849445674,False,residential,True,7.618,"LINESTRING (116.1600447 40.1751486, 116.1600434 40.1752171)",
7925084363,7925084365,0,849445675,False,residential,False,70.024,"LINESTRING (116.1597471 40.1757833, 116.1597471 40.1756047, 116.1603373 40.1756179)",
7925084365,7925084340,0,849445671,False,unclassified,False,36.979,"LINESTRING (116.1603373 40.1756179, 116.160317 40.1752857)",
7925084365,7925084338,0,849445671,False,unclassified,True,56.215,"LINESTRING (116.1603373 40.1756179, 116.1603683 40.1761229)",
7925084365,7925084363,0,849445675,False,residential,True,70.024,"LINESTRING (116.1603373 40.1756179, 116.1597471 40.1756047, 116.1597471 40.1757833)",
7925084366,7925084368,0,849445676,False,residential,False,62.497,"LINESTRING (116.1597815 40.1748822, 116.1597815 40.1747119, 116.1602942 40.1747119)",
7925084368,7925084369,0,849445677,False,unclassified,False,47.858,"LINESTRING (116.1602942 40.1747119, 116.1602941 40.1742815)",
7925084368,7925084345,0,849445677,False,unclassified,True,42.179,"LINESTRING (116.1602942 40.1747119, 116.1603269 40.1750904)",
7925084368,7925084366,0,849445676,False,residential,True,62.497,"LINESTRING (116.1602942 40.1747119, 116.1597815 40.1747119, 116.1597815 40.1748822)",
7925084369,7925084301,0,849445661,False,residential,False,16.959,"LINESTRING (116.1602941 40.1742815, 116.1604937 40.1742808)",
7925084369,7925084368,0,849445677,False,unclassified,True,47.858,"LINESTRING (116.1602941 40.1742815, 116.1602942 40.1747119)",
7925084369,7925077325,0,849445661,False,residential,True,93.997,"LINESTRING (116.1602941 40.1742815, 116.1592968 40.1742852, 116.1591898 40.1742692)",
7925084370,7925084415,0,849445678,False,residential,False,51.558,"LINESTRING (116.1620854 40.1780041, 116.1621825 40.1775464)",
7925084370,7925084269,0,849445703,False,unclassified,False,5.408,"LINESTRING (116.1620854 40.1780041, 116.1621485 40.1780105)",
7925084370,7925084405,0,849445703,False,unclassified,True,38.044,"LINESTRING (116.1620854 40.1780041, 116.1616414 40.1779596)",
7925084371,7925084373,0,849445678,False,residential,False,15.485,"LINESTRING (116.1623608 40.1768023, 116.1623756 40.1766635)",
7925084371,7925084401,0,849445678,False,residential,True,24.814,"LINESTRING (116.1623608 40.1768023, 116.1622943 40.1770196)",
7925084371,7925084383,0,849445680,False,residential,False,74.947,"LINESTRING (116.1623608 40.1768023, 116.1624658 40.1768066, 116.1632352 40.1768894)",
7925084373,7925084374,0,849445678,False,residential,False,35.896,"LINESTRING (116.1623756 40.1766635, 116.1624453 40.1763451)",
7925084373,7925084371,0,849445678,False,residential,True,15.485,"LINESTRING (116.1623756 40.1766635, 116.1623608 40.1768023)",
7925084373,7925084402,0,849445688,False,residential,True,64.499,"LINESTRING (116.1623756 40.1766635, 116.1616204 40.1766042)",
7925084374,7925084373,0,849445678,False,residential,True,35.896,"LINESTRING (116.1624453 40.1763451, 116.1623756 40.1766635)",
7925084374,7925084390,0,849445684,False,unclassified,True,31.35,"LINESTRING (116.1624453 40.1763451, 116.1628061 40.1764042)",
7925084374,7925084375,0,849445678,False,residential,False,43.489,"LINESTRING (116.1624453 40.1763451, 116.1623916 40.1762643, 116.1624794 40.1759714)",
7925084374,7925084403,0,849445689,False,residential,True,67.273,"LINESTRING (116.1624453 40.1763451, 116.162305 40.1763393, 116.1616604 40.176268)",
7925084375,7925084374,0,849445678,False,residential,True,43.489,"LINESTRING (116.1624794 40.1759714, 116.1623916 40.1762643, 116.1624453 40.1763451)",
7925084381,7925084401,0,849445678,False,residential,False,23.374,"LINESTRING (116.1622503 40.1772271, 116.1622943 40.1770196)",
7925084381,7925084415,0,849445678,False,residential,True,35.969,"LINESTRING (116.1622503 40.1772271, 116.1621825 40.1775464)",
7925084381,7925084383,0,"[849445681, 849445679]",False,residential,"[False, True]",124.517,"LINESTRING (116.1622503 40.1772271, 116.1631497 40.1773118, 116.1632352 40.1768894)",
7925084383,7925084384,0,849445681,False,residential,False,51.399,"LINESTRING (116.1632352 40.1768894, 116.1633207 40.1764318)",
7925084383,7925084371,0,849445680,False,residential,True,74.947,"LINESTRING (116.1632352 40.1768894, 116.1624658 40.1768066, 116.1623608 40.1768023)",
7925084383,7925084381,0,"[849445681, 849445679]",False,residential,"[False, True]",124.517,"LINESTRING (116.1632352 40.1768894, 116.1631497 40.1773118, 116.1622503 40.1772271)",
7925084384,7925084383,0,849445681,False,residential,True,51.399,"LINESTRING (116.1633207 40.1764318, 116.1632352 40.1768894)",
7925084384,7925084394,0,849445683,False,unclassified,True,20.446,"LINESTRING (116.1633207 40.1764318, 116.1630815 40.1764116)",
7925084384,7925084387,0,849445681,False,residential,False,30.154999999999998,"LINESTRING (116.1633207 40.1764318, 116.1633492 40.1763145, 116.163315 40.1762536, 116.1633435 40.1761708)",
7925084387,7925084384,0,849445681,False,residential,True,30.155,"LINESTRING (116.1633435 40.1761708, 116.163315 40.1762536, 116.1633492 40.1763145, 116.1633207 40.1764318)",
7925084388,7925084398,0,849445685,False,unclassified,True,6.851,"LINESTRING (116.1629059 40.1765021, 116.1628937 40.176563)",
7925084388,7925084390,0,849445682,False,unclassified,False,14.687,"LINESTRING (116.1629059 40.1765021, 116.1628667 40.1764881, 116.1628352 40.1764655, 116.1628143 40.1764366, 116.1628061 40.1764042)",
7925084388,7925084394,0,849445682,False,unclassified,True,20.44,"LINESTRING (116.1629059 40.1765021, 116.1629456 40.1765062, 116.1629852 40.1765015, 116.1630214 40.1764882, 116.163051 40.1764676, 116.1630716 40.1764413, 116.1630815 40.1764116)",
7925084390,7925084374,0,849445684,False,unclassified,False,31.35,"LINESTRING (116.1628061 40.1764042, 116.1624453 40.1763451)",
7925084390,7925084392,0,849445682,False,unclassified,False,21.652,"LINESTRING (116.1628061 40.1764042, 116.1628113 40.176372, 116.162829 40.1763425, 116.1628576 40.1763185, 116.1628944 40.1763023, 116.1629359 40.1762954, 116.1629782 40.1762985)",
7925084390,7925084388,0,849445682,False,unclassified,True,14.687,"LINESTRING (116.1628061 40.1764042, 116.1628143 40.1764366, 116.1628352 40.1764655, 116.1628667 40.1764881, 116.1629059 40.1765021)",
7925084392,7925084399,0,849445686,False,unclassified,False,14.4,"LINESTRING (116.1629782 40.1762985, 116.1630139 40.1761719)",
7925084392,7925084394,0,849445682,False,unclassified,False,16.66,"LINESTRING (116.1629782 40.1762985, 116.1630144 40.1763099, 116.163045 40.1763287, 116.1630675 40.1763532, 116.16308 40.1763817, 116.1630815 40.1764116)",
7925084392,7925084390,0,849445682,False,unclassified,True,21.652,"LINESTRING (116.1629782 40.1762985, 116.1629359 40.1762954, 116.1628944 40.1763023, 116.1628576 40.1763185, 116.162829 40.1763425, 116.1628113 40.176372, 116.1628061 40.1764042)",
7925084394,7925084384,0,849445683,False,unclassified,False,20.446,"LINESTRING (116.1630815 40.1764116, 116.1633207 40.1764318)",
7925084394,7925084388,0,849445682,False,unclassified,False,20.44,"LINESTRING (116.1630815 40.1764116, 116.1630716 40.1764413, 116.163051 40.1764676, 116.1630214 40.1764882, 116.1629852 40.1765015, 116.1629456 40.1765062, 116.1629059 40.1765021)",
7925084394,7925084392,0,849445682,False,unclassified,True,16.66,"LINESTRING (116.1630815 40.1764116, 116.16308 40.1763817, 116.1630675 40.1763532, 116.163045 40.1763287, 116.1630144 40.1763099, 116.1629782 40.1762985)",
7925084398,7925084388,0,849445685,False,unclassified,False,6.851,"LINESTRING (116.1628937 40.176563, 116.1629059 40.1765021)",
7925084399,7925084392,0,849445686,False,unclassified,True,14.4,"LINESTRING (116.1630139 40.1761719, 116.1629782 40.1762985)",
7925084400,7925084401,0,849445687,False,residential,False,62.468,"LINESTRING (116.161567 40.1769371, 116.1622943 40.1770196)",
7925084401,7925084371,0,849445678,False,residential,False,24.814,"LINESTRING (116.1622943 40.1770196, 116.1623608 40.1768023)",
7925084401,7925084381,0,849445678,False,residential,True,23.374,"LINESTRING (116.1622943 40.1770196, 116.1622503 40.1772271)",
7925084401,7925084400,0,849445687,False,residential,True,62.468,"LINESTRING (116.1622943 40.1770196, 116.161567 40.1769371)",
7925084402,7925084373,0,849445688,False,residential,False,64.499,"LINESTRING (116.1616204 40.1766042, 116.1623756 40.1766635)",
7925084403,7925084374,0,849445689,False,residential,False,67.273,"LINESTRING (116.1616604 40.176268, 116.162305 40.1763393, 116.1624453 40.1763451)",
7925084405,7925084406,0,849445690,False,residential,False,51.046,"LINESTRING (116.1616414 40.1779596, 116.1617182 40.1775043)",
7925084405,7925084370,0,849445703,False,unclassified,False,38.044,"LINESTRING (116.1616414 40.1779596, 116.1620854 40.1780041)",
7925084405,7925084200,0,849445703,False,unclassified,True,36.314,"LINESTRING (116.1616414 40.1779596, 116.1612176 40.1779171)",
7925084406,7925084405,0,849445690,False,residential,True,51.046,"LINESTRING (116.1617182 40.1775043, 116.1616414 40.1779596)",
7925084406,7925084414,0,849445690,False,residential,False,117.922,"LINESTRING (116.1617182 40.1775043, 116.1617315 40.1774228, 116.1617671 40.1774058, 116.1617804 40.1773548, 116.1614959 40.1773141, 116.1614648 40.177236, 116.161487 40.1770695, 116.1615804 40.1770424, 116.1620293 40.1771001)",
7925084406,7925084415,0,849445691,False,residential,True,39.724,"LINESTRING (116.1617182 40.1775043, 116.1617626 40.1775077, 116.1621825 40.1775464)",
7925084414,7925084406,0,849445690,False,residential,True,117.92199999999998,"LINESTRING (116.1620293 40.1771001, 116.1615804 40.1770424, 116.161487 40.1770695, 116.1614648 40.177236, 116.1614959 40.1773141, 116.1617804 40.1773548, 116.1617671 40.1774058, 116.1617315 40.1774228, 116.1617182 40.1775043)",
7925084415,7925084381,0,849445678,False,residential,False,35.969,"LINESTRING (116.1621825 40.1775464, 116.1622503 40.1772271)",
7925084415,7925084370,0,849445678,False,residential,True,51.558,"LINESTRING (116.1621825 40.1775464, 116.1620854 40.1780041)",
7925084415,7925084406,0,849445691,False,residential,False,39.724,"LINESTRING (116.1621825 40.1775464, 116.1617626 40.1775077, 116.1617182 40.1775043)",
7925084419,7925084438,0,849445693,False,unclassified,False,154.692,"LINESTRING (116.1624269 40.1727525, 116.1624326 40.1726959, 116.1624269 40.1713615)",
7925084419,7925084438,1,849445694,False,unclassified,False,388.32900000000006,"LINESTRING (116.1624269 40.1727525, 116.162615 40.1727482, 116.1626948 40.1728048, 116.1628259 40.1728701, 116.1630197 40.1729006, 116.1632704 40.1728701, 116.1634357 40.1727786, 116.1635155 40.1727525, 116.1637492 40.1727351, 116.1637378 40.1714068, 116.1636181 40.1713632, 116.1634699 40.1713414, 116.1632021 40.1712456, 116.163071 40.1712195, 116.1629 40.1712413, 116.1627119 40.1712892, 116.1625865 40.1713589, 116.1624269 40.1713615)",
7925084419,7925084325,0,"[849445692, 849445694]",False,unclassified,True,66.141,"LINESTRING (116.1624269 40.1727525, 116.1622787 40.1727264, 116.1617658 40.1727264, 116.1616621 40.1726912)",
7925084436,7925084438,0,849445694,False,unclassified,True,8.72,"LINESTRING (116.1623243 40.1713632, 116.1624269 40.1713615)",
7925084438,7925084436,0,849445694,False,unclassified,False,8.72,"LINESTRING (116.1624269 40.1713615, 116.1623243 40.1713632)",
7925084438,7925084419,0,849445693,False,unclassified,True,154.692,"LINESTRING (116.1624269 40.1713615, 116.1624326 40.1726959, 116.1624269 40.1727525)",
7925084438,7925084419,1,849445694,False,unclassified,True,388.329,"LINESTRING (116.1624269 40.1713615, 116.1625865 40.1713589, 116.1627119 40.1712892, 116.1629 40.1712413, 116.163071 40.1712195, 116.1632021 40.1712456, 116.1634699 40.1713414, 116.1636181 40.1713632, 116.1637378 40.1714068, 116.1637492 40.1727351, 116.1635155 40.1727525, 116.1634357 40.1727786, 116.1632704 40.1728701, 116.1630197 40.1729006, 116.1628259 40.1728701, 116.1626948 40.1728048, 116.162615 40.1727482, 116.1624269 40.1727525)",
7925084443,7925084314,0,849445665,False,unclassified,True,21.568,"LINESTRING (116.1608352 40.1722982, 116.1608642 40.1724909)",
7925084443,7925084324,0,849445665,False,unclassified,False,127.42099999999999,"LINESTRING (116.1608352 40.1722982, 116.160773 40.1718855, 116.1606077 40.1718594, 116.1606191 40.1715371, 116.1609554 40.1714282)",
7925084443,7925084457,0,849445696,False,path,False,131.52,"LINESTRING (116.1608352 40.1722982, 116.1609336 40.1722822, 116.1611559 40.1722168, 116.1613269 40.172121, 116.1615777 40.1719555, 116.1616917 40.1718162, 116.1617145 40.1716724, 116.1617145 40.17152, 116.1616803 40.1714808)",
7925084443,7925084490,0,849445696,False,path,True,239.66599999999994,"LINESTRING (116.1608352 40.1722982, 116.1607056 40.1723605, 116.1606201 40.1724041, 116.160432 40.1725348, 116.1602839 40.1726001, 116.1601799 40.1725895, 116.1600976 40.172554, 116.1600301 40.1725121, 116.1599816 40.1724541, 116.1599204 40.1723558, 116.1598867 40.172272, 116.1598804 40.1722172, 116.1598529 40.1721463, 116.1598234 40.1720303, 116.1598213 40.1719352, 116.1598424 40.1718772, 116.1599331 40.1717483, 116.1600533 40.1715661, 116.1600786 40.1715146, 116.160085 40.1714404, 116.1600871 40.1713744, 116.1600934 40.1713308, 116.160144 40.1712777, 116.1601735 40.1712422, 116.1602261 40.171211)",
7925084456,7925084457,0,849445695,False,path,False,18.222,"LINESTRING (116.1618854 40.1714329, 116.1616803 40.1714808)",
7925084457,7925084456,0,849445695,False,path,True,18.222,"LINESTRING (116.1616803 40.1714808, 116.1618854 40.1714329)",
7925084457,7925084490,0,849445695,False,path,False,154.07200000000003,"LINESTRING (116.1616803 40.1714808, 116.1615834 40.1714982, 116.1614808 40.1714677, 116.1613953 40.1713981, 116.1613668 40.1712935, 116.1613383 40.1711629, 116.1612998 40.1711358, 116.1612323 40.1711503, 116.1611395 40.1711665, 116.1610425 40.1711874, 116.1609602 40.1711777, 116.1608442 40.1711584, 116.1606903 40.1711278, 116.1605616 40.1711229, 116.1604414 40.1711455, 116.1603233 40.1711842, 116.1602558 40.1711955, 116.1602261 40.171211)",
7925084457,7925084443,0,849445696,False,path,True,131.52,"LINESTRING (116.1616803 40.1714808, 116.1617145 40.17152, 116.1617145 40.1716724, 116.1616917 40.1718162, 116.1615777 40.1719555, 116.1613269 40.172121, 116.1611559 40.1722168, 116.1609336 40.1722822, 116.1608352 40.1722982)",
7925084490,7925084496,0,849445695,False,path,False,45.236,"LINESTRING (116.1602261 40.171211, 116.1601579 40.1711449, 116.1601046 40.1711269, 116.1600588 40.1710977, 116.1600189 40.1710557, 116.1600189 40.1710278, 116.1600863 40.1709903, 116.1601819 40.1709394)",
7925084490,7925084457,0,849445695,False,path,True,154.072,"LINESTRING (116.1602261 40.171211, 116.1602558 40.1711955, 116.1603233 40.1711842, 116.1604414 40.1711455, 116.1605616 40.1711229, 116.1606903 40.1711278, 116.1608442 40.1711584, 116.1609602 40.1711777, 116.1610425 40.1711874, 116.1611395 40.1711665, 116.1612323 40.1711503, 116.1612998 40.1711358, 116.1613383 40.1711629, 116.1613668 40.1712935, 116.1613953 40.1713981, 116.1614808 40.1714677, 116.1615834 40.1714982, 116.1616803 40.1714808)",
7925084490,7925084443,0,849445696,False,path,False,239.666,"LINESTRING (116.1602261 40.171211, 116.1601735 40.1712422, 116.160144 40.1712777, 116.1600934 40.1713308, 116.1600871 40.1713744, 116.160085 40.1714404, 116.1600786 40.1715146, 116.1600533 40.1715661, 116.1599331 40.1717483, 116.1598424 40.1718772, 116.1598213 40.1719352, 116.1598234 40.1720303, 116.1598529 40.1721463, 116.1598804 40.1722172, 116.1598867 40.172272, 116.1599204 40.1723558, 116.1599816 40.1724541, 116.1600301 40.1725121, 116.1600976 40.172554, 116.1601799 40.1725895, 116.1602839 40.1726001, 116.160432 40.1725348, 116.1606201 40.1724041, 116.1607056 40.1723605, 116.1608352 40.1722982)",
7925084496,7925084490,0,849445695,False,path,True,45.236000000000004,"LINESTRING (116.1601819 40.1709394, 116.1600863 40.1709903, 116.1600189 40.1710278, 116.1600189 40.1710557, 116.1600588 40.1710977, 116.1601046 40.1711269, 116.1601579 40.1711449, 116.1602261 40.171211)",
7925084503,7925077364,0,849445698,False,residential,True,68.28800000000001,"LINESTRING (116.1536533 40.1757591, 116.1536346 40.1762159, 116.1536778 40.1763695)",
9346427647,7925084277,0,849445658,False,residential,False,41.451,"LINESTRING (116.1591884 40.1770437, 116.1589377 40.1767239)",
9346427647,9346427667,0,849445658,False,residential,True,67.974,"LINESTRING (116.1591884 40.1770437, 116.1595077 40.1774512, 116.1595025 40.1775875)",
9346427647,9346427663,0,1013065608,False,footway,False,48.465,"LINESTRING (116.1591884 40.1770437, 116.1591213 40.1771241, 116.1591213 40.177204, 116.1591646 40.1773074, 116.1591628 40.1773736, 116.1591466 40.1774053, 116.1590934 40.1774374)",
9346427659,7925084199,0,849445703,False,unclassified,False,70.185,"LINESTRING (116.1586702 40.1777545, 116.1594963 40.1777516)",
9346427659,7925084264,0,849445703,False,unclassified,True,40.704,"LINESTRING (116.1586702 40.1777545, 116.1581911 40.1777562)",
9346427659,9346427663,0,1013065608,False,footway,True,55.842000000000006,"LINESTRING (116.1586702 40.1777545, 116.1586757 40.1776521, 116.1587081 40.1776521, 116.1588489 40.1776218, 116.1589228 40.1775556, 116.1590058 40.1774991, 116.1590528 40.1774618, 116.1590934 40.1774374)",
9346427660,9346427663,0,1013065609,False,footway,False,30.366,"LINESTRING (116.1587555 40.1773661, 116.1588856 40.1774207, 116.1589992 40.1774314, 116.1590934 40.1774374)",
9346427663,9346427659,0,1013065608,False,footway,False,55.842000000000006,"LINESTRING (116.1590934 40.1774374, 116.1590528 40.1774618, 116.1590058 40.1774991, 116.1589228 40.1775556, 116.1588489 40.1776218, 116.1587081 40.1776521, 116.1586757 40.1776521, 116.1586702 40.1777545)",
9346427663,9346427647,0,1013065608,False,footway,True,48.464999999999996,"LINESTRING (116.1590934 40.1774374, 116.1591466 40.1774053, 116.1591628 40.1773736, 116.1591646 40.1773074, 116.1591213 40.177204, 116.1591213 40.1771241, 116.1591884 40.1770437)",
9346427663,9346427667,0,1013065609,False,footway,False,39.252,"LINESTRING (116.1590934 40.1774374, 116.159248 40.1775152, 116.1593679 40.1775708, 116.1594355 40.1775825, 116.1595025 40.1775875)",
9346427663,9346427660,0,1013065609,False,footway,True,30.366000000000003,"LINESTRING (116.1590934 40.1774374, 116.1589992 40.1774314, 116.1588856 40.1774207, 116.1587555 40.1773661)",
9346427667,7925084199,0,849445658,False,residential,True,18.255,"LINESTRING (116.1595025 40.1775875, 116.1594963 40.1777516)",
9346427667,9346427647,0,849445658,False,residential,False,67.974,"LINESTRING (116.1595025 40.1775875, 116.1595077 40.1774512, 116.1591884 40.1770437)",
9346427667,9346427663,0,1013065609,False,footway,True,39.252,"LINESTRING (116.1595025 40.1775875, 116.1594355 40.1775825, 116.1593679 40.1775708, 116.159248 40.1775152, 116.1590934 40.1774374)",
9346428179,7925077367,0,1013065654,False,residential,True,98.395,"LINESTRING (116.15024 40.1755, 116.1500763 40.176376)",
11538588839,11538588841,0,1241794487,False,residential,False,107.569,"LINESTRING (116.1513063 40.176874, 116.1500628 40.1768576, 116.1500431 40.1768658)",
11538588841,7925077367,0,1013065654,False,residential,False,54.536,"LINESTRING (116.1500431 40.1768658, 116.1500763 40.176376)",
11538588841,7925084194,0,1013065654,False,residential,True,90.389,"LINESTRING (116.1500431 40.1768658, 116.1499882 40.1776776)",
11538588841,11538588839,0,1241794487,False,residential,True,107.569,"LINESTRING (116.1500431 40.1768658, 116.1500628 40.1768576, 116.1513063 40.176874)",
