element_type,osmid,ways,natural,type,water,nodes,geometry
relation,11647022,"[849445699, 849445700, 849445701, 849445702]",water,multipolygon,river,"[[[7925084532, 7925084534, 9346428076, 7925084504, 7925084505, 9441310637, 9441310638, 9441310639, 7925084506, 7925084532], [7925084533, 7925084507, 7925084508, 7925084509, 7925084510, 7925084511, 7925084512, 7925084513, 7925084514, 7925084515, 7925084516, 7925084517, 7925084518, 7925084519, 7925084520, 7925084521, 9346428150, 9346428030, 7925084522, 7925084523, 7925084524, 7925084525, 7925084526, 7925084527, 7925084528, 7925084529, 7925084530, 7925084531, 7925084535, 7925084533], [7925084536, 7925084537, 7925084538, 7925084539, 7925084540, 7925084541, 7925084542, 7925084543, 7925084536], [7925084544, 7925084545, 7925084546, 7925084547, 7925084548, 7925084549, 7925084550, 7925084544]]]","MULTIPOLYGON (((116.1541461 40.1797227, 116.1538195 40.1806064, 116.1531929 40.1818338, 116.1537659 40.1819647, 116.1547995 40.1799313, 116.154778 40.1797922, 116.1545638 40.179739, 116.1541461 40.1797227)), ((116.1573309 40.1732033, 116.1571677 40.1732061, 116.1563744 40.173287, 116.1562687 40.1732142, 116.1561312 40.1733355, 116.1561312 40.1735456, 116.1558456 40.1744103, 116.1553591 40.17517, 116.1547456 40.1757923, 116.1546716 40.1760186, 116.1540369 40.1775944, 116.1540202 40.1776683, 116.1539799 40.1778459, 116.1539417 40.1780147, 116.1539312 40.1781682, 116.1542696 40.1791784, 116.1546716 40.1791137, 116.1543648 40.1781925, 116.1543754 40.1778611, 116.1551581 40.1758408, 116.15611 40.1749276, 116.1564802 40.1748871, 116.1569773 40.1747093, 116.1572312 40.1747093, 116.1579398 40.174176, 116.1581408 40.1741679, 116.1582148 40.1737153, 116.1579716 40.1733839, 116.1577104 40.173302, 116.1573309 40.1732033), (116.1561971 40.1743505, 116.1562078 40.1741295, 116.1563417 40.1740027, 116.1566951 40.1739577, 116.1567808 40.1739945, 116.1567915 40.1740804, 116.1566577 40.1743668, 116.1563792 40.1744323, 116.1561971 40.1743505)), ((116.1577706 40.1730526, 116.1587794 40.1704356, 116.1585064 40.1704247, 116.1583961 40.1707586, 116.158307 40.1707871, 116.1582311 40.1708469, 116.158162 40.1709917, 116.1578057 40.1719699, 116.1574432 40.1729649, 116.1577706 40.1730526)))"
