element_type,osmid,nodes,building,name,tourism,geometry,amenity,office,name:en,layer,shop,landuse,man_made,monitoring:weather,natural,ways,type
way,126184000,"[1399508898, 1399508860, 1399508923, 1399508899, 1399508898]",yes,,,"POLYGON ((114.349211 30.4768324, 114.3496401 30.47682, 114.3496445 30.476931, 114.3492153 30.4769434, 114.349211 30.4768324))",,,,,,,,,,,
way,126184001,"[1399508918, 1399508835, 1399508829, 1399508888, 1399508865, 1399508915, 1399508918]",yes,水电科,,"POLYGON ((114.3489635 30.4798693, 114.348934 30.4795562, 114.3493002 30.4795306, 114.3493145 30.4796828, 114.349168 30.479693, 114.3491832 30.4798539, 114.3489635 30.4798693))",public_building,,,,,,,,,,
way,126184002,"[1399508917, 1399508886, 1399508892, 1399508815, 1399508917]",yes,,,"POLYGON ((114.3492875 30.4780491, 114.349574 30.4780577, 114.3495694 30.4781725, 114.3492828 30.4781638, 114.3492875 30.4780491))",,,,,,,,,,,
way,126184003,"[1399508823, 1399508849, 1399508846, 1399508851, 1399508823]",yes,,,"POLYGON ((114.3496685 30.4780651, 114.349959 30.4780546, 114.3499643 30.4781633, 114.3496738 30.4781738, 114.3496685 30.4780651))",,,,,,,,,,,
way,126184004,"[1399508872, 1399508871, 1399508843, 1399508866, 1399508872]",yes,,,"POLYGON ((114.3494877 30.4773646, 114.3497115 30.4773546, 114.3497174 30.4774517, 114.3494935 30.4774617, 114.3494877 30.4773646))",,,,,,,,,,,
way,126184006,"[1399508839, 1399508859, 1399508908, 1399508921, 1399508839]",yes,,,"POLYGON ((114.3498026 30.476524, 114.3500923 30.476532, 114.3500882 30.476643, 114.3497985 30.476635, 114.3498026 30.476524))",,,,,,,,,,,
way,126184008,"[1399508811, 1399508901, 1399508855, 1399508817, 1399508811]",yes,,,"POLYGON ((114.3492976 30.4778317, 114.3495414 30.4778317, 114.3495414 30.4779474, 114.3492976 30.4779474, 114.3492976 30.4778317))",,,,,,,,,,,
way,126184009,"[1399508870, 1399508842, 1399508891, 1399508845, 1399508870]",yes,,,"POLYGON ((114.3491964 30.4771041, 114.3496486 30.477096, 114.3496513 30.4772108, 114.3491991 30.4772188, 114.3491964 30.4771041))",,,,,,,,,,,
way,126184010,"[1399508857, 1399508913, 1399508808, 1399508814, 1399508857]",yes,,,"POLYGON ((114.3499246 30.4771655, 114.350111 30.4771655, 114.350111 30.4772729, 114.3499246 30.4772729, 114.3499246 30.4771655))",,,,,,,,,,,
way,126184013,"[1399508890, 1399508903, 1399508862, 1399508810, 1399508890]",yes,,,"POLYGON ((114.3498117 30.4769727, 114.3500826 30.4769821, 114.3500775 30.4770904, 114.3498066 30.477081, 114.3498117 30.4769727))",,,,,,,,,,,
way,126184014,"[1399508914, 1399508905, 1399508906, 1399508830, 1399508914]",yes,,,"POLYGON ((114.3483948 30.4791687, 114.3485999 30.4791658, 114.3486019 30.4792687, 114.3483967 30.4792716, 114.3483948 30.4791687))",,,,,,,,,,,
way,126184016,"[1399508882, 1399508847, 1399508885, 1399508816, 1399508882]",yes,,,"POLYGON ((114.348265 30.4785457, 114.348266 30.4784635, 114.3485695 30.4784661, 114.3485685 30.4785483, 114.348265 30.4785457))",,,,,,,,,,,
way,126184017,"[1399508910, 1399508869, 1399508818, 1399508874, 1399508910]",yes,,,"POLYGON ((114.3492941 30.4776276, 114.3495542 30.4776268, 114.3495547 30.4777388, 114.3492946 30.4777396, 114.3492941 30.4776276))",,,,,,,,,,,
way,126184019,"[1399508894, 1399508895, 1399508858, 1399508889, 1399508894]",yes,,,"POLYGON ((114.3482816 30.4788583, 114.3485858 30.4788566, 114.3485866 30.4789526, 114.3482824 30.4789543, 114.3482816 30.4788583))",,,,,,,,,,,
way,126184021,"[1399508806, 1399508813, 1399508926, 1399508856, 1399508806]",yes,,,"POLYGON ((114.3482735 30.4786526, 114.3485722 30.4786485, 114.3485743 30.4787594, 114.3482756 30.4787634, 114.3482735 30.4786526))",,,,,,,,,,,
way,126184023,"[1399508805, 1399508848, 1399508909, 1399508904, 1399508805]",yes,,,"POLYGON ((114.3498294 30.4767627, 114.3501108 30.4767594, 114.3501124 30.4768565, 114.3498309 30.4768598, 114.3498294 30.4767627))",,,,,,,,,,,
way,126184024,"[1399508878, 1399508920, 1399508925, 1399508852, 1399508878]",yes,,,"POLYGON ((114.3496849 30.4778373, 114.3499653 30.4778272, 114.3499711 30.4779474, 114.3496907 30.4779574, 114.3496849 30.4778373))",,,,,,,,,,,
way,126184027,"[1399508864, 1399508841, 1399508912, 1399508879, 1399508864]",yes,,,"POLYGON ((114.3496645 30.4776346, 114.3499647 30.4776263, 114.3499685 30.4777278, 114.3496683 30.4777361, 114.3496645 30.4776346))",,,,,,,,,,,
way,126184131,"[1399512003, 1399512054, 1399512020, 1399512019, 1399512003]",yes,,,"POLYGON ((114.3495756 30.4784527, 114.3497983 30.4784497, 114.3498002 30.4785559, 114.3495775 30.4785589, 114.3495756 30.4784527))",,,,,,,,,,,
way,126184132,"[1399512061, 1399512004, 1399512006, 1399512022, 1399512061]",yes,,,"POLYGON ((114.348775 30.4788677, 114.3490191 30.4788646, 114.3490209 30.4789686, 114.3487768 30.4789717, 114.348775 30.4788677))",,,,,,,,,,,
way,126184133,"[1399512064, 1399512030, 1399512044, 1399512046, 1399512064]",yes,,,"POLYGON ((114.3491143 30.4786491, 114.3492979 30.4786521, 114.349296 30.4787384, 114.3491124 30.4787354, 114.3491143 30.4786491))",,,,,,,,,,,
way,126184134,"[1399512068, 1399512042, 1399512050, 1399512066, 1399512068]",yes,,,"POLYGON ((114.3498782 30.4785566, 114.349876 30.4784572, 114.3501241 30.4784533, 114.3501262 30.4785527, 114.3498782 30.4785566))",,,,,,,,,,,
way,126184135,"[1399512001, 1399512028, 1399512021, 1399512015, 1399512001]",yes,,,"POLYGON ((114.348776 30.4786583, 114.3490041 30.4786535, 114.3490065 30.4787413, 114.3487785 30.4787461, 114.348776 30.4786583))",,,,,,,,,,,
way,126184136,"[1399512026, 1399512017, 1399512038, 1399512036, 1399512026]",yes,,,"POLYGON ((114.3495959 30.4786551, 114.3497996 30.4786589, 114.3497974 30.4787502, 114.3495936 30.4787464, 114.3495959 30.4786551))",,,,,,,,,,,
way,126184137,"[1399512013, 1399512040, 1399512059, 1399512034, 1399512013]",yes,,,"POLYGON ((114.3498757 30.4786559, 114.350117 30.4786535, 114.3501183 30.4787495, 114.349877 30.4787518, 114.3498757 30.4786559))",,,,,,,,,,,
way,126184138,"[1399512052, 1399512048, 1399512060, 1399512062, 1399512052]",yes,,,"POLYGON ((114.3487596 30.4784521, 114.3489943 30.4784467, 114.3489974 30.4785459, 114.3487627 30.4785513, 114.3487596 30.4784521))",,,,,,,,,,,
way,126184139,"[1399512058, 1399512002, 1399512039, 1399512032, 1399512058]",yes,,,"POLYGON ((114.3490994 30.4784515, 114.3493153 30.4784499, 114.3493162 30.4785343, 114.3491003 30.4785359, 114.3490994 30.4784515))",,,,,,,,,,,
way,126185126,"[1399517931, 1399517942, 1399517982, 1399517939, 1399517931]",yes,,,"POLYGON ((114.3503345 30.479135, 114.350405 30.4791366, 114.3504033 30.4791927, 114.3503328 30.4791911, 114.3503345 30.479135))",,,,,,,,,,,
way,126185127,"[1399517926, 1399517932, 1399517957, 1401839771, 1401839773, 1401839775, 1401839774, 1399517940, 1399517926]",yes,,,"POLYGON ((114.3536038 30.4787887, 114.354432 30.4787924, 114.354431 30.4789536, 114.3541476 30.4789524, 114.3541462 30.4791755, 114.3539395 30.4791746, 114.3539408 30.4789487, 114.3536028 30.4789472, 114.3536038 30.4787887))",,,,,,,,,,,
way,126185128,"[1399517979, 1399517978, 1399517984, 1399517966, 1399517979]",yes,,,"POLYGON ((114.3505844 30.4798813, 114.3507157 30.4798782, 114.3507175 30.4799337, 114.3505861 30.4799368, 114.3505844 30.4798813))",public_building,,,,,,,,,,
way,126185134,"[1399517913, 1399517951, 1399517963, 1399517929, 1399517913]",yes,,,"POLYGON ((114.3507866 30.4798761, 114.3510521 30.4798793, 114.3510505 30.4799764, 114.350785 30.4799732, 114.3507866 30.4798761))",,,,,,,,,,,
way,126185809,"[1399521971, 1399521949, 1399521948, 1399521959, 1399521971]",yes,华中农大城乡规划设计院,,"POLYGON ((114.3426054 30.4788694, 114.3434078 30.478874, 114.3434065 30.4790425, 114.3426041 30.4790379, 114.3426054 30.4788694))",public_building,,,,,,,,,,
way,126185810,"[1399521947, 1399521935, 1399521932, 1399521924, 1399521947]",yes,,,"POLYGON ((114.3450645 30.4795136, 114.3458125 30.4795107, 114.3458132 30.4796392, 114.3450652 30.4796421, 114.3450645 30.4795136))",,,,,,,,,,,
way,126185811,"[1399521973, 1399521960, 1399521936, 1399521944, 1399521973]",yes,,,"POLYGON ((114.34943 30.4793299, 114.3501012 30.4793327, 114.3501006 30.4794486, 114.3494293 30.4794457, 114.34943 30.4793299))",,,,,,,,,,,
way,126185812,"[1399521963, 1399521965, 1399521951, 1399521940, 1399521963]",yes,,,"POLYGON ((114.34509 30.4791892, 114.3453167 30.4791938, 114.3453139 30.4792965, 114.3450872 30.479292, 114.34509 30.4791892))",,,,,,,,,,,
way,126185813,"[1399521926, 1399521957, 1145387987, 1399521912, 1399521926]",yes,,,"POLYGON ((114.3442041 30.478669, 114.3443389 30.4786746, 114.3443217 30.4789804, 114.3441869 30.4789748, 114.3442041 30.478669))",,,,,,,,,,,
way,126185814,"[1399521961, 1399521974, 1399521931, 1399521975, 1399521953, 1399521942, 1399521941, 1399521955, 1399521916, 1399521937, 1399521961]",yes,,,"POLYGON ((114.3436014 30.4790725, 114.3441836 30.479074, 114.344184 30.4789732, 114.3440449 30.4789729, 114.3440462 30.478615, 114.3435929 30.4786138, 114.3435923 30.478789, 114.3436698 30.4787892, 114.3436692 30.4789546, 114.3436018 30.4789544, 114.3436014 30.4790725))",,,,,,,,,,,
way,126185815,"[1399521929, 1399521950, 1399521939, 1399521928, 1399521929]",yes,,,"POLYGON ((114.3493488 30.479027, 114.3501025 30.4790175, 114.3501048 30.4791562, 114.3493511 30.4791657, 114.3493488 30.479027))",,,,,,,,,,,
way,126185816,"[1399521915, 1399521930, 1399521969, 1145387989, 1399521915]",yes,,,"POLYGON ((114.3443446 30.4785436, 114.3447363 30.4785548, 114.3447328 30.4786451, 114.3443386 30.4786312, 114.3443446 30.4785436))",,,,,,,,,,,
way,126185817,"[1399521945, 1399521977, 1399521972, 1399521913, 1399521927, 1399521967, 1399521945]",yes,,,"POLYGON ((114.3417587 30.4790212, 114.3424188 30.4790121, 114.3424223 30.4792045, 114.342119 30.4792087, 114.3421207 30.4792988, 114.341764 30.4793037, 114.3417587 30.4790212))",public_building,,,,,,,,,,
way,126185818,"[1399521938, 1399521946, 1399521943, 1399521952, 1399521938]",yes,,,"POLYGON ((114.3458991 30.4795329, 114.3466098 30.4795309, 114.3466102 30.4796465, 114.3458996 30.4796485, 114.3458991 30.4795329))",,,,,,,,,,,
way,126186088,"[1399523492, 1399523485, 1399523476, 1399523475, 1399523487, 1399523477, 1399523492]",commercial,,,"POLYGON ((114.3437964 30.4778473, 114.3439464 30.4778487, 114.3439453 30.4779375, 114.3445209 30.4779429, 114.3445192 30.4780773, 114.3437935 30.4780705, 114.3437964 30.4778473))",public_building,,,,,,,,,,
way,126186091,"[1399523474, 1399523473, 1399523491, 1399523484, 1399523474]",yes,,,"POLYGON ((114.3454257 30.4787273, 114.3459567 30.4787322, 114.3459556 30.4788211, 114.3454246 30.4788163, 114.3454257 30.4787273))",,,,,,,,,,,
way,126186181,"[1399524086, 1399524057, 1399524084, 1399524075, 1399524086]",yes,,,"POLYGON ((114.345778 30.4789772, 114.345956 30.4789794, 114.3459545 30.4790699, 114.3457764 30.4790676, 114.345778 30.4789772))",,,,,,,,,,,
way,126186183,"[1399524074, 1399524093, 1399524056, 1399524062, 1399524074]",yes,,,"POLYGON ((114.345422 30.4792714, 114.3456656 30.4792791, 114.3456626 30.4793499, 114.3454189 30.4793421, 114.345422 30.4792714))",,,,,,,,,,,
way,126186184,"[1399524078, 1399524085, 1399524079, 1399524096, 1399524078]",yes,,,"POLYGON ((114.3460844 30.4788024, 114.3463566 30.4787945, 114.3463608 30.478902, 114.3460886 30.4789099, 114.3460844 30.4788024))",,,,,,,,,,,
way,126186185,"[1399524089, 1399524082, 1399524092, 1399524091, 1399524089]",yes,,,"POLYGON ((114.3457983 30.4792839, 114.3460193 30.4792908, 114.3460166 30.4793568, 114.3457955 30.47935, 114.3457983 30.4792839))",,,,,,,,,,,
way,126186186,"[1399524070, 1399524063, 1399524081, 1399524073, 1399524070]",yes,,,"POLYGON ((114.3454323 30.479119, 114.3459727 30.4791323, 114.3459694 30.4792307, 114.3454291 30.4792173, 114.3454323 30.479119))",,,,,,,,,,,
way,126186187,"[1399524066, 1399524059, 1399524055, 1399524094, 1399524066]",yes,,,"POLYGON ((114.3450822 30.4789608, 114.3452901 30.4789671, 114.3452853 30.4790849, 114.3450774 30.4790787, 114.3450822 30.4789608))",,,,,,,,,,,
way,126186188,"[1399524060, 1399524087, 1399524098, 1399524068, 1399524060]",yes,,,"POLYGON ((114.3450666 30.47872, 114.345321 30.4787276, 114.3453164 30.4788411, 114.345062 30.4788335, 114.3450666 30.47872))",,,,,,,,,,,
way,126186189,"[1399524077, 1399524064, 1399524088, 1399524090, 1399524077]",yes,,,"POLYGON ((114.34607 30.4790351, 114.3463475 30.4790335, 114.3463483 30.4791341, 114.3460707 30.4791357, 114.34607 30.4790351))",,,,,,,,,,,
way,126186190,"[1399524065, 1399524095, 1399524097, 1399524076, 1399524065]",yes,,,"POLYGON ((114.3454444 30.4788587, 114.3455915 30.4788622, 114.3455889 30.4789466, 114.3454417 30.4789431, 114.3454444 30.4788587))",,,,,,,,,,,
way,126186191,"[1399524069, 1399524080, 1399524083, 1399524061, 1399524069]",yes,,,"POLYGON ((114.3460827 30.4792449, 114.3463291 30.4792527, 114.3463247 30.4793569, 114.3460783 30.4793491, 114.3460827 30.4792449))",,,,,,,,,,,
way,126186252,"[1399524457, 1399524464, 1399524465, 1399524455, 1399524457]",yes,,,"POLYGON ((114.346489 30.4791838, 114.3470455 30.4791902, 114.3470436 30.479315, 114.3464871 30.4793086, 114.346489 30.4791838))",,,,,,,,,,,
way,126186320,"[1399524964, 1399524949, 1399524962, 1399524950, 1399524964]",yes,,,"POLYGON ((114.3446115 30.4790409, 114.3449242 30.4790627, 114.3449107 30.4792058, 114.344598 30.4791839, 114.3446115 30.4790409))",public_building,,,,,,,,,,
way,126186322,"[1399524953, 1399524952, 1399524956, 1399524955, 1399524953]",yes,,,"POLYGON ((114.3471589 30.4789265, 114.3474686 30.4789272, 114.3474682 30.4790613, 114.3471585 30.4790606, 114.3471589 30.4789265))",,,,,,,,,,,
way,126186324,"[1399524958, 1399524966, 1399524963, 1399524967, 1399524958]",yes,,,"POLYGON ((114.3471625 30.4786614, 114.3474668 30.4786607, 114.3474672 30.4788086, 114.347163 30.4788094, 114.3471625 30.4786614))",,,,,,,,,,,
way,126186325,"[1399524965, 1399524961, 1399524959, 1399524957, 1399524965]",yes,,,"POLYGON ((114.346574 30.4785466, 114.3469021 30.4785509, 114.3469 30.4786672, 114.346572 30.4786629, 114.346574 30.4785466))",public_building,,,,,,,,,,
way,126186368,"[1399526310, 1399526309, 1399526311, 1399526313, 1399526310]",yes,,,"POLYGON ((114.3471413 30.4792419, 114.3476849 30.4792447, 114.3476842 30.4793469, 114.3471406 30.4793441, 114.3471413 30.4792419))",,,,,,,,,,,
way,126186527,"[1399527426, 1399527452, 1399527438, 1399527427, 1399527426]",yes,,,"POLYGON ((114.3453162 30.4772207, 114.3455429 30.4772141, 114.345546 30.4772938, 114.3453194 30.4773004, 114.3453162 30.4772207))",,,,,,,,,,,
way,126186528,"[1399527432, 1399527455, 1399527463, 1399527423, 1399527432]",yes,,,"POLYGON ((114.3456629 30.4775445, 114.3460824 30.4775445, 114.3460824 30.4776336, 114.3456629 30.4776336, 114.3456629 30.4775445))",,,,,,,,,,,
way,126186529,"[1399527429, 1399527436, 1399527433, 1399527464, 1399527429]",yes,,,"POLYGON ((114.3456805 30.4770418, 114.3460906 30.4770544, 114.3460864 30.4771563, 114.3456763 30.4771437, 114.3456805 30.4770418))",,,,,,,,,,,
way,126186530,"[1399527424, 1399527431, 1399527445, 1399527428, 1399527424]",yes,,,"POLYGON ((114.3457334 30.4772145, 114.3459383 30.4772223, 114.345934 30.477307, 114.345729 30.4772991, 114.3457334 30.4772145))",,,,,,,,,,,
way,126186531,"[1399527447, 1399527441, 1399527453, 1399527422, 1399527447]",yes,,,"POLYGON ((114.3452633 30.4775492, 114.3455716 30.4775431, 114.3455739 30.4776298, 114.3452656 30.4776358, 114.3452633 30.4775492))",,,,,,,,,,,
way,126186532,"[1399527450, 1399527435, 1399527449, 1399527430, 1399527450]",yes,,,"POLYGON ((114.3450971 30.4765602, 114.3455028 30.4765637, 114.3455016 30.4766692, 114.3450958 30.4766656, 114.3450971 30.4765602))",,,,,,,,,,,
way,126186533,"[1399527459, 1399527461, 1399527460, 1399527444, 1399527459]",yes,,,"POLYGON ((114.3453192 30.4774334, 114.3455525 30.4774277, 114.3455552 30.4775095, 114.3453219 30.4775153, 114.3453192 30.4774334))",,,,,,,,,,,
way,126186534,"[1399527456, 1399527457, 1399527454, 1399527437, 1399527456]",yes,,,"POLYGON ((114.3451053 30.4770566, 114.3455184 30.4770566, 114.3455184 30.4771667, 114.3451053 30.4771667, 114.3451053 30.4770566))",,,,,,,,,,,
way,126186535,"[1399527440, 1399527451, 1399527442, 1399527465, 1399527440]",yes,,,"POLYGON ((114.345739 30.4774301, 114.3459335 30.4774278, 114.3459348 30.477511, 114.3457403 30.4775133, 114.345739 30.4774301))",,,,,,,,,,,
way,126186536,"[1399527425, 1399527443, 1399527462, 1399527439, 1399527425]",yes,,,"POLYGON ((114.3456714 30.4765719, 114.3461122 30.4765803, 114.3461099 30.4766728, 114.345669 30.4766645, 114.3456714 30.4765719))",,,,,,,,,,,
way,126186878,"[1399530473, 1399530464, 1399530474, 1399530460, 1399530473]",yes,,,"POLYGON ((114.3456679 30.4760973, 114.3460781 30.476101, 114.3460771 30.4761888, 114.3456668 30.4761851, 114.3456679 30.4760973))",,,,,,,,,,,
way,126186879,"[1399530461, 1399530472, 1399530468, 1399530477, 1399530461]",yes,,,"POLYGON ((114.3451138 30.4761028, 114.3455373 30.4761093, 114.3455355 30.4761985, 114.3451119 30.476192, 114.3451138 30.4761028))",,,,,,,,,,,
way,126186880,"[1399530463, 1399530478, 1399530469, 1399530467, 1399530463]",yes,,,"POLYGON ((114.3447393 30.4764667, 114.3449993 30.4764667, 114.3449993 30.476557, 114.3447393 30.476557, 114.3447393 30.4764667))",,,,,,,,,,,
way,126186881,"[1399530470, 1399530465, 1399530479, 1399530471, 1399530470]",yes,,,"POLYGON ((114.3447409 30.4762254, 114.3450024 30.4762238, 114.3450031 30.4763128, 114.3447416 30.4763144, 114.3447409 30.4762254))",,,,,,,,,,,
way,126186882,"[1399530462, 1399530475, 1399530476, 1399530466, 1399530462]",yes,,,"POLYGON ((114.3451083 30.4763335, 114.3455342 30.4763362, 114.3455333 30.4764347, 114.3451074 30.476432, 114.3451083 30.4763335))",,,,,,,,,,,
way,126186978,"[1399531958, 1399531966, 1399531949, 1399531957, 1399531958]",apartments,,,"POLYGON ((114.3401685 30.4785027, 114.3404324 30.4785049, 114.3404308 30.4786436, 114.340167 30.4786414, 114.3401685 30.4785027))",,,,,,,,,,,
way,126186979,"[1399531963, 1399531947, 1399531954, 1399531952, 1399531963]",apartments,,,"POLYGON ((114.3390121 30.4793691, 114.3396588 30.4790749, 114.3397277 30.4791874, 114.339081 30.4794816, 114.3390121 30.4793691))",,,,,,,,,,,
way,126186980,"[1399531967, 1399531968, 1399531948, 1399531961, 1399531967]",apartments,35栋,,"POLYGON ((114.3384966 30.478779, 114.3391423 30.4784538, 114.3392101 30.4785537, 114.3385644 30.478879, 114.3384966 30.478779))",,,,,,,,,,,
way,126186981,"[1399531951, 1399531955, 1399531974, 1399531946, 1399531956, 1399531953, 1399531951]",apartments,,,"POLYGON ((114.3395183 30.4786659, 114.3397479 30.4785889, 114.3399995 30.4785499, 114.3400378 30.4786679, 114.3397847 30.4787073, 114.3395566 30.478784, 114.3395183 30.4786659))",,,,,,,,,,,
way,126186982,"[1399531970, 1399531976, 1399531964, 1399531962, 1399531970]",apartments,,,"POLYGON ((114.3398064 30.4790102, 114.3404671 30.4788273, 114.3405118 30.4789474, 114.3398511 30.4791303, 114.3398064 30.4790102))",,,,,,,,,,,
way,126186983,"[1399531977, 1399531971, 1399531950, 1399531960, 1399531965, 1399531975, 1399531977]",apartments,36栋,,"POLYGON ((114.3389418 30.4789446, 114.3391386 30.47881, 114.3393779 30.4787099, 114.3394581 30.4788205, 114.3392248 30.4789219, 114.339022 30.4790553, 114.3389418 30.4789446))",,,,,,,,,,,
way,126187135,"[1399533259, 1399533266, 1399533261, 1399533239, 1399533259]",apartments,,,"POLYGON ((114.3401827 30.4771676, 114.3404119 30.4771632, 114.3404149 30.47728, 114.3401857 30.4772844, 114.3401827 30.4771676))",,,,,,,,,,,
way,126187136,"[1399533276, 1399533269, 1399533271, 1399533267, 1399533276]",apartments,,,"POLYGON ((114.3401666 30.4774754, 114.3404231 30.4774725, 114.3404251 30.4776036, 114.3401686 30.4776065, 114.3401666 30.4774754))",,,,,,,,,,,
way,126187137,"[1399533274, 1399533247, 1399533240, 1399533238, 1399533274]",apartments,,,"POLYGON ((114.3396352 30.477803, 114.3400724 30.4778004, 114.3400734 30.4779287, 114.3396362 30.4779313, 114.3396352 30.477803))",,,,,,,,,,,
way,126187138,"[1399533260, 1399533272, 1399533254, 1399533270, 1399533260]",apartments,34栋,,"POLYGON ((114.339073 30.4773877, 114.3394229 30.4773869, 114.3394232 30.4775048, 114.3390734 30.4775057, 114.339073 30.4773877))",,,,,,,,,,,
way,126187139,"[1399533244, 1399533245, 1399533246, 1399533248, 1399533244]",apartments,,,"POLYGON ((114.3396314 30.477164, 114.3401007 30.4771657, 114.3401 30.4773044, 114.3396307 30.4773027, 114.3396314 30.477164))",,,,,,,,,,,
way,126187140,"[1399533250, 1399533263, 1399533243, 1399533265, 1399533250]",apartments,32栋,,"POLYGON ((114.3389915 30.4781243, 114.3394687 30.4781287, 114.3394671 30.4782593, 114.3389898 30.4782549, 114.3389915 30.4781243))",,,,,,,,,,,
way,126187141,"[1399533237, 1399533275, 1399533273, 1399533256, 1399533237]",apartments,33栋,,"POLYGON ((114.3390885 30.4777223, 114.3394379 30.4777231, 114.3394376 30.4778361, 114.3390882 30.4778353, 114.3390885 30.4777223))",,,,,,,,,,,
way,126187142,"[1399533242, 1399533241, 1399533262, 1399533252, 1399533242]",apartments,,,"POLYGON ((114.3401915 30.4777832, 114.3404423 30.4777866, 114.3404396 30.4779297, 114.3401889 30.4779262, 114.3401915 30.4777832))",,,,,,,,,,,
way,126187143,"[1399533264, 1399533255, 1399533257, 1399533268, 1399533264]",apartments,,,"POLYGON ((114.3396422 30.4774832, 114.3400808 30.4774788, 114.3400824 30.4776013, 114.3396439 30.4776057, 114.3396422 30.4774832))",,,,,,,,,,,
way,126187144,"[1399533249, 1399533258, 1399533251, 1399533253, 1399533249]",apartments,,,"POLYGON ((114.339619 30.4781285, 114.3404355 30.4781162, 114.3404387 30.4782735, 114.3396222 30.4782858, 114.339619 30.4781285))",,,,,,,,,,,
way,126187388,"[1399536136, 1399536124, 1399536169, 1399536166, 1399536136]",yes,,,"POLYGON ((114.3407867 30.4768238, 114.3412306 30.4768162, 114.3412325 30.4769005, 114.3407886 30.4769081, 114.3407867 30.4768238))",,,,,,,,,,,
way,126187389,"[1399536186, 1399536163, 1399536181, 1399536137, 1399536186]",yes,,,"POLYGON ((114.3406282 30.4778821, 114.3412531 30.4778831, 114.3412529 30.4779975, 114.340628 30.4779966, 114.3406282 30.4778821))",,,,,,,,,,,
way,126187391,"[1399536127, 1399536146, 1399536162, 1399536131, 1399536127]",yes,,,"POLYGON ((114.3414964 30.4773427, 114.3421368 30.477342, 114.342137 30.4774577, 114.3414966 30.4774584, 114.3414964 30.4773427))",,,,,,,,,,,
way,126187392,"[1399536164, 1399536170, 1399536171, 1399536145, 1399536164]",yes,,,"POLYGON ((114.3406355 30.4784062, 114.3412711 30.4784062, 114.3412711 30.4785056, 114.3406355 30.4785056, 114.3406355 30.4784062))",,,,,,,,,,,
way,126187393,"[1399536150, 1399536159, 1399536149, 1399536126, 1399536150]",yes,,,"POLYGON ((114.3415082 30.4781389, 114.3421344 30.478136, 114.3421351 30.4782447, 114.3415088 30.4782476, 114.3415082 30.4781389))",,,,,,,,,,,
way,126187394,"[1399536152, 1399536188, 1399536133, 1399536129, 1399536152]",yes,,,"POLYGON ((114.3406356 30.4773499, 114.3412725 30.4773508, 114.3412723 30.4774641, 114.3406353 30.4774631, 114.3406356 30.4773499))",,,,,,,,,,,
way,126187395,"[1399536135, 1399536184, 1399536175, 1399536189, 1399536135]",yes,,,"POLYGON ((114.3416107 30.4783918, 114.3421417 30.4783976, 114.3421404 30.47849, 114.3416093 30.4784842, 114.3416107 30.4783918))",,,,,,,,,,,
way,126187396,"[1399536178, 1399536154, 1399536143, 1399536148, 1399536178]",yes,,,"POLYGON ((114.3415127 30.4778791, 114.3421322 30.4778791, 114.3421322 30.4779855, 114.3415127 30.4779855, 114.3415127 30.4778791))",,,,,,,,,,,
way,126187397,"[1399536168, 1399536128, 1399536147, 1399536167, 1399536168]",yes,,,"POLYGON ((114.3415039 30.4776105, 114.3421193 30.4776058, 114.3421205 30.4777214, 114.3415051 30.4777261, 114.3415039 30.4776105))",,,,,,,,,,,
way,126187398,"[1399536157, 1399536153, 1399536151, 1399536165, 1399536157]",yes,,,"POLYGON ((114.3414946 30.476819, 114.3421181 30.4768048, 114.3421217 30.4769227, 114.3414982 30.4769369, 114.3414946 30.476819))",,,,,,,,,,,
way,126187399,"[1399536161, 1399536160, 1399536139, 1399536172, 1399536161]",yes,,,"POLYGON ((114.3406514 30.4786789, 114.3412829 30.478687, 114.3412798 30.478838, 114.3406488 30.4788316, 114.3406514 30.4786789))",,,,,,,,,,,
way,126187400,"[1399536134, 1399536130, 1399536142, 1399536177, 1399536134]",yes,,,"POLYGON ((114.3406365 30.4775969, 114.3412767 30.4776083, 114.3412738 30.4777265, 114.3406337 30.4777151, 114.3406365 30.4775969))",,,,,,,,,,,
way,126187401,"[1399536138, 1399536174, 1399536182, 1399536176, 1399536138]",yes,,,"POLYGON ((114.3406424 30.47709, 114.3412941 30.4770803, 114.3412964 30.4771936, 114.3406446 30.4772032, 114.3406424 30.47709))",,,,,,,,,,,
way,126187402,"[1399536125, 1399536132, 1399536144, 1399536123, 1399536125]",yes,,,"POLYGON ((114.3406213 30.4781506, 114.341235 30.4781392, 114.3412379 30.4782551, 114.3406242 30.4782664, 114.3406213 30.4781506))",,,,,,,,,,,
way,126187403,"[1399536156, 1399536185, 1399536140, 1399536190, 1399536156]",yes,,,"POLYGON ((114.341492 30.4770824, 114.3421195 30.4770786, 114.3421205 30.4772058, 114.341493 30.4772095, 114.341492 30.4770824))",,,,,,,,,,,
way,126187404,"[1399536183, 1399536180, 1399536179, 1399536173, 1399536183]",yes,,,"POLYGON ((114.3411945 30.4767197, 114.341272 30.4767222, 114.3412696 30.4767776, 114.3411921 30.4767751, 114.3411945 30.4767197))",,,,,,,,,,,
way,126458652,"[1401793820, 1401793796, 1401793798, 1401793803, 1401793820]",yes,,,"POLYGON ((114.3391785 30.480484, 114.3393175 30.4804377, 114.3393482 30.4805062, 114.3392093 30.4805525, 114.3391785 30.480484))",,,,,,,,,,,
