element_type,osmid,nodes,building,name,tourism,geometry,amenity,office,name:en,layer,shop,landuse,man_made,monitoring:weather,natural,ways,type
way,854259591,"[7966694344, 7966694345, 7966694346, 7966694347, 7966694344]",yes,,,"POLYGON ((114.3549105 30.4780776, 114.3555864 30.478071, 114.3555882 30.4782061, 114.3549123 30.4782127, 114.3549105 30.4780776))",,,,,,,,,,,
way,854259592,"[7966694348, 7966694349, 7966694350, 7966694351, 7966694348]",yes,,,"POLYGON ((114.3548962 30.4778109, 114.3555721 30.4778043, 114.3555739 30.4779395, 114.354898 30.4779461, 114.3548962 30.4778109))",,,,,,,,,,,
way,854259593,"[7966694352, 7966694353, 7966694354, 7966694355, 7966694352]",yes,梦泽园,,"POLYGON ((114.3558642 30.4774724, 114.3563904 30.4774765, 114.356388 30.4773524, 114.3558642 30.4773484, 114.3558642 30.4774724))",restaurant,,,,,,,,,,
way,865572500,"[8067950984, 8067965285, 8067965286, 8067965287, 8067965288, 8067965289, 8067950984]",yes,园艺植物生物学教育部重点实验室,,"POLYGON ((114.3503485 30.4752813, 114.3505555 30.4752834, 114.3505628 30.4747293, 114.3510045 30.4747337, 114.3510073 30.4745199, 114.3503585 30.4745136, 114.3503485 30.4752813))",,research,,,,,,,,,
way,913470205,"[8485585486, 1221037769, 1221037761, 1143421050, 1143420812, 1221037812, 8485585487, 8485585486]",yes,人文社科楼,,"POLYGON ((114.3523295 30.4732348, 114.3526578 30.4732362, 114.3535595 30.4732261, 114.3536657 30.4732252, 114.3536695 30.4735769, 114.3526479 30.4735851, 114.3523241 30.4735898, 114.3523295 30.4732348))",public_building,,,,,,,,,,
way,913470223,"[8485586142, 8485586141, 8485586140, 8485586139, 8485586138, 8485586126, 8485586125, 8485586124, 8485586137, 8485586136, 8485586135, 8485586134, 8485586133, 8485586132, 8485586131, 8485586130, 8485586129, 8485586128, 8485586127, 8485586142]",yes,,,"POLYGON ((114.3547945 30.4716505, 114.355233 30.471565, 114.3552116 30.4715025, 114.354891 30.4715511, 114.3549018 30.4713685, 114.3551056 30.4713292, 114.3551197 30.4713898, 114.3551774 30.4713725, 114.3551619 30.4713164, 114.3551432 30.4712471, 114.354887 30.4712979, 114.3548575 30.4712783, 114.3548642 30.4711049, 114.3550305 30.4710702, 114.3550774 30.4712344, 114.3551371 30.4712188, 114.3550774 30.4709795, 114.3548079 30.4710402, 114.3547891 30.4710991, 114.3547945 30.4716505))",,,,,,,,,,,
way,913470224,"[8485586148, 8485586147, 8485586146, 8485586145, 8485586144, 8485586143, 8485586148]",yes,食品工程训练中心,,"POLYGON ((114.3552411 30.4712598, 114.3551874 30.4710425, 114.3556917 30.4709408, 114.3554992 30.4703068, 114.3557809 30.4702455, 114.3560135 30.4711026, 114.3552411 30.4712598))",,,,,,,,,,,
way,913470225,"[8485586152, 8485586151, 8485586150, 8485586149, 8485586152]",yes,,,"POLYGON ((114.3605679 30.4707755, 114.3607865 30.4708079, 114.3607999 30.4707697, 114.360576 30.4707397, 114.3605679 30.4707755))",,,,,,,,,,,
way,920121518,"[8544154447, 8544154446, 8544154445, 8544154444, 8544154447]",yes,国家生物产业基地实验动物中心,,"POLYGON ((114.3344153 30.4790799, 114.33441 30.4789123, 114.3348968 30.4789008, 114.3349048 30.4790718, 114.3344153 30.4790799))",,research,,,,,,,,,
way,920121521,"[8544154470, 8544154469, 8544154468, 8544154467, 8544154470]",apartments,,,"POLYGON ((114.3361428 30.4795986, 114.3363968 30.4796037, 114.336386 30.4797256, 114.3361413 30.4797216, 114.3361428 30.4795986))",,,,,,,,,,,
way,920121522,"[8544154474, 8544154473, 8544154472, 8544154471, 8544154474]",apartments,,,"POLYGON ((114.3359654 30.4790369, 114.3364361 30.4790292, 114.336434 30.4791599, 114.335966 30.4791686, 114.3359654 30.4790369))",,,,,,,,,,,
way,920121523,"[8544154478, 8544154477, 8544154476, 8544154475, 8544154478]",apartments,,,"POLYGON ((114.3352133 30.478141, 114.3356101 30.4781415, 114.3356161 30.4782559, 114.3352165 30.4782646, 114.3352133 30.478141))",,,,,,,,,,,
way,920121524,"[8544154482, 8544154481, 8544154480, 8544154479, 8544154482]",apartments,,,"POLYGON ((114.3353159 30.4784621, 114.3356329 30.4784625, 114.3356285 30.4785957, 114.3353124 30.4786007, 114.3353159 30.4784621))",,,,,,,,,,,
way,920121525,"[8544154486, 8544154485, 8544154484, 8544154483, 8544154486]",apartments,,,"POLYGON ((114.3354674 30.4788434, 114.3357755 30.4788475, 114.3357689 30.4790155, 114.3354589 30.4790054, 114.3354674 30.4788434))",,,,,,,,,,,
way,920121526,"[8544154490, 8544154489, 8544154488, 8544154487, 8544154490]",apartments,,,"POLYGON ((114.3356419 30.4793613, 114.3359757 30.4793571, 114.3359777 30.4795305, 114.3356518 30.47953, 114.3356419 30.4793613))",,,,,,,,,,,
way,920121527,"[8544154494, 8544154493, 8544154492, 8544154491, 8544154494]",apartments,,,"POLYGON ((114.3357855 30.4798541, 114.3361702 30.4798488, 114.3361736 30.4800025, 114.3357915 30.4800043, 114.3357855 30.4798541))",,,,,,,,,,,
way,920121528,"[8544154498, 8544154497, 8544154496, 8544154495, 8544154498]",apartments,63栋,,"POLYGON ((114.3358192 30.4781481, 114.3364039 30.4781485, 114.3364032 30.4782861, 114.3358211 30.4782925, 114.3358192 30.4781481))",,,,,,,,,,,
way,920121529,"[8544154502, 8544154501, 8544154500, 8544154499, 8544154502]",apartments,,,"POLYGON ((114.3358863 30.4784416, 114.3364709 30.478442, 114.3364703 30.4785796, 114.3358882 30.478586, 114.3358863 30.4784416))",,,,,,,,,,,
way,920121530,"[8544154506, 8544154505, 8544154504, 8544154503, 8544154506]",apartments,,,"POLYGON ((114.3358893 30.4787199, 114.3364739 30.4787204, 114.3364732 30.4788579, 114.3358912 30.4788643, 114.3358893 30.4787199))",,,,,,,,,,,
way,920121537,"[8544154551, 8544154550, 8544154549, 8544154548, 8544154551]",office,微生物农药国家工程研究中心,,"POLYGON ((114.3378845 30.477996, 114.3378872 30.4778111, 114.338606 30.4778203, 114.3386033 30.4780099, 114.3378845 30.477996))",,research,,,,,,,,,
way,920121538,"[8544154556, 8544154555, 8544154554, 8544154553, 8544154552, 8544154556]",office,创业楼,,"POLYGON ((114.3353039 30.4779692, 114.3353039 30.4778479, 114.3363634 30.4777508, 114.3364264 30.4777866, 114.3364331 30.4779808, 114.3353039 30.4779692))",,,,,,,,,,,
way,924853584,"[8583413134, 8583413131, 8583413130, 8583413129, 8583413127, 8583413128, 8583413132, 8583413133, 8583413134]",yes,生猪健康养殖协同创新中心,,"POLYGON ((114.3421995 30.4697329, 114.3422075 30.4699312, 114.3428644 30.4699085, 114.3427867 30.4701742, 114.3431701 30.4701742, 114.3431386 30.4699065, 114.3432509 30.4698998, 114.3432429 30.4697015, 114.3421995 30.4697329))",,research,,,,,,,,,
way,924853592,"[8583413193, 8583413190, 8583413191, 8583413192, 8583413193]",yes,,,"POLYGON ((114.3364679 30.4764787, 114.3364522 30.4765676, 114.3366925 30.476599, 114.3367081 30.47651, 114.3364679 30.4764787))",,,,,,,,,,,
way,924853593,"[8583413197, 8583413194, 8583413195, 8583413196, 8583413197]",yes,,,"POLYGON ((114.3364096 30.4767045, 114.3363952 30.4767835, 114.3367034 30.4768254, 114.3367178 30.4767464, 114.3364096 30.4767045))",,,,,,,,,,,
way,924853594,"[8583413201, 8583413198, 8583413199, 8583413200, 8583413201]",yes,,,"POLYGON ((114.3365164 30.4763009, 114.3365002 30.4764038, 114.3367768 30.4764363, 114.336793 30.4763333, 114.3365164 30.4763009))",,,,,,,,,,,
way,924853595,"[8583413205, 8583413202, 8583413203, 8583413204, 8583413205]",yes,,,"POLYGON ((114.3367554 30.4747795, 114.3367564 30.4748648, 114.3372284 30.4748606, 114.3372274 30.4747753, 114.3367554 30.4747795))",,,,,,,,,,,
way,924853596,"[8583413209, 8583413206, 8583413207, 8583413208, 8583413209]",yes,,,"POLYGON ((114.3344744 30.4738132, 114.3344748 30.4739031, 114.3351251 30.473901, 114.3351247 30.4738111, 114.3344744 30.4738132))",,,,,,,,,,,
way,924853597,"[8583413213, 8583413210, 8583413211, 8583413212, 8583413213]",yes,,,"POLYGON ((114.3344732 30.4739711, 114.334474 30.4740619, 114.3351134 30.4740577, 114.3351126 30.473967, 114.3344732 30.4739711))",,,,,,,,,,,
way,924853598,"[8583413217, 8583413214, 8583413215, 8583413216, 8583413217]",yes,,,"POLYGON ((114.334472 30.4741447, 114.3344737 30.4742274, 114.3350985 30.474218, 114.3350968 30.4741353, 114.334472 30.4741447))",,,,,,,,,,,
way,924853599,"[8583413221, 8583413218, 8583413219, 8583413220, 8583413221]",yes,,,"POLYGON ((114.3344647 30.4736512, 114.3344674 30.4737424, 114.3351299 30.4737277, 114.3351272 30.4736365, 114.3344647 30.4736512))",,,,,,,,,,,
way,924853600,"[8583413225, 8583413222, 8583413223, 8583413224, 8583413225]",yes,,,"POLYGON ((114.3342524 30.4734953, 114.3342532 30.4735789, 114.335111 30.4735726, 114.3351102 30.4734891, 114.3342524 30.4734953))",,,,,,,,,,,
way,924853601,"[8583413229, 8583413226, 8583413227, 8583413228, 8583413229]",yes,,,"POLYGON ((114.3342669 30.4732046, 114.3342677 30.4732735, 114.3351207 30.4732662, 114.3351199 30.4731973, 114.3342669 30.4732046))",,,,,,,,,,,
way,924853602,"[8583413233, 8583413230, 8583413231, 8583413232, 8583413233]",yes,,,"POLYGON ((114.3342548 30.47335, 114.3342552 30.4734169, 114.3351203 30.4734127, 114.3351199 30.4733458, 114.3342548 30.47335))",,,,,,,,,,,
way,924853603,"[8583413237, 8583413234, 8583413235, 8583413236, 8583413237]",yes,,,"POLYGON ((114.3365528 30.4751183, 114.3365508 30.4751997, 114.3371259 30.4752102, 114.3371279 30.4751287, 114.3365528 30.4751183))",,,,,,,,,,,
way,924853604,"[8583413241, 8583413238, 8583413239, 8583413240, 8583413241]",yes,,,"POLYGON ((114.3365419 30.4752636, 114.3365398 30.4753415, 114.3370664 30.475352, 114.3370684 30.4752741, 114.3365419 30.4752636))",,,,,,,,,,,
way,924853605,"[8583413245, 8583413242, 8583413243, 8583413244, 8583413245]",yes,,,"POLYGON ((114.3365819 30.4754633, 114.3365815 30.4755743, 114.3369236 30.4755753, 114.3369241 30.4754644, 114.3365819 30.4754633))",,,,,,,,,,,
way,924853606,"[8583413249, 8583413246, 8583413247, 8583413248, 8583413249]",yes,,,"POLYGON ((114.3365431 30.4749112, 114.3365371 30.4750146, 114.3371474 30.4750407, 114.3371534 30.4749374, 114.3365431 30.4749112))",,,,,,,,,,,
way,924853607,"[8583413253, 8583413250, 8583413251, 8583413252, 8583413253]",yes,,,"POLYGON ((114.336776 30.4745672, 114.3367786 30.4746636, 114.3373136 30.4746532, 114.3373111 30.4745567, 114.336776 30.4745672))",,,,,,,,,,,
way,924853608,"[8583413257, 8583413254, 8583413255, 8583413256, 8583413257]",yes,,,"POLYGON ((114.3367627 30.4743089, 114.3367635 30.4744039, 114.3374223 30.4743997, 114.3374215 30.4743047, 114.3367627 30.4743089))",,,,,,,,,,,
way,924853609,"[8583413261, 8583413258, 8583413259, 8583413260, 8583413261]",yes,,,"POLYGON ((114.33677 30.4741468, 114.3367704 30.4742439, 114.3373843 30.4742418, 114.3373839 30.4741447, 114.33677 30.4741468))",,,,,,,,,,,
way,924853610,"[8583413265, 8583413262, 8583413263, 8583413264, 8583413265]",yes,,,"POLYGON ((114.3367748 30.4739962, 114.3367773 30.4740917, 114.3373863 30.4740802, 114.3373839 30.4739847, 114.3367748 30.4739962))",,,,,,,,,,,
way,924853611,"[8583413269, 8583413266, 8583413267, 8583413268, 8583413269]",yes,,,"POLYGON ((114.3367894 30.4738624, 114.3367902 30.4739459, 114.3374041 30.4739417, 114.3374033 30.4738582, 114.3367894 30.4738624))",,,,,,,,,,,
way,924853614,"[8583413288, 8583413286, 8583413285, 8583413284, 8583413283, 8583413287, 8583413288]",commercial,,,"POLYGON ((114.3438253 30.4771019, 114.343819 30.4775878, 114.3440437 30.4775881, 114.3440425 30.4776718, 114.344398 30.4776707, 114.3443926 30.4770937, 114.3438253 30.4771019))",,,,,,,,,,,
way,924853616,"[8583413296, 8583413293, 8583413294, 8583413295, 8583413296]",apartments,,,"POLYGON ((114.3428547 30.4767621, 114.3428602 30.476846, 114.3434523 30.4768167, 114.3434467 30.4767328, 114.3428547 30.4767621))",,,,,,,,,,,
way,924853617,"[8583413300, 8583413297, 8583413298, 8583413299, 8583413300]",apartments,,,"POLYGON ((114.342413 30.4767516, 114.3424158 30.4768432, 114.3427822 30.4768348, 114.3427794 30.4767432, 114.342413 30.4767516))",,,,,,,,,,,
way,924853618,"[8583413304, 8583413301, 8583413302, 8583413303, 8583413304]",apartments,,,"POLYGON ((114.3428522 30.4780775, 114.3428567 30.4781562, 114.3434464 30.4781312, 114.3434419 30.4780524, 114.3428522 30.4780775))",,,,,,,,,,,
way,924853619,"[8583413308, 8583413305, 8583413306, 8583413307, 8583413308]",apartments,,,"POLYGON ((114.3424033 30.4772242, 114.3424093 30.4773007, 114.3427684 30.4772798, 114.3427624 30.4772033, 114.3424033 30.4772242))",,,,,,,,,,,
way,924853620,"[8583413312, 8583413309, 8583413310, 8583413311, 8583413312]",apartments,,,"POLYGON ((114.3428255 30.4772263, 114.3428307 30.4773112, 114.3434738 30.4772819, 114.3434686 30.477197, 114.3428255 30.4772263))",,,,,,,,,,,
way,924853621,"[8583413316, 8583413313, 8583413314, 8583413315, 8583413316]",apartments,,,"POLYGON ((114.3428425 30.4776571, 114.3428459 30.4777377, 114.3434574 30.4777189, 114.343454 30.4776383, 114.3428425 30.4776571))",,,,,,,,,,,
way,924853622,"[8583413320, 8583413317, 8583413318, 8583413319, 8583413320]",apartments,,,"POLYGON ((114.3424154 30.4776571, 114.3424217 30.4777445, 114.342776 30.4777257, 114.3427697 30.4776383, 114.3424154 30.4776571))",,,,,,,,,,,
way,924853623,"[8583413324, 8583413321, 8583413322, 8583413323, 8583413324]",apartments,,,"POLYGON ((114.3424324 30.4780817, 114.3424376 30.4781598, 114.3427797 30.4781431, 114.3427746 30.4780649, 114.3424324 30.4780817))",,,,,,,,,,,
way,924853625,"[8583413341, 8583413338, 8583413339, 8583413340, 8583413341]",yes,,,"POLYGON ((114.3395917 30.476282, 114.3397128 30.4762575, 114.3396384 30.4759843, 114.3395172 30.4760088, 114.3395917 30.476282))",,,,,,,,,,,
way,924853626,"[8583413345, 8583413342, 8583413343, 8583413344, 8583413345]",yes,,,"POLYGON ((114.3393227 30.4764103, 114.3393555 30.4764945, 114.3397217 30.4764066, 114.3396961 30.4763203, 114.3393227 30.4764103))",,,,,,,,,,,
way,924853627,"[8583413349, 8583413346, 8583413347, 8583413348, 8583413349]",yes,,,"POLYGON ((114.3392831 30.4762985, 114.3394132 30.4762753, 114.3393544 30.4760674, 114.3392255 30.4760988, 114.3392831 30.4762985))",,,,,,,,,,,
way,924853628,"[8583413353, 8583413350, 8583413351, 8583413352, 8583413353]",yes,,,"POLYGON ((114.3383383 30.4761909, 114.3383773 30.476317, 114.3390976 30.4761515, 114.3390586 30.4760254, 114.3383383 30.4761909))",,,,,,,,,,,
way,924853629,"[8583413358, 8583413357, 8583413356, 8583413361, 8583413355, 8583413354, 8583413358]",yes,,,"POLYGON ((114.3394812 30.4759364, 114.3396229 30.4759116, 114.3395388 30.4755618, 114.338612 30.4757729, 114.3386432 30.4758991, 114.3394308 30.4757067, 114.3394812 30.4759364))",,research,,,,,,,,,
way,924853630,"[8583413364, 8583413363, 8583413362, 8583413361, 8583413360, 8583413359, 8583413364]",yes,,,"POLYGON ((114.3382879 30.4761144, 114.3381606 30.4757088, 114.3385712 30.4756281, 114.338612 30.4757729, 114.3383455 30.4758371, 114.3384175 30.4760854, 114.3382879 30.4761144))",,research,,,,,,,,,
way,924853631,"[8583413368, 8583413365, 8583413366, 8583413367, 8583413368]",yes,天惠楼,,"POLYGON ((114.3383983 30.4764827, 114.338451 30.4766495, 114.3391569 30.4764839, 114.3391042 30.4763172, 114.3383983 30.4764827))",,research,,,,,,,,,
way,924853633,"[8583413384, 8583413381, 9344340120, 8583413382, 8583413378, 8583413379, 8583413380, 8583413383, 9344340121, 8583413384]",apartments,40栋,,"POLYGON ((114.3376139 30.4796318, 114.3376892 30.4797424, 114.3379153 30.4796002, 114.3381598 30.4795044, 114.3384231 30.4794684, 114.3384231 30.4793359, 114.3382911 30.4793401, 114.3380846 30.4793939, 114.337855 30.4794916, 114.3376139 30.4796318))",,,,,,,,,,,
way,924853634,"[8583413388, 8583413385, 8583413386, 8583413387, 8583413388]",apartments,38栋,,"POLYGON ((114.3379589 30.4798599, 114.3380329 30.4799749, 114.3386476 30.479681, 114.3385736 30.479566, 114.3379589 30.4798599))",,,,,,,,,,,
way,924853635,"[8583413392, 8583413389, 8583413390, 8583413391, 8583413392]",apartments,39栋,,"POLYGON ((114.3375003 30.4800751, 114.3375729 30.4801897, 114.3379379 30.480018, 114.3378653 30.4799033, 114.3375003 30.4800751))",,,,,,,,,,,
way,924853636,"[8583413396, 8583413395, 8583413394, 8583413393, 8583413396]",apartments,42栋,,"POLYGON ((114.3376094 30.4791179, 114.3382344 30.4791114, 114.3382363 30.4792443, 114.3376113 30.4792508, 114.3376094 30.4791179))",,,,,,,,,,,
way,924853637,"[8583413400, 8583413399, 8583413398, 8583413397, 8583413400]",apartments,48栋,,"POLYGON ((114.3367292 30.4798109, 114.3373542 30.4798044, 114.3373561 30.4799373, 114.3367311 30.4799438, 114.3367292 30.4798109))",,,,,,,,,,,
way,924853638,"[8583413404, 8583413403, 8583413402, 8583413401, 8583413404]",apartments,47栋,,"POLYGON ((114.336744 30.4794843, 114.337369 30.4794778, 114.3373709 30.4796107, 114.3367459 30.4796172, 114.336744 30.4794843))",,,,,,,,,,,
way,924853639,"[8583413408, 8583413405, 8583413406, 8583413407, 8583413408]",yes,动物房,,"POLYGON ((114.3350247 30.4792494, 114.3350277 30.4793313, 114.3352582 30.4793251, 114.3352552 30.4792432, 114.3350247 30.4792494))",,,,,,,,,,,
way,924853640,"[8583413412, 8583413409, 8583413410, 8583413411, 8583413412]",yes,动物房,,"POLYGON ((114.3350283 30.479387, 114.335033 30.4794638, 114.3352635 30.4794535, 114.3352588 30.4793767, 114.3350283 30.479387))",,,,,,,,,,,
way,924853641,"[8583413416, 8583413413, 8583413414, 8583413415, 8583413416]",yes,动物房,,"POLYGON ((114.3349719 30.4791056, 114.3349809 30.4791978, 114.3352679 30.4791955, 114.3352648 30.4791035, 114.3349719 30.4791056))",,,,,,,,,,,
way,930328400,"[8626248738, 8626248735, 8626248736, 8626248737, 8626248738]",construction,,,"POLYGON ((114.3503974 30.4762219, 114.3504005 30.476613, 114.3513567 30.4766072, 114.3513536 30.4762161, 114.3503974 30.4762219))",,,,,,,,,,,
way,931992756,"[8640041483, 8640041482, 8640041481, 8640041480, 8640041483]",yes,,,"POLYGON ((114.3628545 30.4777614, 114.3629363 30.477595, 114.3627911 30.477542, 114.3627093 30.4777084, 114.3628545 30.4777614))",,,,,,,,,,,
way,931992771,"[8640068988, 8640068987, 8640068986, 8640068985, 8640068988]",yes,,,"POLYGON ((114.3617179 30.4771523, 114.3620773 30.4772112, 114.3620925 30.4771428, 114.361733 30.4770838, 114.3617179 30.4771523))",,,,,,,,,,,
way,931992772,"[8640068992, 8640068991, 8640068990, 8640068989, 8640068992]",yes,,,"POLYGON ((114.3616837 30.4772944, 114.3620465 30.4773511, 114.3620662 30.4772572, 114.3617035 30.4772006, 114.3616837 30.4772944))",,,,,,,,,,,
way,931992781,"[8640069027, 8640069026, 8640069025, 8640069024, 8640069023, 8640069022, 8640069021, 8640069020, 8640069019, 8640069018, 8640069017, 8640069027]",yes,,,"POLYGON ((114.3631234 30.4765235, 114.3633004 30.4763478, 114.3633246 30.4763085, 114.363279 30.4762623, 114.363228 30.4763039, 114.3631985 30.4762808, 114.3631382 30.4763409, 114.3631046 30.4763085, 114.363053 30.4763594, 114.3630201 30.4763357, 114.3629558 30.4763987, 114.3631234 30.4765235))",,,,,,,,,,,
way,935809959,"[8671865381, 8671865380, 8671865379, 8671865378, 8671865381]",yes,,,"POLYGON ((114.3613133 30.4669967, 114.3615131 30.4669649, 114.3614986 30.4668971, 114.3612987 30.466929, 114.3613133 30.4669967))",,,,,,,,,,,
way,935809960,"[8671865385, 8671865382, 8671865383, 8671865384, 8671865385]",yes,,,"POLYGON ((114.3611809 30.4669704, 114.3612435 30.4669539, 114.3611799 30.466774, 114.3611172 30.4667904, 114.3611809 30.4669704))",,,,,,,,,,,
way,935809961,"[8671865389, 8671865386, 8671865387, 8671865388, 8671865389]",yes,,,"POLYGON ((114.3611962 30.466752, 114.3612092 30.4668116, 114.3614663 30.4667699, 114.3614533 30.4667104, 114.3611962 30.466752))",,,,,,,,,,,
way,935809962,"[8671865393, 8671865390, 8671865391, 8671865392, 8671865393]",yes,,,"POLYGON ((114.3611745 30.4665304, 114.3611927 30.4665995, 114.3614002 30.4665589, 114.361382 30.4664898, 114.3611745 30.4665304))",,,,,,,,,,,
way,935809963,"[8671865397, 8671865396, 8671865395, 8671865394, 8671865397]",yes,,,"POLYGON ((114.3610549 30.466559, 114.3611262 30.4667531, 114.3612273 30.4667256, 114.361156 30.4665314, 114.3610549 30.466559))",,,,,,,,,,,
way,935809964,"[8671865401, 8671865398, 8671865399, 8671865400, 8671865401]",yes,,,"POLYGON ((114.3610498 30.4665359, 114.3611376 30.4665122, 114.3609352 30.465956, 114.3608474 30.4659797, 114.3610498 30.4665359))",,,,,,,,,,,
way,935809965,"[8671865405, 8671865402, 8671865403, 8671865404, 8671865405]",yes,,,"POLYGON ((114.3610103 30.466808, 114.3611205 30.4667772, 114.3607997 30.4659259, 114.3606896 30.4659567, 114.3610103 30.466808))",,,,,,,,,,,
way,935809966,"[8671865409, 8671865406, 8671865407, 8671865408, 8671865409]",yes,,,"POLYGON ((114.3608321 30.4668563, 114.3609374 30.4668275, 114.3606294 30.4659894, 114.3605241 30.4660181, 114.3608321 30.4668563))",,,,,,,,,,,
way,935809976,"[8671871957, 8671871956, 8671871955, 8671871954, 8671871957]",yes,,,"POLYGON ((114.3596459 30.4676812, 114.3605878 30.4678195, 114.3607067 30.4672175, 114.3597648 30.4670793, 114.3596459 30.4676812))",,,,,,,,,water,,
way,935809977,"[8671871961, 8671871960, 8671871959, 8671871958, 8671871961]",yes,,,"POLYGON ((114.3607633 30.4691709, 114.3611821 30.4690985, 114.3611479 30.4689517, 114.3607291 30.4690241, 114.3607633 30.4691709))",,,,,,greenhouse_horticulture,,,,,
way,935809978,"[8671871965, 8671871964, 8671871963, 8671871962, 8671871965]",yes,,,"POLYGON ((114.3607239 30.4689866, 114.3611426 30.4689142, 114.3611084 30.4687674, 114.3606897 30.4688398, 114.3607239 30.4689866))",,,,,,greenhouse_horticulture,,,,,
way,935809979,"[8671871969, 8671871968, 8671871967, 8671871966, 8671871969]",yes,,,"POLYGON ((114.360692 30.4688133, 114.3611108 30.4687409, 114.3610766 30.468594, 114.3606579 30.4686664, 114.360692 30.4688133))",,,,,,greenhouse_horticulture,,,,,
way,935809980,"[8671871973, 8671871972, 8671871971, 8671871970, 8671871973]",yes,,,"POLYGON ((114.36064 30.4685885, 114.3610587 30.4685161, 114.3610245 30.4683692, 114.3606058 30.4684416, 114.36064 30.4685885))",,,,,,greenhouse_horticulture,,,,,
way,935809981,"[8671871977, 8671871976, 8671871975, 8671871974, 8671871977]",yes,,,"POLYGON ((114.3590803 30.4671682, 114.3594097 30.4672168, 114.3594606 30.4669678, 114.3591363 30.4669137, 114.3590803 30.4671682))",,,,,,greenhouse_horticulture,,,,,
way,935809982,"[8671871981, 8671871978, 8671871979, 8671871980, 8671871981]",yes,,,"POLYGON ((114.3590986 30.4675057, 114.3593873 30.4675522, 114.3594484 30.4672702, 114.3591597 30.4672238, 114.3590986 30.4675057))",,,,,,greenhouse_horticulture,,,,,
way,935809983,"[8671871985, 8671871984, 8671871983, 8671871982, 8671871985]",yes,,,"POLYGON ((114.3587484 30.4671236, 114.358994 30.4671631, 114.3590466 30.4669202, 114.358801 30.4668807, 114.3587484 30.4671236))",,,,,,greenhouse_horticulture,,,,,
way,935809984,"[8671871989, 8671871988, 8671871987, 8671871986, 8671871989]",yes,,,"POLYGON ((114.3584266 30.4670559, 114.3586722 30.4670954, 114.3587248 30.4668525, 114.3584791 30.466813, 114.3584266 30.4670559))",,,,,,greenhouse_horticulture,,,,,
way,935809985,"[8671871993, 8671871992, 8671871991, 8671871990, 8671871993]",yes,,,"POLYGON ((114.3588347 30.467184, 114.3587783 30.4674687, 114.3590392 30.4675071, 114.3590956 30.4672224, 114.3588347 30.467184))",,,,,,greenhouse_horticulture,,,,,
way,935809986,"[8671871997, 8671871994, 8671871995, 8671871996, 8671871997]",yes,,,"POLYGON ((114.3585042 30.467125, 114.3584478 30.4674098, 114.3587087 30.4674482, 114.3587651 30.4671634, 114.3585042 30.467125))",,,,,,greenhouse_horticulture,,,,,
way,935809987,"[8671872001, 8671872000, 8671871999, 8671871998, 8671872001]",yes,,,"POLYGON ((114.3599291 30.4669871, 114.3599597 30.4668878, 114.3599034 30.466875, 114.3598729 30.4669743, 114.3599291 30.4669871))",,,,,,,,,,,
way,935809988,"[8671872005, 8671872004, 8671872003, 8671872002, 8671872005]",yes,,,"POLYGON ((114.3600158 30.4670037, 114.3600464 30.4669044, 114.3599901 30.4668915, 114.3599595 30.4669908, 114.3600158 30.4670037))",,,,,,,,,,,
way,935809989,"[8671872009, 8671872008, 8671872007, 8671872006, 8671872009]",yes,,,"POLYGON ((114.3601087 30.467025, 114.3601392 30.4669257, 114.3600829 30.4669129, 114.3600524 30.4670122, 114.3601087 30.467025))",,,,,,,,,,,
way,935809990,"[8671872013, 8671872012, 8671872011, 8671872010, 8671872013]",yes,,,"POLYGON ((114.3601953 30.4670416, 114.3602259 30.4669423, 114.3601696 30.4669295, 114.3601391 30.4670287, 114.3601953 30.4670416))",,,,,,,,,,,
way,935809991,"[8671872017, 8671872016, 8671872015, 8671872014, 8671872017]",yes,,,"POLYGON ((114.3597643 30.4669572, 114.3597949 30.466858, 114.3597386 30.4668451, 114.3597081 30.4669444, 114.3597643 30.4669572))",,,,,,,,,,,
way,935809992,"[8671872021, 8671872020, 8671872019, 8671872018, 8671872021]",yes,,,"POLYGON ((114.359851 30.4669738, 114.3598816 30.4668745, 114.3598253 30.4668617, 114.3597948 30.466961, 114.359851 30.4669738))",,,,,,,,,,,
way,935809993,"[8671872025, 8671872024, 8671872023, 8671872022, 8671872025]",yes,,,"POLYGON ((114.3596715 30.4669359, 114.359702 30.4668366, 114.3596458 30.4668238, 114.3596152 30.4669231, 114.3596715 30.4669359))",,,,,,,,,,,
way,935809994,"[8671872029, 8671872028, 8671872027, 8671872026, 8671872029]",yes,,,"POLYGON ((114.3595848 30.4669193, 114.3596154 30.4668201, 114.3595591 30.4668072, 114.3595285 30.4669065, 114.3595848 30.4669193))",,,,,,,,,,,
way,935809995,"[8671872033, 8671872032, 8671872031, 8671872030, 8671872033]",yes,,,"POLYGON ((114.3591383 30.4668467, 114.3594807 30.4669125, 114.3595095 30.4668055, 114.3591671 30.4667397, 114.3591383 30.4668467))",,,,,,,,,,,
way,935809996,"[8671872037, 8671872036, 8671872035, 8671872034, 8671872037]",yes,,,"POLYGON ((114.3587526 30.4667677, 114.3590543 30.466828, 114.3590831 30.466721, 114.3587815 30.4666607, 114.3587526 30.4667677))",,,,,,,,,,,
