u,v,key,osmid,highway,oneway,reversed,length,name,geometry,tunnel,lanes,bridge
1143465553,1143465538,0,98845800,path,False,True,576.0619999999999,,"LINESTRING (114.3411278 30.4807188, 114.3413472 30.4807076, 114.3416098 30.4807307, 114.3419639 30.4807261, 114.3424413 30.4806891, 114.342849 30.4807122, 114.3431118 30.4806891, 114.3435356 30.4806475, 114.3437985 30.4807169, 114.3442813 30.4808463, 114.3446514 30.4808278, 114.3448714 30.4807446, 114.3451825 30.4806568, 114.3454937 30.4807076, 114.3457511 30.4807631, 114.3460676 30.4806984, 114.3464592 30.4806337, 114.3467811 30.4806198, 114.3470171 30.4805551)",,,
1143465563,1143465550,0,98845805,unclassified,False,True,19.125,,"LINESTRING (114.3443069 30.4783065, 114.3443135 30.4784784)",,,
1143465563,1143465545,0,236668169,tertiary,False,True,45.662,学院路,"LINESTRING (114.3443069 30.4783065, 114.3447833 30.4783143)",,,
1143465563,8626248756,0,236668169,tertiary,False,False,66.203,学院路,"LINESTRING (114.3443069 30.4783065, 114.3438614 30.4783351, 114.3436187 30.4783576)",,,
1143465570,1143465553,0,98845794,path,False,False,19.123,,"LINESTRING (114.3412523 30.4805844, 114.3411278 30.4807188)",,,
1143465570,1143465530,0,98845794,path,False,True,309.252,,"LINESTRING (114.3412523 30.4805844, 114.3417922 30.4804117, 114.3425593 30.4802083, 114.3428812 30.4802268, 114.3433372 30.4801436, 114.3443242 30.4801436, 114.3443971 30.4801454)",,,
1143465570,1143465488,0,98845807,steps,False,False,34.11,,"LINESTRING (114.3412523 30.4805844, 114.3413419 30.4803748, 114.3412453 30.4803701)",,,
1143465621,1143465640,0,98845810,unclassified,False,False,102.43700000000001,,"LINESTRING (114.3425325 30.479108, 114.3434498 30.4791034, 114.3435142 30.4790803, 114.3435571 30.4790202)",,,
1143465640,1143465449,0,98845810,unclassified,False,False,35.162,,"LINESTRING (114.3435571 30.4790202, 114.3435529 30.478704)",,,
1143465640,1143465530,0,98845802,footway,False,False,188.63100000000003,,"LINESTRING (114.3435571 30.4790202, 114.3435946 30.4791496, 114.3442008 30.4791404, 114.344376 30.479446, 114.3443971 30.4801454)",,,
1143465640,1143465621,0,98845810,unclassified,False,True,102.43700000000001,,"LINESTRING (114.3435571 30.4790202, 114.3435142 30.4790803, 114.3434498 30.4791034, 114.3425325 30.479108)",,,
1143465644,1143465550,0,98845805,unclassified,False,False,43.844,,"LINESTRING (114.344771 30.478475, 114.3443135 30.4784784)",,,
1143465644,1143465545,0,98845805,unclassified,False,True,17.908,,"LINESTRING (114.344771 30.478475, 114.3447833 30.4783143)",,,
1143465644,8992856407,0,98845809,service,False,False,17.948,,"LINESTRING (114.344771 30.478475, 114.3447615 30.4786362)",,,
1143465682,8626248756,0,236668169,tertiary,False,True,60.764,学院路,"LINESTRING (114.3430017 30.4784836, 114.3436187 30.4783576)",,,
1143465682,1143465468,0,98845806,unclassified,False,True,24.207,,"LINESTRING (114.3430017 30.4784836, 114.343005 30.4786695, 114.3430075 30.4787012)",,,
1143465682,1399536155,0,236668169,tertiary,False,False,160.002,学院路,"LINESTRING (114.3430017 30.4784836, 114.3415127 30.4789015, 114.3414931 30.4789103, 114.3414157 30.4789325)",,,
1143465693,1143465538,0,98845794,path,False,False,48.364000000000004,,"LINESTRING (114.3472284 30.4809332, 114.3471673 30.4809018, 114.3471191 30.4807169, 114.3470171 30.4805551)",,,
1143465693,1143435747,0,106362324,residential,False,False,166.423,,"LINESTRING (114.3472284 30.4809332, 114.3472171 30.4804324, 114.3471812 30.4794371)",,,
1143465693,1145394689,0,106362324,residential,False,True,36.594,,"LINESTRING (114.3472284 30.4809332, 114.3472279 30.4810656, 114.3472273 30.4812623)",,,
1145375839,1145375904,0,99001160,unclassified,False,False,26.6,,"LINESTRING (114.3462931 30.4761537, 114.3464702 30.4761861, 114.3465666 30.4761903)",,,
1145375840,1145375873,0,99001175,unclassified,False,False,8.363,,"LINESTRING (114.3485609 30.4774281, 114.3486481 30.4774251)",,,
1145375840,1145375920,0,99001175,unclassified,False,True,16.467,,"LINESTRING (114.3485609 30.4774281, 114.3483892 30.477434)",,,
1145375840,1145375950,0,99001165,footway,False,False,51.098,,"LINESTRING (114.3485609 30.4774281, 114.3485549 30.4770112, 114.3485542 30.4769686)",,,
1145375841,1145390918,0,98837265,tertiary,False,False,108.673,翠竹路,"LINESTRING (114.347681 30.4780381, 114.3476138 30.4770625)",,,
1145375841,1224008790,0,98837265,tertiary,False,True,34.049,翠竹路,"LINESTRING (114.347681 30.4780381, 114.3477098 30.4783433)",,,
1145375841,1145382354,0,99001161,unclassified,False,True,41.188,,"LINESTRING (114.347681 30.4780381, 114.3481108 30.4780364)",,,
1145375852,1145382354,0,99001161,unclassified,False,False,53.215,,"LINESTRING (114.3486661 30.4780342, 114.3481108 30.4780364)",,,
1145375852,1143424422,0,99001175,unclassified,False,False,35.586,,"LINESTRING (114.3486661 30.4780342, 114.3486606 30.4783542)",,,
1145375852,1295654436,0,99001175,unclassified,False,True,32.347,,"LINESTRING (114.3486661 30.4780342, 114.3486647 30.4777433)",,,
1145375873,1295654436,0,99001175,unclassified,False,False,35.418,,"LINESTRING (114.3486481 30.4774251, 114.3486647 30.4777433)",,,
1145375873,1145375840,0,99001175,unclassified,False,True,8.363,,"LINESTRING (114.3486481 30.4774251, 114.3485609 30.4774281)",,,
1145375873,1145375875,0,"[99001168, 99001166]","['steps', 'footway']",False,True,140.98399999999998,,"LINESTRING (114.3486481 30.4774251, 114.3487178 30.4773419, 114.3487393 30.4772217, 114.3488359 30.4771015, 114.3489968 30.4769998, 114.3490343 30.4768565, 114.3489914 30.4767686, 114.3490343 30.4766623, 114.3490075 30.4765282, 114.3489592 30.4764069, 114.3488647 30.4763385)",,,
1145375875,1140522932,0,98582988,service,False,False,37.098,,"LINESTRING (114.3488647 30.4763385, 114.3488474 30.4760052)",,,
1145375875,4721403863,0,98582988,service,False,True,52.408,,"LINESTRING (114.3488647 30.4763385, 114.3488988 30.4768089)",,,
1145375875,1145375873,0,"[99001168, 99001166]","['steps', 'footway']",False,False,140.98399999999998,,"LINESTRING (114.3488647 30.4763385, 114.3489592 30.4764069, 114.3490075 30.4765282, 114.3490343 30.4766623, 114.3489914 30.4767686, 114.3490343 30.4768565, 114.3489968 30.4769998, 114.3488359 30.4771015, 114.3487393 30.4772217, 114.3487178 30.4773419, 114.3486481 30.4774251)",,,
1145375904,8734423186,0,"[99001160, 943319217]","['unclassified', 'footway']",False,"[False, True]",167.644,,"LINESTRING (114.3465666 30.4761903, 114.3466847 30.4761954, 114.3468457 30.4761769, 114.3470039 30.4761725, 114.3471542 30.4762035, 114.3472513 30.4762642, 114.3473312 30.4763697, 114.3473405 30.4764717, 114.3472753 30.4766254, 114.3473045 30.476724, 114.3474096 30.4768581, 114.3473977 30.4769923, 114.3473325 30.4770782)",,,
1145375904,1145375839,0,99001160,unclassified,False,True,26.6,,"LINESTRING (114.3465666 30.4761903, 114.3464702 30.4761861, 114.3462931 30.4761537)",,,
1145375904,1145375918,0,99001164,unclassified,False,False,20.661,,"LINESTRING (114.3465666 30.4761903, 114.3465732 30.4760705, 114.3465768 30.4760047)",,,
1145375914,1124414216,0,98582999,tertiary,False,False,19.138,狮子山大道,"LINESTRING (114.3477246 30.4760025, 114.3475249 30.4760029)",,,
1145375914,1143403093,0,98582999,tertiary,False,True,65.253,狮子山大道,"LINESTRING (114.3477246 30.4760025, 114.3484055 30.4760047)",,,
1145375914,1145375944,0,"[99001162, 99001172]","['unclassified', 'footway']",False,True,62.256,,"LINESTRING (114.3477246 30.4760025, 114.3477254 30.4761168, 114.347659 30.4761171, 114.347665 30.4762479, 114.3476781 30.4765051)",,,
1145375918,1124861508,0,98582999,tertiary,False,False,89.671,狮子山大道,"LINESTRING (114.3465768 30.4760047, 114.3462677 30.4760053, 114.3456817 30.4760063, 114.3456411 30.4760064)",,,
1145375918,1221088137,0,98582999,tertiary,False,True,65.722,狮子山大道,"LINESTRING (114.3465768 30.4760047, 114.3466833 30.4760045, 114.3472626 30.4760034)",,,
1145375918,1145375904,0,99001164,unclassified,False,True,20.661,,"LINESTRING (114.3465768 30.4760047, 114.3465732 30.4760705, 114.3465666 30.4761903)",,,
1145375920,1145375840,0,99001175,unclassified,False,False,16.467,,"LINESTRING (114.3483892 30.477434, 114.3485609 30.4774281)",,,
1145375944,1295647774,0,98841634,footway,False,False,17.298,,"LINESTRING (114.3476781 30.4765051, 114.3478569 30.4765264)",,,
1145375944,8734423171,0,99001162,footway,False,True,15.635,,"LINESTRING (114.3476781 30.4765051, 114.3475778 30.476616)",,,
1145375944,1145375914,0,"[99001162, 99001172]","['unclassified', 'footway']",False,False,62.256,,"LINESTRING (114.3476781 30.4765051, 114.347665 30.4762479, 114.347659 30.4761171, 114.3477254 30.4761168, 114.3477246 30.4760025)",,,
1145375947,8734423171,0,98837265,tertiary,False,False,20.644,翠竹路,"LINESTRING (114.3475944 30.4768011, 114.3475778 30.476616)",,,
1145375947,1295647799,0,99001171,unclassified,False,True,27.814,,"LINESTRING (114.3475944 30.4768011, 114.3478833 30.4767771)",,,
1145375947,1145390918,0,98837265,tertiary,False,True,29.137,翠竹路,"LINESTRING (114.3475944 30.4768011, 114.347611 30.476969, 114.3476138 30.4770625)",,,
1145375950,1145375840,0,99001165,footway,False,True,51.098,,"LINESTRING (114.3485542 30.4769686, 114.3485549 30.4770112, 114.3485609 30.4774281)",,,
1145382348,1145387997,0,97055872,residential,False,False,24.309,,"LINESTRING (114.3464446 30.4789845, 114.3464365 30.479203)",,,
1145382348,1145382353,0,97055872,residential,False,True,31.021,,"LINESTRING (114.3464446 30.4789845, 114.3464687 30.4787063)",,,
1145382348,1145382385,0,99001694,residential,False,False,40.92,,"LINESTRING (114.3464446 30.4789845, 114.3460177 30.4789764)",,,
1145382348,1145382356,0,99001699,footway,False,True,64.096,,"LINESTRING (114.3464446 30.4789845, 114.347071 30.4791866)",,,
1145382348,1145382379,0,99001693,footway,False,False,95.699,,"LINESTRING (114.3464446 30.4789845, 114.3464711 30.4793241, 114.3470748 30.4793253)",,,
1145382350,1145382369,0,97053052,tertiary,False,False,34.934,学院路,"LINESTRING (114.3471077 30.4783361, 114.3467432 30.4783317)",,,
1145382350,1224008790,0,97053052,tertiary,False,True,57.705,学院路,"LINESTRING (114.3471077 30.4783361, 114.3477098 30.4783433)",,,
1145382350,1145387996,0,99001696,footway,False,True,59.676,,"LINESTRING (114.3471077 30.4783361, 114.3471294 30.4787014, 114.3471023 30.478734, 114.3471081 30.4788647)",,,
1145382353,1145382348,0,97055872,residential,False,False,31.021,,"LINESTRING (114.3464687 30.4787063, 114.3464446 30.4789845)",,,
1145382353,1124470941,0,97055872,residential,False,True,42.01,,"LINESTRING (114.3464687 30.4787063, 114.3464677 30.4783285)",,,
1145382353,1145382365,0,99001702,footway,False,True,11.889,,"LINESTRING (114.3464687 30.4787063, 114.3465718 30.4787036, 114.3465927 30.478703)",,,
1145382354,1145375841,0,99001161,unclassified,False,False,41.188,,"LINESTRING (114.3481108 30.4780364, 114.347681 30.4780381)",,,
1145382354,1145375852,0,99001161,unclassified,False,True,53.215,,"LINESTRING (114.3481108 30.4780364, 114.3486661 30.4780342)",,,
1145382354,1145382391,0,99001698,steps,False,True,34.675,,"LINESTRING (114.3481108 30.4780364, 114.3481164 30.4783482)",,,
1145382355,1145382365,0,99001700,footway,False,False,16.299,,"LINESTRING (114.3465984 30.4788495, 114.3465927 30.478703)",,,
1145382356,1145382361,0,99001695,steps,False,True,10.426,,"LINESTRING (114.347071 30.4791866, 114.3471184 30.4791022)",,,
1145382356,1145382390,0,99001697,residential,False,False,69.167,,"LINESTRING (114.347071 30.4791866, 114.3477927 30.4791953)",,,
1145382356,1145382348,0,99001699,footway,False,False,64.096,,"LINESTRING (114.347071 30.4791866, 114.3464446 30.4789845)",,,
1145382356,1145382379,0,99001699,footway,False,True,15.427,,"LINESTRING (114.347071 30.4791866, 114.3470748 30.4793253)",,,
1145382361,1145382356,0,99001695,steps,False,False,10.426,,"LINESTRING (114.3471184 30.4791022, 114.347071 30.4791866)",,,
1145382361,1145387996,0,99001696,footway,False,False,26.427,,"LINESTRING (114.3471184 30.4791022, 114.3471081 30.4788647)",,,
1145382361,1145387995,0,99001701,residential,False,True,38.067,,"LINESTRING (114.3471184 30.4791022, 114.3475155 30.4791113)",,,
1145382365,1145382355,0,99001700,footway,False,True,16.299,,"LINESTRING (114.3465927 30.478703, 114.3465984 30.4788495)",,,
1145382365,1145382353,0,99001702,footway,False,False,11.889,,"LINESTRING (114.3465927 30.478703, 114.3465718 30.4787036, 114.3464687 30.4787063)",,,
1145382365,1145382369,0,99001702,footway,False,True,90.017,,"LINESTRING (114.3465927 30.478703, 114.3469135 30.4787206, 114.3469208 30.4785116, 114.3467491 30.478507, 114.3467482 30.4784791, 114.3467432 30.4783317)",,,
1145382369,1124470941,0,97053052,tertiary,False,False,26.404,学院路,"LINESTRING (114.3467432 30.4783317, 114.3464677 30.4783285)",,,
1145382369,1145382350,0,97053052,tertiary,False,True,34.934,学院路,"LINESTRING (114.3467432 30.4783317, 114.3471077 30.4783361)",,,
1145382369,1145382365,0,99001702,footway,False,False,90.017,,"LINESTRING (114.3467432 30.4783317, 114.3467482 30.4784791, 114.3467491 30.478507, 114.3469208 30.4785116, 114.3469135 30.4787206, 114.3465927 30.478703)",,,
1145382379,1145382356,0,99001699,footway,False,False,15.427,,"LINESTRING (114.3470748 30.4793253, 114.347071 30.4791866)",,,
1145382379,1145382386,0,99001699,footway,False,True,12.654,,"LINESTRING (114.3470748 30.4793253, 114.3470741 30.4794391)",,,
1145382379,1145382348,0,99001693,footway,False,True,95.699,,"LINESTRING (114.3470748 30.4793253, 114.3464711 30.4793241, 114.3464446 30.4789845)",,,
1145382383,1124470907,0,97055866,residential,False,False,64.595,,"LINESTRING (114.3460547 30.4794315, 114.3453807 30.4794236)",,,
1145382383,1124470906,0,97055866,residential,False,True,37.421,,"LINESTRING (114.3460547 30.4794315, 114.3464452 30.4794318)",,,
1145382383,1145387998,0,99001692,residential,False,False,25.515,,"LINESTRING (114.3460547 30.4794315, 114.3460303 30.479203)",,,
1145382385,1145388000,0,99001692,residential,False,False,30.891,,"LINESTRING (114.3460177 30.4789764, 114.3460146 30.4786986)",,,
1145382385,1145387998,0,99001692,residential,False,True,25.226,,"LINESTRING (114.3460177 30.4789764, 114.3460303 30.479203)",,,
1145382385,1145382348,0,99001694,residential,False,True,40.92,,"LINESTRING (114.3460177 30.4789764, 114.3464446 30.4789845)",,,
1145382386,1124470906,0,97055866,residential,False,False,60.272,,"LINESTRING (114.3470741 30.4794391, 114.3464452 30.4794318)",,,
1145382386,1143435747,0,97055866,residential,False,True,10.266,,"LINESTRING (114.3470741 30.4794391, 114.3471812 30.4794371)",,,
1145382386,1145382379,0,99001699,footway,False,False,12.654,,"LINESTRING (114.3470741 30.4794391, 114.3470748 30.4793253)",,,
1145382388,1399523472,0,97053052,tertiary,False,False,33.438,学院路,"LINESTRING (114.3460189 30.478323, 114.34567 30.4783188)",,,
1145382388,1124470941,0,97053052,tertiary,False,True,43.013,学院路,"LINESTRING (114.3460189 30.478323, 114.3464677 30.4783285)",,,
1145382388,1145388000,0,99001692,residential,False,True,41.767,,"LINESTRING (114.3460189 30.478323, 114.3460146 30.4786986)",,,
1145382389,1399524951,0,98837265,tertiary,False,False,27.604,翠竹路,"LINESTRING (114.3477791 30.479111, 114.3477568 30.4788635)",,,
1145382389,1145382390,0,98837265,tertiary,False,True,9.464,翠竹路,"LINESTRING (114.3477791 30.479111, 114.3477927 30.4791953)",,,
1145382389,1145387995,0,99001701,residential,False,False,25.261,,"LINESTRING (114.3477791 30.479111, 114.3475155 30.4791113)",,,
1145382390,1145382389,0,98837265,tertiary,False,False,9.464,翠竹路,"LINESTRING (114.3477927 30.4791953, 114.3477791 30.479111)",,,
1145382390,1124414212,0,98837265,tertiary,False,True,27.453,翠竹路,"LINESTRING (114.3477927 30.4791953, 114.3478393 30.4794389)",,,
1145382390,1145382356,0,99001697,residential,False,True,69.167,,"LINESTRING (114.3477927 30.4791953, 114.347071 30.4791866)",,,
1145382391,1224008790,0,97053052,tertiary,False,False,38.968,学院路,"LINESTRING (114.3481164 30.4783482, 114.3477098 30.4783433)",,,
1145382391,1143424431,0,97053052,tertiary,False,True,11.146,学院路,"LINESTRING (114.3481164 30.4783482, 114.3482327 30.4783496)",,,
1145382391,1145382354,0,99001698,steps,False,False,34.675,,"LINESTRING (114.3481164 30.4783482, 114.3481108 30.4780364)",,,
1145387973,1145388013,0,97094216,residential,False,False,80.215,,"LINESTRING (114.3456133 30.4771915, 114.3456264 30.4764702)",,,
1145387973,1221088100,0,97094216,residential,False,True,125.26,,"LINESTRING (114.3456133 30.4771915, 114.3455969 30.4783179)",,,
1145387973,1145387974,0,99002085,residential,False,False,47.667,,"LINESTRING (114.3456133 30.4771915, 114.3461107 30.477194)",,,
1145387973,1145387982,0,99002085,residential,False,True,45.383,,"LINESTRING (114.3456133 30.4771915, 114.3451398 30.4771986)",,,
1145387974,1145387973,0,99002085,residential,False,True,47.667,,"LINESTRING (114.3461107 30.477194, 114.3456133 30.4771915)",,,
1145387982,1145387973,0,99002085,residential,False,False,45.383,,"LINESTRING (114.3451398 30.4771986, 114.3456133 30.4771915)",,,
1145387994,1145387995,0,99002087,residential,False,False,27.621,,"LINESTRING (114.3475162 30.4788629, 114.3475155 30.4791113)",,,
1145387994,1145387996,0,99002087,residential,False,True,39.109,,"LINESTRING (114.3475162 30.4788629, 114.3471081 30.4788647)",,,
1145387994,1399524951,0,126186321,footway,False,False,23.057,,"LINESTRING (114.3475162 30.4788629, 114.3477568 30.4788635)",,,
1145387995,1145382361,0,99001701,residential,False,False,38.067,,"LINESTRING (114.3475155 30.4791113, 114.3471184 30.4791022)",,,
1145387995,1145382389,0,99001701,residential,False,True,25.261,,"LINESTRING (114.3475155 30.4791113, 114.3477791 30.479111)",,,
1145387995,1145387994,0,99002087,residential,False,True,27.621,,"LINESTRING (114.3475155 30.4791113, 114.3475162 30.4788629)",,,
1145387996,1145382361,0,99001696,footway,False,True,26.427,,"LINESTRING (114.3471081 30.4788647, 114.3471184 30.4791022)",,,
1145387996,1145387994,0,99002087,residential,False,False,39.109,,"LINESTRING (114.3471081 30.4788647, 114.3475162 30.4788629)",,,
1145387996,1145382350,0,99001696,footway,False,False,59.676,,"LINESTRING (114.3471081 30.4788647, 114.3471023 30.478734, 114.3471294 30.4787014, 114.3471077 30.4783361)",,,
1145387997,1124470906,0,97055872,residential,False,False,25.455,,"LINESTRING (114.3464365 30.479203, 114.3464452 30.4794318)",,,
1145387997,1145382348,0,97055872,residential,False,True,24.309,,"LINESTRING (114.3464365 30.479203, 114.3464446 30.4789845)",,,
1145387997,1145387998,0,99002088,residential,False,False,38.926,,"LINESTRING (114.3464365 30.479203, 114.3460303 30.479203)",,,
1145387998,1145382385,0,99001692,residential,False,False,25.226,,"LINESTRING (114.3460303 30.479203, 114.3460177 30.4789764)",,,
1145387998,1145382383,0,99001692,residential,False,True,25.515,,"LINESTRING (114.3460303 30.479203, 114.3460547 30.4794315)",,,
1145387998,1145387997,0,99002088,residential,False,True,38.926,,"LINESTRING (114.3460303 30.479203, 114.3464365 30.479203)",,,
1145388000,1145382388,0,99001692,residential,False,False,41.767,,"LINESTRING (114.3460146 30.4786986, 114.3460189 30.478323)",,,
1145388000,1145382385,0,99001692,residential,False,True,30.891,,"LINESTRING (114.3460146 30.4786986, 114.3460177 30.4789764)",,,
1145388000,1399523488,0,99002089,residential,False,True,33.282,,"LINESTRING (114.3460146 30.4786986, 114.3456673 30.4786986)",,,
1145388001,1124470908,0,97055866,residential,False,False,42.59,,"LINESTRING (114.3454018 30.4786986, 114.345413 30.4783157)",,,
1145388001,1124470907,0,97055866,residential,False,True,80.642,,"LINESTRING (114.3454018 30.4786986, 114.3453807 30.4794236)",,,
1145388001,1399523488,0,99002089,residential,False,False,25.443,,"LINESTRING (114.3454018 30.4786986, 114.3456673 30.4786986)",,,
1145388004,1145388007,0,99002090,residential,False,False,31.789,,"LINESTRING (114.344717 30.4763832, 114.3450486 30.4763757)",,,
1145388007,1145388008,0,99002090,residential,False,False,42.993,,"LINESTRING (114.3450486 30.4763757, 114.3450608 30.4759892)",,,
1145388007,1145388004,0,99002090,residential,False,True,31.789,,"LINESTRING (114.3450486 30.4763757, 114.344717 30.4763832)",,,
1145388007,1145388015,0,99002094,residential,False,True,9.998,,"LINESTRING (114.3450486 30.4763757, 114.3450507 30.4764656)",,,
1145388008,1124861508,0,98582999,tertiary,False,True,55.645,狮子山大道,"LINESTRING (114.3450608 30.4759892, 114.3456411 30.4760064)",,,
1145388008,1145388007,0,99002090,residential,False,True,42.993,,"LINESTRING (114.3450608 30.4759892, 114.3450486 30.4763757)",,,
1145388008,1221088123,0,481287469,tertiary,True,False,59.15,狮子山大道,"LINESTRING (114.3450608 30.4759892, 114.3444449 30.476024)",,2,
1145388010,1145388015,0,99002094,residential,False,False,47.222,,"LINESTRING (114.3447197 30.4766061, 114.3450539 30.4766022, 114.3450507 30.4764656)",,,
1145388013,1124861508,0,97094216,residential,False,False,51.592,,"LINESTRING (114.3456264 30.4764702, 114.3456411 30.4760064)",,,
1145388013,1145387973,0,97094216,residential,False,True,80.215,,"LINESTRING (114.3456264 30.4764702, 114.3456133 30.4771915)",,,
1145388013,1145388014,0,99002091,residential,False,False,45.911,,"LINESTRING (114.3456264 30.4764702, 114.3461054 30.4764774)",,,
1145388013,1145388015,0,"[99002091, 99002093]","['steps', 'residential']",False,True,55.208,,"LINESTRING (114.3456264 30.4764702, 114.3451398 30.4764727, 114.3450507 30.4764656)",,,
1145388014,1145388013,0,99002091,residential,False,True,45.911,,"LINESTRING (114.3461054 30.4764774, 114.3456264 30.4764702)",,,
1145388015,1145388007,0,99002094,residential,False,False,9.998,,"LINESTRING (114.3450507 30.4764656, 114.3450486 30.4763757)",,,
1145388015,1145388013,0,"[99002091, 99002093]","['residential', 'steps']",False,False,55.208,,"LINESTRING (114.3450507 30.4764656, 114.3451398 30.4764727, 114.3456264 30.4764702)",,,
1145388015,1145388010,0,99002094,residential,False,True,47.222,,"LINESTRING (114.3450507 30.4764656, 114.3450539 30.4766022, 114.3447197 30.4766061)",,,
1145390918,1145375841,0,98837265,tertiary,False,True,108.673,翠竹路,"LINESTRING (114.3476138 30.4770625, 114.347681 30.4780381)",,,
1145390918,1145375947,0,98837265,tertiary,False,False,29.137,翠竹路,"LINESTRING (114.3476138 30.4770625, 114.347611 30.476969, 114.3475944 30.4768011)",,,
1145390918,8734423186,0,943319216,footway,False,True,27.022,,"LINESTRING (114.3476138 30.4770625, 114.347543 30.4770691, 114.3473325 30.4770782)",,,
1145394689,1124414301,0,99002518,residential,False,True,68.526,,"LINESTRING (114.3472273 30.4812623, 114.3479424 30.4812623)",,,
1145394689,1143435698,0,106362324,residential,False,True,35.342,,"LINESTRING (114.3472273 30.4812623, 114.3472218 30.4815801)",,,
1145394689,1143465693,0,106362324,residential,False,False,36.594,,"LINESTRING (114.3472273 30.4812623, 114.3472279 30.4810656, 114.3472284 30.4809332)",,,
1145394708,1143435720,0,98843973,footway,False,False,65.594,,"LINESTRING (114.3489032 30.481018, 114.3482187 30.4810166)",,,
1145394708,1143435746,0,98843973,footway,False,True,13.943000000000001,,"LINESTRING (114.3489032 30.481018, 114.3489702 30.4810156, 114.3490486 30.4810134)",,,
1145394708,1124414314,0,"[99002516, 99002519]","['steps', 'footway']",False,True,22.139000000000003,,"LINESTRING (114.3489032 30.481018, 114.3489153 30.4809, 114.3489335 30.4808209)",,,
1145394718,1143435720,0,98843985,footway,False,False,36.707,,"LINESTRING (114.3485988 30.4810575, 114.3482187 30.4810166)",,,
1145398046,1143421093,0,98842763,steps,False,True,47.301,,"LINESTRING (114.3510882 30.4809056, 114.3512172 30.480495)",,,
1145398046,1124414314,0,"[97053057, 98842799]","['path', 'unclassified']",False,False,207.07,松涛路,"LINESTRING (114.3510882 30.4809056, 114.3508424 30.4808601, 114.3489335 30.4808209)",,,
1145398046,1143421137,0,97053057,path,False,True,579.839,,"LINESTRING (114.3510882 30.4809056, 114.3515176 30.480985, 114.3527085 30.4811884, 114.3541784 30.4812439, 114.3560345 30.481096, 114.356615 30.4810244, 114.3566385 30.4809244, 114.3565667 30.4806226)",,,
1145398056,1143435686,0,98843980,steps,False,True,18.379,,"LINESTRING (114.3491148 30.4813918, 114.3491209 30.4812266)",,,
1145398059,1124414305,0,99002907,residential,False,False,27.801,,"LINESTRING (114.3483476 30.4807214, 114.3480575 30.4807241)",,,
1153929752,1153929821,0,98582980,unclassified,False,False,74.179,,"LINESTRING (114.3539287 30.47367, 114.3539247 30.4730029)",,,
1153929752,1221037724,0,98582980,unclassified,False,True,24.523,,"LINESTRING (114.3539287 30.47367, 114.3539407 30.4738903)",,,
1153929752,1143420712,0,98582987,unclassified,False,False,110.967,,"LINESTRING (114.3539287 30.47367, 114.3527708 30.4736713)",,,
1153929758,1153929765,0,99812506,residential,False,True,20.501,,"LINESTRING (114.350936 30.4815583, 114.3509301 30.4817426)",,,
1153929765,1153929758,0,99812506,residential,False,False,20.501,,"LINESTRING (114.3509301 30.4817426, 114.350936 30.4815583)",,,
1153929765,1153929768,0,99812506,residential,False,True,26.163,,"LINESTRING (114.3509301 30.4817426, 114.3509225 30.4819778)",,,
1153929765,1153929769,0,99812514,residential,False,False,17.929,,"LINESTRING (114.3509301 30.4817426, 114.350743 30.4817423)",,,
1153929766,7966695411,0,98842768,tertiary,False,False,51.196,学府路,"LINESTRING (114.350699 30.4732052, 114.3501844 30.4733288)",,,
1153929766,1140523081,0,98842768,tertiary,False,True,29.85,学府路,"LINESTRING (114.350699 30.4732052, 114.3509919 30.4731139)",,,
1153929766,1153929794,0,99812545,unclassified,False,False,150.356,,"LINESTRING (114.350699 30.4732052, 114.3522677 30.4731834)",,,
1153929767,1140522934,0,98582987,unclassified,False,True,10.728,,"LINESTRING (114.3522428 30.4736688, 114.3523547 30.4736713)",,,
1153929767,1153929819,0,98582987,unclassified,False,False,67.894,,"LINESTRING (114.3522428 30.4736688, 114.3520652 30.4736665, 114.3520649 30.474124)",,,
1153929767,1153929794,0,99812511,unclassified,False,True,54.076,,"LINESTRING (114.3522428 30.4736688, 114.3522405 30.4735883, 114.3522587 30.4732384, 114.3522677 30.4731834)",yes,,
1153929768,1153929765,0,99812506,residential,False,False,26.163,,"LINESTRING (114.3509225 30.4819778, 114.3509301 30.4817426)",,,
1153929768,1153929791,0,99812506,residential,False,True,21.892,,"LINESTRING (114.3509225 30.4819778, 114.3509162 30.4821746)",,,
1153929768,1153929798,0,99812525,residential,False,False,17.68,,"LINESTRING (114.3509225 30.4819778, 114.350738 30.4819778)",,,
1153929769,1143435693,0,98843984,residential,False,False,13.145,,"LINESTRING (114.350743 30.4817423, 114.3507408 30.4818605)",,,
1153929769,1143435749,0,98843984,residential,False,True,27.096,,"LINESTRING (114.350743 30.4817423, 114.3507503 30.4814987)",,,
1153929769,1153929765,0,99812514,residential,False,True,17.929,,"LINESTRING (114.350743 30.4817423, 114.3509301 30.4817426)",,,
1153929775,1153929885,0,99812536,service,False,False,24.759,,"LINESTRING (114.3536397 30.472409, 114.3535252 30.4722094)",,,
1153929775,1153929834,0,99812536,service,False,True,28.627,,"LINESTRING (114.3536397 30.472409, 114.3537367 30.4726525)",,,
1153929775,1153929831,0,99812543,service,False,True,84.542,,"LINESTRING (114.3536397 30.472409, 114.3528185 30.4726867)",,,
1153929777,1140522934,0,98582987,unclassified,False,False,6.498,,"LINESTRING (114.3524225 30.4736713, 114.3523547 30.4736713)",,,
