u,v,key,osmid,name,highway,access,oneway,reversed,length,geometry,service,maxspeed,lanes,bridge,width
3724427117,3724427115,0,368592185,,footway,,False,True,76.631,"LINESTRING (106.4099946 29.8186968, 106.4100499 29.8186275, 106.4100998 29.8184578, 106.4099633 29.8180447)",,,,,
3724427117,7847003884,0,"[840969976, 840969977, 840969975]",,footway,,False,False,45.403,"LINESTRING (106.4099946 29.8186968, 106.4099411 29.8186638, 106.4099083 29.8186416, 106.4098375 29.8186078, 106.4097721 29.8185019, 106.4096924 29.8184589, 106.4096535 29.8184313)",,,,yes,
3724427122,3724427110,0,368592184,,footway,,False,False,147.756,"LINESTRING (106.4094142 29.8189861, 106.4095208 29.8193333, 106.4101253 29.8191486, 106.4104191 29.8190267, 106.410452 29.818981, 106.4104991 29.8189157)",,,,,
3724427122,3724427115,0,368592184,,footway,,False,True,156.351,"LINESTRING (106.4094142 29.8189861, 106.4092227 29.8183618, 106.4092525 29.8182657, 106.4093845 29.8181882, 106.4099633 29.8180447)",,,,,
3724427122,3724427117,0,368592185,,footway,,False,True,65.89500000000001,"LINESTRING (106.4094142 29.8189861, 106.4096102 29.8189343, 106.4097336 29.8188863, 106.4098401 29.8188198, 106.4099293 29.8187659, 106.4099946 29.8186968)",,,,,
3724444666,7846353362,0,368592198,,service,,False,False,5.144,"LINESTRING (106.4142837 29.8180918, 106.4143367 29.8180867)",,,,,
3724444666,7935950732,0,368592198,,service,,False,True,7.011,"LINESTRING (106.4142837 29.8180918, 106.4142621 29.8180316)",,,,,
3724444666,7847165266,0,840863404,,footway,,False,True,7.777,"LINESTRING (106.4142837 29.8180918, 106.4142105 29.8181211)",,,,,
3724444669,7846353366,0,368592198,,service,,False,False,51.988,"LINESTRING (106.4144282 29.8180778, 106.4145917 29.8185233)",,,,,
3724444669,7846353362,0,368592198,,service,,False,True,8.883,"LINESTRING (106.4144282 29.8180778, 106.4143367 29.8180867)",,,,,
3724444669,7846353360,0,368592199,,path,,False,False,16.422,"LINESTRING (106.4144282 29.8180778, 106.4145919 29.8180373)",,,,,
3724444671,3724444672,0,368592199,,path,,False,False,18.459,"LINESTRING (106.4151286 29.8179044, 106.4152975 29.8179824)",,,,,
3724444671,7846353360,0,368592199,,path,,False,True,53.845,"LINESTRING (106.4151286 29.8179044, 106.4145919 29.8180373)",,,,,
3724444671,7846353361,0,840894876,,footway,,False,False,9.842,"LINESTRING (106.4151286 29.8179044, 106.415099 29.8178197)",,,,yes,
3724444672,3724444671,0,368592199,,path,,False,True,18.459,"LINESTRING (106.4152975 29.8179824, 106.4151286 29.8179044)",,,,,
3724444672,3724444682,0,368592206,,steps,,False,False,21.521,"LINESTRING (106.4152975 29.8179824, 106.4154482 29.8181251)",,,,,1
3724444672,7846353366,0,840894878,,footway,,False,False,106.85900000000001,"LINESTRING (106.4152975 29.8179824, 106.4153456 29.8181912, 106.4152359 29.8183006, 106.4150123 29.8183993, 106.4145917 29.8185233)",,,,,
3724444680,7846353313,0,368578310,,service,,False,False,37.383,"LINESTRING (106.4163388 29.8186742, 106.4162255 29.8183527)",,,,,
3724444680,7846353322,0,368578310,,service,,False,True,9.603,"LINESTRING (106.4163388 29.8186742, 106.4163667 29.8187571)",,,,,
3724444680,7846353312,0,840894864,,service,,False,True,69.908,"LINESTRING (106.4163388 29.8186742, 106.4156453 29.8188565)",,,,,
3724444682,3724444672,0,368592206,,steps,,False,True,21.521,"LINESTRING (106.4154482 29.8181251, 106.4152975 29.8179824)",,,,,1
3724444682,7846353310,0,840894859,,service,,False,False,46.777,"LINESTRING (106.4154482 29.8181251, 106.4155731 29.8184751, 106.4155697 29.8185293)",,25,,,
3724444682,7846353285,0,840894859,,service,,False,True,74.717,"LINESTRING (106.4154482 29.8181251, 106.4154365 29.8180298, 106.4154716 29.8179792, 106.4155439 29.8179488, 106.4160394 29.8178251)",,25,,,
3724444687,7846353321,0,368578310,,service,,False,False,27.885,"LINESTRING (106.4165495 29.8192998, 106.4164684 29.8190591)",,,,,
3724444687,3724320472,0,368578310,,service,,False,True,66.767,"LINESTRING (106.4165495 29.8192998, 106.4167582 29.8198723)",,,,,
3724444687,7846075847,0,368592198,,service,,False,True,128.481,"LINESTRING (106.4165495 29.8192998, 106.4152704 29.8196216)",,,,,
3724496334,7847004157,0,368597439,,service,,False,True,37.55,"LINESTRING (106.409834 29.8137765, 106.4094492 29.8138272)",driveway,,,,
3724496334,3724496347,0,368597440,,service,,False,True,36.156,"LINESTRING (106.409834 29.8137765, 106.4098501 29.8138589, 106.4101262 29.8138277)",driveway,,,,
3724496334,3724496337,0,840969994,,footway,,True,False,106.83099999999999,"LINESTRING (106.409834 29.8137765, 106.4098072 29.813561, 106.4102954 29.8134912, 106.4103437 29.8138031)",,,,,
3724496337,3724496347,0,368597440,,service,,False,False,21.161,"LINESTRING (106.4103437 29.8138031, 106.4101262 29.8138277)",driveway,,,,
3724496337,3724496349,0,840969995,,service,,False,False,8.619,"LINESTRING (106.4103437 29.8138031, 106.410432 29.8137913)",driveway,,,,
3724496338,3724496349,0,840969995,,service,,False,True,32.223,"LINESTRING (106.4107621 29.8137472, 106.410432 29.8137913)",driveway,,,,
3724496338,7847004082,0,840970002,,service,,True,False,94.648,"LINESTRING (106.4107621 29.8137472, 106.4107009 29.8135585, 106.4108189 29.813512, 106.4112526 29.8134531, 106.4112963 29.8134491, 106.4113446 29.8135655)",driveway,,,,
3724496340,3724496341,0,850678207,,service,,False,False,23.426,"LINESTRING (106.4113414 29.8137751, 106.4113647 29.8139848)",driveway,,,,
3724496340,3724496338,0,850678203,,service,,True,False,64.087,"LINESTRING (106.4113414 29.8137751, 106.4107943 29.8138403, 106.4107621 29.8137472)",driveway,,,,
3724496341,3724496354,0,305512083,,service,permissive,False,True,8.191,"LINESTRING (106.4113647 29.8139848, 106.4113503 29.8140574)",,,,,
3724496341,3724496340,0,850678207,,service,,False,True,23.426,"LINESTRING (106.4113647 29.8139848, 106.4113414 29.8137751)",driveway,,,,
3724496341,7847004076,0,"[305512083, 850678204]",,service,permissive,False,"[False, True]",108.33999999999999,"LINESTRING (106.4113647 29.8139848, 106.4114175 29.8139427, 106.4116604 29.8138915, 106.4118045 29.8138612, 106.4119422 29.8138607, 106.4120438 29.8138438, 106.4121596 29.8139113, 106.4122368 29.8139809, 106.4123221 29.8140994)",,,,,
3724496347,3724496337,0,368597440,,service,,False,True,21.161,"LINESTRING (106.4101262 29.8138277, 106.4103437 29.8138031)",driveway,,,,
3724496347,3724496348,0,368597442,,path,,False,False,26.154,"LINESTRING (106.4101262 29.8138277, 106.4101487 29.8140621)",,,,,
3724496347,3724496334,0,368597440,,service,,False,False,36.156,"LINESTRING (106.4101262 29.8138277, 106.4098501 29.8138589, 106.409834 29.8137765)",driveway,,,,
3724496348,3724496347,0,368597442,,path,,False,True,26.154,"LINESTRING (106.4101487 29.8140621, 106.4101262 29.8138277)",,,,,
3724496349,3724496338,0,840969995,,service,,False,False,32.223,"LINESTRING (106.410432 29.8137913, 106.4107621 29.8137472)",driveway,,,,
3724496349,3724496337,0,840969995,,service,,False,True,8.619,"LINESTRING (106.410432 29.8137913, 106.4103437 29.8138031)",driveway,,,,
3724496349,3724496353,0,368597443,,path,,False,False,76.08300000000001,"LINESTRING (106.410432 29.8137913, 106.4104705 29.8140574, 106.4108085 29.8140062, 106.4108247 29.8141237)",,,,,
3724496352,3724496353,0,368597443,,path,,False,True,12.913,"LINESTRING (106.4108407 29.814239, 106.4108247 29.8141237)",,,,,
3724496353,3724496352,0,368597443,,path,,False,False,12.913,"LINESTRING (106.4108247 29.8141237, 106.4108407 29.814239)",,,,,
3724496353,3724496354,0,368597444,,path,,False,False,51.242,"LINESTRING (106.4108247 29.8141237, 106.4113503 29.8140574)",,,,,
3724496353,3724496349,0,368597443,,path,,False,True,76.083,"LINESTRING (106.4108247 29.8141237, 106.4108085 29.8140062, 106.4104705 29.8140574, 106.410432 29.8137913)",,,,,
3724496354,3724496341,0,305512083,,service,permissive,False,False,8.191,"LINESTRING (106.4113503 29.8140574, 106.4113647 29.8139848)",,,,,
3724496354,3724496353,0,368597444,,path,,False,True,51.242,"LINESTRING (106.4113503 29.8140574, 106.4108247 29.8141237)",,,,,
3724496354,3106346038,0,305512083,,service,permissive,False,True,62.789,"LINESTRING (106.4113503 29.8140574, 106.4113638 29.8143111, 106.411447 29.8146133)",,,,,
3724521742,3724521743,0,368599423,,service,,False,False,20.299,"LINESTRING (106.4194605 29.8217718, 106.4196309 29.8216647)",,,,,
3724521742,7867520527,0,368599423,,service,,False,True,17.222,"LINESTRING (106.4194605 29.8217718, 106.4192822 29.8217795)",,,,,
3724521742,7867520528,0,843421734,,service,,False,False,15.516,"LINESTRING (106.4194605 29.8217718, 106.4193307 29.8218542)",,,,,
3724521743,3724521757,0,368599423,,service,,False,False,33.933,"LINESTRING (106.4196309 29.8216647, 106.4198731 29.8214434)",,,,,
3724521743,3724521742,0,368599423,,service,,False,True,20.299,"LINESTRING (106.4196309 29.8216647, 106.4194605 29.8217718)",,,,,
3724521743,3724521750,0,368599424,,path,,False,False,63.083999999999996,"LINESTRING (106.4196309 29.8216647, 106.4196676 29.8217111, 106.4200401 29.822107)",,,,,
3724521750,3724521743,0,368599424,,path,,False,True,63.083999999999996,"LINESTRING (106.4200401 29.822107, 106.4196676 29.8217111, 106.4196309 29.8216647)",,,,,
3724521752,9513722743,0,710422449,,service,,False,False,9.7,"LINESTRING (106.4206915 29.8222468, 106.4207504 29.8221761)",driveway,,,,
3724521752,9513722740,0,843421732,,service,,False,True,29.758,"LINESTRING (106.4206915 29.8222468, 106.4204889 29.822045)",,,,,
3724521752,7867520530,0,843421736,,service,,False,True,82.986,"LINESTRING (106.4206915 29.8222468, 106.420028 29.8227218)",,,,,
3724521752,9513722782,0,843421732,,service,,False,False,31.767,"LINESTRING (106.4206915 29.8222468, 106.4209149 29.8223892, 106.420957 29.8224158)",,,,,
3724521752,9513722781,0,843421739,,service,,False,True,39.007999999999996,"LINESTRING (106.4206915 29.8222468, 106.420662 29.8224763, 106.4206567 29.8225961)",,,,,
3724521753,6679473043,0,843421732,,service,,False,True,23.531,"LINESTRING (106.4216139 29.8224826, 106.4213872 29.8225607)",,,,,
3724521753,3724141343,0,843421758,,footway,,False,False,264.19100000000003,"LINESTRING (106.4216139 29.8224826, 106.4220183 29.8226142, 106.422711 29.8222346, 106.4231087 29.8226837, 106.4236008 29.8232685)",,,,,
3724521757,3724521743,0,368599423,,service,,False,True,33.933,"LINESTRING (106.4198731 29.8214434, 106.4196309 29.8216647)",,,,,
3724521757,3110234039,0,368599423,,service,,False,False,316.393,"LINESTRING (106.4198731 29.8214434, 106.4198752 29.8213475, 106.4198865 29.8211866, 106.4198213 29.8210271, 106.4197604 29.8209367, 106.418982 29.820002, 106.4187679 29.8199013, 106.418556 29.8198351, 106.4183964 29.8198372, 106.4182252 29.8198982, 106.4180865 29.819992, 106.4179126 29.8202546)",,,,,
3724521757,6679473052,0,368599426,,service,,False,False,50.677,"LINESTRING (106.4198731 29.8214434, 106.4199424 29.8214915, 106.4202421 29.8217669)",,,,,
3724580343,9935768680,0,1084258234,,steps,,False,False,30.226,"LINESTRING (106.4240981 29.8272226, 106.4243032 29.8270171)",,,,,
3724580354,7867521194,0,368553904,,service,,False,True,8.824,"LINESTRING (106.4248197 29.8273779, 106.4248584 29.827306)",,,,,
3724580354,7867916352,0,368553904,,service,,False,False,197.70299999999997,"LINESTRING (106.4248197 29.8273779, 106.4244455 29.8280044, 106.4240241 29.828633, 106.4239486 29.8287825, 106.4239066 29.8289608)",,,,,
3724580354,3724580360,0,368605819,,path,,False,False,84.005,"LINESTRING (106.4248197 29.8273779, 106.4248758 29.8275409, 106.4247872 29.8281212)",,,,,
3724580355,3724580360,0,368605819,,path,,False,True,6.212,"LINESTRING (106.4247798 29.8281767, 106.4247872 29.8281212)",,,,,
3724580360,3724580355,0,368605819,,path,,False,False,6.212,"LINESTRING (106.4247872 29.8281212, 106.4247798 29.8281767)",,,,,
3724580360,3724580354,0,368605819,,path,,False,True,84.005,"LINESTRING (106.4247872 29.8281212, 106.4248758 29.8275409, 106.4248197 29.8273779)",,,,,
3724580360,3724580362,0,368605821,,path,,False,False,24.284,"LINESTRING (106.4247872 29.8281212, 106.4249728 29.8281378, 106.424967 29.8281941)",,,,,
3724580360,3724580364,0,368605821,,path,,False,True,23.168,"LINESTRING (106.4247872 29.8281212, 106.424609 29.8281075, 106.4246061 29.8281606)",,,,,
3724580362,3724580360,0,368605821,,path,,False,True,24.284,"LINESTRING (106.424967 29.8281941, 106.4249728 29.8281378, 106.4247872 29.8281212)",,,,,
3724580364,3724580360,0,368605821,,path,,False,False,23.168,"LINESTRING (106.4246061 29.8281606, 106.424609 29.8281075, 106.4247872 29.8281212)",,,,,
3754268626,7867521412,0,842765844,,service,,False,True,84.974,"LINESTRING (106.4184181 29.8232827, 106.4190529 29.8238125)",,,,,
3754268626,3110234061,0,371876814,,footway,,False,False,109.19599999999998,"LINESTRING (106.4184181 29.8232827, 106.4186898 29.8230847, 106.4187675 29.8229916, 106.4188239 29.8228543, 106.4188346 29.8227263, 106.4188602 29.8226029, 106.4189646 29.8224713)",,,,,
3754268626,7862085038,0,842765844,,service,,False,False,85.36,"LINESTRING (106.4184181 29.8232827, 106.4182272 29.8231252, 106.4181433 29.8230924, 106.4180381 29.823078, 106.4179136 29.823082, 106.4176352 29.8231749)",,,,,
3754268632,7867521412,0,371876815,,path,,False,False,82.917,"LINESTRING (106.4196109 29.8232834, 106.4195105 29.8235035, 106.4194193 29.8236013, 106.4192691 29.8237083, 106.4190529 29.8238125)",,,,,
3754268632,3110234061,0,842765845,,service,,True,False,109.852,"LINESTRING (106.4196109 29.8232834, 106.4195398 29.8231913, 106.4191681 29.822743, 106.4190867 29.8226509, 106.4190089 29.8225465, 106.4189646 29.8224713)",,25,,,
6679473043,3724521753,0,843421732,,service,,False,False,23.531,"LINESTRING (106.4213872 29.8225607, 106.4216139 29.8224826)",,,,,
6679473043,6679473044,0,843421732,,service,,False,True,20.447,"LINESTRING (106.4213872 29.8225607, 106.4211754 29.8225537)",,,,,
6679473043,9513722778,0,1032551493,,service,,False,False,27.981,"LINESTRING (106.4213872 29.8225607, 106.4213821 29.8226683, 106.4213365 29.8228067)",,,,,
6679473044,6679473043,0,843421732,,service,,False,False,20.447,"LINESTRING (106.4211754 29.8225537, 106.4213872 29.8225607)",,,,,
6679473044,9513722782,0,843421732,,service,,False,True,26.058,"LINESTRING (106.4211754 29.8225537, 106.420957 29.8224158)",,,,,
6679473044,9513722786,0,1032551496,,footway,,False,False,22.232,"LINESTRING (106.4211754 29.8225537, 106.4209838 29.8226648)",,,,,
6679473051,9513722743,0,710422449,,service,,False,True,82.084,"LINESTRING (106.420924 29.8214966, 106.4209725 29.8217301, 106.4209831 29.8218289, 106.4207605 29.822164, 106.4207504 29.8221761)",driveway,,,,
6679473051,6679473052,0,710422450,,service,,False,True,72.4,"LINESTRING (106.420924 29.8214966, 106.4204926 29.8216517, 106.4202421 29.8217669)",,,,,
6679473052,9513722747,0,843421732,,service,,False,False,5.514,"LINESTRING (106.4202421 29.8217669, 106.4202765 29.8218065)",,,,,
6679473052,3724521757,0,368599426,,service,,False,True,50.677,"LINESTRING (106.4202421 29.8217669, 106.4199424 29.8214915, 106.4198731 29.8214434)",,,,,
6679473052,6679473051,0,710422450,,service,,False,False,72.4,"LINESTRING (106.4202421 29.8217669, 106.4204926 29.8216517, 106.420924 29.8214966)",,,,,
7845776642,7845876711,0,840842342,,service,,False,False,12.724,"LINESTRING (106.4128831 29.818629, 106.4127557 29.8186586)",driveway,,,,
7845776642,7845876700,0,"[930479136, 930479137, 930479135]",,service,,False,False,41.121,"LINESTRING (106.4128831 29.818629, 106.4129662 29.8186906, 106.4130266 29.8187509, 106.4130484 29.8187748, 106.4131263 29.8188513, 106.4131935 29.8188739)",driveway,25,,,4
7845776642,7845876700,1,"[930479132, 930479133, 930479134, 930479135]",,service,,False,True,130.09300000000002,"LINESTRING (106.4128831 29.818629, 106.412846 29.8185208, 106.4128277 29.818477, 106.4128143 29.818445, 106.4127952 29.8183992, 106.4128108 29.8183637, 106.4128796 29.8183427, 106.4129294 29.8183276, 106.4130264 29.8183262, 106.4131158 29.818377, 106.4132082 29.8184559, 106.4132883 29.8185347, 106.4133299 29.8186096, 106.4133315 29.8186991, 106.4133082 29.8187405, 106.4132849 29.8187819, 106.4131935 29.8188739)",driveway,25,,,4
7845776648,7845876735,0,840842351,,service,,False,False,14.122,"LINESTRING (106.4135783 29.8191576, 106.4134371 29.8191911)",driveway,,,,
7845776648,7846075806,0,"[930479139, 930479140, 840830767]",,service,,False,False,34.959,"LINESTRING (106.4135783 29.8191576, 106.4136444 29.8192345, 106.4136798 29.819281, 106.4136973 29.819304, 106.4137099 29.8193205, 106.4137134 29.819408, 106.4136936 29.8194299)",driveway,25,,,4
7845776648,7845876700,0,"[930479137, 930479138, 930479139]",,service,,False,True,50.983,"LINESTRING (106.4135783 29.8191576, 106.413469 29.8190217, 106.4134554 29.8190006, 106.4134202 29.818953, 106.4133564 29.8189325, 106.4133236 29.8189203, 106.4132726 29.8189012, 106.4131935 29.8188739)",driveway,25,,,4
7845776658,7845776659,0,840830767,,service,,False,False,11.397,"LINESTRING (106.4134739 29.819717, 106.4135243 29.8198097)",driveway,25,,,4
7845776658,7846075805,0,840830767,,service,,False,True,41.67,"LINESTRING (106.4134739 29.819717, 106.4134277 29.8196264, 106.4134427 29.81958, 106.4134515 29.8195508, 106.4134905 29.819517, 106.4135754 29.8194848, 106.4136495 29.8194595)",driveway,25,,,4
7845776658,8744634524,0,840845616,,service,,False,True,35.995999999999995,"LINESTRING (106.4134739 29.819717, 106.4132548 29.8196133, 106.4131529 29.8195527)",driveway,,,,
7845776659,7845776658,0,840830767,,service,,False,True,11.397,"LINESTRING (106.4135243 29.8198097, 106.4134739 29.819717)",driveway,25,,,4
7845776659,8744595880,0,"[840830768, 840830767]",,service,,False,False,10.713,"LINESTRING (106.4135243 29.8198097, 106.4135641 29.8198743, 106.4135706 29.8198967)",driveway,25,,,4
7845776659,7846075858,0,"[840842348, 840842349]",,"['steps', 'path']",yes,False,False,148.31599999999997,"LINESTRING (106.4135243 29.8198097, 106.4139717 29.8199932, 106.4140832 29.81996, 106.4141515 29.8201505, 106.4143714 29.8201386, 106.4145842 29.8201329, 106.4146889 29.8200247, 106.4147396 29.8199513)",,,,,
7845776666,8744634643,0,306178746,,service,,False,False,39.755,"LINESTRING (106.4133033 29.8203604, 106.412954 29.8201707)",,,,,
7845776666,3110234043,0,306178746,,service,,False,True,47.353,"LINESTRING (106.4133033 29.8203604, 106.4137164 29.8205904)",,,,,
7845776666,8744595880,0,840830768,,service,,False,True,63.336999999999996,"LINESTRING (106.4133033 29.8203604, 106.4133708 29.8202637, 106.4134435 29.820178, 106.413543 29.8201128, 106.413585 29.8200775, 106.4136124 29.8200293, 106.4135871 29.8199529, 106.4135706 29.8198967)",driveway,25,,,
7845876688,7845876711,0,840842343,,service,,False,True,9.965,"LINESTRING (106.4127309 29.8185716, 106.4127557 29.8186586)",driveway,,,,
7845876700,7845776642,0,"[930479132, 930479133, 930479134, 930479135]",,service,,False,False,130.093,"LINESTRING (106.4131935 29.8188739, 106.4132849 29.8187819, 106.4133082 29.8187405, 106.4133315 29.8186991, 106.4133299 29.8186096, 106.4132883 29.8185347, 106.4132082 29.8184559, 106.4131158 29.818377, 106.4130264 29.8183262, 106.4129294 29.8183276, 106.4128796 29.8183427, 106.4128108 29.8183637, 106.4127952 29.8183992, 106.4128143 29.818445, 106.4128277 29.818477, 106.412846 29.8185208, 106.4128831 29.818629)",driveway,25,,,4
7845876700,7845776642,1,"[930479136, 930479137, 930479135]",,service,,False,True,41.121,"LINESTRING (106.4131935 29.8188739, 106.4131263 29.8188513, 106.4130484 29.8187748, 106.4130266 29.8187509, 106.4129662 29.8186906, 106.4128831 29.818629)",driveway,25,,,4
7845876700,7845776648,0,"[930479137, 930479138, 930479139]",,service,,False,False,50.983000000000004,"LINESTRING (106.4131935 29.8188739, 106.4132726 29.8189012, 106.4133236 29.8189203, 106.4133564 29.8189325, 106.4134202 29.818953, 106.4134554 29.8190006, 106.413469 29.8190217, 106.4135783 29.8191576)",driveway,25,,,4
7845876710,7845876711,0,840842342,,service,,False,True,4.031,"LINESTRING (106.4127156 29.8186688, 106.4127557 29.8186586)",driveway,,,,
7845876711,7845876710,0,840842342,,service,,False,False,4.031,"LINESTRING (106.4127557 29.8186586, 106.4127156 29.8186688)",driveway,,,,
7845876711,7845776642,0,840842342,,service,,False,True,12.724,"LINESTRING (106.4127557 29.8186586, 106.4128831 29.818629)",driveway,,,,
7845876711,7845876688,0,840842343,,service,,False,False,9.965,"LINESTRING (106.4127557 29.8186586, 106.4127309 29.8185716)",driveway,,,,
7845876716,7845876717,0,840842346,,steps,,False,False,7.987,"LINESTRING (106.4127691 29.8190306, 106.4126921 29.819057)",,,,,
7845876717,7845876716,0,840842346,,steps,,False,True,7.987,"LINESTRING (106.4126921 29.819057, 106.4127691 29.8190306)",,,,,
7845876717,7845876718,0,840842347,,path,,False,False,27.039,"LINESTRING (106.4126921 29.819057, 106.4124266 29.8191349)",,,,,
7845876717,7935950730,0,840842347,,path,,False,True,22.615,"LINESTRING (106.4126921 29.819057, 106.4126475 29.8191434, 106.4126294 29.8191998, 106.4126142 29.8192482)",,,,,
7845876718,7845876717,0,840842347,,path,,False,True,27.039,"LINESTRING (106.4124266 29.8191349, 106.4126921 29.819057)",,,,,
7845876718,7935950730,0,840845616,,service,,False,False,22.051,"LINESTRING (106.4124266 29.8191349, 106.4126142 29.8192482)",driveway,,,,
7845876718,8744595872,0,840845616,,service,,False,True,76.297,"LINESTRING (106.4124266 29.8191349, 106.4117796 29.8187403)",driveway,,,,
7845876719,7845876735,0,840842352,,service,,False,False,10.642,"LINESTRING (106.4133699 29.8191152, 106.4134371 29.8191911)",driveway,,,,
7845876720,7846075805,0,840863402,,service,,False,False,10.241,"LINESTRING (106.4136178 29.8193716, 106.4136495 29.8194595)",driveway,,,,
7845876721,7846075806,0,840863403,,path,,False,False,11.875,"LINESTRING (106.4137261 29.8195329, 106.4136936 29.8194299)",,,,,
7845876734,7845876735,0,840842351,,service,,False,True,6.892,"LINESTRING (106.4133691 29.8192101, 106.4134371 29.8191911)",driveway,,,,
7845876735,7845876734,0,840842351,,service,,False,False,6.892,"LINESTRING (106.4134371 29.8191911, 106.4133691 29.8192101)",driveway,,,,
7845876735,7845776648,0,840842351,,service,,False,True,14.122,"LINESTRING (106.4134371 29.8191911, 106.4135783 29.8191576)",driveway,,,,
7845876735,7845876719,0,840842352,,service,,False,True,10.642,"LINESTRING (106.4134371 29.8191911, 106.4133699 29.8191152)",driveway,,,,
7846075805,7845876720,0,840863402,,service,,False,True,10.241,"LINESTRING (106.4136495 29.8194595, 106.4136178 29.8193716)",driveway,,,,
7846075805,7845776658,0,840830767,,service,,False,False,41.67,"LINESTRING (106.4136495 29.8194595, 106.4135754 29.8194848, 106.4134905 29.819517, 106.4134515 29.8195508, 106.4134427 29.81958, 106.4134277 29.8196264, 106.4134739 29.819717)",driveway,25,,,4
7846075805,7846075806,0,840830767,,service,,False,True,5.573,"LINESTRING (106.4136495 29.8194595, 106.4136745 29.819451, 106.4136936 29.8194299)",driveway,25,,,4
7846075806,7845876721,0,840863403,,path,,False,True,11.875,"LINESTRING (106.4136936 29.8194299, 106.4137261 29.8195329)",,,,,
7846075806,7846075805,0,840830767,,service,,False,False,5.573,"LINESTRING (106.4136936 29.8194299, 106.4136745 29.819451, 106.4136495 29.8194595)",driveway,25,,,4
7846075806,7845776648,0,"[930479139, 930479140, 840830767]",,service,,False,True,34.958999999999996,"LINESTRING (106.4136936 29.8194299, 106.4137134 29.819408, 106.4137099 29.8193205, 106.4136973 29.819304, 106.4136798 29.819281, 106.4136444 29.8192345, 106.4135783 29.8191576)",driveway,25,,,4
7846075847,3724444687,0,368592198,,service,,False,False,128.481,"LINESTRING (106.4152704 29.8196216, 106.4165495 29.8192998)",,,,,
7846075847,7846076916,0,368592198,,service,,False,True,36.562,"LINESTRING (106.4152704 29.8196216, 106.4152144 29.8196836, 106.4151308 29.819846, 106.4150786 29.8199022)",,,,,
7846075847,7846075856,0,840863411,,steps,yes,False,False,47.314,"LINESTRING (106.4152704 29.8196216, 106.4151786 29.8196, 106.4147966 29.8196883)",,,,,
7846075847,7846353312,0,840894859,,service,,False,True,94.42099999999999,"LINESTRING (106.4152704 29.8196216, 106.4155615 29.8191715, 106.4156393 29.8190364, 106.4156499 29.818978, 106.415657 29.8189013, 106.4156453 29.8188565)",,25,,,
7846075856,7846075859,0,368592198,,service,,False,False,20.741,"LINESTRING (106.4147966 29.8196883, 106.4148249 29.8198253, 106.4148524 29.8198662)",,,,,
7846075856,7846353366,0,368592198,,service,,False,True,134.657,"LINESTRING (106.4147966 29.8196883, 106.4147865 29.8196418, 106.4147776 29.8195824, 106.4147864 29.8194904, 106.414846 29.8193697, 106.4148537 29.8192792, 106.4146857 29.8187795, 106.4145917 29.8185233)",,,,,
7846075856,7846075847,0,840863411,,steps,yes,False,True,47.314,"LINESTRING (106.4147966 29.8196883, 106.4151786 29.8196, 106.4152704 29.8196216)",,,,,
7846075858,7846075859,0,840863412,,path,,False,False,14.421,"LINESTRING (106.4147396 29.8199513, 106.4148524 29.8198662)",,,,,
7846075858,7846076914,0,840863420,,path,,False,False,5.501,"LINESTRING (106.4147396 29.8199513, 106.4146869 29.8199324)",,,,,
7846075858,7845776659,0,"[840842348, 840842349]",,"['steps', 'path']",yes,False,True,148.316,"LINESTRING (106.4147396 29.8199513, 106.4146889 29.8200247, 106.4145842 29.8201329, 106.4143714 29.8201386, 106.4141515 29.8201505, 106.4140832 29.81996, 106.4139717 29.8199932, 106.4135243 29.8198097)",,,,,
7846075859,7846075858,0,840863412,,path,,False,True,14.421,"LINESTRING (106.4148524 29.8198662, 106.4147396 29.8199513)",,,,,
7846075859,7846076916,0,368592198,,service,,False,False,25.733,"LINESTRING (106.4148524 29.8198662, 106.4148756 29.8199008, 106.4149536 29.8199324, 106.4150649 29.8199169, 106.4150786 29.8199022)",,,,,
7846075859,7846075856,0,368592198,,service,,False,True,20.741,"LINESTRING (106.4148524 29.8198662, 106.4148249 29.8198253, 106.4147966 29.8196883)",,,,,
7846076914,7846075858,0,840863420,,path,,False,True,5.501,"LINESTRING (106.4146869 29.8199324, 106.4147396 29.8199513)",,,,,
7846076916,7846075847,0,368592198,,service,,False,False,36.562,"LINESTRING (106.4150786 29.8199022, 106.4151308 29.819846, 106.4152144 29.8196836, 106.4152704 29.8196216)",,,,,
7846076916,7846075859,0,368592198,,service,,False,True,25.733,"LINESTRING (106.4150786 29.8199022, 106.4150649 29.8199169, 106.4149536 29.8199324, 106.4148756 29.8199008, 106.4148524 29.8198662)",,,,,
7846076916,7846076925,0,840863421,,footway,,False,False,85.60000000000001,"LINESTRING (106.4150786 29.8199022, 106.4151115 29.819952, 106.4152224 29.819937, 106.4153022 29.8199581, 106.4153854 29.8200227, 106.4154235 29.82011, 106.4155223 29.8200889, 106.4156607 29.8203242)",,,,,
7846076924,3724320472,0,306178746,,service,,False,True,113.419,"LINESTRING (106.4157816 29.8204402, 106.4167582 29.8198723)",,,,,
7846076924,7846076925,0,840863421,,footway,,False,True,17.39,"LINESTRING (106.4157816 29.8204402, 106.4156607 29.8203242)",,,,,
7846076924,7846076938,0,306178746,,service,,False,False,59.721999999999994,"LINESTRING (106.4157816 29.8204402, 106.415681 29.8204872, 106.415553 29.8205501, 106.4153837 29.8205925, 106.4152032 29.8206089)",,,,,
