u,v,key,osmid,name,highway,access,oneway,reversed,length,geometry,service,maxspeed,lanes,bridge,width
7846076925,7846076924,0,840863421,,footway,,False,False,17.39,"LINESTRING (106.4156607 29.8203242, 106.4157816 29.8204402)",,,,,
7846076925,7846076926,0,840863422,,footway,,False,False,51.285,"LINESTRING (106.4156607 29.8203242, 106.4161232 29.8200968)",,,,,
7846076925,7846076916,0,840863421,,footway,,False,True,85.6,"LINESTRING (106.4156607 29.8203242, 106.4155223 29.8200889, 106.4154235 29.82011, 106.4153854 29.8200227, 106.4153022 29.8199581, 106.4152224 29.819937, 106.4151115 29.819952, 106.4150786 29.8199022)",,,,,
7846076926,7846076925,0,840863422,,footway,,False,True,51.285,"LINESTRING (106.4161232 29.8200968, 106.4156607 29.8203242)",,,,,
7846076938,7861724490,0,306178746,,service,,False,False,6.527,"LINESTRING (106.4152032 29.8206089, 106.4151357 29.8206129)",,,,,
7846076938,7846076939,0,840863425,,footway,,False,False,14.414,"LINESTRING (106.4152032 29.8206089, 106.4151589 29.8204851)",,,,,
7846076938,7846076924,0,306178746,,service,,False,True,59.721999999999994,"LINESTRING (106.4152032 29.8206089, 106.4153837 29.8205925, 106.415553 29.8205501, 106.415681 29.8204872, 106.4157816 29.8204402)",,,,,
7846076939,7846076938,0,840863425,,footway,,False,True,14.414,"LINESTRING (106.4151589 29.8204851, 106.4152032 29.8206089)",,,,,
7846353285,7846353335,0,368578310,,service,,False,False,22.059,"LINESTRING (106.4160394 29.8178251, 106.4159756 29.8176346)",,,,,
7846353285,7846353387,0,368578310,,service,,False,True,25.35,"LINESTRING (106.4160394 29.8178251, 106.4161163 29.8180431)",,,,,
7846353285,3724444682,0,840894859,,service,,False,False,74.717,"LINESTRING (106.4160394 29.8178251, 106.4155439 29.8179488, 106.4154716 29.8179792, 106.4154365 29.8180298, 106.4154482 29.8181251)",,25,,,
7846353310,7846353394,0,840894883,,service,,False,False,38.626,"LINESTRING (106.4155697 29.8185293, 106.4151791 29.8186056)",driveway,,,,
7846353310,7846353312,0,840894859,,service,,False,False,37.366,"LINESTRING (106.4155697 29.8185293, 106.4155661 29.8185885, 106.4156145 29.8187385, 106.4156453 29.8188565)",,25,,,
7846353310,3724444682,0,840894859,,service,,False,True,46.777,"LINESTRING (106.4155697 29.8185293, 106.4155731 29.8184751, 106.4154482 29.8181251)",,25,,,
7846353310,7846353313,0,"[840894865, 840894863]",,"['steps', 'path']",,False,False,66.245,"LINESTRING (106.4155697 29.8185293, 106.4160586 29.8183979, 106.4162255 29.8183527)",,,,,
7846353312,3724444680,0,840894864,,service,,False,False,69.908,"LINESTRING (106.4156453 29.8188565, 106.4163388 29.8186742)",,,,,
7846353312,7846075847,0,840894859,,service,,False,False,94.42099999999999,"LINESTRING (106.4156453 29.8188565, 106.415657 29.8189013, 106.4156499 29.818978, 106.4156393 29.8190364, 106.4155615 29.8191715, 106.4152704 29.8196216)",,25,,,
7846353312,7846353310,0,840894859,,service,,False,True,37.366,"LINESTRING (106.4156453 29.8188565, 106.4156145 29.8187385, 106.4155661 29.8185885, 106.4155697 29.8185293)",,25,,,
7846353313,3724444680,0,368578310,,service,,False,True,37.383,"LINESTRING (106.4162255 29.8183527, 106.4163388 29.8186742)",,,,,
7846353313,7846353387,0,368578310,,service,,False,False,36.002,"LINESTRING (106.4162255 29.8183527, 106.4162225 29.8183443, 106.4161163 29.8180431)",,,,,
7846353313,7846353310,0,"[840894865, 840894863]",,"['steps', 'path']",,False,True,66.245,"LINESTRING (106.4162255 29.8183527, 106.4160586 29.8183979, 106.4155697 29.8185293)",,,,,
7846353319,7846353322,0,840894870,,steps,,False,True,15.475,"LINESTRING (106.4165165 29.8187076, 106.4164406 29.8187299, 106.4163667 29.8187571)",,,,,
7846353320,7846353321,0,840894869,,steps,,False,True,15.026,"LINESTRING (106.4166166 29.8190176, 106.4165447 29.8190392, 106.4164684 29.8190591)",,,,,
7846353321,7846353322,0,368578310,,service,,False,False,34.985,"LINESTRING (106.4164684 29.8190591, 106.4163667 29.8187571)",,,,,
7846353321,3724444687,0,368578310,,service,,False,True,27.885,"LINESTRING (106.4164684 29.8190591, 106.4165495 29.8192998)",,,,,
7846353321,7846353320,0,840894869,,steps,,False,False,15.026,"LINESTRING (106.4164684 29.8190591, 106.4165447 29.8190392, 106.4166166 29.8190176)",,,,,
7846353322,3724444680,0,368578310,,service,,False,False,9.603,"LINESTRING (106.4163667 29.8187571, 106.4163388 29.8186742)",,,,,
7846353322,7846353321,0,368578310,,service,,False,True,34.985,"LINESTRING (106.4163667 29.8187571, 106.4164684 29.8190591)",,,,,
7846353322,7846353319,0,840894870,,steps,,False,False,15.475,"LINESTRING (106.4163667 29.8187571, 106.4164406 29.8187299, 106.4165165 29.8187076)",,,,,
7846353335,3724339770,0,368578310,,service,,False,False,12.902,"LINESTRING (106.4159756 29.8176346, 106.4159334 29.8175245)",,,,,
7846353335,7846353285,0,368578310,,service,,False,True,22.059,"LINESTRING (106.4159756 29.8176346, 106.4160394 29.8178251)",,,,,
7846353335,7846353336,0,840894872,,service,,False,False,32.959,"LINESTRING (106.4159756 29.8176346, 106.415647 29.8177157)",driveway,,,,
7846353336,7846353335,0,840894872,,service,,False,True,32.959,"LINESTRING (106.415647 29.8177157, 106.4159756 29.8176346)",driveway,,,,
7846353337,7846353342,0,305512092,,service,,False,False,40.438,"LINESTRING (106.4151276 29.8172179, 106.4155281 29.8171106)",,,,,
7846353337,7846353342,1,840894873,,service,,False,False,67.251,"LINESTRING (106.4151276 29.8172179, 106.4152345 29.8173529, 106.4153069 29.8173623, 106.4154486 29.8173302, 106.4155164 29.8172888, 106.4155281 29.8171106)",driveway,,,,
7846353337,3724320462,0,305512092,,service,,False,True,100.243,"LINESTRING (106.4151276 29.8172179, 106.4147243 29.8173353, 106.4146458 29.8173542, 106.4145675 29.817373, 106.4141322 29.8174752)",,,,,
7846353342,7846353417,0,305512092,,service,,False,False,24.257,"LINESTRING (106.4155281 29.8171106, 106.4157727 29.8170601)",,,,,
7846353342,7846353337,0,305512092,,service,,False,True,40.438,"LINESTRING (106.4155281 29.8171106, 106.4151276 29.8172179)",,,,,
7846353342,7846353337,1,840894873,,service,,False,True,67.251,"LINESTRING (106.4155281 29.8171106, 106.4155164 29.8172888, 106.4154486 29.8173302, 106.4153069 29.8173623, 106.4152345 29.8173529, 106.4151276 29.8172179)",driveway,,,,
7846353359,7846353360,0,840894875,,footway,,False,False,10.242,"LINESTRING (106.414565 29.8179482, 106.4145919 29.8180373)",,,,yes,
7846353360,3724444671,0,368592199,,path,,False,False,53.845,"LINESTRING (106.4145919 29.8180373, 106.4151286 29.8179044)",,,,,
7846353360,3724444669,0,368592199,,path,,False,True,16.422,"LINESTRING (106.4145919 29.8180373, 106.4144282 29.8180778)",,,,,
7846353360,7846353359,0,840894875,,footway,,False,True,10.242,"LINESTRING (106.4145919 29.8180373, 106.414565 29.8179482)",,,,yes,
7846353361,3724444671,0,840894876,,footway,,False,True,9.842,"LINESTRING (106.415099 29.8178197, 106.4151286 29.8179044)",,,,yes,
7846353362,3724444669,0,368592198,,service,,False,False,8.883,"LINESTRING (106.4143367 29.8180867, 106.4144282 29.8180778)",,,,,
7846353362,3724444666,0,368592198,,service,,False,True,5.144,"LINESTRING (106.4143367 29.8180867, 106.4142837 29.8180918)",,,,,
7846353362,3724320462,0,840894877,,steps,,False,True,70.8,"LINESTRING (106.4143367 29.8180867, 106.4141322 29.8174752)",,,,,
7846353366,3724444669,0,368592198,,service,,False,True,51.988,"LINESTRING (106.4145917 29.8185233, 106.4144282 29.8180778)",,,,,
7846353366,7846075856,0,368592198,,service,,False,False,134.65699999999998,"LINESTRING (106.4145917 29.8185233, 106.4146857 29.8187795, 106.4148537 29.8192792, 106.414846 29.8193697, 106.4147864 29.8194904, 106.4147776 29.8195824, 106.4147865 29.8196418, 106.4147966 29.8196883)",,,,,
7846353366,3724444672,0,840894878,,footway,,False,True,106.85899999999998,"LINESTRING (106.4145917 29.8185233, 106.4150123 29.8183993, 106.4152359 29.8183006, 106.4153456 29.8181912, 106.4152975 29.8179824)",,,,,
7846353387,7846353285,0,368578310,,service,,False,False,25.35,"LINESTRING (106.4161163 29.8180431, 106.4160394 29.8178251)",,,,,
7846353387,7846353388,0,840894881,,steps,,False,False,13.219,"LINESTRING (106.4161163 29.8180431, 106.4159862 29.8180804)",,,,,
7846353387,7846353313,0,368578310,,service,,False,True,36.002,"LINESTRING (106.4161163 29.8180431, 106.4162225 29.8183443, 106.4162255 29.8183527)",,,,,
7846353388,7846353387,0,840894881,,steps,,False,True,13.219,"LINESTRING (106.4159862 29.8180804, 106.4161163 29.8180431)",,,,,
7846353394,7846353310,0,840894883,,service,,False,True,38.626,"LINESTRING (106.4151791 29.8186056, 106.4155697 29.8185293)",driveway,,,,
7846353396,3724418673,0,368589375,,service,,False,True,10.568,"LINESTRING (106.4172701 29.8175999, 106.4172608 29.8175052)",driveway,,,,
7846353417,3724339781,0,305512092,,service,,False,False,39.881,"LINESTRING (106.4157727 29.8170601, 106.4156569 29.8167158)",,,,,
7846353417,7846353342,0,305512092,,service,,False,True,24.257,"LINESTRING (106.4157727 29.8170601, 106.4155281 29.8171106)",,,,,
7846353417,3724339770,0,368578310,,service,,False,True,53.916,"LINESTRING (106.4157727 29.8170601, 106.4159334 29.8175245)",,,,,
7846353417,3724339772,0,840894885,,service,,False,False,42.87,"LINESTRING (106.4157727 29.8170601, 106.416199 29.8169513)",driveway,,,,
7846353460,7861724675,0,368580108,,service,,False,False,85.313,"LINESTRING (106.416029 29.8164633, 106.4168776 29.8162475)",,,,,
7846353460,3724339782,0,368580108,,service,,False,True,27.202,"LINESTRING (106.416029 29.8164633, 106.4157575 29.8165293)",,,,,
7846353460,7846353463,0,840894893,,footway,,False,True,20.756,"LINESTRING (106.416029 29.8164633, 106.4160904 29.8166422)",,,,,
7846353461,7846353463,0,"[840894894, 840894895]",,"['steps', 'footway']",,False,False,16.216,"LINESTRING (106.4162515 29.8166008, 106.4161778 29.8166218, 106.4160904 29.8166422)",,,,,
7846353463,7846353460,0,840894893,,footway,,False,False,20.756,"LINESTRING (106.4160904 29.8166422, 106.416029 29.8164633)",,,,,
7846353463,3724339772,0,840894893,,footway,,False,True,35.932,"LINESTRING (106.4160904 29.8166422, 106.416199 29.8169513)",,,,,
7846353463,7846353461,0,"[840894894, 840894895]",,"['steps', 'footway']",,False,True,16.216,"LINESTRING (106.4160904 29.8166422, 106.4161778 29.8166218, 106.4162515 29.8166008)",,,,,
7846353464,3724418671,0,368589375,,service,,False,True,55.515,"LINESTRING (106.417117 29.8167068, 106.4169486 29.8162294)",driveway,,,,
7846353464,3724339773,0,840894896,,footway,,False,True,40.074,"LINESTRING (106.417117 29.8167068, 106.4167186 29.8168088)",,,,,
7846353464,3724418673,0,368589375,,service,,False,False,92.289,"LINESTRING (106.417117 29.8167068, 106.4173182 29.8173732, 106.4172608 29.8175052)",driveway,,,,
7846825756,8744634635,0,305512088,,service,permissive,False,False,64.802,"LINESTRING (106.4117375 29.8188004, 106.4113753 29.8192912)",,,,,
7846825756,7846825763,0,840953768,,service,,False,False,53.959,"LINESTRING (106.4117375 29.8188004, 106.4121921 29.8190831)",driveway,,,,
7846825756,8744595872,0,305512088,,service,permissive,False,True,7.824,"LINESTRING (106.4117375 29.8188004, 106.4117498 29.8187846, 106.4117796 29.8187403)",,,,,
7846825761,7846825763,0,840953769,,footway,,False,False,62.016000000000005,"LINESTRING (106.4117497 29.8191783, 106.4120102 29.8193246, 106.4121921 29.8190831)",,,,,
7846825763,7846825756,0,840953768,,service,,False,True,53.959,"LINESTRING (106.4121921 29.8190831, 106.4117375 29.8188004)",driveway,,,,
7846825763,8744634653,0,840953768,,service,,False,False,98.073,"LINESTRING (106.4121921 29.8190831, 106.4125493 29.8192949, 106.4127374 29.8194066, 106.4127555 29.8194285, 106.4127675 29.8194642, 106.4127689 29.8194887, 106.4127595 29.8195198, 106.4127048 29.8195954, 106.4126891 29.8196184, 106.4126828 29.8196467, 106.4126834 29.8196664, 106.4126891 29.8196894)",driveway,,,,
7846825763,7846825761,0,840953769,,footway,,False,True,62.016000000000005,"LINESTRING (106.4121921 29.8190831, 106.4120102 29.8193246, 106.4117497 29.8191783)",,,,,
7846863805,7846863806,0,840953776,,service,,False,False,10.768,"LINESTRING (106.4147019 29.8220794, 106.4147954 29.8221323)",,,,,
7846863805,7846863834,0,840953782,,footway,,False,True,21.866,"LINESTRING (106.4147019 29.8220794, 106.4145273 29.8222048)",,,,,
7846863805,7846863831,0,840953776,,service,,False,True,62.08,"LINESTRING (106.4147019 29.8220794, 106.4145393 29.8218783, 106.4144123 29.8215857)",,,,,
7846863806,7846863807,0,840953776,,service,,False,False,14.91,"LINESTRING (106.4147954 29.8221323, 106.4149499 29.8221287)",,,,,
7846863806,7846863805,0,840953776,,service,,False,True,10.768,"LINESTRING (106.4147954 29.8221323, 106.4147019 29.8220794)",,,,,
7846863806,7846863835,0,840953785,,footway,,False,True,22.793,"LINESTRING (106.4147954 29.8221323, 106.414767 29.8223358)",,,,,
7846863807,7846863806,0,840953776,,service,,False,True,14.91,"LINESTRING (106.4149499 29.8221287, 106.4147954 29.8221323)",,,,,
7846863808,7846863831,0,840953776,,service,,False,False,102.32799999999999,"LINESTRING (106.4139653 29.8207664, 106.414033 29.8208062, 106.4141408 29.8210138, 106.4142059 29.8212258, 106.414397 29.8215503, 106.4144123 29.8215857)",,,,,
7846863808,3110234043,0,840953776,,service,,False,True,36.945,"LINESTRING (106.4139653 29.8207664, 106.4139621 29.8206885, 106.4138586 29.8206984, 106.4137164 29.8205904)",,,,,
7846863808,7846863832,0,840953777,,service,,False,False,46.447,"LINESTRING (106.4139653 29.8207664, 106.4138659 29.8208759, 106.4137528 29.8210453, 106.4136728 29.82109)",,,,,
7846863810,7846863832,0,840953777,,service,,False,True,31.449,"LINESTRING (106.4133987 29.8212431, 106.4136728 29.82109)",,,,,
7846863810,7846863830,0,840953777,,service,,False,False,43.196,"LINESTRING (106.4133987 29.8212431, 106.4134179 29.8213468, 106.4136197 29.8215697)",,,,,
7846863810,7846863825,0,840953779,,footway,,False,True,106.155,"LINESTRING (106.4133987 29.8212431, 106.4131799 29.8211899, 106.4129838 29.8212304, 106.4130819 29.8216275, 106.4132547 29.8217207)",,,,,
7846863813,7846863834,0,840953782,,footway,,False,False,24.06,"LINESTRING (106.4143352 29.8223428, 106.4145273 29.8222048)",,,,,
7846863813,7846863821,0,840953782,,footway,,False,True,45.958,"LINESTRING (106.4143352 29.8223428, 106.413949 29.8225848)",,,,,
7846863813,7846863815,0,840953777,,service,,False,False,44.01,"LINESTRING (106.4143352 29.8223428, 106.4145927 29.8224871, 106.4147376 29.8225196)",,,,,
7846863813,7846863829,0,840953777,,service,,False,True,62.873000000000005,"LINESTRING (106.4143352 29.8223428, 106.413949 29.8219332, 106.4139232 29.8219047)",,,,,
7846863815,7846863835,0,840953785,,footway,,False,False,20.634,"LINESTRING (106.4147376 29.8225196, 106.414767 29.8223358)",,,,,
7846863815,7846863819,0,840953785,,footway,,False,True,29.456,"LINESTRING (106.4147376 29.8225196, 106.414641 29.8227709)",,,,,
7846863815,7846863819,1,"[840953777, 840953778]",,"['service', 'footway']",,False,False,90.22200000000001,"LINESTRING (106.4147376 29.8225196, 106.4149253 29.8224777, 106.4150433 29.8224917, 106.4151023 29.8225662, 106.414641 29.8227709)",,,,,
7846863815,7846863813,0,840953777,,service,,False,True,44.01,"LINESTRING (106.4147376 29.8225196, 106.4145927 29.8224871, 106.4143352 29.8223428)",,,,,
7846863819,7846863815,0,840953785,,footway,,False,False,29.456,"LINESTRING (106.414641 29.8227709, 106.4147376 29.8225196)",,,,,
7846863819,7846863815,1,"[840953777, 840953778]",,"['service', 'footway']",,False,True,90.22200000000001,"LINESTRING (106.414641 29.8227709, 106.4151023 29.8225662, 106.4150433 29.8224917, 106.4149253 29.8224777, 106.4147376 29.8225196)",,,,,
7846863819,7846863821,0,840953778,,footway,,False,False,71.352,"LINESTRING (106.414641 29.8227709, 106.4140402 29.8226592, 106.413949 29.8225848)",,,,,
7846863821,7846863813,0,840953782,,footway,,False,False,45.958,"LINESTRING (106.413949 29.8225848, 106.4143352 29.8223428)",,,,,
7846863821,7846863819,0,840953778,,footway,,False,True,71.352,"LINESTRING (106.413949 29.8225848, 106.4140402 29.8226592, 106.414641 29.8227709)",,,,,
7846863821,7846863823,0,840953779,,footway,,False,False,65.039,"LINESTRING (106.413949 29.8225848, 106.4135909 29.8223243, 106.4134928 29.8221663)",,,,,
7846863823,7846863829,0,840953780,,footway,,False,False,50.696,"LINESTRING (106.4134928 29.8221663, 106.4139232 29.8219047)",,,,,
7846863823,7846863825,0,840953779,,footway,,False,False,54.644999999999996,"LINESTRING (106.4134928 29.8221663, 106.41332 29.821826, 106.4132547 29.8217207)",,,,,
7846863823,7846863821,0,840953779,,footway,,False,True,65.039,"LINESTRING (106.4134928 29.8221663, 106.4135909 29.8223243, 106.413949 29.8225848)",,,,,
7846863825,7846863830,0,840953781,,footway,,False,False,39.01,"LINESTRING (106.4132547 29.8217207, 106.4136197 29.8215697)",,,,,
7846863825,7846863810,0,840953779,,footway,,False,False,106.155,"LINESTRING (106.4132547 29.8217207, 106.4130819 29.8216275, 106.4129838 29.8212304, 106.4131799 29.8211899, 106.4133987 29.8212431)",,,,,
7846863825,7846863823,0,840953779,,footway,,False,True,54.644999999999996,"LINESTRING (106.4132547 29.8217207, 106.41332 29.821826, 106.4134928 29.8221663)",,,,,
7846863829,7846863830,0,840953777,,service,,False,True,47.38,"LINESTRING (106.4139232 29.8219047, 106.4136197 29.8215697)",,,,,
7846863829,7846863823,0,840953780,,footway,,False,True,50.696,"LINESTRING (106.4139232 29.8219047, 106.4134928 29.8221663)",,,,,
7846863829,7846863833,0,840953783,,footway,,False,False,25.223,"LINESTRING (106.4139232 29.8219047, 106.4141322 29.8217684)",,,,,
7846863829,7846863813,0,840953777,,service,,False,False,62.873000000000005,"LINESTRING (106.4139232 29.8219047, 106.413949 29.8219332, 106.4143352 29.8223428)",,,,,
7846863830,7846863829,0,840953777,,service,,False,False,47.38,"LINESTRING (106.4136197 29.8215697, 106.4139232 29.8219047)",,,,,
7846863830,7846863825,0,840953781,,footway,,False,True,39.01,"LINESTRING (106.4136197 29.8215697, 106.4132547 29.8217207)",,,,,
7846863830,7846863810,0,840953777,,service,,False,True,43.196,"LINESTRING (106.4136197 29.8215697, 106.4134179 29.8213468, 106.4133987 29.8212431)",,,,,
7846863831,7846863833,0,840953783,,footway,,False,True,33.806,"LINESTRING (106.4144123 29.8215857, 106.4141322 29.8217684)",,,,,
7846863831,7846863805,0,840953776,,service,,False,False,62.08,"LINESTRING (106.4144123 29.8215857, 106.4145393 29.8218783, 106.4147019 29.8220794)",,,,,
7846863831,7846863808,0,840953776,,service,,False,True,102.328,"LINESTRING (106.4144123 29.8215857, 106.414397 29.8215503, 106.4142059 29.8212258, 106.4141408 29.8210138, 106.414033 29.8208062, 106.4139653 29.8207664)",,,,,
7846863832,7846863810,0,840953777,,service,,False,False,31.449,"LINESTRING (106.4136728 29.82109, 106.4133987 29.8212431)",,,,,
7846863832,7846863833,0,840953784,,footway,,False,False,87.49,"LINESTRING (106.4136728 29.82109, 106.4141322 29.8217684)",,,,,
7846863832,7846863808,0,840953777,,service,,False,True,46.447,"LINESTRING (106.4136728 29.82109, 106.4137528 29.8210453, 106.4138659 29.8208759, 106.4139653 29.8207664)",,,,,
7846863833,7846863831,0,840953783,,footway,,False,False,33.806,"LINESTRING (106.4141322 29.8217684, 106.4144123 29.8215857)",,,,,
7846863833,7846863829,0,840953783,,footway,,False,True,25.223,"LINESTRING (106.4141322 29.8217684, 106.4139232 29.8219047)",,,,,
7846863833,7846863834,0,840953784,,footway,,False,False,61.705,"LINESTRING (106.4141322 29.8217684, 106.4145273 29.8222048)",,,,,
7846863833,7846863832,0,840953784,,footway,,False,True,87.49,"LINESTRING (106.4141322 29.8217684, 106.4136728 29.82109)",,,,,
7846863834,7846863805,0,840953782,,footway,,False,False,21.866,"LINESTRING (106.4145273 29.8222048, 106.4147019 29.8220794)",,,,,
7846863834,7846863813,0,840953782,,footway,,False,True,24.06,"LINESTRING (106.4145273 29.8222048, 106.4143352 29.8223428)",,,,,
7846863834,7846863835,0,840953784,,footway,,False,False,27.329,"LINESTRING (106.4145273 29.8222048, 106.414767 29.8223358)",,,,,
7846863834,7846863833,0,840953784,,footway,,False,True,61.705,"LINESTRING (106.4145273 29.8222048, 106.4141322 29.8217684)",,,,,
7846863835,7846863834,0,840953784,,footway,,False,True,27.329,"LINESTRING (106.414767 29.8223358, 106.4145273 29.8222048)",,,,,
7846863835,7846863806,0,840953785,,footway,,False,False,22.793,"LINESTRING (106.414767 29.8223358, 106.4147954 29.8221323)",,,,,
7846863835,7846863815,0,840953785,,footway,,False,True,20.634,"LINESTRING (106.414767 29.8223358, 106.4147376 29.8225196)",,,,,
7846863859,7846863862,0,"[840953788, 840953789]",,footway,,False,False,56.214,"LINESTRING (106.4111643 29.8187344, 106.4108918 29.8187813, 106.4108775 29.8189073, 106.4108334 29.8190398)",,,,yes,
7846863862,8744634615,0,368592186,,footway,,False,False,44.315,"LINESTRING (106.4108334 29.8190398, 106.4109548 29.8191279, 106.4111669 29.8193133)",,,,,
7846863862,3724427110,0,368592186,,footway,,False,True,35.135999999999996,"LINESTRING (106.4108334 29.8190398, 106.4107165 29.8190057, 106.4104991 29.8189157)",,,,,
7846863862,7846863859,0,"[840953788, 840953789]",,footway,,False,True,56.214,"LINESTRING (106.4108334 29.8190398, 106.4108775 29.8189073, 106.4108918 29.8187813, 106.4111643 29.8187344)",,,,yes,
7847003884,7847003886,0,840969978,,footway,,False,False,4.054,"LINESTRING (106.4096535 29.8184313, 106.4096146 29.8184451)",,,,,
7847003884,7847003885,0,840969977,,footway,,False,False,7.927,"LINESTRING (106.4096535 29.8184313, 106.4096614 29.8183788, 106.4096641 29.8183606)",,,,,
7847003884,3724427117,0,"[840969976, 840969977, 840969975]",,footway,,False,True,45.403,"LINESTRING (106.4096535 29.8184313, 106.4096924 29.8184589, 106.4097721 29.8185019, 106.4098375 29.8186078, 106.4099083 29.8186416, 106.4099411 29.8186638, 106.4099946 29.8186968)",,,,yes,
7847003885,7847003884,0,840969977,,footway,,False,True,7.927,"LINESTRING (106.4096641 29.8183606, 106.4096614 29.8183788, 106.4096535 29.8184313)",,,,,
7847003886,7847003884,0,840969978,,footway,,False,True,4.054,"LINESTRING (106.4096146 29.8184451, 106.4096535 29.8184313)",,,,,
7847003946,7847003951,0,840969983,西南大学第5运动场,service,,False,False,127.246,"LINESTRING (106.4117393 29.816847, 106.4104811 29.8171903)",parking_aisle,,4,,
7847003946,7847003951,1,840969983,西南大学第5运动场,service,,False,True,417.20400000000006,"LINESTRING (106.4117393 29.816847, 106.4118751 29.8167448, 106.411952 29.8166165, 106.4119541 29.8164468, 106.4118922 29.8162732, 106.4117958 29.8161004, 106.411672 29.8160126, 106.4115047 29.815988, 106.4113459 29.8160271, 106.4101474 29.8163375, 106.4099847 29.8164086, 106.4098699 29.8165128, 106.4098062 29.816678, 106.4098073 29.8167995, 106.4098562 29.81693, 106.4099635 29.8170637, 106.4100559 29.8171343, 106.4101547 29.8171842, 106.4103229 29.8172173, 106.4104688 29.8171936, 106.4104811 29.8171903)",parking_aisle,,4,,
7847003946,3101507786,0,840969984,,service,,False,True,45.748,"LINESTRING (106.4117393 29.816847, 106.412198 29.8167427)",driveway,,,,
7847003951,7847003946,0,840969983,西南大学第5运动场,service,,False,True,127.246,"LINESTRING (106.4104811 29.8171903, 106.4117393 29.816847)",parking_aisle,,4,,
7847003951,7847003946,1,840969983,西南大学第5运动场,service,,False,False,417.20399999999995,"LINESTRING (106.4104811 29.8171903, 106.4104688 29.8171936, 106.4103229 29.8172173, 106.4101547 29.8171842, 106.4100559 29.8171343, 106.4099635 29.8170637, 106.4098562 29.81693, 106.4098073 29.8167995, 106.4098062 29.816678, 106.4098699 29.8165128, 106.4099847 29.8164086, 106.4101474 29.8163375, 106.4113459 29.8160271, 106.4115047 29.815988, 106.411672 29.8160126, 106.4117958 29.8161004, 106.4118922 29.8162732, 106.4119541 29.8164468, 106.411952 29.8166165, 106.4118751 29.8167448, 106.4117393 29.816847)",parking_aisle,,4,,
7847003951,3724123189,0,"[368553531, 368553532]",,"['steps', 'footway']",,False,True,79.145,"LINESTRING (106.4104811 29.8171903, 106.410495 29.8172435, 106.4105443 29.8172606, 106.4106478 29.8173933, 106.4107021 29.8175387, 106.4107125 29.8175712, 106.4107514 29.8176928, 106.4106717 29.8178124)",,,,,
7847003953,3106346038,0,305512083,,service,permissive,False,False,113.468,"LINESTRING (106.4118233 29.8155801, 106.411447 29.8146133)",,,,,
7847003953,7847151630,0,305512083,,service,permissive,False,True,58.937,"LINESTRING (106.4118233 29.8155801, 106.4119763 29.816039, 106.4119937 29.8160891)",,,,,
7847003953,7847003961,0,840969985,,service,,False,False,159.91600000000003,"LINESTRING (106.4118233 29.8155801, 106.4115188 29.8156683, 106.4113525 29.8156845, 106.4112593 29.8156881, 106.4111478 29.8156512, 106.4110923 29.8155472, 106.4109366 29.8150812, 106.4109284 29.8150062, 106.4109997 29.8149369, 106.4110615 29.8149059)",driveway,,,,
7847003961,7847003953,0,840969985,,service,,False,True,159.91600000000003,"LINESTRING (106.4110615 29.8149059, 106.4109997 29.8149369, 106.4109284 29.8150062, 106.4109366 29.8150812, 106.4110923 29.8155472, 106.4111478 29.8156512, 106.4112593 29.8156881, 106.4113525 29.8156845, 106.4115188 29.8156683, 106.4118233 29.8155801)",driveway,,,,
7847004073,7847004077,0,840970000,,footway,,False,True,49.293,"LINESTRING (106.4122887 29.8137866, 106.4127435 29.8139886)",,,,,
7847004076,7847004077,0,305512091,,service,,False,True,42.483,"LINESTRING (106.4123221 29.8140994, 106.4124677 29.8140594, 106.4127435 29.8139886)",,,,,
7847004076,3724496341,0,"[305512083, 850678204]",,service,permissive,False,"[False, True]",108.34000000000002,"LINESTRING (106.4123221 29.8140994, 106.4122368 29.8139809, 106.4121596 29.8139113, 106.4120438 29.8138438, 106.4119422 29.8138607, 106.4118045 29.8138612, 106.4116604 29.8138915, 106.4114175 29.8139427, 106.4113647 29.8139848)",,,,,
7847004076,3106346038,0,"[850678208, 305512089]",,"['service', 'residential']",,False,False,125.55600000000001,"LINESTRING (106.4123221 29.8140994, 106.4122218 29.8141204, 106.4122643 29.8142431, 106.4122974 29.8143549, 106.4122416 29.814418, 106.411447 29.8146133)",,,,,
7847004077,7847004073,0,840970000,,footway,,False,False,49.293,"LINESTRING (106.4127435 29.8139886, 106.4122887 29.8137866)",,,,,
7847004077,7847004076,0,305512091,,service,,False,False,42.483,"LINESTRING (106.4127435 29.8139886, 106.4124677 29.8140594, 106.4123221 29.8140994)",,,,,
7847004077,3101507737,0,305512091,,service,,False,True,18.199,"LINESTRING (106.4127435 29.8139886, 106.4127922 29.8139761, 106.4128159 29.8139705, 106.4129253 29.813945)",,,,,
7847004082,3724496340,0,850678205,,service,,True,False,23.309,"LINESTRING (106.4113446 29.8135655, 106.4113414 29.8137751)",driveway,,,,
7847004082,7847004084,0,850678206,,footway,,False,False,64.06700000000001,"LINESTRING (106.4113446 29.8135655, 106.4116879 29.8134887, 106.4119592 29.813618)",,,,,
7847004084,7847004082,0,850678206,,footway,,False,True,64.06700000000001,"LINESTRING (106.4119592 29.813618, 106.4116879 29.8134887, 106.4113446 29.8135655)",,,,,
7847004156,7847004157,0,840970013,,steps,,False,False,17.889,"LINESTRING (106.4094816 29.8139856, 106.4094492 29.8138272)",,,,,
