u,v,key,osmid,highway,oneway,reversed,length,name,geometry
8515450525,8515450318,0,916831892,service,False,True,52.059,,"LINESTRING (118.8166284 32.034309, 118.8171761 32.0342489)"
8515450525,8515450524,0,916831925,service,False,True,26.104,,"LINESTRING (118.8166284 32.034309, 118.816665 32.0345417)"
8515450525,8515450524,1,"[916831891, 916831892]",service,False,False,105.34100000000001,,"LINESTRING (118.8166284 32.034309, 118.8162159 32.0343539, 118.8162545 32.0345945, 118.816665 32.0345417)"
8515450525,8985309492,0,916831925,service,False,False,33.417,,"LINESTRING (118.8166284 32.034309, 118.8166113 32.0341712, 118.8165816 32.0340112)"
8515450591,8985324537,0,916831888,service,False,True,37.65,,"LINESTRING (118.8164881 32.0358417, 118.816883 32.0357909)"
8515450591,8515450592,0,916831942,service,False,False,79.991,,"LINESTRING (118.8164881 32.0358417, 118.8163836 32.0351278)"
8515450591,8985324532,0,916831888,service,False,False,158.887,,"LINESTRING (118.8164881 32.0358417, 118.816176 32.0358818, 118.8160334 32.0359001, 118.8160876 32.0362033, 118.816622 32.0361346, 118.8169418 32.0360935)"
8515450592,8985324538,0,916831868,service,False,False,36.337,凌云路,"LINESTRING (118.8163836 32.0351278, 118.8167664 32.0350893)"
8515450592,8515450591,0,916831942,service,False,True,79.991,,"LINESTRING (118.8163836 32.0351278, 118.8164881 32.0358417)"
8515450592,8515442095,0,916831868,service,False,True,50.334,凌云路,"LINESTRING (118.8163836 32.0351278, 118.8161122 32.0351493, 118.8158523 32.035173)"
8985309482,8515442084,0,916831880,service,False,False,55.898,,"LINESTRING (118.814244 32.0387425, 118.8148355 32.0387065)"
8985309482,8515442063,0,916831880,service,False,True,48.206,,"LINESTRING (118.814244 32.0387425, 118.8137339 32.0387736)"
8985309482,8985309486,0,970855298,service,False,True,21.67,,"LINESTRING (118.814244 32.0387425, 118.814254 32.0389372)"
8985309483,8515442060,0,916831870,service,False,False,59.753,,"LINESTRING (118.8142888 32.0394155, 118.8149205 32.0393705)"
8985309483,8515442082,0,916831870,service,False,True,32.662,,"LINESTRING (118.8142888 32.0394155, 118.8139435 32.0394401)"
8985309483,8985309485,0,970855299,service,False,True,22.253,,"LINESTRING (118.8142888 32.0394155, 118.8142754 32.0392157)"
8985309484,8515442056,0,916831869,service,False,False,31.574,博远路,"LINESTRING (118.8148951 32.039177, 118.814858 32.0388948)"
8985309484,8515442060,0,916831869,service,False,True,21.649,博远路,"LINESTRING (118.8148951 32.039177, 118.8149205 32.0393705)"
8985309484,8985309485,0,970855300,service,False,True,58.57,,"LINESTRING (118.8148951 32.039177, 118.8142754 32.0392157)"
8985309485,8985309483,0,970855299,service,False,False,22.253,,"LINESTRING (118.8142754 32.0392157, 118.8142888 32.0394155)"
8985309485,8985309484,0,970855300,service,False,False,58.57,,"LINESTRING (118.8142754 32.0392157, 118.8148951 32.039177)"
8985309485,8985309486,0,970855300,service,False,True,31.033,,"LINESTRING (118.8142754 32.0392157, 118.814254 32.0389372)"
8985309486,8985309482,0,970855298,service,False,False,21.67,,"LINESTRING (118.814254 32.0389372, 118.814244 32.0387425)"
8985309486,8985309485,0,970855300,service,False,False,31.033,,"LINESTRING (118.814254 32.0389372, 118.8142754 32.0392157)"
8985309486,8515442056,0,970855300,service,False,True,57.127,,"LINESTRING (118.814254 32.0389372, 118.814858 32.0388948)"
8985309488,8515442060,0,916831870,service,False,True,123.77799999999999,,"LINESTRING (118.8159344 32.0396523, 118.8159062 32.0394283, 118.815878 32.0393783, 118.8158472 32.0393487, 118.8157918 32.0393242, 118.8149205 32.0393705)"
8985309492,8515442098,0,916831885,service,False,False,124.647,,"LINESTRING (118.8165816 32.0340112, 118.8178912 32.0338561)"
8985309492,8515442095,0,916831885,service,False,True,189.51,,"LINESTRING (118.8165816 32.0340112, 118.8159055 32.0340913, 118.8158606 32.0341061, 118.8158244 32.0341283, 118.8158116 32.0341749, 118.815813 32.0345655, 118.8158523 32.035173)"
8985309492,8515450525,0,916831925,service,False,True,33.417,,"LINESTRING (118.8165816 32.0340112, 118.8166113 32.0341712, 118.8166284 32.034309)"
8985324525,8985324529,0,970855316,service,False,False,159.683,,"LINESTRING (118.8161302 32.0386234, 118.8159464 32.0386394, 118.8158901 32.0382585, 118.8169375 32.0381414)"
8985324528,8985324529,0,970855316,service,False,True,49.108,,"LINESTRING (118.8174538 32.0380823, 118.8169375 32.0381414)"
8985324529,8985324528,0,970855316,service,False,False,49.108,,"LINESTRING (118.8169375 32.0381414, 118.8174538 32.0380823)"
8985324529,8985324530,0,916831893,service,False,False,29.95,,"LINESTRING (118.8169375 32.0381414, 118.8169045 32.0381982, 118.8169321 32.0384029)"
8985324529,8515450320,0,916831893,service,False,True,71.068,,"LINESTRING (118.8169375 32.0381414, 118.8169523 32.0380755, 118.8168899 32.0375059)"
8985324529,8985324525,0,970855316,service,False,True,159.683,,"LINESTRING (118.8169375 32.0381414, 118.8158901 32.0382585, 118.8159464 32.0386394, 118.8161302 32.0386234)"
8985324530,8985324529,0,916831893,service,False,True,29.95,,"LINESTRING (118.8169321 32.0384029, 118.8169045 32.0381982, 118.8169375 32.0381414)"
8985324532,8985324533,0,916831888,service,False,False,47.966,,"LINESTRING (118.8169418 32.0360935, 118.8174449 32.0360288)"
8985324532,8985324537,0,970855317,service,False,True,34.101,,"LINESTRING (118.8169418 32.0360935, 118.816883 32.0357909)"
8985324532,8515450591,0,916831888,service,False,True,158.887,,"LINESTRING (118.8169418 32.0360935, 118.816622 32.0361346, 118.8160876 32.0362033, 118.8160334 32.0359001, 118.816176 32.0358818, 118.8164881 32.0358417)"
8985324533,8515442103,0,916831887,service,False,False,34.401,,"LINESTRING (118.8174449 32.0360288, 118.8173888 32.0357231)"
8985324533,8985324532,0,916831888,service,False,True,47.966,,"LINESTRING (118.8174449 32.0360288, 118.8169418 32.0360935)"
8985324533,8515442110,0,916831888,service,False,False,63.944,,"LINESTRING (118.8174449 32.0360288, 118.8179138 32.0359685, 118.8181156 32.0359426)"
8985324537,8515450591,0,916831888,service,False,False,37.65,,"LINESTRING (118.816883 32.0357909, 118.8164881 32.0358417)"
8985324537,8515442103,0,916831888,service,False,True,48.27,,"LINESTRING (118.816883 32.0357909, 118.8173888 32.0357231)"
8985324537,8985324532,0,970855317,service,False,False,34.101,,"LINESTRING (118.816883 32.0357909, 118.8169418 32.0360935)"
8985324537,8985324538,0,970855317,service,False,True,78.785,,"LINESTRING (118.816883 32.0357909, 118.8167664 32.0350893)"
8985324538,8515442054,0,916831868,service,False,False,48.459,凌云路,"LINESTRING (118.8167664 32.0350893, 118.8172777 32.035044)"
8985324538,8515450592,0,916831868,service,False,True,36.337,凌云路,"LINESTRING (118.8167664 32.0350893, 118.8163836 32.0351278)"
8985324538,8985324537,0,970855317,service,False,False,78.785,,"LINESTRING (118.8167664 32.0350893, 118.816883 32.0357909)"
8985324539,8985324540,0,970855318,service,False,True,107.943,,"LINESTRING (118.8155401 32.0358336, 118.8144079 32.0359791)"
8985324540,8515442059,0,916831869,service,False,False,71.723,博远路,"LINESTRING (118.8144079 32.0359791, 118.8143132 32.0353391)"
8985324540,8515442058,0,916831869,service,False,True,72.206,博远路,"LINESTRING (118.8144079 32.0359791, 118.8145214 32.0366213)"
8985324540,8985324539,0,970855318,service,False,False,107.943,,"LINESTRING (118.8144079 32.0359791, 118.8155401 32.0358336)"
