u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge,maxspeed,width,tunnel,service
5173028364,8552467661,0,"[955564012, 669046556]",大学路,unclassified,False,True,99.46700000000001,"LINESTRING (113.9917167 22.5997682, 113.9915314 22.5995892, 113.9915189 22.5995819, 113.9914708 22.5995538, 113.9914292 22.5995295, 113.9912604 22.599431, 113.9909254 22.5992652)",,,,,,,
5173028369,8509513126,0,533170985,卓越路,unclassified,False,True,12.727,"LINESTRING (113.9921579 22.5995815, 113.9920427 22.5996238)",,,,,,,
5173028369,8519586959,0,917253696,,service,True,False,26.343,"LINESTRING (113.9921579 22.5995815, 113.9921603 22.5998184)",,,,,,,
5173028369,8519586960,0,920732026,卓越路,pedestrian,False,False,14.402,"LINESTRING (113.9921579 22.5995815, 113.9922844 22.5995255)",,,,,,,
5173028371,5173027995,0,536044866,卓越路,pedestrian,False,True,17.631,"LINESTRING (113.9930254 22.5993415, 113.9930433 22.5991838)",,,,,,,
5173028371,8527043442,0,920732026,卓越路,pedestrian,False,False,35.744,"LINESTRING (113.9930254 22.5993415, 113.9933262 22.5995034)",,,,,,,
5173028371,8552263741,0,920732026,卓越路,pedestrian,False,True,63.31999999999999,"LINESTRING (113.9930254 22.5993415, 113.9929302 22.5993041, 113.9928271 22.5993005, 113.9927109 22.5993247, 113.9924524 22.5994482)",,,,,,,
5173028372,5173028377,0,533170966,,pedestrian,False,False,17.06,"LINESTRING (113.9915657 22.5985673, 113.9916599 22.5986937)",,,,,,,
5173028372,5173028356,0,533170967,,pedestrian,False,False,22.101,"LINESTRING (113.9915657 22.5985673, 113.991769 22.5985019)",,,,,,,
5173028372,5173028360,0,533170966,,pedestrian,False,True,34.46,"LINESTRING (113.9915657 22.5985673, 113.9914141 22.598387, 113.9913525 22.5983284)",,,,,,,
5173028373,5173028356,0,533170967,,pedestrian,False,True,76.543,"LINESTRING (113.9924834 22.5983048, 113.991769 22.5985019)",,,,,,,
5173028373,9049745573,0,533170962,创知北路,pedestrian,False,False,50.43899999999999,"LINESTRING (113.9924834 22.5983048, 113.9926149 22.5985745, 113.9927358 22.5986861)",,,,,,,
5173028373,5173028328,0,533170962,创知北路,pedestrian,False,True,67.052,"LINESTRING (113.9924834 22.5983048, 113.9924447 22.5982256, 113.9924247 22.5981725, 113.9924147 22.5981263, 113.9924097 22.5980639, 113.9923972 22.5978282, 113.9923722 22.5977566, 113.9923464 22.5977257)",,,,,,,
5173028373,9049745576,0,"[978032242, 978032243, 978032245]",博学桥,path,False,False,25.108999999999998,"LINESTRING (113.9924834 22.5983048, 113.9925883 22.5982621, 113.9926614 22.5982373, 113.9927095 22.5982189)",,,yes,,,,
5173028376,8552467661,0,669046556,大学路,unclassified,False,False,13.385,"LINESTRING (113.9908145 22.5992019, 113.9909254 22.5992652)",,,,,,,
5173028376,9070679254,0,669046556,大学路,unclassified,False,True,16.03,"LINESTRING (113.9908145 22.5992019, 113.990686 22.59912)",,,,,,,
5173028376,5173028377,0,533170970,,service,False,False,103.563,"LINESTRING (113.9908145 22.5992019, 113.9908762 22.5991648, 113.9916599 22.5986937)",,,,,,,
5173028377,5173028372,0,533170966,,pedestrian,False,True,17.06,"LINESTRING (113.9916599 22.5986937, 113.9915657 22.5985673)",,,,,,,
5173028377,8519586960,0,925101952,,pedestrian,False,False,112.538,"LINESTRING (113.9916599 22.5986937, 113.9922844 22.5995255)",,,,,,,
5173028377,5173028376,0,533170970,,service,False,True,103.563,"LINESTRING (113.9916599 22.5986937, 113.9908762 22.5991648, 113.9908145 22.5992019)",,,,,,,
5173028703,5173028705,0,533170990,,steps,False,False,38.198,"LINESTRING (113.9943647 22.6013152, 113.9942975 22.6012169, 113.9940592 22.601274)",,,,,,,
5173028705,5173029317,0,533170959,创知南路,pedestrian,False,False,16.463,"LINESTRING (113.9940592 22.601274, 113.9940946 22.6014184)",,,,,,,
5173028705,8509513120,0,"[918108060, 533170959]",创知南路,pedestrian,False,True,84.56999999999998,"LINESTRING (113.9940592 22.601274, 113.9940384 22.6012326, 113.9939636 22.6010774, 113.9937582 22.6007541, 113.9937161 22.6006549, 113.993706 22.6005919)",,,,,,,
5173028705,5173028703,0,533170990,,steps,False,True,38.198,"LINESTRING (113.9940592 22.601274, 113.9942975 22.6012169, 113.9943647 22.6013152)",,,,,,,
5173028705,8488485212,0,913795829,,cycleway,False,True,225.498,"LINESTRING (113.9940592 22.601274, 113.9940897 22.6011633, 113.9938339 22.6007219, 113.9938316 22.6005261, 113.993802 22.6003553, 113.9938032 22.6001842, 113.9938657 22.600096, 113.9940836 22.5999932, 113.9941476 22.5999188, 113.994131 22.5998445, 113.9939004 22.5995406)",,,,15,,,
5173029159,5173028185,0,533170960,,unclassified,False,True,7.985,"LINESTRING (113.9967524 22.6029753, 113.9968281 22.6029918)",,,,,,,
5173029159,6050673388,0,533170960,,unclassified,False,False,96.61300000000001,"LINESTRING (113.9967524 22.6029753, 113.9966118 22.6029466, 113.9963404 22.6029225, 113.9959487 22.6029012, 113.9958167 22.6028959)",,,,,,,
5173029159,5173029160,0,533171011,新民路,unclassified,False,True,201.82,"LINESTRING (113.9967524 22.6029753, 113.9968393 22.602789, 113.9969533 22.6026024, 113.9970093 22.6024221, 113.9970396 22.6022055, 113.9970573 22.6019985, 113.9970934 22.6018416, 113.9972494 22.6014917, 113.9973834 22.6012796)",,,,,,,
5173029160,5173029159,0,533171011,新民路,unclassified,False,False,201.82,"LINESTRING (113.9973834 22.6012796, 113.9972494 22.6014917, 113.9970934 22.6018416, 113.9970573 22.6019985, 113.9970396 22.6022055, 113.9970093 22.6024221, 113.9969533 22.6026024, 113.9968393 22.602789, 113.9967524 22.6029753)",,,,,,,
5173029160,7057414662,0,533171011,新民路,unclassified,False,True,43.553,"LINESTRING (113.9973834 22.6012796, 113.9975026 22.601091, 113.9975716 22.6009298)",,,,,,,
5173029160,5173029161,0,533171012,,service,False,False,132.386,"LINESTRING (113.9973834 22.6012796, 113.9985444 22.6015789, 113.9986255 22.6015998)",,,,,,,
5173029161,5173029160,0,533171012,,service,False,True,132.386,"LINESTRING (113.9986255 22.6015998, 113.9985444 22.6015789, 113.9973834 22.6012796)",,,,,,,
5173029161,6816440011,0,542049863,明德路,unclassified,False,False,161.851,"LINESTRING (113.9986255 22.6015998, 113.9985761 22.6016594, 113.9985052 22.601731, 113.9984131 22.601816, 113.9983478 22.6018907, 113.9983175 22.6019436, 113.9983039 22.6019675, 113.9982874 22.602009, 113.9982314 22.6021507, 113.9981108 22.6024203, 113.9980653 22.6025378, 113.9980141 22.6026701, 113.9979988 22.6028981)",,,,,,,
5173029161,5173027934,0,542049863,明德路,unclassified,False,True,140.416,"LINESTRING (113.9986255 22.6015998, 113.9986561 22.6015629, 113.9986761 22.6015388, 113.9987371 22.6013765, 113.9987491 22.6012965, 113.9987549 22.6012194, 113.9987634 22.6010637, 113.9987868 22.6009504, 113.9988239 22.6008428, 113.9988867 22.6007237, 113.9990017 22.6005681, 113.9991206 22.6004642)",,,,,,,
5173029316,6024420922,0,533171016,,unclassified,False,True,25.726,"LINESTRING (113.9949225 22.6031729, 113.995157 22.6032545)",,,yes,,,,
5173029316,5173029472,0,533171040,,service,False,False,14.312,"LINESTRING (113.9949225 22.6031729, 113.9949245 22.6030442)",,,,,,,
5173029316,7057414632,0,"[533171040, 918536630]",,service,False,"[False, True]",16.466,"LINESTRING (113.9949225 22.6031729, 113.9949219 22.6032149, 113.994807 22.603215)",,,,,,,
5173029317,5173028705,0,533170959,创知南路,pedestrian,False,True,16.463,"LINESTRING (113.9940946 22.6014184, 113.9940592 22.601274)",,,,,,,
5173029317,5173029327,0,"[533171017, 533171018, 533171019]",,"['living_street', 'service']",False,False,54.321000000000005,"LINESTRING (113.9940946 22.6014184, 113.9940306 22.6015953, 113.9939411 22.6018046, 113.9939339 22.6018813)",,,yes,,,,
5173029317,5173028166,0,"[920723192, 920723191]",创知南路,"['unclassified', 'pedestrian']",False,False,231.225,"LINESTRING (113.9940946 22.6014184, 113.994305 22.6017745, 113.9945419 22.6021187, 113.9947807 22.6023521, 113.9954737 22.6027799, 113.9955697 22.6028611, 113.9956108 22.6029011)",,,,,,,
5173029324,5173029325,0,533171018,,living_street,False,False,60.023,"LINESTRING (113.9936786 22.6033109, 113.9942254 22.6035021)",,,,,,,
5173029324,5173029327,0,533171018,,living_street,False,True,167.51000000000002,"LINESTRING (113.9936786 22.6033109, 113.9938337 22.6031512, 113.9938039 22.6028703, 113.9939023 22.6026665, 113.9939005 22.6024128, 113.9938993 22.6022507, 113.9939095 22.6021413, 113.9939339 22.6018813)",,,,,,,
5173029324,9181764158,0,993814824,,steps,False,False,42.944,"LINESTRING (113.9936786 22.6033109, 113.9935399 22.60335, 113.9934476 22.6035875)",,,,,,,
5173029325,5173029324,0,533171018,,living_street,False,True,60.023,"LINESTRING (113.9942254 22.6035021, 113.9936786 22.6033109)",,,,,,,
5173029325,6024421208,0,533171018,,living_street,False,False,61.62500000000001,"LINESTRING (113.9942254 22.6035021, 113.9942978 22.6035448, 113.9943319 22.6036188, 113.9943887 22.603678, 113.9945194 22.6036903, 113.9946375 22.6037339, 113.9946969 22.6037875)",,,,,,,
5173029325,6024421191,0,"[639323930, 639323931, 639323932, 639323933]",,"['steps', 'footway']",False,False,208.40300000000002,"LINESTRING (113.9942254 22.6035021, 113.9942462 22.6034704, 113.9940977 22.6034155, 113.9939646 22.6033664, 113.9939083 22.6033515, 113.9937956 22.6033045, 113.9939083 22.603198, 113.9939297 22.6031584, 113.9938963 22.6030165, 113.9938761 22.6029306, 113.9938761 22.6028513, 113.9938949 22.6028092, 113.9939566 22.6026829, 113.9939727 22.6026508, 113.9939759 22.6025531, 113.993978 22.6024873, 113.99397 22.6022669, 113.99397 22.6020657, 113.99397 22.6019871)",,,boardwalk,,2,,
5173029327,5173029324,0,533171018,,living_street,False,False,167.51000000000002,"LINESTRING (113.9939339 22.6018813, 113.9939095 22.6021413, 113.9938993 22.6022507, 113.9939005 22.6024128, 113.9939023 22.6026665, 113.9938039 22.6028703, 113.9938337 22.6031512, 113.9936786 22.6033109)",,,,,,,
5173029327,5173029317,0,"[533171017, 533171018, 533171019]",,"['living_street', 'service']",False,True,54.321,"LINESTRING (113.9939339 22.6018813, 113.9939411 22.6018046, 113.9940306 22.6015953, 113.9940946 22.6014184)",,,yes,,,,
5173029327,8840921315,0,533171020,,living_street,False,False,42.66400000000001,"LINESTRING (113.9939339 22.6018813, 113.9937299 22.6018658, 113.993532 22.6018507, 113.9935197 22.6018498)",,,,,,,
5173029328,8840921315,0,533171020,,living_street,False,True,8.292,"LINESTRING (113.9934392 22.6018436, 113.9935197 22.6018498)",,,,,,,
5173029328,8840959617,0,955206096,,steps,False,False,3.43,"LINESTRING (113.9934392 22.6018436, 113.9934324 22.6018134)",,,,,,,
5173029328,8509221952,0,533171020,,living_street,False,False,77.985,"LINESTRING (113.9934392 22.6018436, 113.9932799 22.6018713, 113.9932754 22.6018916, 113.9932526 22.6019948, 113.9932453 22.6020281, 113.9933109 22.6022484, 113.9933706 22.6023751, 113.9933749 22.6023998)",,,,,,,
5173029335,8509221951,0,916121613,,steps,False,False,16.697,"LINESTRING (113.9933855 22.6027441, 113.9935415 22.6027866)",,,,,,,
5173029335,5173028198,0,533171020,,living_street,False,False,87.03,"LINESTRING (113.9933855 22.6027441, 113.993299 22.6029176, 113.9931469 22.6030195, 113.9929888 22.6030745, 113.9927999 22.6032703)",,,,,,,
5173029335,8509221952,0,533171020,,living_street,False,True,38.601,"LINESTRING (113.9933855 22.6027441, 113.9934034 22.6025651, 113.9933749 22.6023998)",,,,,,,
5173029463,5173029467,0,533171039,,service,False,True,18.642,"LINESTRING (113.9947549 22.6030141, 113.9945733 22.6030133)",,,,,,,
5173029463,5173029466,0,533171040,,service,False,False,22.34,"LINESTRING (113.9947549 22.6030141, 113.9947564 22.603215)",,,,,,,
5173029463,5173029465,0,533171040,,service,False,True,15.356,"LINESTRING (113.9947549 22.6030141, 113.9947544 22.602876)",,,,,,,
5173029464,5173029465,0,533171040,,service,False,False,17.482,"LINESTRING (113.9949247 22.6028751, 113.9947544 22.602876)",,,,,,,
5173029464,5173029472,0,533171040,,service,False,True,18.803,"LINESTRING (113.9949247 22.6028751, 113.9949245 22.6030442)",,,,,,,
5173029464,5173029472,1,533171042,,service,False,True,86.04499999999999,"LINESTRING (113.9949247 22.6028751, 113.9949258 22.6027199, 113.9950845 22.6027199, 113.9950833 22.6030454, 113.9949245 22.6030442)",,,,,,,
5173029465,5173029463,0,533171040,,service,False,False,15.356,"LINESTRING (113.9947544 22.602876, 113.9947549 22.6030141)",,,,,,,
5173029465,5173029464,0,533171040,,service,False,True,17.482,"LINESTRING (113.9947544 22.602876, 113.9949247 22.6028751)",,,,,,,
5173029465,5173029467,0,533171041,,service,False,True,84.34800000000001,"LINESTRING (113.9947544 22.602876, 113.9947562 22.6026461, 113.9945854 22.6026439, 113.9945854 22.6027859, 113.9945733 22.6028251, 113.9945733 22.6030133)",,,,,,,
5173029466,7057414632,0,533171039,,service,False,True,5.194,"LINESTRING (113.9947564 22.603215, 113.994807 22.603215)",,,,,,,
5173029466,5173029463,0,533171040,,service,False,True,22.34,"LINESTRING (113.9947564 22.603215, 113.9947549 22.6030141)",,,,,,,
5173029466,5173029467,0,533171039,,service,False,False,70.168,"LINESTRING (113.9947564 22.603215, 113.9944327 22.6032151, 113.9944327 22.6030127, 113.9945733 22.6030133)",,,,,,,
5173029467,5173029463,0,533171039,,service,False,False,18.642,"LINESTRING (113.9945733 22.6030133, 113.9947549 22.6030141)",,,,,,,
5173029467,5173029466,0,533171039,,service,False,True,70.168,"LINESTRING (113.9945733 22.6030133, 113.9944327 22.6030127, 113.9944327 22.6032151, 113.9947564 22.603215)",,,,,,,
5173029467,5173029465,0,533171041,,service,False,False,84.34799999999998,"LINESTRING (113.9945733 22.6030133, 113.9945733 22.6028251, 113.9945854 22.6027859, 113.9945854 22.6026439, 113.9947562 22.6026461, 113.9947544 22.602876)",,,,,,,
5173029472,5173029464,0,533171040,,service,False,False,18.803,"LINESTRING (113.9949245 22.6030442, 113.9949247 22.6028751)",,,,,,,
5173029472,5173029464,1,533171042,,service,False,False,86.045,"LINESTRING (113.9949245 22.6030442, 113.9950833 22.6030454, 113.9950845 22.6027199, 113.9949258 22.6027199, 113.9949247 22.6028751)",,,,,,,
5173029472,5173029316,0,533171040,,service,False,True,14.312,"LINESTRING (113.9949245 22.6030442, 113.9949225 22.6031729)",,,,,,,
5193738422,5173027992,0,920732025,卓越路,pedestrian,False,True,14.711,"LINESTRING (113.9932034 22.5986968, 113.9933156 22.5986145)",,,,,,,
5193738422,5173028220,0,"[709898417, 536044866]",卓越路,pedestrian,False,False,37.4,"LINESTRING (113.9932034 22.5986968, 113.9931411 22.5987574, 113.9930886 22.59885, 113.9930579 22.5989224, 113.9930469 22.5989922)",,,yes,,,,
5193738422,9049745571,0,978032241,,path,False,True,34.339,"LINESTRING (113.9932034 22.5986968, 113.9930437 22.5985897, 113.9929182 22.5985387)",,,,,,,
5221545129,8841387676,0,955256781,,steps,False,True,48.873,"LINESTRING (113.9981298 22.6036678, 113.9976546 22.6036409)",,,,,,,
5221545189,6038249942,0,641077794,,path,False,False,138.19400000000002,"LINESTRING (113.9996057 22.6036226, 113.9994973 22.603494, 113.9994145 22.6033889, 113.9993213 22.6032886, 113.999254 22.6032265, 113.9991402 22.6031214, 113.9989435 22.6030019, 113.998752 22.6029207, 113.998576 22.6028729)",,,,,,,
5221545189,6038249856,0,641077794,,path,False,True,98.553,"LINESTRING (113.9996057 22.6036226, 113.9998182 22.6036374, 113.9999527 22.6036995, 114.000077 22.6037998, 114.0001184 22.6038619, 114.0001908 22.6039671, 114.000227 22.6040148, 114.0002477 22.6040674, 114.0003409 22.6040578)",,,,,,,
5221545189,6038249960,0,641077795,,path,False,False,107.625,"LINESTRING (113.9996057 22.6036226, 113.9992997 22.6035879, 113.9992089 22.6035776, 113.9991082 22.6035655, 113.9989408 22.603624, 113.998701 22.6037284, 113.9986134 22.6037784)",,,,,,,
5555715915,7057414634,0,918536122,立心路,unclassified,False,False,8.487,"LINESTRING (113.9950672 22.6033558, 113.9950161 22.6034158)",,,yes,,,,
5555715915,6024420922,0,918536122,立心路,unclassified,False,True,14.555,"LINESTRING (113.9950672 22.6033558, 113.995157 22.6032545)",,,yes,,,,
5555715915,6050668082,0,580326324,,footway,False,True,92.19000000000001,"LINESTRING (113.9950672 22.6033558, 113.995157 22.6034258, 113.99523 22.603487, 113.9952599 22.6035188, 113.9952891 22.6035599, 113.9953123 22.6036101, 113.9953262 22.6036622, 113.9953309 22.6037137, 113.9953342 22.6037388, 113.9953448 22.6037682, 113.9953594 22.6037988, 113.9953727 22.6038319, 113.9953826 22.6038644, 113.9953926 22.6039054, 113.9954059 22.6039287, 113.9954271 22.6039422, 113.9954855 22.6039795, 113.9955273 22.6040279)",,,,,,,
5555715920,11178929337,0,580326324,,footway,False,False,92.545,"LINESTRING (113.9965367 22.605837, 113.9965592 22.6057941, 113.996605 22.6054388, 113.9966083 22.6051527, 113.996597 22.6050124)",,,,,,,
5555715920,8548694305,0,"[695571947, 920717716]",创意路,"['cycleway', 'service']",False,"[False, True]",374.09000000000003,"LINESTRING (113.9965367 22.605837, 113.9965954 22.6058393, 113.9970206 22.6056918, 113.9971778 22.6055824, 113.9973556 22.6055062, 113.9976623 22.6054111, 113.9977378 22.6053695, 113.9976882 22.6052638, 113.9976042 22.6050848, 113.9975175 22.6047193, 113.9974916 22.6042753, 113.9975014 22.6039578, 113.9975561 22.603686, 113.9976369 22.6035175, 113.9977279 22.6032919)",,,,15,,,
5555715920,6531598531,0,695571947,创意路,service,False,True,15.995000000000001,"LINESTRING (113.9965367 22.605837, 113.9964768 22.6058346, 113.9963815 22.6058441)",,,,,,,
6017944218,6017944220,0,638544902,,service,False,False,33.95,"LINESTRING (113.9987529 22.6072201, 113.9984257 22.6072646)",1,,,30,,,
6017944218,662292287,0,926524856,明德路,unclassified,False,True,33.102,"LINESTRING (113.9987529 22.6072201, 113.9988 22.6075146)",,,,,,,
6017944218,6024426618,0,926524856,明德路,unclassified,False,False,70.496,"LINESTRING (113.9987529 22.6072201, 113.998728 22.6070647, 113.998671 22.6066688, 113.9986511 22.6065935)",,,,,,,
6017944219,8604526588,0,638544902,,service,False,True,25.659,"LINESTRING (113.9978649 22.6073408, 113.9981122 22.6073072)",1,,,30,,,
6017944220,8604526588,0,638544902,,service,False,False,32.528,"LINESTRING (113.9984257 22.6072646, 113.9981122 22.6073072)",1,,,30,,,
6017944220,6017944218,0,638544902,,service,False,True,33.95,"LINESTRING (113.9984257 22.6072646, 113.9987529 22.6072201)",1,,,30,,,
6017944220,6017944221,0,638544903,,unclassified,False,False,81.8,"LINESTRING (113.9984257 22.6072646, 113.998506 22.6079965)",1,,,30,,,
6017944220,8604526590,0,638544904,,unclassified,False,False,68.854,"LINESTRING (113.9984257 22.6072646, 113.9983448 22.6067205, 113.9983348 22.6066511)",2,,,30,,,
6017944221,6017944220,0,638544903,,unclassified,False,True,81.8,"LINESTRING (113.998506 22.6079965, 113.9984257 22.6072646)",1,,,30,,,
6017944223,8604526590,0,638544904,,unclassified,False,True,27.99,"LINESTRING (113.9982987 22.6064016, 113.9983348 22.6066511)",2,,,30,,,
6017944223,6017944226,0,638544905,,unclassified,False,False,12.222,"LINESTRING (113.9982987 22.6064016, 113.9981797 22.606398)",1,,,,,,
6017944223,6017944225,0,638544904,,unclassified,False,False,34.272999999999996,"LINESTRING (113.9982987 22.6064016, 113.998387 22.6062704, 113.998419 22.6061195)",2,,,30,,,
6017944225,8059555095,0,926524856,明德路,unclassified,False,False,14.446,"LINESTRING (113.998419 22.6061195, 113.9983443 22.6060094)",,,,,,,
6017944225,6017944223,0,638544904,,unclassified,False,True,34.272999999999996,"LINESTRING (113.998419 22.6061195, 113.998387 22.6062704, 113.9982987 22.6064016)",2,,,30,,,
6017944225,6024426618,0,926524856,明德路,unclassified,False,True,57.956,"LINESTRING (113.998419 22.6061195, 113.998475 22.6062097, 113.9986099 22.6064818, 113.9986511 22.6065935)",,,,,,,
6017944226,6017944223,0,638544905,,unclassified,False,True,12.222,"LINESTRING (113.9981797 22.606398, 113.9982987 22.6064016)",1,,,,,,
6017944235,662292227,0,243419558,二线关路,unclassified,False,False,199.37900000000002,"LINESTRING (113.9982116 22.6059439, 113.9981222 22.6059019, 113.9979531 22.6058227, 113.997915 22.6058071, 113.9978754 22.605795, 113.997837 22.6057874, 113.9977975 22.6057811, 113.9977565 22.6057763, 113.9977156 22.6057739, 113.9976731 22.6057735, 113.9976199 22.605775, 113.9975764 22.6057769, 113.9975306 22.6057818, 113.9974848 22.6057877, 113.9974342 22.6057968, 113.9973886 22.6058071, 113.9973424 22.6058208, 113.9963879 22.6061748)",,,,,,,
6017944235,8604526593,0,638544908,立行路,unclassified,True,False,69.541,"LINESTRING (113.9982116 22.6059439, 113.9981375 22.6060081, 113.9980338 22.6060259, 113.9977919 22.6059479, 113.9976959 22.6059302, 113.9975863 22.6059659)",1,,,30,,,
6017944235,6038249909,0,864686959,,unclassified,True,False,15.205999999999998,"LINESTRING (113.9982116 22.6059439, 113.9982129 22.6059285, 113.9982197 22.6059051, 113.9982336 22.6058845, 113.9982535 22.6058686, 113.9982775 22.6058588, 113.9983036 22.6058559)",,roundabout,,,,,
6017944245,662292231,0,638544910,,unclassified,False,True,38.834,"LINESTRING (113.9952938 22.6066922, 113.9952682 22.6065374, 113.9952518 22.6064386, 113.9952395 22.6063466)",1,,,,,,
6017944245,8604526584,0,926524854,,unclassified,True,False,34.67,"LINESTRING (113.9952938 22.6066922, 113.9953233 22.6068052, 113.995373 22.6069953)",1,,,,,,
6017944249,8604526585,0,638544911,,service,False,False,32.017,"LINESTRING (113.9959241 22.6065549, 113.9960037 22.6068333)",,,,,,,
6017944249,6017944245,0,638544908,立行路,unclassified,True,False,66.47800000000001,"LINESTRING (113.9959241 22.6065549, 113.9953556 22.6066787, 113.9952938 22.6066922)",1,,,30,,,
6017944250,8604526582,0,638544911,,service,False,True,37.171,"LINESTRING (113.9961884 22.6074789, 113.9960959 22.6071557)",,,,,,,
6024420922,5173029316,0,533171016,,unclassified,False,False,25.726,"LINESTRING (113.995157 22.6032545, 113.9949225 22.6031729)",,,yes,,,,
6024420922,5555715915,0,918536122,立心路,unclassified,False,False,14.555,"LINESTRING (113.995157 22.6032545, 113.9950672 22.6033558)",,,yes,,,,
6024420922,5173028166,0,"[533170992, 533170960]",立心路,unclassified,False,True,62.114,"LINESTRING (113.995157 22.6032545, 113.9952491 22.6031482, 113.9954162 22.6029929, 113.9954826 22.6029467, 113.9956108 22.6029011)",,,yes,,,,
6024420922,6024420932,0,639323924,,footway,False,False,86.524,"LINESTRING (113.995157 22.6032545, 113.9952248 22.6033127, 113.9953073 22.6033562, 113.9954594 22.6033781, 113.9956123 22.6034034, 113.9957428 22.6033785, 113.9958662 22.6033187, 113.9959182 22.6032709)",,,,,,,
6024420932,6024420936,0,639323924,,footway,False,False,72.768,"LINESTRING (113.9959182 22.6032709, 113.9960265 22.6033034, 113.9961406 22.6032824, 113.9962264 22.6032444, 113.9962929 22.6032076, 113.9963996 22.6032054, 113.9965761 22.6032907)",,,,,,,
6024420932,6024420922,0,639323924,,footway,False,True,86.524,"LINESTRING (113.9959182 22.6032709, 113.9958662 22.6033187, 113.9957428 22.6033785, 113.9956123 22.6034034, 113.9954594 22.6033781, 113.9953073 22.6033562, 113.9952248 22.6033127, 113.995157 22.6032545)",,,,,,,
6024420932,8530804308,0,"[918536120, 918536121, 918536119]",,footway,False,False,34.004,"LINESTRING (113.9959182 22.6032709, 113.9959443 22.603225, 113.9959729 22.6031587, 113.9959859 22.6030954, 113.9959925 22.6030269, 113.9959933 22.6029775)",,,yes,,,,
6024420936,6024420945,0,639323924,,footway,False,False,60.001999999999995,"LINESTRING (113.9965761 22.6032907, 113.9966107 22.6033402, 113.9966211 22.6033812, 113.9966327 22.6034998, 113.9966462 22.6035466, 113.9966699 22.6036122, 113.996653 22.6036902, 113.9965989 22.6037308, 113.9965482 22.6037651)",,,,,,,
6024420936,6024420932,0,639323924,,footway,False,True,72.768,"LINESTRING (113.9965761 22.6032907, 113.9963996 22.6032054, 113.9962929 22.6032076, 113.9962264 22.6032444, 113.9961406 22.6032824, 113.9960265 22.6033034, 113.9959182 22.6032709)",,,,,,,
6024420936,6024420973,0,639323929,,footway,False,False,57.11899999999999,"LINESTRING (113.9965761 22.6032907, 113.9966694 22.6033047, 113.9967838 22.6032981, 113.9968215 22.6032521, 113.9968219 22.6032058, 113.9968523 22.603173, 113.9968711 22.6031124, 113.9968718 22.6030783, 113.996859 22.6030529, 113.9968426 22.6030395, 113.9968161 22.6030257)",,,,,,,
6024420945,6024420954,0,639323924,,footway,False,False,82.238,"LINESTRING (113.9965482 22.6037651, 113.996467 22.6038119, 113.996467 22.6038993, 113.9965245 22.6039618, 113.9966056 22.6040273, 113.9966564 22.6040929, 113.9966868 22.6041896, 113.9966665 22.6042552, 113.9966496 22.6042926, 113.996609 22.6043769)",,,,,,,
6024420945,6024420936,0,639323924,,footway,False,True,60.002,"LINESTRING (113.9965482 22.6037651, 113.9965989 22.6037308, 113.996653 22.6036902, 113.9966699 22.6036122, 113.9966462 22.6035466, 113.9966327 22.6034998, 113.9966211 22.6033812, 113.9966107 22.6033402, 113.9965761 22.6032907)",,,,,,,
6024420945,6050668064,0,"[642817498, 642817499]",,path,False,True,250.255,"LINESTRING (113.9965482 22.6037651, 113.9965831 22.6037931, 113.9966705 22.6038317, 113.9967389 22.6038667, 113.99683 22.6039579, 113.9968756 22.6041648, 113.9969174 22.6043085, 113.9970541 22.6044313, 113.9971187 22.6045575, 113.9971528 22.6047503, 113.9971111 22.6048801, 113.9970997 22.6050028, 113.9970123 22.605129, 113.996925 22.6051535, 113.9968984 22.6049923, 113.9967958 22.6049151, 113.9966857 22.6048134, 113.9965459 22.6048011)",,,,,,,
6024420945,6050668082,0,642817500,,path,False,True,113.517,"LINESTRING (113.9965482 22.6037651, 113.9963743 22.603737, 113.9961881 22.6037616, 113.9959641 22.6038177, 113.9958273 22.6039193, 113.9957286 22.6039965, 113.9955273 22.6040279)",,,,,,,
6024420954,6024420945,0,639323924,,footway,False,True,82.238,"LINESTRING (113.996609 22.6043769, 113.9966496 22.6042926, 113.9966665 22.6042552, 113.9966868 22.6041896, 113.9966564 22.6040929, 113.9966056 22.6040273, 113.9965245 22.6039618, 113.996467 22.6038993, 113.996467 22.6038119, 113.9965482 22.6037651)",,,,,,,
6024420954,6024420957,0,639323925,,footway,False,False,21.718,"LINESTRING (113.996609 22.6043769, 113.9966564 22.6044175, 113.9967138 22.604455, 113.9967645 22.604508)",,,,,,,
6024420954,6024420959,0,639323926,,footway,False,True,76.055,"LINESTRING (113.996609 22.6043769, 113.9964974 22.6044019, 113.9964061 22.6043707, 113.9963419 22.6043488, 113.9963182 22.6043738, 113.9962067 22.6043707, 113.9961492 22.6043676, 113.9961458 22.6043114, 113.9961289 22.6042708, 113.9960511 22.6043145, 113.9960038 22.6043421)",,,,,,,
6024420957,6024420954,0,639323925,,footway,False,True,21.718,"LINESTRING (113.9967645 22.604508, 113.9967138 22.604455, 113.9966564 22.6044175, 113.996609 22.6043769)",,,,,,,
6024420959,6050668082,0,580326324,,footway,False,False,61.03699999999999,"LINESTRING (113.9960038 22.6043421, 113.995956 22.6043128, 113.9957941 22.6042338, 113.9957237 22.6042044, 113.995664 22.6041688, 113.995603 22.6041186, 113.9955273 22.6040279)",,,,,,,
