element_type,osmid,ways,natural,type,water,nodes,geometry
relation,6132194,"[409744635, 409744631]",water,multipolygon,pond,"[[[4116113141, 4116113134, 4116113131, 4116113129, 4116113128, 4116113124, 4116113122, 4116113117, 4116113107, 4116113105, 4116113104, 4116113109, 4116113113, 4116113145, 4116113150, 4116113159, 4116113169, 4116113178, 4116113184, 4116113292, 4116113295, 4116113300, 4116113304, 4116113303, 4116113302, 4116113296, 4116113188, 4116113179, 4116113161, 4116113155, 4116113152, 4116113148, 4116113146, 4116113141], [4116113170, 4116113167, 4116113171, 4116113176, 4116113174, 4116113164, 4116113163, 4116113168, 4116113182, 4116113293, 4116113298, 4116113299, 4116113294, 4116113291, 4116113290, 4116113186, 4116113180, 4116113177, 4116113170]]]","POLYGON ((103.7280701 36.054633, 103.728164 36.0547111, 103.7282686 36.054774, 103.7283598 36.0548238, 103.7283222 36.0549171, 103.7282042 36.0550797, 103.7282256 36.0551686, 103.7282954 36.0552554, 103.7283624 36.0553031, 103.7284509 36.0553139, 103.7285556 36.0553139, 103.7287138 36.0552835, 103.7289686 36.0552532, 103.7290679 36.0552228, 103.7291966 36.0551318, 103.7292154 36.055058, 103.7291725 36.0549778, 103.7291376 36.0548976, 103.7291537 36.0547328, 103.729202 36.0546113, 103.728856 36.0541451, 103.7287004 36.0540692, 103.728636 36.0539998, 103.7285636 36.0540063, 103.728526 36.0540323, 103.7283839 36.0541798, 103.7284402 36.0542318, 103.7284965 36.0542882, 103.7284536 36.0543403, 103.7282846 36.0543468, 103.7282042 36.0543576, 103.7281291 36.054427, 103.7280593 36.0545831, 103.7280701 36.054633), (103.7291483 36.0550385, 103.7291725 36.0550797, 103.7291161 36.0551448, 103.7290625 36.055186, 103.7289096 36.0552207, 103.728754 36.055238, 103.7285824 36.0552727, 103.7283758 36.0552727, 103.7283142 36.055225, 103.7282551 36.0551209, 103.7283249 36.0549713, 103.7283785 36.0549279, 103.7284483 36.0549323, 103.7284885 36.0550147, 103.7286521 36.0550342, 103.728797 36.0549886, 103.7289552 36.054967, 103.7290839 36.0549865, 103.7291483 36.0550385))"
