element_type,osmid,nodes,access,amenity,fee,geometry
way,1216992970,"[6924289524, 6924289525, 11276585882, 11276585883, 11276585884, 11276585885, 11276585886, 6924289523, 6924289524]",yes,bicycle_parking,no,"POLYGON ((116.3389578 39.9772181, 116.3389605 39.9769933, 116.33931 39.976854, 116.3393462 39.9769508, 116.3393869 39.9770366, 116.3394173 39.9771231, 116.3394434 39.9771728, 116.3394415 39.9772309, 116.3389578 39.9772181))"
