u,v,key,osmid,highway,access,oneway,reversed,length,tunnel,geometry,junction,bridge,service,name
1288652692,1317204373,0,97674418,service,permissive,False,False,63.03,,"LINESTRING (121.3995791 31.2294778, 121.3994105 31.230026)",,,,
1288652692,1317204315,0,97674418,service,permissive,False,True,35.941,,"LINESTRING (121.3995791 31.2294778, 121.399677 31.2291656)",,,,
1288652692,1288652694,0,113662992,service,permissive,False,False,128.517,,"LINESTRING (121.3995791 31.2294778, 121.4008855 31.2297743)",,,,
1288652694,3808132667,0,113662988,service,permissive,False,True,54.893,,"LINESTRING (121.4008855 31.2297743, 121.4010415 31.229299)",,,,
1288652694,1288652692,0,113662992,service,permissive,False,True,128.517,,"LINESTRING (121.4008855 31.2297743, 121.3995791 31.2294778)",,,,
1288652694,1288652681,0,113662988,service,permissive,False,False,240.406,,"LINESTRING (121.4008855 31.2297743, 121.4006281 31.2305183, 121.400573 31.2306321, 121.4004782 31.2307898, 121.4001223 31.2312763, 121.3999291 31.2313853, 121.3998273 31.2316869)",,,,
1288652697,1288652663,0,113662987,service,permissive,False,True,149.60399999999998,,"LINESTRING (121.3981832 31.2237951, 121.3987992 31.2237894, 121.398808 31.2240963, 121.3988649 31.2246056)",,,,
1288652698,1130831360,0,97673840,service,permissive,False,False,17.832,,"LINESTRING (121.4011862 31.228858, 121.4010028 31.2288245)",,,,
1288652698,3808132048,0,113662988,service,permissive,False,False,25.605,,"LINESTRING (121.4011862 31.228858, 121.4011134 31.2290797)",,,,
1288652698,3807157263,0,"[97673840, 97673851, 97673847]",service,permissive,False,True,45.303000000000004,,"LINESTRING (121.4011862 31.228858, 121.4012542 31.2288722, 121.401458 31.2289094, 121.4016292 31.2289407, 121.4016514 31.2289458)",,yes,桥梁,丽虹桥
1288652698,1288652706,0,113662988,service,permissive,False,True,132.09699999999998,,"LINESTRING (121.4011862 31.228858, 121.4013397 31.2283854, 121.4013772 31.2280734, 121.4013052 31.2278323, 121.4011535 31.2277949)",,,,
1288652700,1288541868,0,113655502,service,permissive,False,True,63.98,,"LINESTRING (121.4038116 31.2300721, 121.4040335 31.2295289)",,,,
1288652700,1297097747,0,113655502,service,permissive,False,False,50.793,,"LINESTRING (121.4038116 31.2300721, 121.4037037 31.2303362, 121.403637 31.2305038)",,,,
1288652700,1288652670,0,113662993,service,permissive,False,False,77.498,,"LINESTRING (121.4038116 31.2300721, 121.403273 31.2299144, 121.4032392 31.2298871, 121.4030508 31.2298316)",,,,
1288652706,3791158241,0,97673838,service,permissive,False,False,26.693,,"LINESTRING (121.4011535 31.2277949, 121.400881 31.2277372)",,,,
1288652706,1288652707,0,113662988,service,permissive,False,True,74.771,,"LINESTRING (121.4011535 31.2277949, 121.4013491 31.2271436)",,,,
1288652706,1288652698,0,113662988,service,permissive,False,False,132.09699999999998,,"LINESTRING (121.4011535 31.2277949, 121.4013052 31.2278323, 121.4013772 31.2280734, 121.4013397 31.2283854, 121.4011862 31.228858)",,,,
1288652707,1288652706,0,113662988,service,permissive,False,False,74.771,,"LINESTRING (121.4013491 31.2271436, 121.4011535 31.2277949)",,,,
1288652707,1297097730,0,114518365,footway,permissive,False,True,110.749,,"LINESTRING (121.4013491 31.2271436, 121.4002184 31.2269046)",,,,
1288652707,3830943572,0,113662988,service,permissive,False,True,68.034,,"LINESTRING (121.4013491 31.2271436, 121.4014145 31.2270362, 121.4014535 31.2269101, 121.401473 31.2267637, 121.4014682 31.2266798, 121.4014537 31.2265922, 121.4014546 31.2265517)",,,,
1288652709,1288664482,0,113662987,service,permissive,False,False,63.984,,"LINESTRING (121.4014315 31.2262128, 121.4007586 31.2262112)",,,,
1288652709,3927075311,0,113662988,service,permissive,False,True,29.19,,"LINESTRING (121.4014315 31.2262128, 121.4014338 31.2259503)",,,,
1288652709,3830943572,0,113662988,service,permissive,False,False,38.355000000000004,,"LINESTRING (121.4014315 31.2262128, 121.4014673 31.2263388, 121.4014765 31.2263887, 121.4014755 31.2264597, 121.4014628 31.2265096, 121.4014546 31.2265517)",,,,
1288652713,3927075311,0,113662988,service,permissive,False,False,87.191,,"LINESTRING (121.4015131 31.2251928, 121.4015122 31.2254728, 121.401437 31.2255372, 121.4014338 31.2259503)",,,,
1288652713,1288689054,0,113662988,service,permissive,False,True,159.845,,"LINESTRING (121.4015131 31.2251928, 121.4015811 31.2252798, 121.4018619 31.2256666, 121.4022316 31.2257609, 121.4022786 31.225764, 121.4028472 31.225909)",,,,
1288652713,1317204652,0,113664169,service,permissive,False,True,107.71099999999998,,"LINESTRING (121.4015131 31.2251928, 121.4014143 31.2250903, 121.4007553 31.2250878, 121.4007553 31.2253601)",,,,
1288652716,3824265566,0,113662987,service,permissive,False,False,13.33,,"LINESTRING (121.3998337 31.2262278, 121.3997249 31.2263034)",,,,
1288652716,1297097666,0,113662987,service,permissive,False,True,35.968,,"LINESTRING (121.3998337 31.2262278, 121.4002115 31.2262117)",,,,
1288652716,3824265561,0,379069964,service,permissive,False,True,25.657,,"LINESTRING (121.3998337 31.2262278, 121.3997251 31.2261636, 121.3996111 31.2262298)",,,,
1288664478,1130831380,0,97674421,service,permissive,False,False,39.056,,"LINESTRING (121.4035377 31.2275345, 121.4031658 31.2273854)",,,,
1288664478,1288664483,0,97674421,service,permissive,False,True,46.652,,"LINESTRING (121.4035377 31.2275345, 121.4040077 31.2276549)",,,,
1288664478,1288664512,0,113664171,service,permissive,False,False,170.594,,"LINESTRING (121.4035377 31.2275345, 121.4040689 31.2260691)",,,,
1288664479,1288664515,0,113664176,service,permissive,False,True,161.41,,"LINESTRING (121.4035804 31.2259744, 121.4030846 31.2273627)",,,,
1288664481,1130836065,0,113664173,service,permissive,False,False,51.639,,"LINESTRING (121.4057859 31.2275313, 121.4056926 31.2279888)",,,,
1288664481,1317216508,0,116941141,service,permissive,False,True,54.822,,"LINESTRING (121.4057859 31.2275313, 121.4052192 31.2274405)",,,,
1288664481,1317216562,0,113664173,service,permissive,False,True,100.417,,"LINESTRING (121.4057859 31.2275313, 121.405861 31.2270485, 121.4053819 31.2269762)",,,,
1288664482,1297097666,0,113662987,service,permissive,False,False,52.022,,"LINESTRING (121.4007586 31.2262112, 121.4002115 31.2262117)",,,,
1288664482,1288652709,0,113662987,service,permissive,False,True,63.984,,"LINESTRING (121.4007586 31.2262112, 121.4014315 31.2262128)",,,,
1288664482,1317204727,0,113664169,service,permissive,False,False,25.608,,"LINESTRING (121.4007586 31.2262112, 121.4007587 31.2259809)",,,,
1288664482,3927043710,0,114518358,footway,permissive,False,True,37.784,,"LINESTRING (121.4007586 31.2262112, 121.4007579 31.226551)",,,,
1288664483,1288664478,0,97674421,service,permissive,False,False,46.652,,"LINESTRING (121.4040077 31.2276549, 121.4035377 31.2275345)",,,,
1288664483,1317216513,0,113664174,service,permissive,False,False,105.507,,"LINESTRING (121.4040077 31.2276549, 121.404337 31.2267488)",,,,
1288664483,1130836110,0,97674421,service,permissive,False,True,100.64200000000001,,"LINESTRING (121.4040077 31.2276549, 121.404758 31.2279193, 121.4049966 31.2279737)",,,,
1288664485,1130831380,0,97673843,service,permissive,False,False,51.083,,"LINESTRING (121.4030094 31.2278249, 121.4031658 31.2273854)",,,,
1288664485,1288546454,0,97673843,service,permissive,False,True,8.249,,"LINESTRING (121.4030094 31.2278249, 121.4030033 31.2278989)",,,,
1288664485,3788622815,0,113664179,service,permissive,False,True,40.961,,"LINESTRING (121.4030094 31.2278249, 121.4025969 31.2277187)",,,,
1288664487,1317204425,0,113655479,service,permissive,False,False,23.988,,"LINESTRING (121.3981051 31.2317129, 121.3978619 31.2316555)",,,,
1288664487,1288541877,0,113655479,service,permissive,False,True,71.12,,"LINESTRING (121.3981051 31.2317129, 121.3988258 31.2318841)",,,,
1288664487,1288664499,0,113664175,service,permissive,False,False,105.445,,"LINESTRING (121.3981051 31.2317129, 121.3978367 31.232633)",,,,
1288664488,1288664511,0,97674421,service,permissive,False,True,29.134,,"LINESTRING (121.4025059 31.2272145, 121.4028001 31.2272877)",,,,
1288664488,1288689054,0,97674421,service,permissive,False,False,159.15300000000002,,"LINESTRING (121.4025059 31.2272145, 121.4023949 31.2271828, 121.4028472 31.225909)",,,,
1288664488,3788622815,0,113664179,service,permissive,False,False,75.16,,"LINESTRING (121.4025059 31.2272145, 121.4023555 31.2276565, 121.4025969 31.2277187)",,,,
1288664497,1288689054,0,97674421,service,permissive,False,True,18.017,,"LINESTRING (121.4028954 31.2257523, 121.4028472 31.225909)",,,,
1288664499,1288664487,0,113664175,service,permissive,False,True,105.445,,"LINESTRING (121.3978367 31.232633, 121.3981051 31.2317129)",,,,
1288664500,1297097868,0,114518339,footway,permissive,False,True,85.685,,"LINESTRING (121.4017917 31.2310855, 121.4012771 31.2309258, 121.4012123 31.2309464, 121.4009455 31.2308617)",,,,
1288664500,3787350668,0,377583585,service,permissive,False,False,52.464,,"LINESTRING (121.4017917 31.2310855, 121.4018379 31.2310335, 121.4020642 31.230676)",,,,
1288664500,3792792789,0,377583585,service,permissive,False,True,53.662,,"LINESTRING (121.4017917 31.2310855, 121.4016215 31.2313711, 121.4015495 31.231521)",,,,
1288664503,3841476362,0,377583585,service,permissive,False,False,56.279,,"LINESTRING (121.4012014 31.2328408, 121.4011111 31.2323406)",,,,
1288664503,3842607410,0,377583585,service,permissive,False,True,24.804,,"LINESTRING (121.4012014 31.2328408, 121.4012416 31.2330612)",,,,
1288664503,1288652668,0,380998842,service,permissive,False,True,73.693,,"LINESTRING (121.4012014 31.2328408, 121.4004349 31.2329391)",,,driveway,
1288664507,3787350668,0,377583585,service,permissive,False,True,12.673,,"LINESTRING (121.4021526 31.2305907, 121.4020642 31.230676)",,,,
1288664507,3787792978,0,"[113664170, 375930154, 114518362]",service,permissive,False,False,17.412,,"LINESTRING (121.4021526 31.2305907, 121.4021845 31.2306039, 121.402284 31.2306391, 121.4023204 31.2306533)",,yes,,
1288664507,3788863918,0,377583585,service,permissive,False,False,31.804000000000002,,"LINESTRING (121.4021526 31.2305907, 121.4022041 31.2305276, 121.4022926 31.2303327)",,,,
1288664511,1288664488,0,97674421,service,permissive,False,False,29.134,,"LINESTRING (121.4028001 31.2272877, 121.4025059 31.2272145)",,,,
1288664511,1288664515,0,97674421,service,permissive,False,True,28.308,,"LINESTRING (121.4028001 31.2272877, 121.4030846 31.2273627)",,,,
1288664511,1288664513,0,113664180,service,permissive,False,False,163.032,,"LINESTRING (121.4028001 31.2272877, 121.4033003 31.2258853)",,,,
1288664512,1288664478,0,113664171,service,permissive,False,True,170.594,,"LINESTRING (121.4040689 31.2260691, 121.4035377 31.2275345)",,,,
1288664513,1288664511,0,113664180,service,permissive,False,True,163.032,,"LINESTRING (121.4033003 31.2258853, 121.4028001 31.2272877)",,,,
1288664515,1288664511,0,97674421,service,permissive,False,False,28.308,,"LINESTRING (121.4030846 31.2273627, 121.4028001 31.2272877)",,,,
1288664515,1130831380,0,97674421,service,permissive,False,True,8.123,,"LINESTRING (121.4030846 31.2273627, 121.4031658 31.2273854)",,,,
1288664515,1288664479,0,113664176,service,permissive,False,False,161.41,,"LINESTRING (121.4030846 31.2273627, 121.4035804 31.2259744)",,,,
1288664520,1317216513,0,113664174,service,permissive,False,True,57.532,,"LINESTRING (121.4045052 31.2262518, 121.404337 31.2267488)",,,,
1288689054,1288664497,0,97674421,service,permissive,False,False,18.017,,"LINESTRING (121.4028472 31.225909, 121.4028954 31.2257523)",,,,
1288689054,1288664488,0,97674421,service,permissive,False,True,159.15300000000002,,"LINESTRING (121.4028472 31.225909, 121.4023949 31.2271828, 121.4025059 31.2272145)",,,,
1288689054,1288652713,0,113662988,service,permissive,False,False,159.845,,"LINESTRING (121.4028472 31.225909, 121.4022786 31.225764, 121.4022316 31.2257609, 121.4018619 31.2256666, 121.4015811 31.2252798, 121.4015131 31.2251928)",,,,
1297097619,1317204352,0,116940061,service,permissive,False,False,59.522,,"LINESTRING (121.401285 31.2304497, 121.4014788 31.2299407)",,,,
1297097619,1297097868,0,114518335,service,permissive,False,True,57.536,,"LINESTRING (121.401285 31.2304497, 121.4011503 31.2305241, 121.4009455 31.2308617)",,,driveway,
1297097619,3787350668,0,379706793,service,permissive,False,False,78.35300000000001,,"LINESTRING (121.401285 31.2304497, 121.402002 31.230647, 121.4020642 31.230676)",,,,
1297097666,1288652716,0,113662987,service,permissive,False,False,35.968,,"LINESTRING (121.4002115 31.2262117, 121.3998337 31.2262278)",,,,
1297097666,1288664482,0,113662987,service,permissive,False,True,52.022,,"LINESTRING (121.4002115 31.2262117, 121.4007586 31.2262112)",,,,
1297097666,1297097898,0,114518364,footway,permissive,False,True,51.911,,"LINESTRING (121.4002115 31.2262117, 121.4002189 31.2266785)",,,,
1297097730,1297097898,0,114518364,footway,permissive,False,False,25.141,,"LINESTRING (121.4002184 31.2269046, 121.4002189 31.2266785)",,,,
1297097730,1288652707,0,114518365,footway,permissive,False,False,110.749,,"LINESTRING (121.4002184 31.2269046, 121.4013491 31.2271436)",,,,
1297097730,3824265624,0,114518364,footway,permissive,False,True,92.036,,"LINESTRING (121.4002184 31.2269046, 121.4001072 31.2272784, 121.3996068 31.2271677)",,,,
1297097747,1288541774,0,113655502,service,permissive,False,False,17.151,,"LINESTRING (121.403637 31.2305038, 121.4035795 31.23065)",,,,
1297097747,1130831376,0,114518344,footway,permissive,False,True,90.877,,"LINESTRING (121.403637 31.2305038, 121.4027375 31.2302275)",,,,
1297097747,1288652700,0,113655502,service,permissive,False,True,50.793,,"LINESTRING (121.403637 31.2305038, 121.4037037 31.2303362, 121.4038116 31.2300721)",,,,
1297097771,3824265598,0,375923706,service,permissive,False,False,23.025,,"LINESTRING (121.3996146 31.2271391, 121.3996723 31.226938)",,,,
1297097771,3824265624,0,375923706,service,permissive,False,True,3.266,,"LINESTRING (121.3996146 31.2271391, 121.3996068 31.2271677)",,,,
1297097771,1317204408,0,379069968,service,permissive,False,False,116.10499999999999,,"LINESTRING (121.3996146 31.2271391, 121.3994052 31.2270951, 121.3993682 31.2270747, 121.3992135 31.2270404, 121.3989954 31.2277)",,,,
1297097799,3839574182,0,377583585,service,permissive,False,False,14.542,,"LINESTRING (121.401267 31.2318321, 121.4014128 31.2317926)",,,,
1297097799,3841289882,0,377583585,service,permissive,False,True,26.784,,"LINESTRING (121.401267 31.2318321, 121.4011643 31.2320564)",,,,
1297097799,3842280714,0,379706792,service,permissive,False,True,15.406,,"LINESTRING (121.401267 31.2318321, 121.4011158 31.2317823)",,,,
1297097803,1297097945,0,114518335,service,permissive,False,False,71.82,,"LINESTRING (121.4005421 31.2315954, 121.4008595 31.2310093)",,,driveway,
1297097803,3786062547,0,114518335,service,permissive,False,True,32.5,,"LINESTRING (121.4005421 31.2315954, 121.4003654 31.2318456)",,,driveway,
1297097803,3842280714,0,379706792,service,permissive,False,False,58.373,,"LINESTRING (121.4005421 31.2315954, 121.4011158 31.2317823)",,,,
1297097868,1297097945,0,114518335,service,permissive,False,True,18.337,,"LINESTRING (121.4009455 31.2308617, 121.4008595 31.2310093)",,,driveway,
1297097868,1297097619,0,114518335,service,permissive,False,False,57.536,,"LINESTRING (121.4009455 31.2308617, 121.4011503 31.2305241, 121.401285 31.2304497)",,,driveway,
1297097868,1288664500,0,114518339,footway,permissive,False,False,85.685,,"LINESTRING (121.4009455 31.2308617, 121.4012123 31.2309464, 121.4012771 31.2309258, 121.4017917 31.2310855)",,,,
1297097898,1297097666,0,114518364,footway,permissive,False,False,51.911,,"LINESTRING (121.4002189 31.2266785, 121.4002115 31.2262117)",,,,
1297097898,1297097730,0,114518364,footway,permissive,False,True,25.141,,"LINESTRING (121.4002189 31.2266785, 121.4002184 31.2269046)",,,,
1297097898,3927043710,0,114518358,footway,permissive,False,False,65.445,,"LINESTRING (121.4002189 31.2266785, 121.4007576 31.2266789, 121.4007579 31.226551)",,,,
1297097902,1130831376,0,97673842,service,permissive,False,False,61.195,,"LINESTRING (121.4025006 31.2307392, 121.4027375 31.2302275)",,,,
1297097902,1317204551,0,97673842,service,permissive,False,True,136.015,,"LINESTRING (121.4025006 31.2307392, 121.4019781 31.2318779)",,,,
1297097902,1288541837,0,113655502,service,permissive,False,True,92.576,,"LINESTRING (121.4025006 31.2307392, 121.4034156 31.2310238)",,,,
1297097902,3787792978,0,114518362,service,permissive,False,True,19.616,,"LINESTRING (121.4025006 31.2307392, 121.4023204 31.2306533)",,,,
1297097945,1297097868,0,114518335,service,permissive,False,False,18.337,,"LINESTRING (121.4008595 31.2310093, 121.4009455 31.2308617)",,,driveway,
1297097945,1297097803,0,114518335,service,permissive,False,True,71.82,,"LINESTRING (121.4008595 31.2310093, 121.4005421 31.2315954)",,,driveway,
1297097945,3851936130,0,381990393,footway,,False,False,20.2,,"LINESTRING (121.4008595 31.2310093, 121.4010578 31.2310745)",,,,
1317204199,3841289882,0,377583585,service,permissive,False,False,0.622,,"LINESTRING (121.4011619 31.2320616, 121.4011643 31.2320564)",,,,
1317204199,3841438217,0,377583585,service,permissive,False,True,15.832,,"LINESTRING (121.4011619 31.2320616, 121.4010995 31.2321936)",,,,
1317204199,1130831384,0,116940068,service,permissive,False,False,65.578,,"LINESTRING (121.4011619 31.2320616, 121.4016637 31.232226, 121.401724 31.2322701, 121.4017583 31.2323252)",,,,
1317204252,1317204334,0,380971713,service,permissive,False,True,14.594,,"LINESTRING (121.4020087 31.2333735, 121.4019868 31.2332436)",,,,
1317204260,3842608464,0,116940047,service,permissive,False,True,18.176,,"LINESTRING (121.4009003 31.233109, 121.4007118 31.2331362)",,,,
1317204260,1317204275,0,380971712,service,permissive,False,True,44.481,,"LINESTRING (121.4009003 31.233109, 121.400972 31.2335043)",,,,
1317204260,3842607410,0,116940047,service,permissive,False,False,32.883,,"LINESTRING (121.4009003 31.233109, 121.40109 31.2330826, 121.4012416 31.2330612)",,,,
1317204275,1317204260,0,380971712,service,permissive,False,False,44.481,,"LINESTRING (121.400972 31.2335043, 121.4009003 31.233109)",,,,
1317204277,1288541837,0,116940016,service,permissive,False,True,99.519,,"LINESTRING (121.4041307 31.2314446, 121.4033464 31.2311921, 121.4034156 31.2310238)",,,,
1317204315,1288652692,0,97674418,service,permissive,False,False,35.941,,"LINESTRING (121.399677 31.2291656, 121.3995791 31.2294778)",,,,
1317204315,1130836138,0,97674418,service,permissive,False,True,45.517,,"LINESTRING (121.399677 31.2291656, 121.3997991 31.2287698)",,,,
1317204315,1317204563,0,116940050,service,permissive,False,True,104.359,,"LINESTRING (121.399677 31.2291656, 121.3986152 31.228928)",,,,
1317204315,3812926656,0,377885311,service,permissive,False,False,97.064,,"LINESTRING (121.399677 31.2291656, 121.4006617 31.2293958)",,,driveway,
1317204334,1317204252,0,380971713,service,permissive,False,False,14.594,,"LINESTRING (121.4019868 31.2332436, 121.4020087 31.2333735)",,,,
1317204334,3846674524,0,380971713,service,permissive,False,True,68.34700000000001,,"LINESTRING (121.4019868 31.2332436, 121.4019569 31.2330825, 121.4014361 31.2331572)",,,,
1317204352,3792673102,0,116940061,service,permissive,False,False,24.288,,"LINESTRING (121.4014788 31.2299407, 121.4015553 31.2297323)",,,,
1317204352,1297097619,0,116940061,service,permissive,False,True,59.522,,"LINESTRING (121.4014788 31.2299407, 121.401285 31.2304497)",,,,
1317204352,3792673104,0,375933206,footway,permissive,False,False,33.659000000000006,,"LINESTRING (121.4014788 31.2299407, 121.4017086 31.2300032, 121.4017283 31.2300055, 121.4017501 31.2299981, 121.4017586 31.2299821, 121.4017735 31.2299422)",,,,
1317204373,3789195186,0,97674418,service,permissive,False,False,33.055,,"LINESTRING (121.3994105 31.230026, 121.3993221 31.2303135)",,,,
1317204373,1288652692,0,97674418,service,permissive,False,True,63.03,,"LINESTRING (121.3994105 31.230026, 121.3995791 31.2294778)",,,,
1317204373,3787665965,0,116940050,service,permissive,False,False,18.552,,"LINESTRING (121.3994105 31.230026, 121.3992214 31.2299849)",,,,
1317204408,1317204423,0,116940053,service,permissive,False,False,104.403,,"LINESTRING (121.3989954 31.2277, 121.4000569 31.2279401)",,,,
1317204408,1317204563,0,116940053,service,permissive,False,True,141.252,,"LINESTRING (121.3989954 31.2277, 121.3986152 31.228928)",,,,
1317204408,1297097771,0,379069968,service,permissive,False,True,116.105,,"LINESTRING (121.3989954 31.2277, 121.3992135 31.2270404, 121.3993682 31.2270747, 121.3994052 31.2270951, 121.3996146 31.2271391)",,,,
1317204423,1317204408,0,116940053,service,permissive,False,True,104.403,,"LINESTRING (121.4000569 31.2279401, 121.3989954 31.2277)",,,,
1317204423,1130836133,0,375923704,service,permissive,False,False,46.227,,"LINESTRING (121.4000569 31.2279401, 121.3999321 31.2283419)",,,,
1317204423,1130836054,0,375923704,service,permissive,False,True,42.282,,"LINESTRING (121.4000569 31.2279401, 121.4001711 31.2275726)",,,,
1317204425,3826201101,0,113655479,service,permissive,False,False,16.883,,"LINESTRING (121.3978619 31.2316555, 121.3976914 31.2316131)",,,,
1317204425,1288664487,0,113655479,service,permissive,False,True,23.988,,"LINESTRING (121.3978619 31.2316555, 121.3981051 31.2317129)",,,,
1317204425,1317204585,0,116940029,footway,permissive,False,False,74.976,,"LINESTRING (121.3978619 31.2316555, 121.3979964 31.2312562, 121.3979541 31.231)",,,,
1317204464,3805651372,0,375933206,footway,permissive,False,False,24.764,,"LINESTRING (121.4019859 31.2293337, 121.4022349 31.229399)",,,,
1317204464,3790337881,0,375933206,footway,permissive,False,True,35.026,,"LINESTRING (121.4019859 31.2293337, 121.40188 31.2296354)",,,,
1317204464,1317204483,0,116940049,footway,permissive,False,False,44.105000000000004,,"LINESTRING (121.4019859 31.2293337, 121.401872 31.2293038, 121.4019704 31.2290213)",,,,
1317204480,1288652679,0,97674418,service,permissive,False,False,34.116,,"LINESTRING (121.3990333 31.2312528, 121.3989372 31.2315484)",,,,
1317204480,1317204749,0,97674418,service,permissive,False,True,74.785,,"LINESTRING (121.3990333 31.2312528, 121.3992379 31.2306034)",,,,
1317204480,3860762576,0,116940029,footway,permissive,False,True,64.898,,"LINESTRING (121.3990333 31.2312528, 121.398375 31.2310986)",,,,
1317204483,3807157263,0,97673847,service,permissive,False,False,31.472,,"LINESTRING (121.4019704 31.2290213, 121.4016514 31.2289458)",,,,
1317204483,1130831371,0,97673847,service,permissive,False,True,13.997,,"LINESTRING (121.4019704 31.2290213, 121.4021124 31.2290545)",,,,
1317204483,1317204464,0,116940049,footway,permissive,False,True,44.105000000000004,,"LINESTRING (121.4019704 31.2290213, 121.401872 31.2293038, 121.4019859 31.2293337)",,,,
1317204486,1288652663,0,116940039,service,permissive,False,True,28.52,,"LINESTRING (121.398565 31.2246092, 121.3988649 31.2246056)",,,,
1317204544,1130831357,0,97674425,service,permissive,False,False,20.859,,"LINESTRING (121.4027422 31.2292058, 121.402532 31.2291521)",,,,
1317204544,1130831381,0,97674425,service,permissive,False,True,12.838,,"LINESTRING (121.4027422 31.2292058, 121.4028719 31.2292379)",,,,
1317204544,3807157284,0,375933206,footway,permissive,False,True,24.704,,"LINESTRING (121.4027422 31.2292058, 121.4026645 31.2294178)",,,,
1317204551,1297097902,0,97673842,service,permissive,False,False,136.015,,"LINESTRING (121.4019781 31.2318779, 121.4025006 31.2307392)",,,,
1317204551,3842546507,0,97673842,service,permissive,False,True,27.117,,"LINESTRING (121.4019781 31.2318779, 121.4018698 31.2321035)",,,,
1317204551,1317204570,0,116940035,service,permissive,False,True,53.225,,"LINESTRING (121.4019781 31.2318779, 121.4014557 31.2317059)",,,,
1317204563,1317204315,0,116940050,service,permissive,False,False,104.359,,"LINESTRING (121.3986152 31.228928, 121.399677 31.2291656)",,,,
1317204563,1317204408,0,116940053,service,permissive,False,False,141.252,,"LINESTRING (121.3986152 31.228928, 121.3989954 31.2277)",,,,
1317204563,3787665965,0,116940050,service,permissive,False,True,207.886,,"LINESTRING (121.3986152 31.228928, 121.3985967 31.2289889, 121.3984739 31.22896, 121.3982341 31.2297556, 121.3991441 31.2299533, 121.3992214 31.2299849)",,,,
1317204570,1317204551,0,116940035,service,permissive,False,False,53.225,,"LINESTRING (121.4014557 31.2317059, 121.4019781 31.2318779)",,,,
1317204570,3847040739,0,377583585,service,permissive,False,False,11.792,,"LINESTRING (121.4014557 31.2317059, 121.4015053 31.2316087)",,,,
1317204570,3839574182,0,377583585,service,permissive,False,True,10.468,,"LINESTRING (121.4014557 31.2317059, 121.4014128 31.2317926)",,,,
1317204570,3846900500,0,381485326,footway,,False,False,12.755,,"LINESTRING (121.4014557 31.2317059, 121.4013298 31.2316663)",,,,
1317204585,3860762576,0,116940029,footway,permissive,False,False,41.494,,"LINESTRING (121.3979541 31.231, 121.398375 31.2310986)",,,,
1317204585,3860762561,0,116940027,footway,permissive,False,False,114.822,,"LINESTRING (121.3979541 31.231, 121.3979339 31.2309096, 121.398068 31.2304419, 121.398211 31.2304559, 121.3982663 31.2304033, 121.3985679 31.2304652)",,,,
1317204585,1317204425,0,116940029,footway,permissive,False,True,74.976,,"LINESTRING (121.3979541 31.231, 121.3979964 31.2312562, 121.3978619 31.2316555)",,,,
1317204604,3790337882,0,116940034,footway,permissive,False,False,34.941,,"LINESTRING (121.4025063 31.2294696, 121.4023962 31.2297694)",,,,
1317204604,3805651372,0,375933206,footway,permissive,False,True,26.973,,"LINESTRING (121.4025063 31.2294696, 121.4022349 31.229399)",,,,
1317204604,3807157284,0,375933206,footway,permissive,False,False,22.618000000000002,,"LINESTRING (121.4025063 31.2294696, 121.4026331 31.2295035, 121.4026645 31.2294178)",,,,
1317204652,1317204727,0,113664169,service,permissive,False,True,69.031,,"LINESTRING (121.4007553 31.2253601, 121.4007587 31.2259809)",,,,
1317204652,1317204727,1,116940059,service,permissive,False,False,229.33700000000002,,"LINESTRING (121.4007553 31.2253601, 121.3999128 31.2253578, 121.3999153 31.2259786, 121.4007587 31.2259809)",,,,
1317204652,1288652713,0,113664169,service,permissive,False,False,107.711,,"LINESTRING (121.4007553 31.2253601, 121.4007553 31.2250878, 121.4014143 31.2250903, 121.4015131 31.2251928)",,,,
1317204727,1317204652,0,113664169,service,permissive,False,False,69.031,,"LINESTRING (121.4007587 31.2259809, 121.4007553 31.2253601)",,,,
1317204727,1317204652,1,116940059,service,permissive,False,True,229.337,,"LINESTRING (121.4007587 31.2259809, 121.3999153 31.2259786, 121.3999128 31.2253578, 121.4007553 31.2253601)",,,,
1317204727,1288664482,0,113664169,service,permissive,False,True,25.608,,"LINESTRING (121.4007587 31.2259809, 121.4007586 31.2262112)",,,,
1317204749,1317204480,0,97674418,service,permissive,False,False,74.785,,"LINESTRING (121.3992379 31.2306034, 121.3990333 31.2312528)",,,,
1317204749,3789195186,0,97674418,service,permissive,False,True,33.215,,"LINESTRING (121.3992379 31.2306034, 121.3993221 31.2303135)",,,,
1317204749,3789195192,0,116940027,footway,permissive,False,True,17.588,,"LINESTRING (121.3992379 31.2306034, 121.3990582 31.2305659)",,,,
1317216508,1288664481,0,116941141,service,permissive,False,False,54.822,,"LINESTRING (121.4052192 31.2274405, 121.4057859 31.2275313)",,,,
1317216508,1317216562,0,113664173,service,permissive,False,False,53.94,,"LINESTRING (121.4052192 31.2274405, 121.4053629 31.2270558, 121.4053819 31.2269762)",,,,
1317216508,1130836110,0,113664173,service,permissive,False,True,63.284,,"LINESTRING (121.4052192 31.2274405, 121.4051682 31.2275476, 121.4051018 31.2276454, 121.4049966 31.2279737)",,,,
1317216513,1288664520,0,113664174,service,permissive,False,False,57.532,,"LINESTRING (121.404337 31.2267488, 121.4045052 31.2262518)",,,,
1317216513,1288664483,0,113664174,service,permissive,False,True,105.507,,"LINESTRING (121.404337 31.2267488, 121.4040077 31.2276549)",,,,
