element_type,osmid,nodes,geometry,ways,amenity,building,int_name,name,type
relation,5699952,"[[[3787375093, 3787375087, 3787375088, 1317204417, 3787721592, 3787375067, 3786257228, 1317204753, 3788863901, 1317204766, 3787466957, 3792673126, 3787466958, 3786250943, 3788863910, 3788863914, 3786250944, 1317204747, 3786250945, 3786250946, 1317204754, 1317204770, 3862618315, 3862618316, 3862618317, 3862618319, 3788749714, 1317204398, 3788749719, 3788749718, 3862988528, 3809674238, 3809674240, 3809674239, 3787350666, 3862988548, 3865372300, 3862988552, 3862988551, 3862988549, 3862988547, 3787350667, 3787486322, 3787486321, 3787486320, 3865621498, 3865621500, 3865621501, 3865621502, 3865621497, 3865621496, 3865621494, 3787350664, 3863189423, 3866758764, 3866758763, 3862566757, 3865372299, 3865372298, 3865372297, 3865372296, 3865372295, 3865372294, 3865372293, 3865372292, 3865372291, 3865372289, 3865372288, 3865372287, 3865372286, 3787375093], [3787344842, 3809673921, 3809673920, 3809673916, 3809673918, 3809673919, 3862916815, 3862916816, 3862916817, 3786257236, 3786257235, 3786257234, 3786257232, 3787344838, 3862905121, 3862905120, 3862905124, 3865372278, 3865372279, 3865372280, 3865372281, 3865372282, 3865372283, 3865372284, 3865372285, 3787344842]]]","POLYGON ((121.4013637 31.2303805, 121.4013672 31.2303815, 121.4014135 31.2303942, 121.401417 31.2303951, 121.401463 31.2304077, 121.4014666 31.2304086, 121.4015127 31.2304213, 121.4015162 31.2304223, 121.4015624 31.2304349, 121.4015659 31.2304359, 121.401612 31.2304485, 121.4016155 31.2304495, 121.4016599 31.2304617, 121.4016633 31.2304627, 121.4017038 31.2304738, 121.4017009 31.2304817, 121.4017 31.2304841, 121.4017073 31.2304861, 121.4017034 31.2304969, 121.4017018 31.2305012, 121.4016999 31.2305063, 121.4017757 31.230527, 121.4017776 31.2305219, 121.4017792 31.2305176, 121.4017833 31.2305068, 121.4018408 31.2305226, 121.401848 31.2305246, 121.4019074 31.2305407, 121.4019146 31.2305428, 121.4019155 31.2305405, 121.4019753 31.2305568, 121.4019745 31.230559, 121.4019814 31.2305609, 121.4019941 31.2305269, 121.4020455 31.230541, 121.4020566 31.230544, 121.4020742 31.230497, 121.4020752 31.2304972, 121.4020807 31.2304825, 121.4021024 31.2304884, 121.4021769 31.2305088, 121.4021814 31.23051, 121.4021838 31.2305106, 121.4022369 31.2303685, 121.4022159 31.2303627, 121.4022277 31.2303313, 121.4022043 31.2303249, 121.4021891 31.2303207, 121.4021978 31.2302974, 121.4021492 31.2302841, 121.4021691 31.2302307, 121.4020985 31.2302115, 121.4021187 31.2301575, 121.4020757 31.2301458, 121.4020773 31.2301417, 121.4020851 31.2301207, 121.402098 31.2300862, 121.4019591 31.2300483, 121.4019387 31.2300427, 121.4019249 31.2300389, 121.4019143 31.230036, 121.4019105 31.2300461, 121.4019001 31.2300741, 121.4014946 31.2299635, 121.4014888 31.2299792, 121.4014667 31.2300384, 121.4014784 31.2300416, 121.4013967 31.2302601, 121.4013841 31.2302567, 121.4013405 31.2303742, 121.4013637 31.2303805), (121.401704 31.2303443, 121.4016595 31.2303321, 121.401656 31.2303311, 121.40161 31.2303186, 121.4016065 31.2303176, 121.4015602 31.230305, 121.4015568 31.230304, 121.4015104 31.2302914, 121.4015068 31.2302904, 121.4015328 31.230221, 121.4015619 31.230229, 121.4015995 31.2301284, 121.4018267 31.2301904, 121.4018107 31.2302331, 121.4018379 31.2302406, 121.4018106 31.2303137, 121.4018009 31.2303396, 121.4017658 31.23033, 121.4017692 31.2303208, 121.4017529 31.2303163, 121.4017532 31.2303156, 121.4017209 31.2303068, 121.4017115 31.2303322, 121.4017122 31.2303323, 121.4017074 31.2303452, 121.401704 31.2303443))","[116940069, 383088710]",library,school,Library,图书馆,multipolygon
