element_type,osmid,geometry,nodes,building,name,ref,building:levels,alt_name,leisure,sport,roof:shape,location,power,substation,amenity,bath:open_air,bath:sand_bath,opening_hours,department,faculty,height,layer,min_height,frequency,voltage,ways,type,short_name
way,980909971,"POLYGON ((121.3934827 31.317672, 121.3941079 31.3177097, 121.3940947 31.3178688, 121.3934695 31.3178311, 121.3934827 31.317672))","[9073714648, 9073714647, 9073714646, 9073714645, 9073714648]",university,土木楼,D11,5,东区11号楼,,,,,,,,,,,,,,,,,,,,
way,980909972,"POLYGON ((121.3935184 31.3173014, 121.3940067 31.3173262, 121.3940013 31.317404, 121.3941287 31.3174105, 121.3941446 31.3171823, 121.3935288 31.317151, 121.3935184 31.3173014))","[9073714654, 9073714653, 9073714652, 9073714651, 9073714650, 9073714649, 9073714654]",university,东区通用实验楼,D10,5,东区10号楼,,,,,,,,,,,,,,,,,,,,
way,980909973,"POLYGON ((121.3960158 31.3162463, 121.3959993 31.3164678, 121.3959205 31.3164635, 121.3959371 31.316242, 121.3960158 31.3162463))","[9073714665, 9073714668, 9073714656, 9073714655, 9073714665]",yes,,,,,,,,,,,,,,,,,,,,,,,,
way,980909974,"POLYGON ((121.3959489 31.3160847, 121.3959653 31.315865, 121.396044 31.3158693, 121.3960276 31.316089, 121.3959489 31.3160847))","[9073714658, 9073714657, 9073714661, 9073714664, 9073714658]",yes,,,,,,,,,,,,,,,,,,,,,,,,
way,980909975,"POLYGON ((121.3955832 31.3158442, 121.3959653 31.315865, 121.396044 31.3158693, 121.3960558 31.3157121, 121.3955949 31.3156869, 121.3955832 31.3158442))","[9073714662, 9073714657, 9073714661, 9073714660, 9073714659, 9073714662]",university,法学院,D4,,东区4号楼,,,,,,,,,,,,law,,,,,,,,
way,980909976,"POLYGON ((121.3955537 31.3162211, 121.3959371 31.316242, 121.3960158 31.3162463, 121.3960276 31.316089, 121.3959489 31.3160847, 121.3955654 31.3160638, 121.3955537 31.3162211))","[9073714666, 9073714655, 9073714665, 9073714664, 9073714658, 9073714663, 9073714666]",university,文学院,D5,,东区5号楼,,,,,,,,,,,,liberal_arts,,,,,,,,
way,980909977,"POLYGON ((121.3955181 31.3165996, 121.3959875 31.3166252, 121.3959993 31.3164678, 121.3959205 31.3164635, 121.3955299 31.3164421, 121.3955181 31.3165996))","[9073714670, 9073714669, 9073714668, 9073714656, 9073714667, 9073714670]",university,中欧工程技术学院,D6,,东区6号楼,,,,,,,,,,,,UTSEUS,,,,,,,,
way,980909978,"POLYGON ((121.3951471 31.3151698, 121.3952986 31.3151756, 121.3953042 31.3150686, 121.3951527 31.3150628, 121.3951471 31.3151698))","[9073714675, 9073714674, 9073714673, 9073714672, 9073714675]",yes,水泵房,,,,,,,,,,,,,,,,,,,,,,,
way,980909979,"POLYGON ((121.3847027 31.312219, 121.3848627 31.3122242, 121.3848614 31.3122528, 121.3850777 31.3122599, 121.3850577 31.3127059, 121.3847185 31.3126948, 121.3847203 31.3126562, 121.3846935 31.3126752, 121.3846618 31.3126873, 121.3846274 31.3126917, 121.3845929 31.312688, 121.3845608 31.3126765, 121.3845335 31.3126581, 121.384513 31.3126341, 121.3845009 31.3126063, 121.3844977 31.3125803, 121.3845019 31.3125545, 121.3845132 31.3125302, 121.3845308 31.3125089, 121.3845538 31.3124917, 121.3845818 31.3124739, 121.3846045 31.3124513, 121.3846207 31.3124249, 121.3846296 31.312396, 121.3846305 31.3123642, 121.3846226 31.312333, 121.3846061 31.3123044, 121.3845854 31.312313, 121.3845696 31.3123025, 121.3845585 31.3122883, 121.3845532 31.3122708, 121.3845552 31.3122528, 121.3845766 31.3121961, 121.3845876 31.312188, 121.3846008 31.3121829, 121.3846188 31.3121813, 121.3846363 31.3121852, 121.3846323 31.3122058, 121.3847027 31.312219))","[9073714708, 9073714709, 9073714710, 9073714711, 9073714712, 9073714713, 9073714707, 9073714704, 9073714703, 9073714702, 9073714701, 9073714700, 9073714699, 9073714698, 9073714706, 9073714697, 9073714696, 9073714695, 9073714694, 9073714705, 9073714691, 9073714690, 9073714689, 9073714693, 9073714688, 9073714687, 9073714692, 9073714686, 9073714683, 9073714685, 9073714682, 9073714684, 9073714681, 9073714678, 9073714680, 9073714677, 9073714679, 9073714676, 9073714708]",yes,吾馨楼,,3,第五食堂;南区食堂,,,,,,,restaurant,,,,,,,,,,,,,
way,980909984,"POLYGON ((121.3911581 31.3184163, 121.3911083 31.3184032, 121.3910627 31.3183817, 121.3910234 31.3183525, 121.3909919 31.318317, 121.3909698 31.3182767, 121.3909579 31.3182334, 121.3909567 31.3181889, 121.3909664 31.3181452, 121.3909864 31.3181041, 121.3910142 31.3180693, 121.3910493 31.3180398, 121.3910906 31.3180168, 121.3911363 31.3180011, 121.3911848 31.3179934, 121.391234 31.317994, 121.3912822 31.3180028, 121.3913274 31.3180194, 121.391368 31.3180434, 121.3913298 31.3180926, 121.3915063 31.3181945, 121.3914666 31.3182439, 121.3915259 31.3182731, 121.3914947 31.3183246, 121.3914954 31.3183653, 121.3914918 31.3184065, 121.391484 31.3184472, 121.3915088 31.3184661, 121.3915054 31.3184867, 121.3913687 31.3184833, 121.3913432 31.3185171, 121.3911581 31.3184163))","[9073720650, 9073720647, 9073720646, 9073720645, 9073720644, 9073720643, 9073720642, 9073720641, 9073720640, 9073720648, 9073720639, 9073720638, 9073720637, 9073720636, 9073720635, 9073720634, 9073720633, 9073720632, 9073720649, 9073720631, 9073720630, 9073720629, 9073720628, 9073720627, 9073720626, 9073720624, 9073720625, 9073720623, 9073720622, 9073720621, 9073720620, 9073720650]",yes,水秀楼,,,第四食堂;水秀食堂;水秀餐厅,,,,,,,restaurant,,,,,,,,,,,,,
way,980909985,"POLYGON ((121.3935611 31.3163909, 121.3939145 31.3164033, 121.3939938 31.3164591, 121.3939926 31.3164847, 121.3940471 31.3164866, 121.3940446 31.3165377, 121.3939901 31.3165358, 121.3939741 31.3168681, 121.3938013 31.316862, 121.3938025 31.3168364, 121.3936166 31.3168299, 121.3936154 31.3168555, 121.3935653 31.3168537, 121.3935666 31.3168281, 121.3935401 31.3168272, 121.3935611 31.3163909))","[9073720666, 9073720665, 9073720664, 9073720663, 9073720662, 9073720661, 9073720660, 9073720659, 9073720652, 9073720653, 9073720658, 9073720657, 9073720656, 9073720655, 9073720654, 9073720666]",yes,留韵楼,,3,第六食堂;东区食堂,,,,,,,,,,,,,,,,,,,,
way,980909986,"POLYGON ((121.3950504 31.3172404, 121.3956565 31.3172727, 121.3956682 31.3171126, 121.3950621 31.3170802, 121.3950504 31.3172404))","[9073720670, 9073720669, 9073720668, 9073720667, 9073720670]",university,日新楼,D8,,东区8号楼,,,,,,,,,,,,,,,,,,,,
way,980909987,"POLYGON ((121.3945684 31.3168368, 121.3956872 31.3168967, 121.3956989 31.3167383, 121.3945801 31.3166783, 121.3945684 31.3168368))","[9073720674, 9073720673, 9073720672, 9073720671, 9073720674]",university,材料基因工程研究院楼,D7,,东区7号楼,,,,,,,,,,,,,,,,,,,,
way,980909989,"POLYGON ((121.3947238 31.3181962, 121.3947483 31.3178644, 121.394601 31.3178564, 121.3945764 31.3181882, 121.3945617 31.3181874, 121.3945473 31.3183812, 121.3953996 31.3184273, 121.395414 31.3182335, 121.395389 31.3182321, 121.3953941 31.3181626, 121.3954339 31.3176259, 121.3951664 31.3176114, 121.3945393 31.3175776, 121.3945314 31.3176846, 121.3945274 31.3177384, 121.3951289 31.3177709, 121.3951545 31.3177723, 121.3951267 31.3181483, 121.3951566 31.3181499, 121.3951515 31.3182193, 121.3947238 31.3181962))","[9073720676, 9073720679, 9073720678, 9073720677, 9073720690, 9073720691, 9073720680, 9073720681, 9073720682, 9101662775, 9073720683, 9073720675, 9073720684, 9364001711, 9073720685, 9364001710, 9073720686, 9073720687, 9073720688, 9073720689, 9073720676]",university,机自大楼,D9,,东区9号楼,,,,,,,,,,,,,,,,,,,,
way,984423109,"POLYGON ((121.3943941 31.3215087, 121.3949181 31.3215325, 121.3949083 31.3216892, 121.3954754 31.3217149, 121.3954847 31.3215645, 121.3956127 31.3214898, 121.3958852 31.3215022, 121.3958708 31.3217329, 121.3956825 31.3217243, 121.3956732 31.3218743, 121.3947471 31.3218322, 121.3947525 31.3217455, 121.3943805 31.3217286, 121.3943941 31.3215087))","[9101662101, 9101662100, 9101662099, 9101662726, 9101662722, 9101662723, 9101662724, 9101662725, 9101662098, 9101662097, 9101662096, 9101662095, 9101662102, 9101662101]",university,生科楼,D19,,东区19号楼,,,,,,,,,,,,,,,,,,,,
way,984423111,"POLYGON ((121.3947516 31.3211432, 121.3950178 31.3211569, 121.3950228 31.3210855, 121.3957374 31.3211224, 121.3957255 31.3212907, 121.3958466 31.321297, 121.3958587 31.3211261, 121.3958936 31.3211279, 121.3959016 31.3210154, 121.3958641 31.3210135, 121.3958659 31.3209889, 121.3957694 31.3209839, 121.3957701 31.3209742, 121.3951304 31.3209411, 121.3951261 31.3210027, 121.3950291 31.3209977, 121.3950334 31.320937, 121.3946224 31.3209157, 121.3946131 31.321046, 121.3947516 31.3211432))","[9101662617, 9101662618, 9101662103, 9101662104, 9101662105, 9101662106, 9101662107, 9101662108, 9101662109, 9101662110, 9101662111, 9101662112, 9101662113, 9101662114, 9101662115, 9101662116, 9101662619, 9101662620, 9101662621, 9101662617]",university,环化楼,D18,,东区18号楼,,,,,,,,,,,,,,,,,,,,
way,984423114,"POLYGON ((121.3945581 31.3187627, 121.3947602 31.3187737, 121.3951262 31.3187935, 121.3953016 31.3188029, 121.395432 31.31881, 121.3954441 31.3186475, 121.3951383 31.318631, 121.3945701 31.3186003, 121.3945674 31.3186366, 121.3945581 31.3187627))","[9101662633, 9101662707, 9101662630, 9101662629, 9101662628, 9101662627, 9101662631, 9101662632, 9101662622, 9101662633]",university,翔英楼,D14,5,东区14号楼,,,,,,,,,,,,,,,,,,,,
way,984423118,"POLYGON ((121.3946501 31.3201453, 121.3952168 31.3201759, 121.3956475 31.3201992, 121.3956594 31.3200377, 121.3956795 31.319767, 121.3956914 31.3196059, 121.3950599 31.3195717, 121.395048 31.3197329, 121.3955524 31.3197601, 121.3955323 31.3200309, 121.3952287 31.3200145, 121.3948112 31.3199919, 121.394662 31.3199838, 121.3946501 31.3201453))","[9101662640, 9101662638, 9101662637, 9101662636, 9101662641, 9101662642, 9101662643, 9101662644, 9101662634, 9101662635, 9101662639, 9101662700, 9101662699, 9101662640]",university,材料楼,,,,,,,,,,,,,,,,,,,,,,,
way,984423124,"POLYGON ((121.3945291 31.3191737, 121.3945556 31.3188159, 121.3944311 31.3188091, 121.3944443 31.3186299, 121.3945674 31.3186366, 121.3945581 31.3187627, 121.3947602 31.3187737, 121.3947405 31.3190406, 121.3949199 31.3190503, 121.394908 31.3192106, 121.3948646 31.3192082, 121.3948373 31.3195778, 121.3949526 31.3195841, 121.3949368 31.3197965, 121.3948262 31.3197905, 121.3948112 31.3199919, 121.394662 31.3199838, 121.394712 31.3193096, 121.3946176 31.3193045, 121.3946269 31.319179, 121.3945291 31.3191737))","[9101662709, 9101662624, 9101662708, 9101662623, 9101662622, 9101662633, 9101662707, 9101662706, 9101662705, 9101662713, 9110294378, 9101662704, 9101662703, 9101662702, 9101662701, 9101662700, 9101662699, 9101662698, 9101662697, 9101662696, 9101662709]",yes,,,2,,,,,,,,,,,,,,,,,,,,,
way,984423125,"POLYGON ((121.394908 31.3192106, 121.3955363 31.3192445, 121.3955482 31.3190843, 121.3954123 31.3190769, 121.3952819 31.3190699, 121.3949199 31.3190503, 121.394908 31.3192106))","[9101662713, 9101662712, 9101662711, 9101662625, 9101662626, 9101662705, 9101662713]",university,计算机楼,D15,8,东区15号楼;通信楼,,,,,,,,,,,,,,,,,,,,
way,984423126,"POLYGON ((121.3949836 31.3175312, 121.3949917 31.317368, 121.3948287 31.3173382, 121.3948287 31.317317, 121.3947087 31.3172952, 121.39471 31.3172757, 121.3945524 31.3172437, 121.394537 31.3175083, 121.3949836 31.3175312))","[9101662720, 9101662714, 9101662715, 9101662716, 9101662717, 9101662718, 9101662719, 9101662721, 9101662720]",university,上海机器人研究所,,,,,,,,,,,,,,,,,,,,,,,
way,984423156,"POLYGON ((121.3956205 31.3228464, 121.3956346 31.322763, 121.3956588 31.322766, 121.3956642 31.3227342, 121.3957796 31.3227484, 121.3957742 31.3227802, 121.3958736 31.3227924, 121.3958787 31.3227621, 121.3959965 31.3227766, 121.3959914 31.3228069, 121.3960574 31.3228151, 121.3960433 31.3228985, 121.3959365 31.3228853, 121.3959328 31.3229073, 121.3958895 31.322902, 121.3958932 31.32288, 121.3957175 31.3228584, 121.3957133 31.3228829, 121.3956723 31.3228778, 121.3956764 31.3228533, 121.3956205 31.3228464))","[9101663058, 9101663057, 9101663056, 9101663055, 9101663054, 9101663053, 9101663052, 9101663051, 9101663050, 9101663049, 9101663048, 9101663047, 9101663046, 9101663045, 9101663044, 9101663043, 9101663042, 9101663041, 9101663040, 9101663039, 9101663058]",dormitory,青年教师宿舍4#,,15,,,,,,,,,,,,,,,,,,,,,
way,984423177,"POLYGON ((121.3933958 31.3226945, 121.3934438 31.3226962, 121.3934422 31.3227287, 121.3935332 31.3227319, 121.3935343 31.3227099, 121.3936689 31.3227146, 121.393668 31.3227344, 121.3937054 31.3227358, 121.3937063 31.3227159, 121.3938453 31.3227208, 121.393844 31.3227485, 121.3939829 31.3227533, 121.3939842 31.3227257, 121.3940367 31.3227275, 121.3940407 31.3226434, 121.3939774 31.3226411, 121.3939785 31.322619, 121.3938606 31.3226148, 121.3938595 31.322637, 121.3937522 31.3226332, 121.3937534 31.3226071, 121.3936396 31.3226032, 121.3936384 31.3226293, 121.3935316 31.3226255, 121.3935331 31.3225939, 121.3934212 31.32259, 121.3934193 31.3226296, 121.393399 31.3226289, 121.3933958 31.3226945))","[9101663151, 9101663150, 9101663149, 9101663148, 9101663147, 9101663146, 9101663145, 9101663144, 9101663143, 9101663142, 9101663141, 9101663140, 9101663139, 9101663138, 9101663137, 9101663136, 9101663135, 9101663134, 9101663133, 9101663132, 9101663131, 9101663130, 9101663129, 9101663128, 9101663127, 9101663126, 9101663125, 9101663124, 9101663151]",dormitory,青年教师宿舍1#,,15,,,,,,,,,,,,,,,,,,,,,
way,985450101,"POLYGON ((121.3852176 31.3163269, 121.384784 31.3163094, 121.384655 31.3162504, 121.3846492 31.3162596, 121.3846154 31.3162442, 121.3845797 31.3163012, 121.3845551 31.31629, 121.3845378 31.3163177, 121.3845901 31.3163416, 121.3845676 31.3163775, 121.3847341 31.3164536, 121.3852094 31.316473, 121.3852176 31.3163269))","[9110294397, 9110294396, 9110294395, 9110294394, 9110294393, 9110294392, 9110294391, 9110294390, 9110294389, 9110294388, 9110294387, 9110294386, 9110294397]",dormitory,3号楼,3,6,,,,,,,,,,,,,,,,,,,,,
way,985450102,"POLYGON ((121.3849241 31.316717, 121.3844906 31.3166994, 121.3843615 31.3166405, 121.3843558 31.3166497, 121.384322 31.3166342, 121.3842862 31.3166913, 121.3842617 31.31668, 121.3842443 31.3167077, 121.3842966 31.3167316, 121.3842741 31.3167675, 121.3844406 31.3168436, 121.3849159 31.316863, 121.3849241 31.316717))","[9110294398, 9110294409, 9110294408, 9110294407, 9110294406, 9110294405, 9110294404, 9110294403, 9110294402, 9110294401, 9110294400, 9110294399, 9110294398]",dormitory,2号楼,2,6,,,,,,,,,,,,,,,,,,,,,
way,985450103,"POLYGON ((121.3860837 31.3165282, 121.3860869 31.316488, 121.3861488 31.3164916, 121.386151 31.3164635, 121.3861256 31.3164621, 121.3861308 31.3163957, 121.3860999 31.3163939, 121.386101 31.3163802, 121.385428 31.3163414, 121.3854163 31.3164897, 121.3860837 31.3165282))","[9110301321, 9110301320, 9110301319, 9110301318, 9110301317, 9110294416, 9110294415, 9110294414, 9110294413, 9110294412, 9110301321]",dormitory,5号楼,5,6,,,,,,,,,,,,,,,,,,,,,
way,985450104,"POLYGON ((121.3931274 31.3199873, 121.3932329 31.3199919, 121.3932406 31.319863, 121.3931351 31.3198584, 121.3931274 31.3199873))","[9110301327, 9110301326, 9110301325, 9110301324, 9110301327]",yes,,,,,,,,,,,,,,,,,,,,,,,,
way,985450106,"POLYGON ((121.3851609 31.3191443, 121.3852329 31.3191477, 121.3852337 31.3191352, 121.38531 31.3191389, 121.3853112 31.3191204, 121.3855426 31.3191314, 121.3855414 31.3191498, 121.3856133 31.3191532, 121.3856125 31.3191657, 121.3856895 31.3191694, 121.3856835 31.319261, 121.3855897 31.3192565, 121.3855908 31.3192404, 121.3854723 31.3192348, 121.3854698 31.3192737, 121.385352 31.3192681, 121.3853545 31.3192292, 121.3852766 31.3192255, 121.3852756 31.3192417, 121.3851549 31.3192359, 121.3851609 31.3191443))","[9110301361, 9110301360, 9110301359, 9110301358, 9110301357, 9110301356, 9110301355, 9110301354, 9110301353, 9110301352, 9110301351, 9110301350, 9110301349, 9110301348, 9110301347, 9110301346, 9110301345, 9110301344, 9110301343, 9110301342, 9110301361]",dormitory,R楼,R,6,,,,,,,,,,,,,,,,,,,,,
way,985450107,"POLYGON ((121.3853258 31.318835, 121.3853978 31.3188384, 121.3853986 31.3188259, 121.385475 31.3188295, 121.3854762 31.3188111, 121.3857075 31.3188221, 121.3857063 31.3188405, 121.3857782 31.3188439, 121.3857774 31.3188564, 121.3858544 31.31886, 121.3858485 31.3189517, 121.3857547 31.3189472, 121.3857557 31.318931, 121.3856373 31.3189254, 121.3856347 31.3189644, 121.3855169 31.3189588, 121.3855195 31.3189198, 121.3854416 31.3189162, 121.3854405 31.3189323, 121.3853199 31.3189266, 121.3853258 31.318835))","[9110301381, 9110301380, 9110301379, 9110301378, 9110301377, 9110301376, 9110301375, 9110301374, 9110301373, 9110301372, 9110301371, 9110301370, 9110301369, 9110301368, 9110301367, 9110301366, 9110301365, 9110301364, 9110301363, 9110301362, 9110301381]",dormitory,Q楼,Q,6,,,,,,,,,,,,,,,,,,,,,
way,985450108,"POLYGON ((121.3852829 31.318198, 121.3853549 31.3182014, 121.3853557 31.3181889, 121.3854321 31.3181925, 121.3854333 31.3181741, 121.3856646 31.3181851, 121.3856634 31.3182035, 121.3857353 31.3182069, 121.3857345 31.3182194, 121.3858115 31.318223, 121.3858056 31.3183146, 121.3857118 31.3183102, 121.3857128 31.318294, 121.3855943 31.3182884, 121.3855918 31.3183274, 121.385474 31.3183218, 121.3854766 31.3182828, 121.3853987 31.3182791, 121.3853976 31.3182953, 121.3852769 31.3182896, 121.3852829 31.318198))","[9110301401, 9110301400, 9110301399, 9110301398, 9110301397, 9110301396, 9110301395, 9110301394, 9110301393, 9110301392, 9110301391, 9110301390, 9110301389, 9110301388, 9110301387, 9110301386, 9110301385, 9110301384, 9110301383, 9110301382, 9110301401]",dormitory,N楼,N,6,,,,,,,,,,,,,,,,,,,,,
way,985450109,"POLYGON ((121.3850558 31.3178777, 121.3851278 31.3178811, 121.3851286 31.3178686, 121.385205 31.3178722, 121.3852062 31.3178538, 121.3854375 31.3178648, 121.3854363 31.3178832, 121.3855082 31.3178866, 121.3855074 31.3178991, 121.3855844 31.3179027, 121.3855785 31.3179944, 121.3854847 31.3179899, 121.3854857 31.3179738, 121.3853672 31.3179681, 121.3853647 31.3180071, 121.3852469 31.3180015, 121.3852494 31.3179626, 121.3851715 31.3179589, 121.3851705 31.317975, 121.3850498 31.3179693, 121.3850558 31.3178777))","[9110301421, 9110301420, 9110301419, 9110301418, 9110301417, 9110301416, 9110301415, 9110301414, 9110301413, 9110301412, 9110301411, 9110301404, 9110301403, 9110301410, 9110301402, 9110301409, 9110301408, 9110301407, 9110301406, 9110301405, 9110301421]",dormitory,M楼,M,6,,,,,,,,,,,,,,,,,,,,,
way,993986743,"POLYGON ((121.3836968 31.319913, 121.384232 31.3199492, 121.3844158 31.3200647, 121.3844774 31.3199932, 121.3844489 31.3199753, 121.3844678 31.3199533, 121.384362 31.3198868, 121.3843289 31.3199252, 121.3842395 31.319869, 121.3842433 31.3198271, 121.3837341 31.3197927, 121.3837309 31.319827, 121.383705 31.3198253, 121.3836968 31.319913))","[9183287534, 9183287533, 9183287532, 9183287531, 9183287530, 9183287529, 9183287528, 9183287527, 9183287526, 9183287525, 9183287524, 9183287523, 9183287522, 9183287534]",dormitory,莘远新楼,V,6,,,,,,,,,,,,,,,,,,,,,
way,993986744,"POLYGON ((121.3851211 31.3207088, 121.3851882 31.3206263, 121.3850681 31.3205616, 121.3846527 31.3205444, 121.3845522 31.3205069, 121.3843415 31.3203777, 121.3842762 31.3204613, 121.3845156 31.3206017, 121.384637 31.3206389, 121.385044 31.3206635, 121.3851211 31.3207088))","[9183287543, 9183287542, 9183287541, 9183287540, 9183287535, 9183287521, 9183287539, 9183287538, 9183287537, 9183287536, 9183287543]",dormitory,L楼,L,6,,,,,,,,,,,,,,,,,,,,,
way,993986745,"POLYGON ((121.3853062 31.3203995, 121.3853719 31.3203227, 121.385223 31.3202328, 121.3846068 31.3201995, 121.3845471 31.3202775, 121.3846309 31.3203319, 121.3846591 31.3203049, 121.3851909 31.3203382, 121.3853062 31.3203995))","[9183287551, 9183287550, 9183287549, 9183287548, 9183287547, 9183287546, 9183287545, 9183287544, 9183287551]",dormitory,K楼,K,6,,,,,,,,,,,,,,,,,,,,,
way,993986746,"POLYGON ((121.3848777 31.3196112, 121.3848844 31.319517, 121.384908 31.3195183, 121.3849104 31.3194849, 121.3852661 31.3195035, 121.3852629 31.3195471, 121.3853291 31.3195506, 121.3853303 31.3195331, 121.3854716 31.3195405, 121.38547 31.3195621, 121.3855555 31.319612, 121.3855849 31.3195752, 121.385707 31.3196465, 121.3856885 31.3196697, 121.3857119 31.3196834, 121.3856475 31.319764, 121.3854164 31.3196291, 121.3853604 31.3196262, 121.3853597 31.3196364, 121.3852312 31.3196296, 121.3852327 31.3196087, 121.3851462 31.3196041, 121.3851447 31.3196251, 121.3850271 31.319619, 121.3850286 31.319598, 121.3849402 31.3195934, 121.3849387 31.3196144, 121.3849189 31.3196133, 121.3848841 31.3196115, 121.3848777 31.3196112))","[9183287582, 9183287581, 9183287580, 9183287579, 9183287578, 9183287577, 9183287576, 9183287575, 9183287574, 9183287573, 9183287572, 9183287571, 9183287570, 9183287569, 9183287568, 9183287567, 9183287566, 9183287565, 9183287564, 9183287563, 9183287562, 9183287561, 9183287560, 9183287559, 9183287558, 9183287557, 9183287556, 9183287552, 9183287553, 9183287582]",dormitory,I楼,I,6,,,,,,,,,,,,,,,,,,,,,
way,993986747,"POLYGON ((121.3847636 31.3199537, 121.3847703 31.3198596, 121.3847939 31.3198608, 121.3847963 31.3198274, 121.3848708 31.3198313, 121.3849055 31.3198331, 121.385152 31.319846, 121.3851488 31.3198897, 121.385215 31.3198931, 121.3852162 31.3198756, 121.3853575 31.319883, 121.3853559 31.3199046, 121.3854414 31.3199545, 121.3854708 31.3199177, 121.3855929 31.319989, 121.3855744 31.3200122, 121.3855978 31.3200259, 121.3855334 31.3201065, 121.3853024 31.3199716, 121.3852464 31.3199687, 121.3852456 31.3199789, 121.3851171 31.3199722, 121.3851186 31.3199512, 121.3850322 31.3199466, 121.3850307 31.3199676, 121.384913 31.3199615, 121.3849145 31.3199405, 121.3848261 31.3199359, 121.3848246 31.3199569, 121.3847636 31.3199537))","[9183287611, 9183287610, 9183287609, 9183287608, 9183287554, 9183287555, 9183287607, 9183287606, 9183287605, 9183287604, 9183287603, 9183287602, 9183287601, 9183287600, 9183287599, 9183287598, 9183287597, 9183287596, 9183287595, 9183287584, 9183287583, 9183287585, 9183287586, 9183287587, 9183287588, 9183287589, 9183287590, 9183287591, 9183287592, 9183287611]",dormitory,O楼,O,6,,,,,,,,,,,,,,,,,,,,,
way,993986758,"POLYGON ((121.3894207 31.3169564, 121.3893664 31.3170191, 121.3893875 31.3170557, 121.3893992 31.3170953, 121.3894014 31.3171324, 121.3893952 31.3171692, 121.3893443 31.3171572, 121.3893309 31.3171791, 121.3893121 31.317198, 121.3892889 31.3172129, 121.3892625 31.317223, 121.3892318 31.317228, 121.3892006 31.3172266, 121.3891706 31.3172189, 121.3891438 31.3172053, 121.3890518 31.3173125, 121.3890224 31.3173468, 121.3889838 31.3173198, 121.3889508 31.3172879, 121.3889243 31.3172518, 121.3889051 31.3172125, 121.3888937 31.317171, 121.3888903 31.3171285, 121.3888952 31.3170853, 121.3889085 31.3170433, 121.3889297 31.3170039, 121.3889584 31.316968, 121.3889936 31.3169366, 121.3890415 31.316907, 121.3890952 31.3168859, 121.3891527 31.316874, 121.3891881 31.3168727, 121.3892118 31.3168718, 121.3892703 31.3168795, 121.389326 31.3168966, 121.3893767 31.3169226, 121.3894207 31.3169564))","[9183287778, 9183287777, 9183287764, 9183287766, 9183287765, 9183287767, 9183287774, 9183287768, 9183287769, 9183287770, 9183287775, 9183287771, 9183287772, 9183287773, 9183287776, 9295012294, 9183287796, 9183287793, 9183287792, 9183287791, 9183287790, 9183287789, 9183287795, 9183287788, 9183287787, 9183287786, 9183287785, 9183287794, 9183287784, 9183287783, 9183287782, 9295012293, 9183287781, 9183287780, 9183287779, 6541410848, 9183287778]",university,J楼,J,2,,,,,,,,,,,,,,,,,,,,,
way,1015076285,"POLYGON ((121.3902651 31.3196824, 121.3899055 31.3196658, 121.3901079 31.3194084, 121.3902651 31.3196824))","[9364001258, 9364001263, 9364001259, 9364001258]",yes,国际会议中心,,2,,,,,,,,,,,,,,20,,,,,,,
way,1015076286,"POLYGON ((121.3898287 31.3196993, 121.3905238 31.3188064, 121.3910738 31.3197676, 121.3898287 31.3196993))","[9364001262, 9364001261, 9364001260, 9364001262]",roof,,,,,,,,,,,,,,,,,24,1,22,,,,,
way,1015076287,"POLYGON ((121.3905677 31.3196964, 121.3902738 31.3191973, 121.3903325 31.3191227, 121.3905238 31.3188793, 121.3909947 31.319716, 121.3905677 31.3196964))","[9364001267, 9364001266, 9364001255, 9364001265, 9364001264, 9364001267]",yes,伟长楼,,2,,,,,,,,,,,,,,20,,,,,,,
way,1015076327,"POLYGON ((121.3842282 31.3189785, 121.3843004 31.3189823, 121.3843014 31.3189681, 121.3843789 31.3189721, 121.38438 31.3189574, 121.3845387 31.3189658, 121.3845376 31.3189809, 121.3846126 31.3189849, 121.3846115 31.3189994, 121.3846863 31.3190033, 121.3846797 31.3190947, 121.3845821 31.3190895, 121.3845833 31.3190725, 121.3845074 31.3190685, 121.3845047 31.3191059, 121.3843939 31.3191001, 121.3843967 31.3190623, 121.3843111 31.3190578, 121.3843099 31.3190745, 121.3842216 31.3190699, 121.3842236 31.3190428, 121.3842282 31.3189785))","[9364001598, 9364001587, 9364001586, 9364001585, 9364001584, 9364001583, 9364001582, 9364001581, 9364001580, 9364001579, 9364001578, 9364001577, 9364001576, 9364001575, 9364001574, 9364001573, 9364001572, 9364001571, 9364001570, 9364001569, 9364001597, 9364001598]",dormitory,T1楼,T1,6,,,,,,,,,,,,,,,,,,,,,
