element_type,osmid,geometry,nodes,building,name,ref,building:levels,alt_name,leisure,sport,roof:shape,location,power,substation,amenity,bath:open_air,bath:sand_bath,opening_hours,department,faculty,height,layer,min_height,frequency,voltage,ways,type,short_name
way,1015076328,"POLYGON ((121.3837722 31.3189267, 121.3838441 31.3189305, 121.3838451 31.3189162, 121.3839226 31.3189203, 121.3839237 31.3189056, 121.3840824 31.3189139, 121.3840813 31.3189291, 121.3841563 31.318933, 121.3841552 31.3189476, 121.3842302 31.3189515, 121.3842282 31.3189785, 121.3842236 31.3190428, 121.3841258 31.3190377, 121.384127 31.3190207, 121.3840511 31.3190167, 121.3840484 31.3190541, 121.3839376 31.3190482, 121.3839404 31.3190105, 121.3838548 31.319006, 121.3838536 31.3190227, 121.3837656 31.3190181, 121.3837722 31.3189267))","[9364001608, 9364001607, 9364001606, 9364001605, 9364001604, 9364001603, 9364001602, 9364001601, 9364001600, 9364001599, 9364001598, 9364001597, 9364001596, 9364001595, 9364001594, 9364001593, 9364001592, 9364001591, 9364001590, 9364001589, 9364001588, 9364001608]",dormitory,T2楼,T2,6,,,,,,,,,,,,,,,,,,,,,
way,1015076329,"POLYGON ((121.3837988 31.3185645, 121.3838707 31.3185683, 121.3838718 31.3185541, 121.3839493 31.3185581, 121.3839503 31.3185434, 121.3841091 31.3185518, 121.384108 31.3185669, 121.3841829 31.3185709, 121.3841819 31.3185854, 121.3842568 31.3185893, 121.3842549 31.3186163, 121.3842502 31.3186807, 121.3841524 31.3186755, 121.3841537 31.3186585, 121.3840777 31.3186545, 121.384075 31.3186919, 121.3839643 31.3186861, 121.383967 31.3186483, 121.3838815 31.3186438, 121.3838803 31.3186605, 121.3837922 31.3186559, 121.3837988 31.3185645))","[9364001628, 9364001627, 9364001626, 9364001625, 9364001624, 9364001623, 9364001622, 9364001621, 9364001620, 9364001619, 9364001648, 9364001618, 9364001617, 9364001616, 9364001615, 9364001614, 9364001613, 9364001612, 9364001611, 9364001610, 9364001609, 9364001628]",dormitory,S2楼,S2,6,,,,,,,,,,,,,,,,,,,,,
way,1015076330,"POLYGON ((121.3842549 31.3186163, 121.384327 31.3186201, 121.3843281 31.3186059, 121.3844056 31.31861, 121.3844067 31.3185953, 121.3845654 31.3186036, 121.3845643 31.3186188, 121.3846392 31.3186227, 121.3846382 31.3186372, 121.3847129 31.3186412, 121.3847064 31.3187325, 121.3846087 31.3187274, 121.38461 31.3187103, 121.384534 31.3187063, 121.3845314 31.3187437, 121.3844206 31.3187379, 121.3844233 31.3187001, 121.3843378 31.3186957, 121.3843366 31.3187123, 121.3842483 31.3187077, 121.3842502 31.3186807, 121.3842549 31.3186163))","[9364001648, 9364001647, 9364001646, 9364001645, 9364001644, 9364001643, 9364001642, 9364001641, 9364001640, 9364001639, 9364001638, 9364001637, 9364001636, 9364001635, 9364001634, 9364001633, 9364001632, 9364001631, 9364001630, 9364001629, 9364001618, 9364001648]",dormitory,S1楼,S1,6,,,,,,,,,,,,,,,,,,,,,
way,1015076331,"POLYGON ((121.3849472 31.3186152, 121.3849537 31.3185251, 121.3850244 31.3185289, 121.3850254 31.3185144, 121.3850986 31.3185183, 121.3850998 31.3185007, 121.3852614 31.3185092, 121.3852601 31.3185268, 121.3853342 31.3185307, 121.3853331 31.3185452, 121.3854088 31.3185492, 121.385404 31.3186158, 121.3854023 31.3186392, 121.3853023 31.3186339, 121.3853034 31.318619, 121.3852288 31.3186151, 121.3852258 31.3186554, 121.3851124 31.3186494, 121.3851154 31.3186091, 121.385051 31.3186057, 121.38505 31.3186206, 121.3849472 31.3186152))","[9364001668, 9364001667, 9364001666, 9364001665, 9364001664, 9364001663, 9364001662, 9364001661, 9364001660, 9364001659, 9364001658, 9364001669, 9364001657, 9364001656, 9364001655, 9364001654, 9364001653, 9364001652, 9364001651, 9364001650, 9364001649, 9364001668]",dormitory,P2楼,P2,6,,,,,,,,,,,,,,,,,,,,,
way,1015076332,"POLYGON ((121.3854106 31.3185244, 121.3854825 31.3185282, 121.3854835 31.3185139, 121.385561 31.318518, 121.3855621 31.3185033, 121.3857208 31.3185117, 121.3857197 31.3185268, 121.3857946 31.3185308, 121.3857936 31.3185453, 121.3858684 31.3185492, 121.3858618 31.3186406, 121.3857642 31.3186354, 121.3857654 31.3186184, 121.3856895 31.3186144, 121.3856868 31.3186518, 121.385576 31.3186459, 121.3855787 31.3186082, 121.3854932 31.3186037, 121.385492 31.3186204, 121.385404 31.3186158, 121.3854088 31.3185492, 121.3854106 31.3185244))","[9364001688, 9364001687, 9364001686, 9364001685, 9364001684, 9364001683, 9364001682, 9364001681, 9364001680, 9364001679, 9364001678, 9364001677, 9364001676, 9364001675, 9364001674, 9364001673, 9364001672, 9364001671, 9364001670, 9364001669, 9364001658, 9364001688]",dormitory,P1楼,P1,6,,,,,,,,,,,,,,,,,,,,,
way,1015076344,"POLYGON ((121.3842295 31.3169469, 121.3842623 31.3168931, 121.3843478 31.3169311, 121.3843149 31.316985, 121.3842295 31.3169469))","[9364001719, 9364001718, 9364001717, 9364001716, 9364001719]",yes,学生宿舍配套水泵房,,,,,,,,,,,,,,,,,,,,,,,
way,1015076351,"POLYGON ((121.3960972 31.3216557, 121.3961001 31.3215141, 121.3962223 31.3215159, 121.3962194 31.3216575, 121.3960972 31.3216557))","[9364001819, 9364001818, 9364001817, 9364001816, 9364001819]",yes,东区二期水泵房,,,,,,,,,,,,,,,,,,,,,,,
way,1015076352,"POLYGON ((121.3959936 31.3212425, 121.396 31.3211295, 121.3962504 31.3211398, 121.3962448 31.321239, 121.3961991 31.3212371, 121.3961983 31.3212509, 121.3959936 31.3212425))","[9364001825, 9364001824, 9364001823, 9364001822, 9364001821, 9364001820, 9364001825]",yes,,,,,,,,indoor,substation,distribution,,,,,,,,,,,,,,
way,1015076353,"POLYGON ((121.3849917 31.311645, 121.3848107 31.3116443, 121.3847017 31.3116285, 121.384705 31.3116118, 121.3846212 31.3115996, 121.3846187 31.3116122, 121.3845492 31.3116021, 121.3845524 31.3115859, 121.3845154 31.3115806, 121.3845371 31.311472, 121.3845721 31.3114771, 121.3845744 31.3114657, 121.3847962 31.3114979, 121.3850992 31.3114986, 121.3850994 31.3115788, 121.385061 31.3115789, 121.3850612 31.311624, 121.3849917 31.3116241, 121.3849917 31.311645))","[9364001833, 9364001826, 9364001827, 9364001828, 9364001829, 9364001830, 9364001831, 9364001832, 9364001843, 9364001842, 9364001841, 9364001840, 9364001839, 9364001838, 9364001837, 9364001836, 9364001835, 9364001834, 9364001833]",dormitory,南区9号楼,,10,,,,,,,,,,,,,,,,,,,,,
way,1015076354,"POLYGON ((121.3845538 31.311189, 121.3845773 31.3110601, 121.3848388 31.3110956, 121.385158 31.3110887, 121.385162 31.3112193, 121.3848355 31.3112274, 121.3845538 31.311189))","[9364001849, 9364001848, 9364001847, 9364001846, 9364001845, 9364001844, 9364001849]",dormitory,南区7号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076355,"POLYGON ((121.3836781 31.3111798, 121.3836942 31.3110429, 121.3840187 31.3110664, 121.3843077 31.3110268, 121.3843292 31.311162, 121.3839933 31.3112027, 121.3836781 31.3111798))","[9364001855, 9364001854, 9364001853, 9364001852, 9364001851, 9364001850, 9364001855]",dormitory,南区8号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076356,"POLYGON ((121.383718 31.3108286, 121.3837012 31.3106911, 121.3840855 31.3106568, 121.384359 31.3106762, 121.3843376 31.3108172, 121.3840828 31.3107977, 121.383718 31.3108286))","[9364001861, 9364001860, 9364001859, 9364001858, 9364001857, 9364001856, 9364001861]",dormitory,南区6号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076357,"POLYGON ((121.3836714 31.3115639, 121.3836707 31.3114313, 121.3840623 31.311429, 121.3842575 31.3114651, 121.3842434 31.3115379, 121.3841984 31.3115327, 121.3841817 31.3116083, 121.3840449 31.3115803, 121.3837415 31.311582, 121.3837415 31.3115639, 121.3836714 31.3115639))","[9364001871, 9364001870, 9364001869, 9364001868, 9364001867, 9364001866, 9364001865, 9364001864, 9364001863, 9364001862, 9364001871]",dormitory,南区10号楼,,12,,,,,,,,,,,,,,,,,,,,,
way,1015076358,"POLYGON ((121.3837505 31.3104912, 121.3837337 31.3103537, 121.384118 31.3103193, 121.3843916 31.3103388, 121.3843701 31.3104797, 121.3841153 31.3104602, 121.3837505 31.3104912))","[9364001877, 9364001876, 9364001875, 9364001874, 9364001873, 9364001872, 9364001877]",dormitory,南区4号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076359,"POLYGON ((121.3846095 31.3101136, 121.3845652 31.3099842, 121.3848267 31.3099292, 121.3852318 31.3099269, 121.3852251 31.3100667, 121.3848656 31.3100586, 121.3846095 31.3101136))","[9364001883, 9364001882, 9364001881, 9364001880, 9364001879, 9364001878, 9364001883]",dormitory,南区1号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076360,"POLYGON ((121.3837726 31.3101411, 121.3837539 31.3100185, 121.3841388 31.3099658, 121.3844164 31.3100002, 121.3843922 31.3101297, 121.3841455 31.310093, 121.3837726 31.3101411))","[9364001889, 9364001888, 9364001887, 9364001886, 9364001885, 9364001884, 9364001889]",dormitory,南区2号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076361,"POLYGON ((121.3845827 31.3104723, 121.3845438 31.3103394, 121.3848147 31.3102832, 121.385209 31.3102855, 121.3852049 31.3104219, 121.3848308 31.3104161, 121.3845827 31.3104723))","[9364001895, 9364001894, 9364001893, 9364001892, 9364001891, 9364001890, 9364001895]",dormitory,南区3号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076362,"POLYGON ((121.3845706 31.3108309, 121.3845599 31.3107037, 121.3848817 31.3106774, 121.3851835 31.3107049, 121.3851781 31.3108275, 121.3848791 31.3108023, 121.3845706 31.3108309))","[9364001901, 9364001900, 9364001899, 9364001898, 9364001897, 9364001896, 9364001901]",dormitory,南区5号楼,,6,,,,,,,,,,,,,,,,,,,,,
way,1015076374,"POLYGON ((121.3847537 31.3120997, 121.3843731 31.3120254, 121.3844036 31.3118896, 121.3847838 31.3119593, 121.3850725 31.3119549, 121.3850752 31.3120819, 121.3850082 31.3120829, 121.3850087 31.3121086, 121.3849549 31.3121094, 121.3849546 31.3120966, 121.3847537 31.3120997))","[9364001999, 9364001997, 9364001998, 9364002006, 9364002005, 9364002004, 9364002003, 9364002002, 9364002001, 9364002000, 9364001999]",dormitory,南区11号楼,,12,,,,,,,,,,,,,,,,,,,,,
way,1015076375,"POLYGON ((121.3835404 31.3126105, 121.3835425 31.3125409, 121.3835152 31.3125403, 121.3835178 31.312459, 121.3838966 31.3124676, 121.3838961 31.3124818, 121.3841646 31.3124879, 121.3841619 31.3125718, 121.3841198 31.3125708, 121.3841183 31.3126176, 121.3840404 31.3126159, 121.3840402 31.3126219, 121.3835404 31.3126105))","[9364002018, 9364002017, 9364002016, 9364002015, 9364002008, 9364002007, 9364002014, 9364002013, 9364002012, 9364002011, 9364002009, 9364002010, 9364002018]",dormitory,南区14号楼,,12,,,,,,,,,,,,,,,,,,,,,
way,1015076376,"POLYGON ((121.3835594 31.3121806, 121.3835695 31.3120477, 121.3838699 31.3120592, 121.3839872 31.3120443, 121.3840013 31.3121806, 121.3838578 31.3121955, 121.3835594 31.3121806))","[9364002024, 9364002023, 9364002022, 9364002021, 9364002020, 9364002019, 9364002024]",dormitory,南区12号楼,,10,,,,,,,,,,,,,,,,,,,,,
way,1015076377,"POLYGON ((121.3835954 31.3118096, 121.3837389 31.3118168, 121.3837299 31.3119467, 121.3835865 31.3119395, 121.3835954 31.3118096))","[9364002028, 9364002027, 9364002026, 9364002025, 9364002028]",yes,,7,,,,,,indoor,substation,distribution,,,,,,,,,,,,,,
way,1015076378,"POLYGON ((121.3878778 31.3217695, 121.3878918 31.3215867, 121.3879633 31.3215906, 121.3879551 31.3216985, 121.3880895 31.321706, 121.3880838 31.321781, 121.3878778 31.3217695))","[9364002043, 9364002042, 9364002041, 9364002040, 9364002039, 9364002038, 9364002043]",university,体育办公楼,,,,,,,,,,,,,,,,,,,,,,,
way,1015076379,"POLYGON ((121.3913952 31.3175743, 121.3914807 31.3174655, 121.3915232 31.3174899, 121.3915452 31.317462, 121.3918198 31.3176195, 121.3920244 31.3176256, 121.3920179 31.3177851, 121.3917487 31.3177771, 121.3913952 31.3175743))","[9364002118, 9364002117, 9363993916, 9363993915, 9363993914, 9363993913, 9363993912, 9363993911, 9364002118]",university,HD楼,HD,,,,,,,,,,,,,,,,,,,,,,
way,1015076380,"POLYGON ((121.3921654 31.317631, 121.3921961 31.3172467, 121.3925771 31.317269, 121.3925335 31.3178134, 121.3922106 31.3177945, 121.3922235 31.3176344, 121.3921654 31.317631))","[9364002124, 9364002123, 9364002122, 9364002121, 9364002120, 9364002119, 9364002124]",university,HC楼,HC,,,,,,,,,,,,,,,,,,,,,,
way,1015076381,"POLYGON ((121.3852661 31.314186, 121.3852908 31.313833, 121.3857191 31.3138549, 121.3856944 31.3142079, 121.3852661 31.314186))","[9364002130, 9364002129, 9364002128, 9364002127, 9364002130]",greenhouse,,,,,,,,,,,,,,,,,,,,,,,,
way,1015076382,"POLYGON ((121.3853521 31.3145764, 121.3853541 31.31452, 121.3854208 31.3145217, 121.3854188 31.3145781, 121.3853521 31.3145764))","[9364002134, 9364002133, 9364002132, 9364002131, 9364002134]",yes,污水泵站,2,,,,,,,,,,,,,,,,,,,,,,
way,1015076383,"POLYGON ((121.392413 31.3199772, 121.3924131 31.3198841, 121.392511 31.3198843, 121.3925109 31.3199774, 121.392413 31.3199772))","[9364002141, 9364002140, 9364002139, 9364002138, 9364002141]",yes,,,,,,,,,,,,,,,,,,,,,,,,
way,1015076384,"POLYGON ((121.3931003 31.320387, 121.3931044 31.3203169, 121.3932982 31.3203251, 121.3932941 31.3203953, 121.3931003 31.320387))","[9364002145, 9364002144, 9364002143, 9364002142, 9364002145]",yes,,,,,,,,,,,,,,,,,,,,,,,,
way,1015076385,"POLYGON ((121.3940103 31.321365, 121.3941136 31.3213684, 121.3941035 31.3215906, 121.3940002 31.3215872, 121.3940103 31.321365))","[9364002149, 9364002148, 9364002147, 9364002146, 9364002149]",yes,动物房,,,,,,,,,,,,,,,,,,,,,,,
way,1015076386,"POLYGON ((121.388547 31.3226078, 121.3885538 31.3225347, 121.3891877 31.3225776, 121.3891809 31.3226507, 121.388547 31.3226078))","[9364002153, 9364002152, 9364002151, 9364002150, 9364002153]",university,红光基地北楼,,,,,,,,,,,,,,,,,,,,,,,
way,1015076387,"POLYGON ((121.391097 31.3225562, 121.3911032 31.3224173, 121.3912041 31.3224206, 121.3911979 31.3225595, 121.391097 31.3225562))","[9364002157, 9364002156, 9364002155, 9364002154, 9364002157]",yes,材料复合研究中心水泵房,,,,,,,,,,,,,,,,,,,,,,,
way,1015076388,"POLYGON ((121.3843292 31.3213759, 121.3843395 31.3212455, 121.3844934 31.3212543, 121.3844832 31.3213847, 121.3843292 31.3213759))","[9364002161, 9364002160, 9364002159, 9364002158, 9364002161]",yes,雨水泵房,2,,,,,,,,,,,,,,,,,,,,,,
way,1015076389,"POLYGON ((121.3832664 31.319983, 121.3832739 31.3199616, 121.3832869 31.3199422, 121.3833046 31.3199257, 121.3833312 31.3199109, 121.3833616 31.3199028, 121.3833616 31.31994, 121.3833877 31.3199418, 121.3834615 31.3201119, 121.3833468 31.3201096, 121.3833428 31.320154, 121.3832932 31.3201526, 121.3832932 31.3201216, 121.3832825 31.3201079, 121.3832731 31.3200884, 121.383266 31.3200675, 121.3832972 31.3200672, 121.3832986 31.3199844, 121.3832664 31.319983))","[9364002179, 9364002176, 9364002175, 9364002178, 9364002174, 9364002177, 9364002173, 9364002172, 9364002171, 9364002170, 9364002169, 9364002168, 9364002167, 9364002162, 9364002166, 9364002165, 9364002164, 9364002163, 9364002179]",yes,球场管理室,,,蝴蝶馆,,,,,,,,,,,,,,,,,,,,
way,1015076390,"POLYGON ((121.383873 31.3182963, 121.3840165 31.3183035, 121.3840076 31.3184334, 121.3838641 31.3184262, 121.383873 31.3182963))","[9364002183, 9364002182, 9364002181, 9364002180, 9364002183]",yes,,4,,,,,,indoor,substation,distribution,,,,,,,,,,,,,,
way,1015076391,"POLYGON ((121.3830727 31.3183771, 121.3830807 31.3182647, 121.3833762 31.3182801, 121.3833682 31.3183926, 121.3830727 31.3183771))","[9364002187, 9364002186, 9364002185, 9364002184, 9364002187]",yes,开水房,,,,,,,,,,,,,,,,,,,,,,,
way,1015076392,"POLYGON ((121.3830543 31.3171086, 121.3830761 31.3167248, 121.3831774 31.316729, 121.3831796 31.3166903, 121.3832489 31.3166931, 121.3832215 31.3171744, 121.3831474 31.3171713, 121.3831507 31.3171126, 121.3830543 31.3171086))","[9364002195, 9364002194, 9364002193, 9364002192, 9364002191, 9364002190, 9364002189, 9364002188, 9364002195]",yes,,,,,,,,indoor,substation,distribution,,,,,,,,,,50,35000,,,
way,1015076393,"POLYGON ((121.3894777 31.3217242, 121.389632 31.3217304, 121.3896266 31.3218283, 121.3894723 31.3218221, 121.3894777 31.3217242))","[9364002199, 9364002198, 9364002197, 9364002196, 9364002199]",yes,,6,,,,,,indoor,substation,distribution,,,,,,,,,,,,,,
way,1015076394,"POLYGON ((121.3851166 31.3144576, 121.3852575 31.3144612, 121.3852531 31.3145861, 121.3851122 31.3145825, 121.3851166 31.3144576))","[9364002203, 9364002202, 9364002201, 9364002200, 9364002203]",yes,,2,,,,,,indoor,substation,distribution,,,,,,,,,,,,,,
way,1015076406,"POLYGON ((121.3912039 31.3216774, 121.3912948 31.3204485, 121.3914993 31.3204595, 121.3914085 31.3216884, 121.3912039 31.3216774))","[9364002292, 9364002291, 9364002290, 9364002289, 9364002292]",grandstand,,,,,,,,,,,,,,,,,,,,,,,,
way,1049078398,"POLYGON ((121.3869761 31.3205007, 121.3869789 31.3204174, 121.3870542 31.3204193, 121.3870546 31.3204079, 121.3871649 31.3204106, 121.3871653 31.3203987, 121.3872831 31.3204016, 121.3872839 31.3203795, 121.3873592 31.3203813, 121.3873595 31.3203717, 121.3874702 31.3203745, 121.3874705 31.3203655, 121.387591 31.3203685, 121.3875878 31.3204613, 121.3875074 31.3204593, 121.3875063 31.3204937, 121.3874032 31.3204911, 121.387404 31.320467, 121.3872813 31.320464, 121.3872805 31.3204866, 121.3871969 31.3204845, 121.3871955 31.3205246, 121.387099 31.3205222, 121.3870997 31.3205038, 121.3869761 31.3205007))","[9641130648, 9641130647, 9641130646, 9641130645, 9641130644, 9641130643, 9641130642, 9641130641, 9641130640, 9641130639, 9641130638, 9641130637, 9641130636, 9641130635, 9641130634, 9641130633, 9641130632, 9641130631, 9641130630, 9641130629, 9641130628, 9641130627, 9641130626, 9641130625, 9641130648]",dormitory,W楼,W,6,,,,,,,,,,,,,,,,,,,,,
way,1049078399,"POLYGON ((121.3855001 31.3207448, 121.3855048 31.3206588, 121.3855746 31.3206616, 121.3855752 31.3206495, 121.3856487 31.3206524, 121.3856493 31.3206416, 121.3857669 31.3206463, 121.3857676 31.3206344, 121.3858786 31.3206388, 121.3858792 31.3206281, 121.3859645 31.3206315, 121.3859658 31.3206067, 121.3860416 31.3206098, 121.3860423 31.3205959, 121.3861192 31.320599, 121.3861197 31.3205903, 121.3862257 31.3205945, 121.3862264 31.3205811, 121.3863425 31.3205857, 121.3863432 31.3205737, 121.3864237 31.3205769, 121.3864189 31.3206639, 121.3863592 31.3206615, 121.3863585 31.3206748, 121.3862456 31.3206703, 121.386242 31.3207356, 121.386125 31.3207309, 121.3861273 31.3206887, 121.386054 31.3206858, 121.3860531 31.320701, 121.3859597 31.3206972, 121.3859584 31.3207216, 121.3857816 31.3207146, 121.3857781 31.3207793, 121.3856718 31.320775, 121.385674 31.3207358, 121.3855975 31.3207327, 121.3855967 31.3207486, 121.3855001 31.3207448))","[9641130686, 9641130685, 9641130654, 9641130653, 9641130684, 9641130683, 9641130682, 9641130681, 9641130680, 9641130679, 9641130678, 9641130677, 9641130676, 9641130675, 9641130674, 9641130673, 9641130672, 9641130671, 9641130670, 9641130651, 9641130650, 9641130669, 9641130649, 9641130652, 9641130668, 9641130667, 9641130666, 9641130665, 9641130664, 9641130663, 9641130662, 9641130661, 9641130660, 9641130659, 9641130658, 9641130657, 9641130656, 9641130655, 9641130686]",dormitory,Z楼,Z,6,,,,,,,,,,,,,,,,,,,,,
way,1049078400,"POLYGON ((121.3870081 31.3201663, 121.3870135 31.3200764, 121.3870908 31.3200798, 121.3870916 31.320065, 121.3871642 31.3200682, 121.3871649 31.3200565, 121.3872759 31.3200613, 121.3872765 31.3200513, 121.3874286 31.3200579, 121.38743 31.3200339, 121.3875056 31.3200372, 121.3875065 31.3200231, 121.3875832 31.3200264, 121.3875838 31.3200174, 121.3876897 31.320022, 121.3876905 31.3200084, 121.387849 31.3200153, 121.3878438 31.3201029, 121.3877098 31.3200971, 121.3877059 31.3201631, 121.3875892 31.320158, 121.3875914 31.3201212, 121.3875179 31.320118, 121.3875173 31.3201285, 121.3874238 31.3201244, 121.3874226 31.3201455, 121.387289 31.3201397, 121.3872853 31.3202011, 121.3871792 31.3201965, 121.3871813 31.3201601, 121.3871049 31.3201568, 121.3871041 31.3201705, 121.3870081 31.3201663))","[9641152718, 9641152717, 9641130716, 9641130715, 9641130714, 9641130713, 9641130712, 9641130711, 9641130710, 9641130709, 9641130708, 9641130707, 9641130706, 9641130705, 9641130704, 9641130703, 9641130702, 9641130701, 9641130700, 9641130699, 9641130698, 9641130697, 9641130696, 9641130695, 9641130694, 9641130693, 9641130692, 9641130691, 9641130690, 9641130689, 9641130688, 9641130687, 9641152718]",dormitory,U楼,U,6,,,,,,,,,,,,,,,,,,,,,
way,1049078401,"POLYGON ((121.3862825 31.3202561, 121.3862821 31.3202701, 121.3861555 31.3202678, 121.3861571 31.3202013, 121.3860294 31.320199, 121.3860316 31.3201115, 121.3861853 31.3201143, 121.3861849 31.3201324, 121.3862948 31.3201344, 121.3862944 31.3201528, 121.3863661 31.3201541, 121.3863658 31.3201694, 121.3864419 31.3201708, 121.3864411 31.3202014, 121.3865995 31.3202042, 121.386599 31.3202258, 121.3867075 31.3202278, 121.386707 31.3202462, 121.3867832 31.3202475, 121.3867828 31.3202627, 121.3868547 31.3202639, 121.3868525 31.3203532, 121.3866965 31.3203504, 121.3866963 31.3203617, 121.3865774 31.3203595, 121.3865789 31.3202977, 121.386435 31.3202951, 121.3864359 31.3202589, 121.3862825 31.3202561))","[9641152746, 9641152745, 9641152744, 9641152743, 9641152742, 9641152741, 9641152740, 9641152739, 9641152738, 9641152737, 9641152736, 9641152735, 9641152734, 9641152733, 9641152732, 9641152731, 9641152730, 9641152729, 9641152728, 9641152727, 9641152726, 9641152725, 9641152724, 9641152723, 9641152722, 9641152721, 9641152720, 9641152719, 9641152746]",dormitory,Y楼,Y,6,,,,,,,,,,,,,,,,,,,,,
way,1049078402,"POLYGON ((121.3864426 31.3199328, 121.3864423 31.3199468, 121.3863156 31.3199444, 121.3863173 31.3198781, 121.3861895 31.3198757, 121.3861918 31.3197882, 121.3863455 31.3197911, 121.386345 31.3198091, 121.386455 31.3198112, 121.3864545 31.3198295, 121.3865263 31.3198309, 121.3865259 31.3198461, 121.3866013 31.3198475, 121.3866019 31.3198248, 121.3867596 31.3198278, 121.3867591 31.3198492, 121.3868676 31.3198513, 121.3868671 31.3198696, 121.3869433 31.319871, 121.3869429 31.3198861, 121.3870149 31.3198874, 121.3870125 31.3199767, 121.3868567 31.3199738, 121.3868564 31.3199852, 121.3867374 31.3199829, 121.386739 31.3199212, 121.3865958 31.3199185, 121.3865953 31.3199357, 121.3864426 31.3199328))","[9641152747, 9641152748, 9641152749, 9641152750, 9641152774, 9641152773, 9641152772, 9641152771, 9641152770, 9641152769, 9641152768, 9641152767, 9641152766, 9641152765, 9641152764, 9641152763, 9641152762, 9641152761, 9641152760, 9641152759, 9641152758, 9641152757, 9641152756, 9641152755, 9641152754, 9641152753, 9641152752, 9641152751, 9641152747]",dormitory,X楼,X,6,,,,,,,,,,,,,,,,,,,,,
relation,13058055,"POLYGON ((121.3897518 31.3205253, 121.3897544 31.32048, 121.3897959 31.3204817, 121.3898098 31.320236, 121.390084 31.3202473, 121.3900904 31.3201335, 121.3900701 31.3201327, 121.3900715 31.3201079, 121.3898424 31.3200985, 121.3898413 31.3201186, 121.3898075 31.3201172, 121.3898091 31.3200881, 121.3893008 31.3200671, 121.3892951 31.3201676, 121.3893848 31.3201713, 121.3893834 31.3201965, 121.3893205 31.3201939, 121.3893137 31.3203133, 121.3894087 31.3203172, 121.3894065 31.3203567, 121.3893113 31.3203528, 121.3893026 31.3205067, 121.3897518 31.3205253), (121.3894522 31.3201802, 121.3895145 31.3201825, 121.389517 31.3201353, 121.3897105 31.3201426, 121.3897092 31.3201687, 121.3897666 31.3201709, 121.3897563 31.3203699, 121.3894431 31.3203581, 121.3894522 31.3201802))","[[[8983186661, 8983186660, 8983186659, 9364002029, 8983186658, 8983186657, 8983186656, 8983186655, 8983186661], [6542707799, 9364002030, 9364002031, 9364002032, 9364002033, 9364002034, 9364002035, 9364002036, 9364002037, 6542707800, 8983186662, 8983186663, 8983186664, 8983186665, 8983186667, 8983186666, 6542707801, 6542707802, 6542707803, 8983186669, 8983186668, 6542707804, 6542707799]]]",university,上海音乐学院,,,,,,,,,,,,,,,,,,,,,"[970631559, 696699046]",multipolygon,
relation,13183091,"POLYGON ((121.3942835 31.315146, 121.3943393 31.3151485, 121.3943419 31.3151055, 121.3947854 31.3151249, 121.3947882 31.3150774, 121.3948163 31.3150786, 121.3948156 31.3150895, 121.394872 31.315092, 121.3948402 31.3150139, 121.3948585 31.3147094, 121.393999 31.3146718, 121.3937385 31.3145751, 121.3937326 31.3146735, 121.3937604 31.3146747, 121.3937569 31.3147323, 121.3937166 31.3147305, 121.393696 31.315074, 121.3942863 31.3150998, 121.3942835 31.315146), (121.3943228 31.3148288, 121.3943119 31.3150112, 121.3938485 31.3149909, 121.3938594 31.3148085, 121.3943228 31.3148288), (121.3945532 31.3148615, 121.3946184 31.3148644, 121.3946198 31.3148422, 121.3947033 31.3148458, 121.3946936 31.3150075, 121.3945448 31.315001, 121.3945532 31.3148615))","[[[9073720717, 9073720716, 9073720715, 9073720714, 9073720717], [9073720713, 9073720712, 9073720711, 9073720710, 9073720709, 9073720708, 9073720713], [9073720735, 9073720734, 9073720733, 9073720732, 9073720731, 9073720730, 9073720729, 9073720728, 9073720727, 9073720726, 9073720725, 9073720724, 9073720723, 9073720722, 9073720721, 9073720720, 9073720719, 9073720718, 9073720735]]]",university,经管大楼,D1,6,东区1号楼,,,,,,,,,,,,,,,,,,"[980909994, 980909993, 980909995]",multipolygon,经管楼
