u,v,key,osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry,tunnel
9054860482,9183287896,0,696557568,泮池南路,unclassified,False,True,70.212,2,,"LINESTRING (121.3861484 31.3169388, 121.3860928 31.3170718, 121.3860471 31.3172048, 121.3860104 31.3173397, 121.3859828 31.3174762, 121.3859695 31.3175499)",
9054860482,6541390232,0,"[696557577, 993986765]",,"['path', 'service']",False,True,33.326,,,"LINESTRING (121.3861484 31.3169388, 121.3859989 31.3168749, 121.3859897 31.3167182)",
9054860486,7010443142,0,696557568,泮池南路,unclassified,False,False,29.979,2,,"LINESTRING (121.3863683 31.3165597, 121.3864541 31.3164466, 121.386547 31.3163376)",
9054860486,9054860482,0,696557568,泮池南路,unclassified,False,True,47.099000000000004,2,,"LINESTRING (121.3863683 31.3165597, 121.3862864 31.3166823, 121.386213 31.3168089, 121.3861484 31.3169388)",
9054860486,6541390233,0,"[993986766, 696557575]",,"['path', 'service']",False,"[False, True]",36.138000000000005,,,"LINESTRING (121.3863683 31.3165597, 121.3862966 31.3165545, 121.3861116 31.3165924, 121.3859936 31.3165863)",
9183275250,6536522472,0,696557609,,path,False,False,42.482,,,"LINESTRING (121.3882081 31.3177309, 121.3884549 31.3174123)",
9183275250,6541410593,0,696557609,,path,False,True,144.32,,,"LINESTRING (121.3882081 31.3177309, 121.3866914 31.3176556)",
9183275250,6541410700,0,993986736,,path,False,False,56.683,,,"LINESTRING (121.3882081 31.3177309, 121.3884006 31.3181849, 121.3884113 31.3182102)",
9183275251,6541410616,0,696557609,,path,False,False,42.001,,,"LINESTRING (121.3897771 31.3157049, 121.3900211 31.3153899)",
9183275251,6541410626,0,696557609,,path,False,True,14.705,,,"LINESTRING (121.3897771 31.3157049, 121.3896917 31.3158152)",
9183275251,622398269,0,"[696557568, 993986737]",泮池南路,"['path', 'unclassified']",False,True,260.067,2,,"LINESTRING (121.3897771 31.3157049, 121.3896442 31.3156317, 121.3894348 31.3155165, 121.3893597 31.3154827, 121.3892155 31.3154404, 121.3890681 31.3154069, 121.3889183 31.3153824, 121.3887669 31.315367, 121.3886263 31.3153609, 121.3884855 31.3153627, 121.3883452 31.3153724, 121.3882059 31.3153899, 121.3880682 31.3154151, 121.3879328 31.3154503, 121.3878 31.3154922, 121.3876702 31.3155404, 121.3875438 31.315595, 121.3874228 31.3156549, 121.3873059 31.3157206, 121.3872372 31.3157642)",
9183275257,6541390231,0,918283092,,service,False,True,31.223,,,"LINESTRING (121.3851583 31.3169579, 121.3851733 31.3166774)",
9183275257,9183275258,0,993986738,,service,False,True,16.407,,,"LINESTRING (121.3851583 31.3169579, 121.3849857 31.3169526)",
9183275257,6541390210,0,918283092,,service,False,False,61.165,,,"LINESTRING (121.3851583 31.3169579, 121.38514 31.3173027, 121.3851289 31.3175074)",
9183275258,6541390213,0,696557571,,service,False,False,3.425,,,"LINESTRING (121.3849857 31.3169526, 121.3849864 31.3169218)",
9183275258,6541390218,0,696557571,,service,False,True,11.855,,,"LINESTRING (121.3849857 31.3169526, 121.3849834 31.3170592)",
9183275258,9183275257,0,993986738,,service,False,False,16.407,,,"LINESTRING (121.3849857 31.3169526, 121.3851583 31.3169579)",
9183275299,6546722322,0,697065801,,service,False,True,89.70499999999998,,,"LINESTRING (121.3867365 31.3224657, 121.3869926 31.3224828, 121.3870329 31.3224783, 121.3870597 31.3224634, 121.3870811 31.3224233, 121.3871013 31.3222136, 121.3870986 31.3221701, 121.3870852 31.3221346, 121.3870637 31.3221151, 121.3870235 31.3221025, 121.3868762 31.322089)",
9183275310,9183275311,0,697065801,,service,False,False,87.389,,,"LINESTRING (121.384728 31.321785, 121.385626 31.3219558)",
9183275310,622397772,0,"[697065824, 49051521, 993986762]",,unclassified,False,False,49.364,,yes,"LINESTRING (121.384728 31.321785, 121.3847686 31.3217324, 121.3849187 31.3215328, 121.3850096 31.3214119)",
9183275311,9183275310,0,697065801,,service,False,True,87.389,,,"LINESTRING (121.385626 31.3219558, 121.384728 31.321785)",
9183275311,6546722322,0,697065801,,service,False,False,120.0,,,"LINESTRING (121.385626 31.3219558, 121.3860458 31.3220372, 121.386188 31.3220521, 121.3868762 31.322089)",
9183275311,622397825,0,"[697065789, 993986742, 697065791]",,footway,False,"[False, True]",49.373,,yes,"LINESTRING (121.385626 31.3219558, 121.385658 31.3218368, 121.3857046 31.3216628, 121.3857421 31.321523)",
9183287646,6541410486,0,993986751,,service,False,False,117.94399999999999,,,"LINESTRING (121.3860916 31.3187412, 121.385962 31.31875, 121.3848533 31.3186815)",
9183287646,6541410491,0,993986767,泮池北路,unclassified,False,False,39.821,2,,"LINESTRING (121.3860916 31.3187412, 121.3860773 31.3187105, 121.3860364 31.318607, 121.3859947 31.3184769, 121.3859757 31.3183976)",
9183287646,9183287911,0,993986767,泮池北路,unclassified,False,True,20.611,2,,"LINESTRING (121.3860916 31.3187412, 121.3861245 31.318812, 121.3861779 31.3189112)",
9183287647,9671407427,0,696557571,,service,False,True,8.915,,,"LINESTRING (121.3857987 31.3192477, 121.3858625 31.3191889)",
9183287647,9183287652,0,696557571,,service,False,False,15.526,,,"LINESTRING (121.3857987 31.3192477, 121.385736 31.3192954, 121.3856676 31.31933)",
9183287647,9671407461,0,1052366135,,footway,False,True,9.74,,,"LINESTRING (121.3857987 31.3192477, 121.3858563 31.3192931, 121.3858677 31.3193113)",
9183287652,6541410513,0,696557571,,service,False,False,79.263,,,"LINESTRING (121.3856676 31.31933, 121.3855577 31.3193426, 121.3853846 31.319338, 121.3852425 31.3193237, 121.3851459 31.3192916, 121.3850735 31.3192555, 121.3849837 31.3192005, 121.3849186 31.3191255)",
9183287652,9183287647,0,696557571,,service,False,True,15.526,,,"LINESTRING (121.3856676 31.31933, 121.385736 31.3192954, 121.3857987 31.3192477)",
9183287652,9671407552,0,1052366139,,footway,False,True,20.161,,,"LINESTRING (121.3856676 31.31933, 121.3857152 31.3193554, 121.3857547 31.3193676, 121.3858101 31.3193917, 121.3858462 31.3194236)",
9183287659,6541410492,0,696557571,,service,False,False,25.279,,,"LINESTRING (121.3848654 31.3185425, 121.3848853 31.3183158)",
9183287659,6541410486,0,696557571,,service,False,True,15.499,,,"LINESTRING (121.3848654 31.3185425, 121.3848533 31.3186815)",
9183287659,6541410488,0,696557585,,service,False,False,116.354,,,"LINESTRING (121.3848654 31.3185425, 121.3836432 31.3184734)",
9183287660,9183287661,0,696557571,,service,False,True,16.229,,,"LINESTRING (121.3849558 31.3174986, 121.384944 31.3176442)",
9183287660,6541390210,0,993986763,,unclassified,True,False,16.473,,,"LINESTRING (121.3849558 31.3174986, 121.3851289 31.3175074)",
9183287660,6541390218,0,696557571,,service,False,False,48.934,,,"LINESTRING (121.3849558 31.3174986, 121.3849722 31.3172959, 121.3849834 31.3170592)",
9183287661,9183287660,0,696557571,,service,False,False,16.229,,,"LINESTRING (121.384944 31.3176442, 121.3849558 31.3174986)",
9183287661,6541410490,0,696557571,,service,False,True,41.613,,,"LINESTRING (121.384944 31.3176442, 121.3849114 31.3180174)",
9183287661,9183287920,0,993986770,,unclassified,True,False,114.083,,,"LINESTRING (121.384944 31.3176442, 121.3837458 31.3175748)",
9183287700,6541390220,0,993986764,西外环路,unclassified,False,True,44.37,2,,"LINESTRING (121.3842659 31.3163762, 121.3840068 31.3167082)",
9183287700,9671443518,0,696817186,,path,False,False,177.876,,,"LINESTRING (121.3842659 31.3163762, 121.3842031 31.3163042, 121.3841917 31.3162698, 121.3841958 31.316236, 121.3842101 31.3162019, 121.384336 31.3148021)",
9183287700,6541410566,0,993986764,西外环路,unclassified,False,False,31.494999999999997,2,,"LINESTRING (121.3842659 31.3163762, 121.3843936 31.3162125, 121.3844494 31.3161403)",
9183287799,9183287841,0,993986759,,footway,False,True,111.06399999999996,,,"LINESTRING (121.3866929 31.3171068, 121.3867412 31.3170936, 121.3867787 31.3170804, 121.3868163 31.3170632, 121.3868451 31.3170374, 121.3868867 31.3169767, 121.3869571 31.3168816, 121.386998 31.3168455, 121.3870751 31.3168014, 121.3872106 31.3167487, 121.3872535 31.3167258, 121.3872991 31.316696, 121.3873313 31.3166576, 121.3873601 31.3165883, 121.3873661 31.3165053, 121.3873484 31.3163933)",
9183287817,9183287834,0,696088021,,footway,False,True,53.641,,,"LINESTRING (121.3874672 31.3160562, 121.3877655 31.3164658)",
9183287817,622398269,0,"[696088021, 696088022, 49051687]",,footway,False,"[False, True]",39.14,,yes,"LINESTRING (121.3874672 31.3160562, 121.3874501 31.3160327, 121.3872924 31.3158311, 121.3872372 31.3157642)",
9183287817,9183287841,0,993986759,,footway,False,False,40.761,,,"LINESTRING (121.3874672 31.3160562, 121.3874204 31.3161117, 121.3873816 31.3161644, 121.3873534 31.3162142, 121.387344 31.3162595, 121.387338 31.3163271, 121.3873484 31.3163933)",
9183287818,9183287834,0,993986760,,footway,False,True,167.26700000000005,,,"LINESTRING (121.3888994 31.316587, 121.3888393 31.3165459, 121.3887656 31.3164989, 121.388716 31.3164462, 121.388669 31.316342, 121.3886254 31.3162091, 121.3885664 31.3160819, 121.3885202 31.316047, 121.3884571 31.3160407, 121.3882479 31.316059, 121.3881312 31.3160762, 121.3880709 31.3161083, 121.3880253 31.3161713, 121.3879743 31.3162962, 121.3879247 31.3163638, 121.387855 31.316421, 121.3877655 31.3164658)",
9183287834,9183287817,0,696088021,,footway,False,False,53.641,,,"LINESTRING (121.3877655 31.3164658, 121.3874672 31.3160562)",
9183287834,6536522472,0,"[696088021, 993986735]",,"['path', 'footway']",False,True,123.958,,,"LINESTRING (121.3877655 31.3164658, 121.3882738 31.3171636, 121.3884549 31.3174123)",
9183287834,9183287818,0,993986760,,footway,False,False,167.267,,,"LINESTRING (121.3877655 31.3164658, 121.387855 31.316421, 121.3879247 31.3163638, 121.3879743 31.3162962, 121.3880253 31.3161713, 121.3880709 31.3161083, 121.3881312 31.3160762, 121.3882479 31.316059, 121.3884571 31.3160407, 121.3885202 31.316047, 121.3885664 31.3160819, 121.3886254 31.3162091, 121.388669 31.316342, 121.388716 31.3164462, 121.3887656 31.3164989, 121.3888393 31.3165459, 121.3888994 31.316587)",
9183287834,9183287841,0,993986760,,footway,False,True,42.357,,,"LINESTRING (121.3877655 31.3164658, 121.3877128 31.3164795, 121.3876525 31.3164852, 121.387576 31.3164806, 121.3875291 31.3164749, 121.3874593 31.3164554, 121.3874137 31.3164314, 121.3873484 31.3163933)",
9183287841,9183287799,0,993986759,,footway,False,False,111.064,,,"LINESTRING (121.3873484 31.3163933, 121.3873661 31.3165053, 121.3873601 31.3165883, 121.3873313 31.3166576, 121.3872991 31.316696, 121.3872535 31.3167258, 121.3872106 31.3167487, 121.3870751 31.3168014, 121.386998 31.3168455, 121.3869571 31.3168816, 121.3868867 31.3169767, 121.3868451 31.3170374, 121.3868163 31.3170632, 121.3867787 31.3170804, 121.3867412 31.3170936, 121.3866929 31.3171068)",
9183287841,9183287817,0,993986759,,footway,False,True,40.761,,,"LINESTRING (121.3873484 31.3163933, 121.387338 31.3163271, 121.387344 31.3162595, 121.3873534 31.3162142, 121.3873816 31.3161644, 121.3874204 31.3161117, 121.3874672 31.3160562)",
9183287841,9183287834,0,993986760,,footway,False,False,42.357,,,"LINESTRING (121.3873484 31.3163933, 121.3874137 31.3164314, 121.3874593 31.3164554, 121.3875291 31.3164749, 121.387576 31.3164806, 121.3876525 31.3164852, 121.3877128 31.3164795, 121.3877655 31.3164658)",
9183287879,6541410590,0,759322198,南外环路,unclassified,False,False,15.886,2,,"LINESTRING (121.3861939 31.314478, 121.386361 31.3144836)",
9183287879,622398790,0,759322198,南外环路,unclassified,False,True,69.452,2,,"LINESTRING (121.3861939 31.314478, 121.3858979 31.3144681, 121.3854698 31.3144028)",
9183287879,622398792,0,993986764,西外环路,unclassified,False,True,59.925,2,,"LINESTRING (121.3861939 31.314478, 121.38607 31.3144836, 121.3859774 31.3144974, 121.3858862 31.3145283, 121.3857803 31.3145695, 121.3856971 31.3146096, 121.385614 31.3146612)",
9183287896,9183287922,0,993986763,,unclassified,True,False,44.706,,,"LINESTRING (121.3859695 31.3175499, 121.3864393 31.3175736)",
9183287896,9054860482,0,696557568,泮池南路,unclassified,False,False,70.21199999999999,2,,"LINESTRING (121.3859695 31.3175499, 121.3859828 31.3174762, 121.3860104 31.3173397, 121.3860471 31.3172048, 121.3860928 31.3170718, 121.3861484 31.3169388)",
9183287896,9183287897,0,"[696557568, 993986767]","['泮池北路', '泮池南路']",unclassified,False,True,17.101,2,,"LINESTRING (121.3859695 31.3175499, 121.3859559 31.3176258, 121.3859456 31.3177023)",
9183287897,9183287661,0,993986770,,unclassified,True,False,95.365,,,"LINESTRING (121.3859456 31.3177023, 121.384944 31.3176442)",
9183287897,9183287896,0,"[696557568, 993986767]","['泮池北路', '泮池南路']",unclassified,False,False,17.101,2,,"LINESTRING (121.3859456 31.3177023, 121.3859559 31.3176258, 121.3859695 31.3175499)",
9183287897,6541410489,0,993986767,泮池北路,unclassified,False,True,41.684,2,,"LINESTRING (121.3859456 31.3177023, 121.3859352 31.3177793, 121.3859305 31.3179179, 121.3859298 31.3180766)",
9183287911,9671407446,0,696557571,,service,False,False,25.526,,,"LINESTRING (121.3861779 31.3189112, 121.3860453 31.3190252, 121.3859894 31.3190748)",
9183287911,9183287646,0,993986767,泮池北路,unclassified,False,False,20.611,2,,"LINESTRING (121.3861779 31.3189112, 121.3861245 31.318812, 121.3860916 31.3187412)",
9183287911,9671407443,0,993986767,泮池北路,unclassified,False,True,18.294,2,,"LINESTRING (121.3861779 31.3189112, 121.3862137 31.3189563, 121.3862551 31.3190083, 121.386289 31.3190455)",
9183287919,9183287897,0,993986770,,unclassified,True,False,46.511,,,"LINESTRING (121.3864341 31.3177306, 121.3859456 31.3177023)",
9183287919,6541410593,0,993986768,,path,False,True,26.749000000000002,,,"LINESTRING (121.3864341 31.3177306, 121.3865209 31.3177357, 121.3866914 31.3176556)",
9183287920,622399355,0,993986764,西外环路,unclassified,False,False,10.114,2,,"LINESTRING (121.3837458 31.3175748, 121.383752 31.317484)",
9183287920,6541410488,0,993986764,西外环路,unclassified,False,True,100.394,2,,"LINESTRING (121.3837458 31.3175748, 121.3836432 31.3184734)",
9183287922,6541410593,0,993986769,,path,False,False,26.256,,,"LINESTRING (121.3864393 31.3175736, 121.3865342 31.3175784, 121.3866914 31.3176556)",
9183287923,9183287660,0,993986763,,unclassified,True,False,114.249,,,"LINESTRING (121.3837552 31.3174379, 121.3849558 31.3174986)",
9183287923,622399355,0,993986764,西外环路,unclassified,False,True,5.135,2,,"LINESTRING (121.3837552 31.3174379, 121.383752 31.317484)",
9183287923,6541390220,0,993986764,西外环路,unclassified,False,False,86.32000000000001,2,,"LINESTRING (121.3837552 31.3174379, 121.3837807 31.3171509, 121.3837968 31.3170741, 121.3838249 31.3169905, 121.3838625 31.316908, 121.3839269 31.3168106, 121.3840068 31.3167082)",
9281135101,6544027567,0,759322198,南外环路,unclassified,False,False,105.495,2,,"LINESTRING (121.3832676 31.3142993, 121.3843759 31.3143591)",
9363993908,6541410601,0,759322198,南外环路,unclassified,False,False,87.621,2,,"LINESTRING (121.3914111 31.3141167, 121.3915363 31.314172, 121.3921988 31.314526)",
9363993908,622400437,0,759322198,南外环路,unclassified,False,True,32.416,2,,"LINESTRING (121.3914111 31.3141167, 121.3912516 31.3140464, 121.3911015 31.3139949)",
9364001159,622398713,0,696557570,东外环路,unclassified,False,False,42.805,2,,"LINESTRING (121.3899051 31.3192231, 121.3896647 31.3195487)",
9364001159,6541410736,0,696557570,东外环路,unclassified,False,True,48.908,2,,"LINESTRING (121.3899051 31.3192231, 121.3900513 31.3190251, 121.3901798 31.3188511)",
9364001159,6541410716,0,696557631,,footway,False,True,165.877,,,"LINESTRING (121.3899051 31.3192231, 121.3897465 31.3191484, 121.3895654 31.319152, 121.3894268 31.319216, 121.3893688 31.3193633, 121.3893187 31.3194503, 121.3892332 31.3195587, 121.3890812 31.3196444, 121.3889998 31.3196652, 121.388872 31.3196612, 121.3887851 31.3196491, 121.3886738 31.3196237, 121.3885132 31.3195547)",
9671382278,6541410703,0,993986767,泮池北路,unclassified,False,True,10.315,2,,"LINESTRING (121.3873047 31.3196558, 121.387407 31.3196869)",
9671382278,622398317,0,993986767,泮池北路,unclassified,False,False,85.996,2,,"LINESTRING (121.3873047 31.3196558, 121.3872071 31.3196262, 121.3870101 31.3195591, 121.3868783 31.3194965, 121.386752 31.3194261, 121.3866319 31.3193483, 121.3865283 31.3192713)",
9671382278,9671407567,0,1052366111,,service,False,False,69.911,,,"LINESTRING (121.3873047 31.3196558, 121.3872137 31.3197624, 121.3870585 31.3199566, 121.3869517 31.3200858, 121.3869003 31.3201795)",
9671382282,9671382289,0,1052366108,,footway,False,False,45.799,,,"LINESTRING (121.3868212 31.3208188, 121.3868719 31.3204092)",
9671382282,9671407423,0,1052366125,,service,False,False,9.615,,,"LINESTRING (121.3868212 31.3208188, 121.3869221 31.3208257)",
9671382282,9671407483,0,1052366125,,service,False,True,39.844,,,"LINESTRING (121.3868212 31.3208188, 121.3864031 31.32079)",
9671382283,9671382284,0,1052366109,,footway,False,True,9.954,,,"LINESTRING (121.3859808 31.3203278, 121.3858765 31.3203192)",
9671382283,9671407473,0,"[1052366107, 1052366109]",,"['service', 'footway']",False,"[False, True]",46.644000000000005,,,"LINESTRING (121.3859808 31.3203278, 121.3861689 31.3203433, 121.3864691 31.3203719)",
9671382283,9671407494,0,1052366126,,footway,False,False,39.023,,,"LINESTRING (121.3859808 31.3203278, 121.3859786 31.3203425, 121.3859636 31.3203736, 121.3859398 31.3204003, 121.3859086 31.3204209, 121.3858723 31.3204338, 121.3858333 31.3204383, 121.3857943 31.320434, 121.3857579 31.3204213, 121.3857266 31.3204009, 121.3857025 31.3203743, 121.3856874 31.3203433)",
9671382283,9671407438,0,1052366126,,footway,False,True,19.219,,,"LINESTRING (121.3859808 31.3203278, 121.3859836 31.3203091, 121.3859783 31.3202758, 121.3859631 31.3202448, 121.3859391 31.3202182, 121.3859078 31.3201978, 121.3858866 31.3201904)",
9671382284,9671382283,0,1052366109,,footway,False,False,9.954,,,"LINESTRING (121.3858765 31.3203192, 121.3859808 31.3203278)",
9671382284,9671407584,0,1052366138,,footway,False,False,17.766999999999996,,,"LINESTRING (121.3858765 31.3203192, 121.3858726 31.3203304, 121.385857 31.3203469, 121.3858352 31.3203569, 121.3858106 31.3203591, 121.3857869 31.320353, 121.3857677 31.3203397, 121.3857559 31.3203211, 121.3857533 31.3203)",
9671382284,9671407594,0,1052366138,,footway,False,True,8.100999999999999,,,"LINESTRING (121.3858765 31.3203192, 121.3858797 31.3203102, 121.3858771 31.3202891, 121.3858654 31.3202705, 121.3858462 31.3202572)",
9671382285,622397837,0,49051529,北外环路,unclassified,False,False,19.021,,,"LINESTRING (121.3878747 31.320245, 121.3879716 31.3200953)",
9671382285,9671407474,0,49051529,北外环路,unclassified,False,True,82.505,,,"LINESTRING (121.3878747 31.320245, 121.3877755 31.3203983, 121.387387 31.3208578)",
9671382285,9671382288,0,1052366110,,service,False,True,93.831,,,"LINESTRING (121.3878747 31.320245, 121.3874459 31.3202412, 121.3873016 31.3202699, 121.3868913 31.3202525)",
9671382288,9671382289,0,1052366107,,service,False,False,17.521,,,"LINESTRING (121.3868913 31.3202525, 121.3868719 31.3204092)",
9671382288,9671407567,0,1052366107,,service,False,True,8.162,,,"LINESTRING (121.3868913 31.3202525, 121.3869003 31.3201795)",
9671382288,9671382285,0,1052366110,,service,False,False,93.831,,,"LINESTRING (121.3868913 31.3202525, 121.3873016 31.3202699, 121.3874459 31.3202412, 121.3878747 31.320245)",
9671382289,9671407473,0,1052366107,,service,False,False,38.487,,,"LINESTRING (121.3868719 31.3204092, 121.3864691 31.3203719)",
9671382289,9671382288,0,1052366107,,service,False,True,17.521,,,"LINESTRING (121.3868719 31.3204092, 121.3868913 31.3202525)",
9671382289,9671382282,0,1052366108,,footway,False,True,45.799,,,"LINESTRING (121.3868719 31.3204092, 121.3868212 31.3208188)",
9671407419,9671407423,0,1052366114,,service,False,True,65.038,,,"LINESTRING (121.3868924 31.3212688, 121.3870061 31.3211514, 121.3870921 31.3210459, 121.3869137 31.3209487, 121.3869221 31.3208257)",
9671407423,9671407474,0,1052366125,,service,False,False,44.305,,,"LINESTRING (121.3869221 31.3208257, 121.387387 31.3208578)",
9671407423,9671382282,0,1052366125,,service,False,True,9.615,,,"LINESTRING (121.3869221 31.3208257, 121.3868212 31.3208188)",
9671407423,9671407419,0,1052366114,,service,False,False,65.038,,,"LINESTRING (121.3869221 31.3208257, 121.3869137 31.3209487, 121.3870921 31.3210459, 121.3870061 31.3211514, 121.3868924 31.3212688)",
9671407427,9183287647,0,696557571,,service,False,False,8.915,,,"LINESTRING (121.3858625 31.3191889, 121.3857987 31.3192477)",
9671407427,9671407446,0,696557571,,service,False,True,17.502,,,"LINESTRING (121.3858625 31.3191889, 121.3859099 31.3191451, 121.3859894 31.3190748)",
9671407427,6541410513,0,993986749,,service,False,True,108.043,,,"LINESTRING (121.3858625 31.3191889, 121.3858358 31.3191122, 121.3857933 31.3190413, 121.3857646 31.3190142, 121.385732 31.318999, 121.3852778 31.3189686, 121.3852195 31.3189746, 121.3851577 31.3189851, 121.3851048 31.3190012, 121.3850564 31.3190248, 121.3849186 31.3191255)",
9671407435,9671407437,0,1052366115,,service,False,True,86.023,,,"LINESTRING (121.3856094 31.3199211, 121.3854463 31.3198316, 121.3853524 31.3198021, 121.3847423 31.3197645)",
9671407437,6541410517,0,696557595,,service,False,False,53.025,,,"LINESTRING (121.3847423 31.3197645, 121.3847523 31.3197321, 121.3847812 31.3194285, 121.3847771 31.3193838, 121.3847651 31.3193437, 121.3847274 31.3193022)",
9671407437,6541410518,0,696557595,,service,False,True,21.314999999999998,,,"LINESTRING (121.3847423 31.3197645, 121.3847382 31.3197779, 121.3846309 31.3199303)",
9671407437,9671407435,0,1052366115,,service,False,False,86.023,,,"LINESTRING (121.3847423 31.3197645, 121.3853524 31.3198021, 121.3854463 31.3198316, 121.3856094 31.3199211)",
9671407438,9671407572,0,1052366137,,footway,False,False,29.132,,,"LINESTRING (121.3858866 31.3201904, 121.3860275 31.3199577)",
9671407438,9671407594,0,1052366137,,footway,False,True,8.361,,,"LINESTRING (121.3858866 31.3201904, 121.3858462 31.3202572)",
9671407438,9671382283,0,1052366126,,footway,False,False,19.219,,,"LINESTRING (121.3858866 31.3201904, 121.3859078 31.3201978, 121.3859391 31.3202182, 121.3859631 31.3202448, 121.3859783 31.3202758, 121.3859836 31.3203091, 121.3859808 31.3203278)",
9671407438,9671407492,0,1052366126,,footway,False,True,23.990000000000002,,,"LINESTRING (121.3858866 31.3201904, 121.3858714 31.3201851, 121.3858323 31.3201808, 121.3857933 31.3201853, 121.385757 31.3201982, 121.3857259 31.3202188, 121.385702 31.3202455, 121.3856871 31.3202766)",
9671407440,9671407547,0,1052366116,,footway,False,False,8.55,,,"LINESTRING (121.3861412 31.3193165, 121.3861748 31.3193385, 121.3862153 31.31936)",
9671407440,9671407449,0,1052366116,,footway,False,True,22.204,,,"LINESTRING (121.3861412 31.3193165, 121.3861061 31.319222, 121.3860997 31.3191738, 121.3860953 31.3191219)",
9671407440,9671407558,0,1052366133,,footway,False,True,19.943,,,"LINESTRING (121.3861412 31.3193165, 121.3861061 31.3193157, 121.3860705 31.3193271, 121.3860364 31.319349, 121.3860107 31.3193913, 121.3859781 31.3194086)",
9671407443,9183287911,0,993986767,泮池北路,unclassified,False,False,18.294,2,,"LINESTRING (121.386289 31.3190455, 121.3862551 31.3190083, 121.3862137 31.3189563, 121.3861779 31.3189112)",
9671407443,622398317,0,993986767,泮池北路,unclassified,False,True,33.91,2,,"LINESTRING (121.386289 31.3190455, 121.3863395 31.3191009, 121.3864307 31.3191887, 121.3865283 31.3192713)",
9671407443,9671407449,0,1052366117,,footway,False,False,20.71,,,"LINESTRING (121.386289 31.3190455, 121.3861859 31.3190666, 121.3861442 31.3190858, 121.3860953 31.3191219)",
9671407446,9671407450,0,1052366117,,footway,False,True,5.387,,,"LINESTRING (121.3859894 31.3190748, 121.3860298 31.3191088)",
9671407446,9671407427,0,696557571,,service,False,False,17.502,,,"LINESTRING (121.3859894 31.3190748, 121.3859099 31.3191451, 121.3858625 31.3191889)",
9671407446,9183287911,0,696557571,,service,False,True,25.526,,,"LINESTRING (121.3859894 31.3190748, 121.3860453 31.3190252, 121.3861779 31.3189112)",
9671407449,9671407440,0,1052366116,,footway,False,False,22.204,,,"LINESTRING (121.3860953 31.3191219, 121.3860997 31.3191738, 121.3861061 31.319222, 121.3861412 31.3193165)",
9671407449,9671407450,0,1052366117,,footway,False,False,6.432,,,"LINESTRING (121.3860953 31.3191219, 121.3860683 31.3191198, 121.3860503 31.3191149, 121.3860298 31.3191088)",
9671407449,9671407443,0,1052366117,,footway,False,True,20.71,,,"LINESTRING (121.3860953 31.3191219, 121.3861442 31.3190858, 121.3861859 31.3190666, 121.386289 31.3190455)",
9671407450,9671407446,0,1052366117,,footway,False,False,5.387,,,"LINESTRING (121.3860298 31.3191088, 121.3859894 31.3190748)",
9671407450,9671407449,0,1052366117,,footway,False,True,6.432,,,"LINESTRING (121.3860298 31.3191088, 121.3860503 31.3191149, 121.3860683 31.3191198, 121.3860953 31.3191219)",
9671407450,9671407461,0,1052366118,,footway,False,True,28.984999999999996,,,"LINESTRING (121.3860298 31.3191088, 121.3860285 31.3191208, 121.3860241 31.3191371, 121.3860152 31.3191493, 121.385991 31.3191669, 121.3859613 31.3191806, 121.3859388 31.3191916, 121.3858988 31.3192408, 121.3858956 31.3192536, 121.3858971 31.3192739, 121.3858936 31.3192859, 121.3858677 31.3193113)",
9671407461,9671407450,0,1052366118,,footway,False,False,28.984999999999996,,,"LINESTRING (121.3858677 31.3193113, 121.3858936 31.3192859, 121.3858971 31.3192739, 121.3858956 31.3192536, 121.3858988 31.3192408, 121.3859388 31.3191916, 121.3859613 31.3191806, 121.385991 31.3191669, 121.3860152 31.3191493, 121.3860241 31.3191371, 121.3860285 31.3191208, 121.3860298 31.3191088)",
9671407461,9183287647,0,1052366135,,footway,False,False,9.74,,,"LINESTRING (121.3858677 31.3193113, 121.3858563 31.3192931, 121.3857987 31.3192477)",
9671407461,9671407555,0,1052366135,,footway,False,True,5.833,,,"LINESTRING (121.3858677 31.3193113, 121.3858825 31.3193431, 121.3858916 31.3193596)",
9671407470,6541410518,0,696557591,,service,False,False,12.004,,,"LINESTRING (121.3846437 31.3200377, 121.3846309 31.3199303)",
9671407470,6541410543,0,696557591,,service,False,True,47.469,,,"LINESTRING (121.3846437 31.3200377, 121.3844727 31.3202504, 121.3844678 31.3202787, 121.3844816 31.3203036, 121.3845914 31.3203661)",
9671407470,9671407521,0,1052366129,,footway,False,True,69.885,,,"LINESTRING (121.3846437 31.3200377, 121.3853183 31.3200963, 121.3853715 31.3201152)",
9671407472,622397826,0,1052366119,,service,False,True,32.646,,,"LINESTRING (121.3862801 31.3212793, 121.3862519 31.3215719)",
9671407472,9671407479,0,1052366120,,service,False,True,56.765,,,"LINESTRING (121.3862801 31.3212793, 121.3856836 31.3212485)",
9671407472,9671407483,0,1052366119,,service,False,False,57.657000000000004,,,"LINESTRING (121.3862801 31.3212793, 121.3863626 31.3212038, 121.3864031 31.32079)",
9671407473,9671382289,0,1052366107,,service,False,True,38.487,,,"LINESTRING (121.3864691 31.3203719, 121.3868719 31.3204092)",
9671407473,9671407483,0,1052366122,,service,False,True,46.911,,,"LINESTRING (121.3864691 31.3203719, 121.3864031 31.32079)",
