u,v,key,osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,bridge,tunnel,access,service
6305137222,7588367190,0,836745766,unclassified,20,False,False,40.086,"LINESTRING (116.148748 40.250961, 116.1487453 40.2513215)",,,,,,
6305137222,8747970738,0,836745766,unclassified,20,False,True,3.98,"LINESTRING (116.148748 40.250961, 116.1487513 40.2509253)",,,,,,
6305137222,9952657088,0,984915159,unclassified,,True,False,2.844,"LINESTRING (116.148748 40.250961, 116.1487815 40.2509615)",,,,,,
6305137222,9981168338,0,673279461,unclassified,20,False,False,127.677,"LINESTRING (116.148748 40.250961, 116.1486317 40.2509603, 116.1472461 40.2510245)",,,,,,
6305628969,9186850998,0,840383776,unclassified,20,False,False,9.932,"LINESTRING (116.1459235 40.2546166, 116.1458124 40.2545885)",,至善路,,,,
6305628969,9186850997,0,994874263,unclassified,20,False,True,6.661,"LINESTRING (116.1459235 40.2546166, 116.1459964 40.2546388)",,,,,,
6305628969,6305075163,0,994874266,unclassified,20,False,True,8.773,"LINESTRING (116.1459235 40.2546166, 116.1458798 40.2546881)",2,博学大道,,,,
6305628969,7780082176,0,833425796,footway,,False,False,11.22,"LINESTRING (116.1459235 40.2546166, 116.1458767 40.2545635, 116.1458622 40.2545522, 116.1458368 40.2545439)",,,,,,
6305628969,6305075165,0,994874266,unclassified,20,False,False,141.65699999999998,"LINESTRING (116.1459235 40.2546166, 116.1459777 40.2545261, 116.1461554 40.2542293, 116.1464363 40.2538135, 116.1466513 40.2534704)",2,博学大道,,,,
6305628970,9231925569,0,831018730,footway,,False,False,6.186,"LINESTRING (116.1441481 40.2541588, 116.1441726 40.2541064)",,,,,,
6305628970,9186851001,0,831018730,footway,,False,True,6.354,"LINESTRING (116.1441481 40.2541588, 116.1441303 40.2542143)",,,,,,
6305628970,9186850999,0,840383776,unclassified,20,False,True,23.436,"LINESTRING (116.1441481 40.2541588, 116.1444084 40.2542292)",,至善路,,,,
6305628970,8551045624,0,840383776,unclassified,20,False,False,134.801,"LINESTRING (116.1441481 40.2541588, 116.1438005 40.2540618, 116.1430126 40.2538588, 116.1426451 40.2537668)",,至善路,,,,
6305629103,9186851004,0,673328966,footway,,False,False,7.078,"LINESTRING (116.1446603 40.2542973, 116.1446818 40.2542358)",,,,,,
6305629103,9186851005,0,673328966,footway,,False,True,4.701,"LINESTRING (116.1446603 40.2542973, 116.1446479 40.2543385)",,,,,,
6305629103,9186850999,0,840383776,unclassified,20,False,False,22.678,"LINESTRING (116.1446603 40.2542973, 116.1444084 40.2542292)",,至善路,,,,
6305629103,9186850998,0,840383776,unclassified,20,False,True,102.992,"LINESTRING (116.1446603 40.2542973, 116.1458124 40.2545885)",,至善路,,,,
6305629104,6305629508,0,673279462,unclassified,20,False,False,15.438,"LINESTRING (116.1450602 40.2531533, 116.1452374 40.2531847)",,亲民路,,,,
6305629104,8747953003,0,673279462,unclassified,20,False,True,22.543,"LINESTRING (116.1450602 40.2531533, 116.1448029 40.2531029)",,亲民路,,,,
6305629104,7772407187,0,673328966,footway,,False,True,4.075,"LINESTRING (116.1450602 40.2531533, 116.1450478 40.2531887)",,,,,,
6305629108,6305075417,0,673274041,unclassified,20,False,False,3.381,"LINESTRING (116.1387682 40.2500507, 116.1387687 40.2500811)",,,,,,
6305629108,6305075415,0,673274041,unclassified,20,False,True,99.111,"LINESTRING (116.1387682 40.2500507, 116.1387673 40.2494356, 116.138764 40.249306, 116.1387638 40.2492643, 116.1387691 40.2492339, 116.1387871 40.2492197, 116.1388584 40.2492174)",,,,,,
6305629108,6305105193,0,673328969,footway,,False,True,28.846000000000004,"LINESTRING (116.1387682 40.2500507, 116.1388215 40.2500497, 116.139108 40.2500446)",,,,,,
6305629109,6305105196,0,673276066,footway,5,False,False,11.997,"LINESTRING (116.1393228 40.2500485, 116.1394637 40.2500572)",,,,,,
6305629109,6305105193,0,673276066,footway,5,False,True,18.787,"LINESTRING (116.1393228 40.2500485, 116.1392578 40.2500304, 116.1391754 40.2500308, 116.139108 40.2500446)",,,,,,
6305629109,6305629112,0,673328970,footway,,False,False,37.027,"LINESTRING (116.1393228 40.2500485, 116.1394173 40.2500182, 116.1396233 40.2499981, 116.1397494 40.2499997)",,,,,,
6305629112,6305105197,0,673276068,footway,5,False,False,7.104,"LINESTRING (116.1397494 40.2499997, 116.1397406 40.2500364, 116.1397133 40.2500529)",,,,,,
6305629112,10246279433,0,673276068,footway,5,False,True,65.217,"LINESTRING (116.1397494 40.2499997, 116.1397596 40.2499569, 116.1397742 40.2497997, 116.1397583 40.2494918, 116.1397619 40.2494352, 116.1397619 40.2494146)",,,,,,
6305629112,6305629109,0,673328970,footway,,False,True,37.027,"LINESTRING (116.1397494 40.2499997, 116.1396233 40.2499981, 116.1394173 40.2500182, 116.1393228 40.2500485)",,,,,,
6305629113,6305105223,0,673276068,footway,5,False,False,91.04699999999998,"LINESTRING (116.139687 40.250134, 116.1396799 40.2501962, 116.1396486 40.2503517, 116.1396533 40.2504766, 116.1396706 40.250536, 116.1396795 40.2505741, 116.1396916 40.2506389, 116.1396588 40.2508656, 116.1396511 40.2509464)",,,,,,
6305629113,6305105197,0,673276068,footway,5,False,True,9.413,"LINESTRING (116.139687 40.250134, 116.1396932 40.2500868, 116.1397133 40.2500529)",,,,,,
6305629113,6305105198,0,673328971,footway,,False,False,45.137,"LINESTRING (116.139687 40.250134, 116.1399115 40.250148, 116.140002 40.2501564, 116.1400272 40.2501537, 116.1400823 40.250133, 116.1401985 40.250091)",,,,,,
6305629117,6305105198,0,831068560,footway,5,False,True,5.471,"LINESTRING (116.1402585 40.250073, 116.1401985 40.250091)",,,,,,
6305629117,6305629121,0,673328972,footway,,False,False,40.416,"LINESTRING (116.1402585 40.250073, 116.1403376 40.2500802, 116.1404602 40.2501023, 116.1406232 40.250139, 116.1407195 40.2501613)",,,,,,
6305629117,6305819457,0,831068560,footway,5,False,False,44.97,"LINESTRING (116.1402585 40.250073, 116.1403034 40.2500547, 116.1403806 40.2500329, 116.1405257 40.2500216, 116.1406727 40.2500132, 116.1407761 40.2500142)",,,,,,
6305629121,6305629122,0,673328972,footway,,False,False,6.606,"LINESTRING (116.1407195 40.2501613, 116.1407917 40.2501835)",,,,,,
6305629121,6305819457,0,673348264,footway,,False,True,17.048,"LINESTRING (116.1407195 40.2501613, 116.1407761 40.2500142)",,,,,,
6305629121,6305629117,0,673328972,footway,,False,True,40.416000000000004,"LINESTRING (116.1407195 40.2501613, 116.1406232 40.250139, 116.1404602 40.2501023, 116.1403376 40.2500802, 116.1402585 40.250073)",,,,,,
6305629121,10246279411,0,673348264,footway,,False,False,22.498,"LINESTRING (116.1407195 40.2501613, 116.1406856 40.2502031, 116.1406402 40.2503523)",,,,,,
6305629122,6305629121,0,673328972,footway,,False,True,6.606,"LINESTRING (116.1407917 40.2501835, 116.1407195 40.2501613)",,,,,,
6305629122,6305629173,0,994874264,unclassified,20,False,False,83.214,"LINESTRING (116.1407917 40.2501835, 116.1407076 40.250476, 116.1406588 40.2506999, 116.1406271 40.2509205)",2,宏德大道,,,,
6305629122,6305105203,0,994874264,unclassified,20,False,True,17.894,"LINESTRING (116.1407917 40.2501835, 116.1408115 40.2501277, 116.1408484 40.2500285)",2,宏德大道,,,,
6305629164,6305629165,0,673328973,footway,,False,False,14.901,"LINESTRING (116.140947 40.2510276, 116.1411042 40.2509679)",,,,,,
6305629164,7759736762,0,673328973,footway,,False,True,22.254,"LINESTRING (116.140947 40.2510276, 116.1409027 40.2510444, 116.1407634 40.2510257, 116.1406921 40.2510244)",,,,,,
6305629164,9231925598,0,673348273,footway,,False,False,48.586,"LINESTRING (116.140947 40.2510276, 116.1409492 40.2510623, 116.1410597 40.2510947, 116.1412499 40.2510323, 116.1414079 40.2510254, 116.1414512 40.2510245)",,,,,,
6305629165,6305629166,0,673328973,footway,,False,False,7.58,"LINESTRING (116.1411042 40.2509679, 116.1411899 40.2509487)",,,,,,
6305629165,6305629164,0,673328973,footway,,False,True,14.901,"LINESTRING (116.1411042 40.2509679, 116.140947 40.2510276)",,,,,,
6305629165,6305629170,0,673328974,footway,,False,False,7.273,"LINESTRING (116.1411042 40.2509679, 116.1410249 40.2509431)",,,,,,
6305629166,6305629165,0,673328973,footway,,False,True,7.58,"LINESTRING (116.1411899 40.2509487, 116.1411042 40.2509679)",,,,,,
6305629166,10246266196,0,673328973,footway,,False,False,57.611999999999995,"LINESTRING (116.1411899 40.2509487, 116.1413728 40.2508693, 116.1415559 40.2508535, 116.1416997 40.2508791, 116.1418218 40.2509257)",,,,,,
6305629166,6305105234,0,673328977,footway,,False,False,50.867,"LINESTRING (116.1411899 40.2509487, 116.141674 40.2509269, 116.1417679 40.2509361, 116.1417762 40.2509498)",,,,,,
6305629170,6305629165,0,673328974,footway,,False,True,7.273,"LINESTRING (116.1410249 40.2509431, 116.1411042 40.2509679)",,,,,,
6305629170,6305629172,0,673328974,footway,,False,False,26.834,"LINESTRING (116.1410249 40.2509431, 116.140752 40.250923, 116.14071 40.2509219)",,,,,,
6305629170,10246266207,0,1120280879,footway,,False,True,33.565,"LINESTRING (116.1410249 40.2509431, 116.1410454 40.2507297, 116.1411603 40.250724)",,,,,,
6305629172,6305629173,0,673328974,footway,,False,False,7.037,"LINESTRING (116.14071 40.2509219, 116.1406271 40.2509205)",,,,,,
6305629172,7759736762,0,831018719,footway,,False,False,11.498,"LINESTRING (116.14071 40.2509219, 116.1406921 40.2510244)",,,,,,
6305629172,6305629170,0,673328974,footway,,False,True,26.834,"LINESTRING (116.14071 40.2509219, 116.140752 40.250923, 116.1410249 40.2509431)",,,,,,
6305629172,8114186754,0,831018719,footway,,False,True,47.789,"LINESTRING (116.14071 40.2509219, 116.1407392 40.2507152, 116.1407851 40.2504961)",,,,,,
6305629173,6305629172,0,673328974,footway,,False,True,7.037,"LINESTRING (116.1406271 40.2509205, 116.14071 40.2509219)",,,,,,
6305629173,6305819465,0,673348270,footway,,False,False,6.501,"LINESTRING (116.1406271 40.2509205, 116.1405521 40.2509086)",,,,,,
6305629173,6305105230,0,994874264,unclassified,20,False,False,11.838000000000001,"LINESTRING (116.1406271 40.2509205, 116.140617 40.250996, 116.1406143 40.2510265)",2,宏德大道,,,,
6305629173,6305629122,0,994874264,unclassified,20,False,True,83.214,"LINESTRING (116.1406271 40.2509205, 116.1406588 40.2506999, 116.1407076 40.250476, 116.1407917 40.2501835)",2,宏德大道,,,,
6305629191,6305105229,0,673276071,footway,5,False,False,4.303,"LINESTRING (116.140491 40.2510035, 116.1405313 40.2510218, 116.1405347 40.2510231)",,,,,,
6305629191,6305105227,0,673276071,footway,5,False,True,23.912,"LINESTRING (116.140491 40.2510035, 116.1404173 40.2509877, 116.1402139 40.250967)",,,,,,
6305629191,6305629195,0,673328975,footway,,False,False,33.525000000000006,"LINESTRING (116.140491 40.2510035, 116.1404051 40.2510643, 116.1403165 40.2510851, 116.1402538 40.2510839, 116.1401414 40.2510468)",,,,,,
6305629195,6305105227,0,673328976,footway,,False,False,10.798,"LINESTRING (116.1401414 40.2510468, 116.1402139 40.250967)",,,,,,
6305629195,6305819470,0,673328975,footway,,False,False,25.261000000000003,"LINESTRING (116.1401414 40.2510468, 116.1399983 40.2510447, 116.1399143 40.2510435, 116.1398447 40.2510349)",,,,,,
6305629195,6305629191,0,673328975,footway,,False,True,33.525000000000006,"LINESTRING (116.1401414 40.2510468, 116.1402538 40.2510839, 116.1403165 40.2510851, 116.1404051 40.2510643, 116.140491 40.2510035)",,,,,,
6305629204,6305105387,0,673276079,footway,,False,True,7.866,"LINESTRING (116.1424848 40.2509094, 116.1424939 40.2509798)",,,,,,
6305629204,6305629253,0,673276079,footway,,False,False,15.976000000000003,"LINESTRING (116.1424848 40.2509094, 116.1424998 40.2508722, 116.1425821 40.2508094, 116.1425968 40.2507981)",,,,,,
6305629204,6305105236,0,673328979,footway,,False,False,48.633,"LINESTRING (116.1424848 40.2509094, 116.1422714 40.2509161, 116.1421387 40.2508667, 116.1419995 40.2508766, 116.1419315 40.2508585)",,,,,,
6305629213,6305629217,0,673328982,footway,,False,False,28.095,"LINESTRING (116.1430755 40.249911, 116.1430793 40.2499099, 116.1431311 40.249905, 116.143199 40.2499173, 116.1432897 40.2499544, 116.1433884 40.2499743)",,,,,,
6305629213,6305105403,0,"[673328980, 673328981, 673328982]",footway,,False,True,55.37800000000001,"LINESTRING (116.1430755 40.249911, 116.1430275 40.2499248, 116.142762 40.2499744, 116.1426778 40.2499793, 116.1425937 40.249967, 116.1424868 40.2499522, 116.1424392 40.2499616)",,,low_water_crossing,,,
6305629213,6305629238,0,673328983,footway,,False,False,29.473,"LINESTRING (116.1430755 40.249911, 116.1430742 40.2499193, 116.1431001 40.2500057, 116.1431195 40.2500724, 116.1431421 40.2501391, 116.143146 40.2501698)",,,,,,
6305629213,6305629218,0,673328983,footway,,False,True,96.255,"LINESTRING (116.1430755 40.249911, 116.1430806 40.2498773, 116.1430924 40.2498181, 116.1431168 40.2497787, 116.1431525 40.2497287, 116.1431533 40.2496884, 116.1431364 40.2496453, 116.1430967 40.2496071, 116.143046 40.2495823, 116.1429797 40.2495647, 116.1429304 40.2495403, 116.1428914 40.2495073, 116.1428578 40.2494716, 116.1428405 40.2494037, 116.1428377 40.2493646, 116.1428483 40.2493289, 116.1428697 40.2492916, 116.1429102 40.249255, 116.1429349 40.2492298, 116.1429551 40.2491935)",,,,,,
6305629217,6305105265,0,673276078,footway,,False,False,24.144000000000002,"LINESTRING (116.1433884 40.2499743, 116.1433847 40.2499923, 116.1433612 40.2500461, 116.1433347 40.2501224, 116.1433041 40.2501812)",1,,,,,
6305629217,6305105255,0,673276078,footway,,False,True,86.429,"LINESTRING (116.1433884 40.2499743, 116.1434111 40.2498645, 116.1434141 40.2497591, 116.1433965 40.2496582, 116.1433583 40.2495348, 116.1433112 40.2494518, 116.143229 40.2493509, 116.1431585 40.2492724, 116.1431536 40.249245)",1,,,,,
6305629217,6305629213,0,673328982,footway,,False,True,28.095,"LINESTRING (116.1433884 40.2499743, 116.1432897 40.2499544, 116.143199 40.2499173, 116.1431311 40.249905, 116.1430793 40.2499099, 116.1430755 40.249911)",,,,,,
6305629218,6305629213,0,673328983,footway,,False,False,96.25500000000001,"LINESTRING (116.1429551 40.2491935, 116.1429349 40.2492298, 116.1429102 40.249255, 116.1428697 40.2492916, 116.1428483 40.2493289, 116.1428377 40.2493646, 116.1428405 40.2494037, 116.1428578 40.2494716, 116.1428914 40.2495073, 116.1429304 40.2495403, 116.1429797 40.2495647, 116.143046 40.2495823, 116.1430967 40.2496071, 116.1431364 40.2496453, 116.1431533 40.2496884, 116.1431525 40.2497287, 116.1431168 40.2497787, 116.1430924 40.2498181, 116.1430806 40.2498773, 116.1430755 40.249911)",,,,,,
6305629218,6305105255,0,673328991,footway,,False,False,18.109,"LINESTRING (116.1429551 40.2491935, 116.1430253 40.2492008, 116.1430928 40.2492147, 116.1431536 40.249245)",,,,,,
6305629218,6305629318,0,"[673276081, 673328990, 673328991]",footway,,False,True,66.743,"LINESTRING (116.1429551 40.2491935, 116.1429001 40.2492018, 116.142838 40.2492188, 116.1427826 40.2492444, 116.1427273 40.2492748, 116.1426856 40.2493104, 116.1426235 40.2493552, 116.1425225 40.2493837, 116.1424801 40.2494015, 116.1423923 40.2494116, 116.1422983 40.2494475, 116.1422785 40.2494681)",,,yes,,,
6305629238,6305629213,0,673328983,footway,,False,True,29.472999999999995,"LINESTRING (116.143146 40.2501698, 116.1431421 40.2501391, 116.1431195 40.2500724, 116.1431001 40.2500057, 116.1430742 40.2499193, 116.1430755 40.249911)",,,,,,
6305629238,6305105269,0,"[812421555, 812421556, 673328984, 673328988, 673328989]",footway,,False,False,100.043,"LINESTRING (116.143146 40.2501698, 116.1430735 40.2501986, 116.1430282 40.250213, 116.1429249 40.2502184, 116.1428472 40.250248, 116.1427646 40.2502484, 116.142755 40.2502994, 116.1427312 40.2503432, 116.1427741 40.2503942, 116.1428123 40.2504526, 116.1428458 40.2504817, 116.1430674 40.2504752, 116.1431716 40.2505199, 116.1432584 40.2505328)",,,yes,,,
6305629238,6305105265,0,673328984,footway,,False,True,13.598,"LINESTRING (116.143146 40.2501698, 116.143148 40.250169, 116.1431965 40.2501665, 116.1432224 40.250169, 116.1433041 40.2501812)",,,,,,
6305629253,6305105403,0,673276079,footway,,False,False,102.688,"LINESTRING (116.1425968 40.2507981, 116.1426203 40.2507802, 116.1426614 40.2507129, 116.1426673 40.2506165, 116.142632 40.2505515, 116.1425762 40.2504394, 116.1425674 40.2503698, 116.1425909 40.2503048, 116.1426232 40.2502286, 116.1426262 40.2501613, 116.142585 40.2500985, 116.1425204 40.2500536, 116.1424616 40.2500155, 116.1424392 40.2499616)",,,,,,
6305629253,6305629204,0,673276079,footway,,False,True,15.975999999999999,"LINESTRING (116.1425968 40.2507981, 116.1425821 40.2508094, 116.1424998 40.2508722, 116.1424848 40.2509094)",,,,,,
6305629253,7588367211,0,"[673328985, 673328986, 673328987]",footway,,False,False,65.469,"LINESTRING (116.1425968 40.2507981, 116.1426715 40.2508392, 116.1427068 40.2508777, 116.1427422 40.2509162, 116.1428053 40.2509509, 116.1429138 40.2509567, 116.1429416 40.2509451, 116.1429837 40.2509541, 116.1430009 40.2509944, 116.1430513 40.2510416, 116.1431132 40.25106, 116.1431544 40.2510635, 116.1432054 40.2510627)",,,yes,,,
6305629276,6305105422,0,673274044,unclassified,20,False,False,16.17,"LINESTRING (116.1424911 40.248614, 116.1425699 40.2487464)",,,,,,
6305629276,6305075110,0,673274044,unclassified,20,False,True,36.153,"LINESTRING (116.1424911 40.248614, 116.1423491 40.2483847, 116.1423095 40.2483199)",,,,,,
6305629276,6305629307,0,"[673328992, 673328994, 673328998, 673328999]",footway,,False,False,80.474,"LINESTRING (116.1424911 40.248614, 116.1423573 40.2487141, 116.1423068 40.2487391, 116.14228 40.2487629, 116.1422798 40.2487841, 116.1423163 40.2488423, 116.1423653 40.2488308, 116.1424012 40.2488928, 116.1422443 40.2489435, 116.1422419 40.2489786, 116.1422397 40.2489924, 116.142243 40.2490121, 116.1422509 40.2490338, 116.1422666 40.2490532, 116.1422894 40.2490695, 116.1423132 40.2490857, 116.1423301 40.2490987)",,,yes,,,
6305629281,8114025062,0,673274044,unclassified,20,False,False,36.426,"LINESTRING (116.1426634 40.2488947, 116.1426913 40.2489346, 116.1427269 40.2489601, 116.1427734 40.2489885, 116.1428258 40.2490062, 116.1428774 40.2490179, 116.1429505 40.2490213, 116.1430276 40.2490179)",,,,,,
6305629281,6305105422,0,673274044,unclassified,20,False,True,18.307,"LINESTRING (116.1426634 40.2488947, 116.1426238 40.2488371, 116.1425699 40.2487464)",,,,,,
6305629281,6305629307,0,"[673328993, 673328996, 673328997]",footway,,False,False,41.592,"LINESTRING (116.1426634 40.2488947, 116.1425049 40.2489625, 116.1424695 40.2489779, 116.1424965 40.2490241, 116.1424594 40.2490364, 116.1423401 40.2490768, 116.1423301 40.2490987)",,,yes,,,
6305629307,6305629318,0,"[673329000, 673328995, 673328996]",footway,,False,False,63.419000000000004,"LINESTRING (116.1423301 40.2490987, 116.1423206 40.2491263, 116.1423927 40.249239, 116.1423553 40.249251, 116.142375 40.2492855, 116.1422928 40.2493157, 116.1422352 40.2492947, 116.1422005 40.2493094, 116.1421851 40.249377, 116.1422005 40.2494211, 116.1422236 40.2494593, 116.1422785 40.2494681)",,,yes,,,
6305629307,6305629281,0,"[673328993, 673328996, 673328997]",footway,,False,True,41.592,"LINESTRING (116.1423301 40.2490987, 116.1423401 40.2490768, 116.1424594 40.2490364, 116.1424965 40.2490241, 116.1424695 40.2489779, 116.1425049 40.2489625, 116.1426634 40.2488947)",,,yes,,,
6305629307,6305629276,0,"[673328992, 673328994, 673328998, 673328999]",footway,,False,True,80.474,"LINESTRING (116.1423301 40.2490987, 116.1423132 40.2490857, 116.1422894 40.2490695, 116.1422666 40.2490532, 116.1422509 40.2490338, 116.142243 40.2490121, 116.1422397 40.2489924, 116.1422419 40.2489786, 116.1422443 40.2489435, 116.1424012 40.2488928, 116.1423653 40.2488308, 116.1423163 40.2488423, 116.1422798 40.2487841, 116.14228 40.2487629, 116.1423068 40.2487391, 116.1423573 40.2487141, 116.1424911 40.248614)",,,yes,,,
6305629318,6305105413,0,673276081,footway,,False,True,6.427,"LINESTRING (116.1422785 40.2494681, 116.1422337 40.2495147)",,,,,,
6305629318,6305629218,0,"[673276081, 673328990, 673328991]",footway,,False,False,66.743,"LINESTRING (116.1422785 40.2494681, 116.1422983 40.2494475, 116.1423923 40.2494116, 116.1424801 40.2494015, 116.1425225 40.2493837, 116.1426235 40.2493552, 116.1426856 40.2493104, 116.1427273 40.2492748, 116.1427826 40.2492444, 116.142838 40.2492188, 116.1429001 40.2492018, 116.1429551 40.2491935)",,,yes,,,
6305629318,6305629307,0,"[673329000, 673328995, 673328996]",footway,,False,True,63.419,"LINESTRING (116.1422785 40.2494681, 116.1422236 40.2494593, 116.1422005 40.2494211, 116.1421851 40.249377, 116.1422005 40.2493094, 116.1422352 40.2492947, 116.1422928 40.2493157, 116.142375 40.2492855, 116.1423553 40.249251, 116.1423927 40.249239, 116.1423206 40.2491263, 116.1423301 40.2490987)",,,yes,,,
6305629339,10197705518,0,673274038,unclassified,20,False,False,17.276,"LINESTRING (116.1429754 40.2476038, 116.142791 40.247538)",,,,,,
6305629339,7772407352,0,673329004,service,,False,False,6.086,"LINESTRING (116.1429754 40.2476038, 116.1430329 40.2475711)",,,,,,
6305629339,6305075392,0,673274038,unclassified,20,False,True,50.236000000000004,"LINESTRING (116.1429754 40.2476038, 116.1430453 40.2476218, 116.1435383 40.2477435)",,,,,,
6305629339,7883984420,0,673329001,path,,False,False,33.510999999999996,"LINESTRING (116.1429754 40.2476038, 116.1428907 40.2476392, 116.1428182 40.2476577, 116.1427236 40.2476778, 116.1426313 40.2476795, 116.1426001 40.2476775)",,,,,,
6305629353,9729522591,0,"[673329001, 835643558, 835643559]",path,,False,False,84.029,"LINESTRING (116.141764 40.247561, 116.1417325 40.24759, 116.1417179 40.2476213, 116.1417069 40.2476656, 116.1416895 40.2476923, 116.141656 40.2477107, 116.1414722 40.2477823, 116.1414159 40.2477986, 116.1413939 40.2478389, 116.1413763 40.2478808, 116.1413741 40.2479261, 116.1413961 40.2479714, 116.1414313 40.2480167, 116.141462 40.248067, 116.1414686 40.248119, 116.1414672 40.2481522)",,,yes,,,
6305629353,6305629408,0,673329001,path,,False,True,10.091,"LINESTRING (116.141764 40.247561, 116.1417961 40.2475537, 116.1418445 40.2475587, 116.1418749 40.2475742)",,,,,,
6305629353,6305629406,0,673329002,path,,False,False,128.28799999999998,"LINESTRING (116.141764 40.247561, 116.1417566 40.2475218, 116.1417324 40.2474899, 116.1416972 40.2474748, 116.1416533 40.2474631, 116.1415895 40.2474497, 116.14155 40.2474329, 116.1415192 40.2474027, 116.1414928 40.2473658, 116.1414884 40.2473255, 116.1414972 40.2472853, 116.1415104 40.2472383, 116.1415082 40.247188, 116.141495 40.247151, 116.1414708 40.2471041, 116.1414357 40.2470605, 116.1414027 40.2470454, 116.1413499 40.2470185, 116.1412994 40.2470034, 116.1412554 40.2469783, 116.1412159 40.2469447, 116.1411906 40.2469019, 116.1411873 40.2468591, 116.1411961 40.2468239, 116.1412444 40.2467669, 116.1412884 40.2467266, 116.1413148 40.2467015, 116.1413338 40.2466625)",,,,,,
6305629374,9729522581,0,835643559,path,,False,True,35.547999999999995,"LINESTRING (116.1413132 40.248634, 116.1413434 40.2484076, 116.1413587 40.2483606, 116.1413837 40.2483213)",,,,,,
6305629374,11211899977,0,1210226040,service,,False,False,58.152,"LINESTRING (116.1413132 40.248634, 116.1411474 40.248587, 116.1406391 40.2485834)",,,,,,
6305629374,6305629380,0,1210226040,service,,False,True,32.143,"LINESTRING (116.1413132 40.248634, 116.1413825 40.2486537, 116.141617 40.2488023)",,,,,,
6305629380,11304035157,0,1210226040,service,,False,True,6.292,"LINESTRING (116.141617 40.2488023, 116.1416732 40.2488392)",,,,,,
6305629380,6305629374,0,1210226040,service,,False,False,32.143,"LINESTRING (116.141617 40.2488023, 116.1413825 40.2486537, 116.1413132 40.248634)",,,,,,
6305629380,7883984394,0,"[831018721, 1219964887]",footway,,False,False,121.452,"LINESTRING (116.141617 40.2488023, 116.141603 40.2488177, 116.1413946 40.2490459, 116.1413061 40.2491611, 116.1412436 40.249177, 116.1404424 40.249177)",,,,,,
6305629380,9956995503,0,"[1219964886, 1219964887]",footway,,False,True,10.516,"LINESTRING (116.141617 40.2488023, 116.141632 40.2487874, 116.1416918 40.2487269)",,,,,,
6305629406,6305075398,0,673274038,unclassified,20,False,False,10.483,"LINESTRING (116.1413338 40.2466625, 116.1412631 40.2465852)",,,,,,
6305629406,10197705312,0,673274038,unclassified,20,False,True,47.849999999999994,"LINESTRING (116.1413338 40.2466625, 116.1413613 40.2466926, 116.1415924 40.2468825, 116.1417217 40.2469738)",,,,,,
6305629406,6305629353,0,673329002,path,,False,True,128.288,"LINESTRING (116.1413338 40.2466625, 116.1413148 40.2467015, 116.1412884 40.2467266, 116.1412444 40.2467669, 116.1411961 40.2468239, 116.1411873 40.2468591, 116.1411906 40.2469019, 116.1412159 40.2469447, 116.1412554 40.2469783, 116.1412994 40.2470034, 116.1413499 40.2470185, 116.1414027 40.2470454, 116.1414357 40.2470605, 116.1414708 40.2471041, 116.141495 40.247151, 116.1415082 40.247188, 116.1415104 40.2472383, 116.1414972 40.2472853, 116.1414884 40.2473255, 116.1414928 40.2473658, 116.1415192 40.2474027, 116.14155 40.2474329, 116.1415895 40.2474497, 116.1416533 40.2474631, 116.1416972 40.2474748, 116.1417324 40.2474899, 116.1417566 40.2475218, 116.141764 40.247561)",,,,,,
6305629408,6305629353,0,673329001,path,,False,False,10.091,"LINESTRING (116.1418749 40.2475742, 116.1418445 40.2475587, 116.1417961 40.2475537, 116.141764 40.247561)",,,,,,
6305629408,9729522592,0,673329001,path,,False,True,24.378999999999998,"LINESTRING (116.1418749 40.2475742, 116.1418906 40.2475822, 116.1420533 40.2475738, 116.1421583 40.2475677)",,,,,,
6305629408,6305629418,0,673329003,path,,False,False,43.543000000000006,"LINESTRING (116.1418749 40.2475742, 116.1418709 40.2476074, 116.1418774 40.2476476, 116.1419082 40.2476745, 116.1419544 40.2476879, 116.1420269 40.2476996, 116.1420775 40.2477147, 116.1421148 40.2477432, 116.1421434 40.2477869, 116.1421475 40.24782, 116.1421515 40.2478437)",,,,,,
6305629418,6305629408,0,673329003,path,,False,True,43.543,"LINESTRING (116.1421515 40.2478437, 116.1421475 40.24782, 116.1421434 40.2477869, 116.1421148 40.2477432, 116.1420775 40.2477147, 116.1420269 40.2476996, 116.1419544 40.2476879, 116.1419082 40.2476745, 116.1418774 40.2476476, 116.1418709 40.2476074, 116.1418749 40.2475742)",,,,,,
6305629418,6305629423,0,845054350,path,,False,False,19.36,"LINESTRING (116.1421515 40.2478437, 116.1421302 40.2478791, 116.1421302 40.247906, 116.1421478 40.2479395, 116.1421654 40.2479697, 116.1422005 40.2479982)",,,,,,
6305629418,7883984439,0,845054350,path,,False,True,15.126000000000001,"LINESTRING (116.1421515 40.2478437, 116.1421799 40.2478406, 116.1422041 40.2478455, 116.1422176 40.2478537, 116.1422298 40.2478702, 116.1422392 40.2478878, 116.142246 40.2479177, 116.1422487 40.2479311)",,,,,,
6305629423,6305629429,0,845054349,path,,False,False,31.564999999999998,"LINESTRING (116.1422005 40.2479982, 116.1422137 40.2480335, 116.1422137 40.2480754, 116.1422115 40.2481308, 116.1422049 40.2481744, 116.1422071 40.2482046, 116.1422613 40.248268)",,,,,,
