element_type,osmid,nodes,amenity,geometry
way,968395973,"[8959211565, 8959211564, 8959211563, 8959211562, 8959211565]",parking,"POLYGON ((121.4105361 31.203955, 121.4111265 31.2041148, 121.4111663 31.2040072, 121.4105759 31.2038474, 121.4105361 31.203955))"
way,968395974,"[8959211569, 8959211568, 8959211567, 8959211566, 8959211569]",parking,"POLYGON ((121.4095253 31.204536, 121.4096643 31.2045455, 121.4096901 31.2042692, 121.4095511 31.2042597, 121.4095253 31.204536))"
way,968395977,"[8959211577, 7196339725, 7196339729, 7196339728, 8959211576, 8959211577]",parking,"POLYGON ((121.4126285 31.2054009, 121.4127069 31.2054113, 121.4127316 31.2054141, 121.412784 31.2050985, 121.4126815 31.2050866, 121.4126285 31.2054009))"
way,968395978,"[8959211582, 8959211581, 8959211580, 7196339739, 7196339738, 7196339737, 8959211579, 8959211578, 8959211582]",parking,"POLYGON ((121.4124905 31.2062454, 121.4126161 31.2062595, 121.4126427 31.2060854, 121.4127331 31.2060955, 121.4127624 31.2059037, 121.4130457 31.2059354, 121.413087 31.2056653, 121.4125877 31.2056095, 121.4124905 31.2062454))"
