element_type,osmid,building,name,name:zh,name:zh-Hans,name:zh-Hant,geometry,fixme,nodes,amenity,cuisine,internet_access,internet_access:fee,name:en,outdoor_seating,shop,building:levels,office,fast_food,healthcare,healthcare:speciality,website
way,344376263,university,,,,,"POLYGON ((116.3494907 39.9583485, 116.3501076 39.9583608, 116.350113 39.9582375, 116.3495019 39.9582205, 116.3494907 39.9583485))",,"[3511262915, 3511262916, 3511262917, 3511262918, 3511262915]",,,,,,,,,,,,,
way,344376264,university,2号楼,2号楼,2号楼,2號樓,"POLYGON ((116.3495066 39.9580504, 116.3501411 39.9580795, 116.3501601 39.9579659, 116.3495066 39.9579339, 116.3495066 39.9580504))",,"[3511262919, 3511262920, 3511262921, 3511262922, 3511262919]",,,,,,,,,,,,,
way,344376265,university,7号楼,7号楼,7号楼,7號樓,"POLYGON ((116.3495203 39.9576905, 116.3501586 39.9577079, 116.350162 39.9575979, 116.3495251 39.9575703, 116.3495203 39.9576905))",,"[3511262923, 3511262924, 3511262925, 3511262926, 3511262923]",,,,,,,,,,,,,
way,344376266,university,8号楼,8号楼,8号楼,8號樓,"POLYGON ((116.3495209 39.9572682, 116.3501706 39.9572856, 116.3501734 39.9571663, 116.3495198 39.9571472, 116.3495209 39.9572682))",,"[3511262927, 3511262928, 3511262929, 3511262930, 3511262927]",,,,,,,,,,,,,
way,344376267,apartments,4号楼,4号楼,4号楼,4號樓,"POLYGON ((116.3493012 39.9569242, 116.3507492 39.9569188, 116.3507486 39.9568199, 116.3493006 39.9568255, 116.3493012 39.9569242))",,"[3511262931, 3511262932, 3511262933, 3511262934, 3511262931]",,,,,,,,,,,,,
way,344376268,apartments,10号楼,10号楼,10号楼,10號樓,"POLYGON ((116.3508542 39.9569298, 116.3516855 39.956927, 116.3516849 39.9568241, 116.3508537 39.9568268, 116.3508542 39.9569298))",,"[3511262935, 3511262936, 3511262937, 3511262938, 3511262935]",,,,,,,,,,,,,
way,344376269,university,,,,,"POLYGON ((116.3491191 39.9589237, 116.3491932 39.9589876, 116.3493044 39.9589237, 116.3492998 39.9585687, 116.3491377 39.9585651, 116.3491191 39.9589237))",,"[3511262939, 3511262940, 3511262941, 3511262942, 3511262943, 3511262939]",,,,,,,,,,,,,
way,344376270,university,15号楼,15号楼,15号楼,15號樓,"POLYGON ((116.3491823 39.9584834, 116.3492842 39.958487, 116.3493213 39.9580148, 116.3492147 39.9580077, 116.3491823 39.9584834))",,"[3511262944, 3511262945, 3511262946, 3511262947, 3511262944]",,,,,,,,,,,,,
way,344376271,university,16号楼,16号楼,16号楼,16號樓,"POLYGON ((116.3492047 39.9579403, 116.349302 39.9579403, 116.3493297 39.9574965, 116.3492232 39.9574859, 116.3492047 39.9579403))",,"[3511262948, 3511262949, 3511262950, 3511262951, 3511262948]",,,,,,,,,,,,,
way,344376272,university,17号楼,17号楼,17号楼,17號樓,"POLYGON ((116.3492164 39.9574078, 116.3493229 39.9574078, 116.3493275 39.9569511, 116.3492208 39.9569519, 116.3492164 39.9574078))",,"[3511262952, 3511262953, 10233497654, 10233497655, 3511262952]",,,,,,,,,,,,,
way,344376663,university,1号楼,1号楼,1号楼,1號樓,"POLYGON ((116.351277 39.9586594, 116.3523246 39.9586907, 116.3523432 39.9585683, 116.3512918 39.9585484, 116.351277 39.9586594))",,"[3511265502, 3511265503, 3511265504, 3511265505, 3511265502]",,,,,,,,,,,,,
way,344376664,university,2号楼,2号楼,2号楼,2號樓,"POLYGON ((116.3513587 39.9582892, 116.3523915 39.9583205, 116.3523952 39.9581981, 116.3513698 39.9581668, 116.3513587 39.9582892))",,"[3511265506, 3511265507, 3511265508, 3511265509, 3511265506]",,,,,,,,,,,,,
way,344376665,apartments,4号楼,4号楼,4号楼,4號樓,"POLYGON ((116.351407 39.957825, 116.351537 39.9578279, 116.3515407 39.9579361, 116.3522726 39.9579532, 116.3522763 39.9578478, 116.3524212 39.957845, 116.3524547 39.9576029, 116.3522689 39.9576086, 116.3522578 39.957788, 116.3515816 39.9577766, 116.3515816 39.9575972, 116.351407 39.9575887, 116.351407 39.957825))",,"[3511265510, 3511265511, 3511265512, 3511265513, 3511265514, 3511265515, 3511265516, 3511265517, 3511265518, 3511265519, 3511265520, 3511265521, 3511265510]",,,,,,,,,,,,,
way,344376666,apartments,5号楼,5号楼,5号楼,5號樓,"POLYGON ((116.351433 39.9574577, 116.3515927 39.9574634, 116.3516002 39.9572925, 116.3522838 39.9573153, 116.3522763 39.9574833, 116.3524324 39.9574776, 116.3524472 39.957227, 116.3523061 39.9572299, 116.3522695 39.9571889, 116.3515936 39.9571725, 116.3515829 39.9572383, 116.3514595 39.9572218, 116.351433 39.9574577))",,"[3511265522, 3511265523, 3511265524, 3511265525, 3511265526, 3511265527, 3511265528, 3511265529, 3511265530, 3511265531, 3511265532, 3511265533, 3511265522]",,,,,,,,,,,,,
way,354562947,yes,科研楼,科研楼,科研楼,科研樓,"POLYGON ((116.3524842 39.9630327, 116.3525128 39.9624062, 116.3528284 39.9624146, 116.3528143 39.9627256, 116.3533077 39.9627388, 116.3532934 39.9630544, 116.3524842 39.9630327))",,"[3602475008, 3602475009, 3602475010, 3602475011, 3602475012, 3602475013, 3602475008]",,,,,,,,12,,,,,
way,363833971,yes,教四楼,教四楼,教四楼,教四樓,"POLYGON ((116.3493849 39.9607164, 116.3494057 39.9603492, 116.3496082 39.9603559, 116.3495994 39.9605116, 116.3496969 39.9605148, 116.3497013 39.9604382, 116.350554 39.9604666, 116.3505491 39.9605533, 116.3506707 39.9605573, 116.3506802 39.9603898, 116.3508884 39.9603968, 116.3508672 39.9607717, 116.3506321 39.9607639, 116.3506386 39.9606502, 116.3504779 39.9606449, 116.350483 39.960555, 116.3497292 39.9605299, 116.3497244 39.9606154, 116.3495745 39.9606104, 116.3495681 39.9607225, 116.3493849 39.9607164))",,"[3679632382, 3679632383, 3679632384, 3679632385, 3679632386, 3679632387, 3679632388, 3679632389, 3679632390, 3679632391, 3679632392, 3679632393, 3679632394, 3679632395, 3679632396, 3679632397, 3679632398, 3679632399, 3679632400, 3679632401, 3679632382]",,,,,,,,,,,,,
way,399006367,commercial,中国移动通信,中国移动通信,中国移动通信,中國移動通信,"POLYGON ((116.3490439 39.9601233, 116.3490814 39.9601237, 116.3490935 39.9601238, 116.3491329 39.9601243, 116.3491316 39.9599218, 116.3490479 39.9599208, 116.3490439 39.9601233))",,"[4017436771, 4017475281, 4017475282, 4017436772, 4017436773, 4017436774, 4017436771]",,,,,,,,1,,,,,
