u,v,key,osmid,highway,oneway,reversed,length,geometry,service
4017931890,4017931893,0,399048058,service,False,True,35.25,"LINESTRING (116.3546393 39.962129, 116.3546209 39.9624457)",
4017931890,4017931889,0,399057337,service,False,True,41.941,"LINESTRING (116.3546393 39.962129, 116.3541472 39.9621291)",
4017931891,4017832023,0,399048058,service,False,False,70.808,"LINESTRING (116.3546647 39.9616626, 116.3547033 39.9610265)",
4017931891,4017931890,0,399048058,service,False,True,51.907,"LINESTRING (116.3546647 39.9616626, 116.3546393 39.962129)",
4017931891,2857344071,0,399057338,service,False,True,41.89,"LINESTRING (116.3546647 39.9616626, 116.3541734 39.9616516)",
4017931892,4017931889,0,399056765,service,False,False,35.043,"LINESTRING (116.3541208 39.9624436, 116.3541472 39.9621291)",
4017931892,4017931894,0,399056765,service,False,True,38.253,"LINESTRING (116.3541208 39.9624436, 116.3540919 39.9627869)",
4017931892,4017931893,0,399057339,service,False,False,42.623,"LINESTRING (116.3541208 39.9624436, 116.3546209 39.9624457)",
4017931893,4017931890,0,399048058,service,False,False,35.25,"LINESTRING (116.3546209 39.9624457, 116.3546393 39.962129)",
4017931893,4017931895,0,399048058,service,False,True,39.803,"LINESTRING (116.3546209 39.9624457, 116.3546001 39.9628033)",
4017931893,4017931892,0,399057339,service,False,True,42.623,"LINESTRING (116.3546209 39.9624457, 116.3541208 39.9624436)",
4017931894,4017931892,0,399056765,service,False,False,38.253,"LINESTRING (116.3540919 39.9627869, 116.3541208 39.9624436)",
4017931894,4017924042,0,399056765,service,False,True,43.054,"LINESTRING (116.3540919 39.9627869, 116.3540595 39.9631733)",
4017931894,4017931895,0,399057340,service,False,False,43.351,"LINESTRING (116.3540919 39.9627869, 116.3546001 39.9628033)",
4017931895,4017931893,0,399048058,service,False,False,39.803,"LINESTRING (116.3546001 39.9628033, 116.3546209 39.9624457)",
4017931895,4017837362,0,399048058,service,False,True,43.798,"LINESTRING (116.3546001 39.9628033, 116.3545773 39.9631968)",
4017931895,4017931894,0,399057340,service,False,True,43.351,"LINESTRING (116.3546001 39.9628033, 116.3540919 39.9627869)",
4017931896,4017578097,0,399057341,service,False,False,61.896,"LINESTRING (116.3492637 39.9627622, 116.3499895 39.9627818)",
4017931897,4017581632,0,399048645,service,False,True,19.465,"LINESTRING (116.3509397 39.9628075, 116.3509343 39.9629825)",
4017931897,4017578097,0,399057341,service,False,True,81.033,"LINESTRING (116.3509397 39.9628075, 116.3499895 39.9627818)",
4017931897,4017578102,0,"[399048645, 399048646]",service,False,False,45.464999999999996,"LINESTRING (116.3509397 39.9628075, 116.3509428 39.9627408, 116.3509594 39.9623989)",
4017931898,4017578101,0,399057342,service,False,False,20.073,"LINESTRING (116.3492262 39.9625319, 116.3492457 39.962352)",
4121570006,4017924041,0,281751526,service,False,False,96.886,"LINESTRING (116.3524825 39.9615987, 116.3536182 39.9616368)",
4121570006,1226520273,0,399047784,service,False,False,68.939,"LINESTRING (116.3524825 39.9615987, 116.3525175 39.9609793)",
4121570006,1226520254,0,399047784,service,False,True,42.049,"LINESTRING (116.3524825 39.9615987, 116.3524682 39.9619767)",
5184436001,8973662952,0,399018089,service,False,False,44.672,"LINESTRING (116.3524039 39.9630222, 116.3518799 39.9630124)",
5184436001,2857344074,0,399047785,service,False,False,64.155,"LINESTRING (116.3524039 39.9630222, 116.352445 39.9624461)",
5184436001,4017837361,0,399047785,service,False,True,13.909,"LINESTRING (116.3524039 39.9630222, 116.352395 39.9631471)",
5184510887,1226520295,0,106617839,service,False,True,22.12,"LINESTRING (116.3512411 39.9619441, 116.3509816 39.9619405)",
5184510887,1226520254,0,106617839,service,False,False,104.65800000000002,"LINESTRING (116.3512411 39.9619441, 116.3513982 39.9619463, 116.3520363 39.9619586, 116.3524682 39.9619767)",
5184510887,5184510898,0,534630796,footway,False,True,51.622,"LINESTRING (116.3512411 39.9619441, 116.3512408 39.9619739, 116.3512168 39.9623717, 116.3512153 39.9624079)",
5184510898,2857344074,0,281751523,service,False,False,104.89,"LINESTRING (116.3512153 39.9624079, 116.352445 39.9624461)",
5184510898,4017578102,0,281751523,service,False,True,21.833,"LINESTRING (116.3512153 39.9624079, 116.3509594 39.9623989)",
5184510898,5184510887,0,534630796,footway,False,False,51.622,"LINESTRING (116.3512153 39.9624079, 116.3512168 39.9623717, 116.3512408 39.9619739, 116.3512411 39.9619441)",
8821671890,4017578100,0,399017966,service,False,False,49.105,"LINESTRING (116.3500219 39.9623737, 116.3500568 39.9619329)",
8821671890,4017578097,0,399017966,service,False,True,45.463,"LINESTRING (116.3500219 39.9623737, 116.3499895 39.9627818)",
8821671890,4017578102,0,399017967,service,False,False,79.95,"LINESTRING (116.3500219 39.9623737, 116.3509594 39.9623989)",
8821671890,4017578101,0,399017967,service,False,True,66.197,"LINESTRING (116.3500219 39.9623737, 116.3492457 39.962352)",
8821671891,3511265498,0,399047064,service,False,False,115.973,"LINESTRING (116.3511287 39.9587814, 116.3524885 39.9588188)",
8821671891,4017840119,0,399048653,service,False,True,62.356,"LINESTRING (116.3511287 39.9587814, 116.3511055 39.9593419)",
8821671891,4017824624,0,"[399047064, 399047066]",service,False,True,209.965,"LINESTRING (116.3511287 39.9587814, 116.3501881 39.9587556, 116.3494182 39.9587364, 116.3493792 39.959312)",
8821671891,3511265494,0,399048653,service,False,False,43.909000000000006,"LINESTRING (116.3511287 39.9587814, 116.351143 39.9585544, 116.351151 39.9583869)",
8821671892,2463866300,0,399047777,track,False,False,56.79,"LINESTRING (116.3501448 39.9603232, 116.3501595 39.9598126)",
8821671892,4017834789,0,399047777,track,False,True,11.932,"LINESTRING (116.3501448 39.9603232, 116.3501438 39.9604305)",
8821671892,4017840114,0,399047779,service,False,False,77.361,"LINESTRING (116.3501448 39.9603232, 116.351052 39.9603457)",
8821671892,4017834791,0,399047779,service,False,True,69.158,"LINESTRING (116.3501448 39.9603232, 116.3493338 39.960303)",
8821671893,4017834792,0,399047779,service,False,False,49.857,"LINESTRING (116.3525467 39.9603808, 116.3531314 39.9603946)",
8821671893,4017840114,0,399047779,service,False,True,127.453,"LINESTRING (116.3525467 39.9603808, 116.351052 39.9603457)",
8821671893,4017838654,0,399048291,service,False,False,112.754,"LINESTRING (116.3525467 39.9603808, 116.3525394 39.9593668)",
8821671893,4017840117,0,399048291,service,False,True,25.942,"LINESTRING (116.3525467 39.9603808, 116.3525453 39.9606141)",
8973662951,8973662952,0,969718467,service,False,True,25.818,"LINESTRING (116.3518882 39.9627803, 116.3518799 39.9630124)",
8973662952,4017581631,0,399018089,service,False,False,14.723,"LINESTRING (116.3518799 39.9630124, 116.3517072 39.9630092)",
8973662952,5184436001,0,399018089,service,False,True,44.672,"LINESTRING (116.3518799 39.9630124, 116.3524039 39.9630222)",
8973662952,8973662951,0,969718467,service,False,False,25.818,"LINESTRING (116.3518799 39.9630124, 116.3518882 39.9627803)",
8973662957,4017581631,0,969718469,service,False,True,50.916,"LINESTRING (116.3516897 39.9634669, 116.3517072 39.9630092)",
8973662958,4017924041,0,399056764,service,False,False,78.996,"LINESTRING (116.3535417 39.9623448, 116.3536182 39.9616368)",
8973662958,8973662959,0,969718470,service,False,True,92.991,"LINESTRING (116.3535417 39.9623448, 116.3524524 39.9622969)",
8973662958,8973662960,0,399056764,service,False,True,91.614,"LINESTRING (116.3535417 39.9623448, 116.353507 39.9626923, 116.3534948 39.9631676)",
8973662959,1226520254,0,399047785,service,False,False,35.63,"LINESTRING (116.3524524 39.9622969, 116.3524682 39.9619767)",
8973662959,2857344074,0,399047785,service,False,True,16.602,"LINESTRING (116.3524524 39.9622969, 116.352445 39.9624461)",
8973662959,8973662958,0,969718470,service,False,False,92.991,"LINESTRING (116.3524524 39.9622969, 116.3535417 39.9623448)",
8973662960,4017924042,0,399048056,service,False,False,48.131,"LINESTRING (116.3534948 39.9631676, 116.3540595 39.9631733)",
8973662960,4017837363,0,399048056,service,False,True,28.383,"LINESTRING (116.3534948 39.9631676, 116.3531618 39.9631642)",
8973662960,8973662958,0,399056764,service,False,False,91.614,"LINESTRING (116.3534948 39.9631676, 116.353507 39.9626923, 116.3535417 39.9623448)",
8973662969,8973662970,0,969718475,service,False,True,48.258,"LINESTRING (116.3536553 39.9572458, 116.3530892 39.9572385)",parking_aisle
8973662969,8973662970,1,"[969718472, 344376662]",service,False,False,70.785,"LINESTRING (116.3536553 39.9572458, 116.3536536 39.9573462, 116.3530875 39.9573407, 116.3530892 39.9572385)",
8973662969,8973662971,0,344376662,service,False,True,58.586,"LINESTRING (116.3536553 39.9572458, 116.3536569 39.9571529, 116.3530908 39.9571473)",
8973662970,8973662971,0,969718472,service,False,False,10.142,"LINESTRING (116.3530892 39.9572385, 116.3530908 39.9571473)",
8973662970,8973662969,0,969718475,service,False,False,48.258,"LINESTRING (116.3530892 39.9572385, 116.3536553 39.9572458)",parking_aisle
8973662970,8973662969,1,"[969718472, 344376662]",service,False,True,70.785,"LINESTRING (116.3530892 39.9572385, 116.3530875 39.9573407, 116.3536536 39.9573462, 116.3536553 39.9572458)",
8973662971,8973662970,0,969718472,service,False,True,10.142,"LINESTRING (116.3530908 39.9571473, 116.3530892 39.9572385)",
8973662971,2857344067,0,969718473,service,False,True,35.332,"LINESTRING (116.3530908 39.9571473, 116.3526763 39.9571432)",
8973662971,8973662969,0,344376662,service,False,False,58.586,"LINESTRING (116.3530908 39.9571473, 116.3536569 39.9571529, 116.3536553 39.9572458)",
8973691525,8973691526,0,399047060,service,False,False,44.027,"LINESTRING (116.3516803 39.9575326, 116.3521966 39.9575449)",
8973691525,8973691526,1,399056763,track,False,False,74.727,"LINESTRING (116.3516803 39.9575326, 116.3516884 39.9573922, 116.3522034 39.9574086, 116.3521966 39.9575449)",
8973691525,8973691526,2,399056763,track,False,True,83.617,"LINESTRING (116.3516803 39.9575326, 116.351667 39.9577129, 116.352182 39.9577211, 116.3521966 39.9575449)",
8973691525,4017824618,0,399047060,service,False,True,42.007,"LINESTRING (116.3516803 39.9575326, 116.3511876 39.9575234)",
8973691526,4017824619,0,399047060,service,False,False,26.79,"LINESTRING (116.3521966 39.9575449, 116.3525109 39.957543)",
8973691526,8973691525,0,399047060,service,False,True,44.027,"LINESTRING (116.3521966 39.9575449, 116.3516803 39.9575326)",
8973691526,8973691525,1,399056763,track,False,False,83.617,"LINESTRING (116.3521966 39.9575449, 116.352182 39.9577211, 116.351667 39.9577129, 116.3516803 39.9575326)",
8973691526,8973691525,2,399056763,track,False,True,74.727,"LINESTRING (116.3521966 39.9575449, 116.3522034 39.9574086, 116.3516884 39.9573922, 116.3516803 39.9575326)",
8973691531,4017834793,0,399004972,path,False,True,5.381,"LINESTRING (116.3519023 39.9598727, 116.3518393 39.9598696)",
10233501254,4017840115,0,1118956059,service,False,True,5.381,"LINESTRING (116.3510704 39.9614105, 116.3510073 39.9614088)",
