u,v,key,osmid,highway,oneway,reversed,length,geometry,name,bridge,tunnel,access
3575883367,3575318847,0,351704232,service,False,True,18.484,"LINESTRING (120.0341205 30.230932, 120.0340117 30.2310691)",支干路,,,
3575883367,3575883375,0,351704232,service,False,False,30.256999999999998,"LINESTRING (120.0341205 30.230932, 120.0342062 30.2308241, 120.0342988 30.2307077)",支干路,,,
3575883367,3575883369,0,351776338,footway,False,False,63.185,"LINESTRING (120.0341205 30.230932, 120.0343638 30.2311196, 120.0346953 30.2311261)",,,,
3575883369,3575883364,0,351776338,footway,False,False,4.885,"LINESTRING (120.0346953 30.2311261, 120.0347459 30.2311218)",,,,
3575883369,3575883367,0,351776338,footway,False,True,63.185,"LINESTRING (120.0346953 30.2311261, 120.0343638 30.2311196, 120.0341205 30.230932)",,,,
3575883369,3575883375,0,351776340,footway,False,False,64.617,"LINESTRING (120.0346953 30.2311261, 120.0346768 30.2310448, 120.0346452 30.2309281, 120.0345992 30.2308709, 120.0344095 30.230789, 120.0342988 30.2307077)",,,,
3575883370,5306827233,0,"[351776331, 351776332]","['footway', 'service']",False,True,98.015,"LINESTRING (120.0362363 30.229294, 120.0363093 30.2293093, 120.0363417 30.2293286, 120.0363671 30.2293664, 120.0363697 30.2298086, 120.0363707 30.2298598, 120.0363595 30.2299193, 120.0363334 30.2299355, 120.036334 30.2300929)",,,,
3575883370,3575883334,0,351776333,service,False,True,96.703,"LINESTRING (120.0362363 30.229294, 120.0362155 30.2294012, 120.0361176 30.2294089, 120.0360633 30.2294375, 120.0360491 30.2294929, 120.0360491 30.2297575, 120.0357024 30.2297684)",,,,
3575883370,1327558381,0,351776339,path,False,False,71.877,"LINESTRING (120.0362363 30.229294, 120.0362363 30.229259, 120.0362262 30.2291999, 120.0362034 30.2291409, 120.0360238 30.2289463, 120.0358523 30.2287568)",,,,
3575883375,3575883381,0,351704232,service,False,False,41.981,"LINESTRING (120.0342988 30.2307077, 120.0345462 30.2303965)",支干路,,,
3575883375,3575883367,0,351704232,service,False,True,30.256999999999998,"LINESTRING (120.0342988 30.2307077, 120.0342062 30.2308241, 120.0341205 30.230932)",支干路,,,
3575883375,3575883369,0,351776340,footway,False,True,64.61699999999999,"LINESTRING (120.0342988 30.2307077, 120.0344095 30.230789, 120.0345992 30.2308709, 120.0346452 30.2309281, 120.0346768 30.2310448, 120.0346953 30.2311261)",,,,
3575883376,5262100961,0,351776328,service,False,False,18.358,"LINESTRING (120.0357024 30.2308144, 120.0357024 30.2306493)",,,,
3575883376,3575883308,0,351776328,service,False,True,22.261,"LINESTRING (120.0357024 30.2308144, 120.0357024 30.2310146)",,,,
3575883376,3575883377,0,351776341,service,False,False,40.64,"LINESTRING (120.0357024 30.2308144, 120.0352794 30.2308171)",,,,
3575883377,3575883360,0,351776336,service,False,False,28.122,"LINESTRING (120.0352794 30.2308171, 120.0352773 30.2305642)",,,,
3575883377,3575883359,0,351776336,service,False,True,39.953,"LINESTRING (120.0352794 30.2308171, 120.0352823 30.2311764)",,,,
3575883377,3575883378,0,351776341,service,False,False,27.738,"LINESTRING (120.0352794 30.2308171, 120.0349907 30.2308197)",,,,
3575883377,3575883376,0,351776341,service,False,True,40.64,"LINESTRING (120.0352794 30.2308171, 120.0357024 30.2308144)",,,,
3575883378,3575883377,0,351776341,service,False,True,27.738,"LINESTRING (120.0349907 30.2308197, 120.0352794 30.2308171)",,,,
3575883381,5306827222,0,351704232,service,False,False,30.856,"LINESTRING (120.0345462 30.2303965, 120.0347281 30.2301678)",支干路,,,
3575883381,3575883375,0,351704232,service,False,True,41.981,"LINESTRING (120.0345462 30.2303965, 120.0342988 30.2307077)",支干路,,,
3575883381,3575883360,0,"[351776342, 351776343]","['footway', 'service']",False,"[False, True]",78.923,"LINESTRING (120.0345462 30.2303965, 120.0347832 30.230506, 120.0352745 30.2305112, 120.0352773 30.2305642)",,,,
3575883381,5257637367,0,543885035,footway,False,True,46.756,"LINESTRING (120.0345462 30.2303965, 120.0344939 30.2303709, 120.0344242 30.2303266, 120.0343895 30.2302797, 120.0343706 30.2302404, 120.0343386 30.2301871, 120.0343049 30.2301485, 120.034227 30.2300931)",,,,
3575883384,3575883310,0,351704232,service,False,True,69.662,"LINESTRING (120.0352168 30.2295533, 120.0348046 30.2300687)",支干路,,,
3575883384,1327558381,0,351704232,service,False,False,107.572,"LINESTRING (120.0352168 30.2295533, 120.0354731 30.2292309, 120.0358523 30.2287568)",支干路,,,
3575883384,3575883334,0,351776344,footway,False,True,55.806,"LINESTRING (120.0352168 30.2295533, 120.0354423 30.2297177, 120.035482 30.2297625, 120.0357024 30.2297684)",,,,
3575883496,3575883499,0,351776345,path,False,False,66.408,"LINESTRING (120.0372072 30.2300524, 120.0373533 30.2302534, 120.0375214 30.2304437, 120.0375291 30.230564)",,,,
3575883496,1327558381,0,351776345,path,False,True,198.849,"LINESTRING (120.0372072 30.2300524, 120.0370831 30.2298846, 120.0369653 30.2297478, 120.0368006 30.2295659, 120.0367031 30.2294647, 120.0366043 30.2293429, 120.0365305 30.229238, 120.0364606 30.2291246, 120.0364077 30.2290509, 120.0363498 30.2289935, 120.0362765 30.2289405, 120.0361759 30.228886, 120.0358523 30.2287568)",,,,
3575883496,5306827233,0,"[351776330, 351776351]","['footway', 'service']",False,True,85.01100000000001,"LINESTRING (120.0372072 30.2300524, 120.0371479 30.2300761, 120.0370871 30.2300906, 120.0370349 30.2300988, 120.0369924 30.2300868, 120.0363887 30.2300882, 120.036334 30.2300929)",,,,
3575883499,3575882891,0,351776327,service,False,True,136.959,"LINESTRING (120.0375291 30.230564, 120.0367343 30.2315865)",,,,
3575883499,3575883508,0,351776327,service,False,False,47.031000000000006,"LINESTRING (120.0375291 30.230564, 120.0376332 30.2306342, 120.0376102 30.2306386, 120.0374291 30.230881)",,,,
3575883499,3575883496,0,351776345,path,False,True,66.408,"LINESTRING (120.0375291 30.230564, 120.0375214 30.2304437, 120.0373533 30.2302534, 120.0372072 30.2300524)",,,,
3575883505,3575883507,0,351776346,service,False,False,68.655,"LINESTRING (120.0385595 30.2310835, 120.0378449 30.2310794)",,,,
3575883505,3575923590,0,351781687,service,False,False,47.149,"LINESTRING (120.0385595 30.2310835, 120.038564 30.2315075)",,,,
3575883505,3575923580,0,351781701,service,False,True,139.93800000000002,"LINESTRING (120.0385595 30.2310835, 120.039154 30.2312762, 120.039091 30.231984)",,,,
3575883507,3575883505,0,351776346,service,False,True,68.655,"LINESTRING (120.0378449 30.2310794, 120.0385595 30.2310835)",,,,
3575883507,3575923589,0,351781686,service,False,True,47.786,"LINESTRING (120.0378449 30.2310794, 120.0378118 30.2315082)",,,,
3575883507,3575883508,0,351776346,service,False,False,46.661,"LINESTRING (120.0378449 30.2310794, 120.0377655 30.2310778, 120.0374291 30.230881)",,,,
3575883508,3575883294,0,351776327,service,False,False,102.866,"LINESTRING (120.0374291 30.230881, 120.0368076 30.2316343)",,,,
3575883508,3575883499,0,351776327,service,False,True,47.031,"LINESTRING (120.0374291 30.230881, 120.0376102 30.2306386, 120.0376332 30.2306342, 120.0375291 30.230564)",,,,
3575883508,3575883507,0,351776346,service,False,True,46.661,"LINESTRING (120.0374291 30.230881, 120.0377655 30.2310778, 120.0378449 30.2310794)",,,,
3575883523,5338321472,0,351776353,service,False,True,106.177,"LINESTRING (120.0372747 30.2306006, 120.0370696 30.2304901, 120.0368618 30.2304879, 120.0365141 30.2304921, 120.0362062 30.2304921)",,,,
3575883524,5262100963,0,351776329,service,False,False,27.784999999999997,"LINESTRING (120.0362351 30.2308908, 120.0362197 30.2308103, 120.0362092 30.2307337, 120.0362015 30.2306428)",,,,
3575883524,3575883303,0,351776329,service,False,True,14.278,"LINESTRING (120.0362351 30.2308908, 120.0362319 30.2309485, 120.0362186 30.2310182)",,,,
3575883524,3575883525,0,351776354,service,False,False,14.869,"LINESTRING (120.0362351 30.2308908, 120.0363085 30.2308701, 120.0363855 30.2308621)",,,,
3575883525,3575883527,0,351776354,service,False,False,31.965,"LINESTRING (120.0363855 30.2308621, 120.0365917 30.2308634, 120.0367182 30.2308645)",,,,
3575883525,3575883524,0,351776354,service,False,True,14.869,"LINESTRING (120.0363855 30.2308621, 120.0363085 30.2308701, 120.0362351 30.2308908)",,,,
3575883525,5306827225,0,351776355,service,False,False,13.324,"LINESTRING (120.0363855 30.2308621, 120.0363999 30.2308172, 120.0364378 30.2307889, 120.0364715 30.2307819)",,,,
3575883527,5306827226,0,351776354,service,False,False,11.119,"LINESTRING (120.0367182 30.2308645, 120.0367571 30.230851, 120.0368309 30.2308526)",,,,
3575883527,3575883525,0,351776354,service,False,True,31.965,"LINESTRING (120.0367182 30.2308645, 120.0365917 30.2308634, 120.0363855 30.2308621)",,,,
3575883527,5306827229,0,549381310,service,False,False,16.755,"LINESTRING (120.0367182 30.2308645, 120.0367538 30.230897, 120.0367827 30.2309455, 120.0367795 30.2309968)",,,,
3575883534,3575883538,0,351776356,service,False,True,17.992,"LINESTRING (120.0352791 30.2315357, 120.0352805 30.2313739)",,,,
3575883534,3575318842,0,351776356,service,False,False,105.78800000000001,"LINESTRING (120.0352791 30.2315357, 120.0352874 30.2317508, 120.0353119 30.2317867, 120.0358793 30.2319442, 120.0358162 30.2321153)",,,,
3575883534,3575883537,0,351776357,service,False,False,54.841,"LINESTRING (120.0352791 30.2315357, 120.0350172 30.2315333, 120.0350172 30.2314887, 120.0347599 30.2314891)",,,,
3575883537,3575883534,0,351776357,service,False,True,54.841,"LINESTRING (120.0347599 30.2314891, 120.0350172 30.2314887, 120.0350172 30.2315333, 120.0352791 30.2315357)",,,,
3575883538,3575883534,0,351776356,service,False,False,17.992,"LINESTRING (120.0352805 30.2313739, 120.0352791 30.2315357)",,,,
3575883538,3575883359,0,351776356,service,False,True,21.962,"LINESTRING (120.0352805 30.2313739, 120.0352823 30.2311764)",,,,
3575883538,3575883542,0,351776358,footway,False,False,46.187,"LINESTRING (120.0352805 30.2313739, 120.0354096 30.2313718, 120.0354832 30.2313477, 120.0355479 30.2312948, 120.0356299 30.2312357, 120.0356594 30.2311742)",,,,
3575883542,3575883359,0,351776336,service,False,False,36.23,"LINESTRING (120.0356594 30.2311742, 120.0352823 30.2311764)",,,,
3575883542,3575883308,0,351776336,service,False,True,19.602,"LINESTRING (120.0356594 30.2311742, 120.0356999 30.2311458, 120.0357024 30.2310146)",,,,
3575883542,3575883538,0,351776358,footway,False,True,46.187,"LINESTRING (120.0356594 30.2311742, 120.0356299 30.2312357, 120.0355479 30.2312948, 120.0354832 30.2313477, 120.0354096 30.2313718, 120.0352805 30.2313739)",,,,
3575923578,3575923579,0,351781685,service,False,False,61.319,"LINESTRING (120.0378958 30.2319958, 120.038534 30.2319884)",,,,
3575923578,3575923588,0,351781685,service,False,True,9.393,"LINESTRING (120.0378958 30.2319958, 120.0377981 30.2319926)",,,,
3575923578,5306827262,0,351781690,service,False,False,44.745,"LINESTRING (120.0378958 30.2319958, 120.037895 30.2323982)",,,,
3575923579,3575923578,0,351781685,service,False,True,61.319,"LINESTRING (120.038534 30.2319884, 120.0378958 30.2319958)",,,,
3575923579,3575923590,0,351781687,service,False,True,53.551,"LINESTRING (120.038534 30.2319884, 120.038564 30.2315075)",,,,
3575923579,3575935693,0,351781691,service,False,True,47.109,"LINESTRING (120.038534 30.2319884, 120.0385256 30.232412)",,,,
3575923579,3575923580,0,351781685,service,False,False,53.515,"LINESTRING (120.038534 30.2319884, 120.0386563 30.2319883, 120.039091 30.231984)",,,,
3575923580,3575935713,0,351781685,service,False,False,31.09,"LINESTRING (120.039091 30.231984, 120.0390904 30.2322636)",,,,
3575923580,3575923579,0,351781685,service,False,True,53.515,"LINESTRING (120.039091 30.231984, 120.0386563 30.2319883, 120.038534 30.2319884)",,,,
3575923580,3575883505,0,351781701,service,False,False,139.93800000000002,"LINESTRING (120.039091 30.231984, 120.039154 30.2312762, 120.0385595 30.2310835)",,,,
3575923581,3575923582,0,351781685,service,False,False,47.834,"LINESTRING (120.0390911 30.2332989, 120.0385932 30.233301)",,,,
3575923581,5700934062,0,351781685,service,False,True,5.237,"LINESTRING (120.0390911 30.2332989, 120.0390909 30.2332518)",,,,
3575923581,5701073931,0,351781704,service,False,True,4.967,"LINESTRING (120.0390911 30.2332989, 120.0391428 30.233299)",,,,
3575923581,3575935721,0,351781704,service,False,False,140.81,"LINESTRING (120.0390911 30.2332989, 120.0391182 30.2338112, 120.0399903 30.2338062)",,,,
3575923582,3575923583,0,351781685,service,False,False,66.433,"LINESTRING (120.0385932 30.233301, 120.0379017 30.2333003)",,,,
3575923582,3575923581,0,351781685,service,False,True,47.834,"LINESTRING (120.0385932 30.233301, 120.0390911 30.2332989)",,,,
3575923582,3575935702,0,351781691,service,False,False,38.983,"LINESTRING (120.0385932 30.233301, 120.038537 30.2329538)",,,,
3575923583,3575923582,0,351781685,service,False,True,66.433,"LINESTRING (120.0379017 30.2333003, 120.0385932 30.233301)",,,,
3575923583,3575935701,0,351781690,service,False,True,38.219,"LINESTRING (120.0379017 30.2333003, 120.0378981 30.2329566)",,,,
3575923583,3575318834,0,351781685,service,False,False,70.92599999999999,"LINESTRING (120.0379017 30.2333003, 120.0376317 30.233492, 120.0373357 30.2337098)",,,,
3575923588,3575923578,0,351781685,service,False,False,9.393,"LINESTRING (120.0377981 30.2319926, 120.0378958 30.2319958)",,,,
3575923588,3575923589,0,351781686,service,False,False,53.879,"LINESTRING (120.0377981 30.2319926, 120.0378118 30.2315082)",,,,
3575923588,3575935697,0,351781685,service,False,True,69.988,"LINESTRING (120.0377981 30.2319926, 120.0377001 30.231992, 120.0375515 30.2319883, 120.0374128 30.231964, 120.0373017 30.2319054, 120.0371253 30.2318067)",,,,
3575923589,3575883507,0,351781686,service,False,False,47.786,"LINESTRING (120.0378118 30.2315082, 120.0378449 30.2310794)",,,,
3575923589,3575923588,0,351781686,service,False,True,53.879,"LINESTRING (120.0378118 30.2315082, 120.0377981 30.2319926)",,,,
3575923589,3575923590,0,351781689,service,False,False,72.266,"LINESTRING (120.0378118 30.2315082, 120.038564 30.2315075)",,,,
3575923590,3575923579,0,351781687,service,False,False,53.551,"LINESTRING (120.038564 30.2315075, 120.038534 30.2319884)",,,,
3575923590,3575883505,0,351781687,service,False,True,47.149,"LINESTRING (120.038564 30.2315075, 120.0385595 30.2310835)",,,,
3575923590,3575923589,0,351781689,service,False,True,72.266,"LINESTRING (120.038564 30.2315075, 120.0378118 30.2315082)",,,,
3575923592,3575935701,0,351781690,service,False,False,14.592,"LINESTRING (120.0378949 30.2328254, 120.0378981 30.2329566)",,,,
3575923592,5306827263,0,351781690,service,False,True,39.074,"LINESTRING (120.0378949 30.2328254, 120.037895 30.232474)",,,,
3575923592,3575935695,0,351781693,service,False,False,73.91,"LINESTRING (120.0378949 30.2328254, 120.0371256 30.2328311)",,,,
3575923592,3575935694,0,351781693,service,False,True,61.963,"LINESTRING (120.0378949 30.2328254, 120.0385398 30.2328172)",,,,
3575935693,3575923579,0,351781691,service,False,False,47.109,"LINESTRING (120.0385256 30.232412, 120.038534 30.2319884)",,,,
3575935693,3575935705,0,351781691,service,False,True,8.318,"LINESTRING (120.0385256 30.232412, 120.0385243 30.2324868)",,,,
3575935693,5306827262,0,351781692,service,False,False,60.602,"LINESTRING (120.0385256 30.232412, 120.037895 30.2323982)",,,,
3575935694,3575935705,0,351781691,service,False,False,36.769,"LINESTRING (120.0385398 30.2328172, 120.0385243 30.2324868)",,,,
3575935694,3575935702,0,351781691,service,False,True,15.192,"LINESTRING (120.0385398 30.2328172, 120.038537 30.2329538)",,,,
3575935694,3575923592,0,351781693,service,False,False,61.963,"LINESTRING (120.0385398 30.2328172, 120.0378949 30.2328254)",,,,
3575935695,3575935698,0,351781693,service,False,False,40.129,"LINESTRING (120.0371256 30.2328311, 120.0371392 30.2324704)",,,,
3575935695,3575923592,0,351781693,service,False,True,73.91,"LINESTRING (120.0371256 30.2328311, 120.0378949 30.2328254)",,,,
3575935695,3575935700,0,351781696,service,False,True,13.499,"LINESTRING (120.0371256 30.2328311, 120.0371199 30.2329524)",,,,
3575935697,3575883294,0,351781685,service,False,True,36.043,"LINESTRING (120.0371253 30.2318067, 120.0368076 30.2316343)",,,,
3575935697,3575935698,0,351781693,service,False,True,73.812,"LINESTRING (120.0371253 30.2318067, 120.0371392 30.2324704)",,,,
3575935697,3575923588,0,351781685,service,False,False,69.988,"LINESTRING (120.0371253 30.2318067, 120.0373017 30.2319054, 120.0374128 30.231964, 120.0375515 30.2319883, 120.0377001 30.231992, 120.0377981 30.2319926)",,,,
3575935698,3575935697,0,351781693,service,False,False,73.812,"LINESTRING (120.0371392 30.2324704, 120.0371253 30.2318067)",,,,
3575935698,3575935695,0,351781693,service,False,True,40.129,"LINESTRING (120.0371392 30.2324704, 120.0371256 30.2328311)",,,,
3575935698,3575318839,0,351781695,service,False,True,66.876,"LINESTRING (120.0371392 30.2324704, 120.0364431 30.2324677)",,,,
3575935698,5306827263,0,351781717,service,False,True,72.612,"LINESTRING (120.0371392 30.2324704, 120.037895 30.232474)",,,,
3575935699,3575935700,0,351781696,service,False,False,32.178,"LINESTRING (120.0367871 30.2329851, 120.0371199 30.2329524)",,,,
3575935699,3575318839,0,116484151,service,False,False,66.385,"LINESTRING (120.0367871 30.2329851, 120.0367616 30.2329457, 120.0365754 30.232648, 120.0364431 30.2324677)",乌溪江路,,,
3575935699,3575318834,0,116484151,service,False,True,96.554,"LINESTRING (120.0367871 30.2329851, 120.0369319 30.2332087, 120.037088 30.23344, 120.0373357 30.2337098)",乌溪江路,,,
3575935700,3575935695,0,351781696,service,False,False,13.499,"LINESTRING (120.0371199 30.2329524, 120.0371256 30.2328311)",,,,
3575935700,3575935699,0,351781696,service,False,True,32.178,"LINESTRING (120.0371199 30.2329524, 120.0367871 30.2329851)",,,,
3575935700,3575935701,0,351781697,service,False,False,74.764,"LINESTRING (120.0371199 30.2329524, 120.0378981 30.2329566)",,,,
3575935701,3575923583,0,351781690,service,False,False,38.219,"LINESTRING (120.0378981 30.2329566, 120.0379017 30.2333003)",,,,
3575935701,3575923592,0,351781690,service,False,True,14.592,"LINESTRING (120.0378981 30.2329566, 120.0378949 30.2328254)",,,,
3575935701,3575935702,0,351781697,service,False,False,61.381,"LINESTRING (120.0378981 30.2329566, 120.038537 30.2329538)",,,,
3575935701,3575935700,0,351781697,service,False,True,74.764,"LINESTRING (120.0378981 30.2329566, 120.0371199 30.2329524)",,,,
3575935702,3575935694,0,351781691,service,False,False,15.192,"LINESTRING (120.038537 30.2329538, 120.0385398 30.2328172)",,,,
3575935702,3575923582,0,351781691,service,False,True,38.983,"LINESTRING (120.038537 30.2329538, 120.0385932 30.233301)",,,,
3575935702,3575935701,0,351781697,service,False,True,61.381,"LINESTRING (120.038537 30.2329538, 120.0378981 30.2329566)",,,,
3575935703,3575318834,0,116484151,service,False,False,20.299,"LINESTRING (120.0374887 30.2338357, 120.0373357 30.2337098)",乌溪江路,,,
3575935703,5305995509,0,116484151,service,False,True,226.43800000000005,"LINESTRING (120.0374887 30.2338357, 120.0375386 30.2338738, 120.0378139 30.2340842, 120.0382275 30.2344004, 120.038358 30.2344833, 120.0385223 30.2345792, 120.0387103 30.2346333, 120.0389218 30.2346584, 120.0391167 30.2346664, 120.0395199 30.2346814)",乌溪江路,,,
3575935703,3575935704,0,351781699,service,False,False,93.07300000000001,"LINESTRING (120.0374887 30.2338357, 120.03837 30.2338373, 120.0384575 30.2338376)",,,,
3575935704,3575935703,0,351781699,service,False,True,93.07300000000001,"LINESTRING (120.0384575 30.2338376, 120.03837 30.2338373, 120.0374887 30.2338357)",,,,
3575935705,3575935693,0,351781691,service,False,False,8.318,"LINESTRING (120.0385243 30.2324868, 120.0385256 30.232412)",,,,
3575935705,3575935694,0,351781691,service,False,True,36.769,"LINESTRING (120.0385243 30.2324868, 120.0385398 30.2328172)",,,,
3575935705,3575935709,0,"[837716768, 351781700, 837716767]",footway,False,False,59.599000000000004,"LINESTRING (120.0385243 30.2324868, 120.0386097 30.2325012, 120.0387579 30.2325001, 120.0387564 30.2325411, 120.0388476 30.2325422, 120.038983 30.2325428, 120.039078 30.2325925)",,yes,,
3575935709,3575935716,0,351781685,service,False,False,27.105,"LINESTRING (120.039078 30.2325925, 120.0390845 30.2328362)",,,,
3575935709,3575935744,0,351781685,service,False,True,9.608,"LINESTRING (120.039078 30.2325925, 120.0390796 30.2325061)",,,,
3575935709,3575935705,0,"[837716768, 351781700, 837716767]",footway,False,True,59.599,"LINESTRING (120.039078 30.2325925, 120.038983 30.2325428, 120.0388476 30.2325422, 120.0387564 30.2325411, 120.0387579 30.2325001, 120.0386097 30.2325012, 120.0385243 30.2324868)",,yes,,
3575935713,3575935744,0,351781685,service,False,False,26.985,"LINESTRING (120.0390904 30.2322636, 120.0390796 30.2325061)",,,,
3575935713,3575923580,0,351781685,service,False,True,31.09,"LINESTRING (120.0390904 30.2322636, 120.039091 30.231984)",,,,
3575935713,3575935752,0,351781702,service,False,False,23.876,"LINESTRING (120.0390904 30.2322636, 120.0393389 30.2322605)",,,,
3575935714,3575935745,0,351781702,service,False,False,29.294,"LINESTRING (120.039734 30.2322547, 120.0397443 30.232518)",,,,
3575935714,3575935752,0,351781702,service,False,True,37.963,"LINESTRING (120.039734 30.2322547, 120.0393389 30.2322605)",,,,
3575935714,3575935743,0,351781711,service,False,False,52.445,"LINESTRING (120.039734 30.2322547, 120.0402775 30.2322988)",,,,
3575935715,3575935716,0,351781702,service,False,False,62.995,"LINESTRING (120.0397402 30.2328392, 120.0390845 30.2328362)",,,,
3575935715,3575935745,0,351781702,service,False,True,35.718,"LINESTRING (120.0397402 30.2328392, 120.0397443 30.232518)",,,,
3575935715,3575935718,0,351781707,service,False,False,12.18,"LINESTRING (120.0397402 30.2328392, 120.0397371 30.2329487)",,,,
3575935715,3575935725,0,351781707,service,False,True,60.865,"LINESTRING (120.0397402 30.2328392, 120.0403737 30.2328326)",,,,
3575935716,3575935717,0,351781685,service,False,False,12.743,"LINESTRING (120.0390845 30.2328362, 120.0390842 30.2329508)",,,,
3575935716,3575935709,0,351781685,service,False,True,27.105,"LINESTRING (120.0390845 30.2328362, 120.039078 30.2325925)",,,,
3575935716,3575935715,0,351781702,service,False,True,62.995,"LINESTRING (120.0390845 30.2328362, 120.0397402 30.2328392)",,,,
3575935717,5700934062,0,351781685,service,False,False,33.476,"LINESTRING (120.0390842 30.2329508, 120.0390909 30.2332518)",,,,
3575935717,3575935716,0,351781685,service,False,True,12.743,"LINESTRING (120.0390842 30.2329508, 120.0390845 30.2328362)",,,,
3575935717,5700934065,0,351781704,service,False,False,5.198,"LINESTRING (120.0390842 30.2329508, 120.0391381 30.2329467)",,,,
3575935718,5700934064,0,351781704,service,False,False,33.537,"LINESTRING (120.0397371 30.2329487, 120.0397529 30.23325)",,,,
3575935718,5700934065,0,351781704,service,False,True,57.547,"LINESTRING (120.0397371 30.2329487, 120.0391381 30.2329467)",,,,
3575935718,3575935724,0,351781707,service,False,False,60.806,"LINESTRING (120.0397371 30.2329487, 120.04037 30.2329537)",,,,
3575935718,3575935715,0,351781707,service,False,True,12.18,"LINESTRING (120.0397371 30.2329487, 120.0397402 30.2328392)",,,,
3575935719,5701073927,0,351781704,service,False,False,12.315,"LINESTRING (120.0397679 30.233271, 120.039644 30.2332994)",,,,
3575935719,5700934064,0,351781704,service,False,True,2.744,"LINESTRING (120.0397679 30.233271, 120.0397529 30.23325)",,,,
3575935719,8992051829,0,351781705,service,False,False,50.044,"LINESTRING (120.0397679 30.233271, 120.0401636 30.2335637)",,,,
3575935719,3575935723,0,351781706,service,False,False,56.582,"LINESTRING (120.0397679 30.233271, 120.0403564 30.2332508)",,,,
3575935721,5306825887,0,549284716,service,False,False,2.607,"LINESTRING (120.0399903 30.2338062, 120.0400081 30.2337885)",,,,
3575935721,3575923581,0,351781704,service,False,True,140.81,"LINESTRING (120.0399903 30.2338062, 120.0391182 30.2338112, 120.0390911 30.2332989)",,,,
3575935721,5305995486,0,549284716,service,False,True,61.202,"LINESTRING (120.0399903 30.2338062, 120.0399249 30.2338917, 120.0396351 30.2342631)",,,,
3575935723,3575935719,0,351781706,service,False,True,56.582,"LINESTRING (120.0403564 30.2332508, 120.0397679 30.233271)",,,,
3575935723,8992051834,0,549284716,service,False,False,39.997,"LINESTRING (120.0403564 30.2332508, 120.0405911 30.2329537)",,,,
3575935723,8992051829,0,549284716,service,False,True,39.416,"LINESTRING (120.0403564 30.2332508, 120.0401636 30.2335637)",,,,
3575935723,5306827121,0,549381300,footway,False,True,24.667,"LINESTRING (120.0403564 30.2332508, 120.0405768 30.2333646)",,,,
3575935724,3575935725,0,351781707,service,False,False,13.47,"LINESTRING (120.04037 30.2329537, 120.0403737 30.2328326)",,,,
3575935724,3575935718,0,351781707,service,False,True,60.806,"LINESTRING (120.04037 30.2329537, 120.0397371 30.2329487)",,,,
3575935724,8992051834,0,351781708,service,False,False,21.241,"LINESTRING (120.04037 30.2329537, 120.0405911 30.2329537)",,,,
3575935725,3575935715,0,351781707,service,False,False,60.865,"LINESTRING (120.0403737 30.2328326, 120.0397402 30.2328392)",,,,
3575935725,3575935724,0,351781707,service,False,True,13.47,"LINESTRING (120.0403737 30.2328326, 120.04037 30.2329537)",,,,
3575935725,3575935727,0,351781710,service,False,False,16.43,"LINESTRING (120.0403737 30.2328326, 120.0404028 30.232687)",,,,
3575935727,8992051833,0,351781710,service,False,False,36.859,"LINESTRING (120.0404028 30.232687, 120.0407864 30.2326928)",,,,
3575935727,3575935725,0,351781710,service,False,True,16.43,"LINESTRING (120.0404028 30.232687, 120.0403737 30.2328326)",,,,
3575935727,3575935743,0,351781713,footway,False,False,45.487,"LINESTRING (120.0404028 30.232687, 120.0403846 30.2326196, 120.0403547 30.232568, 120.0403372 30.2325357, 120.0403273 30.2324818, 120.0403323 30.2324237, 120.0403048 30.2323677, 120.0402775 30.2322988)",,,,
3575935730,5305995488,0,351781711,service,False,False,35.519000000000005,"LINESTRING (120.0407265 30.2323221, 120.0408594 30.2323707, 120.0410234 30.2325043)",,,,
3575935730,3575935743,0,351781711,service,False,True,43.407000000000004,"LINESTRING (120.0407265 30.2323221, 120.0406148 30.2323003, 120.0402775 30.2322988)",,,,
3575935730,3575935736,0,351781712,service,False,False,46.492999999999995,"LINESTRING (120.0407265 30.2323221, 120.0408361 30.2322074, 120.0408972 30.2321018, 120.0409056 30.2320563, 120.0408319 30.2319725)",,,,
3575935736,3575935730,0,351781712,service,False,True,46.493,"LINESTRING (120.0408319 30.2319725, 120.0409056 30.2320563, 120.0408972 30.2321018, 120.0408361 30.2322074, 120.0407265 30.2323221)",,,,
3575935743,3575935714,0,351781711,service,False,True,52.445,"LINESTRING (120.0402775 30.2322988, 120.039734 30.2322547)",,,,
3575935743,3575935730,0,351781711,service,False,False,43.407000000000004,"LINESTRING (120.0402775 30.2322988, 120.0406148 30.2323003, 120.0407265 30.2323221)",,,,
3575935743,3575935727,0,351781713,footway,False,True,45.487,"LINESTRING (120.0402775 30.2322988, 120.0403048 30.2323677, 120.0403323 30.2324237, 120.0403273 30.2324818, 120.0403372 30.2325357, 120.0403547 30.232568, 120.0403846 30.2326196, 120.0404028 30.232687)",,,,
3575935744,3575935709,0,351781685,service,False,False,9.608,"LINESTRING (120.0390796 30.2325061, 120.039078 30.2325925)",,,,
3575935744,3575935713,0,351781685,service,False,True,26.985,"LINESTRING (120.0390796 30.2325061, 120.0390904 30.2322636)",,,,
3575935744,3575935746,0,351781715,footway,False,False,33.001,"LINESTRING (120.0390796 30.2325061, 120.0394231 30.2325064)",,,,
