element_type,osmid,geometry,nodes,building,building:colour,building:levels,building:material,name,name:zh,name:zh-Hans,name:zh-Hant,roof:colour,roof:material,addr:city,addr:district,addr:postcode,addr:province,addr:street,roof:shape,roof:height,amenity,tourism,leisure,addr:housenumber,name:en,sport,height,roof:orientation,office,access,bicycle_parking,layer,ways,type
way,515292448,"POLYGON ((116.3060975 39.970485, 116.3069564 39.9705453, 116.3069719 39.9704151, 116.306113 39.9703549, 116.3060975 39.970485))","[5032671912, 5032671911, 5032671910, 5032671909, 5032671912]",residential,#c8aa8c,6,brick,静园9楼,静园9楼,静园9楼,靜園9樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292449,"POLYGON ((116.3060385 39.9708262, 116.3069094 39.9708873, 116.3069236 39.9707687, 116.3060527 39.9707076, 116.3060385 39.9708262))","[5032671916, 5032671915, 5032671914, 5032671913, 5032671916]",residential,#c8aa8c,6,brick,静园10楼,静园10楼,静园10楼,靜園10樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292450,"POLYGON ((116.3060868 39.9710935, 116.3068489 39.9711469, 116.3068646 39.9710154, 116.3061025 39.9709619, 116.3060868 39.9710935))","[5032671920, 5032671919, 5032671918, 5032671917, 5032671920]",commercial,#c8aa8c,1,brick,汇贤商店,汇贤商店,汇贤商店,匯賢商店,red,concrete,,,,,,,,,,,,,,2.86,,,,,,,
way,515292451,"POLYGON ((116.3060975 39.9714018, 116.3068877 39.9714572, 116.3069022 39.971336, 116.306112 39.9712806, 116.3060975 39.9714018))","[5032672424, 5032672423, 5032672422, 5032672421, 5032672424]",residential,#c8aa8c,6,brick,静园12楼,静园12楼,静园12楼,靜園12樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292452,"POLYGON ((116.3060707 39.9717101, 116.3068188 39.9717626, 116.3068324 39.9716485, 116.3060843 39.971596, 116.3060707 39.9717101))","[5032672428, 5032672427, 5032672426, 5032672425, 5032672428]",residential,#c8aa8c,6,brick,静园13楼,静园13楼,静园13楼,靜園13樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292453,"POLYGON ((116.3053411 39.9701027, 116.3060094 39.9701496, 116.3060224 39.970041, 116.3053541 39.9699941, 116.3053411 39.9701027))","[5032672432, 5032672431, 5032672430, 5032672429, 5032672432]",residential,#c8aa8c,6,brick,静园15楼,静园15楼,静园15楼,靜園15樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292454,"POLYGON ((116.3053143 39.9704192, 116.3059773 39.9704658, 116.3059902 39.9703576, 116.3053272 39.9703111, 116.3053143 39.9704192))","[5032672436, 5032672435, 5032672434, 5032672433, 5032672436]",residential,#c8aa8c,6,brick,静园16楼,静园16楼,静园16楼,靜園16樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292455,"POLYGON ((116.3052714 39.9707399, 116.3059557 39.9707879, 116.3059688 39.9706782, 116.3052845 39.9706302, 116.3052714 39.9707399))","[5032672440, 5032672439, 5032672438, 5032672437, 5032672440]",residential,#c8aa8c,6,brick,静园17楼,静园17楼,静园17楼,靜園17樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292456,"POLYGON ((116.3052499 39.9710359, 116.305897 39.9710813, 116.3059097 39.9709742, 116.3052627 39.9709288, 116.3052499 39.9710359))","[5032672444, 5032672443, 5032672442, 5032672441, 5032672444]",residential,#c8aa8c,6,brick,静园18楼,静园18楼,静园18楼,靜園18樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292457,"POLYGON ((116.3051963 39.971373, 116.3058946 39.971422, 116.3059097 39.9712949, 116.3052115 39.9712459, 116.3051963 39.971373))","[5032672448, 5032672447, 5032672446, 5032672445, 5032672448]",residential,#c8aa8c,6,brick,静园19楼,静园19楼,静园19楼,靜園19樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515292458,"POLYGON ((116.3051909 39.9716855, 116.3059527 39.9717389, 116.3059686 39.9716051, 116.3052069 39.9715516, 116.3051909 39.9716855))","[5032672452, 5032672451, 5032672450, 5032672449, 5032672452]",residential,#c8aa8c,6,brick,静园20楼,静园20楼,静园20楼,靜園20樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515297937,"POLYGON ((116.3116432 39.9677457, 116.3123298 39.9678382, 116.3123968 39.9675463, 116.3117101 39.9674538, 116.3116432 39.9677457))","[5032713412, 5032713411, 5032713410, 5032713409, 5032713412]",university,,,,拳道馆,拳道馆,拳道馆,拳道館,,,,,,,,,,,,,,,,,,,,,,,
way,515297938,"POLYGON ((116.3066152 39.96897, 116.3068483 39.9689813, 116.3068646 39.968783, 116.3066314 39.9687717, 116.3066152 39.96897))","[5032713833, 5032713832, 5032713831, 5032713830, 5032713833]",yes,,,,音乐排演厅,音乐排演厅,音乐排演厅,音樂排演廳,,,,,,,,,,,,,,,,,,,,,,,
way,515297947,"POLYGON ((116.3060519 39.9719177, 116.3060392 39.9720222, 116.3071704 39.9721027, 116.3071831 39.9719983, 116.3060519 39.9719177))","[5032713889, 5032713886, 5032713887, 5032713888, 5032713889]",yes,#c8aa8c,6,brick,静园14楼,静园14楼,静园14楼,靜園14樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515297948,"POLYGON ((116.3073903 39.9719897, 116.3073792 39.9720815, 116.3085142 39.9721623, 116.3085253 39.9720705, 116.3073903 39.9719897))","[5032713893, 5032713890, 5032713891, 5032713892, 5032713893]",yes,#c8aa8c,6,brick,静园7楼,静园7楼,静园7楼,靜園7樓,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,515297949,"POLYGON ((116.3086597 39.9715567, 116.3095962 39.9716097, 116.3096078 39.9714895, 116.3086714 39.9714364, 116.3086597 39.9715567))","[5032713897, 5032713896, 5032713895, 5032713894, 5032713897]",yes,,,,林园12楼,林园12楼,林园12楼,林園12樓,,,,,,,,,,,,,,,,,,,,,,,
way,515301970,"POLYGON ((116.3082754 39.9711772, 116.3093904 39.9712389, 116.3093972 39.9711666, 116.3094179 39.9709467, 116.3092242 39.970936, 116.3092397 39.9707715, 116.3094324 39.9707821, 116.3094501 39.9705946, 116.3083397 39.9705332, 116.3082873 39.9710896, 116.3082837 39.9710894, 116.3082754 39.9711772))","[5032747775, 5032747774, 5017697620, 5032747770, 5032747767, 5032747772, 5032747771, 5017697612, 5032747773, 5032747768, 5032747769, 5032747775]",university,,,,国学馆,国学馆,国学馆,國學館,,,,,,,,,,,,,,,,,,,,,,,
way,524032216,"POLYGON ((116.3134051 39.9682741, 116.3133757 39.968272, 116.3133578 39.9684201, 116.3132399 39.9684118, 116.3132242 39.9685429, 116.3133672 39.968553, 116.3133647 39.968574, 116.3134363 39.968579, 116.3134506 39.968461, 116.3133831 39.9684562, 116.3134051 39.9682741))","[5100299679, 5100950209, 5100950210, 5100299685, 5100299688, 5100950212, 5100950211, 5100299691, 5100950213, 5100950214, 5100299679]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
way,524036156,"POLYGON ((116.3112559 39.9690233, 116.3121423 39.9690806, 116.3123413 39.9690935, 116.3123605 39.968919, 116.3112751 39.9688487, 116.3112559 39.9690233))","[5100333273, 5100835698, 5100333255, 5100333260, 5100333265, 5100333273]",dormitory,,,,红1楼,红1楼,红1楼,紅1樓,,,,,,,,,,,,,,,,,,,,,,,
way,524042473,"POLYGON ((116.3132814 39.96827, 116.3132996 39.9681319, 116.3133737 39.9681377, 116.3133555 39.9682757, 116.3132814 39.96827))","[5100380471, 5100380472, 5100380473, 5100380469, 5100380471]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524077199,"POLYGON ((116.3107726 39.9670542, 116.3119125 39.9672227, 116.311928 39.9671614, 116.3118989 39.9671571, 116.3119159 39.9670892, 116.3108283 39.9669284, 116.3108087 39.9670061, 116.3107855 39.9670027, 116.3107726 39.9670542))","[5100628428, 5100628427, 5100628423, 5100628421, 5100628426, 5100628425, 5100628422, 5100628424, 5100628428]",university,,,,青年公寓,青年公寓,青年公寓,青年公寓,,,,,,,,,,,,,,,,,,,,,,,
way,524104536,"POLYGON ((116.3098821 39.9700739, 116.3104615 39.9701088, 116.3104884 39.969847, 116.309909 39.969812, 116.3098821 39.9700739))","[5100834413, 5100834412, 5100834411, 5100834410, 5100834413]",service,,,,锅炉房,锅炉房,锅炉房,鍋爐房,,,,,,,,,,,,,,,,,,,,,,,
way,524104537,"POLYGON ((116.3079536 39.9699711, 116.3081926 39.9699871, 116.30819 39.9700097, 116.308289 39.9700164, 116.308302 39.9699016, 116.3079641 39.969879, 116.3079536 39.9699711))","[5100835628, 5100835624, 5100835623, 5100835627, 5100835626, 5100835625, 5100835628]",yes,,,,物业管理部,物业管理部,物业管理部,物業管理部,,,,,,,,,,,,,,,,,,,,,,,
way,524104541,"POLYGON ((116.3108236 39.971815, 116.3108075 39.971932, 116.311229 39.971966, 116.3112116 39.9720928, 116.3109217 39.9720694, 116.3109096 39.9721579, 116.3111994 39.9721813, 116.3111959 39.9722067, 116.3114259 39.9722252, 116.311436 39.9721517, 116.3113425 39.9721442, 116.3113654 39.971977, 116.3115719 39.9719937, 116.311588 39.9718766, 116.3108236 39.971815))","[5100835673, 5100835670, 5100835668, 5100835664, 5100835662, 5100835661, 5100835663, 5100835667, 5100835666, 5100835660, 5100835665, 5100835669, 5100835671, 5100835672, 5100835673]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524104545,"POLYGON ((116.3108879 39.9712826, 116.310876 39.9713969, 116.3117128 39.9714483, 116.3117248 39.971334, 116.3108879 39.9712826))","[5100835684, 5100835681, 5100835682, 5100835683, 5100835684]",residential,,,,林园4楼,林园4楼,林园4楼,林園4樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104546,"POLYGON ((116.3109115 39.9711031, 116.3117443 39.9711573, 116.3117586 39.9710288, 116.3109257 39.9709745, 116.3109115 39.9711031))","[5100835688, 5100835687, 5100835686, 5100835685, 5100835688]",residential,,,,林园3楼,林园3楼,林园3楼,林園3樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104548,"POLYGON ((116.3109806 39.9706154, 116.3109661 39.9707424, 116.311777 39.9707966, 116.3117914 39.9706696, 116.3109806 39.9706154))","[5100835692, 5100835689, 5100835690, 5100835691, 5100835692]",residential,,,,林园2楼,林园2楼,林园2楼,林園2樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104550,"POLYGON ((116.3109826 39.9703594, 116.3117903 39.9704151, 116.3118041 39.9702979, 116.3109963 39.9702422, 116.3109826 39.9703594))","[5100835696, 5100835695, 5100835694, 5100835693, 5100835696]",residential,,,,林园1楼,林园1楼,林园1楼,林園1樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104552,"POLYGON ((116.3121174 39.9693064, 116.3123164 39.9693193, 116.3123413 39.9690935, 116.3121423 39.9690806, 116.3121174 39.9693064))","[5100835700, 5100835699, 5100333255, 5100835698, 5100835700]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524104553,"POLYGON ((116.3122344 39.9700205, 116.3122567 39.9698182, 116.3120788 39.9698067, 116.3120566 39.9700089, 116.3122344 39.9700205))","[5100835704, 5100835701, 5100835702, 5100835703, 5100835704]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524104554,"POLYGON ((116.3120547 39.969856, 116.3111564 39.9697979, 116.3111401 39.9699464, 116.3120383 39.9700045, 116.3120547 39.969856))","[5100835708, 5100835707, 5100835706, 5100835705, 5100835708]",dormitory,,,,红3楼,红3楼,红3楼,紅3樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104555,"POLYGON ((116.3112353 39.9693208, 116.3112186 39.9694773, 116.3122911 39.9695446, 116.3123078 39.9693881, 116.3112353 39.9693208))","[5100835712, 5100835709, 5100835710, 5100835711, 5100835712]",dormitory,,,,红2楼,红2楼,红2楼,紅2樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104557,"POLYGON ((116.3098445 39.9689566, 116.3099407 39.9690277, 116.3097537 39.9691726, 116.3093912 39.9691594, 116.3093663 39.9691319, 116.309368 39.9690553, 116.3093996 39.9690251, 116.3097363 39.969036, 116.3098445 39.9689566))","[5100835822, 2843205569, 5100835821, 5100835720, 5100835719, 5100835718, 5100835717, 5100835716, 5100835822]",university,,,,崇德楼西楼,崇德楼西楼,崇德楼西楼,崇德樓西樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104559,"POLYGON ((116.3103488 39.9689926, 116.3102332 39.9690532, 116.3104069 39.9692152, 116.310769 39.9692337, 116.3107978 39.9692085, 116.3108075 39.9691323, 116.3107806 39.9690995, 116.3104454 39.9690749, 116.3103488 39.9689926))","[5100835829, 2843205566, 5100835826, 5100835827, 5100835825, 5100835824, 5100835828, 5100835823, 5100835829]",university,,,,崇德楼东楼,崇德楼东楼,崇德楼东楼,崇德樓東樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104560,"POLYGON ((116.3072187 39.9665382, 116.3072021 39.966687, 116.3075674 39.9667109, 116.3075839 39.9665621, 116.3072187 39.9665382))","[5100835838, 5100835835, 5100835836, 5100835837, 5100835838]",yes,,,,配电室,配电室,配电室,配電室,,,,,,,,,,,,,,,,,,,,,,,
way,524104561,"POLYGON ((116.3068351 39.9668095, 116.3071051 39.9668272, 116.3071489 39.9664333, 116.306879 39.9664157, 116.3068351 39.9668095))","[5100835842, 5100835841, 5100835840, 5100835839, 5100835842]",yes,,,,锅炉房,锅炉房,锅炉房,鍋爐房,,,,,,,,,,,,,,,,,,,,,,,
way,524104562,"POLYGON ((116.3068244 39.9669041, 116.3071252 39.9669238, 116.3071328 39.9668548, 116.3068321 39.9668351, 116.3068244 39.9669041))","[5100835846, 5100835845, 5100835844, 5100835843, 5100835846]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524104563,"POLYGON ((116.3075942 39.9669596, 116.3079577 39.9669883, 116.3079724 39.9668794, 116.3076088 39.9668507, 116.3075942 39.9669596))","[5100835856, 5100835855, 5100835854, 5100835853, 5100835856]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524104564,"POLYGON ((116.3071543 39.9669329, 116.3075325 39.9669576, 116.3075578 39.9667305, 116.3071796 39.9667057, 116.3071543 39.9669329))","[5100835860, 5100835859, 5100835858, 5100835857, 5100835860]",university,,,,友谊楼,友谊楼,友谊楼,友誼樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104565,"POLYGON ((116.3084739 39.9666348, 116.3076733 39.9665715, 116.3076532 39.9667211, 116.3084538 39.9667845, 116.3084739 39.9666348))","[5100835868, 5100835867, 5100835866, 5100835865, 5100835868]",dormitory,,,,留学生3楼,留学生3楼,留学生3楼,留學生3樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104566,"POLYGON ((116.3080242 39.9669599, 116.3085704 39.9670031, 116.3085836 39.9669055, 116.3084689 39.9668964, 116.3084746 39.9668539, 116.3081098 39.9668251, 116.3081041 39.9668678, 116.3080373 39.9668625, 116.3080242 39.9669599))","[5100835869, 5100835872, 5100835871, 5100835850, 5100835851, 5100835849, 5100835848, 5100835870, 5100835869]",dormitory,,,,留学生2楼,留学生2楼,留学生2楼,留學生2樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104567,"POLYGON ((116.3086349 39.9667931, 116.3089117 39.966815, 116.3089299 39.96668, 116.308653 39.9666581, 116.3086349 39.9667931))","[5100835876, 5100835875, 5100835874, 5100835873, 5100835876]",dormitory,,,,专家楼,专家楼,专家楼,專家樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104568,"POLYGON ((116.3088977 39.9669308, 116.3093009 39.9669627, 116.3093296 39.9667499, 116.3089264 39.966718, 116.3088977 39.9669308))","[5100835880, 5100835879, 5100835878, 5100835877, 5100835880]",dormitory,,,,留学生1楼,留学生1楼,留学生1楼,留學生1樓,,,,,,,,,,,,,,,,,,,,,,,
way,524104569,"POLYGON ((116.3095656 39.9670788, 116.3099036 39.9671056, 116.3099165 39.9670091, 116.3106234 39.967065, 116.3106445 39.9669085, 116.3095997 39.9668259, 116.3095656 39.9670788))","[5100835886, 5100835885, 5100835882, 5100835881, 5100835884, 5100835883, 5100835886]",university,,,,国际文化交流中心,国际文化交流中心,国际文化交流中心,國際文化交流中心,,,,,,,,,,,,,,,,,,,,,,,
way,524117748,"POLYGON ((116.30481 39.9672063, 116.3053814 39.9672474, 116.3053941 39.9671433, 116.3048228 39.9671022, 116.30481 39.9672063))","[5100950181, 5100950180, 5100950179, 5100950178, 5100950181]",yes,,,,培训楼,培训楼,培训楼,培訓樓,,,,,,,,,,,,,,,,,,,,,,,
way,524117749,"POLYGON ((116.3021534 39.9691598, 116.3019785 39.9691451, 116.3016687 39.969119, 116.3016523 39.9692335, 116.3015389 39.9692239, 116.3015294 39.969292, 116.3020313 39.9693359, 116.302084 39.9693315, 116.3021332 39.9693092, 116.3021534 39.9691598))","[5100950189, 5100950190, 5100950188, 5100950183, 5100950182, 5100950187, 5100950185, 5100950186, 5100950184, 5100950189]",yes,#b60b2d,11,brick,汇贤大厦D座,汇贤大厦D座,汇贤大厦D座,匯賢塔樓D座,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,524117750,"POLYGON ((116.3022056 39.9687953, 116.3020272 39.9687803, 116.3019785 39.9691451, 116.3021534 39.9691598, 116.3022056 39.9687953))","[5100950193, 5100950191, 5100950190, 5100950189, 5100950193]",yes,white,11,brick,汇贤大厦A座,汇贤大厦A座,汇贤大厦A座,匯賢塔樓A座,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,524117751,"POLYGON ((116.3016239 39.9686153, 116.3016058 39.9687448, 116.3020272 39.9687803, 116.3022056 39.9687953, 116.302224 39.9686672, 116.3016239 39.9686153))","[5100950196, 5100950192, 5100950191, 5100950193, 5100950194, 5100950196]",yes,#b60b2d,11,brick,汇贤大厦B座,汇贤大厦B座,汇贤大厦B座,匯賢塔樓B座,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,524117752,"POLYGON ((116.301282 39.9692716, 116.3015294 39.969292, 116.3015389 39.9692239, 116.3016058 39.9687448, 116.3016239 39.9686153, 116.3013767 39.968595, 116.301282 39.9692716))","[5100950197, 5100950187, 5100950182, 5100950192, 5100950196, 5100950195, 5100950197]",yes,#b60b2d,11,brick,汇贤大厦C座,汇贤大厦C座,汇贤大厦C座,匯賢塔樓C座,gray,concrete,,,,,,,,,,,,,,,,,,,,,
way,524117753,"POLYGON ((116.3011971 39.9684232, 116.3013416 39.9684341, 116.301368 39.9682495, 116.3012208 39.9682383, 116.3011971 39.9684232))","[5100950199, 5018578047, 5018578048, 5100950198, 5100950199]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524117756,"POLYGON ((116.3070363 39.971556, 116.3070224 39.9716911, 116.3072645 39.9717057, 116.3072473 39.9718735, 116.3073793 39.9718814, 116.3073969 39.9717102, 116.3076021 39.9717226, 116.3076156 39.9715909, 116.3070363 39.971556))","[5100951829, 5100951826, 5100951825, 5100951824, 5100951827, 5100951822, 5100951823, 5100951828, 5100951829]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524200043,"POLYGON ((116.3073969 39.9717102, 116.3073802 39.9718733, 116.3076746 39.971891, 116.3076914 39.971728, 116.3073969 39.9717102))","[5100951822, 5101645708, 5101645709, 5101645710, 5100951822]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524200060,"POLYGON ((116.305325 39.9705734, 116.3059017 39.970611, 116.3059098 39.9705385, 116.3053331 39.9705009, 116.305325 39.9705734))","[5101650431, 5101650430, 5101650429, 5101650428, 5101650431]",yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524200072,"POLYGON ((116.3098097 39.9716793, 116.3103864 39.9717097, 116.3103958 39.9716051, 116.3098191 39.9715746, 116.3098097 39.9716793))","[5101650455, 5101650454, 5101650453, 5101650452, 5101650455]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524200075,"POLYGON ((116.3044238 39.971558, 116.3044145 39.9716688, 116.3045016 39.9716731, 116.3045109 39.9715623, 116.3044238 39.971558))","[5101650462, 5101650459, 5101650460, 5101650461, 5101650462]",yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,524200077,"POLYGON ((116.3035601 39.971669, 116.3044721 39.9717944, 116.3044801 39.9717595, 116.3035601 39.9716382, 116.3035601 39.971669))","[5101650468, 5101650467, 5101650466, 5101650465, 5101650468]",yes,,,,快递收发点,快递收发点,快递收发点,快遞收發點,,,,,,,,,,,,,,,,,,,,,,,
way,532751288,"POLYGON ((116.3086054 39.970113, 116.3087179 39.9701204, 116.3087304 39.9700097, 116.3083172 39.9699823, 116.3083114 39.9700336, 116.3086121 39.9700536, 116.3086054 39.970113))","[5169356932, 5169356931, 5169356930, 5169356929, 5169356927, 5169356928, 5169356932]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,532751289,"POLYGON ((116.3076639 39.9700122, 116.30793 39.9700299, 116.3079383 39.9699568, 116.3076722 39.9699391, 116.3076639 39.9700122))","[5169356936, 5169356933, 5169356934, 5169356935, 5169356936]",yes,,,,配电室,配电室,配电室,配電室,,,,,,,,,,,,,,,,,,,,,,,
way,532906190,"POLYGON ((116.3052564 39.9693984, 116.3052497 39.9694497, 116.3052396 39.9694485, 116.305233 39.9695051, 116.3051814 39.9695519, 116.3051919 39.9695616, 116.3051166 39.9696097, 116.3051047 39.9695988, 116.3050338 39.9696279, 116.3049661 39.9696361, 116.3049234 39.9696361, 116.3049214 39.9696451, 116.3048644 39.969643, 116.304867 39.9696021, 116.304924 39.9696042, 116.3049234 39.9696129, 116.3049609 39.9696129, 116.3050186 39.9696062, 116.3050836 39.9695794, 116.3050707 39.9695676, 116.305146 39.9695194, 116.305156 39.9695286, 116.3051929 39.9694947, 116.3051986 39.9694458, 116.3051909 39.9694452, 116.3051977 39.9693939, 116.3052564 39.9693984))","[5170929558, 5170929557, 5170929561, 5170929564, 5170929565, 5170929581, 5170929582, 5170929577, 5170929576, 5170929573, 5170929571, 5170929567, 5170929568, 5170929569, 5170929570, 5170929572, 5170929574, 5170929575, 5170929578, 5170929579, 5170929580, 5170929566, 5170929563, 5170929562, 5170929560, 5170929559, 5170929558]",yes,,1,,百家廊,,,,,,,,,,,,,,,,,,,4,,,,,,,
way,967046864,"POLYGON ((116.3121061 39.9672925, 116.3121411 39.9671422, 116.3131429 39.9672854, 116.3131277 39.9673682, 116.3131447 39.9673729, 116.3131362 39.9674426, 116.3121061 39.9672925))","[8946817985, 8946817986, 8946817987, 8946817988, 8946817989, 8946817990, 8946817985]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,967046865,"POLYGON ((116.3132821 39.9679668, 116.3133057 39.96787, 116.313401 39.9674799, 116.3134264 39.9674831, 116.3134386 39.9674519, 116.3136996 39.9674889, 116.3138675 39.9675127, 116.3138584 39.9675337, 116.3138757 39.9675376, 116.3136947 39.9680073, 116.3136704 39.9680042, 116.3136643 39.9680236, 116.3135626 39.9680096, 116.3135596 39.9680213, 116.3133065 39.9679863, 116.3133075 39.9679715, 116.3132821 39.9679668))","[8946817991, 8946818002, 8946818009, 8946818010, 8946818011, 8946818008, 8946817992, 8946817993, 8946817994, 8946817995, 8946817996, 8946817997, 8946817998, 8946817999, 8946818000, 8946818001, 8946817991]",university,,,,高瓴人工智能楼,高瓴人工智能楼,高瓴人工智能楼,高瓴人工智慧樓,,,,,,,,,,,,,,,,,,,,,,,
way,967046866,"POLYGON ((116.3133057 39.96787, 116.313216 39.9678577, 116.3133339 39.9673748, 116.3133492 39.9673787, 116.3133522 39.9673639, 116.3137151 39.9674145, 116.3136996 39.9674889, 116.3134386 39.9674519, 116.3134264 39.9674831, 116.313401 39.9674799, 116.3133057 39.96787))","[8946818002, 8946818003, 8946818004, 8946818005, 8946818006, 8946818007, 8946818008, 8946818011, 8946818010, 8946818009, 8946818002]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,7568147,"POLYGON ((116.3108189 39.9684762, 116.3108961 39.9679015, 116.3098197 39.967814, 116.3097574 39.9684029, 116.3108189 39.9684762), (116.309879 39.9682135, 116.3102352 39.9682424, 116.3102645 39.9680306, 116.309907 39.9680016, 116.3099159 39.9679373, 116.310075 39.9679503, 116.3100791 39.9679211, 116.31075 39.9679756, 116.3107337 39.9680937, 116.3106365 39.9680858, 116.310613 39.9682558, 116.3107106 39.9682637, 116.3106947 39.9683784, 116.3100235 39.9683238, 116.3100275 39.9682953, 116.3098694 39.9682825, 116.309879 39.9682135))","[[[2843208640, 2843208641, 2843208642, 2843208643, 2843208640], [5100628444, 5100628434, 5100628431, 5100628432, 5100628433, 5100628441, 5100628429, 5100628430, 5100628442, 5100628439, 5100628437, 5100628438, 5100628440, 5100628443, 5100628436, 5100628435, 5100628444]]]",university,,,,求是楼,求是楼,求是楼,求是樓,,,,,,,,,,,,,,,,,,,,,,"[280166214, 524077200]",multipolygon
relation,7568488,"POLYGON ((116.3098027 39.9711118, 116.3097644 39.9715285, 116.3105605 39.9715714, 116.3106441 39.9706607, 116.3094501 39.9705946, 116.3094324 39.9707821, 116.3094179 39.9709467, 116.3093972 39.9711666, 116.3093904 39.9712389, 116.3093883 39.971265, 116.3096144 39.9712772, 116.3096304 39.9711025, 116.3098027 39.9711118), (116.3100434 39.9709373, 116.3098209 39.9709249, 116.3098093 39.9710473, 116.3096407 39.971038, 116.3096625 39.9708066, 116.3100536 39.9708283, 116.3100434 39.9709373), (116.3102771 39.9711924, 116.310261 39.9713634, 116.3100645 39.9713525, 116.3100806 39.9711815, 116.3102771 39.9711924), (116.3101107 39.9708272, 116.3103166 39.9708386, 116.3102946 39.971072, 116.3100886 39.9710606, 116.3101107 39.9708272))","[[[5017697611, 5032747774, 5017697620, 5032747770, 5032747771, 5017697612, 5017697613, 5017697614, 5017697615, 5017697616, 5017697617, 5017697618, 5017697611], [5100951836, 5100951835, 5100951832, 5100951831, 5100951834, 5100951833, 5100951836], [5100951840, 5100951839, 5100951838, 5100951837, 5100951840], [5100951844, 5100951843, 5100951842, 5100951841, 5100951844]]]",university,,,,,,,,,,,,,,,,,library,,,,,,,,,,,,"[513262252, 524117757, 524117758, 524117760]",multipolygon
