u,v,key,osmid,highway,oneway,reversed,length,geometry,name,lanes,maxspeed
2843205547,2843205540,0,280166010,residential,False,False,22.172,"LINESTRING (116.3069323 39.9682495, 116.3066727 39.9682362)",吴玉章路,,
2843205547,2843205541,0,280166010,residential,False,True,88.728,"LINESTRING (116.3069323 39.9682495, 116.3079687 39.9683258)",吴玉章路,,
2843205547,2843205548,0,280166014,service,False,False,82.433,"LINESTRING (116.3069323 39.9682495, 116.3069946 39.9675097)",,,
2843205548,2843205542,0,182857676,residential,False,False,90.73,"LINESTRING (116.3069946 39.9675097, 116.3080546 39.9675858)",春华路,,
2843205548,2843205546,0,182857676,residential,False,True,22.064,"LINESTRING (116.3069946 39.9675097, 116.3067376 39.9674857)",春华路,,
2843205548,2843205547,0,280166014,service,False,True,82.433,"LINESTRING (116.3069946 39.9675097, 116.3069323 39.9682495)",,,
3250028221,5017699858,0,318612594,residential,False,True,97.66,"LINESTRING (116.3022015 39.969483, 116.3023269 39.96861)",品园路,,
3250028221,2368045561,0,182857673,residential,False,False,88.681,"LINESTRING (116.3022015 39.969483, 116.3023487 39.9694941, 116.3023565 39.9694947, 116.3032382 39.9695521)",汇贤路,2,15
3250028221,5170874275,0,182857673,residential,False,True,79.614,"LINESTRING (116.3022015 39.969483, 116.3014009 39.9694311, 116.3012706 39.9694226)",汇贤路,2,15
3419716190,2843205545,0,182857678,residential,False,False,95.588,"LINESTRING (116.3054385 39.9690327, 116.3065546 39.9691183)",明志路,,
3419716190,1932225260,0,182857678,residential,False,True,87.468,"LINESTRING (116.3054385 39.9690327, 116.3051763 39.969021, 116.3044164 39.9689623)",明志路,,
3419716190,5017699857,0,513262263,footway,False,True,98.34599999999999,"LINESTRING (116.3054385 39.9690327, 116.3053336 39.9698229, 116.3053217 39.9699126)",,,
5017699837,5101650539,0,182857674,residential,False,False,119.548,"LINESTRING (116.3030441 39.9708027, 116.3032097 39.9697351)",谨勤路,,
5017699837,5101650476,0,182857674,residential,False,True,81.399,"LINESTRING (116.3030441 39.9708027, 116.3029311 39.9715296)",谨勤路,,
5017699837,1932225274,0,"[524200081, 524200106]",service,False,False,145.555,"LINESTRING (116.3030441 39.9708027, 116.3033871 39.9708287, 116.3035577 39.9708416, 116.3035127 39.9713088, 116.3040913 39.9713463)",,,
5017699840,5017699854,0,513262257,service,False,False,36.416,"LINESTRING (116.3050777 39.9714117, 116.30502 39.9717362)",,,
5017699840,5101650425,0,513262257,service,False,True,35.798,"LINESTRING (116.3050777 39.9714117, 116.3051343 39.9710927)",,,
5017699840,5101650541,0,524200055,service,False,True,74.786,"LINESTRING (116.3050777 39.9714117, 116.3059527 39.9714635)",,,
5017699840,5032716103,0,524200081,service,False,True,41.782,"LINESTRING (116.3050777 39.9714117, 116.3045893 39.9713786)",,,
5017699842,1932225264,0,182857677,residential,False,False,21.377,"LINESTRING (116.3042966 39.9698403, 116.3043227 39.9696491)",知行路,,
5017699842,5101650545,0,182857677,residential,False,True,123.529,"LINESTRING (116.3042966 39.9698403, 116.3041459 39.9709452)",知行路,,
5017699842,5017699857,0,513262258,residential,False,False,87.726,"LINESTRING (116.3042966 39.9698403, 116.3053217 39.9699126)",汇贤路,,
5017699842,5101650539,0,524200101,service,False,True,93.359,"LINESTRING (116.3042966 39.9698403, 116.3032097 39.9697351)",,,
5017699843,5017723564,0,513262258,residential,False,True,131.276,"LINESTRING (116.3095482 39.970217, 116.3080145 39.9701064)",汇贤路,,
5017699843,5017699844,0,524104535,service,False,False,100.528,"LINESTRING (116.3095482 39.970217, 116.3096514 39.9693164)",,,
5017699843,5062544214,0,513262258,residential,False,False,116.619,"LINESTRING (116.3095482 39.970217, 116.3101531 39.9702586, 116.3106386 39.9702165, 116.3109038 39.9701683)",汇贤路,,
5017699844,1932225275,0,182857678,residential,False,False,115.1,"LINESTRING (116.3096514 39.9693164, 116.3109964 39.9694109)",明志路,,
5017699844,10238296589,0,182857678,residential,False,True,37.112,"LINESTRING (116.3096514 39.9693164, 116.3092174 39.9692888)",明志路,,
5017699844,5017699843,0,524104535,service,False,True,100.528,"LINESTRING (116.3096514 39.9693164, 116.3095482 39.970217)",,,
5017699851,5100950216,0,182857675,residential,False,False,38.667,"LINESTRING (116.3106648 39.972106, 116.3107088 39.9717599)",林园路,,
5017699851,5017723565,0,"[524200073, 513262261]","['cycleway', 'service']",False,"[False, True]",249.521,"LINESTRING (116.3106648 39.972106, 116.3087692 39.9719917, 116.3080374 39.9719476, 116.3077454 39.9719331)",,,
5017699853,5017699854,0,513262261,service,False,False,84.639,"LINESTRING (116.3060057 39.9718298, 116.30502 39.9717362)",,,
5017699853,5017699855,0,513262261,service,False,True,75.805,"LINESTRING (116.3060057 39.9718298, 116.3068904 39.971901)",,,
5017699853,5101650540,0,524200102,service,False,True,39.13,"LINESTRING (116.3060057 39.9718298, 116.3060546 39.9714799)",,,
5017699854,5032716101,0,513262257,service,False,False,8.293,"LINESTRING (116.30502 39.9717362, 116.3050069 39.9718101)",,,
5017699854,5017699840,0,513262257,service,False,True,36.416,"LINESTRING (116.30502 39.9717362, 116.3050777 39.9714117)",,,
5017699854,5017699853,0,513262261,service,False,True,84.639,"LINESTRING (116.30502 39.9717362, 116.3060057 39.9718298)",,,
5017699855,5017699853,0,513262261,service,False,False,75.805,"LINESTRING (116.3068904 39.971901, 116.3060057 39.9718298)",,,
5017699855,5017723565,0,513262261,service,False,True,72.947,"LINESTRING (116.3068904 39.971901, 116.3077454 39.9719331)",,,
5017699855,5101650441,0,513262262,service,False,False,40.888,"LINESTRING (116.3068904 39.971901, 116.3069418 39.9715354)",,,
5017699856,5017723564,0,513262258,residential,False,False,78.157,"LINESTRING (116.3071014 39.9700405, 116.3080145 39.9701064)",汇贤路,,
5017699856,5101645685,0,513262258,residential,False,True,49.911,"LINESTRING (116.3071014 39.9700405, 116.3065183 39.9699984)",汇贤路,,
5017699856,5101650436,0,513262262,service,False,True,25.076,"LINESTRING (116.3071014 39.9700405, 116.307075 39.9702651)",,,
5017699857,5101650437,0,513262257,service,False,False,25.792,"LINESTRING (116.3053217 39.9699126, 116.3053028 39.9701441)",,,
5017699857,5101650543,0,513262258,residential,False,False,68.231,"LINESTRING (116.3053217 39.9699126, 116.3061189 39.9699696)",汇贤路,,
5017699857,5017699842,0,513262258,residential,False,True,87.726,"LINESTRING (116.3053217 39.9699126, 116.3042966 39.9698403)",汇贤路,,
5017699857,3419716190,0,513262263,footway,False,False,98.34599999999999,"LINESTRING (116.3053217 39.9699126, 116.3053336 39.9698229, 116.3054385 39.9690327)",,,
5017699858,3250028221,0,318612594,residential,False,False,97.66,"LINESTRING (116.3023269 39.96861, 116.3022015 39.969483)",品园路,,
5017699858,5018578045,0,318612594,residential,False,True,34.927,"LINESTRING (116.3023269 39.96861, 116.3023343 39.9685543, 116.3023682 39.9682975)",品园路,,
5017699858,5101650470,0,513262265,footway,False,False,134.998,"LINESTRING (116.3023269 39.96861, 116.301804 39.9685714, 116.3012845 39.968533, 116.3012442 39.9688595, 116.3011354 39.9688549)",,,
5017723564,5017699843,0,513262258,residential,False,False,131.276,"LINESTRING (116.3080145 39.9701064, 116.3095482 39.970217)",汇贤路,,
5017723564,5017699856,0,513262258,residential,False,True,78.157,"LINESTRING (116.3080145 39.9701064, 116.3071014 39.9700405)",汇贤路,,
5017723564,5101650424,0,513265441,service,False,False,24.839,"LINESTRING (116.3080145 39.9701064, 116.3079917 39.9703291)",,,
5017723565,5017699855,0,513262261,service,False,False,72.947,"LINESTRING (116.3077454 39.9719331, 116.3068904 39.971901)",,,
5017723565,5101645716,0,513265441,service,False,True,41.415,"LINESTRING (116.3077454 39.9719331, 116.3078459 39.9715687)",,,
5017723565,5017699851,0,"[524200073, 513262261]","['cycleway', 'service']",False,"[False, True]",249.521,"LINESTRING (116.3077454 39.9719331, 116.3080374 39.9719476, 116.3087692 39.9719917, 116.3106648 39.972106)",,,
5018576920,2843205546,0,182857676,residential,False,False,96.867,"LINESTRING (116.3056065 39.9673997, 116.3067376 39.9674857)",春华路,,
5018576920,5018578022,0,513378595,residential,False,False,85.018,"LINESTRING (116.3056065 39.9673997, 116.3057107 39.9666393)",,,
5018578021,5018578022,0,513378595,residential,False,True,44.828,"LINESTRING (116.3057803 39.9662397, 116.3057107 39.9666393)",,,
5018578021,5018578022,1,513378596,residential,False,True,182.727,"LINESTRING (116.3057803 39.9662397, 116.3049715 39.9661438, 116.3049226 39.9665471, 116.3057107 39.9666393)",,,
5018578021,5018578041,0,513378596,residential,False,False,159.13600000000002,"LINESTRING (116.3057803 39.9662397, 116.3068633 39.9663665, 116.3067887 39.9669552)",,,
5018578022,5018578021,0,513378595,residential,False,False,44.828,"LINESTRING (116.3057107 39.9666393, 116.3057803 39.9662397)",,,
5018578022,5018578021,1,513378596,residential,False,False,182.727,"LINESTRING (116.3057107 39.9666393, 116.3049226 39.9665471, 116.3049715 39.9661438, 116.3057803 39.9662397)",,,
5018578022,5018576920,0,513378595,residential,False,True,85.018,"LINESTRING (116.3057107 39.9666393, 116.3056065 39.9673997)",,,
5018578040,2843205542,0,513378600,service,False,True,60.248,"LINESTRING (116.3080695 39.9670441, 116.3080546 39.9675858)",,,
5018578040,5018578042,0,513378601,service,False,False,139.957,"LINESTRING (116.3080695 39.9670441, 116.309706 39.9671496)",友谊路,,
5018578040,5018578041,0,513378601,service,False,True,109.598,"LINESTRING (116.3080695 39.9670441, 116.3067887 39.9669552)",友谊路,,
5018578041,2843205546,0,513378596,residential,False,False,59.15,"LINESTRING (116.3067887 39.9669552, 116.3067376 39.9674857)",,,
5018578041,5018578040,0,513378601,service,False,False,109.598,"LINESTRING (116.3067887 39.9669552, 116.3080695 39.9670441)",友谊路,,
5018578041,5018578021,0,513378596,residential,False,True,159.13600000000002,"LINESTRING (116.3067887 39.9669552, 116.3068633 39.9663665, 116.3057803 39.9662397)",,,
5018578042,5018578040,0,513378601,service,False,True,139.957,"LINESTRING (116.309706 39.9671496, 116.3080695 39.9670441)",友谊路,,
5018578042,5018578044,0,513378602,service,False,True,61.556,"LINESTRING (116.309706 39.9671496, 116.3096173 39.967699)",,,
5018578042,2641708701,0,513378601,service,False,False,95.08099999999999,"LINESTRING (116.309706 39.9671496, 116.3101506 39.9671528, 116.3108205 39.9671833)",友谊路,,
5018578044,2843205544,0,182857676,residential,False,False,14.365,"LINESTRING (116.3096173 39.967699, 116.3097844 39.967716)",春华路,,
5018578044,5100333267,0,182857676,residential,False,True,66.029,"LINESTRING (116.3096173 39.967699, 116.3088456 39.9676459)",春华路,,
5018578044,5018578042,0,513378602,service,False,False,61.556,"LINESTRING (116.3096173 39.967699, 116.309706 39.9671496)",,,
5018578045,5018578071,0,318612594,residential,False,True,39.856,"LINESTRING (116.3023682 39.9682975, 116.3024154 39.9679409)",品园路,,
5018578045,5018578067,0,513378603,service,False,False,47.498,"LINESTRING (116.3023682 39.9682975, 116.3018133 39.9682574)",,,
5018578045,5017699858,0,318612594,residential,False,False,34.927,"LINESTRING (116.3023682 39.9682975, 116.3023343 39.9685543, 116.3023269 39.96861)",品园路,,
5018578045,5471945201,0,568811601,footway,False,False,105.226,"LINESTRING (116.3023682 39.9682975, 116.3029919 39.9683292, 116.303008 39.968173, 116.3034114 39.9682026)",,,
5018578046,5018578067,0,513378603,service,False,True,37.132,"LINESTRING (116.3013796 39.9682253, 116.3018133 39.9682574)",,,
5018578067,5018578046,0,513378603,service,False,False,37.132,"LINESTRING (116.3018133 39.9682574, 116.3013796 39.9682253)",,,
5018578067,5018578045,0,513378603,service,False,True,47.498,"LINESTRING (116.3018133 39.9682574, 116.3023682 39.9682975)",,,
5018578067,5018578070,0,513378608,service,False,False,39.605,"LINESTRING (116.3018133 39.9682574, 116.3018596 39.967903)",,,
5018578069,5471945202,0,318612594,residential,False,False,11.333,"LINESTRING (116.3024622 39.9675868, 116.3024488 39.9676882)",品园路,,
5018578069,5018578070,0,513378608,service,False,True,87.187,"LINESTRING (116.3024622 39.9675868, 116.3019058 39.9675488, 116.3018596 39.967903)",,,
5018578070,5018578067,0,513378608,service,False,True,39.605,"LINESTRING (116.3018596 39.967903, 116.3018133 39.9682574)",,,
5018578070,5018578071,0,513378609,footway,False,False,47.553,"LINESTRING (116.3018596 39.967903, 116.3024154 39.9679409)",,,
5018578070,5018578069,0,513378608,service,False,False,87.187,"LINESTRING (116.3018596 39.967903, 116.3019058 39.9675488, 116.3024622 39.9675868)",,,
5018578071,5018578045,0,318612594,residential,False,False,39.856,"LINESTRING (116.3024154 39.9679409, 116.3023682 39.9682975)",品园路,,
5018578071,5471945202,0,318612594,residential,False,True,28.243,"LINESTRING (116.3024154 39.9679409, 116.3024488 39.9676882)",品园路,,
5018578071,5018578070,0,513378609,footway,False,True,47.553,"LINESTRING (116.3024154 39.9679409, 116.3018596 39.967903)",,,
5018578074,5471945201,0,182857674,residential,False,False,53.094,"LINESTRING (116.3033561 39.9686782, 116.3034114 39.9682026)",谨勤路,,
5018578074,2368045561,0,182857674,residential,False,True,97.691,"LINESTRING (116.3033561 39.9686782, 116.3032382 39.9695521)",谨勤路,,
5018578074,1932225260,0,182857678,residential,False,False,113.93700000000001,"LINESTRING (116.3033561 39.9686782, 116.3035226 39.9686946, 116.3035058 39.9688884, 116.3044164 39.9689623)",明志路,,
5032716101,5017699854,0,513262257,service,False,True,8.293,"LINESTRING (116.3050069 39.9718101, 116.30502 39.9717362)",,,
5032716101,5032716102,0,524200079,service,False,False,41.254999999999995,"LINESTRING (116.3050069 39.9718101, 116.3045981 39.9717595, 116.3045418 39.9717276)",,,
5032716102,5032716103,0,515298453,service,False,True,39.018,"LINESTRING (116.3045418 39.9717276, 116.3045893 39.9713786)",,,
5032716102,5101650476,0,524200079,service,False,False,139.07999999999998,"LINESTRING (116.3045418 39.9717276, 116.3039464 39.9716649, 116.3030371 39.9715519, 116.3029311 39.9715296)",,,
5032716102,5032716101,0,524200079,service,False,True,41.254999999999995,"LINESTRING (116.3045418 39.9717276, 116.3045981 39.9717595, 116.3050069 39.9718101)",,,
5032716103,5032716102,0,515298453,service,False,False,39.018,"LINESTRING (116.3045893 39.9713786, 116.3045418 39.9717276)",,,
5032716103,5017699840,0,524200081,service,False,False,41.782,"LINESTRING (116.3045893 39.9713786, 116.3050777 39.9714117)",,,
5032716103,1932225274,0,524200081,service,False,True,42.589,"LINESTRING (116.3045893 39.9713786, 116.3040913 39.9713463)",,,
5062544214,5100835680,0,182857675,residential,False,False,5.215,"LINESTRING (116.3109038 39.9701683, 116.3109095 39.9701216)",林园路,,
5062544214,5100950216,0,182857675,residential,False,True,177.756,"LINESTRING (116.3109038 39.9701683, 116.3108837 39.9703321, 116.3107088 39.9717599)",林园路,,
5062544214,5017699843,0,513262258,residential,False,True,116.619,"LINESTRING (116.3109038 39.9701683, 116.3106386 39.9702165, 116.3101531 39.9702586, 116.3095482 39.970217)",汇贤路,,
5100333267,5018578044,0,182857676,residential,False,False,66.029,"LINESTRING (116.3088456 39.9676459, 116.3096173 39.967699)",春华路,,
5100333267,2843205542,0,182857676,residential,False,True,67.74,"LINESTRING (116.3088456 39.9676459, 116.3080546 39.9675858)",春华路,,
5100333267,5100333275,0,524036158,footway,False,True,82.226,"LINESTRING (116.3088456 39.9676459, 116.3087946 39.9680538, 116.3087535 39.968382)",,,
5100333275,2843205541,0,280166010,residential,False,False,67.172,"LINESTRING (116.3087535 39.968382, 116.3079687 39.9683258)",吴玉章路,,
5100333275,10238296588,0,280166010,residential,False,True,48.799,"LINESTRING (116.3087535 39.968382, 116.3093237 39.9684223)",吴玉章路,,
5100333275,5100333267,0,524036158,footway,False,False,82.226,"LINESTRING (116.3087535 39.968382, 116.3087946 39.9680538, 116.3088456 39.9676459)",,,
5100835680,5062544214,0,182857675,residential,False,True,5.215,"LINESTRING (116.3109095 39.9701216, 116.3109038 39.9701683)",林园路,,
5100835680,1932225275,0,182857675,residential,False,False,79.372,"LINESTRING (116.3109095 39.9701216, 116.3109309 39.9699467, 116.3109964 39.9694109)",林园路,,
5100950216,5017699851,0,182857675,residential,False,True,38.667,"LINESTRING (116.3107088 39.9717599, 116.3106648 39.972106)",林园路,,
5100950216,5062544214,0,182857675,residential,False,False,177.756,"LINESTRING (116.3107088 39.9717599, 116.3108837 39.9703321, 116.3109038 39.9701683)",林园路,,
5100950216,5100950219,0,524117755,service,False,True,288.384,"LINESTRING (116.3107088 39.9717599, 116.3098204 39.9717184, 116.3097212 39.9716855, 116.3096434 39.9716074, 116.3096568 39.9713257, 116.3085893 39.9712682, 116.3085812 39.9713648, 116.3078883 39.9713421)",,,
5100950219,5101645718,0,513265441,service,False,True,8.198,"LINESTRING (116.3078883 39.9713421, 116.3078958 39.9712686)",,,
5100950219,5101645716,0,513265441,service,False,False,25.471,"LINESTRING (116.3078883 39.9713421, 116.3078678 39.9714799, 116.3078459 39.9715687)",,,
5100950219,5100950216,0,524117755,service,False,False,288.384,"LINESTRING (116.3078883 39.9713421, 116.3085812 39.9713648, 116.3085893 39.9712682, 116.3096568 39.9713257, 116.3096434 39.9716074, 116.3097212 39.9716855, 116.3098204 39.9717184, 116.3107088 39.9717599)",,,
5101645684,10238296589,0,182857678,residential,False,False,220.424,"LINESTRING (116.3066397 39.9691248, 116.3092174 39.9692888)",明志路,,
5101645684,2843205545,0,182857678,residential,False,True,7.288,"LINESTRING (116.3066397 39.9691248, 116.3065546 39.9691183)",明志路,,
5101645684,5101645685,0,524200032,footway,False,True,97.689,"LINESTRING (116.3066397 39.9691248, 116.3065183 39.9699984)",,,
5101645685,5017699856,0,513262258,residential,False,False,49.911,"LINESTRING (116.3065183 39.9699984, 116.3071014 39.9700405)",汇贤路,,
5101645685,5101650543,0,513262258,residential,False,True,34.186,"LINESTRING (116.3065183 39.9699984, 116.3061189 39.9699696)",汇贤路,,
5101645685,5101645684,0,524200032,footway,False,False,97.689,"LINESTRING (116.3065183 39.9699984, 116.3066397 39.9691248)",,,
5101645716,5017723565,0,513265441,service,False,False,41.415,"LINESTRING (116.3078459 39.9715687, 116.3077454 39.9719331)",,,
5101645716,5101645717,0,524200047,path,False,True,77.124,"LINESTRING (116.3078459 39.9715687, 116.3069447 39.9715049)",,,
5101645716,5100950219,0,513265441,service,False,True,25.471,"LINESTRING (116.3078459 39.9715687, 116.3078678 39.9714799, 116.3078883 39.9713421)",,,
5101645717,5101645719,0,513262262,service,False,False,33.036,"LINESTRING (116.3069447 39.9715049, 116.3069732 39.9712086)",,,
5101645717,5101650441,0,513262262,service,False,True,3.4,"LINESTRING (116.3069447 39.9715049, 116.3069418 39.9715354)",,,
5101645717,5101645716,0,524200047,path,False,False,77.124,"LINESTRING (116.3069447 39.9715049, 116.3078459 39.9715687)",,,
5101645718,5100950219,0,513265441,service,False,False,8.198,"LINESTRING (116.3078958 39.9712686, 116.3078883 39.9713421)",,,
5101645718,5101645720,0,513265441,service,False,True,21.359,"LINESTRING (116.3078958 39.9712686, 116.3079154 39.9710771)",,,
5101645718,5101645719,0,524200050,footway,False,True,78.903,"LINESTRING (116.3078958 39.9712686, 116.3069732 39.9712086)",,,
5101645719,5101650421,0,513262262,service,False,False,21.787,"LINESTRING (116.3069732 39.9712086, 116.3069921 39.9710132)",,,
5101645719,5101645717,0,513262262,service,False,True,33.036,"LINESTRING (116.3069732 39.9712086, 116.3069447 39.9715049)",,,
5101645719,5101645718,0,524200050,footway,False,False,78.903,"LINESTRING (116.3069732 39.9712086, 116.3078958 39.9712686)",,,
5101645720,5101645718,0,513265441,service,False,False,21.359,"LINESTRING (116.3079154 39.9710771, 116.3078958 39.9712686)",,,
5101645720,5101650422,0,513265441,service,False,True,13.228,"LINESTRING (116.3079154 39.9710771, 116.3079275 39.9709585)",,,
5101645720,5101650421,0,524200051,footway,False,True,79.001,"LINESTRING (116.3079154 39.9710771, 116.3069921 39.9710132)",,,
5101650421,5101650442,0,513262262,service,False,False,6.333,"LINESTRING (116.3069921 39.9710132, 116.3069975 39.9709564)",,,
5101650421,5101645719,0,513262262,service,False,True,21.787,"LINESTRING (116.3069921 39.9710132, 116.3069732 39.9712086)",,,
5101650421,5101645720,0,524200051,footway,False,False,79.001,"LINESTRING (116.3069921 39.9710132, 116.3079154 39.9710771)",,,
5101650422,5101645720,0,513265441,service,False,False,13.228,"LINESTRING (116.3079275 39.9709585, 116.3079154 39.9710771)",,,
5101650422,5101650424,0,513265441,service,False,True,70.2,"LINESTRING (116.3079275 39.9709585, 116.3079917 39.9703291)",,,
5101650422,5101650423,0,524200053,footway,False,True,78.984,"LINESTRING (116.3079275 39.9709585, 116.3070047 39.9708921)",,,
