u,v,key,osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,ref,service,access,bridge,tunnel
3577823035,9332964165,0,817075927,,footway,,,False,True,14.56,,"LINESTRING (-71.0853767 42.3608467, -71.0855391 42.3607943)",,,,,
3577823035,11591860914,0,8615466,Hayward Street,unclassified,,13.4,False,False,71.367,2,"LINESTRING (-71.0853767 42.3608467, -71.0853714 42.3608837, -71.0852858 42.361485)",,,,,
3687638510,9291062356,0,44807924,Albany Street,tertiary,25 mph,14.6,False,False,40.668,2,"LINESTRING (-71.0985436 42.359708, -71.0981184 42.3598952)",,,,,
3687638510,7866981438,0,364716656,,path,,,False,True,4.355,,"LINESTRING (-71.0985436 42.359708, -71.0985071 42.3596796)",,,private,,
3687638510,5458830603,0,44807924,Albany Street,tertiary,25 mph,14.6,False,True,110.268,2,"LINESTRING (-71.0985436 42.359708, -71.0991971 42.359431, -71.0996939 42.3591977)",,,,,
3687638514,7866981438,0,364716656,,path,,,False,False,72.464,,"LINESTRING (-71.098368 42.3591537, -71.0982915 42.359191, -71.0985053 42.3594344, -71.098398 42.3595335, -71.0985071 42.3596796)",,,private,,
3726719016,7794600769,0,254299041,Amherst Street,residential,25 mph,18.3,False,False,30.161,2,"LINESTRING (-71.0940072 42.357883, -71.0936727 42.3579947)",,,,,
3726719016,4330581236,0,368829142,,service,,,True,False,11.002,,"LINESTRING (-71.0940072 42.357883, -71.094064 42.3579726)",,parking_aisle,,,
3726719016,3726719625,0,254299041,Amherst Street,residential,25 mph,18.3,False,True,49.018,2,"LINESTRING (-71.0940072 42.357883, -71.0940494 42.3578689, -71.0942297 42.3578106, -71.0945509 42.3577016)",,,,,
3726719625,3726719016,0,254299041,Amherst Street,residential,25 mph,18.3,False,False,49.018,2,"LINESTRING (-71.0945509 42.3577016, -71.0942297 42.3578106, -71.0940494 42.3578689, -71.0940072 42.357883)",,,,,
3726719625,4330581232,0,254299041,Amherst Street,residential,25 mph,18.3,False,True,9.794,2,"LINESTRING (-71.0945509 42.3577016, -71.094564 42.3576972, -71.0946595 42.3576653)",,,,,
3726719630,5828537347,0,368829143,,service,,,False,True,30.524000000000004,,"LINESTRING (-71.0956065 42.3575016, -71.095587 42.3574709, -71.0955423 42.3574351, -71.0955 42.3574204, -71.0954338 42.3574171, -71.0952969 42.3574558)",,driveway,,,
3862046842,61324668,0,383005642,,footway,,,False,True,4.529,,"LINESTRING (-71.0954764 42.3571433, -71.0954635 42.3571037)",,,,,
3862046842,4330616518,0,8615611,,footway,,,False,False,36.282,,"LINESTRING (-71.0954764 42.3571433, -71.0953978 42.3572937, -71.0953594 42.3573852, -71.0953215 42.3574033, -71.0952732 42.3574074)",,,,,
3862046842,9632488699,0,1047535927,,footway,,,False,False,42.22299999999999,,"LINESTRING (-71.0954764 42.3571433, -71.0955081 42.3571379, -71.0955332 42.3571379, -71.0955575 42.3571481, -71.0955858 42.3571798, -71.0956166 42.3572151, -71.0956482 42.357251, -71.0956603 42.3572665, -71.0956757 42.3572994, -71.0956903 42.3573377, -71.0957178 42.3574173, -71.0957299 42.3574341)",,,,,
3862046849,579070785,0,45469053,,footway,,,False,False,34.868,,"LINESTRING (-71.0937046 42.3589943, -71.0940942 42.35887)",,,,,
3862046849,4330207688,0,843364411,,footway,,,False,True,16.258,,"LINESTRING (-71.0937046 42.3589943, -71.0938088 42.3591186)",,,,,
3862046849,11506955597,0,84473999,,footway,,,False,False,3.477,,"LINESTRING (-71.0937046 42.3589943, -71.0936741 42.3590024, -71.0936654 42.3590059)",,,,,
3862046849,9392680586,0,835039250,,footway,,,False,True,63.43300000000001,,"LINESTRING (-71.0937046 42.3589943, -71.0934503 42.3585789, -71.0933957 42.3584717)",,,,,
3862046853,542903470,0,8616041,,footway,,,False,True,23.939,,"LINESTRING (-71.087732 42.3599804, -71.0879976 42.3598919)",,,,,
3862046853,61328027,0,383005634,,footway,,,False,False,7.781,,"LINESTRING (-71.087732 42.3599804, -71.0876473 42.3600117)",,,,,
3862046853,7631024521,0,845359414,,footway,,,False,True,6.942,,"LINESTRING (-71.087732 42.3599804, -71.0876955 42.3599241)",,,,,
3862046853,7631024526,0,817075921,,footway,,,False,False,8.989,,"LINESTRING (-71.087732 42.3599804, -71.0877515 42.3600189, -71.0877711 42.3600559)",,,,,
4013000087,4013000089,0,398575652,,corridor,,,False,False,61.543,,"LINESTRING (-71.0908598 42.3603252, -71.0907131 42.36037, -71.0906276 42.3604257, -71.0902131 42.3605648, -71.0901935 42.3605705)",,,permissive,,
4013000087,2507563275,0,"[398575652, 243332868, 243332871]",,"['corridor', 'steps']",,,False,"[False, True]",41.923,,"LINESTRING (-71.0908598 42.3603252, -71.0908037 42.3602379, -71.0908588 42.3602175, -71.0908501 42.3602041, -71.0907218 42.3600056)",,,permissive,,
4013000087,4329135149,0,"[1011548282, 1011548283]",,"['corridor', 'footway']",,,False,False,50.583,,"LINESTRING (-71.0908598 42.3603252, -71.0909211 42.3604285, -71.0910786 42.3606923, -71.091108 42.3607415)",,,permissive,,building_passage
4013000089,545568689,0,"[398551737, 43359506, 43359507, 43359471]",,"['corridor', 'footway']",,,False,False,49.058,,"LINESTRING (-71.0901935 42.3605705, -71.0902536 42.3606682, -71.0902743 42.3606849, -71.0904317 42.3608397, -71.0905209 42.3609371)",,,"['private', 'permissive']",yes,
4013000089,4013000090,0,398551738,,corridor,,,False,False,21.043,,"LINESTRING (-71.0901935 42.3605705, -71.0901537 42.3605061, -71.0900897 42.3603975)",,,permissive,,
4013000089,4013234601,0,"[398575652, 398575653]",,corridor,,,False,False,150.05,,"LINESTRING (-71.0901935 42.3605705, -71.0894724 42.3608157, -71.089456 42.360822, -71.0892833 42.3608772, -71.0892084 42.3607514, -71.0886202 42.3609374)",,,permissive,,
4013000089,4013000087,0,398575652,,corridor,,,False,True,61.543000000000006,,"LINESTRING (-71.0901935 42.3605705, -71.0902131 42.3605648, -71.0906276 42.3604257, -71.0907131 42.36037, -71.0908598 42.3603252)",,,permissive,,
4013000090,4013000089,0,398551738,,corridor,,,False,True,21.043,,"LINESTRING (-71.0900897 42.3603975, -71.0901537 42.3605061, -71.0901935 42.3605705)",,,permissive,,
4013000092,4013000093,0,398551740,,corridor,,,False,False,17.634,,"LINESTRING (-71.0915353 42.3614641, -71.0913791 42.3615152, -71.0913575 42.3615237, -71.0913384 42.3615259)",,,permissive,,
4013000092,4329135149,0,"[1011548288, 398551739, 398551740, 1011548283]",,"['corridor', 'footway']",,,False,"[False, True]",87.692,,"LINESTRING (-71.0915353 42.3614641, -71.0914962 42.3613916, -71.0914841 42.3613695, -71.0914686 42.3613433, -71.0911553 42.3608205, -71.091108 42.3607415)",,,permissive,yes,building_passage
4013000092,367777196,0,398551741,,corridor,,,False,False,48.745000000000005,,"LINESTRING (-71.0915353 42.3614641, -71.0918256 42.3613685, -71.0918765 42.3612666, -71.0919942 42.3612286)",,,permissive,,
4013000093,7896983868,0,"[37389388, 1006629901]",,service,,,False,True,26.423000000000002,,"LINESTRING (-71.0913384 42.3615259, -71.0914419 42.3617088, -71.0914619 42.3617453)",,,permissive,,
4013000093,4013000092,0,398551740,,corridor,,,False,True,17.634,,"LINESTRING (-71.0913384 42.3615259, -71.0913575 42.3615237, -71.0913791 42.3615152, -71.0915353 42.3614641)",,,permissive,,
4013000093,4013142494,0,398562888,,corridor,,,False,False,69.798,,"LINESTRING (-71.0913384 42.3615259, -71.0911769 42.3615755, -71.0910873 42.3614327, -71.0906259 42.3614229)",,,permissive,,
4013000093,542890226,0,"[1006629902, 435102503]",Compton Court,service,,,False,False,12.545000000000002,,"LINESTRING (-71.0913384 42.3615259, -71.0913189 42.3614927, -71.0912816 42.3614212)",,,"['private', 'permissive']",,
4013142494,4037196446,0,398562888,,corridor,,,False,False,34.961,,"LINESTRING (-71.0906259 42.3614229, -71.0906089 42.3615172, -71.0903462 42.3616192)",,,permissive,,
4013142494,4013000093,0,398562888,,corridor,,,False,True,69.798,,"LINESTRING (-71.0906259 42.3614229, -71.0910873 42.3614327, -71.0911769 42.3615755, -71.0913384 42.3615259)",,,permissive,,
4013142494,545568689,0,"[398562889, 1006629903]",,"['corridor', 'footway']",,,False,True,54.911,,"LINESTRING (-71.0906259 42.3614229, -71.090554 42.3612245, -71.0905209 42.3609371)",,,permissive,,
4013234601,2292050354,0,"[1011548281, 398575653]",,"['corridor', 'footway']",,,False,False,27.144,,"LINESTRING (-71.0886202 42.3609374, -71.0885853 42.3609473, -71.088556 42.3609333, -71.088515 42.3609178, -71.0883219 42.3609825)",,,permissive,,
4013234601,4013000089,0,"[398575652, 398575653]",,corridor,,,False,True,150.05,,"LINESTRING (-71.0886202 42.3609374, -71.0892084 42.3607514, -71.0892833 42.3608772, -71.089456 42.360822, -71.0894724 42.3608157, -71.0901935 42.3605705)",,,permissive,,
4013234601,365770891,0,"[32526481, 398575654]",,"['corridor', 'footway']",,,False,"[False, True]",23.277,,"LINESTRING (-71.0886202 42.3609374, -71.0886195 42.3610112, -71.0886277 42.3611466)",,,permissive,yes,
4035493186,4329906115,0,84473998,Infinite Corridor,corridor,,,False,True,22.599,,"LINESTRING (-71.0919482 42.3595799, -71.0921998 42.3594978)",,,permissive,,
4035493186,2507563216,0,84473998,Infinite Corridor,corridor,,,False,False,60.81700000000001,,"LINESTRING (-71.0919482 42.3595799, -71.0916724 42.3596784, -71.0912787 42.3598131)",,,permissive,,
4035493186,4329906108,0,401087039,,corridor,,,False,False,20.883,,"LINESTRING (-71.0919482 42.3595799, -71.0919821 42.359631, -71.0920544 42.3597505)",,,,,
4035493186,4329253517,0,"[434987921, 434987924, 434987919]",,"['corridor', 'steps', 'footway']",,,False,True,15.795,,"LINESTRING (-71.0919482 42.3595799, -71.0918919 42.3594858, -71.0918864 42.3594752, -71.0918699 42.3594502)",,,,,
4037195613,2507563275,0,243332878,,corridor,,,False,False,55.169,,"LINESTRING (-71.0904338 42.3595587, -71.0906676 42.3599365, -71.0906999 42.3599883, -71.0907218 42.3600056)",,,,,
4037195613,2507563227,0,243332878,,corridor,,,False,True,50.331999999999994,,"LINESTRING (-71.0904338 42.3595587, -71.0902332 42.3592188, -71.0901868 42.3591445)",,,,,
4037195613,542904824,0,"[401286424, 1011548275]",,"['corridor', 'footway']",,,False,True,17.006,,"LINESTRING (-71.0904338 42.3595587, -71.09034 42.3595879, -71.0902666 42.3596113, -71.0902433 42.3596185)",,,,,
4037196446,4329041553,0,"[398562888, 1011548285]",,"['corridor', 'footway']",,,False,False,51.846999999999994,,"LINESTRING (-71.0903462 42.3616192, -71.090134 42.3616364, -71.0899592 42.3616912, -71.0898882 42.3616888, -71.0897824 42.3616865, -71.0897317 42.3616851)",,,permissive,,
4037196446,4013142494,0,398562888,,corridor,,,False,True,34.961,,"LINESTRING (-71.0903462 42.3616192, -71.0906089 42.3615172, -71.0906259 42.3614229)",,,permissive,,
4037196446,4039154192,0,"[1011548284, 401286709]",,"['corridor', 'footway']",,,False,False,67.662,,"LINESTRING (-71.0903462 42.3616192, -71.0902397 42.3617996, -71.0899293 42.3620834, -71.0899262 42.3620945, -71.0899135 42.3621287)",,,,,
4037196447,1753191542,0,43359356,,footway,,,False,False,33.795,,"LINESTRING (-71.0898883 42.3622006, -71.0899845 42.3624961)",,,,,
4037196447,4039154192,0,1011548284,,footway,,,False,True,8.259,,"LINESTRING (-71.0898883 42.3622006, -71.0899135 42.3621287)",,,,,
4037196447,1828218071,0,43359356,,footway,,,False,True,17.865000000000002,,"LINESTRING (-71.0898883 42.3622006, -71.0898567 42.36209, -71.0898395 42.3620441)",,,,,
4039116189,4039116190,0,243332872,,corridor,,,False,False,32.286,,"LINESTRING (-71.0926951 42.3583459, -71.0927136 42.3583731, -71.0928577 42.3586102)",,,,,
4039116189,2507563277,0,243332872,,corridor,,,False,True,5.6850000000000005,,"LINESTRING (-71.0926951 42.3583459, -71.09267 42.3583542, -71.0926529 42.3583261)",,,,,
4039116189,5737576906,0,"[435079132, 401489181]",,"['steps', 'footway']",,,False,True,24.999000000000002,,"LINESTRING (-71.0926951 42.3583459, -71.0927425 42.3583303, -71.0927492 42.3583421, -71.0927596 42.3583392, -71.0929661 42.3582752)",,,,,
4039116190,2507563210,0,243332872,,corridor,,,False,False,69.101,,"LINESTRING (-71.0928577 42.3586102, -71.0931215 42.3590492, -71.0931967 42.3591789)",,,,,
4039116190,4039116189,0,243332872,,corridor,,,False,True,32.286,,"LINESTRING (-71.0928577 42.3586102, -71.0927136 42.3583731, -71.0926951 42.3583459)",,,,,
4039116190,5737576904,0,"[401489185, 1005738164, 435079133]",,"['corridor', 'steps', 'footway']",,,False,False,21.165,,"LINESTRING (-71.0928577 42.3586102, -71.0929683 42.3585762, -71.0929799 42.3585716, -71.0930464 42.3585507, -71.0930951 42.3585365)",,,,,
4039116192,4039116194,0,"[401489186, 1165085778]",,"['corridor', 'footway']",,,False,False,55.816,,"LINESTRING (-71.0866659 42.3614417, -71.0866962 42.3611966, -71.08674 42.3611996, -71.0867821 42.3612024, -71.087041 42.36122)",,,,,
4039116192,5562633683,0,401489186,,corridor,,,False,True,89.15299999999999,,"LINESTRING (-71.0866659 42.3614417, -71.0866357 42.3616695, -71.0874064 42.3617319)",,,,,
4039116192,542902771,0,"[43250512, 434970306]",Escher's Canyon,"['corridor', 'footway']",,,False,False,36.19,,"LINESTRING (-71.0866659 42.3614417, -71.0867495 42.3614147, -71.0870684 42.3613095)",,,private,,
4039116192,4328996291,0,"[434970306, 434970307]",Escher's Canyon,"['corridor', 'footway']",,,False,True,25.403999999999996,,"LINESTRING (-71.0866659 42.3614417, -71.0864203 42.3615227, -71.0864115 42.3615257, -71.0863836 42.3615349)",,,private,,
4039116194,4328995188,0,1165085778,,footway,,,False,False,21.016,,"LINESTRING (-71.087041 42.36122, -71.0872959 42.3612357)",,,,,
4039116194,542902771,0,220083557,,footway,,,False,False,10.554,,"LINESTRING (-71.087041 42.36122, -71.0870362 42.3612582, -71.0870684 42.3613095)",,,,,
4039116194,542902769,0,"[220083557, 220083558]",,"['steps', 'footway']",,,False,True,8.209,,"LINESTRING (-71.087041 42.36122, -71.0870418 42.3612173, -71.0870464 42.3611842, -71.0870499 42.3611465)",,,,,
4039116194,4039116192,0,"[1165085778, 401489186]",,"['corridor', 'footway']",,,False,True,55.816,,"LINESTRING (-71.087041 42.36122, -71.0867821 42.3612024, -71.08674 42.3611996, -71.0866962 42.3611966, -71.0866659 42.3614417)",,,,,
4039154192,4037196447,0,1011548284,,footway,,,False,False,8.259,,"LINESTRING (-71.0899135 42.3621287, -71.0898883 42.3622006)",,,,,
4039154192,7896983867,0,401493824,,footway,,,False,False,39.984,,"LINESTRING (-71.0899135 42.3621287, -71.0901182 42.3621735, -71.0903239 42.3623063)",,,,,
4039154192,4037196446,0,"[1011548284, 401286709]",,"['corridor', 'footway']",,,False,True,67.662,,"LINESTRING (-71.0899135 42.3621287, -71.0899262 42.3620945, -71.0899293 42.3620834, -71.0902397 42.3617996, -71.0903462 42.3616192)",,,,,
4039154194,11178027113,0,401493824,,footway,,,False,True,8.06,,"LINESTRING (-71.0904311 42.3623751, -71.090357 42.3623276)",,,,,
4039154194,11178027118,0,"[426625057, 28631895]",Vassar Street,tertiary,25 mph,17.1,False,True,28.707,"['3', '2']","LINESTRING (-71.0904311 42.3623751, -71.0905736 42.3623042, -71.0906476 42.3622636, -71.0907152 42.362225)",,,,,
4039158112,4039158113,0,401494425,,corridor,,,False,False,28.273,,"LINESTRING (-71.0898678 42.3591984, -71.0895535 42.3593019)",,,,,
4039158112,1914359517,0,401494424,,corridor,,,False,False,3.939,,"LINESTRING (-71.0898678 42.3591984, -71.0898521 42.3591742, -71.0898442 42.3591679)",,,,,
4039158112,4329252670,0,401494424,,corridor,,,False,True,26.229,,"LINESTRING (-71.0898678 42.3591984, -71.0900476 42.3591378, -71.0901576 42.3590995)",,,,,
4039158112,4329906126,0,"[435052275, 401495037]",,"['steps', 'footway']",,,False,False,6.430999999999999,,"LINESTRING (-71.0898678 42.3591984, -71.0898861 42.359221, -71.0899048 42.3592493)",,,,,
4039158113,4039158112,0,401494425,,corridor,,,False,True,28.273,,"LINESTRING (-71.0895535 42.3593019, -71.0898678 42.3591984)",,,,,
4039158113,4039162284,0,"[401494425, 1011548276]",,corridor,,,False,"[False, True]",39.696,,"LINESTRING (-71.0895535 42.3593019, -71.0894394 42.3591139, -71.0896265 42.3590533)",,,,,
4039158113,4329906130,0,"[435052280, 401494426, 1011548279]",,"['corridor', 'footway']",,,False,False,44.346,,"LINESTRING (-71.0895535 42.3593019, -71.0891123 42.3594481, -71.0891245 42.3594699, -71.0891346 42.3594862)",,,,,
4039158116,1914362736,0,43250989,,footway,,,False,False,68.69,,"LINESTRING (-71.0891704 42.3595493, -71.0899311 42.3592931)",,,,,
4039158116,542904658,0,43250989,,footway,,,False,True,9.275,,"LINESTRING (-71.0891704 42.3595493, -71.0890687 42.3595855)",,,,,
4039158116,4329906129,0,435052282,,footway,,,False,True,2.828,,"LINESTRING (-71.0891704 42.3595493, -71.0891611 42.3595333, -71.0891569 42.3595259)",,,,,
4039162284,1914359518,0,435052284,,footway,,,False,True,3.389,,"LINESTRING (-71.0896265 42.3590533, -71.089664 42.3590406)",,,,,
4039162284,1914359517,0,"[180995995, 401494998]",,footway,,,False,"[False, True]",29.605,,"LINESTRING (-71.0896265 42.3590533, -71.0897237 42.3592065, -71.0898442 42.3591679)",,,,,
4039162284,4039158113,0,"[401494425, 1011548276]",,corridor,,,False,"[False, True]",39.696,,"LINESTRING (-71.0896265 42.3590533, -71.0894394 42.3591139, -71.0895535 42.3593019)",,,,,
4040435533,11506955669,0,401634039,North Corridor,pedestrian,,,False,True,8.447,,"LINESTRING (-71.0942229 42.3596942, -71.0941296 42.3597261)",,,permissive,,
4040435533,579064852,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,False,9.509,4,"LINESTRING (-71.0942229 42.3596942, -71.0943013 42.3597571)",MA 2A,,,,
4040435533,579068301,0,1092687153,Massachusetts Avenue,primary,25 mph,24.4,False,True,21.142,4,"LINESTRING (-71.0942229 42.3596942, -71.0941734 42.3596544, -71.0940503 42.3595532)",MA 2A,,,,
4040435537,4040435539,0,401634042,,footway,,,False,False,36.551,,"LINESTRING (-71.0940558 42.3602484, -71.0944266 42.3600668)",,,,,
4040435537,4330275647,0,401634042,,footway,,,False,True,4.983,,"LINESTRING (-71.0940558 42.3602484, -71.0940065 42.3602745)",,,,,
4040435537,7866947574,0,401634043,,footway,,,False,False,46.128,,"LINESTRING (-71.0940558 42.3602484, -71.0938607 42.3599534, -71.0938438 42.3599289, -71.0938032 42.3598781)",,,,,
4040435539,5737576891,0,401634042,,footway,,,False,False,3.579,,"LINESTRING (-71.0944266 42.3600668, -71.0944628 42.3600489)",,,,,
4040435539,4040435537,0,401634042,,footway,,,False,True,36.551,,"LINESTRING (-71.0944266 42.3600668, -71.0940558 42.3602484)",,,,,
4040435539,7866947574,0,863570909,,footway,,,False,False,55.353,,"LINESTRING (-71.0944266 42.3600668, -71.0938032 42.3598781)",,,,,
4040435540,9765409675,0,43250216,North Corridor,pedestrian,,,False,True,8.724,,"LINESTRING (-71.0914333 42.3606362, -71.09153 42.3606038)",,,permissive,,
4040435540,8044626018,0,1011548261,North Corridor,pedestrian,,,False,True,10.125,,"LINESTRING (-71.0914333 42.3606362, -71.0913204 42.3606727)",,,,,
4040435540,542890219,0,863566851,,service,,,False,False,58.291,,"LINESTRING (-71.0914333 42.3606362, -71.0914527 42.360668, -71.0917066 42.3610735, -71.0917308 42.3611121)",,,permit,,
4040438291,7899281884,0,401634308,,footway,,,False,False,19.128,,"LINESTRING (-71.0882484 42.3612561, -71.088249 42.3612095, -71.0882209 42.3611471, -71.0881913 42.3610916)",,,,,
4040438291,7899628462,0,845347363,,footway,,,False,False,131.817,,"LINESTRING (-71.0882484 42.3612561, -71.0882314 42.3614336, -71.0881794 42.3618067, -71.0880889 42.3624356)",,,,,
4040438291,2292050577,0,"[1250580776, 1161449337, 1161449338, 220083655]",,footway,,,False,"[False, True]",40.539,,"LINESTRING (-71.0882484 42.3612561, -71.0882238 42.3612541, -71.0881168 42.3612517, -71.0880644 42.3612505, -71.0880416 42.3612463, -71.0880188 42.3612396, -71.0879896 42.3612231, -71.0879639 42.3612028, -71.0878839 42.3610781)",,,,,
4258846990,5737576890,0,426604930,Vassar Street,tertiary,,17.1,False,True,58.573,2,"LINESTRING (-71.09416 42.3605149, -71.0943103 42.3604384, -71.094747 42.360216)",,,,,
