element_type,osmid,geometry,source,building,name,nodes,name:en,name:ja,ref,amenity,atm,brand,brand:en,brand:wikidata,brand:wikipedia,operator,source:name,leisure,opening_hours,tourism,fast_food,internet_access,internet_access:fee,internet_access:ssid,takeaway,shop,ways,name:zh,type,name_1
way,158897279,"POLYGON ((118.8523785 32.0337945, 118.8521015 32.033788, 118.8521072 32.0338447, 118.8517156 32.0338528, 118.8517137 32.0337508, 118.8520996 32.0337362, 118.8521875 32.0337087, 118.8521569 32.0336601, 118.8521837 32.0336034, 118.8522906 32.0335904, 118.8523671 32.0336001, 118.8523957 32.0336374, 118.8523919 32.0337054, 118.8523652 32.0337054, 118.8523785 32.0337945))",bing,yes,,"[1710205831, 1710205830, 1710205833, 1710205832, 1710205826, 1710205824, 1710205823, 1710205820, 1710205813, 1710205812, 1710205814, 1710205817, 1710205822, 1710205821, 1710205831]",,,,,,,,,,,,,,,,,,,,,,,,
way,158897282,"POLYGON ((118.8526335 32.0336034, 118.8526366 32.0337432, 118.853123 32.0337355, 118.8531199 32.0335957, 118.8526335 32.0336034))",bing,apartments,,"[1710205815, 1710205827, 1710205825, 1710205816, 1710205815]",,,,,,,,,,,,,,,,,,,,,,,,
way,158897284,"POLYGON ((118.853701 32.0338939, 118.8537046 32.0340141, 118.854208 32.0340034, 118.8542044 32.0338831, 118.853701 32.0338939))",bing,apartments,,"[1710205835, 1710205837, 1710205836, 1710205834, 1710205835]",,,,,,,,,,,,,,,,,,,,,,,,
way,158897286,"POLYGON ((118.8537139 32.0336377, 118.8537164 32.0337579, 118.854153 32.0337512, 118.8541504 32.033631, 118.8537139 32.0336377))",bing,apartments,,"[1710205818, 1710205828, 1710205829, 1710205819, 1710205818]",,,,,,,,,,,,,,,,,,,,,,,,
way,159179926,"POLYGON ((118.850886 32.0313095, 118.8508838 32.03143, 118.8510537 32.0314311, 118.851055 32.0315428, 118.8510061 32.0315417, 118.8510075 32.0315233, 118.8507588 32.0315221, 118.8507561 32.031635, 118.8510061 32.0316431, 118.8510048 32.0316189, 118.8510605 32.0316212, 118.8510605 32.0317271, 118.8508811 32.0317248, 118.8508803 32.0318121, 118.851205 32.0318131, 118.8511972 32.0313058, 118.850886 32.0313095))",bing,yes,,"[1712764493, 1712764516, 1712764519, 1712764531, 1712764529, 1712764527, 1712764524, 1712764549, 1712764551, 1712764545, 1712764547, 1712764571, 1712764561, 1712764587, 1712764589, 1712764491, 1712764493]",,,,,,,,,,,,,,,,,,,,,,,,
way,159179931,"POLYGON ((118.8541706 32.0317514, 118.8541781 32.0318911, 118.8548686 32.0318641, 118.854861 32.0317245, 118.8541706 32.0317514))",bing,yes,,"[1712764576, 1712764595, 1712764592, 1712764562, 1712764576]",,,,,,,,,,,,,,,,,,,,,,,,
way,159179933,"POLYGON ((118.8503704 32.0313008, 118.8503701 32.0314072, 118.850866 32.0314082, 118.8508663 32.0313018, 118.8503704 32.0313008))",bing,yes,,"[1712764489, 1712764510, 1712764513, 1712764490, 1712764489]",,,,,,,,,,,,,,,,,,,,,,,,
way,159179935,"POLYGON ((118.8503443 32.0315986, 118.850344 32.031819, 118.8508399 32.0318199, 118.8508402 32.0317135, 118.850496 32.0317093, 118.8505018 32.0316017, 118.8503443 32.0315986))",bing,yes,,"[1712764533, 1712764579, 1712764583, 1712764559, 1712764557, 1712764541, 1712764533]",,,,,,,,,,,,,,,,,,,,,,,,
way,161844776,"POLYGON ((118.848789 32.0350057, 118.8489715 32.0350027, 118.8489734 32.0350843, 118.8487909 32.0350874, 118.848789 32.0350057))",bing,yes,,"[1737990533, 1737990534, 1737990540, 1737990539, 1737990533]",,,,,,,,,,,,,,,,,,,,,,,,
way,161844777,"POLYGON ((118.8485235 32.0349637, 118.848706 32.0349606, 118.8487079 32.0350422, 118.8485254 32.0350453, 118.8485235 32.0349637))",bing,yes,,"[1737990531, 1737990532, 1737990538, 1737990537, 1737990531]",,,,,,,,,,,,,,,,,,,,,,,,
way,161844778,"POLYGON ((118.8482647 32.0350219, 118.8484472 32.0350188, 118.8484491 32.0351004, 118.8482666 32.0351035, 118.8482647 32.0350219))",bing,yes,,"[1737990535, 1737990536, 1737990542, 1737990541, 1737990535]",,,,,,,,,,,,,,,,,,,,,,,,
way,161844779,"POLYGON ((118.8479933 32.0354702, 118.8481759 32.0354616, 118.848164 32.0352797, 118.8482668 32.0352748, 118.8482781 32.0354463, 118.8483132 32.0354447, 118.8483197 32.035544, 118.8480489 32.0355568, 118.8480554 32.0356562, 118.8480057 32.0356586, 118.8479933 32.0354702))",bing,yes,教工研究生食堂,"[1737990554, 1737990555, 1737990548, 1737990549, 1737990552, 1737990553, 1737990564, 1737990563, 1737990566, 1737990565, 1737990554]",,,,restaurant,,,,,,,survey,,,,cafeteria,,,,,,,,,
way,161844780,"POLYGON ((118.8489109 32.0352501, 118.8489165 32.0353788, 118.8482922 32.0353983, 118.8482866 32.0352696, 118.8489109 32.0352501))",bing,yes,教工研究生食堂,"[1737990546, 1737990550, 1737990551, 1737990547, 1737990546]",,,,restaurant,,,,,,,survey,,,,cafeteria,,,,,,,,,
way,164057244,"POLYGON ((118.8533731 32.0275771, 118.853369 32.0276974, 118.8535734 32.0277012, 118.8535614 32.028216, 118.8533695 32.0282125, 118.8533666 32.0283291, 118.8538313 32.0283376, 118.8538342 32.0282261, 118.8536498 32.0282227, 118.8536515 32.0281545, 118.8536732 32.0281548, 118.8536834 32.0277527, 118.8536482 32.0277521, 118.8536495 32.0277027, 118.8538411 32.0277062, 118.8538442 32.0275857, 118.8533731 32.0275771))",bing,university,南京理工大学第一教学楼,"[1757181328, 1757181331, 1757181333, 1757181347, 1757181346, 1757181360, 1757181361, 1757181359, 1757181349, 1757181341, 1757181344, 1757181340, 1757181338, 1757181335, 1757181336, 1757181330, 1757181328]",,,,,,,,,,,,,,,,,,,,,,,,
way,164057245,"POLYGON ((118.8499641 32.0269939, 118.8499573 32.0272277, 118.8509978 32.0272494, 118.8510048 32.027008, 118.8509319 32.0270064, 118.8509411 32.0266903, 118.8510063 32.0266917, 118.8510127 32.0264719, 118.8509377 32.0264703, 118.8509454 32.0262036, 118.8510258 32.0262053, 118.8510317 32.0260017, 118.8499833 32.0259798, 118.849977 32.026195, 118.8508562 32.0262134, 118.8508484 32.026483, 118.8499926 32.0264651, 118.8499859 32.0266939, 118.850838 32.0267117, 118.8508293 32.0270119, 118.8499641 32.0269939))",bing,university,南京理工大学第四教学楼,"[1757181319, 1757181325, 1757181326, 1757181321, 1757181320, 1757181315, 1757181316, 1757181309, 1757181307, 1757181273, 1757181274, 1757181264, 1757181263, 1757181272, 1757181277, 1757181311, 1757181305, 1757181317, 1757181318, 1757181323, 1757181319]",,,,,,,,,,,,,,,,,,,,,,,,
way,164057246,"POLYGON ((118.8522196 32.0264429, 118.8522203 32.0265837, 118.8530295 32.0265886, 118.8530289 32.0264426, 118.8529401 32.0264404, 118.85295 32.0263907, 118.8529931 32.0263942, 118.8530008 32.026295, 118.8529732 32.0262065, 118.8529175 32.0261318, 118.8528338 32.0260661, 118.8527309 32.0260288, 118.8526348 32.0260208, 118.8525344 32.0260339, 118.8524435 32.0260737, 118.8523459 32.0261401, 118.8522819 32.0262656, 118.8523039 32.0262749, 118.8522912 32.0263223, 118.852294 32.0263877, 118.8523119 32.0264438, 118.8522196 32.0264429))",bing,yes,兵器博物馆,"[1757181299, 1757181313, 1757181314, 1757181303, 1757181298, 1757181294, 1757181296, 1757181289, 1757181275, 1757181271, 1757181269, 1757181267, 1757181265, 1757181266, 1757181268, 1757181270, 1757181285, 1757181287, 1757181291, 1757181292, 1757181301, 1757181299]",,,,,,,,,,,,,,,,,,,,,,,,
way,164057247,"POLYGON ((118.8521953 32.0305913, 118.8521914 32.030722, 118.8530539 32.0307406, 118.8530579 32.03061, 118.8521953 32.0305913))",bing,yes,,"[1757181406, 1757181412, 1757181414, 1757181407, 1757181406]",,,,,,,,,,,,,,,,,,,,,,,,
way,164057248,"POLYGON ((118.853156 32.030285, 118.8531547 32.0304157, 118.8538083 32.0304206, 118.8538097 32.0302899, 118.853156 32.030285))",bing,yes,,"[1757181372, 1757181377, 1757181378, 1757181373, 1757181372]",,,,,,,,,,,,,,,,,,,,,,,,
way,164057551,"POLYGON ((118.8530403 32.0268684, 118.8530483 32.0269922, 118.8529983 32.0270261, 118.8526982 32.0270159, 118.8526002 32.0270923, 118.8526022 32.0271839, 118.8530443 32.0271974, 118.8530383 32.0273196, 118.8529983 32.0273467, 118.8525562 32.0273382, 118.8525122 32.0272958, 118.8523601 32.0272941, 118.8523621 32.0271822, 118.8525002 32.0271822, 118.8525022 32.0270702, 118.8523761 32.0270685, 118.8523141 32.0270227, 118.8523141 32.0269396, 118.8523781 32.0268735, 118.8524881 32.0268718, 118.8525162 32.0268989, 118.8525643 32.0268989, 118.8526122 32.0268989, 118.8526542 32.0268582, 118.8530403 32.0268684))",bing,yes,南京理工大学第三教学楼,"[1757184222, 1757184227, 1757184230, 1757184229, 1757184233, 1757184240, 1757184242, 1757184250, 1757184263, 1757184252, 1757184247, 1757184244, 1757184236, 1757184238, 1757184232, 1757184231, 1757184228, 1757184226, 1757184200, 1757184220, 1757184224, 1757423149, 1757184225, 1757184199, 1757184222]",,,,,,,,,,,,,,,,,,,,,,,,
way,164059553,"POLYGON ((118.8472539 32.0298744, 118.8472522 32.0300712, 118.8477173 32.030074, 118.8477189 32.0298773, 118.8472539 32.0298744))",bing,dormitory,18舍,"[1757205469, 1757205473, 1757205475, 1757205471, 1757205469]",,,,,,,,,,,,,,,cafeteria,,,,,,,,,
way,164059555,"POLYGON ((118.8472603 32.0295758, 118.8472586 32.0297725, 118.8477237 32.0297753, 118.8477254 32.0295786, 118.8472603 32.0295758))",bing,dormitory,18舍,"[1757205457, 1757205459, 1757205465, 1757205458, 1757205457]",,,,,,,,,,,,,,,cafeteria,,,,,,,,,
way,164059560,"POLYGON ((118.8472646 32.0302568, 118.8472643 32.0304052, 118.847727 32.030406, 118.847727 32.0303955, 118.847825 32.0303956, 118.8478251 32.0303607, 118.8477984 32.0303606, 118.8477987 32.0302577, 118.8472646 32.0302568))",bing,yes,,"[1757205477, 1757205485, 1757205488, 1757205490, 1757205492, 1757205483, 1757205481, 1757205479, 1757205477]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083374,"POLYGON ((118.8488809 32.0302063, 118.8488766 32.0303432, 118.8494666 32.0303565, 118.8494682 32.030306, 118.8494862 32.0303064, 118.8494876 32.0302637, 118.8494684 32.0302632, 118.8494701 32.0302084, 118.8493918 32.0302066, 118.8493915 32.0302178, 118.8488809 32.0302063))",bing,yes,,"[1757411848, 1757411858, 1757411859, 1757411854, 1757411855, 1757411853, 1757411852, 1757411851, 1757411849, 1757411850, 1757411848]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083375,"POLYGON ((118.8481158 32.0298308, 118.8481115 32.0299674, 118.8487223 32.0299814, 118.8487267 32.0298448, 118.8481158 32.0298308))",bing,yes,,"[1757411837, 1757411841, 1757411842, 1757411838, 1757411837]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083376,"POLYGON ((118.8488909 32.0294848, 118.8488865 32.0296214, 118.8494974 32.0296354, 118.8495017 32.0294988, 118.8488909 32.0294848))",bing,yes,,"[1757411830, 1757411835, 1757411836, 1757411831, 1757411830]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083377,"POLYGON ((118.8481202 32.0294736, 118.8481159 32.0296101, 118.8487267 32.0296241, 118.8487311 32.0294876, 118.8481202 32.0294736))",bing,yes,,"[1757411828, 1757411833, 1757411834, 1757411829, 1757411828]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083378,"POLYGON ((118.8481066 32.0301829, 118.8481022 32.0303195, 118.8487131 32.0303335, 118.8487174 32.0301969, 118.8481066 32.0301829))",bing,yes,,"[1757411846, 1757411856, 1757411857, 1757411847, 1757411846]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083379,"POLYGON ((118.8488791 32.0298508, 118.8488747 32.0299874, 118.8494856 32.0300014, 118.8494899 32.0298648, 118.8488791 32.0298508))",bing,yes,,"[1757411839, 1757411843, 1757411844, 1757411840, 1757411839]",,,,,,,,,,,,,,,,,,,,,,,,
way,164083826,"POLYGON ((118.8495556 32.026186, 118.8495528 32.0260856, 118.8495049 32.0260844, 118.8495034 32.0260157, 118.849426 32.0260144, 118.8493907 32.0259794, 118.8493538 32.0259507, 118.8492846 32.0259295, 118.8492021 32.0259257, 118.8491284 32.0259482, 118.8490827 32.0259807, 118.8490547 32.0260007, 118.8490409 32.0260144, 118.848984 32.0260144, 118.8489781 32.0260719, 118.848956 32.0260731, 118.8489523 32.0264885, 118.8489826 32.0264899, 118.8490409 32.0265499, 118.8491284 32.0266047, 118.8492243 32.0266224, 118.8493326 32.0265941, 118.8493972 32.0265552, 118.8494556 32.0264987, 118.8494868 32.0264351, 118.849502 32.0263958, 118.8495514 32.0263962, 118.8495556 32.026186))",bing,yes,明苑美食广场,"[1757420357, 1757420355, 1757420353, 1757420348, 1757420346, 1757420338, 1757420334, 1757420330, 1757420327, 1757420332, 1757420336, 1757420340, 1757420344, 1757420342, 1757420352, 1757420350, 1757420364, 1757420366, 1757420370, 1757420374, 1757420377, 1757420375, 1757420372, 1757420368, 1757420362, 1757420359, 1757420360, 1757420357]",,,,food_court,,,,,,,,,,,,,,,,,,,,
way,164083827,"POLYGON ((118.8480948 32.0283312, 118.8480668 32.0288841, 118.8484574 32.0288983, 118.8484853 32.0283454, 118.8480948 32.0283312))",bing,yes,二三食堂,"[1757420379, 1757420383, 1757420385, 1757420381, 1757420379]",,,,restaurant,,,,,,,,,,,,,,,,,,,,
way,164084346,"POLYGON ((118.8520491 32.0244548, 118.8520453 32.0247243, 118.8517264 32.024721, 118.8517302 32.0244515, 118.8520491 32.0244548))",bing,dormitory,30舍,"[1757429443, 1757429455, 1757429454, 1757429442, 1757429443]",,,,,,,,,,,survey,,,,,,,,,,,,,
way,164084347,"POLYGON ((118.8527458 32.0244511, 118.852742 32.0247206, 118.8524231 32.0247173, 118.8524269 32.0244478, 118.8527458 32.0244511))",bing,dormitory,31舍,"[1757429447, 1757429457, 1757429456, 1757429445, 1757429447]",,,,,,,,,,,survey,,,,,,,,,,,,,
way,164084348,"POLYGON ((118.8513421 32.0244557, 118.8513383 32.0247252, 118.8510193 32.024722, 118.8510231 32.0244524, 118.8513421 32.0244557))",bing,dormitory,29舍,"[1757429440, 1757429458, 1757429453, 1757429438, 1757429440]",,,,,,,,,,,survey,,,,,,,,,,,,,
way,164084586,"POLYGON ((118.8537859 32.023879, 118.8536196 32.0237393, 118.8533825 32.023738, 118.853381 32.0237811, 118.8530666 32.0237822, 118.8530562 32.0238855, 118.8535411 32.0238881, 118.8535442 32.0238255, 118.8536966 32.0239586, 118.8537563 32.0239054, 118.8537859 32.023879))",bing,dormitory,27舍,"[1757434278, 1757434271, 1757434270, 1757434273, 1757434272, 1757434275, 1757434276, 1757434274, 1757434280, 6147167057, 1757434278]",,,,,,,,,,,,,,,,,,,,,,,,
way,164085665,"POLYGON ((118.8481329 32.0351817, 118.8479541 32.0351797, 118.8479607 32.0347622, 118.8481395 32.0347642, 118.8481329 32.0351817))",bing,yes,,"[1757437920, 1757437919, 1757437916, 1757437918, 1757437920]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086231,"POLYGON ((118.8472288 32.0340611, 118.847232 32.0339523, 118.847721 32.0339627, 118.8477178 32.0340716, 118.8472288 32.0340611))",bing,apartments,,"[1757441533, 1757441526, 1757441531, 1757441534, 1757441533]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086232,"POLYGON ((118.8466732 32.0343567, 118.8466765 32.0342478, 118.8471654 32.0342582, 118.8471622 32.0343671, 118.8466732 32.0343567))",bing,apartments,,"[1757441541, 1757441537, 1757441538, 1757441542, 1757441541]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086233,"POLYGON ((118.8466776 32.0340481, 118.8466815 32.0339392, 118.8471119 32.0339503, 118.847108 32.0340592, 118.8466776 32.0340481))",bing,apartments,,"[1757441535, 1757441530, 1757441532, 1757441536, 1757441535]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086234,"POLYGON ((118.8466687 32.034647, 118.846672 32.0345381, 118.8471609 32.0345485, 118.8471577 32.0346574, 118.8466687 32.034647))",bing,apartments,,"[1757441550, 1757441546, 1757441547, 1757441551, 1757441550]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086235,"POLYGON ((118.8472229 32.0337558, 118.8472261 32.0336469, 118.8477151 32.0336573, 118.8477118 32.0337662, 118.8472229 32.0337558))",bing,apartments,,"[1757441521, 1757441516, 1757441518, 1757441524, 1757441521]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086236,"POLYGON ((118.8472139 32.0346559, 118.8472171 32.034547, 118.8477061 32.0345574, 118.8477028 32.0346663, 118.8472139 32.0346559))",bing,apartments,,"[1757441552, 1757441548, 1757441549, 1757441553, 1757441552]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086237,"POLYGON ((118.8472049 32.0343605, 118.8472081 32.0342516, 118.8476971 32.0342621, 118.8476938 32.0343709, 118.8472049 32.0343605))",bing,apartments,,"[1757441544, 1757441539, 1757441540, 1757441545, 1757441544]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086676,"POLYGON ((118.8471982 32.0352808, 118.8472014 32.035172, 118.8476904 32.0351824, 118.8476871 32.0352913, 118.8471982 32.0352808))",bing,apartments,,"[1757444578, 1757444573, 1757444576, 1757444581, 1757444578]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086678,"POLYGON ((118.8472087 32.0349766, 118.8472119 32.0348677, 118.8477009 32.0348781, 118.8476976 32.034987, 118.8472087 32.0349766))",bing,apartments,,"[1757444567, 1757444557, 1757444560, 1757444571, 1757444567]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086681,"POLYGON ((118.846668 32.0349588, 118.8466713 32.0348499, 118.8471602 32.0348603, 118.847157 32.0349692, 118.846668 32.0349588))",bing,apartments,,"[1757444562, 1757444549, 1757444553, 1757444565, 1757444562]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086682,"POLYGON ((118.847181 32.035578, 118.8471833 32.0354691, 118.8476723 32.0354764, 118.84767 32.0355853, 118.847181 32.035578))",bing,apartments,,"[1757444585, 1757444583, 1757444584, 1757444588, 1757444585]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086853,"POLYGON ((118.8466039 32.0363992, 118.8466061 32.0362903, 118.8470952 32.0362976, 118.8470929 32.0364065, 118.8466039 32.0363992))",bing,apartments,,"[1757450311, 1757450301, 1757450303, 1757450313, 1757450311]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086854,"POLYGON ((118.8465588 32.0366449, 118.8465611 32.036536, 118.8470501 32.0365433, 118.8470479 32.0366522, 118.8465588 32.0366449))",bing,apartments,,"[1757450328, 1757450319, 1757450320, 1757450331, 1757450328]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086855,"POLYGON ((118.8465573 32.0377079, 118.8465596 32.037599, 118.8470486 32.0376063, 118.8470464 32.0377152, 118.8465573 32.0377079))",bing,apartments,,"[1757450343, 1757450337, 1757450340, 1757450345, 1757450343]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086856,"POLYGON ((118.8471232 32.0366643, 118.8471255 32.0365554, 118.8476145 32.0365627, 118.8476122 32.0366716, 118.8471232 32.0366643))",bing,apartments,,"[1757450333, 1757450321, 1757450322, 1757450335, 1757450333]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086857,"POLYGON ((118.8471487 32.0364058, 118.847151 32.0362969, 118.84764 32.0363042, 118.8476378 32.0364131, 118.8471487 32.0364058))",bing,apartments,,"[1757450316, 1757450306, 1757450308, 1757450318, 1757450316]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086858,"POLYGON ((118.8466174 32.0358709, 118.8466197 32.035762, 118.8471087 32.0357693, 118.8471064 32.0358782, 118.8466174 32.0358709))",bing,apartments,,"[1757450273, 1757450253, 1757450254, 1757450279, 1757450273]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086859,"POLYGON ((118.8466024 32.0361331, 118.8466046 32.0360242, 118.8470937 32.0360315, 118.8470914 32.0361404, 118.8466024 32.0361331))",bing,apartments,,"[1757450286, 1757450282, 1757450283, 1757450287, 1757450286]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086860,"POLYGON ((118.8471743 32.0358724, 118.8471765 32.0357635, 118.8476656 32.0357708, 118.8476633 32.0358797, 118.8471743 32.0358724))",bing,apartments,,"[1757450276, 1757450269, 1757450271, 1757450281, 1757450276]",,,,,,,,,,,,,,,,,,,,,,,,
way,164086861,"POLYGON ((118.8471683 32.0361359, 118.8471705 32.036027, 118.8476596 32.0360343, 118.8476573 32.0361432, 118.8471683 32.0361359))",bing,apartments,,"[1757450288, 1757450284, 1757450285, 1757450299, 1757450288]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087647,"POLYGON ((118.8473349 32.0381413, 118.8475621 32.0380756, 118.8475196 32.0379748, 118.8472945 32.0380414, 118.8473349 32.0381413))",bing,yes,,"[1757463172, 1757463170, 1757463166, 1757463168, 1757463172]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087648,"POLYGON ((118.8481279 32.0342854, 118.8479492 32.0342833, 118.8479558 32.0338658, 118.8481345 32.0338678, 118.8481279 32.0342854))",bing,yes,,"[1757463053, 1757463052, 1757463019, 1757463022, 1757463053]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087649,"POLYGON ((118.8479133 32.0373819, 118.8479117 32.037486, 118.8483308 32.0374904, 118.8483324 32.0373864, 118.8479133 32.0373819))",bing,apartments,,"[1757463139, 1757463152, 1757463156, 1757463143, 1757463139]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087650,"POLYGON ((118.8485342 32.0366631, 118.8485323 32.0367481, 118.8489514 32.0367548, 118.8489533 32.0366698, 118.8485342 32.0366631))",bing,apartments,,"[1757463062, 1757463070, 1757463074, 1757463064, 1757463062]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087651,"POLYGON ((118.8485164 32.0373909, 118.8485149 32.037495, 118.848934 32.0374994, 118.8489355 32.0373954, 118.8485164 32.0373909))",bing,apartments,,"[1757463146, 1757463159, 1757463164, 1757463149, 1757463146]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087652,"POLYGON ((118.8485441 32.0371244, 118.8485425 32.0372285, 118.8489616 32.037233, 118.8489631 32.0371289, 118.8485441 32.0371244))",bing,apartments,,"[1757463124, 1757463133, 1757463135, 1757463127, 1757463124]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087654,"POLYGON ((118.8485589 32.0368904, 118.8485574 32.0369945, 118.8489765 32.0369989, 118.848978 32.0368949, 118.8485589 32.0368904))",bing,apartments,,"[1757463084, 1757463099, 1757463103, 1757463087, 1757463084]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087656,"POLYGON ((118.8479642 32.0371172, 118.8479627 32.0372213, 118.8483818 32.0372258, 118.8483833 32.0371217, 118.8479642 32.0371172))",bing,apartments,,"[1757463119, 1757463129, 1757463131, 1757463121, 1757463119]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087657,"POLYGON ((118.8479791 32.0368742, 118.8479776 32.0369782, 118.8483967 32.0369827, 118.8483982 32.0368787, 118.8479791 32.0368742))",bing,apartments,,"[1757463078, 1757463091, 1757463094, 1757463081, 1757463078]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087658,"POLYGON ((118.847956 32.0366548, 118.8479541 32.0367398, 118.8483732 32.0367466, 118.8483751 32.0366615, 118.847956 32.0366548))",bing,apartments,,"[1757463057, 1757463066, 1757463068, 1757463060, 1757463057]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087766,"POLYGON ((118.846831 32.0355847, 118.8468315 32.0354758, 118.8471328 32.0354769, 118.8471323 32.0355859, 118.846831 32.0355847))",bing,apartments,,"[1757465295, 1757465293, 1757465294, 1757465296, 1757465295]",,,,,,,,,,,,,,,,,,,,,,,,
way,164087767,"POLYGON ((118.8468362 32.0352868, 118.8468368 32.0351779, 118.8471381 32.035179, 118.8471375 32.035288, 118.8468362 32.0352868))",bing,apartments,,"[1757465290, 1757465286, 1757465289, 1757465291, 1757465290]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089070,"POLYGON ((118.8462823 32.0343414, 118.8462836 32.0342529, 118.8465819 32.0342561, 118.8465806 32.0343445, 118.8462823 32.0343414))",bing,apartments,,"[1757475850, 1757475848, 1757475849, 1757475851, 1757475850]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089071,"POLYGON ((118.8458206 32.0348009, 118.8458217 32.0347125, 118.8461786 32.0347157, 118.8461775 32.0348042, 118.8458206 32.0348009))",bing,apartments,,"[1757475869, 1757475865, 1757475867, 1757475870, 1757475869]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089072,"POLYGON ((118.8458963 32.0339518, 118.8458976 32.0338634, 118.846196 32.0338665, 118.8461947 32.0339549, 118.8458963 32.0339518))",bing,apartments,,"[1757475838, 1757475835, 1757475836, 1757475839, 1757475838]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089073,"POLYGON ((118.8458933 32.0342357, 118.8458946 32.0341473, 118.846193 32.0341504, 118.8461917 32.0342388, 118.8458933 32.0342357))",bing,apartments,,"[1757475846, 1757475844, 1757475845, 1757475847, 1757475846]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089074,"POLYGON ((118.84622 32.034904, 118.8462212 32.0348156, 118.8465781 32.0348189, 118.8465769 32.0349073, 118.84622 32.034904))",bing,apartments,,"[1757475876, 1757475871, 1757475875, 1757475877, 1757475876]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089075,"POLYGON ((118.8463048 32.0337659, 118.8463061 32.0336775, 118.8466044 32.0336806, 118.8466031 32.0337691, 118.8463048 32.0337659))",bing,apartments,,"[1757475833, 1757475831, 1757475832, 1757475834, 1757475833]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089076,"POLYGON ((118.8463078 32.0340486, 118.8463091 32.0339601, 118.8466074 32.0339633, 118.8466061 32.0340517, 118.8463078 32.0340486))",bing,apartments,,"[1757475842, 1757475840, 1757475841, 1757475843, 1757475842]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089077,"POLYGON ((118.8462238 32.0346341, 118.8462249 32.0345457, 118.8465818 32.034549, 118.8465807 32.0346374, 118.8462238 32.0346341))",bing,apartments,,"[1757475862, 1757475860, 1757475861, 1757475864, 1757475862]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089078,"POLYGON ((118.8458161 32.0345234, 118.8458172 32.0344349, 118.8461741 32.0344382, 118.846173 32.0345266, 118.8458161 32.0345234))",bing,apartments,,"[1757475855, 1757475853, 1757475854, 1757475857, 1757475855]",,,,,,,,,,,,,,,,,,,,,,,,
way,164089787,"POLYGON ((118.8465504 32.0379398, 118.8465444 32.0381549, 118.8462771 32.0382262, 118.8462361 32.038121, 118.8461374 32.0381167, 118.8461113 32.0380885, 118.8460969 32.0380584, 118.846098 32.0380224, 118.8461134 32.0379984, 118.846133 32.0379729, 118.8461599 32.0379576, 118.846247 32.0379576, 118.8462459 32.0379296, 118.8465504 32.0379398))",bing,yes,,"[1757489189, 1757489242, 1757489244, 1757489240, 1757489237, 1757489235, 1757489219, 1757489213, 1757489208, 1757489202, 1757489197, 1757489200, 1757489186, 1757489189]",,,,,,,,,,,,,,,,,,,,,,,,
