u,v,key,osmid,lanes,highway,oneway,reversed,length,name,geometry,bridge,junction,service,tunnel
6147171735,1710212037,0,140265541,,service,False,False,54.501,,"LINESTRING (118.8523075 32.0258571, 118.8517294 32.0258524)",,,,
6147171735,6147171731,0,140265541,,service,False,True,19.684,,"LINESTRING (118.8523075 32.0258571, 118.8525163 32.025856)",,,,
6147171735,6147171730,0,656192326,,footway,False,True,31.766000000000002,,"LINESTRING (118.8523075 32.0258571, 118.8523109 32.0257577, 118.8524088 32.0257411, 118.8525196 32.0257798)",,,,
6147171764,6147171765,0,656192334,,footway,False,False,33.653,,"LINESTRING (118.8487991 32.0308033, 118.8488053 32.0305007)",,,,
6147171764,8494719079,0,"[656192333, 656192334]",,footway,False,True,101.741,,"LINESTRING (118.8487991 32.0308033, 118.8487116 32.0308468, 118.8481348 32.03085, 118.8480898 32.0307722, 118.8480917 32.0306563, 118.8479296 32.0306563)",,,,
6147171764,6147171773,0,656192335,,footway,False,False,139.207,,"LINESTRING (118.8487991 32.0308033, 118.8489717 32.0308469, 118.8493271 32.0308678, 118.8494976 32.0308451, 118.8495921 32.0308678, 118.8498489 32.030866, 118.850003 32.0308852, 118.8501633 32.0308033, 118.8502331 32.0308052)",,,,
6147171765,1484509812,0,656192329,,service,False,False,73.397,,"LINESTRING (118.8488053 32.0305007, 118.8495839 32.030498)",,,,
6147171765,1768160459,0,656192329,,service,False,True,1.669,,"LINESTRING (118.8488053 32.0305007, 118.8487876 32.0305008)",,,,
6147171765,6147171764,0,656192334,,footway,False,True,33.653,,"LINESTRING (118.8488053 32.0305007, 118.8487991 32.0308033)",,,,
6147171773,1764372088,0,758671176,,service,False,False,33.172,,"LINESTRING (118.8502331 32.0308052, 118.8502376 32.0305069)",,,alley,
6147171773,6147171764,0,656192335,,footway,False,True,139.207,,"LINESTRING (118.8502331 32.0308052, 118.8501633 32.0308033, 118.850003 32.0308852, 118.8498489 32.030866, 118.8495921 32.0308678, 118.8494976 32.0308451, 118.8493271 32.0308678, 118.8489717 32.0308469, 118.8487991 32.0308033)",,,,
6147171773,1497354106,0,"[758671176, 758671177, 136510943]",,service,False,True,35.464,,"LINESTRING (118.8502331 32.0308052, 118.8502319 32.0309498, 118.8502294 32.0310571, 118.8502282 32.0311241)",yes,,alley,
6147171774,1507223912,0,157207757,,service,False,False,88.112,,"LINESTRING (118.8521261 32.0305165, 118.8530608 32.0305188)",,,,
6147171774,1507223910,0,157207757,,service,False,True,4.666,,"LINESTRING (118.8521261 32.0305165, 118.8520766 32.0305164)",,,,
6147171774,6147171781,0,656192336,,footway,False,False,31.751,,"LINESTRING (118.8521261 32.0305165, 118.8521369 32.0308019)",,,,
6147171779,6147171887,0,656192337,,footway,False,False,27.777,,"LINESTRING (118.8527854 32.0308735, 118.8530755 32.0309173)",,,,
6147171779,6147171781,0,656192336,,footway,False,True,76.308,,"LINESTRING (118.8527854 32.0308735, 118.8526074 32.0309275, 118.8524576 32.0308703, 118.8523078 32.0309211, 118.8521411 32.03091, 118.8521369 32.0308019)",,,,
6147171779,6147171781,1,656192338,,footway,False,True,64.958,,"LINESTRING (118.8527854 32.0308735, 118.8527573 32.0308338, 118.8525925 32.030829, 118.852467 32.0307973, 118.8523958 32.0308227, 118.8523096 32.0308052, 118.8521369 32.0308019)",,,,
6147171780,6147171887,0,656192337,,footway,False,True,75.879,,"LINESTRING (118.8538797 32.0309466, 118.8530755 32.0309173)",,,,
6147171780,1757181400,0,758671172,2,living_street,False,False,45.191,理工大学1号路,"LINESTRING (118.8538797 32.0309466, 118.8538908 32.0305403)",,,,
6147171780,1464752929,0,758671173,2,living_street,False,True,23.09,理工大学1号路,"LINESTRING (118.8538797 32.0309466, 118.853874 32.0311542)",yes,,,
6147171781,6147171774,0,656192336,,footway,False,True,31.751,,"LINESTRING (118.8521369 32.0308019, 118.8521261 32.0305165)",,,,
6147171781,6147171779,0,656192336,,footway,False,False,76.30799999999999,,"LINESTRING (118.8521369 32.0308019, 118.8521411 32.03091, 118.8523078 32.0309211, 118.8524576 32.0308703, 118.8526074 32.0309275, 118.8527854 32.0308735)",,,,
6147171781,6147171779,1,656192338,,footway,False,False,64.958,,"LINESTRING (118.8521369 32.0308019, 118.8523096 32.0308052, 118.8523958 32.0308227, 118.852467 32.0307973, 118.8525925 32.030829, 118.8527573 32.0308338, 118.8527854 32.0308735)",,,,
6147171887,6147171780,0,656192337,,footway,False,False,75.879,,"LINESTRING (118.8530755 32.0309173, 118.8538797 32.0309466)",,,,
6147171887,6147171779,0,656192337,,footway,False,True,27.777,,"LINESTRING (118.8530755 32.0309173, 118.8527854 32.0308735)",,,,
6147171887,6147171888,0,656192339,,footway,False,False,44.252,,"LINESTRING (118.8530755 32.0309173, 118.853089 32.0305195)",,,,
6147171888,1757181400,0,157207757,,service,False,False,75.619,,"LINESTRING (118.853089 32.0305195, 118.8538908 32.0305403)",,,,
6147171888,1507223912,0,157207757,,service,False,True,2.659,,"LINESTRING (118.853089 32.0305195, 118.8530608 32.0305188)",,,,
6147171888,6147171887,0,656192339,,footway,False,True,44.252,,"LINESTRING (118.853089 32.0305195, 118.8530755 32.0309173)",,,,
6147171890,6147171891,0,656192341,,footway,False,False,98.691,,"LINESTRING (118.8531004 32.0280035, 118.8520535 32.0280035)",,,,
6147171890,1710212045,0,656141753,,service,False,False,162.494,,"LINESTRING (118.8531004 32.0280035, 118.853101 32.0281015, 118.8530705 32.0294646)",,,,
6147171890,1710212040,0,656141753,,service,False,True,66.105,,"LINESTRING (118.8531004 32.0280035, 118.8531032 32.0278182, 118.8531051 32.0277333, 118.8531114 32.0274565, 118.8531125 32.0274091)",,,,
6147171891,1710212039,0,158898136,,service,False,False,64.038,,"LINESTRING (118.8520535 32.0280035, 118.8520405 32.0274277)",,,,
6147171891,6146817249,0,158898136,,service,False,True,32.808,,"LINESTRING (118.8520535 32.0280035, 118.8520601 32.0282985)",,,,
6147171891,6147171890,0,656192341,,footway,False,True,98.691,,"LINESTRING (118.8520535 32.0280035, 118.8531004 32.0280035)",,,,
6147171905,6147171906,0,656192346,,service,False,False,106.792,,"LINESTRING (118.8539607 32.0279865, 118.8550934 32.0280012)",,,,
6147171905,5314546021,0,758671172,2,living_street,False,False,40.197,理工大学1号路,"LINESTRING (118.8539607 32.0279865, 118.8539706 32.0276251)",,,,
6147171905,5314546028,0,758671172,2,living_street,False,True,129.455,理工大学1号路,"LINESTRING (118.8539607 32.0279865, 118.8539289 32.0291504)",,,,
6147171906,7645777650,0,140265549,,living_street,False,True,37.759,,"LINESTRING (118.8550934 32.0280012, 118.8551016 32.0276617)",,,,
6147171906,6147171905,0,656192346,,service,False,True,106.792,,"LINESTRING (118.8550934 32.0280012, 118.8539607 32.0279865)",,,,
6147171906,5314546024,0,140265549,,living_street,False,False,110.798,,"LINESTRING (118.8550934 32.0280012, 118.8550764 32.0287015, 118.8549757 32.0287867, 118.854944 32.02896)",,,,
7645777650,5314546031,0,140265547,,living_street,False,False,126.98,,"LINESTRING (118.8551016 32.0276617, 118.8564476 32.0277053)",,,,
7645777650,5314546021,0,140265547,,living_street,False,True,106.697,,"LINESTRING (118.8551016 32.0276617, 118.8539706 32.0276251)",,,,
7645777650,6147171906,0,140265549,,living_street,False,False,37.759,,"LINESTRING (118.8551016 32.0276617, 118.8550934 32.0280012)",,,,
7645777650,6146817232,0,140265549,,living_street,False,True,90.866,,"LINESTRING (118.8551016 32.0276617, 118.8551215 32.0268447)",,,,
8420624625,1737988895,0,"[161844657, 906830067]",,"['steps', 'living_street']",False,"[False, True]",53.733,,"LINESTRING (118.8476548 32.0377897, 118.8476179 32.0377883, 118.8470848 32.0377858)",,,,
8494719079,1532713429,0,135149846,2,living_street,False,True,9.131,理工大学3号路,"LINESTRING (118.8479296 32.0306563, 118.8479316 32.0305742)",,,,
8494719079,1484509816,0,135149846,2,living_street,False,False,47.591,理工大学3号路,"LINESTRING (118.8479296 32.0306563, 118.8479206 32.0310216, 118.8478908 32.0310789)",,,,
8494719079,6147171764,0,"[656192333, 656192334]",,footway,False,False,101.741,,"LINESTRING (118.8479296 32.0306563, 118.8480917 32.0306563, 118.8480898 32.0307722, 118.8481348 32.03085, 118.8487116 32.0308468, 118.8487991 32.0308033)",,,,
8494720984,6147171726,0,"[656141760, 656141751]",,"['service', 'footway']",False,"[False, True]",80.735,,"LINESTRING (118.8530079 32.024858, 118.8529885 32.0253267, 118.8529787 32.0255192, 118.8529783 32.0255836)",,,,yes
