element_type,osmid,nodes,amenity,building,geometry
way,891012679,"[8281381776, 8281383502, 8281384108, 8281381635, 8281382018, 8281384491, 8281381106, 8281383581, 8281384528, 8281384273, 8281382826, 8282480710, 8282480709, 8281384645, 8281383083, 8281382172, 8281382196, 8281381544, 8281383107, 8281382570, 8281382850, 8281381311, 8281382876, 8281382620, 8281384182, 8281381659, 8281383222, 8281382967, 8281384235, 8281382673, 8281383325, 8281381763, 8281383759, 8281381285, 8281381027, 8281382222, 8281383446, 8281383702, 8281382139, 8281380972, 8281384357, 8281381884, 8281383785, 8281382594, 8281381966, 8281384439, 8281384695, 8281383133, 8281381940, 8281383338, 8281382538, 8281383192, 8281381627, 8281384100, 8281383846, 8281381373, 8281381776]",library,yes,"POLYGON ((117.1662473 39.1079667, 117.1662514 39.1081545, 117.165738 39.1081612, 117.1657414 39.1083198, 117.166287 39.1083128, 117.166289 39.1084058, 117.1662979 39.1084057, 117.166299 39.1084565, 117.1662103 39.1084581, 117.1662058 39.1084643, 117.1661656 39.1084657, 117.1661649 39.1084763, 117.1661488 39.1084851, 117.1661491 39.1085527, 117.1661638 39.1085589, 117.1661678 39.1085717, 117.1662058 39.1085714, 117.1662129 39.10858, 117.1665107 39.1085739, 117.1665179 39.1085662, 117.166559 39.1085652, 117.1665608 39.1085517, 117.1665741 39.1085437, 117.1665733 39.1084807, 117.1665599 39.1084758, 117.1665527 39.1084585, 117.1665134 39.1084599, 117.166509 39.1084533, 117.1664218 39.1084549, 117.1664207 39.1084022, 117.1664276 39.1084021, 117.1664256 39.108311, 117.1669697 39.108304, 117.1669664 39.108147, 117.1664494 39.1081537, 117.1664453 39.1079637, 117.1667263 39.10796, 117.1667264 39.1079678, 117.1667326 39.1079677, 117.1667304 39.1078664, 117.1667229 39.1078665, 117.1667231 39.1078743, 117.1664435 39.1078779, 117.1664433 39.1078658, 117.1664189 39.1078661, 117.1664182 39.1078375, 117.1662679 39.1078394, 117.1662686 39.107868, 117.1662452 39.1078683, 117.1662455 39.1078824, 117.1659687 39.1078859, 117.1659686 39.1078781, 117.165964 39.1078781, 117.1659661 39.1079785, 117.1659703 39.1079785, 117.1659701 39.1079703, 117.1662473 39.1079667))"
