element_type,osmid,nodes,amenity,geometry
way,521959064,"[5084931423, 5084931424, 5084931425, 5084931426, 5084931427, 5084931428, 5084931429, 5084931430, 5084931423]",bicycle_parking,"POLYGON ((120.2684249 31.4867398, 120.26842 31.4861392, 120.2682293 31.4861392, 120.2682 31.4857055, 120.2684103 31.4857305, 120.2684152 31.4858014, 120.2687428 31.4858098, 120.2687722 31.4867649, 120.2684249 31.4867398))"
way,521977522,"[5085058758, 5085058759, 5085058760, 5085058761, 5085058758]",bicycle_parking,"POLYGON ((120.2698837 31.4813648, 120.2698837 31.4812909, 120.2706456 31.4812879, 120.2706315 31.4813859, 120.2698837 31.4813648))"
