u,v,key,osmid,highway,service,access,oneway,reversed,length,geometry,lanes,name,maxspeed,tunnel,bridge
4519817399,9785464532,0,455591605,footway,,,False,True,2.036,"LINESTRING (-76.6196162 39.3313932, -76.6196155 39.3313749)",,,,,
4519817400,9159493650,0,991347239,footway,,,False,False,1.957,"LINESTRING (-76.6197695 39.3312482, -76.6197472 39.3312447)",,,,,
4519817400,4519935152,0,"[455591600, 455610471, 455591598, 455591599]","['steps', 'footway']",,,False,"[False, True]",42.574000000000005,"LINESTRING (-76.6197695 39.3312482, -76.6197721 39.3312847, -76.6197766 39.3313597, -76.6197924 39.3316036, -76.6197575 39.3316048)",,,,,
4519817400,9501474660,0,"[455591606, 1030786375]",footway,,,False,False,17.246000000000002,"LINESTRING (-76.6197695 39.3312482, -76.6199557 39.3312413, -76.6199698 39.3312415)",,,,,
4519817402,8303170136,0,893365343,footway,,,False,False,29.19,"LINESTRING (-76.6197085 39.3308249, -76.6199853 39.3309768)",,,,,
4519817402,244453416,0,455591587,footway,,,False,False,31.267000000000003,"LINESTRING (-76.6197085 39.3308249, -76.6197259 39.3307812, -76.619808 39.3306569, -76.6198801 39.3305789)",,,,,
4519817402,244453061,0,455591587,footway,,,False,True,21.165999999999997,"LINESTRING (-76.6197085 39.3308249, -76.6196991 39.3308486, -76.6196807 39.3309289, -76.6196688 39.3310124)",,,,,
4519817402,244453018,0,"[1059362842, 1059362843, 455591607]",footway,,no,False,False,63.43200000000001,"LINESTRING (-76.6197085 39.3308249, -76.6196407 39.3307737, -76.6195878 39.3307202, -76.6195069 39.3306182, -76.6194234 39.3305423, -76.6193571 39.3304915, -76.6193336 39.3304745, -76.6192746 39.3304344, -76.6192163 39.3304072)",,,,,
4519817405,4519817406,0,455591608,footway,,permit,False,False,14.666,"LINESTRING (-76.6185645 39.3306881, -76.6187348 39.3306814)",,,,,
4519817405,9159493726,0,455591608,footway,,permit,False,True,2.6,"LINESTRING (-76.6185645 39.3306881, -76.6185343 39.3306892)",,,,,
4519817405,4519817410,0,455663814,footway,,permit,False,False,22.759,"LINESTRING (-76.6185645 39.3306881, -76.6185782 39.3308925)",,,,,
4519817405,4519817409,0,455663814,footway,,permit,False,True,22.125,"LINESTRING (-76.6185645 39.3306881, -76.6185511 39.3304894)",,,,,
4519817406,4519817405,0,455591608,footway,,permit,False,True,14.666,"LINESTRING (-76.6187348 39.3306814, -76.6185645 39.3306881)",,,,,
4519817406,9159297047,0,455663816,footway,,permit,False,False,19.285,"LINESTRING (-76.6187348 39.3306814, -76.6187465 39.3308546)",,,,,
4519817406,4520038592,0,455663816,footway,,permit,False,True,19.274,"LINESTRING (-76.6187348 39.3306814, -76.6187232 39.3305083)",,,,,
4519817406,9159493715,0,"[455591608, 991347251, 455630117, 991347229]",footway,,permit,False,"[False, True]",11.349,"LINESTRING (-76.6187348 39.3306814, -76.6187533 39.3306807, -76.6187706 39.3306801, -76.618788 39.3306795, -76.6188666 39.3306765)",,,,,
4519817409,4519817405,0,455663814,footway,,permit,False,False,22.125,"LINESTRING (-76.6185511 39.3304894, -76.6185645 39.3306881)",,,,,
4519817409,4520237288,0,455663814,footway,,permit,False,True,7.371,"LINESTRING (-76.6185511 39.3304894, -76.6185466 39.3304232)",,,,,
4519817409,4520038592,0,455663815,footway,,permit,False,True,15.145,"LINESTRING (-76.6185511 39.3304894, -76.6186081 39.330504, -76.6186597 39.3305112, -76.6187232 39.3305083)",,,,,
4519817410,4520237286,0,455663814,footway,,permit,False,False,6.625,"LINESTRING (-76.6185782 39.3308925, -76.6185822 39.330952)",,,,,
4519817410,4519817405,0,455663814,footway,,permit,False,True,22.759,"LINESTRING (-76.6185782 39.3308925, -76.6185645 39.3306881)",,,,,
4519817410,4520237285,0,455591609,footway,,permit,False,False,15.143,"LINESTRING (-76.6185782 39.3308925, -76.6186363 39.3308727, -76.6186765 39.3308634, -76.6187089 39.3308608, -76.6187469 39.3308597)",,,,,
4519817427,1909367389,0,"[993656448, 993656449, 993656450, 993656451, 889958598, 966518393, 966518394]","['steps', 'footway']",,,False,"[False, True]",21.985,"LINESTRING (-76.6226477 39.3315404, -76.6226617 39.3315234, -76.6226705 39.331513, -76.6226998 39.3314786, -76.6227301 39.3314425, -76.6227371 39.3314341, -76.6227727 39.3313916, -76.6227879 39.3313751)",,,,,
4519817427,4402679803,0,"[966518396, 889958598]",footway,,,False,True,20.889000000000003,"LINESTRING (-76.6226477 39.3315404, -76.6225437 39.3316622, -76.6225183 39.3316992)",,,,,
4519817427,244453393,0,"[966518395, 455591614]",footway,,,False,True,33.72,"LINESTRING (-76.6226477 39.3315404, -76.6226314 39.331534, -76.6225033 39.3314832, -76.6224034 39.3314521, -76.6222894 39.3314182)",,,,,
4519817430,1909367389,0,455591615,footway,,,False,True,32.106,"LINESTRING (-76.6230954 39.3315377, -76.6230411 39.3315014, -76.6229419 39.3314469, -76.6228783 39.3314159, -76.6227879 39.3313751)",,,,,
4519817445,1909367259,0,455591617,footway,,,False,True,14.458,"LINESTRING (-76.6202627 39.3306199, -76.6202554 39.33049)",,,,,
4519817450,244453415,0,22975997,footway,,,False,True,32.92700000000001,"LINESTRING (-76.619799 39.3303238, -76.6198862 39.3303683, -76.6199701 39.3304137, -76.6200558 39.3304548, -76.6201274 39.3304724)",,,,,
4519817450,244453416,0,455630112,footway,,,False,False,29.275,"LINESTRING (-76.619799 39.3303238, -76.619809 39.3303818, -76.6198426 39.3304887, -76.6198801 39.3305789)",,,,,
4519817450,244453021,0,455630112,footway,,,False,True,29.234,"LINESTRING (-76.619799 39.3303238, -76.6197929 39.3302885, -76.6197929 39.3301546, -76.6197876 39.3300613)",,,,,
4519817452,244453417,0,22770712,footway,,,False,False,7.963,"LINESTRING (-76.6205307 39.3305569, -76.6205287 39.3304853)",,,,,
4519817453,244453217,0,455591618,footway,,,False,True,10.771,"LINESTRING (-76.620092 39.3298422, -76.6201087 39.3299382)",,,,,
4519817454,4519817455,0,455591619,footway,,,False,False,4.951,"LINESTRING (-76.6207072 39.3298683, -76.6207051 39.3298238)",,,,,
4519817454,244453220,0,22770663,footway,,,False,False,13.963000000000001,"LINESTRING (-76.6207072 39.3298683, -76.6207854 39.3298865, -76.6208628 39.3299041)",,,,,
4519817454,244453419,0,22770663,footway,,,False,True,18.913,"LINESTRING (-76.6207072 39.3298683, -76.6206186 39.3298586, -76.6204882 39.3298574)",,,,,
4519817455,9184285849,0,455591619,footway,,,False,False,15.14,"LINESTRING (-76.6207051 39.3298238, -76.620881 39.3298186)",,,,,
4519817455,4519817454,0,455591619,footway,,,False,True,4.951,"LINESTRING (-76.6207051 39.3298238, -76.6207072 39.3298683)",,,,,
4519817455,9184285847,0,"[994105321, 995436939]","['steps', 'footway']",,,False,False,2.9370000000000003,"LINESTRING (-76.6207051 39.3298238, -76.6207046 39.3298119, -76.6207041 39.3297974)",,,,,
4519817456,49409604,0,"[455591620, 962901831]",footway,,,False,False,5.036,"LINESTRING (-76.6212513 39.3299746, -76.6212193 39.3299959, -76.6212104 39.3300065)",,,,,
4519817456,8907123798,0,"[962901827, 455591620]",footway,,,False,True,6.083,"LINESTRING (-76.6212513 39.3299746, -76.6212994 39.3299427, -76.6213054 39.3299394)",,,,,
4519817456,4519817461,0,1077955855,residential,,,False,True,19.336,"LINESTRING (-76.6212513 39.3299746, -76.6212316 39.3299544, -76.6212187 39.3299339, -76.6212074 39.3298925, -76.6212161 39.3298093)",,Bowman Drive,12 mph,,
4519817456,49418307,0,1077955876,residential,,,False,False,41.562999999999995,"LINESTRING (-76.6212513 39.3299746, -76.6212782 39.3299955, -76.6213208 39.3300138, -76.6215775 39.330054, -76.6216269 39.3300688, -76.6216631 39.3300843, -76.6216879 39.3301087)",,Bowman Drive,12 mph,,
4519817461,4519817462,0,"[962901829, 455591622]",footway,,,False,False,4.646,"LINESTRING (-76.6212161 39.3298093, -76.6212565 39.329794, -76.6212655 39.3297946)",,,,,
4519817461,49418310,0,"[962901830, 455591622]",footway,,,False,True,5.721,"LINESTRING (-76.6212161 39.3298093, -76.621179 39.3298234, -76.6211606 39.3298367)",,,,,
4519817461,4519817456,0,1077955855,residential,,,False,False,19.336,"LINESTRING (-76.6212161 39.3298093, -76.6212074 39.3298925, -76.6212187 39.3299339, -76.6212316 39.3299544, -76.6212513 39.3299746)",,Bowman Drive,12 mph,,
4519817461,4520172045,0,"[1058368943, 1077955855]",residential,,,False,True,31.086999999999996,"LINESTRING (-76.6212161 39.3298093, -76.6212226 39.3297485, -76.6212401 39.3296883, -76.6212738 39.3296355, -76.6212973 39.3296037, -76.6213217 39.3295769, -76.6213478 39.3295567)",,Bowman Drive,12 mph,,
4519817462,8907123798,0,455591625,footway,,,False,False,17.762999999999998,"LINESTRING (-76.6212655 39.3297946, -76.6212551 39.3298607, -76.6212546 39.3298819, -76.6212598 39.3298966, -76.6212668 39.3299098, -76.6212788 39.3299223, -76.6212916 39.3299322, -76.6213054 39.3299394)",,,,,
4519817462,4520172049,0,455591625,footway,,,False,True,43.101000000000006,"LINESTRING (-76.6212655 39.3297946, -76.621275 39.3297616, -76.6212859 39.329722, -76.6213201 39.3296586, -76.6213514 39.3296204, -76.6213969 39.3295834, -76.6214481 39.3295489, -76.6215059 39.3295232, -76.6215586 39.329506)",,,,,
4519817462,4519817461,0,"[962901829, 455591622]",footway,,,False,True,4.646,"LINESTRING (-76.6212655 39.3297946, -76.6212565 39.329794, -76.6212161 39.3298093)",,,,,
4519817465,49418310,0,455591623,footway,,,False,True,16.268,"LINESTRING (-76.6211648 39.3296915, -76.6211714 39.3297284, -76.6211731 39.3297603, -76.6211704 39.3297938, -76.6211606 39.3298367)",,,,,
4519817479,4520038735,0,"[962901832, 22976001, 455591626]",footway,,,False,"[False, True]",71.094,"LINESTRING (-76.6219808 39.3292226, -76.6219477 39.3292138, -76.6219371 39.3292096, -76.6219801 39.3291557, -76.6220097 39.3290843, -76.6220182 39.3290063, -76.6220155 39.3289368, -76.6219954 39.3288704, -76.6219619 39.3288071, -76.6219269 39.3287616, -76.6218613 39.3287085, -76.6218034 39.3286784)",,,,,
4519817479,4519817480,0,"[962901833, 455591626]",footway,,,False,True,5.023,"LINESTRING (-76.6219808 39.3292226, -76.6220139 39.3292315, -76.6220349 39.3292394)",,,,,
4519817479,49418315,0,1058368943,residential,,,False,False,63.135999999999996,"LINESTRING (-76.6219808 39.3292226, -76.6219303 39.3292842, -76.6218776 39.3293329, -76.6217979 39.329387, -76.6217362 39.329417, -76.6216745 39.329443, -76.6215166 39.3294821, -76.6214561 39.3294992, -76.6214216 39.3295128, -76.6214086 39.3295187, -76.6213875 39.3295283)",,Bowman Drive,12 mph,,
4519817479,49418327,0,1077955850,residential,,,False,True,28.806,"LINESTRING (-76.6219808 39.3292226, -76.6220219 39.3291628, -76.6220569 39.3290934, -76.6220745 39.3290387, -76.6220782 39.3289783)",,Bowman Drive,12 mph,,
4519817480,2044048398,0,193901078,footway,,,False,False,6.803,"LINESTRING (-76.6220349 39.3292394, -76.6221124 39.3292516)",,,,,
4519817480,4520172049,0,455591625,footway,,,False,False,52.073,"LINESTRING (-76.6220349 39.3292394, -76.6220034 39.3292792, -76.6219447 39.3293347, -76.6218739 39.329388, -76.6217851 39.3294362, -76.6217364 39.3294581, -76.6216615 39.3294839, -76.6215586 39.329506)",,,,,
4519817480,5674142960,0,"[455591627, 455591628]",footway,,,False,False,29.410999999999998,"LINESTRING (-76.6220349 39.3292394, -76.6220584 39.3291934, -76.6220768 39.3291605, -76.6221006 39.3291106, -76.6221171 39.3290687, -76.6221274 39.3290298, -76.6221265 39.3289873)",,,,,
4519817480,4519817479,0,"[962901833, 455591626]",footway,,,False,False,5.023,"LINESTRING (-76.6220349 39.3292394, -76.6220139 39.3292315, -76.6219808 39.3292226)",,,,,
4519817488,9169665954,0,455591629,footway,,,False,False,35.306,"LINESTRING (-76.6220051 39.328241, -76.6220193 39.3282311, -76.6222551 39.3281331, -76.6223678 39.3280937)",,,,,
4519817488,5674142960,0,"[455591628, 455591629]",footway,,,False,True,84.273,"LINESTRING (-76.6220051 39.328241, -76.621988 39.3282782, -76.6219979 39.3284054, -76.6220258 39.3285944, -76.6221209 39.3289457, -76.6221265 39.3289873)",,,,,
4519817488,6007130951,0,"[962901835, 455591630]",footway,,,False,True,6.663,"LINESTRING (-76.6220051 39.328241, -76.6219976 39.3282289, -76.621997 39.3281824)",,,,,
4519817591,4402679483,0,442592154,footway,,,False,False,49.72,"LINESTRING (-76.6224202 39.3280817, -76.6224438 39.3281031, -76.622485 39.3281113, -76.6225922 39.3280974, -76.6227022 39.3280876, -76.6227689 39.3280843, -76.6228323 39.3280615, -76.6229606 39.3280127)",,,,,
4519817591,9169665954,0,455591629,footway,,,False,True,4.723,"LINESTRING (-76.6224202 39.3280817, -76.6223843 39.3280879, -76.6223678 39.3280937)",,,,,
4519817591,1909366898,0,"[962901834, 455591631]",footway,,,False,False,5.026999999999999,"LINESTRING (-76.6224202 39.3280817, -76.6224164 39.3280627, -76.6224068 39.3280378)",,,,,
4519821826,9193161085,0,455592022,footway,,,False,False,14.209000000000001,"LINESTRING (-76.6224983 39.3251469, -76.6225511 39.3251665, -76.6225908 39.3251927, -76.6226043 39.3252016, -76.6226226 39.3252262)",,,,,
4519821826,9191939015,0,455592022,footway,,,False,True,38.852000000000004,"LINESTRING (-76.6224983 39.3251469, -76.6224471 39.325144, -76.6224026 39.3251458, -76.6223542 39.325152, -76.6223177 39.3251608, -76.622275 39.3251755, -76.6222266 39.325196, -76.6221887 39.3252191, -76.6221498 39.3252478, -76.6221238 39.3252621, -76.6221056 39.3252685, -76.6220932 39.3252705)",,,,,
4519821826,4519821847,0,455592028,footway,,,False,False,43.71,"LINESTRING (-76.6224983 39.3251469, -76.6225017 39.3251385, -76.6224985 39.3251253, -76.622358 39.3249334, -76.622302 39.3248923, -76.6222513 39.324856, -76.6222194 39.3248282)",,,,,
4519821836,4519821839,0,442592195,footway,,,False,True,21.385,"LINESTRING (-76.6224606 39.3255706, -76.6225911 39.3257343)",,,,,
4519821836,6007136883,0,455592026,footway,,,False,False,6.43,"LINESTRING (-76.6224606 39.3255706, -76.6224143 39.3255252)",,,,,
4519821836,4519821853,0,455592022,footway,,,False,True,31.810000000000002,"LINESTRING (-76.6224606 39.3255706, -76.6224956 39.3255424, -76.6225511 39.3255012, -76.6225885 39.3254662, -76.6226236 39.3254197, -76.6226564 39.3253549, -76.6226594 39.3253364)",,,,,
4519821839,4519821836,0,442592195,footway,,,False,False,21.385,"LINESTRING (-76.6225911 39.3257343, -76.6224606 39.3255706)",,,,,
4519821839,4402677277,0,442592195,footway,,,False,True,20.9,"LINESTRING (-76.6225911 39.3257343, -76.6227132 39.3258968)",,,,,
4519821839,4519821840,0,455592027,footway,,,False,False,29.844,"LINESTRING (-76.6225911 39.3257343, -76.6228834 39.3255897)",,,,,
4519821840,4519821839,0,455592027,footway,,,False,True,29.844,"LINESTRING (-76.6228834 39.3255897, -76.6225911 39.3257343)",,,,,
4519821840,4519821853,0,455592036,footway,,,False,False,34.125,"LINESTRING (-76.6228834 39.3255897, -76.6226594 39.3253364)",,,,,
4519821840,8817889934,0,455599997,footway,,,False,True,21.028999999999996,"LINESTRING (-76.6228834 39.3255897, -76.6229157 39.3256075, -76.6229412 39.3256122, -76.6229808 39.3256023, -76.6230778 39.3255536, -76.6230957 39.3255446)",,,,,
4519821844,4519821847,0,455592028,footway,,,False,True,3.689,"LINESTRING (-76.6222052 39.3247969, -76.6222194 39.3248282)",,,,,
4519821844,9191939013,0,455651122,footway,,,False,True,59.627,"LINESTRING (-76.6222052 39.3247969, -76.6216111 39.3250732)",,,,,
4519821844,5914374151,0,"[455592029, 455592030]",footway,,,False,False,14.191,"LINESTRING (-76.6222052 39.3247969, -76.6223172 39.3247429, -76.6223453 39.3247295)",,,,,
4519821847,4519821844,0,455592028,footway,,,False,False,3.689,"LINESTRING (-76.6222194 39.3248282, -76.6222052 39.3247969)",,,,,
4519821847,4519821826,0,455592028,footway,,,False,True,43.71,"LINESTRING (-76.6222194 39.3248282, -76.6222513 39.324856, -76.622302 39.3248923, -76.622358 39.3249334, -76.6224985 39.3251253, -76.6225017 39.3251385, -76.6224983 39.3251469)",,,,,
4519821847,9191939015,0,455600005,footway,,,False,False,50.391,"LINESTRING (-76.6222194 39.3248282, -76.6220993 39.3252597, -76.6220932 39.3252705)",,,,,
4519821849,4519821850,0,455592033,footway,,,False,False,14.307,"LINESTRING (-76.6226743 39.3245752, -76.6228163 39.3245082)",,,,,
4519821849,5914374156,0,"[455592032, 455592033]",footway,,,False,True,4.047,"LINESTRING (-76.6226743 39.3245752, -76.6226669 39.3245788, -76.6226341 39.3245941)",,,,,
4519821849,5674143896,0,"[455600002, 455600003]",footway,,,False,False,6.975,"LINESTRING (-76.6226743 39.3245752, -76.622682 39.3245959, -76.6226818 39.3246115, -76.6226754 39.3246366)",,,,,
4519821850,4519821849,0,455592033,footway,,,False,True,14.307,"LINESTRING (-76.6228163 39.3245082, -76.6226743 39.3245752)",,,,,
4519821850,5674143897,0,"[455592033, 455592034]",footway,,,False,False,5.467,"LINESTRING (-76.6228163 39.3245082, -76.6228281 39.3245026, -76.6228704 39.3244824)",,,,,
4519821850,4519871414,0,455600001,footway,,,False,True,9.339,"LINESTRING (-76.6228163 39.3245082, -76.6228402 39.3245307, -76.6228768 39.3245777)",,,,,
4519821852,10093737828,0,455592035,footway,,,False,True,8.331,"LINESTRING (-76.6236199 39.3241286, -76.6235372 39.3241676)",,,,,
4519821852,10075669644,0,1051961653,footway,,,False,True,57.924,"LINESTRING (-76.6236199 39.3241286, -76.6239672 39.3245749)",,,,,
4519821853,4519821840,0,455592036,footway,,,False,True,34.125,"LINESTRING (-76.6226594 39.3253364, -76.6228834 39.3255897)",,,,,
4519821853,4519821836,0,455592022,footway,,,False,False,31.810000000000002,"LINESTRING (-76.6226594 39.3253364, -76.6226564 39.3253549, -76.6226236 39.3254197, -76.6225885 39.3254662, -76.6225511 39.3255012, -76.6224956 39.3255424, -76.6224606 39.3255706)",,,,,
4519821853,9193161085,0,455592022,footway,,,False,True,13.041999999999998,"LINESTRING (-76.6226594 39.3253364, -76.6226644 39.325305, -76.622644 39.325255, -76.6226226 39.3252262)",,,,,
4519871391,9180185745,0,455599988,footway,,,False,True,101.703,"LINESTRING (-76.6249638 39.3258602, -76.6239551 39.3263374)",,,,,
4519871391,9667164776,0,1051961656,footway,,,False,False,3.135,"LINESTRING (-76.6249638 39.3258602, -76.6249429 39.3258371)",,,,,
4519871392,9667164778,0,1051961654,footway,,,False,True,2.871,"LINESTRING (-76.6248712 39.3257367, -76.6248878 39.3257591)",,,,,
4519871392,10075669681,0,"[1051961653, 455599990]",footway,,,False,False,79.02600000000001,"LINESTRING (-76.6248712 39.3257367, -76.6248227 39.3256743, -76.6243974 39.3251278)",,,,,
4519871392,4402679401,0,"[455599992, 442592152, 455599991]",footway,,no,False,"[False, True]",150.29999999999998,"LINESTRING (-76.6248712 39.3257367, -76.6238719 39.3262004, -76.6238134 39.3262307, -76.6237596 39.3262585, -76.6233799 39.3264409)",,,,,
4519871399,8817889934,0,1051961668,footway,,,False,False,27.036,"LINESTRING (-76.6233692 39.3256579, -76.6233338 39.3256314, -76.6232693 39.3255969, -76.6232067 39.3255735, -76.6230957 39.3255446)",,,,,
4519871403,4519871404,0,455599996,footway,,,False,True,8.824,"LINESTRING (-76.6232651 39.3253677, -76.6233509 39.3253242)",,,,,
4519871404,4519871403,0,455599996,footway,,,False,False,8.824,"LINESTRING (-76.6233509 39.3253242, -76.6232651 39.3253677)",,,,,
4519871404,8817889934,0,455599997,footway,,,False,False,37.080999999999996,"LINESTRING (-76.6233509 39.3253242, -76.6233518 39.3254047, -76.623349 39.3254253, -76.6233338 39.3254444, -76.623311 39.3254568, -76.6230957 39.3255446)",,,,,
4519871404,9193103396,0,"[995556585, 455599997]",footway,,,False,True,4.736,"LINESTRING (-76.6233509 39.3253242, -76.6233562 39.3253129, -76.6233698 39.3252842)",,,,,
4519871414,5674143898,0,455600000,footway,,,False,False,5.075,"LINESTRING (-76.6228768 39.3245777, -76.6229316 39.3245608)",,,,,
4519871414,4520153355,0,455599999,footway,,,False,True,33.394999999999996,"LINESTRING (-76.6228768 39.3245777, -76.6229819 39.3247137, -76.6229923 39.3247379, -76.6229895 39.3247635, -76.6229789 39.324786, -76.6229532 39.3248056, -76.622911 39.3248266)",,,,,
4519871414,4519821850,0,455600001,footway,,,False,False,9.339,"LINESTRING (-76.6228768 39.3245777, -76.6228402 39.3245307, -76.6228163 39.3245082)",,,,,
4519871425,6007133782,0,455591581,footway,,,False,True,9.236,"LINESTRING (-76.622089 39.325278, -76.6220373 39.3253508)",,,,,
4519871425,6007136884,0,455592023,footway,,,False,True,6.334,"LINESTRING (-76.622089 39.325278, -76.6221451 39.3253149)",,,,,
4519871425,9191939015,0,455600005,footway,,,False,True,0.909,"LINESTRING (-76.622089 39.325278, -76.6220932 39.3252705)",,,,,
4519871452,247671340,0,455587616,footway,,,False,False,15.614,"LINESTRING (-76.620147 39.3279271, -76.6201544 39.3280674)",,,,,
4519871452,9505942033,0,455587616,footway,,,False,True,20.261,"LINESTRING (-76.620147 39.3279271, -76.6201356 39.3277451)",,,,,
4519871452,4519871453,0,"[1030988555, 1030988556, 455600013]","['steps', 'footway']",,,False,False,6.918,"LINESTRING (-76.620147 39.3279271, -76.6201129 39.3279276, -76.6200951 39.327928, -76.6200666 39.3279285)",,,,,
4519871453,4519871452,0,"[1030988555, 1030988556, 455600013]","['steps', 'footway']",,,False,True,6.918,"LINESTRING (-76.6200666 39.3279285, -76.6200951 39.327928, -76.6201129 39.3279276, -76.620147 39.3279271)",,,,,
4519871454,247671353,0,"[1031406490, 1031406491, 22975990]","['steps', 'footway']",,,False,True,6.968,"LINESTRING (-76.6200432 39.3275656, -76.6200722 39.3275652, -76.6200893 39.327565, -76.6201242 39.3275645)",,,,,
4519871456,2044048167,0,193901031,footway,,,False,True,28.261,"LINESTRING (-76.619748 39.3268331, -76.6197141 39.3268441, -76.6194227 39.326856)",,,,,
4519871456,2044048158,0,455591578,footway,,,False,False,13.126000000000001,"LINESTRING (-76.619748 39.3268331, -76.6197065 39.3267666, -76.6196721 39.3267313)",,,,,
4519871456,247671325,0,"[455591579, 455587615]",footway,,,False,"[False, True]",30.489,"LINESTRING (-76.619748 39.3268331, -76.6198754 39.3268654, -76.6200507 39.326917, -76.6200623 39.3269204, -76.6200814 39.326926)",,,,,
4519871456,2451200784,0,"[455600016, 455600017, 455600015]","['steps', 'footway']",,,False,True,12.318999999999999,"LINESTRING (-76.619748 39.3268331, -76.6197519 39.3268799, -76.6197542 39.3269126, -76.6197563 39.3269437)",,,,,
4519871456,2044048159,0,455600026,footway,,,False,True,24.689,"LINESTRING (-76.619748 39.3268331, -76.6197051 39.3268172, -76.619489 39.3267374)",,,,,
4519871469,8908165921,0,"[963021592, 963021593, 963021594]","['steps', 'footway']",,,False,True,29.248,"LINESTRING (-76.6180738 39.3271672, -76.6180574 39.3271462, -76.6180529 39.3271353, -76.6180589 39.3271216, -76.6180665 39.3271145, -76.6180807 39.3271094, -76.6180985 39.3271102, -76.618134 39.3271176, -76.6181761 39.3271302, -76.6181984 39.3271322, -76.6182258 39.3271286, -76.6182423 39.3271211, -76.618256 39.3271066, -76.6182595 39.3270642)",,,,,
4519871477,1323073753,0,369149188,service,,,False,False,10.263,"LINESTRING (-76.6186097 39.3312298, -76.6185626 39.331145)",,,,,
4519871477,9169529702,0,369149188,service,,,False,True,63.382,"LINESTRING (-76.6186097 39.3312298, -76.6186482 39.3317279, -76.6186587 39.3317601, -76.6186811 39.3317937)",,,,,
4519871477,4519934734,0,"[455600033, 455600034]",service,,,False,False,14.187000000000001,"LINESTRING (-76.6186097 39.3312298, -76.6185357 39.3312325, -76.6184449 39.3312351)",,,,,
4519871480,4519934734,0,455600034,service,,,False,True,14.235,"LINESTRING (-76.6182795 39.3312398, -76.6184449 39.3312351)",,,,,
4519871480,9124532063,0,"[993649233, 987164796]","['path', 'footway']",,,False,True,45.70700000000001,"LINESTRING (-76.6182795 39.3312398, -76.6182604 39.3312657, -76.6182338 39.3312855, -76.6182016 39.3313237, -76.6181826 39.3313684, -76.6181655 39.3314396, -76.6181437 39.3315158, -76.6180944 39.3316185)",,,,,
4519871480,9180118238,0,"[993649234, 993649235]",footway,,,False,True,3.384,"LINESTRING (-76.6182795 39.3312398, -76.6182587 39.3312331, -76.618242 39.3312316)",,,,,
4519934734,4519871480,0,455600034,service,,,False,False,14.235,"LINESTRING (-76.6184449 39.3312351, -76.6182795 39.3312398)",,,,,
4519934734,4519871477,0,"[455600033, 455600034]",service,,,False,True,14.187000000000001,"LINESTRING (-76.6184449 39.3312351, -76.6185357 39.3312325, -76.6186097 39.3312298)",,,,,
4519934734,5674123584,0,"[455610434, 987164795, 455610435]",footway,,,False,False,14.326,"LINESTRING (-76.6184449 39.3312351, -76.6184433 39.331188, -76.6184424 39.3311599, -76.6184318 39.3311511, -76.6184352 39.3311096)",,,,,
4519934736,5674123584,0,455610435,footway,,,False,True,4.0,"LINESTRING (-76.6184382 39.3310737, -76.6184352 39.3311096)",,,,,
4519934736,4519934738,0,455610436,footway,,,False,False,1.956,"LINESTRING (-76.6184382 39.3310737, -76.6184164 39.3310687)",,,,,
4519934736,4519817372,0,"[455610436, 455663813]",footway,,,False,True,19.820999999999998,"LINESTRING (-76.6184382 39.3310737, -76.6185066 39.3310749, -76.6186467 39.331068, -76.6186483 39.3310847)",,,,,
4519934738,4519934739,0,455610436,footway,,,False,False,7.817,"LINESTRING (-76.6184164 39.3310687, -76.6184115 39.3309985)",,,,,
4519934738,4519934736,0,455610436,footway,,,False,True,1.956,"LINESTRING (-76.6184164 39.3310687, -76.6184382 39.3310737)",,,,,
4519934738,5674123585,0,455610437,footway,,,False,False,3.929,"LINESTRING (-76.6184164 39.3310687, -76.6183708 39.3310666)",,,,,
4519934739,4519934738,0,455610436,footway,,,False,True,7.817,"LINESTRING (-76.6184115 39.3309985, -76.6184164 39.3310687)",,,,,
4519934740,2044048561,0,193901070,footway,,,False,True,5.947,"LINESTRING (-76.6183015 39.3310633, -76.6183054 39.3311167)",,,,,
4519934740,5674123585,0,455610437,footway,,,False,True,5.972,"LINESTRING (-76.6183015 39.3310633, -76.6183708 39.3310666)",,,,,
4519934740,2044048545,0,193901070,footway,,,False,False,62.245,"LINESTRING (-76.6183015 39.3310633, -76.6182673 39.3310248, -76.6182574 39.3310136, -76.618232 39.330956, -76.6182014 39.330518)",,,,,
4519934764,4520077241,0,455610446,footway,,,False,False,3.709,"LINESTRING (-76.6206157 39.3324375, -76.620648 39.3324596)",,,,,
4519934764,244355192,0,22763171,service,,,True,False,67.994,"LINESTRING (-76.6206157 39.3324375, -76.6206486 39.3324036, -76.6206767 39.332366, -76.6206969 39.3323203, -76.6207076 39.3322679, -76.6207029 39.3322192, -76.6206868 39.3321673, -76.6206566 39.3321248, -76.620607 39.3320849, -76.6205467 39.3320553, -76.6204736 39.3320361, -76.6204025 39.3320314, -76.6203415 39.3320408)",,,,,
4519934765,4520077241,0,"[992453880, 993655300, 455610446, 992453879]","['steps', 'footway']",,,False,True,9.081999999999999,"LINESTRING (-76.620727 39.3325138, -76.6206969 39.3324932, -76.6206728 39.3324767, -76.6206601 39.332468, -76.620648 39.3324596)",,,,,
4519935120,8942038209,0,966518418,footway,,,False,False,2.921,"LINESTRING (-76.6231405 39.335772, -76.6231711 39.3357834)",,,,,
4519935120,8993640192,0,455610451,footway,,,False,True,139.353,"LINESTRING (-76.6231405 39.335772, -76.6219378 39.3349861, -76.6219029 39.3349631)",,,,,
