u,v,key,osmid,highway,service,access,oneway,reversed,length,geometry,lanes,name,maxspeed,tunnel,bridge
1909367172,8750045858,0,991714939,footway,,,False,True,21.648,"LINESTRING (-76.6193507 39.3298631, -76.6193012 39.3297767, -76.6192352 39.3296905)",,,,,
1909367192,1808834393,0,169722271,residential,,,False,True,5.275,"LINESTRING (-76.6225714 39.3299828, -76.6225146 39.3299649)",,President's Way,12 mph,,
1909367192,1909367208,0,952670854,residential,,,True,False,19.118,"LINESTRING (-76.6225714 39.3299828, -76.6225574 39.3299985, -76.6225512 39.330017, -76.6225536 39.330036, -76.6225642 39.3300533, -76.6225818 39.3300667, -76.6226043 39.3300746, -76.6226289 39.3300762, -76.6226527 39.3300711, -76.6226728 39.33006)",,President's Way,12 mph,,
1909367193,2044048484,0,193901080,service,driveway,,False,False,3.923,"LINESTRING (-76.6226798 39.329989, -76.6227188 39.3299707)",,,,,
1909367193,1909367192,0,952670854,residential,,,True,False,10.582,"LINESTRING (-76.6226798 39.329989, -76.6226621 39.3299758, -76.6226396 39.329968, -76.6226151 39.3299666, -76.6225914 39.3299717, -76.6225714 39.3299828)",,President's Way,12 mph,,
1909367197,8796666373,0,950205552,footway,,,False,False,51.590999999999994,"LINESTRING (-76.6226924 39.3300126, -76.6227512 39.3300114, -76.6227792 39.3300117, -76.6228026 39.3300084, -76.6228189 39.3300048, -76.622836 39.3299967, -76.6228727 39.3299807, -76.6229069 39.3299575, -76.6229389 39.3299319, -76.6229778 39.3299015, -76.6229883 39.3298753, -76.6230031 39.3298319, -76.6230322 39.3297395, -76.6230773 39.3297492)",,,,,
1909367197,1909367193,0,952670854,residential,,,True,False,2.859,"LINESTRING (-76.6226924 39.3300126, -76.6226879 39.3300002, -76.6226798 39.329989)",,President's Way,12 mph,,
1909367208,2044048490,0,193901026,service,driveway,,False,False,52.94,"LINESTRING (-76.6226728 39.33006, -76.62274 39.3301173, -76.6227923 39.3301464, -76.6228433 39.3301588, -76.6228956 39.3301578, -76.6229533 39.3301464, -76.6230217 39.3301236, -76.6230793 39.3300976, -76.6231169 39.3300717, -76.6231585 39.3300063)",,,,,
1909367208,1909367197,0,952670854,residential,,,True,False,5.721,"LINESTRING (-76.6226728 39.33006, -76.6226858 39.3300461, -76.6226925 39.3300297, -76.6226924 39.3300126)",,President's Way,12 mph,,
1909367255,1909367259,0,455591617,footway,,,False,False,6.474,"LINESTRING (-76.6202505 39.3304319, -76.6202554 39.33049)",,,,,
1909367255,244453415,0,22770711,footway,,,False,False,11.508,"LINESTRING (-76.6202505 39.3304319, -76.6201726 39.3304565, -76.6201274 39.3304724)",,,,,
1909367255,244453413,0,22770711,footway,,,False,True,27.462,"LINESTRING (-76.6202505 39.3304319, -76.6203519 39.3303862, -76.6204213 39.3303405, -76.6204722 39.3303096, -76.6205155 39.3302974)",,,,,
1909367259,244453415,0,22975997,footway,,,False,False,11.182,"LINESTRING (-76.6202554 39.33049, -76.6201274 39.3304724)",,,,,
1909367259,4519817445,0,455591617,footway,,,False,False,14.458,"LINESTRING (-76.6202554 39.33049, -76.6202627 39.3306199)",,,,,
1909367259,1909367255,0,455591617,footway,,,False,True,6.474,"LINESTRING (-76.6202554 39.33049, -76.6202505 39.3304319)",,,,,
1909367259,244453417,0,22975997,footway,,,False,True,23.563000000000002,"LINESTRING (-76.6202554 39.33049, -76.6203178 39.330493, -76.6203885 39.3304946, -76.6205287 39.3304853)",,,,,
1909367314,9159297051,0,22770672,footway,,,False,False,1.016,"LINESTRING (-76.6192257 39.3308919, -76.619234 39.3308984)",,,,,
1909367314,244453058,0,22770672,footway,,,False,True,16.014,"LINESTRING (-76.6192257 39.3308919, -76.6191673 39.3308203, -76.6191325 39.3307674)",,,,,
1909367314,4520038589,0,455630116,footway,,,False,True,24.706000000000003,"LINESTRING (-76.6192257 39.3308919, -76.6191895 39.3308769, -76.6191465 39.3308639, -76.6190983 39.3308541, -76.6190205 39.3308468, -76.6189487 39.3308465)",,,,,
1909367334,9159493641,0,22975998,footway,,,False,False,23.335,"LINESTRING (-76.6192444 39.3310657, -76.6189735 39.3310772)",,,,,
1909367334,9159297051,0,991326274,footway,,,False,False,18.624,"LINESTRING (-76.6192444 39.3310657, -76.619234 39.3308984)",,,,,
1909367334,9159493636,0,991326274,footway,,,False,True,8.628,"LINESTRING (-76.6192444 39.3310657, -76.6192494 39.3311432)",,,,,
1909367334,244453060,0,22975998,footway,,,False,True,18.35,"LINESTRING (-76.6192444 39.3310657, -76.6193028 39.3310626, -76.61939 39.3310475, -76.6194456 39.3310208)",,,,,
1909367389,244453391,0,180508511,footway,,,False,True,96.393,"LINESTRING (-76.6227879 39.3313751, -76.622724 39.3313534, -76.6226264 39.3313244, -76.6224756 39.3312954, -76.6222959 39.3312646, -76.6221679 39.3312466, -76.6220536 39.3312364, -76.6219218 39.3312287, -76.6218231 39.3312294, -76.6216923 39.3312334)",,,,,
1909367389,4519817430,0,455591615,footway,,,False,False,32.106,"LINESTRING (-76.6227879 39.3313751, -76.6228783 39.3314159, -76.6229419 39.3314469, -76.6230411 39.3315014, -76.6230954 39.3315377)",,,,,
1909367389,4402679649,0,"[993656452, 993656453, 993656454, 889958599, 993656455, 1026114832, 966518394]","['steps', 'footway']",,,False,False,66.66099999999999,"LINESTRING (-76.6227879 39.3313751, -76.6228058 39.3313581, -76.6228323 39.3313286, -76.6228524 39.3312943, -76.6228516 39.3312758, -76.622851 39.3312622, -76.6228376 39.3312321, -76.6228256 39.3311958, -76.6228242 39.3311709, -76.6228275 39.3311513, -76.6228309 39.3311315, -76.6228537 39.3310972, -76.6228964 39.3310542, -76.6229441 39.3309751, -76.6229597 39.3309301, -76.6229687 39.3308821, -76.6229663 39.3308572, -76.6229476 39.3308223)",,,,,
1909367389,4519817427,0,"[993656448, 993656449, 993656450, 993656451, 889958598, 966518393, 966518394]","['steps', 'footway']",,,False,"[False, True]",21.985000000000003,"LINESTRING (-76.6227879 39.3313751, -76.6227727 39.3313916, -76.6227371 39.3314341, -76.6227301 39.3314425, -76.6226998 39.3314786, -76.6226705 39.331513, -76.6226617 39.3315234, -76.6226477 39.3315404)",,,,,
1909367437,4519817351,0,337799924,footway,,,False,False,64.279,"LINESTRING (-76.6225519 39.3319997, -76.6220043 39.3323931)",,,,,
1909367437,4402679803,0,22770707,footway,,,False,True,33.726,"LINESTRING (-76.6225519 39.3319997, -76.6225581 39.3319251, -76.6225533 39.3318496, -76.6225422 39.3317833, -76.6225183 39.3316992)",,,,,
1909367437,3448577926,0,"[966505060, 337799924]",footway,,,False,True,27.839,"LINESTRING (-76.6225519 39.3319997, -76.622777 39.3318441, -76.6227919 39.3318318)",,,,,
1909883465,4520153388,0,5994013,service,,private,False,False,47.994,"LINESTRING (-76.6232786 39.3246432, -76.6235578 39.3250169)",,,,,
1909883465,9667164794,0,5994013,service,,private,False,True,13.419,"LINESTRING (-76.6232786 39.3246432, -76.6231423 39.3247019)",,,,,
1909883465,4520153386,0,455651133,service,parking_aisle,private,False,False,12.304,"LINESTRING (-76.6232786 39.3246432, -76.6233781 39.3245637)",,,,,
1909883467,9667164794,0,5994013,service,,private,False,False,7.858,"LINESTRING (-76.6230625 39.3247363, -76.6231423 39.3247019)",,,,,
1909883467,9180185750,0,5994013,service,,private,False,True,14.119,"LINESTRING (-76.6230625 39.3247363, -76.6229805 39.3246263)",,,,,
1909883467,4520153376,0,455651130,service,,private,False,False,8.365,"LINESTRING (-76.6230625 39.3247363, -76.6230226 39.3248049)",,,,,
2044048148,2451200752,0,455600020,footway,,,False,True,10.957,"LINESTRING (-76.6196823 39.3265785, -76.6197705 39.3265074)",,,,,
2044048148,2044048158,0,455600019,footway,,,False,True,17.022,"LINESTRING (-76.6196823 39.3265785, -76.619676 39.3266313, -76.6196737 39.3266718, -76.6196721 39.3267313)",,,,,
2044048148,9193123020,0,455600020,footway,,,False,False,15.0,"LINESTRING (-76.6196823 39.3265785, -76.6196059 39.3266185, -76.6195335 39.3266485)",,,,,
2044048152,2044048159,0,193901058,footway,,,False,False,9.897,"LINESTRING (-76.6195367 39.3266564, -76.619489 39.3267374)",,,,,
2044048152,9193123020,0,995553094,footway,,,False,False,0.921,"LINESTRING (-76.6195367 39.3266564, -76.6195335 39.3266485)",,,,,
2044048152,2044048158,0,455600018,footway,,,False,False,14.414000000000001,"LINESTRING (-76.6195367 39.3266564, -76.6196059 39.3266855, -76.6196721 39.3267313)",,,,,
2044048156,5674165452,0,455600024,footway,,,False,True,7.401,"LINESTRING (-76.6193802 39.326688, -76.6193032 39.3266583)",,,,,
2044048156,2044048159,0,455600026,footway,,,False,False,10.851,"LINESTRING (-76.6193802 39.326688, -76.619489 39.3267374)",,,,,
2044048156,9193123020,0,455600020,footway,,,False,True,13.926,"LINESTRING (-76.6193802 39.326688, -76.6194724 39.3266683, -76.6195335 39.3266485)",,,,,
2044048156,2044048168,0,995553080,footway,,,False,False,18.967,"LINESTRING (-76.6193802 39.326688, -76.6193756 39.3267252, -76.6193765 39.3267706, -76.6193886 39.3268579)",,,,,
2044048158,4519871456,0,455591578,footway,,,False,True,13.126000000000001,"LINESTRING (-76.6196721 39.3267313, -76.6197065 39.3267666, -76.619748 39.3268331)",,,,,
2044048158,2044048152,0,455600018,footway,,,False,True,14.414000000000001,"LINESTRING (-76.6196721 39.3267313, -76.6196059 39.3266855, -76.6195367 39.3266564)",,,,,
2044048158,2044048148,0,455600019,footway,,,False,False,17.022000000000002,"LINESTRING (-76.6196721 39.3267313, -76.6196737 39.3266718, -76.619676 39.3266313, -76.6196823 39.3265785)",,,,,
2044048159,2044048167,0,193901058,footway,,,False,False,14.368,"LINESTRING (-76.619489 39.3267374, -76.6194227 39.326856)",,,,,
2044048159,2044048152,0,193901058,footway,,,False,True,9.897,"LINESTRING (-76.619489 39.3267374, -76.6195367 39.3266564)",,,,,
2044048159,2044048156,0,455600026,footway,,,False,True,10.851,"LINESTRING (-76.619489 39.3267374, -76.6193802 39.326688)",,,,,
2044048159,4519871456,0,455600026,footway,,,False,False,24.689,"LINESTRING (-76.619489 39.3267374, -76.6197051 39.3268172, -76.619748 39.3268331)",,,,,
2044048162,2044048166,0,1033609990,footway,,,False,False,6.545,"LINESTRING (-76.6192676 39.3268217, -76.6193278 39.3268577)",,,,,
2044048162,8980949891,0,970453188,footway,,,False,True,14.57,"LINESTRING (-76.6192676 39.3268217, -76.6192904 39.3269141, -76.6192931 39.326951)",,,,,
2044048162,244453291,0,1033609990,footway,,,False,True,20.990000000000002,"LINESTRING (-76.6192676 39.3268217, -76.6191499 39.3267759, -76.6190392 39.3267614)",,,,,
2044048166,2044048168,0,193901031,footway,,,False,False,5.23,"LINESTRING (-76.6193278 39.3268577, -76.6193886 39.3268579)",,,,,
2044048166,5674165452,0,193901034,service,,,False,True,22.273,"LINESTRING (-76.6193278 39.3268577, -76.6193032 39.3266583)",,,12 mph,,
2044048166,2044048162,0,1033609990,footway,,,False,True,6.545,"LINESTRING (-76.6193278 39.3268577, -76.6192676 39.3268217)",,,,,
2044048166,2451200788,0,193901034,service,,,False,False,19.556,"LINESTRING (-76.6193278 39.3268577, -76.6193357 39.3269658, -76.6193406 39.3270333)",,,12 mph,,
2044048167,2044048168,0,193901031,footway,,,False,True,2.941,"LINESTRING (-76.6194227 39.326856, -76.6193886 39.3268579)",,,,,
2044048167,2044048159,0,193901058,footway,,,False,True,14.368,"LINESTRING (-76.6194227 39.326856, -76.619489 39.3267374)",,,,,
2044048167,4519871456,0,193901031,footway,,,False,False,28.261,"LINESTRING (-76.6194227 39.326856, -76.6197141 39.3268441, -76.619748 39.3268331)",,,,,
2044048168,2044048167,0,193901031,footway,,,False,False,2.941,"LINESTRING (-76.6193886 39.3268579, -76.6194227 39.326856)",,,,,
2044048168,2044048166,0,193901031,footway,,,False,True,5.23,"LINESTRING (-76.6193886 39.3268579, -76.6193278 39.3268577)",,,,,
2044048168,2451200804,0,455600025,footway,,,False,False,49.986999999999995,"LINESTRING (-76.6193886 39.3268579, -76.6193946 39.3269635, -76.6194142 39.327307)",,,,,
2044048168,2044048156,0,995553080,footway,,,False,True,18.967000000000002,"LINESTRING (-76.6193886 39.3268579, -76.6193765 39.3267706, -76.6193756 39.3267252, -76.6193802 39.326688)",,,,,
2044048170,4402679429,0,242167751,footway,,,False,False,42.097,"LINESTRING (-76.6235274 39.3269817, -76.6234814 39.3268471, -76.623425 39.3267434, -76.6233347 39.3266375)",,,,,
2044048170,5914370368,0,"[442592168, 193901065, 442592170, 1060076043, 455630156, 193901071]","['steps', 'footway']",,,False,False,53.489,"LINESTRING (-76.6235274 39.3269817, -76.6235108 39.3269861, -76.6234746 39.3269911, -76.6234253 39.327001, -76.6233835 39.3270129, -76.6231008 39.3271058, -76.6230525 39.3271162, -76.6229685 39.3271208, -76.622938 39.327119)",,,,,
2044048170,49542873,0,"[193901048, 1060076043]",footway,,,False,True,5.031,"LINESTRING (-76.6235274 39.3269817, -76.6235403 39.3269782, -76.6235847 39.3269735)",,,,,
2044048189,9342004961,0,22976004,footway,,,False,True,9.796,"LINESTRING (-76.6220606 39.3271991, -76.6220611 39.3272872)",,,,,
2044048189,247671679,0,193901038,footway,,,False,False,15.862,"LINESTRING (-76.6220606 39.3271991, -76.6220488 39.3271491, -76.6220251 39.3271073, -76.6219946 39.3270676)",,,,,
2044048189,1808834405,0,"[169722270, 193901038]","['service', 'footway']",,,False,True,74.898,"LINESTRING (-76.6220606 39.3271991, -76.6221244 39.3272164, -76.6222263 39.3272141, -76.6229271 39.3271955)",,,,,
2044048189,8975765123,0,455630155,footway,,,False,True,17.633000000000003,"LINESTRING (-76.6220606 39.3271991, -76.6221396 39.3271434, -76.6222376 39.3271398)",,,,,
2044048203,2451200817,0,155236760,footway,,,False,False,10.365,"LINESTRING (-76.6194188 39.3273989, -76.6195391 39.3273934)",,,,,
2044048203,2451200804,0,455600025,footway,,,False,True,10.226,"LINESTRING (-76.6194188 39.3273989, -76.6194142 39.327307)",,,,,
2044048203,244453280,0,155236760,footway,,,False,True,4.987,"LINESTRING (-76.6194188 39.3273989, -76.6193976 39.3274, -76.6193609 39.3274011)",,,,,
2044048219,8980949890,0,970453186,footway,,,False,False,3.074,"LINESTRING (-76.6193615 39.3277096, -76.6193258 39.3277108)",,,,,
2044048219,4520237300,0,"[193901034, 443215349]",service,,,False,False,68.15100000000001,"LINESTRING (-76.6193615 39.3277096, -76.6193696 39.3279783, -76.6193588 39.3280312, -76.619332 39.3280706, -76.6194913 39.3281607, -76.6195396 39.3281959, -76.6195664 39.3282325)",,,12 mph,,
2044048219,244453280,0,193901034,service,,,False,True,34.31,"LINESTRING (-76.6193615 39.3277096, -76.6193575 39.3276048, -76.6193609 39.3274011)",,,12 mph,,
2044048292,2044048359,0,"[455657938, 970453178]",footway,,,False,False,67.875,"LINESTRING (-76.6178874 39.3282078, -76.6179189 39.3287508, -76.6179673 39.3288062)",,,,,
2044048296,4408342782,0,193901075,footway,,,False,False,18.459,"LINESTRING (-76.618875 39.3282953, -76.6189531 39.3283056, -76.6190252 39.3283103, -76.6190882 39.3283118)",,,,,
2044048296,244453311,0,193901075,footway,,,False,True,29.323,"LINESTRING (-76.618875 39.3282953, -76.6188184 39.3283133, -76.6187875 39.3283278, -76.6187339 39.3283641, -76.6186949 39.328414, -76.6186501 39.3284805)",,,,,
2044048296,244453308,0,945139692,footway,,,False,False,27.869,"LINESTRING (-76.618875 39.3282953, -76.6189239 39.3283338, -76.6189964 39.3284212, -76.6190446 39.3285062)",,,,,
2044048296,8980949887,0,945139692,footway,,,False,True,18.714,"LINESTRING (-76.618875 39.3282953, -76.6188093 39.3282632, -76.6186837 39.3282156)",,,,,
2044048296,8980949888,0,970453184,footway,,,False,True,15.818999999999999,"LINESTRING (-76.618875 39.3282953, -76.6188634 39.3282326, -76.618841 39.3281556)",,,,,
2044048298,9456927448,0,193901032,footway,,,False,False,12.982999999999997,"LINESTRING (-76.6203876 39.3283204, -76.6203674 39.3283286, -76.6203501 39.3283373, -76.6203406 39.3283507, -76.6203346 39.328364, -76.620333 39.3283794, -76.6203371 39.3283963, -76.620353 39.3284135)",,,,,
2044048298,2044048317,0,193901032,footway,,,False,True,17.756,"LINESTRING (-76.6203876 39.3283204, -76.6204098 39.3283258, -76.6204304 39.3283329, -76.6204453 39.328345, -76.6204525 39.3283617, -76.6204536 39.3283786, -76.6204511 39.328395, -76.6204414 39.3284096, -76.6204233 39.32842, -76.6203958 39.3284277)",,,,,
2044048298,247671241,0,"[968785270, 193901051, 966518382]","['steps', 'footway']",,,False,False,7.074,"LINESTRING (-76.6203876 39.3283204, -76.6203856 39.3282929, -76.6203836 39.3282659, -76.6203826 39.3282569)",,,,,
2044048317,2044048298,0,193901032,footway,,,False,False,17.756,"LINESTRING (-76.6203958 39.3284277, -76.6204233 39.32842, -76.6204414 39.3284096, -76.6204511 39.328395, -76.6204536 39.3283786, -76.6204525 39.3283617, -76.6204453 39.328345, -76.6204304 39.3283329, -76.6204098 39.3283258, -76.6203876 39.3283204)",,,,,
2044048317,9456927448,0,193901032,footway,,,False,True,4.1,"LINESTRING (-76.6203958 39.3284277, -76.6203703 39.3284235, -76.620353 39.3284135)",,,,,
2044048317,2044048318,0,"[966518378, 992218077, 992218078]","['steps', 'footway']",,,False,True,3.342,"LINESTRING (-76.6203958 39.3284277, -76.6203964 39.3284362, -76.6203973 39.3284492, -76.6203979 39.3284577)",,,,,
2044048318,2044048317,0,"[966518378, 992218077, 992218078]","['steps', 'footway']",,,False,False,3.342,"LINESTRING (-76.6203979 39.3284577, -76.6203973 39.3284492, -76.6203964 39.3284362, -76.6203958 39.3284277)",,,,,
2044048318,9732729078,0,"[966518371, 193901074, 966518379]","['steps', 'footway']",,,False,True,12.254999999999999,"LINESTRING (-76.6203979 39.3284577, -76.6203664 39.3284628, -76.620349 39.3284761, -76.6203374 39.3284938, -76.6203371 39.3285156, -76.6203391 39.3285403)",,,,,
2044048318,9732729079,0,"[966518377, 193901067, 966518380]","['steps', 'footway']",,,False,True,12.011,"LINESTRING (-76.6203979 39.3284577, -76.6204275 39.3284617, -76.6204469 39.3284739, -76.6204595 39.3284904, -76.6204624 39.3285109, -76.6204642 39.3285365)",,,,,
2044048355,244453294,0,945139692,footway,,,False,True,9.33,"LINESTRING (-76.6190792 39.3287728, -76.6190784 39.3286889)",,,,,
2044048355,8325678393,0,"[966518369, 443215339, 455600012, 22770687]","['steps', 'footway']",,,False,True,41.544,"LINESTRING (-76.6190792 39.3287728, -76.6191876 39.328769, -76.6192827 39.3287649, -76.619496 39.3287569, -76.6195616 39.3287541)",,,,,
2044048355,2044048374,0,945139692,footway,,,False,False,24.25,"LINESTRING (-76.6190792 39.3287728, -76.6190712 39.3288389, -76.6190612 39.3288986, -76.6190522 39.3289467, -76.6190438 39.3289891)",,,,,
2044048359,244453313,0,455657936,footway,,,False,True,56.547000000000004,"LINESTRING (-76.6179673 39.3288062, -76.618004 39.3287808, -76.6180878 39.3287255, -76.618176 39.3286823, -76.6182765 39.3286522, -76.618377 39.3286368, -76.6184652 39.3286324, -76.61856 39.3286375)",,,,,
2044048359,2044048292,0,"[970453178, 455657938]",footway,,,False,True,67.875,"LINESTRING (-76.6179673 39.3288062, -76.6179189 39.3287508, -76.6178874 39.3282078)",,,,,
2044048359,2044048365,0,"[991347225, 818862081]",footway,,,False,False,6.458,"LINESTRING (-76.6179673 39.3288062, -76.6179959 39.3288268, -76.6180227 39.3288454)",,,,,
2044048361,8325678379,0,455600010,footway,,,False,False,14.853,"LINESTRING (-76.6196479 39.3287967, -76.6196492 39.3288153, -76.6196569 39.3289301)",,,,,
2044048361,8325678393,0,"[455600011, 455600012]",footway,,,False,False,12.296,"LINESTRING (-76.6196479 39.3287967, -76.6196449 39.3287507, -76.6195616 39.3287541)",,,,,
2044048361,8325678377,0,"[992080904, 180561492, 992080903]","['steps', 'footway']",,,False,"[False, True]",4.7010000000000005,"LINESTRING (-76.6196479 39.3287967, -76.619675 39.3287958, -76.6196877 39.3287953, -76.6197025 39.3287948)",,,,,
2044048365,8750045849,0,5995332,service,,,True,False,123.98500000000001,"LINESTRING (-76.6180227 39.3288454, -76.6180611 39.3288206, -76.6181367 39.3287718, -76.6181977 39.3287373, -76.6182855 39.3287013, -76.6183848 39.3286805, -76.6185122 39.3286733, -76.6186034 39.3286826, -76.6186838 39.3287044, -76.6187563 39.3287386, -76.61883 39.3287895, -76.6188998 39.3288631, -76.6189413 39.3289337, -76.6189775 39.3290107, -76.6189936 39.3290903, -76.6189943 39.3291393, -76.6189926 39.3291662)",,,,,
2044048365,2044048407,0,"[962901824, 818862081, 455600032, 455657937, 991347224]",footway,,,False,False,69.22500000000001,"LINESTRING (-76.6180227 39.3288454, -76.6180544 39.3288677, -76.6180643 39.3288746, -76.6180013 39.3289347, -76.617961 39.3290022, -76.6179503 39.329054, -76.6179476 39.3291142, -76.617954 39.3291837, -76.6179743 39.3292486, -76.618011 39.3292968, -76.6180418 39.3293288, -76.6180578 39.3293389, -76.6180795 39.3293519, -76.6180714 39.3293603, -76.6180424 39.3293868)",,,,,
2044048365,2044048359,0,"[818862081, 991347225]",footway,,,False,True,6.458,"LINESTRING (-76.6180227 39.3288454, -76.6179959 39.3288268, -76.6179673 39.3288062)",,,,,
2044048374,4519817356,0,945139692,footway,,,False,False,9.504,"LINESTRING (-76.6190438 39.3289891, -76.619068 39.3290725)",,,,,
2044048374,244453296,0,193901068,footway,,,False,True,44.309999999999995,"LINESTRING (-76.6190438 39.3289891, -76.6190162 39.3289405, -76.618964 39.3288686, -76.6189052 39.3287974, -76.6188445 39.3287453, -76.6187933 39.3287142, -76.6187317 39.3286812)",,,,,
2044048374,2044048355,0,945139692,footway,,,False,True,24.25,"LINESTRING (-76.6190438 39.3289891, -76.6190522 39.3289467, -76.6190612 39.3288986, -76.6190712 39.3288389, -76.6190792 39.3287728)",,,,,
2044048392,8750045849,0,22770671,footway,,,False,True,6.798,"LINESTRING (-76.6190582 39.3292003, -76.6189926 39.3291662)",,,,,
2044048392,8750045852,0,22770671,footway,,,False,False,19.691,"LINESTRING (-76.6190582 39.3292003, -76.6190863 39.3292265, -76.619111 39.3292522, -76.6191423 39.329305, -76.619175 39.3293515)",,,,,
2044048392,4519817356,0,945139692,footway,,,False,True,14.289,"LINESTRING (-76.6190582 39.3292003, -76.6190702 39.3291372, -76.619068 39.3290725)",,,,,
2044048392,4520038551,0,991337887,footway,,,False,False,21.813000000000002,"LINESTRING (-76.6190582 39.3292003, -76.6190433 39.3292777, -76.6190279 39.3293411, -76.6190127 39.3293932)",,,,,
2044048398,2044048456,0,193901054,footway,,,False,False,59.881,"LINESTRING (-76.6221124 39.3292516, -76.6219491 39.3297751)",,,,,
2044048398,4519817480,0,193901078,footway,,,False,True,6.803,"LINESTRING (-76.6221124 39.3292516, -76.6220349 39.3292394)",,,,,
2044048398,4520237294,0,193901078,footway,,,False,False,100.55199999999999,"LINESTRING (-76.6221124 39.3292516, -76.6228747 39.3293972, -76.6227894 39.3296867)",,,,,
2044048407,2044048415,0,"[455600032, 455600031]",footway,,,False,False,4.731,"LINESTRING (-76.6180424 39.3293868, -76.6180218 39.3294057, -76.6180066 39.3294191)",,,,,
2044048407,2044048365,0,"[455600032, 962901824, 818862081, 455657937, 991347224]",footway,,,False,True,69.225,"LINESTRING (-76.6180424 39.3293868, -76.6180714 39.3293603, -76.6180795 39.3293519, -76.6180578 39.3293389, -76.6180418 39.3293288, -76.618011 39.3292968, -76.6179743 39.3292486, -76.617954 39.3291837, -76.6179476 39.3291142, -76.6179503 39.329054, -76.617961 39.3290022, -76.6180013 39.3289347, -76.6180643 39.3288746, -76.6180544 39.3288677, -76.6180227 39.3288454)",,,,,
2044048414,9727032332,0,193901066,footway,,,False,True,6.541,"LINESTRING (-76.6213685 39.3294083, -76.6212925 39.3294103)",,,,,
2044048414,8942020511,0,966518383,footway,,,False,False,2.55,"LINESTRING (-76.6213685 39.3294083, -76.621367 39.3293854)",,,,,
2044048414,49418315,0,"[193901066, 992080900]",footway,,,False,False,13.488,"LINESTRING (-76.6213685 39.3294083, -76.6213707 39.329463, -76.6213875 39.3295283)",,,,,
2044048415,244453009,0,"[22770662, 987164789, 987164790, 987164791, 987164792, 987164793, 987164794, 455600030, 962901823]","['steps', 'footway']",,,False,False,34.340999999999994,"LINESTRING (-76.6180066 39.3294191, -76.6180456 39.3294414, -76.6181434 39.3295021, -76.6181682 39.3295382, -76.6181876 39.3295664, -76.6181951 39.329576, -76.6182193 39.3296024, -76.6182287 39.3296121, -76.6182556 39.3296379, -76.6182661 39.3296476)",,,,,
2044048415,2044048544,0,455600031,footway,,,False,False,119.206,"LINESTRING (-76.6180066 39.3294191, -76.6179582 39.3294587, -76.6180205 39.3304751)",,,,,
2044048415,2044048407,0,"[455600032, 455600031]",footway,,,False,True,4.731,"LINESTRING (-76.6180066 39.3294191, -76.6180218 39.3294057, -76.6180424 39.3293868)",,,,,
2044048435,2044048484,0,193901080,service,driveway,,False,True,47.206999999999994,"LINESTRING (-76.6229605 39.3296105, -76.6228835 39.3298414, -76.6228621 39.3298798, -76.6228165 39.3299171, -76.6227602 39.3299524, -76.6227188 39.3299707)",,,,,
2044048456,2044048398,0,193901054,footway,,,False,True,59.881,"LINESTRING (-76.6219491 39.3297751, -76.6221124 39.3292516)",,,,,
2044048456,5138208548,0,193901084,footway,,,False,False,5.219,"LINESTRING (-76.6219491 39.3297751, -76.6218951 39.3297537)",,,,,
2044048456,6007131819,0,"[193901054, 455654703]",footway,,,False,False,6.79,"LINESTRING (-76.6219491 39.3297751, -76.6219367 39.329808, -76.6219301 39.3298343)",,,,,
2044048458,9770539394,0,193901027,footway,,,False,False,5.801,"LINESTRING (-76.6191295 39.3297583, -76.6191546 39.3297377, -76.6191792 39.3297233)",,,,,
2044048458,9163290051,0,193901027,footway,,,False,True,11.857,"LINESTRING (-76.6191295 39.3297583, -76.6191157 39.3297844, -76.6191034 39.3298038, -76.6190901 39.3298148, -76.6190462 39.3298391)",,,,,
2044048458,9768096379,0,"[991772974, 1063724815]",footway,,,False,False,8.223,"LINESTRING (-76.6191295 39.3297583, -76.6190879 39.3297147, -76.6190675 39.3297266)",,,,,
2044048473,6007131819,0,455654703,footway,,,False,True,4.532,"LINESTRING (-76.6219207 39.3298744, -76.6219301 39.3298343)",,,,,
2044048473,9456927371,0,"[952165421, 455630135]",footway,,,False,"[False, True]",38.91199999999999,"LINESTRING (-76.6219207 39.3298744, -76.6218938 39.3298806, -76.6218534 39.3298946, -76.6218187 39.3299182, -76.6217964 39.3299591, -76.6217597 39.3301165, -76.6217587 39.3301356, -76.6217622 39.3301703)",,,,,
2044048473,2044048487,0,455654702,footway,,,False,False,16.662,"LINESTRING (-76.6219207 39.3298744, -76.6219475 39.3298995, -76.6220065 39.3299265, -76.6220766 39.329961)",,,,,
2044048476,1808834393,0,193901062,footway,,,False,False,19.505,"LINESTRING (-76.6227183 39.3298904, -76.6226788 39.3298967, -76.622622 39.3299182, -76.6225146 39.3299649)",,,,,
2044048476,2044048484,0,193901078,footway,,,False,False,8.93,"LINESTRING (-76.6227183 39.3298904, -76.6227192 39.3299426, -76.6227188 39.3299707)",,,,,
2044048476,4520237294,0,193901078,footway,,,False,True,23.466,"LINESTRING (-76.6227183 39.3298904, -76.6227273 39.3298696, -76.6227894 39.3296867)",,,,,
2044048484,1909367193,0,193901080,service,driveway,,False,True,3.923,"LINESTRING (-76.6227188 39.3299707, -76.6226798 39.329989)",,,,,
2044048484,2044048476,0,193901078,footway,,,False,True,8.93,"LINESTRING (-76.6227188 39.3299707, -76.6227192 39.3299426, -76.6227183 39.3298904)",,,,,
