element_type,osmid,nodes,amenity,healthcare,name,source,source:name,geometry
way,137388563,"[1507256022, 1507256024, 1507256045, 1507256028, 1507256022]",hospital,hospital,南京理工大学医院,bing,photograph,"POLYGON ((118.8459606 32.0329093, 118.8468411 32.0329241, 118.8468374 32.0330813, 118.8459569 32.0330665, 118.8459606 32.0329093))"
