u,v,key,osmid,name,highway,oneway,reversed,length,geometry
2733378207,2733378160,0,267947999,,service,False,False,20.41,"LINESTRING (116.3630262 39.9571275, 116.363043 39.9569444)"
2733378207,2733378228,0,267947999,,service,False,True,38.301,"LINESTRING (116.3630262 39.9571275, 116.3629946 39.9574711)"
2733378207,2733378206,0,267948006,,service,False,True,12.153,"LINESTRING (116.3630262 39.9571275, 116.362884 39.9571195)"
2733378211,2733378218,0,267948008,,service,False,False,8.6,"LINESTRING (116.3626194 39.9570327, 116.3626075 39.9571095)"
2733378211,2733378203,0,267948007,,service,False,False,26.023,"LINESTRING (116.3626194 39.9570327, 116.3627165 39.9570142, 116.3628014 39.9569832, 116.3628987 39.9569419)"
2733378211,2733378200,0,267948007,,service,False,True,26.500999999999998,"LINESTRING (116.3626194 39.9570327, 116.3625467 39.9570157, 116.3624618 39.9569863, 116.3624132 39.9569568, 116.3623403 39.956932)"
2733378218,2733378206,0,267948006,,service,False,False,23.593,"LINESTRING (116.3626075 39.9571095, 116.362884 39.9571195)"
2733378218,2733378205,0,267948006,,service,False,True,23.986,"LINESTRING (116.3626075 39.9571095, 116.3623264 39.9570993)"
2733378218,2733378220,0,267948008,,service,False,False,8.497,"LINESTRING (116.3626075 39.9571095, 116.3626054 39.9571859)"
2733378218,2733378211,0,267948008,,service,False,True,8.6,"LINESTRING (116.3626075 39.9571095, 116.3626194 39.9570327)"
2733378220,2733378218,0,267948008,,service,False,True,8.497,"LINESTRING (116.3626054 39.9571859, 116.3626075 39.9571095)"
2733378220,2733378232,0,267948011,,service,False,False,32.261,"LINESTRING (116.3626054 39.9571859, 116.3625674 39.9571871, 116.3625317 39.9571974, 116.3625021 39.9572157, 116.3624814 39.9572402, 116.3624718 39.9572684, 116.362475 39.9573001, 116.3624921 39.957329, 116.362521 39.9573518, 116.3625583 39.9573656, 116.3625806 39.9573674)"
2733378220,2733378232,1,267948011,,service,False,True,31.682999999999996,"LINESTRING (116.3626054 39.9571859, 116.362642 39.9571939, 116.3626735 39.9572103, 116.3626967 39.9572334, 116.3627093 39.957261, 116.36271 39.9572902, 116.3626987 39.957318, 116.3626741 39.9573436, 116.3626397 39.9573613, 116.3625995 39.9573689, 116.3625806 39.9573674)"
2733378222,2733378204,0,267947998,,service,False,False,37.957,"LINESTRING (116.3621511 39.957434, 116.3621765 39.9570932)"
2733378222,2733378156,0,267947998,,service,False,True,22.22,"LINESTRING (116.3621511 39.957434, 116.3621361 39.9576335)"
2733378222,2733378224,0,267948009,,service,False,False,12.542,"LINESTRING (116.3621511 39.957434, 116.362298 39.9574405)"
2733378224,2733378205,0,267948004,,service,False,False,38.017,"LINESTRING (116.362298 39.9574405, 116.3623264 39.9570993)"
2733378224,2733378199,0,267948004,,service,False,True,21.972,"LINESTRING (116.362298 39.9574405, 116.3622816 39.9576377)"
2733378224,2733378231,0,267948009,,service,False,False,23.29,"LINESTRING (116.362298 39.9574405, 116.3625708 39.9574525)"
2733378224,2733378222,0,267948009,,service,False,True,12.542,"LINESTRING (116.362298 39.9574405, 116.3621511 39.957434)"
2733378226,2733378206,0,267948005,,service,False,False,38.495,"LINESTRING (116.3628555 39.957465, 116.362884 39.9571195)"
2733378226,2733378202,0,267948005,,service,False,True,21.08,"LINESTRING (116.3628555 39.957465, 116.3628399 39.9576542)"
2733378226,2733378228,0,267948009,,service,False,False,11.875,"LINESTRING (116.3628555 39.957465, 116.3629946 39.9574711)"
2733378226,2733378231,0,267948009,,service,False,True,24.306,"LINESTRING (116.3628555 39.957465, 116.3625708 39.9574525)"
2733378228,2733378207,0,267947999,,service,False,False,38.301,"LINESTRING (116.3629946 39.9574711, 116.3630262 39.9571275)"
2733378228,2733378159,0,267947999,,service,False,True,20.868,"LINESTRING (116.3629946 39.9574711, 116.3629773 39.9576583)"
2733378228,2733378226,0,267948009,,service,False,True,11.875,"LINESTRING (116.3629946 39.9574711, 116.3628555 39.957465)"
2733378230,2733378202,0,267947992,,service,False,False,24.523,"LINESTRING (116.3625524 39.9576457, 116.3628399 39.9576542)"
2733378230,2733378199,0,267947992,,service,False,True,23.098,"LINESTRING (116.3625524 39.9576457, 116.3622816 39.9576377)"
2733378230,2733378231,0,267948010,,service,False,False,21.54,"LINESTRING (116.3625524 39.9576457, 116.3625708 39.9574525)"
2733378231,2733378226,0,267948009,,service,False,False,24.306,"LINESTRING (116.3625708 39.9574525, 116.3628555 39.957465)"
2733378231,2733378224,0,267948009,,service,False,True,23.29,"LINESTRING (116.3625708 39.9574525, 116.362298 39.9574405)"
2733378231,2733378232,0,267948010,,service,False,False,9.499,"LINESTRING (116.3625708 39.9574525, 116.3625806 39.9573674)"
2733378231,2733378230,0,267948010,,service,False,True,21.54,"LINESTRING (116.3625708 39.9574525, 116.3625524 39.9576457)"
2733378232,2733378231,0,267948010,,service,False,True,9.499,"LINESTRING (116.3625806 39.9573674, 116.3625708 39.9574525)"
2733378232,2733378220,0,267948011,,service,False,False,31.683,"LINESTRING (116.3625806 39.9573674, 116.3625995 39.9573689, 116.3626397 39.9573613, 116.3626741 39.9573436, 116.3626987 39.957318, 116.36271 39.9572902, 116.3627093 39.957261, 116.3626967 39.9572334, 116.3626735 39.9572103, 116.362642 39.9571939, 116.3626054 39.9571859)"
2733378232,2733378220,1,267948011,,service,False,True,32.260999999999996,"LINESTRING (116.3625806 39.9573674, 116.3625583 39.9573656, 116.362521 39.9573518, 116.3624921 39.957329, 116.362475 39.9573001, 116.3624718 39.9572684, 116.3624814 39.9572402, 116.3625021 39.9572157, 116.3625317 39.9571974, 116.3625674 39.9571871, 116.3626054 39.9571859)"
2733383584,6153792435,0,657010261,,footway,False,True,10.858,"LINESTRING (116.3599775 39.9600415, 116.3599846 39.959944)"
2733383584,2733383589,0,267948580,,service,False,False,25.072000000000003,"LINESTRING (116.3599775 39.9600415, 116.36 39.9601126, 116.3599836 39.9602644)"
2733383584,2733383589,1,267948580,,service,False,True,107.19999999999999,"LINESTRING (116.3599775 39.9600415, 116.3599073 39.9600012, 116.3598396 39.9600012, 116.359777 39.96003, 116.3597519 39.9600992, 116.3597219 39.9603854, 116.3597419 39.9604449, 116.359787 39.9604795, 116.3598647 39.9604872, 116.3599248 39.9604584, 116.3599675 39.9604142, 116.3599836 39.9602644)"
2733383589,537973050,0,267948581,,service,False,False,19.042,"LINESTRING (116.3599836 39.9602644, 116.3602068 39.9602719)"
2733383589,2733383584,0,267948580,,service,False,False,107.19999999999999,"LINESTRING (116.3599836 39.9602644, 116.3599675 39.9604142, 116.3599248 39.9604584, 116.3598647 39.9604872, 116.359787 39.9604795, 116.3597419 39.9604449, 116.3597219 39.9603854, 116.3597519 39.9600992, 116.359777 39.96003, 116.3598396 39.9600012, 116.3599073 39.9600012, 116.3599775 39.9600415)"
2733383589,2733383584,1,267948580,,service,False,True,25.072000000000003,"LINESTRING (116.3599836 39.9602644, 116.36 39.9601126, 116.3599775 39.9600415)"
4907030708,4907037421,0,106617832,立身路,service,False,False,17.832,"LINESTRING (116.3555766 39.9579255, 116.3557858 39.9579272)"
4907030708,4907030717,0,499426086,,service,False,False,44.347,"LINESTRING (116.3555766 39.9579255, 116.3555817 39.9575267)"
4907030709,4907030714,0,499426086,,service,False,True,7.773,"LINESTRING (116.3555873 39.9570785, 116.3555866 39.9571484)"
4907030709,4907030713,0,499426087,,service,False,False,108.167,"LINESTRING (116.3555873 39.9570785, 116.3558931 39.9570826, 116.3567498 39.9570724, 116.3567112 39.9571484)"
4907030709,10233497657,0,"[1118957782, 499426087]",,"['footway', 'service']",False,"[False, True]",34.57,"LINESTRING (116.3555873 39.9570785, 116.3554049 39.9570743, 116.3554016 39.9569033)"
4907030713,4907030716,0,499426087,,service,False,False,30.405,"LINESTRING (116.3567112 39.9571484, 116.3563545 39.9571513)"
4907030713,4907041803,0,499426093,,service,False,False,22.089,"LINESTRING (116.3567112 39.9571484, 116.3569703 39.9571441)"
4907030713,4907030709,0,499426087,,service,False,True,108.167,"LINESTRING (116.3567112 39.9571484, 116.3567498 39.9570724, 116.3558931 39.9570826, 116.3555873 39.9570785)"
4907030714,4907030709,0,499426086,,service,False,False,7.773,"LINESTRING (116.3555866 39.9571484, 116.3555873 39.9570785)"
4907030714,4907030717,0,499426086,,service,False,True,42.067,"LINESTRING (116.3555866 39.9571484, 116.3555817 39.9575267)"
4907030714,4907030716,0,499426087,,service,False,True,65.452,"LINESTRING (116.3555866 39.9571484, 116.3563545 39.9571513)"
4907030715,4907041802,0,106617832,立身路,service,False,False,53.374,"LINESTRING (116.356349 39.9579257, 116.3569752 39.9579222)"
4907030715,4907037423,0,106617832,立身路,service,False,True,19.664,"LINESTRING (116.356349 39.9579257, 116.3561183 39.9579268)"
4907030715,4907030718,0,499426088,,service,False,False,43.912,"LINESTRING (116.356349 39.9579257, 116.3563518 39.9575308)"
4907030716,4907030714,0,499426087,,service,False,False,65.452,"LINESTRING (116.3563545 39.9571513, 116.3555866 39.9571484)"
4907030716,4907030713,0,499426087,,service,False,True,30.405,"LINESTRING (116.3563545 39.9571513, 116.3567112 39.9571484)"
4907030716,4907030718,0,499426088,,service,False,True,42.199,"LINESTRING (116.3563545 39.9571513, 116.3563518 39.9575308)"
4907030717,4907030714,0,499426086,,service,False,False,42.067,"LINESTRING (116.3555817 39.9575267, 116.3555866 39.9571484)"
4907030717,4907030708,0,499426086,,service,False,True,44.347,"LINESTRING (116.3555817 39.9575267, 116.3555766 39.9579255)"
4907030717,4907037422,0,499426089,,service,False,False,17.397,"LINESTRING (116.3555817 39.9575267, 116.3557858 39.9575278)"
4907030718,4907030716,0,499426088,,service,False,False,42.199,"LINESTRING (116.3563518 39.9575308, 116.3563545 39.9571513)"
4907030718,4907030715,0,499426088,,service,False,True,43.912,"LINESTRING (116.3563518 39.9575308, 116.356349 39.9579257)"
4907030718,4907037424,0,499426089,,service,False,True,18.984,"LINESTRING (116.3563518 39.9575308, 116.3561291 39.9575336)"
4907030719,4907037423,0,106617832,立身路,service,False,False,10.51,"LINESTRING (116.355995 39.9579277, 116.3561183 39.9579268)"
4907030719,1226520271,0,106617832,立身路,service,False,True,6.844,"LINESTRING (116.355995 39.9579277, 116.3559147 39.9579282)"
