u,v,key,osmid,highway,oneway,reversed,length,geometry,junction
3050288066,3050288076,0,300925945,service,False,True,42.721,"LINESTRING (118.0910666 24.4407983, 118.091066 24.4404141)",
3050288066,4244302161,0,300925940,service,False,False,36.30500000000001,"LINESTRING (118.0910666 24.4407983, 118.0910666 24.4407874, 118.0914119 24.4408154)",
3050288067,1686556740,0,300925940,service,False,False,203.306,"LINESTRING (118.0923662 24.4414054, 118.0911078 24.4418751, 118.0910669 24.4418431, 118.0910687 24.441302)",
3050288068,3050288078,0,300925942,service,False,False,21.457,"LINESTRING (118.0898381 24.4401972, 118.0898251 24.4403898)",
3050288068,1686556822,0,300925942,service,False,True,40.636,"LINESTRING (118.0898381 24.4401972, 118.0901966 24.4400328)",
3050288068,3050288063,0,300925941,service,False,True,51.903000000000006,"LINESTRING (118.0898381 24.4401972, 118.0897149 24.4402393, 118.0896471 24.4402295, 118.0895969 24.4402027, 118.0894826 24.4399959)",
3050288069,3050288072,0,424922844,service,False,False,95.773,"LINESTRING (118.0898904 24.4393593, 118.0907399 24.4389802)",
3050288069,4242815674,0,424922844,service,False,True,67.628,"LINESTRING (118.0898904 24.4393593, 118.0892906 24.4396271)",
3050288069,3050323618,0,"[300925942, 479223462, 479223463]",service,False,False,36.663,"LINESTRING (118.0898904 24.4393593, 118.089929 24.4394475, 118.0899492 24.4394843, 118.0899661 24.4395149, 118.089984 24.4395476, 118.0900312 24.4396627)",
3050288072,8991846440,0,424922844,service,False,False,65.212,"LINESTRING (118.0907399 24.4389802, 118.0913091 24.4387056)",
3050288072,3050288069,0,424922844,service,False,True,95.773,"LINESTRING (118.0907399 24.4389802, 118.0898904 24.4393593)",
3050288072,4244302160,0,"[300925945, 479223460, 479223461]",service,False,False,56.548,"LINESTRING (118.0907399 24.4389802, 118.0908163 24.4391021, 118.090837 24.4391387, 118.0909994 24.4394304)",
3050288075,3050288078,0,300925943,service,False,False,40.184,"LINESTRING (118.089702 24.4407265, 118.0897823 24.4406116, 118.0898251 24.4403898)",
3050288076,3050288066,0,300925945,service,False,False,42.721,"LINESTRING (118.091066 24.4404141, 118.0910666 24.4407983)",
3050288076,3050288064,0,300925944,service,False,True,54.974000000000004,"LINESTRING (118.091066 24.4404141, 118.0906022 24.4404077, 118.090523 24.4404083)",
3050288076,3051186722,0,300925945,service,False,True,70.634,"LINESTRING (118.091066 24.4404141, 118.0910654 24.440033, 118.0910905 24.4397799)",
3050288078,3050288068,0,300925942,service,False,True,21.457,"LINESTRING (118.0898251 24.4403898, 118.0898381 24.4401972)",
3050288078,3050288064,0,300925943,service,False,False,70.679,"LINESTRING (118.0898251 24.4403898, 118.090523 24.4404083)",
3050288078,3050288075,0,300925943,service,False,True,40.184,"LINESTRING (118.0898251 24.4403898, 118.0897823 24.4406116, 118.089702 24.4407265)",
3050323614,4723005479,0,155906971,service,False,False,24.626,"LINESTRING (118.0915663 24.4391808, 118.0916643 24.4393835)",
3050323614,8991846440,0,155906971,service,False,True,58.907,"LINESTRING (118.0915663 24.4391808, 118.0913091 24.4387056)",
3050323614,4244302160,0,300928061,service,False,True,63.747,"LINESTRING (118.0915663 24.4391808, 118.0909994 24.4394304)",
3050323618,1686556822,0,300925942,service,False,False,44.429,"LINESTRING (118.0900312 24.4396627, 118.0901966 24.4400328)",
3050323618,3050288069,0,"[479223462, 300925942, 479223463]",service,False,True,36.663000000000004,"LINESTRING (118.0900312 24.4396627, 118.089984 24.4395476, 118.0899661 24.4395149, 118.0899492 24.4394843, 118.089929 24.4394475, 118.0898904 24.4393593)",
3050323618,4244302160,0,300928061,service,False,False,117.043,"LINESTRING (118.0900312 24.4396627, 118.0903728 24.4395287, 118.0904514 24.4396716, 118.0909994 24.4394304)",
3051154954,3051154979,0,301006860,footway,False,False,80.246,"LINESTRING (118.0935674 24.4401035, 118.0939183 24.4399467, 118.0940462 24.4399483, 118.0943165 24.439908)",
3051154957,3051154961,0,301006861,footway,False,False,110.03999999999999,"LINESTRING (118.0942162 24.4406283, 118.0945315 24.440296, 118.094734 24.4402032, 118.0948426 24.4398736)",
3051154958,3051154963,0,301006864,footway,False,True,13.398,"LINESTRING (118.093719 24.4395834, 118.0938385 24.4396352)",
3051154958,3051154963,1,301006864,footway,False,False,51.943999999999996,"LINESTRING (118.093719 24.4395834, 118.0936937 24.4395725, 118.0937509 24.439487, 118.0938789 24.4394424, 118.0939079 24.4395495, 118.0938385 24.4396352)",
3051154958,3051154966,0,301006863,footway,False,True,57.616,"LINESTRING (118.093719 24.4395834, 118.0935992 24.4396534, 118.0935782 24.4397671, 118.0936899 24.4397587, 118.0938513 24.4396708)",
3051154959,3045427759,0,300460810,footway,False,False,53.894,"LINESTRING (118.0945743 24.4389017, 118.0947788 24.4393492)",
3051154959,3045427756,0,300460810,footway,False,True,53.041,"LINESTRING (118.0945743 24.4389017, 118.094373 24.4384613)",
3051154959,3051160186,0,301006865,footway,False,True,68.385,"LINESTRING (118.0945743 24.4389017, 118.0952172 24.4387129)",
3051154960,3045427759,0,300460808,footway,False,False,18.943,"LINESTRING (118.094645 24.4394683, 118.0947788 24.4393492)",
3051154960,3051154974,0,300460808,footway,False,True,85.92,"LINESTRING (118.094645 24.4394683, 118.0946167 24.4394935, 118.094387 24.4396387, 118.0942571 24.4397259, 118.0938988 24.4398028)",
3051154960,3051154979,0,301006862,footway,False,True,59.306,"LINESTRING (118.094645 24.4394683, 118.0944978 24.4396832, 118.0943787 24.4398507, 118.0943165 24.439908)",
3051154961,3045427759,0,301006861,footway,False,False,58.667,"LINESTRING (118.0948426 24.4398736, 118.0947788 24.4393492)",
3051154961,3051154979,0,301006862,footway,False,False,53.395,"LINESTRING (118.0948426 24.4398736, 118.0943165 24.439908)",
3051154961,3051154971,0,301006862,footway,False,True,31.433,"LINESTRING (118.0948426 24.4398736, 118.0951529 24.4398632)",
3051154961,3051154957,0,301006861,footway,False,True,110.03999999999999,"LINESTRING (118.0948426 24.4398736, 118.094734 24.4402032, 118.0945315 24.440296, 118.0942162 24.4406283)",
3051154963,3051154958,0,301006864,footway,False,False,13.398,"LINESTRING (118.0938385 24.4396352, 118.093719 24.4395834)",
3051154963,3051154958,1,301006864,footway,False,True,51.943999999999996,"LINESTRING (118.0938385 24.4396352, 118.0939079 24.4395495, 118.0938789 24.4394424, 118.0937509 24.439487, 118.0936937 24.4395725, 118.093719 24.4395834)",
3051154963,3051154966,0,301006864,footway,False,True,4.165,"LINESTRING (118.0938385 24.4396352, 118.0938513 24.4396708)",
3051154966,3051154963,0,301006864,footway,False,False,4.165,"LINESTRING (118.0938513 24.4396708, 118.0938385 24.4396352)",
3051154966,3051154974,0,301006864,footway,False,True,15.445,"LINESTRING (118.0938513 24.4396708, 118.0938988 24.4398028)",
3051154966,3051154958,0,301006863,footway,False,False,57.616,"LINESTRING (118.0938513 24.4396708, 118.0936899 24.4397587, 118.0935782 24.4397671, 118.0935992 24.4396534, 118.093719 24.4395834)",
3051154971,1653819663,0,167145465,service,False,True,28.523,"LINESTRING (118.0951529 24.4398632, 118.0952293 24.4401101)",
3051154971,3051154961,0,301006862,footway,False,False,31.433,"LINESTRING (118.0951529 24.4398632, 118.0948426 24.4398736)",
3051154971,3051160187,0,167145465,service,False,False,112.003,"LINESTRING (118.0951529 24.4398632, 118.0951396 24.4398203, 118.0953464 24.4388762)",
3051154974,3051154966,0,301006864,footway,False,False,15.445,"LINESTRING (118.0938988 24.4398028, 118.0938513 24.4396708)",
3051154974,3051154960,0,300460808,footway,False,False,85.92,"LINESTRING (118.0938988 24.4398028, 118.0942571 24.4397259, 118.094387 24.4396387, 118.0946167 24.4394935, 118.094645 24.4394683)",
3051154974,3045427752,0,300460808,footway,False,True,93.327,"LINESTRING (118.0938988 24.4398028, 118.0938833 24.4398074, 118.093735 24.4398676, 118.093413 24.4399643, 118.0931835 24.4400446, 118.0930427 24.4401105)",
3051154979,3051154961,0,301006862,footway,False,True,53.395,"LINESTRING (118.0943165 24.439908, 118.0948426 24.4398736)",
3051154979,3051154954,0,301006860,footway,False,True,80.24600000000001,"LINESTRING (118.0943165 24.439908, 118.0940462 24.4399483, 118.0939183 24.4399467, 118.0935674 24.4401035)",
3051154979,3051154960,0,301006862,footway,False,False,59.306000000000004,"LINESTRING (118.0943165 24.439908, 118.0943787 24.4398507, 118.0944978 24.4396832, 118.094645 24.4394683)",
3051160186,3051154959,0,301006865,footway,False,False,68.385,"LINESTRING (118.0952172 24.4387129, 118.0945743 24.4389017)",
3051160186,3051160187,0,301007287,footway,False,False,22.378,"LINESTRING (118.0952172 24.4387129, 118.0953464 24.4388762)",
3051160186,3051160190,0,301007287,footway,False,True,100.724,"LINESTRING (118.0952172 24.4387129, 118.0946355 24.437978)",
3051160187,1676404727,0,167145465,service,False,False,23.676,"LINESTRING (118.0953464 24.4388762, 118.0953922 24.4386674)",
3051160187,3051160186,0,301007287,footway,False,True,22.378,"LINESTRING (118.0953464 24.4388762, 118.0952172 24.4387129)",
3051160187,3051154971,0,167145465,service,False,True,112.003,"LINESTRING (118.0953464 24.4388762, 118.0951396 24.4398203, 118.0951529 24.4398632)",
3051160190,1653819640,0,152570675,service,False,False,33.378,"LINESTRING (118.0946355 24.437978, 118.0949598 24.4380322)",
3051160190,3045427766,0,152570675,service,False,True,29.909,"LINESTRING (118.0946355 24.437978, 118.0943449 24.4379295)",
3051160190,3051160186,0,301007287,footway,False,False,100.724,"LINESTRING (118.0946355 24.437978, 118.0952172 24.4387129)",
3051160193,1641610637,0,151338238,service,False,True,83.018,"LINESTRING (118.0980433 24.438055, 118.0972472 24.4378758)",
3051160193,1676404722,0,155228882,footway,False,True,19.154,"LINESTRING (118.0980433 24.438055, 118.0980851 24.437887)",
3051160193,1676404729,0,155228882,footway,False,False,105.209,"LINESTRING (118.0980433 24.438055, 118.0980207 24.4381458, 118.0980476 24.4383167, 118.0980636 24.4384291, 118.0980583 24.4385268, 118.0980261 24.4386195, 118.0979456 24.4387514, 118.0978973 24.4388442, 118.0978519 24.4389552)",
3051166258,3051166270,0,301007742,footway,False,False,35.563,"LINESTRING (118.0937294 24.4375389, 118.0937194 24.4378586)",
3051166258,3051166262,0,152570627,footway,False,False,24.082,"LINESTRING (118.0937294 24.4375389, 118.0938568 24.4375337, 118.0939661 24.4375476)",
3051166258,3051166263,0,152570627,footway,False,True,12.992999999999999,"LINESTRING (118.0937294 24.4375389, 118.0936771 24.437541, 118.0936024 24.4375537)",
3051166259,4244302890,0,152570658,service,False,True,7.922,"LINESTRING (118.0942404 24.4369673, 118.0941659 24.4369891)",
3051166259,1641610704,0,151338203,service,False,False,99.87200000000001,"LINESTRING (118.0942404 24.4369673, 118.0946723 24.4370356, 118.094852 24.4370454, 118.0952165 24.4370925)",
3051166259,3051166262,0,301007738,steps,False,False,71.649,"LINESTRING (118.0942404 24.4369673, 118.0940299 24.4372526, 118.0939661 24.4375476)",
3051166260,1641610483,0,167145465,service,False,True,39.983,"LINESTRING (118.095829 24.437857, 118.0955793 24.4381356)",
3051166260,3051166264,0,301007739,footway,False,True,82.151,"LINESTRING (118.095829 24.437857, 118.0950312 24.4377218)",
3051166260,1641610492,0,167145465,service,False,False,27.19,"LINESTRING (118.095829 24.437857, 118.0959637 24.4377067, 118.0959914 24.4376629)",
3051166262,1653820417,0,152570627,footway,False,False,111.575,"LINESTRING (118.0939661 24.4375476, 118.0939722 24.4375484, 118.0940955 24.437541, 118.0942538 24.4375288, 118.0944442 24.4375142, 118.0945891 24.4375337, 118.0947446 24.4375728, 118.0948773 24.4375944, 118.0949914 24.4376216, 118.0950531 24.4376265)",
3051166262,3051166258,0,152570627,footway,False,True,24.082,"LINESTRING (118.0939661 24.4375476, 118.0938568 24.4375337, 118.0937294 24.4375389)",
3051166262,3051166259,0,301007738,steps,False,True,71.649,"LINESTRING (118.0939661 24.4375476, 118.0940299 24.4372526, 118.0942404 24.4369673)",
3051166263,4244302187,0,301007743,steps,False,False,42.815,"LINESTRING (118.0936024 24.4375537, 118.0935335 24.4371738)",
3051166263,3051166258,0,152570627,footway,False,False,12.992999999999999,"LINESTRING (118.0936024 24.4375537, 118.0936771 24.437541, 118.0937294 24.4375389)",
3051166263,3051166271,0,152570627,footway,False,True,26.150999999999996,"LINESTRING (118.0936024 24.4375537, 118.0934464 24.4375801, 118.0933488 24.4375984)",
3051166264,1653819640,0,152570627,footway,False,False,35.264,"LINESTRING (118.0950312 24.4377218, 118.0949598 24.4380322)",
3051166264,1653820417,0,152570627,footway,False,True,10.826,"LINESTRING (118.0950312 24.4377218, 118.0950531 24.4376265)",
3051166264,3051166260,0,301007739,footway,False,False,82.151,"LINESTRING (118.0950312 24.4377218, 118.095829 24.437857)",
3051166265,1641610704,0,151338203,service,False,True,60.958,"LINESTRING (118.0958127 24.4371694, 118.0952165 24.4370925)",
3051166265,1641610551,0,151338203,service,False,False,49.705999999999996,"LINESTRING (118.0958127 24.4371694, 118.0962549 24.4372265, 118.0962951 24.4372436)",
3051166265,1653819553,0,301007744,steps,False,False,51.025999999999996,"LINESTRING (118.0958127 24.4371694, 118.0957809 24.4373129, 118.0957129 24.4376192)",
3051166270,3051166258,0,301007742,footway,False,True,35.563,"LINESTRING (118.0937194 24.4378586, 118.0937294 24.4375389)",
3051166270,3045427766,0,152570675,service,False,False,64.013,"LINESTRING (118.0937194 24.4378586, 118.0939375 24.4378614, 118.0943449 24.4379295)",
3051166270,1653820089,0,152570675,service,False,True,158.695,"LINESTRING (118.0937194 24.4378586, 118.0935269 24.4378561, 118.0931113 24.4378809, 118.0928083 24.4379053, 118.0926151 24.4379444, 118.092159 24.437962)",
3051166271,1653819598,0,301007740,steps,False,True,39.617,"LINESTRING (118.0933488 24.4375984, 118.093281 24.4372475)",
3051166271,3051166263,0,152570627,footway,False,False,26.150999999999996,"LINESTRING (118.0933488 24.4375984, 118.0934464 24.4375801, 118.0936024 24.4375537)",
3051166271,1653819999,0,152570627,footway,False,True,128.43,"LINESTRING (118.0933488 24.4375984, 118.0932009 24.4376261, 118.0928415 24.4376994, 118.0927088 24.4377291, 118.0925747 24.4377559, 118.0924794 24.4377727, 118.0923801 24.4377775, 118.0923104 24.4378117, 118.0922621 24.4378655, 118.0921442 24.4378986)",
3051186722,3050288076,0,300925945,service,False,False,70.634,"LINESTRING (118.0910905 24.4397799, 118.0910654 24.440033, 118.091066 24.4404141)",
3051186722,4723005478,0,300925945,service,False,True,12.212,"LINESTRING (118.0910905 24.4397799, 118.0910958 24.4397259, 118.0910826 24.4396716)",
3051186722,3051186725,0,301009147,footway,False,False,89.66699999999999,"LINESTRING (118.0910905 24.4397799, 118.0915203 24.4399072, 118.0918056 24.4399505, 118.0919484 24.4399709)",
3051186725,3051187687,0,155906971,service,False,False,75.815,"LINESTRING (118.0919484 24.4399709, 118.0922537 24.4405935)",
3051186725,4723005479,0,155906971,service,False,True,71.367,"LINESTRING (118.0919484 24.4399709, 118.0916643 24.4393835)",
3051186725,3051186722,0,301009147,footway,False,True,89.667,"LINESTRING (118.0919484 24.4399709, 118.0918056 24.4399505, 118.0915203 24.4399072, 118.0910905 24.4397799)",
3051187687,3050288062,0,155906971,service,False,False,41.597,"LINESTRING (118.0922537 24.4405935, 118.0924212 24.4409351)",
3051187687,3051186725,0,155906971,service,False,True,75.815,"LINESTRING (118.0922537 24.4405935, 118.0919484 24.4399709)",
3051187687,4244302162,0,301009264,service,False,False,60.359,"LINESTRING (118.0922537 24.4405935, 118.0920017 24.4406459, 118.0916641 24.4406364)",
3051187689,4244302162,0,301009264,service,False,True,4.639,"LINESTRING (118.0916183 24.4406351, 118.0916641 24.4406364)",
4242537458,1653826086,0,167145465,service,False,False,24.652,"LINESTRING (118.0970651 24.4366319, 118.0970943 24.4364118)",
4242537458,1641610484,0,167145465,service,False,True,125.333,"LINESTRING (118.0970651 24.4366319, 118.0970514 24.4367353, 118.09703 24.4368382, 118.0969307 24.4369453, 118.0967322 24.4370796, 118.0965338 24.4372069, 118.0962618 24.437428)",
4242537458,1653826085,0,424890138,service,False,True,202.279,"LINESTRING (118.0970651 24.4366319, 118.0976148 24.4365222, 118.098268 24.436131, 118.0983625 24.4358884, 118.0983023 24.435818, 118.0980758 24.4359564)",
4242815673,1641610668,0,151338223,service,True,False,16.168,"LINESTRING (118.0892522 24.4395533, 118.0893365 24.4394298)",
4242815673,4242815674,0,424922843,service,False,True,9.08,"LINESTRING (118.0892522 24.4395533, 118.0892906 24.4396271)",
4242815674,4242815673,0,424922843,service,False,False,9.08,"LINESTRING (118.0892906 24.4396271, 118.0892522 24.4395533)",
4242815674,3050288063,0,424922843,service,False,True,45.382,"LINESTRING (118.0892906 24.4396271, 118.0894826 24.4399959)",
4242815674,3050288069,0,424922844,service,False,False,67.628,"LINESTRING (118.0892906 24.4396271, 118.0898904 24.4393593)",
4244302160,3050323614,0,300928061,service,False,False,63.747,"LINESTRING (118.0909994 24.4394304, 118.0915663 24.4391808)",
4244302160,4723005478,0,300925945,service,False,False,28.269,"LINESTRING (118.0909994 24.4394304, 118.0910462 24.4395223, 118.0910826 24.4396716)",
4244302160,3050288072,0,"[300925945, 479223460, 479223461]",service,False,True,56.548,"LINESTRING (118.0909994 24.4394304, 118.090837 24.4391387, 118.0908163 24.4391021, 118.0907399 24.4389802)",
4244302160,3050323618,0,300928061,service,False,True,117.043,"LINESTRING (118.0909994 24.4394304, 118.0904514 24.4396716, 118.0903728 24.4395287, 118.0900312 24.4396627)",
4244302161,4244302162,0,425103817,footway,False,False,32.372,"LINESTRING (118.0914119 24.4408154, 118.0916641 24.4406364)",
4244302161,3050288062,0,300925940,service,False,False,103.58699999999999,"LINESTRING (118.0914119 24.4408154, 118.0915941 24.4408301, 118.0917545 24.4408851, 118.0924212 24.4409351)",
4244302161,3050288066,0,300925940,service,False,True,36.30500000000001,"LINESTRING (118.0914119 24.4408154, 118.0910666 24.4407874, 118.0910666 24.4407983)",
4244302162,3051187689,0,301009264,service,False,False,4.639,"LINESTRING (118.0916641 24.4406364, 118.0916183 24.4406351)",
4244302162,4244302161,0,425103817,footway,False,True,32.372,"LINESTRING (118.0916641 24.4406364, 118.0914119 24.4408154)",
4244302162,3051187687,0,301009264,service,False,True,60.359,"LINESTRING (118.0916641 24.4406364, 118.0920017 24.4406459, 118.0922537 24.4405935)",
4244302165,1223211394,0,167145465,service,False,False,109.852,"LINESTRING (118.0943636 24.4408957, 118.0953379 24.4404607)",
4244302165,1653819826,0,167145465,service,False,True,89.112,"LINESTRING (118.0943636 24.4408957, 118.0935732 24.4412485)",
4244302165,4244302172,0,425103818,service,False,False,105.298,"LINESTRING (118.0943636 24.4408957, 118.0948 24.4417553)",
4244302172,4244302165,0,425103818,service,False,True,105.298,"LINESTRING (118.0948 24.4417553, 118.0943636 24.4408957)",
4244302172,4723005477,0,971520707,service,False,True,90.851,"LINESTRING (118.0948 24.4417553, 118.0939755 24.442078)",
4244302172,4244302174,0,425103818,service,False,False,167.21699999999998,"LINESTRING (118.0948 24.4417553, 118.0950223 24.4421933, 118.0949924 24.4423624, 118.0948725 24.4425043, 118.094746 24.4426628, 118.0946687 24.4428535, 118.0944091 24.4429878)",
4244302174,4555740383,0,164548748,service,False,False,41.692,"LINESTRING (118.0944091 24.4429878, 118.094244 24.4426443)",
4244302174,4555740382,0,164548748,service,False,True,133.42000000000002,"LINESTRING (118.0944091 24.4429878, 118.0935588 24.4433126, 118.0933994 24.4429827)",
4244302174,4244302177,0,"[425103818, 425103820]",service,False,False,176.38899999999998,"LINESTRING (118.0944091 24.4429878, 118.0945127 24.4432537, 118.0945328 24.4432708, 118.0945757 24.4432696, 118.0951582 24.4430293, 118.0955713 24.4427705, 118.0957429 24.4426435)",
4244302174,4244302172,0,425103818,service,False,True,167.217,"LINESTRING (118.0944091 24.4429878, 118.0946687 24.4428535, 118.094746 24.4426628, 118.0948725 24.4425043, 118.0949924 24.4423624, 118.0950223 24.4421933, 118.0948 24.4417553)",
4244302177,4244302174,0,"[425103818, 425103820]",service,False,True,176.389,"LINESTRING (118.0957429 24.4426435, 118.0955713 24.4427705, 118.0951582 24.4430293, 118.0945757 24.4432696, 118.0945328 24.4432708, 118.0945127 24.4432537, 118.0944091 24.4429878)",
4244302181,1676404719,0,152570631,service,False,False,20.394,"LINESTRING (118.095941 24.4385692, 118.0958819 24.4387107, 118.095875 24.4387421)",
4244302181,1653819438,0,"[152570633, 152570631]","['service', 'footway']",False,"[False, True]",100.137,"LINESTRING (118.095941 24.4385692, 118.0961662 24.4380294, 118.0961984 24.4378512, 118.0962011 24.4378365, 118.0962225 24.4377877, 118.0962359 24.4377437, 118.0962329 24.4377144)",
4244302181,4244302183,0,425103823,footway,False,False,118.47999999999999,"LINESTRING (118.095941 24.4385692, 118.0968748 24.438698, 118.0969104 24.4385494, 118.0969634 24.4385727)",
4244302183,1641610637,0,425103822,service,False,False,82.646,"LINESTRING (118.0969634 24.4385727, 118.0972472 24.4378758)",
4244302183,1408154359,0,"[425103821, 425103822]","['service', 'steps']",False,True,97.811,"LINESTRING (118.0969634 24.4385727, 118.0966978 24.4392249, 118.0966927 24.4394089)",
4244302183,4244302181,0,425103823,footway,False,True,118.47999999999999,"LINESTRING (118.0969634 24.4385727, 118.0969104 24.4385494, 118.0968748 24.438698, 118.095941 24.4385692)",
4244302184,1653819598,0,152570658,service,False,False,86.492,"LINESTRING (118.0925109 24.4373743, 118.0926525 24.437353, 118.0927717 24.4373771, 118.0928173 24.4373868, 118.0929315 24.4373945, 118.0929958 24.4374043, 118.0931031 24.4373848, 118.0931729 24.437353, 118.0932453 24.437331, 118.093281 24.4372475)",
4244302184,1653820065,0,152570658,service,False,True,72.873,"LINESTRING (118.0925109 24.4373743, 118.0924406 24.4373848, 118.0923655 24.4374287, 118.0922985 24.4374971, 118.0922421 24.4375484, 118.0922207 24.4376412, 118.092216 24.4376973, 118.0921973 24.4377602, 118.0921758 24.4378035, 118.0921236 24.4378694)",
4244302184,4244302186,0,425103824,unclassified,False,False,71.52600000000001,"LINESTRING (118.0925109 24.4373743, 118.0926584 24.4372274, 118.0925258 24.4367999)",
4244302186,4244302184,0,425103824,unclassified,False,True,71.52600000000001,"LINESTRING (118.0925258 24.4367999, 118.0926584 24.4372274, 118.0925109 24.4373743)",
4244302186,4244302894,0,425103825,unclassified,False,False,172.137,"LINESTRING (118.0925258 24.4367999, 118.0938439 24.4365632, 118.0941588 24.4364103)",
4244302187,4244302890,0,152570658,service,False,False,67.234,"LINESTRING (118.0935335 24.4371738, 118.0941659 24.4369891)",
4244302187,1653819598,0,152570658,service,False,True,26.843,"LINESTRING (118.0935335 24.4371738, 118.093281 24.4372475)",
4244302187,3051166263,0,301007743,steps,False,True,42.815,"LINESTRING (118.0935335 24.4371738, 118.0936024 24.4375537)",
4244302194,4244302894,0,425103825,unclassified,False,True,10.026,"LINESTRING (118.0942462 24.4363679, 118.0941588 24.4364103)",
4244302890,3051166259,0,152570658,service,False,False,7.922,"LINESTRING (118.0941659 24.4369891, 118.0942404 24.4369673)",
4244302890,4244302187,0,152570658,service,False,True,67.234,"LINESTRING (118.0941659 24.4369891, 118.0935335 24.4371738)",
4244302890,4244302891,0,425104200,footway,False,False,36.498,"LINESTRING (118.0941659 24.4369891, 118.0941604 24.4366609)",
4244302891,4244302890,0,425104200,footway,False,True,36.498,"LINESTRING (118.0941604 24.4366609, 118.0941659 24.4369891)",
4244302891,4244302894,0,425104201,steps,False,False,27.866,"LINESTRING (118.0941604 24.4366609, 118.0941588 24.4364103)",
4244302891,1641610680,0,"[425104200, 151338229]","['service', 'footway']",False,False,123.30699999999997,"LINESTRING (118.0941604 24.4366609, 118.0945075 24.4365634, 118.0947098 24.4365741, 118.0947824 24.4366087, 118.0948439 24.4366376, 118.0949378 24.4366181, 118.0950075 24.4366254, 118.0950694 24.43666, 118.0951229 24.4367133, 118.0951899 24.4367622, 118.0952516 24.4367988, 118.0952744 24.436802)",
4244302894,4244302194,0,425103825,unclassified,False,False,10.026,"LINESTRING (118.0941588 24.4364103, 118.0942462 24.4363679)",
4244302894,4244302891,0,425104201,steps,False,True,27.866,"LINESTRING (118.0941588 24.4364103, 118.0941604 24.4366609)",
4244302894,4244302186,0,425103825,unclassified,False,True,172.137,"LINESTRING (118.0941588 24.4364103, 118.0938439 24.4365632, 118.0925258 24.4367999)",
4555740382,1761690544,0,164548748,service,False,True,69.398,"LINESTRING (118.0933994 24.4429827, 118.0931187 24.4424133)",
4555740382,4555740383,0,459839528,service,False,False,93.412,"LINESTRING (118.0933994 24.4429827, 118.094244 24.4426443)",
4555740382,4244302174,0,164548748,service,False,False,133.42000000000002,"LINESTRING (118.0933994 24.4429827, 118.0935588 24.4433126, 118.0944091 24.4429878)",
4555740383,4723005477,0,164548748,service,False,False,68.585,"LINESTRING (118.094244 24.4426443, 118.0939755 24.442078)",
4555740383,4244302174,0,164548748,service,False,True,41.692,"LINESTRING (118.094244 24.4426443, 118.0944091 24.4429878)",
4555740383,4555740382,0,459839528,service,False,True,93.412,"LINESTRING (118.094244 24.4426443, 118.0933994 24.4429827)",
4723005477,1653819826,0,164548748,service,False,False,100.827,"LINESTRING (118.0939755 24.442078, 118.0935732 24.4412485)",
4723005477,4555740383,0,164548748,service,False,True,68.585,"LINESTRING (118.0939755 24.442078, 118.094244 24.4426443)",
4723005477,1761690544,0,425103819,service,False,True,94.408,"LINESTRING (118.0939755 24.442078, 118.0931187 24.4424133)",
4723005477,4244302172,0,971520707,service,False,False,90.851,"LINESTRING (118.0939755 24.442078, 118.0948 24.4417553)",
4723005478,4723005479,0,424922842,service,False,False,67.036,"LINESTRING (118.0910826 24.4396716, 118.0916643 24.4393835)",
4723005478,3050288060,0,424922842,service,False,True,70.549,"LINESTRING (118.0910826 24.4396716, 118.0904623 24.4399608)",
4723005478,3051186722,0,300925945,service,False,False,12.212,"LINESTRING (118.0910826 24.4396716, 118.0910958 24.4397259, 118.0910905 24.4397799)",
4723005478,4244302160,0,300925945,service,False,True,28.269,"LINESTRING (118.0910826 24.4396716, 118.0910462 24.4395223, 118.0909994 24.4394304)",
4723005479,3051186725,0,155906971,service,False,False,71.367,"LINESTRING (118.0916643 24.4393835, 118.0919484 24.4399709)",
4723005479,3050323614,0,155906971,service,False,True,24.626,"LINESTRING (118.0916643 24.4393835, 118.0915663 24.4391808)",
4723005479,3045427757,0,424922842,service,False,False,96.226,"LINESTRING (118.0916643 24.4393835, 118.0925052 24.43898)",
4723005479,4723005478,0,424922842,service,False,True,67.036,"LINESTRING (118.0916643 24.4393835, 118.0910826 24.4396716)",
8991846440,3050323614,0,155906971,service,False,False,58.907,"LINESTRING (118.0913091 24.4387056, 118.0915663 24.4391808)",
8991846440,1682537467,0,155906971,service,False,True,20.653,"LINESTRING (118.0913091 24.4387056, 118.0912189 24.438539)",
8991846440,1653819619,0,424922844,service,False,False,101.15,"LINESTRING (118.0913091 24.4387056, 118.092215 24.4383218)",
8991846440,3050288072,0,424922844,service,False,True,65.212,"LINESTRING (118.0913091 24.4387056, 118.0907399 24.4389802)",
11240621409,1682537467,0,151338226,service,False,False,103.868,"LINESTRING (118.0903085 24.4389698, 118.0912189 24.438539)",
11240621409,1641610668,0,151338226,service,False,True,110.898,"LINESTRING (118.0903085 24.4389698, 118.0893365 24.4394298)",
11240621409,11240621410,0,1213243554,footway,False,True,158.364,"LINESTRING (118.0903085 24.4389698, 118.0896423 24.4376812)",
11240621410,11240621409,0,1213243554,footway,False,False,158.364,"LINESTRING (118.0896423 24.4376812, 118.0903085 24.4389698)",
11240621410,11240621411,0,1213243554,footway,False,True,47.546,"LINESTRING (118.0896423 24.4376812, 118.0894366 24.4372968)",
