u,v,key,osmid,highway,oneway,reversed,length,geometry,junction
1641610670,1641610551,0,151338229,service,False,False,39.191,"LINESTRING (118.0965714 24.4370043, 118.0965553 24.4370433, 118.0965069 24.4370894, 118.096405 24.4371602, 118.0963406 24.4372066, 118.0962951 24.4372436)",
1641610670,1641610680,0,151338229,service,False,True,135.023,"LINESTRING (118.0965714 24.4370043, 118.0965499 24.4369701, 118.0964801 24.4369746, 118.0952744 24.436802)",
1641610670,1682537512,0,155906968,service,False,True,26.284999999999997,"LINESTRING (118.0965714 24.4370043, 118.0966485 24.4369521, 118.0966968 24.4368959, 118.0967102 24.4368519, 118.0967076 24.4368201)",
1641610680,1641610670,0,151338229,service,False,False,135.023,"LINESTRING (118.0952744 24.436802, 118.0964801 24.4369746, 118.0965499 24.4369701, 118.0965714 24.4370043)",
1641610680,4244302891,0,"[425104200, 151338229]","['service', 'footway']",False,True,123.30699999999999,"LINESTRING (118.0952744 24.436802, 118.0952516 24.4367988, 118.0951899 24.4367622, 118.0951229 24.4367133, 118.0950694 24.43666, 118.0950075 24.4366254, 118.0949378 24.4366181, 118.0948439 24.4366376, 118.0947824 24.4366087, 118.0947098 24.4365741, 118.0945075 24.4365634, 118.0941604 24.4366609)",
1641610680,1653819956,0,151338236,steps,False,False,24.427999999999997,"LINESTRING (118.0952744 24.436802, 118.0953079 24.4366132, 118.0953119 24.436585)",
1641610680,1641610704,0,151338236,steps,False,True,32.831,"LINESTRING (118.0952744 24.436802, 118.0952489 24.4369233, 118.0952165 24.4370925)",
1641610704,3051166265,0,151338203,service,False,False,60.958,"LINESTRING (118.0952165 24.4370925, 118.0958127 24.4371694)",
1641610704,1641610505,0,151338236,steps,False,True,42.252,"LINESTRING (118.0952165 24.4370925, 118.0951363 24.4374654)",
1641610704,3051166259,0,151338203,service,False,True,99.872,"LINESTRING (118.0952165 24.4370925, 118.094852 24.4370454, 118.0946723 24.4370356, 118.0942404 24.4369673)",
1641610704,1641610680,0,151338236,steps,False,False,32.831,"LINESTRING (118.0952165 24.4370925, 118.0952489 24.4369233, 118.0952744 24.436802)",
1653819387,11240648868,0,151338226,service,False,True,73.315,"LINESTRING (118.0920018 24.4380957, 118.0919793 24.4381606, 118.0919494 24.4381933, 118.0914146 24.4384464)",
1653819387,1653820031,0,152570665,service,True,False,37.294,"LINESTRING (118.0920018 24.4380957, 118.0919504 24.4380855, 118.0919059 24.4380599, 118.0918738 24.438022, 118.0918578 24.4379763, 118.0918601 24.4379285, 118.0918801 24.4378842, 118.0919157 24.4378488)",roundabout
1653819438,1641610492,0,151338238,service,False,True,25.11,"LINESTRING (118.0962329 24.4377144, 118.0959914 24.4376629)",
1653819438,1641610637,0,151338238,service,False,False,104.262,"LINESTRING (118.0962329 24.4377144, 118.0963594 24.4377414, 118.0972472 24.4378758)",
1653819438,4244302181,0,"[152570633, 152570631]","['service', 'footway']",False,"[False, True]",100.137,"LINESTRING (118.0962329 24.4377144, 118.0962359 24.4377437, 118.0962225 24.4377877, 118.0962011 24.4378365, 118.0961984 24.4378512, 118.0961662 24.4380294, 118.095941 24.4385692)",
1653819553,1641610505,0,152570615,footway,False,False,61.24099999999999,"LINESTRING (118.0957129 24.4376192, 118.0956095 24.437592, 118.0955171 24.4375679, 118.0954271 24.4375334, 118.0953374 24.4375044, 118.0952408 24.4374995, 118.0951791 24.4374849, 118.0951363 24.4374654)",
1653819553,1641610492,0,152570615,footway,False,True,28.807000000000002,"LINESTRING (118.0957129 24.4376192, 118.095788 24.4376363, 118.0958899 24.4376509, 118.0959409 24.4376485, 118.0959914 24.4376629)",
1653819553,3051166265,0,301007744,steps,False,True,51.025999999999996,"LINESTRING (118.0957129 24.4376192, 118.0957809 24.4373129, 118.0958127 24.4371694)",
1653819598,4244302187,0,152570658,service,False,False,26.843,"LINESTRING (118.093281 24.4372475, 118.0935335 24.4371738)",
1653819598,3051166271,0,301007740,steps,False,False,39.617,"LINESTRING (118.093281 24.4372475, 118.0933488 24.4375984)",
1653819598,4244302184,0,152570658,service,False,True,86.492,"LINESTRING (118.093281 24.4372475, 118.0932453 24.437331, 118.0931729 24.437353, 118.0931031 24.4373848, 118.0929958 24.4374043, 118.0929315 24.4373945, 118.0928173 24.4373868, 118.0927717 24.4373771, 118.0926525 24.437353, 118.0925109 24.4373743)",
1653819619,1653820222,0,152570698,service,False,False,30.413,"LINESTRING (118.092215 24.4383218, 118.0920934 24.4380717)",
1653819619,3045427757,0,152570698,service,False,True,78.865,"LINESTRING (118.092215 24.4383218, 118.0925052 24.43898)",
1653819619,8991846440,0,424922844,service,False,True,101.15,"LINESTRING (118.092215 24.4383218, 118.0913091 24.4387056)",
1653819640,3051166264,0,152570627,footway,False,True,35.264,"LINESTRING (118.0949598 24.4380322, 118.0950312 24.4377218)",
1653819640,1641610483,0,152570675,service,False,False,63.759,"LINESTRING (118.0949598 24.4380322, 118.0955793 24.4381356)",
1653819640,3051160190,0,152570675,service,False,True,33.378,"LINESTRING (118.0949598 24.4380322, 118.0946355 24.437978)",
1653819663,3051154971,0,167145465,service,False,False,28.523,"LINESTRING (118.0952293 24.4401101, 118.0951529 24.4398632)",
1653819663,1223211394,0,167145465,service,False,True,40.505,"LINESTRING (118.0952293 24.4401101, 118.0953379 24.4404607)",
1653819663,1676404719,0,152570631,service,False,True,171.7,"LINESTRING (118.0952293 24.4401101, 118.0952742 24.4400729, 118.0953118 24.4400192, 118.0953401 24.4399512, 118.0953776 24.4398755, 118.0954259 24.4397656, 118.0954608 24.4396557, 118.0954822 24.4395898, 118.0955466 24.439541, 118.0955922 24.4395092, 118.0956378 24.4394799, 118.0956995 24.4394408, 118.0957317 24.4393944, 118.095875 24.4387421)",
1653819826,4723005477,0,164548748,service,False,True,100.827,"LINESTRING (118.0935732 24.4412485, 118.0939755 24.442078)",
1653819826,4244302165,0,167145465,service,False,False,89.112,"LINESTRING (118.0935732 24.4412485, 118.0943636 24.4408957)",
1653819826,1682537264,0,167145465,service,False,True,92.304,"LINESTRING (118.0935732 24.4412485, 118.0927331 24.4415712)",
1653819826,3045427752,0,152570699,service,False,True,137.516,"LINESTRING (118.0935732 24.4412485, 118.0930904 24.4402403, 118.0930427 24.4401105)",
1653819956,1641610680,0,151338236,steps,False,True,24.427999999999997,"LINESTRING (118.0953119 24.436585, 118.0953079 24.4366132, 118.0952744 24.436802)",
1653819999,3051166271,0,152570627,footway,False,False,128.42999999999998,"LINESTRING (118.0921442 24.4378986, 118.0922621 24.4378655, 118.0923104 24.4378117, 118.0923801 24.4377775, 118.0924794 24.4377727, 118.0925747 24.4377559, 118.0927088 24.4377291, 118.0928415 24.4376994, 118.0932009 24.4376261, 118.0933488 24.4375984)",
1653819999,1653820089,0,152570665,service,True,False,7.259,"LINESTRING (118.0921442 24.4378986, 118.0921558 24.4379295, 118.092159 24.437962)",roundabout
1653820031,1653820065,0,152570665,service,True,False,23.224000000000004,"LINESTRING (118.0919157 24.4378488, 118.091967 24.4378255, 118.0920242 24.4378212, 118.092079 24.4378366, 118.0921236 24.4378694)",roundabout
1653820065,1653819999,0,152570665,service,True,False,3.859,"LINESTRING (118.0921236 24.4378694, 118.0921442 24.4378986)",roundabout
1653820065,4244302184,0,152570658,service,False,False,72.873,"LINESTRING (118.0921236 24.4378694, 118.0921758 24.4378035, 118.0921973 24.4377602, 118.092216 24.4376973, 118.0922207 24.4376412, 118.0922421 24.4375484, 118.0922985 24.4374971, 118.0923655 24.4374287, 118.0924406 24.4373848, 118.0925109 24.4373743)",
1653820089,1653820222,0,152570665,service,True,False,14.354,"LINESTRING (118.092159 24.437962, 118.0921503 24.4380043, 118.0921277 24.4380421, 118.0920934 24.4380717)",roundabout
1653820089,3051166270,0,152570675,service,False,False,158.69500000000002,"LINESTRING (118.092159 24.437962, 118.0926151 24.4379444, 118.0928083 24.4379053, 118.0931113 24.4378809, 118.0935269 24.4378561, 118.0937194 24.4378586)",
1653820222,1653819619,0,152570698,service,False,True,30.413,"LINESTRING (118.0920934 24.4380717, 118.092215 24.4383218)",
1653820222,1653819387,0,152570665,service,True,False,9.773,"LINESTRING (118.0920934 24.4380717, 118.0920497 24.4380904, 118.0920018 24.4380957)",roundabout
1653820417,3051166264,0,152570627,footway,False,False,10.826,"LINESTRING (118.0950531 24.4376265, 118.0950312 24.4377218)",
1653820417,3051166262,0,152570627,footway,False,True,111.575,"LINESTRING (118.0950531 24.4376265, 118.0949914 24.4376216, 118.0948773 24.4375944, 118.0947446 24.4375728, 118.0945891 24.4375337, 118.0944442 24.4375142, 118.0942538 24.4375288, 118.0940955 24.437541, 118.0939722 24.4375484, 118.0939661 24.4375476)",
1653820417,1641610505,0,152570677,footway,False,True,19.868,"LINESTRING (118.0950531 24.4376265, 118.0950745 24.4375679, 118.095096 24.4375313, 118.0951201 24.4374922, 118.0951363 24.4374654)",
1653826085,1653826086,0,129281220,service,False,True,111.963,"LINESTRING (118.0980758 24.4359564, 118.0979256 24.4360638, 118.097593 24.4362005, 118.0970943 24.4364118)",
1653826085,4242537458,0,424890138,service,False,False,202.279,"LINESTRING (118.0980758 24.4359564, 118.0983023 24.435818, 118.0983625 24.4358884, 118.098268 24.436131, 118.0976148 24.4365222, 118.0970651 24.4366319)",
1653826086,4242537458,0,167145465,service,False,True,24.652,"LINESTRING (118.0970943 24.4364118, 118.0970651 24.4366319)",
1653826086,1653826085,0,129281220,service,False,False,111.963,"LINESTRING (118.0970943 24.4364118, 118.097593 24.4362005, 118.0979256 24.4360638, 118.0980758 24.4359564)",
1653826086,1682537512,0,155906982,footway,False,True,75.084,"LINESTRING (118.0970943 24.4364118, 118.0970345 24.4364759, 118.0970294 24.4365247, 118.0969811 24.4367933, 118.0969382 24.4368349, 118.0968868 24.4368449, 118.0967076 24.4368201)",
1676404719,1676404727,0,155228883,service,False,False,49.576,"LINESTRING (118.095875 24.4387421, 118.0953922 24.4386674)",
1676404719,1653819663,0,152570631,service,False,False,171.7,"LINESTRING (118.095875 24.4387421, 118.0957317 24.4393944, 118.0956995 24.4394408, 118.0956378 24.4394799, 118.0955922 24.4395092, 118.0955466 24.439541, 118.0954822 24.4395898, 118.0954608 24.4396557, 118.0954259 24.4397656, 118.0953776 24.4398755, 118.0953401 24.4399512, 118.0953118 24.4400192, 118.0952742 24.4400729, 118.0952293 24.4401101)",
1676404719,4244302181,0,152570631,service,False,True,20.394,"LINESTRING (118.095875 24.4387421, 118.0958819 24.4387107, 118.095941 24.4385692)",
1676404722,3051160193,0,155228882,footway,False,False,19.154,"LINESTRING (118.0980851 24.437887, 118.0980433 24.438055)",
1676404727,1676404719,0,155228883,service,False,True,49.576,"LINESTRING (118.0953922 24.4386674, 118.095875 24.4387421)",
1676404727,3051160187,0,167145465,service,False,True,23.676,"LINESTRING (118.0953922 24.4386674, 118.0953464 24.4388762)",
1676404727,1641610483,0,167145465,service,False,False,63.312,"LINESTRING (118.0953922 24.4386674, 118.0954836 24.4382502, 118.0955793 24.4381356)",
1676404729,1408154359,0,127162425,unclassified,False,True,131.083,"LINESTRING (118.0978519 24.4389552, 118.0977602 24.4390158, 118.0974363 24.4392424, 118.0971754 24.4393488, 118.0966927 24.4394089)",
1676404729,3051160193,0,155228882,footway,False,True,105.209,"LINESTRING (118.0978519 24.4389552, 118.0978973 24.4388442, 118.0979456 24.4387514, 118.0980261 24.4386195, 118.0980583 24.4385268, 118.0980636 24.4384291, 118.0980476 24.4383167, 118.0980207 24.4381458, 118.0980433 24.438055)",
1682537264,3050288062,0,155906971,service,False,True,77.458,"LINESTRING (118.0927331 24.4415712, 118.0924212 24.4409351)",
1682537264,1761690544,0,164548748,service,False,False,101.448,"LINESTRING (118.0927331 24.4415712, 118.0931187 24.4424133)",
1682537264,1653819826,0,167145465,service,False,False,92.304,"LINESTRING (118.0927331 24.4415712, 118.0935732 24.4412485)",
1682537467,11240648868,0,151338226,service,False,False,22.327,"LINESTRING (118.0912189 24.438539, 118.0914146 24.4384464)",
1682537467,11240621409,0,151338226,service,False,True,103.868,"LINESTRING (118.0912189 24.438539, 118.0903085 24.4389698)",
1682537467,8991846440,0,155906971,service,False,False,20.653,"LINESTRING (118.0912189 24.438539, 118.0913091 24.4387056)",
1682537512,1682537568,0,155906968,service,False,True,27.491,"LINESTRING (118.0967076 24.4368201, 118.0964392 24.4367825)",
1682537512,1641610670,0,155906968,service,False,False,26.285,"LINESTRING (118.0967076 24.4368201, 118.0967102 24.4368519, 118.0966968 24.4368959, 118.0966485 24.4369521, 118.0965714 24.4370043)",
1682537512,1653826086,0,155906982,footway,False,False,75.084,"LINESTRING (118.0967076 24.4368201, 118.0968868 24.4368449, 118.0969382 24.4368349, 118.0969811 24.4367933, 118.0970294 24.4365247, 118.0970345 24.4364759, 118.0970943 24.4364118)",
1682537568,1682537512,0,155906968,service,False,False,27.491,"LINESTRING (118.0964392 24.4367825, 118.0967076 24.4368201)",
1686556740,3050288066,0,300925940,service,False,False,56.009,"LINESTRING (118.0910687 24.441302, 118.0910666 24.4407983)",
1686556740,1686556817,0,156412906,service,False,False,282.818,"LINESTRING (118.0910687 24.441302, 118.089053 24.4413119, 118.0889444 24.4412899, 118.0888693 24.4412221, 118.0887727 24.4411257, 118.0887265 24.4410305, 118.0887149 24.4407545)",
1686556740,3050288067,0,300925940,service,False,True,203.30599999999998,"LINESTRING (118.0910687 24.441302, 118.0910669 24.4418431, 118.0911078 24.4418751, 118.0923662 24.4414054)",
1686556742,4242815673,0,151338223,service,True,False,65.79599999999999,"LINESTRING (118.0886885 24.4398034, 118.0887662 24.4397856, 118.0889083 24.4397636, 118.089053 24.4397046, 118.0892005 24.4396289, 118.0892522 24.4395533)",
1686556742,1686556777,0,156412906,service,False,True,37.382000000000005,"LINESTRING (118.0886885 24.4398034, 118.0887862 24.4400612, 118.088813 24.4401198)",
1686556758,1686556777,0,156412907,service,False,False,15.32,"LINESTRING (118.0888752 24.4402454, 118.088813 24.4401198)",
1686556758,3050288063,0,300925941,service,False,False,67.457,"LINESTRING (118.0888752 24.4402454, 118.0894826 24.4399959)",
1686556758,1686556817,0,156412907,service,False,True,64.011,"LINESTRING (118.0888752 24.4402454, 118.0888961 24.4403053, 118.0889015 24.4403835, 118.0889015 24.4404641, 118.0888988 24.4405398, 118.0888452 24.440635, 118.0887808 24.4406838, 118.0887325 24.4407205, 118.0887149 24.4407545)",
1686556773,1686556807,0,156412904,service,False,False,191.623,"LINESTRING (118.0878206 24.4381405, 118.0881585 24.4386154, 118.0882524 24.4388096, 118.0883007 24.4390306, 118.0884308 24.4393005, 118.0886226 24.4396882)",
1686556777,1686556758,0,156412907,service,False,True,15.32,"LINESTRING (118.088813 24.4401198, 118.0888752 24.4402454)",
1686556777,1686556742,0,156412906,service,False,False,37.382000000000005,"LINESTRING (118.088813 24.4401198, 118.0887862 24.4400612, 118.0886885 24.4398034)",
1686556777,1686556817,0,156412906,service,False,True,73.66799999999999,"LINESTRING (118.088813 24.4401198, 118.0887969 24.440193, 118.088762 24.4402492, 118.0887191 24.44032, 118.0886869 24.4403859, 118.0886816 24.4404592, 118.0887111 24.440718, 118.0887149 24.4407545)",
1686556807,1641610668,0,151338239,service,True,False,81.25999999999999,"LINESTRING (118.0886226 24.4396882, 118.0887179 24.4396195, 118.0888492 24.4395215, 118.089088 24.4394218, 118.0891712 24.4394244, 118.0893365 24.4394298)",
1686556807,1686556773,0,156412904,service,False,True,191.62300000000002,"LINESTRING (118.0886226 24.4396882, 118.0884308 24.4393005, 118.0883007 24.4390306, 118.0882524 24.4388096, 118.0881585 24.4386154, 118.0878206 24.4381405)",
1686556817,1686556777,0,156412906,service,False,False,73.668,"LINESTRING (118.0887149 24.4407545, 118.0887111 24.440718, 118.0886816 24.4404592, 118.0886869 24.4403859, 118.0887191 24.44032, 118.088762 24.4402492, 118.0887969 24.440193, 118.088813 24.4401198)",
1686556817,1686556740,0,156412906,service,False,True,282.818,"LINESTRING (118.0887149 24.4407545, 118.0887265 24.4410305, 118.0887727 24.4411257, 118.0888693 24.4412221, 118.0889444 24.4412899, 118.089053 24.4413119, 118.0910687 24.441302)",
1686556817,1686556758,0,156412907,service,False,False,64.011,"LINESTRING (118.0887149 24.4407545, 118.0887325 24.4407205, 118.0887808 24.4406838, 118.0888452 24.440635, 118.0888988 24.4405398, 118.0889015 24.4404641, 118.0889015 24.4403835, 118.0888961 24.4403053, 118.0888752 24.4402454)",
1686556822,3050288068,0,300925942,service,False,False,40.636,"LINESTRING (118.0901966 24.4400328, 118.0898381 24.4401972)",
1686556822,3050323618,0,300925942,service,False,True,44.429,"LINESTRING (118.0901966 24.4400328, 118.0900312 24.4396627)",
1686556822,3050288060,0,424922842,service,False,False,28.063,"LINESTRING (118.0901966 24.4400328, 118.0904623 24.4399608)",
1761690544,4555740382,0,164548748,service,False,False,69.398,"LINESTRING (118.0931187 24.4424133, 118.0933994 24.4429827)",
1761690544,1682537264,0,164548748,service,False,True,101.448,"LINESTRING (118.0931187 24.4424133, 118.0927331 24.4415712)",
1761690544,4723005477,0,425103819,service,False,False,94.408,"LINESTRING (118.0931187 24.4424133, 118.0939755 24.442078)",
3045427752,3045427769,0,152570699,service,False,True,17.06,"LINESTRING (118.0930427 24.4401105, 118.0929745 24.4399702)",
3045427752,1653819826,0,152570699,service,False,False,137.516,"LINESTRING (118.0930427 24.4401105, 118.0930904 24.4402403, 118.0935732 24.4412485)",
3045427752,3051154974,0,300460808,footway,False,False,93.327,"LINESTRING (118.0930427 24.4401105, 118.0931835 24.4400446, 118.093413 24.4399643, 118.093735 24.4398676, 118.0938833 24.4398074, 118.0938988 24.4398028)",
3045427754,3045427757,0,300460812,footway,False,True,29.265,"LINESTRING (118.0927895 24.4389323, 118.0925052 24.43898)",
3045427754,3045427769,0,300460809,footway,False,False,136.65200000000002,"LINESTRING (118.0927895 24.4389323, 118.092893 24.4392487, 118.0931091 24.4395254, 118.093145 24.4399203, 118.0929745 24.4399702)",
3045427754,3045427771,0,300460812,footway,False,False,109.791,"LINESTRING (118.0927895 24.4389323, 118.0928971 24.4389169, 118.0931458 24.4388653, 118.0932601 24.4388077, 118.0938292 24.4386663)",
3045427755,3045427771,0,300460811,footway,False,False,73.456,"LINESTRING (118.0937175 24.4380303, 118.0936838 24.438237, 118.0937241 24.4384343, 118.0938292 24.4386663)",
3045427756,3051154959,0,300460810,footway,False,False,53.041,"LINESTRING (118.094373 24.4384613, 118.0945743 24.4389017)",
3045427756,3045427766,0,300460812,footway,False,False,62.844,"LINESTRING (118.094373 24.4384613, 118.0942696 24.4383125, 118.0943449 24.4379295)",
3045427756,3045427771,0,300460812,footway,False,True,59.736000000000004,"LINESTRING (118.094373 24.4384613, 118.0941155 24.4385376, 118.0938292 24.4386663)",
3045427757,1653819619,0,152570698,service,False,False,78.865,"LINESTRING (118.0925052 24.43898, 118.092215 24.4383218)",
3045427757,3045427754,0,300460812,footway,False,False,29.265,"LINESTRING (118.0925052 24.43898, 118.0927895 24.4389323)",
3045427757,4723005479,0,424922842,service,False,True,96.226,"LINESTRING (118.0925052 24.43898, 118.0916643 24.4393835)",
3045427757,3045427769,0,"[152570698, 152570699]",service,False,"[False, True]",119.93700000000001,"LINESTRING (118.0925052 24.43898, 118.0926874 24.4393847, 118.092957 24.4399294, 118.0929745 24.4399702)",
3045427759,3045427773,0,300460808,footway,False,False,54.823,"LINESTRING (118.0947788 24.4393492, 118.0952466 24.4391008)",
3045427759,3051154960,0,300460808,footway,False,True,18.943,"LINESTRING (118.0947788 24.4393492, 118.094645 24.4394683)",
3045427759,3051154959,0,300460810,footway,False,True,53.894,"LINESTRING (118.0947788 24.4393492, 118.0945743 24.4389017)",
3045427759,3051154961,0,301006861,footway,False,True,58.667,"LINESTRING (118.0947788 24.4393492, 118.0948426 24.4398736)",
3045427766,3051160190,0,152570675,service,False,False,29.909,"LINESTRING (118.0943449 24.4379295, 118.0946355 24.437978)",
3045427766,3051166270,0,152570675,service,False,True,64.013,"LINESTRING (118.0943449 24.4379295, 118.0939375 24.4378614, 118.0937194 24.4378586)",
3045427766,3045427756,0,300460812,footway,False,True,62.844,"LINESTRING (118.0943449 24.4379295, 118.0942696 24.4383125, 118.094373 24.4384613)",
3045427769,3045427752,0,152570699,service,False,False,17.06,"LINESTRING (118.0929745 24.4399702, 118.0930427 24.4401105)",
3045427769,3045427757,0,"[152570698, 152570699]",service,False,"[False, True]",119.93700000000001,"LINESTRING (118.0929745 24.4399702, 118.092957 24.4399294, 118.0926874 24.4393847, 118.0925052 24.43898)",
3045427769,3045427754,0,300460809,footway,False,True,136.65200000000002,"LINESTRING (118.0929745 24.4399702, 118.093145 24.4399203, 118.0931091 24.4395254, 118.092893 24.4392487, 118.0927895 24.4389323)",
3045427771,3045427755,0,300460811,footway,False,True,73.456,"LINESTRING (118.0938292 24.4386663, 118.0937241 24.4384343, 118.0936838 24.438237, 118.0937175 24.4380303)",
3045427771,3045427756,0,300460812,footway,False,False,59.736000000000004,"LINESTRING (118.0938292 24.4386663, 118.0941155 24.4385376, 118.094373 24.4384613)",
3045427771,3045427754,0,300460812,footway,False,True,109.791,"LINESTRING (118.0938292 24.4386663, 118.0932601 24.4388077, 118.0931458 24.4388653, 118.0928971 24.4389169, 118.0927895 24.4389323)",
3045427773,3045427759,0,300460808,footway,False,True,54.823,"LINESTRING (118.0952466 24.4391008, 118.0947788 24.4393492)",
3050288060,4723005478,0,424922842,service,False,False,70.549,"LINESTRING (118.0904623 24.4399608, 118.0910826 24.4396716)",
3050288060,1686556822,0,424922842,service,False,True,28.063,"LINESTRING (118.0904623 24.4399608, 118.0901966 24.4400328)",
3050288060,3050288064,0,300925944,service,False,False,50.165,"LINESTRING (118.0904623 24.4399608, 118.0904947 24.4401396, 118.090523 24.4404083)",
3050288062,1682537264,0,155906971,service,False,False,77.458,"LINESTRING (118.0924212 24.4409351, 118.0927331 24.4415712)",
3050288062,3051187687,0,155906971,service,False,True,41.597,"LINESTRING (118.0924212 24.4409351, 118.0922537 24.4405935)",
3050288062,4244302161,0,300925940,service,False,True,103.58699999999999,"LINESTRING (118.0924212 24.4409351, 118.0917545 24.4408851, 118.0915941 24.4408301, 118.0914119 24.4408154)",
3050288063,1686556758,0,300925941,service,False,True,67.457,"LINESTRING (118.0894826 24.4399959, 118.0888752 24.4402454)",
3050288063,4242815674,0,424922843,service,False,False,45.382,"LINESTRING (118.0894826 24.4399959, 118.0892906 24.4396271)",
3050288063,3050288068,0,300925941,service,False,False,51.903,"LINESTRING (118.0894826 24.4399959, 118.0895969 24.4402027, 118.0896471 24.4402295, 118.0897149 24.4402393, 118.0898381 24.4401972)",
3050288064,3050288078,0,300925943,service,False,True,70.679,"LINESTRING (118.090523 24.4404083, 118.0898251 24.4403898)",
3050288064,3050288076,0,300925944,service,False,False,54.974000000000004,"LINESTRING (118.090523 24.4404083, 118.0906022 24.4404077, 118.091066 24.4404141)",
3050288064,3050288060,0,300925944,service,False,True,50.165,"LINESTRING (118.090523 24.4404083, 118.0904947 24.4401396, 118.0904623 24.4399608)",
3050288066,1686556740,0,300925940,service,False,True,56.009,"LINESTRING (118.0910666 24.4407983, 118.0910687 24.441302)",
