element_type,osmid,nodes,amenity,bus,name,operator,public_transport,geometry
way,911425801,"[1640078388, 1674356230, 1674356238, 1674356241, 8462856004, 8462856009, 8462856010, 8462856005, 8462856006, 8462856007, 1640078388]",bus_station,yes,厦大(南普陀),厦门公交集团,station,"POLYGON ((118.0923857 24.4422173, 118.0925292 24.4421507, 118.0927038 24.4420811, 118.0928665 24.4420164, 118.0927062 24.4416983, 118.0926309 24.4417225, 118.0923634 24.4418311, 118.0923106 24.4418512, 118.0922263 24.4418906, 118.0923451 24.4421058, 118.0923857 24.4422173))"
