element_type,osmid,nodes,building,geometry,name,amenity,name:en,building:levels,information,tourism
way,560033589,"[5400816856, 5400816857, 5400816858, 5400816859, 5400816856]",school,"POLYGON ((118.0976095 24.4363287, 118.0976015 24.4362416, 118.0977498 24.4362304, 118.0977578 24.4363174, 118.0976095 24.4363287))",,,,,,
way,560033590,"[5400816860, 5400816861, 5400816862, 5400816863, 5400816860]",school,"POLYGON ((118.0978157 24.4362354, 118.0977992 24.4361521, 118.0979456 24.4361282, 118.097962 24.4362115, 118.0978157 24.4362354))",,,,,,
way,560033591,"[5400816864, 5400816865, 5400816866, 5400816867, 5400816864]",school,"POLYGON ((118.0980057 24.4361286, 118.0979896 24.4360475, 118.0981485 24.4360214, 118.0981645 24.4361025, 118.0980057 24.4361286))",,,,,,
way,560033592,"[5400816868, 5400816869, 5400816870, 5400816871, 5400816868]",school,"POLYGON ((118.0971681 24.4367709, 118.0971554 24.4366859, 118.097316 24.436666, 118.0973287 24.436751, 118.0971681 24.4367709))",,,,,,
way,560033593,"[5400816872, 5400816873, 5400816874, 5400816875, 5400816872]",school,"POLYGON ((118.0973666 24.4367347, 118.097353 24.4366487, 118.0975126 24.4366278, 118.0975262 24.4367138, 118.0973666 24.4367347))",,,,,,
way,560033594,"[5400816876, 5400816877, 5400816878, 5400816879, 5400816876]",school,"POLYGON ((118.0975696 24.43665, 118.0975553 24.436562, 118.0977066 24.4365416, 118.0977209 24.4366297, 118.0975696 24.43665))",,,,,,
way,560033595,"[5400816880, 5400816881, 5400816882, 5400816883, 5400816880]",school,"POLYGON ((118.0977802 24.4365412, 118.0977632 24.4364597, 118.0979145 24.4364335, 118.0979315 24.436515, 118.0977802 24.4365412))",,,,,,
way,560033596,"[5400816884, 5400816885, 5400816886, 5400816887, 5400816884]",school,"POLYGON ((118.0979769 24.4364276, 118.0979289 24.4363587, 118.0980921 24.4362646, 118.0981401 24.4363335, 118.0979769 24.4364276))",,,,,,
way,560033597,"[5400816888, 5400816889, 5400816890, 5400816891, 5400816888]",school,"POLYGON ((118.0982069 24.436286, 118.0981605 24.436222, 118.0983227 24.4361246, 118.0983691 24.4361886, 118.0982069 24.436286))",,,,,,
way,560033598,"[5400816892, 5400816893, 5400816894, 5400816895, 5400816896, 5400816897, 5400816898, 5400816899, 5400816892]",school,"POLYGON ((118.0982892 24.4367232, 118.0983056 24.4366193, 118.0983726 24.4366281, 118.0983693 24.4366494, 118.0987398 24.436698, 118.0987437 24.4366731, 118.098808 24.4366815, 118.098791 24.4367891, 118.0982892 24.4367232))",,,,,,
way,560033599,"[5400816900, 5400816901, 5400816902, 5400816903, 5400816904, 5400816905, 5400816906, 5400816907, 5400816908, 5400816909, 5400816910, 5400816911, 5400816912, 5400816913, 5400816914, 5400816915, 5400816916, 5400816917, 5400816900]",school,"POLYGON ((118.0976465 24.4368734, 118.0976632 24.4367783, 118.0977247 24.4367873, 118.097722 24.4368027, 118.0980909 24.4368568, 118.0980961 24.4368271, 118.0981585 24.4368362, 118.0981476 24.4368981, 118.0982066 24.4369068, 118.0982183 24.4368406, 118.0983003 24.4368526, 118.0982968 24.4368725, 118.098655 24.436925, 118.0986589 24.4369026, 118.0987304 24.4369131, 118.098719 24.4369781, 118.098693 24.4369743, 118.0986841 24.4370248, 118.0976465 24.4368734))",,,,,,
way,560033600,"[5400816918, 5400816919, 5400816920, 5400816921, 5400816922, 5400816923, 5400816924, 5400816925, 5400816918]",school,"POLYGON ((118.0972745 24.4371049, 118.0972964 24.4369837, 118.097372 24.436995, 118.097366 24.4370282, 118.0976704 24.4370736, 118.0976756 24.4370447, 118.0977289 24.4370526, 118.0977079 24.4371695, 118.0972745 24.4371049))",,,,,,
way,560033601,"[5400816926, 5400816927, 5400816928, 5400816929, 5400816930, 5400816931, 5400816932, 5400816933, 5400816926]",school,"POLYGON ((118.0977654 24.4371698, 118.0977856 24.4370576, 118.0978501 24.4370672, 118.0978449 24.4370963, 118.0981542 24.4371427, 118.098159 24.4371159, 118.0982202 24.4371251, 118.0982003 24.437235, 118.0977654 24.4371698))",,,,,,
way,560033602,"[5400816934, 5400816935, 5400816936, 5400816937, 5400816938, 5400816939, 5400816940, 5400816941, 5400816934]",school,"POLYGON ((118.0982598 24.437247, 118.0982748 24.4371287, 118.0983531 24.4371369, 118.0983484 24.4371744, 118.0986504 24.4372062, 118.0986536 24.4371811, 118.0987041 24.4371865, 118.0986907 24.4372923, 118.0982598 24.437247))",,,,,,
way,560033603,"[5400816942, 5400816943, 5400816944, 5400816945, 5400816942]",school,"POLYGON ((118.0985539 24.437673, 118.0985937 24.4374382, 118.0987002 24.4374532, 118.0986604 24.4376879, 118.0985539 24.437673))",,,,,,
way,560033604,"[5400816946, 5400816947, 5400816948, 5400816949, 5400816950, 5400816951, 5400816946]",school,"POLYGON ((118.0985596 24.4374128, 118.0985616 24.4373971, 118.0985376 24.4373946, 118.0985441 24.4373438, 118.0987149 24.4373617, 118.0987065 24.4374282, 118.0985596 24.4374128))",,,,,,
way,560033605,"[5400816952, 5400816953, 5400816954, 5400816955, 5400816956, 5400816957, 5400816958, 5400816959, 5400816960, 5400816961, 5400816962, 5400816963, 5400816952]",school,"POLYGON ((118.0976522 24.4374837, 118.097666 24.4374159, 118.0976951 24.4374208, 118.0977033 24.4373808, 118.0983619 24.4374921, 118.0983668 24.4374677, 118.0984352 24.4374793, 118.0984086 24.4376098, 118.0983078 24.4375927, 118.0983134 24.437565, 118.0977111 24.4374633, 118.0977051 24.4374927, 118.0976522 24.4374837))",,,,,,
way,560033606,"[5400816964, 5400816965, 5400816966, 5400816967, 5400816968, 5400816969, 5400816970, 5400816971, 5400816972, 5400816973, 5400816964]",school,"POLYGON ((118.0969907 24.4374446, 118.0970048 24.437355, 118.097068 24.4373632, 118.0970741 24.4373484, 118.0975168 24.4374058, 118.0975213 24.4373773, 118.0975579 24.437382, 118.0975401 24.4374959, 118.0970582 24.4374333, 118.0970551 24.437453, 118.0969907 24.4374446))",,,,,,
way,560033607,"[5400816974, 5400816975, 5400816976, 5400816977, 5400816978, 5400816979, 5400816980, 5400816981, 5400816982, 5400816983, 5400816974]",school,"POLYGON ((118.0966115 24.4373399, 118.0966211 24.4372928, 118.0965705 24.4372843, 118.0965849 24.4372136, 118.0969356 24.4372725, 118.0969128 24.4373848, 118.0968323 24.4373713, 118.0968376 24.4373451, 118.096694 24.4373209, 118.0966876 24.4373527, 118.0966115 24.4373399))",,,,,,
way,560033608,"[5400816984, 5400816985, 5400816986, 5400816987, 5400816984]",school,"POLYGON ((118.0980729 24.4380125, 118.0981184 24.4378024, 118.0983497 24.4378439, 118.0983042 24.438054, 118.0980729 24.4380125))",,,,,,
way,560033609,"[5400816988, 5400816989, 5400816990, 5400816991, 5400816988]",school,"POLYGON ((118.0980487 24.4381463, 118.0980745 24.4380292, 118.0982201 24.4380557, 118.0981944 24.4381728, 118.0980487 24.4381463))",,,,,,
way,560033610,"[5400816992, 5400816993, 5400816994, 5400816995, 5400816992]",school,"POLYGON ((118.098071 24.4383756, 118.0980741 24.4382545, 118.0981874 24.4382569, 118.0981842 24.4383781, 118.098071 24.4383756))",,,,,,
way,560033611,"[5400816996, 5400816997, 5400816998, 5400816999, 5400816996]",school,"POLYGON ((118.0980852 24.4382311, 118.0981006 24.4381744, 118.0981728 24.4381907, 118.0981574 24.4382474, 118.0980852 24.4382311))",,,,,,
way,560033612,"[5400817000, 5400817006, 5400817001, 5400817002, 5400817003, 5400817004, 5400817005, 5400817000]",school,"POLYGON ((118.0974395 24.439043, 118.0973605 24.4390203, 118.0973832 24.4389551, 118.09762 24.4387714, 118.0975738 24.4387221, 118.0977059 24.4386197, 118.0978234 24.4387452, 118.0974395 24.439043))",,,,,,
way,560033613,"[5400817007, 5400817008, 5400817009, 5400817010, 5400817011, 5400817012, 5400817013, 5400817014, 5400817015, 5400817016, 5400817017, 5400817018, 5400817007]",school,"POLYGON ((118.0976378 24.4386109, 118.0975687 24.4385376, 118.0977855 24.4383683, 118.0978041 24.438388, 118.0978472 24.4383544, 118.0979867 24.438374, 118.097943 24.4384726, 118.0978606 24.4384423, 118.0977768 24.4385078, 118.0978996 24.4386382, 118.0978145 24.4387046, 118.0976888 24.4385711, 118.0976378 24.4386109))",,,,,,
way,560033614,"[5400817019, 5400817020, 5400817021, 5400817022, 5400817023, 5400817024, 5400817025, 5400817026, 5400817019]",school,"POLYGON ((118.0970342 24.4385121, 118.0970684 24.4384257, 118.0971141 24.4384407, 118.0972638 24.4380614, 118.0973163 24.4380786, 118.0973527 24.4379863, 118.0976374 24.4380795, 118.0974171 24.4386374, 118.0970342 24.4385121))",,,,,,
way,560033615,"[5400817027, 5400817028, 5400817029, 5400817030, 5400817027]",school,"POLYGON ((118.0969798 24.438737, 118.0970317 24.4386033, 118.0973663 24.4387111, 118.0973144 24.4388448, 118.0969798 24.438737))",,,,,,
way,560033616,"[5400817031, 5400817032, 5400817033, 5400817034, 5400817031]",school,"POLYGON ((118.0968951 24.4389064, 118.0969341 24.4387993, 118.0972246 24.4388869, 118.0971856 24.4389939, 118.0968951 24.4389064))",,,,,,
way,560033617,"[5400817035, 5400817036, 5400817037, 5400817038, 5400817039, 5400817040, 5400817041, 5400817042, 5400817035]",school,"POLYGON ((118.0967747 24.4392632, 118.0967471 24.4391532, 118.0968306 24.4391358, 118.096852 24.4390724, 118.096822 24.439064, 118.0968582 24.4389566, 118.097218 24.4390571, 118.0971766 24.4391798, 118.0967747 24.4392632))",,,,,,
way,560033618,"[5400817043, 5400817044, 5400817045, 5400817046, 5400817043]",school,"POLYGON ((118.0980656 24.4365702, 118.0980235 24.436491, 118.0981678 24.4364274, 118.0982099 24.4365066, 118.0980656 24.4365702))",,,,,,
way,560033619,"[5400817047, 5400817048, 5400817049, 5400817050, 5400817047]",school,"POLYGON ((118.098251 24.4364354, 118.0982172 24.4363625, 118.0983596 24.4363079, 118.0983934 24.4363807, 118.098251 24.4364354))",,,,,,
way,560033620,"[5400817051, 5400817052, 5400817053, 5400817054, 5400817051]",school,"POLYGON ((118.098444 24.4363228, 118.098404 24.4362384, 118.0985399 24.436185, 118.0985799 24.4362695, 118.098444 24.4363228))",,,,,,
way,560033621,"[5400817055, 5400817056, 5400817057, 5400817058, 5400817059, 5400817060, 5400817061, 5400817062, 5400817055]",school,"POLYGON ((118.0967154 24.4401107, 118.0966915 24.4400006, 118.0971804 24.4399126, 118.0972014 24.4400096, 118.0971339 24.4400217, 118.0971301 24.4400041, 118.0968082 24.4400619, 118.0968149 24.4400928, 118.0967154 24.4401107))",,,,,,
way,560033622,"[5400817063, 5400817064, 5400817065, 5400817066, 5400817067, 5400817068, 5400817069, 5400817070, 5400817071, 5400817072, 5400817073, 5400817074, 5400817063]",school,"POLYGON ((118.0966215 24.4403426, 118.0965983 24.4402395, 118.0970635 24.4401526, 118.0970707 24.4401844, 118.0974132 24.4401204, 118.0974333 24.4402096, 118.097353 24.4402246, 118.0973477 24.4402013, 118.097029 24.4402608, 118.0970243 24.4402396, 118.0966989 24.4403004, 118.0967049 24.4403271, 118.0966215 24.4403426))",,,,,,
way,560033623,"[5400817075, 5400817076, 5400817077, 5400817078, 5400817075]",school,"POLYGON ((118.0974981 24.4401835, 118.0974847 24.440108, 118.0979422 24.4400407, 118.0979556 24.4401161, 118.0974981 24.4401835))",,,,,,
way,560033624,"[5400817079, 5400817080, 5400817081, 5400817082, 5400817083, 5400817084, 5400817079]",school,"POLYGON ((118.0978749 24.4403135, 118.097851 24.4401459, 118.0979313 24.4401364, 118.0979428 24.440217, 118.0981933 24.4401874, 118.0982058 24.4402743, 118.0978749 24.4403135))",,,,,,
way,560033625,"[5400817085, 5400817086, 5400817087, 5400817088, 5400817089, 5400817090, 5400817085]",school,"POLYGON ((118.0967327 24.4406013, 118.0967178 24.4405433, 118.0967479 24.4405369, 118.0967303 24.440468, 118.0970122 24.4404081, 118.0970448 24.440535, 118.0967327 24.4406013))",,,,,,
way,560033626,"[5400817091, 5400817092, 5400817093, 5400817094, 5400817091]",school,"POLYGON ((118.0970747 24.4405283, 118.0970471 24.4404129, 118.0973343 24.4403559, 118.0973619 24.4404713, 118.0970747 24.4405283))",,,,,,
way,560033627,"[5400817095, 5400817096, 5400817097, 5400817098, 5400817099, 5400817100, 5400817101, 5400817102, 5400817103, 5400817104, 5400817095]",school,"POLYGON ((118.097407 24.4404864, 118.097401 24.4404554, 118.0974283 24.4404511, 118.0974129 24.440371, 118.0977085 24.440324, 118.097717 24.4403683, 118.0977399 24.4403647, 118.0977563 24.4404499, 118.097662 24.4404649, 118.0976532 24.4404472, 118.097407 24.4404864))",,,,,,
way,560033628,"[5400817105, 5400817106, 5400817107, 5400817108, 5400817109, 5400817110, 5400817111, 5400817112, 5400817113, 5400817114, 5400817115, 5400817116, 5400817117, 5400817118, 5400817105]",school,"POLYGON ((118.0957048 24.4406442, 118.0956126 24.4402225, 118.096185 24.4401188, 118.0962014 24.440194, 118.0956962 24.4402855, 118.0957182 24.4403863, 118.0962264 24.4402943, 118.0962441 24.4403755, 118.0957466 24.4404656, 118.0957717 24.4405801, 118.0962691 24.44049, 118.0962901 24.4405861, 118.0957554 24.4406829, 118.0957454 24.4406368, 118.0957048 24.4406442))",,,,,,
way,560033629,"[5400817119, 5400817120, 5400817121, 5400817122, 5400817119]",school,"POLYGON ((118.0958699 24.4408909, 118.0958495 24.4407831, 118.0962863 24.4407146, 118.0963067 24.4408224, 118.0958699 24.4408909))",,,,,,
way,560033630,"[5400817123, 5400817124, 5400817125, 5400817126, 5400817123]",school,"POLYGON ((118.0960291 24.4410839, 118.0960261 24.4409989, 118.0963331 24.4409899, 118.0963361 24.441075, 118.0960291 24.4410839))",,,,,,
way,560033631,"[5400817127, 5400817128, 5400817129, 5400817130, 5400817127]",school,"POLYGON ((118.0963993 24.4411127, 118.0963905 24.4409818, 118.0967021 24.4409644, 118.0967109 24.4410952, 118.0963993 24.4411127))",,,,,,
way,560033632,"[5400817131, 5400817132, 5400817133, 5400817134, 5400817131]",school,"POLYGON ((118.0964004 24.4413886, 118.0963927 24.4412682, 118.0967169 24.4412509, 118.0967247 24.4413712, 118.0964004 24.4413886))",,,,,,
way,560033633,"[5400817135, 5400817136, 5400817137, 5400817138, 5400817139, 5400817140, 5400817141, 5400817142, 5400817143, 5400817135]",school,"POLYGON ((118.0953778 24.4407196, 118.0953564 24.440661, 118.0953966 24.4405926, 118.095469 24.4405438, 118.0955522 24.4405267, 118.0956031 24.4405511, 118.0956085 24.4406146, 118.0955388 24.4406952, 118.0954476 24.4407269, 118.0953778 24.4407196))",,,,,,
way,560033634,"[5400817144, 5400817145, 5400817146, 5400817147, 5400817144]",school,"POLYGON ((118.0950009 24.4408344, 118.0949622 24.4407537, 118.0952685 24.4406318, 118.0953072 24.4407124, 118.0950009 24.4408344))",,,,,,
way,560033635,"[5400817148, 5400817149, 5400817150, 5400817151, 5400817148]",school,"POLYGON ((118.0945617 24.4410495, 118.0945177 24.4409607, 118.0949137 24.4407981, 118.0949577 24.4408869, 118.0945617 24.4410495))",,,,,,
way,560033636,"[5400817152, 5400817153, 5400817154, 5400817155, 5400817152]",school,"POLYGON ((118.0946583 24.4412828, 118.0946111 24.4411942, 118.0950027 24.4410214, 118.0950499 24.4411101, 118.0946583 24.4412828))",,,,,,
way,560033637,"[5400817156, 5400817157, 5400817158, 5400817159, 5400817156]",school,"POLYGON ((118.0947741 24.4414822, 118.0947298 24.4413979, 118.0950945 24.4412392, 118.0951387 24.4413235, 118.0947741 24.4414822))",,,,,,
way,560033638,"[5400817160, 5400817161, 5400817162, 5400817163, 5400817160]",school,"POLYGON ((118.0952081 24.4413414, 118.0951954 24.4412475, 118.095407 24.4412238, 118.0954197 24.4413176, 118.0952081 24.4413414))",,,,,,
way,560033639,"[5400817164, 5400817165, 5400817166, 5400817167, 5400817164]",school,"POLYGON ((118.0952648 24.4415633, 118.0952505 24.4414701, 118.0954632 24.4414429, 118.0954776 24.4415361, 118.0952648 24.4415633))",,,,,,
way,560033640,"[5400817168, 5400817169, 5400817170, 5400817171, 5400817168]",school,"POLYGON ((118.0952099 24.4417639, 118.0952026 24.4416642, 118.0954119 24.4416514, 118.0954193 24.4417511, 118.0952099 24.4417639))",,,,,,
way,560033641,"[5400817172, 5400817173, 5400817174, 5400817175, 5400817172]",school,"POLYGON ((118.0949865 24.4419502, 118.0949822 24.4418539, 118.0952062 24.4418456, 118.0952105 24.441942, 118.0949865 24.4419502))",,,,,,
way,560033642,"[5400817176, 5400817177, 5400817178, 5400817179, 5400817176]",school,"POLYGON ((118.095363 24.4420666, 118.0953526 24.441972, 118.0955166 24.4419571, 118.095527 24.4420517, 118.095363 24.4420666))",,,,,,
way,560033643,"[5400817180, 5400817181, 5400817182, 5400817183, 5400817180]",school,"POLYGON ((118.095344 24.442294, 118.0953352 24.4422053, 118.095594 24.442184, 118.0956028 24.4422727, 118.095344 24.442294))",,,,,,
way,560033644,"[5400817184, 5400817185, 5400817186, 5400817187, 5400817184]",school,"POLYGON ((118.0952887 24.4425033, 118.0952803 24.4424057, 118.0956008 24.4423828, 118.0956092 24.4424805, 118.0952887 24.4425033))",,,,,,
way,560033645,"[5400817188, 5400817189, 5400817190, 5400817191, 5400817188]",school,"POLYGON ((118.0953759 24.4427137, 118.0953655 24.4426201, 118.0955255 24.4426052, 118.095536 24.4426988, 118.0953759 24.4427137))",,,,,,
way,560033646,"[5400817192, 5400817193, 5400817194, 5400817195, 5400817192]",school,"POLYGON ((118.0951662 24.4427392, 118.095158 24.4426511, 118.0953133 24.4426391, 118.0953215 24.4427271, 118.0951662 24.4427392))",,,,,,
way,560033647,"[5400817196, 5400817197, 5400817198, 5400817199, 5400817200, 5400817201, 5400817196]",school,"POLYGON ((118.0950314 24.4430107, 118.0950021 24.4429589, 118.0950708 24.4429266, 118.0950474 24.4428852, 118.0951612 24.4428319, 118.0952139 24.4429252, 118.0950314 24.4430107))",,,,,,
way,560033648,"[5400817202, 5400817203, 5400817204, 5400817205, 5400817202]",school,"POLYGON ((118.0946422 24.4431754, 118.0945936 24.4430812, 118.0948182 24.4429852, 118.0948668 24.4430794, 118.0946422 24.4431754))",,,,,,
way,560033649,"[5400817206, 5400817207, 5400817208, 5400817209, 5400817206]",school,"POLYGON ((118.094427 24.4428945, 118.0943433 24.442729, 118.0944994 24.4426636, 118.0945831 24.4428291, 118.094427 24.4428945))",,,,,,
way,560033650,"[5400817210, 5400817211, 5400817212, 5400817213, 5400817210]",school,"POLYGON ((118.0945263 24.4425808, 118.0944813 24.4424888, 118.0947086 24.4423968, 118.0947535 24.4424888, 118.0945263 24.4425808))",,,,,,
way,560033651,"[5400817214, 5400817215, 5400817216, 5400817217, 5400817214]",school,"POLYGON ((118.0942769 24.4424906, 118.0942298 24.442398, 118.0944526 24.4423041, 118.0944997 24.4423968, 118.0942769 24.4424906))",,,,,,
way,560033652,"[5400817218, 5400817219, 5400817220, 5400817221, 5400817218]",school,"POLYGON ((118.0946512 24.4423112, 118.0946016 24.4422127, 118.0948153 24.4421236, 118.0948648 24.442222, 118.0946512 24.4423112))",,,,,,
way,560033653,"[5400817222, 5400817223, 5400817224, 5400817225, 5400817222]",school,"POLYGON ((118.094126 24.4422489, 118.094086 24.4421645, 118.09422 24.4421119, 118.09426 24.4421962, 118.094126 24.4422489))",,,,,,
way,560033654,"[5400817226, 5400817227, 5400817228, 5400817229, 5400817226]",school,"POLYGON ((118.0943127 24.4421709, 118.0942725 24.4420884, 118.0945533 24.4419749, 118.0945935 24.4420573, 118.0943127 24.4421709))",,,,,,
way,560033655,"[5400817230, 5400817231, 5400817232, 5400817233, 5400817230]",school,"POLYGON ((118.0946494 24.4420284, 118.094606 24.4419413, 118.0947409 24.4418856, 118.0947843 24.4419727, 118.0946494 24.4420284))",,,,,,
way,560033656,"[5400817234, 5400817235, 5400817236, 5400817237, 5400817238, 5400817239, 5400817240, 5400817241, 5400817242, 5400817243, 5400817234]",school,"POLYGON ((118.0899582 24.4417455, 118.0899577 24.4415252, 118.0905652 24.4415242, 118.0905656 24.4417288, 118.0905069 24.4417289, 118.0905069 24.4417552, 118.0903875 24.4417554, 118.0903876 24.4418019, 118.0901336 24.4418024, 118.0901335 24.4417452, 118.0899582 24.4417455))",,,,,,
way,560033657,"[5400817244, 5400817245, 5400817246, 5400817247, 5400817244]",school,"POLYGON ((118.0940403 24.4419663, 118.0939806 24.4418443, 118.0941615 24.441771, 118.0942211 24.441893, 118.0940403 24.4419663))",,,,,,
way,560033658,"[5400817248, 5400817249, 5400817250, 5400817251, 5400817252, 5400817253, 5400817254, 5400817255, 5400817248]",school,"POLYGON ((118.0942808 24.4417575, 118.0942111 24.4416231, 118.0944065 24.4415392, 118.0944544 24.4416314, 118.0946343 24.4415541, 118.0947097 24.4416995, 118.0945169 24.4417823, 118.0944634 24.4416791, 118.0942808 24.4417575))",,,,,,
way,560033659,"[5400817256, 5400817257, 5400817258, 5400817259, 5400817256]",school,"POLYGON ((118.0938555 24.4416662, 118.0937997 24.4415508, 118.0939961 24.4414721, 118.0940519 24.4415875, 118.0938555 24.4416662))",,,,,,
way,560033660,"[5400817260, 5400817261, 5400817262, 5400817263, 5400817264, 5400817265, 5400817266, 5400817267, 5400817260]",school,"POLYGON ((118.0943063 24.4414047, 118.0942676 24.4413352, 118.0943171 24.4413124, 118.0942923 24.4412678, 118.0944637 24.4411888, 118.0945203 24.4412906, 118.0943462 24.4413708, 118.0943531 24.4413831, 118.0943063 24.4414047))",,,,,,
way,560033661,"[5400817268, 5400817269, 5400817270, 5400817271, 5400817272, 5400817273, 5400817274, 5400817275, 5400817276, 5400817277, 5400817278, 5400817279, 5400817268]",school,"POLYGON ((118.0938724 24.4415082, 118.093822 24.4414009, 118.0937381 24.4414335, 118.0936687 24.4412856, 118.0939399 24.4411802, 118.0939566 24.4412158, 118.094061 24.4411753, 118.094096 24.4412499, 118.0941769 24.4412185, 118.094223 24.441317, 118.0939562 24.4414206, 118.093978 24.4414671, 118.0938724 24.4415082))",,,,,,
way,560033662,"[5400817280, 5400817281, 5400817282, 5400817283, 5400817284, 5400817285, 5400817286, 5400817287, 5400817280]",school,"POLYGON ((118.0931612 24.4417758, 118.093079 24.4416049, 118.0932449 24.4415388, 118.0932193 24.4414855, 118.0933546 24.4414315, 118.0933798 24.4414838, 118.0935231 24.4414266, 118.0936058 24.4415986, 118.0931612 24.4417758))",,,,,,
way,560033663,"[5400817288, 5400817289, 5400817290, 5400817291, 5400817292, 5400817293, 5400817294, 5400817295, 5400817288]",school,"POLYGON ((118.0935962 24.4419581, 118.0935776 24.4419168, 118.0935547 24.4419253, 118.0935405 24.4418939, 118.093556 24.4418881, 118.0935366 24.4418451, 118.0936421 24.4418056, 118.0936943 24.4419214, 118.0935962 24.4419581))",,,,,,
way,560033664,"[5400817296, 5400817297, 5400817298, 5400817299, 5400817300, 5400817301, 5400817302, 5400817303, 5400817304, 5400817305, 5400817296]",school,"POLYGON ((118.093627 24.4421447, 118.0935839 24.4420605, 118.0936516 24.4420318, 118.0936309 24.4419913, 118.0936851 24.4419683, 118.0937039 24.4420051, 118.0937482 24.4419863, 118.0938059 24.442099, 118.0937025 24.4421429, 118.0936897 24.442118, 118.093627 24.4421447))",,,,,,
way,560033665,"[5400817306, 5400817307, 5400817308, 5400817309, 5400817306]",school,"POLYGON ((118.0934393 24.4422481, 118.0933977 24.4421389, 118.0935025 24.4421059, 118.0935441 24.4422151, 118.0934393 24.4422481))",,,,,,
way,560033666,"[5400817310, 5400817311, 5400817312, 5400817313, 5400817310]",school,"POLYGON ((118.0931799 24.4422562, 118.0931461 24.4421799, 118.0933145 24.442118, 118.0933483 24.4421943, 118.0931799 24.4422562))",,,,,,
way,560033667,"[5400817314, 5400817315, 5400817316, 5400817317, 5400817318, 5400817319, 5400817320, 5400817321, 5400817314]",school,"POLYGON ((118.0932135 24.4421131, 118.0931885 24.4420582, 118.0931364 24.4420779, 118.0931146 24.4420302, 118.0931463 24.4420182, 118.0931255 24.4419727, 118.093222 24.4419362, 118.0932896 24.4420843, 118.0932135 24.4421131))",,,,,,
way,560035865,"[5400835234, 5400835235, 5400835236, 5400835237, 5400835234]",school,"POLYGON ((118.0954219 24.443114, 118.0953847 24.4430488, 118.0955696 24.4429615, 118.0956068 24.4430268, 118.0954219 24.443114))",,,,,,
way,560035866,"[5400835238, 5400835239, 5400835240, 5400835241, 5400835238]",school,"POLYGON ((118.0954813 24.4432493, 118.0954436 24.4431835, 118.0955908 24.4431136, 118.0956285 24.4431795, 118.0954813 24.4432493))",,,,,,
way,560035867,"[5400835242, 5400835243, 5400835244, 5400835245, 5400835242]",school,"POLYGON ((118.095188 24.4432191, 118.095149 24.4431423, 118.095325 24.4430683, 118.095364 24.4431451, 118.095188 24.4432191))",,,,,,
way,560035868,"[5400835246, 5400835247, 5400835248, 5400835249, 5400835246]",school,"POLYGON ((118.095264 24.4433328, 118.0952311 24.4432678, 118.095385 24.4432032, 118.0954179 24.4432682, 118.095264 24.4433328))",,,,,,
way,560035869,"[5400835250, 5400835251, 5400835252, 5400835253, 5400835250]",school,"POLYGON ((118.095262 24.4435531, 118.0952674 24.4434712, 118.0955275 24.4434854, 118.0955221 24.4435673, 118.095262 24.4435531))",,,,,,
way,560035870,"[5400835254, 5400835255, 5400835256, 5400835257, 5400835254]",school,"POLYGON ((118.0950407 24.4436994, 118.095046 24.4436206, 118.0953027 24.4436349, 118.0952974 24.4437137, 118.0950407 24.4436994))",,,,,,
way,560035871,"[5400835258, 5400835259, 5400835260, 5400835261, 5400835258]",school,"POLYGON ((118.0947786 24.4438017, 118.094792 24.4437206, 118.0950437 24.4437551, 118.0950303 24.4438362, 118.0947786 24.4438017))",,,,,,
way,560035872,"[5400835262, 5400835263, 5400835264, 5400835265, 5400835262]",school,"POLYGON ((118.0944304 24.4438705, 118.094445 24.4437875, 118.0946095 24.4438114, 118.0945949 24.4438944, 118.0944304 24.4438705))",,,,,,
way,560035873,"[5400835266, 5400835267, 5400835268, 5400835269, 5400835270, 5400835271, 5400835266]",school,"POLYGON ((118.0941758 24.4439776, 118.0941859 24.4439257, 118.0942451 24.4439353, 118.094253 24.4438951, 118.0944401 24.4439255, 118.0944221 24.4440176, 118.0941758 24.4439776))",,,,,,
way,560035874,"[5400835272, 5400835273, 5400835274, 5400835275, 5400835276, 5400835277, 5400835278, 5400835279, 5400835272]",school,"POLYGON ((118.0941204 24.4437429, 118.0941106 24.4436982, 118.0941528 24.4436906, 118.0941469 24.4436637, 118.0942931 24.4436371, 118.0942993 24.4436653, 118.0943449 24.443657, 118.0943544 24.4437004, 118.0941204 24.4437429))",,,,,,
way,560035875,"[5400835280, 5400835281, 5400835282, 5400835283, 5400835284, 5400835285, 5400835286, 5400835287, 5400835280]",school,"POLYGON ((118.0943964 24.443485, 118.0943669 24.4434272, 118.0943902 24.4434174, 118.0943695 24.4433767, 118.0945863 24.4432852, 118.0946089 24.4433296, 118.094782 24.4432566, 118.0948095 24.4433107, 118.0943964 24.443485))",,,,,,
way,560035876,"[5400835288, 5400835289, 5400835290, 5400835291, 5400835288]",school,"POLYGON ((118.0949231 24.4433663, 118.0948955 24.4433133, 118.0950586 24.4432429, 118.0950862 24.443296, 118.0949231 24.4433663))",,,,,,
way,560035877,"[5400835292, 5400835293, 5400835294, 5400835295, 5400835296, 5400835297, 5400835298, 5400835292]",school,"POLYGON ((118.0935599 24.4441668, 118.0934968 24.4440643, 118.0937052 24.443958, 118.0936364 24.4438461, 118.0937616 24.4437823, 118.0938357 24.4439027, 118.0938384 24.4440248, 118.0935599 24.4441668))",,,,,,
