element_type,osmid,nodes,addr:city,addr:postcode,addr:street,amenity,building,cuisine,internet_access,name,smoking,geometry
way,271954980,"[2768872785, 2768872787, 7929972455, 7929972459, 2768872789, 2768872791, 2768872785]",北京,100024,朝阳路,cafe,yes,coffee_shop,wlan,Studying Cafe,separated,"POLYGON ((116.5514783 39.9145583, 116.5522356 39.9145566, 116.5522484 39.9143477, 116.5522596 39.9141646, 116.5522691 39.9140103, 116.5515172 39.9139833, 116.5514783 39.9145583))"
