element_type,osmid,nodes,amenity,building,name,name:en,name:zh,name:zh-Hans,name:zh-Hant,operator,wheelchair,geometry
way,226670893,"[2354390629, 2354390630, 2354390631, 2354390632, 2354390629]",police,yes,保卫处派出所,Security Department,保卫处派出所,保卫处派出所,保衛處派出所,清华大学,yes,"POLYGON ((116.3205673 40.0004463, 116.3205773 40.0003263, 116.3215063 40.0003718, 116.3214963 40.000492, 116.3205673 40.0004463))"
