u,v,key,osmid,highway,access,oneway,reversed,length,name,geometry,bridge,tunnel,maxspeed,service,width
937460781,937644147,0,79697524,unclassified,permissive,False,True,22.875,新民路,"LINESTRING (116.3245034 40.0013037, 116.3245159 40.0010982)",,,,,
937460781,9330994779,0,80320173,service,permissive,False,False,83.82900000000001,,"LINESTRING (116.3245034 40.0013037, 116.3246711 40.0013039, 116.3254309 40.0013241, 116.3254871 40.001324)",,,,,
937460781,9078358428,0,981469696,footway,,False,True,36.356,,"LINESTRING (116.3245034 40.0013037, 116.3246108 40.0011908, 116.3246168 40.0010036)",,,,,
937460781,9078358432,0,981469698,footway,,False,False,21.727,,"LINESTRING (116.3245034 40.0013037, 116.3246038 40.0014115, 116.3245999 40.0014744)",,,,,
937460782,9756804056,0,80320173,service,permissive,False,False,30.18,,"LINESTRING (116.3255649 40.0013259, 116.325919 40.0013353)",,,,,
937460782,9330994779,0,80320173,service,permissive,False,True,6.63,,"LINESTRING (116.3255649 40.0013259, 116.3254871 40.001324)",,,,,
937460782,9756804058,0,479392036,service,permissive,False,False,26.027,,"LINESTRING (116.3255649 40.0013259, 116.3255722 40.0010919)",,,,,
937460783,9235057952,0,80320173,service,permissive,False,False,83.777,,"LINESTRING (116.3270616 40.0013663, 116.3280445 40.0013935)",,,,,
937460783,941379461,0,80320173,service,permissive,False,True,27.063,,"LINESTRING (116.3270616 40.0013663, 116.3267441 40.0013572)",,,,,
937460783,9756804057,0,1060203661,service,permissive,False,False,24.814,,"LINESTRING (116.3270616 40.0013663, 116.3270756 40.0011434)",,,,,
937461938,10893634994,0,80320305,cycleway,permissive,False,False,7.171,,"LINESTRING (116.3265252 39.9991833, 116.3266082 39.9991941)",,,,,
937461938,937461941,0,80320305,cycleway,permissive,False,True,18.606,,"LINESTRING (116.3265252 39.9991833, 116.3263068 39.9991807)",,,,,
937461938,937461939,0,83892762,footway,permissive,False,False,48.940999999999995,,"LINESTRING (116.3265252 39.9991833, 116.3265207 39.999243, 116.3264948 39.9995839, 116.3264919 39.9996227)",,,,,
937461939,937461938,0,83892762,footway,permissive,False,True,48.940999999999995,,"LINESTRING (116.3264919 39.9996227, 116.3264948 39.9995839, 116.3265207 39.999243, 116.3265252 39.9991833)",,,,,
937461939,937461942,0,853328355,footway,,False,False,19.076,,"LINESTRING (116.3264919 39.9996227, 116.3263965 39.999592, 116.32628 39.9996155)",,,,,
937461939,7959888852,0,1060203657,footway,permissive,False,False,27.759,,"LINESTRING (116.3264919 39.9996227, 116.3265493 39.9996639, 116.3265677 39.9997029, 116.3265711 39.9997484, 116.3265672 39.9998507)",,,,,
937461941,937461938,0,80320305,cycleway,permissive,False,False,18.606,,"LINESTRING (116.3263068 39.9991807, 116.3265252 39.9991833)",,,,,
937461941,10893634988,0,80320305,cycleway,permissive,False,True,10.301,,"LINESTRING (116.3263068 39.9991807, 116.3261859 39.9991829)",,,,,
937461941,937461942,0,83892761,footway,permissive,False,False,48.403,,"LINESTRING (116.3263068 39.9991807, 116.3263034 39.9992366, 116.3262825 39.9995846, 116.32628 39.9996155)",,,,,
937461942,937461941,0,83892761,footway,permissive,False,True,48.403,,"LINESTRING (116.32628 39.9996155, 116.3262825 39.9995846, 116.3263034 39.9992366, 116.3263068 39.9991807)",,,,,
937461942,937461939,0,853328355,footway,,False,True,19.076,,"LINESTRING (116.32628 39.9996155, 116.3263965 39.999592, 116.3264919 39.9996227)",,,,,
937461942,7959888853,0,853328356,footway,,False,False,27.43,,"LINESTRING (116.32628 39.9996155, 116.3262188 39.9996667, 116.3262033 39.999702, 116.3261921 39.9997349, 116.3261894 39.9998409)",,,,,
937461944,10893634988,0,80320305,cycleway,permissive,False,False,6.765,,"LINESTRING (116.3261065 39.9991844, 116.3261859 39.9991829)",,,,,
937461944,9330994766,0,743595590,cycleway,permissive,False,False,24.247,,"LINESTRING (116.3261065 39.9991844, 116.3261131 39.9989664)",,,,,
937461944,9176635519,0,80320305,cycleway,permissive,False,True,84.07300000000001,,"LINESTRING (116.3261065 39.9991844, 116.3260452 39.9992038, 116.3259324 39.9992725, 116.325793 39.9993744, 116.3257133 39.9994791, 116.3256569 39.999589, 116.3256179 39.9996915, 116.3256084 39.9997237, 116.3256071 39.9997919)",,,,,
937461945,9176580594,0,80320283,cycleway,permissive,True,False,6.853,,"LINESTRING (116.3262893 39.9962814, 116.3263308 39.9962286)",,,,,
937461945,10893634989,0,83689302,unclassified,permissive,False,False,2.206,日新路,"LINESTRING (116.3262893 39.9962814, 116.3263152 39.9962812)",,,,,
937461945,975566047,0,83689302,unclassified,permissive,False,True,48.149,日新路,"LINESTRING (116.3262893 39.9962814, 116.3257254 39.9962517)",,,,,
937461945,9176580580,0,743595590,cycleway,permissive,False,True,6.43,,"LINESTRING (116.3262893 39.9962814, 116.3262482 39.9963299)",,,,,
937461945,10070266147,0,993289037,footway,,False,False,6.414,,"LINESTRING (116.3262893 39.9962814, 116.3263187 39.9962283)",,,,,
937461946,9769277591,0,83689302,unclassified,permissive,False,False,114.452,日新路,"LINESTRING (116.3268223 39.9963005, 116.3281644 39.9963487)",,,,,
937461946,10893634993,0,83689302,unclassified,permissive,False,True,7.749,日新路,"LINESTRING (116.3268223 39.9963005, 116.3267317 39.9962942)",,,,,
937461946,10893635001,0,743595589,cycleway,permissive,False,False,4.607,,"LINESTRING (116.3268223 39.9963005, 116.3268203 39.9963419)",,,,,
937461946,1363454897,0,993289036,footway,,False,True,123.824,,"LINESTRING (116.3268223 39.9963005, 116.3267655 39.9960849, 116.3268003 39.995258, 116.3267544 39.9952018)",,,,,
937461947,10893634994,0,80320305,cycleway,permissive,False,True,8.424,,"LINESTRING (116.3267057 39.9992068, 116.3266082 39.9991941)",,,,,
937461947,9330994759,0,743595589,cycleway,permissive,False,True,24.976,,"LINESTRING (116.3267057 39.9992068, 116.326715 39.9989823)",,,,,
937461947,953857987,0,80320305,cycleway,permissive,False,False,87.983,,"LINESTRING (116.3267057 39.9992068, 116.3268444 39.9992653, 116.3269463 39.9993375, 116.3270241 39.9994132, 116.3270764 39.9994863, 116.327122 39.9996199, 116.3271269 39.9997227, 116.3271265 39.9997631, 116.3271362 39.9998654)",,,,,
937461954,7077837523,0,80320173,service,permissive,False,True,4.015,,"LINESTRING (116.328165 40.0013968, 116.3281179 40.0013955)",,,,,
937461954,9797846822,0,83689276,unclassified,permissive,False,False,91.598,明德路,"LINESTRING (116.328165 40.0013968, 116.3281221 40.0022199)",,,,,
937461954,7077837512,0,83689276,unclassified,permissive,False,True,18.039,明德路,"LINESTRING (116.328165 40.0013968, 116.3281734 40.0012347)",,,,,
937625112,978612712,0,32954651,service,permissive,False,False,9.572,,"LINESTRING (116.3177304 40.0057908, 116.3177254 40.0058768)",,,,,
937625112,975752316,0,32954651,service,permissive,False,True,43.751,,"LINESTRING (116.3177304 40.0057908, 116.3177525 40.0053977)",,,,,
937625112,380421660,0,83688766,cycleway,permissive,False,True,83.916,,"LINESTRING (116.3177304 40.0057908, 116.3171114 40.0057672, 116.3167467 40.0057489)",,,,,
937635055,10188912066,0,80342198,residential,permissive,False,False,15.216,,"LINESTRING (116.3209215 40.0115205, 116.3210997 40.0115304)",,,,,
937635055,10188912045,0,80342198,residential,permissive,False,True,15.933,,"LINESTRING (116.3209215 40.0115205, 116.3208406 40.0113913)",,,,,
937635055,10188912076,0,1113711585,footway,,False,False,30.26,,"LINESTRING (116.3209215 40.0115205, 116.3208872 40.0115822, 116.3208094 40.0116089, 116.3207316 40.0115555, 116.3206726 40.0115164)",,,,,
937644146,10188911966,0,80343073,service,permissive,False,False,8.516,,"LINESTRING (116.321732 40.0009992, 116.3218318 40.0010037)",,,,,
937644146,9801013418,0,743595613,unclassified,permissive,False,False,2.534,学堂路,"LINESTRING (116.321732 40.0009992, 116.3217294 40.0010219)",,,,,
937644146,9176635521,0,743595613,unclassified,permissive,False,True,138.44199999999998,学堂路,"LINESTRING (116.321732 40.0009992, 116.321819 39.9998038, 116.3218227 39.9997561)",,,,,
937644147,937460781,0,79697524,unclassified,permissive,False,False,22.875,新民路,"LINESTRING (116.3245159 40.0010982, 116.3245034 40.0013037)",,,,,
937644147,9235057968,0,79697524,unclassified,permissive,False,True,140.036,新民路,"LINESTRING (116.3245159 40.0010982, 116.3245733 39.9998396)",,,,,
937644147,9330994785,0,80343073,service,permissive,False,True,47.948,,"LINESTRING (116.3245159 40.0010982, 116.3239536 40.0010782)",,,,,
937644149,8000890932,0,80343075,service,permissive,False,False,8.981,,"LINESTRING (116.3216009 40.0020527, 116.3217063 40.0020548)",,,,,
937644149,9801013417,0,743595613,unclassified,permissive,False,False,58.092,学堂路,"LINESTRING (116.3216009 40.0020527, 116.321558 40.0025741)",,,,,
937644149,974516630,0,743595613,unclassified,permissive,False,True,49.619,学堂路,"LINESTRING (116.3216009 40.0020527, 116.3216537 40.0016083)",,,,,
937644150,151994535,0,79697524,unclassified,permissive,False,False,23.042,新民路,"LINESTRING (116.3244545 40.00211, 116.324442 40.002317)",,,,,
937644150,937460781,0,79697524,unclassified,permissive,False,True,89.753,新民路,"LINESTRING (116.3244545 40.00211, 116.3245034 40.0013037)",,,,,
937644150,983365363,0,80343075,service,permissive,False,True,10.191,,"LINESTRING (116.3244545 40.00211, 116.3243349 40.0021076)",,,,,
941370093,10702086253,0,80716322,footway,,False,True,7.989,,"LINESTRING (116.3188383 40.0047771, 116.3188443 40.0047054)",,,,,
941370093,978608574,0,1010697355,unclassified,permissive,False,False,18.197,至善路,"LINESTRING (116.3188383 40.0047771, 116.318626 40.0047588)",,,,,
941370093,976490831,0,1010697355,unclassified,permissive,False,True,50.088,至善路,"LINESTRING (116.3188383 40.0047771, 116.319425 40.0048077)",,,,,
941370094,10702086242,0,80716321,service,permissive,False,False,6.943,,"LINESTRING (116.3182037 40.004733, 116.3182092 40.0046707)",,,,,
941370094,371156178,0,1010697355,unclassified,permissive,False,False,34.933,至善路,"LINESTRING (116.3182037 40.004733, 116.3177951 40.0047059)",,,,,
941370094,978608574,0,1010697355,unclassified,permissive,False,True,36.083,至善路,"LINESTRING (116.3182037 40.004733, 116.318626 40.0047588)",,,,,
941370096,10702086268,0,80716321,service,permissive,False,True,34.774,,"LINESTRING (116.3182505 40.0041262, 116.3182268 40.0044384)",,,,,
941370096,10702086265,0,83687716,service,permissive,False,False,36.028,,"LINESTRING (116.3182505 40.0041262, 116.318673 40.0041418)",,,,,
941370096,10948596791,0,"[972834769, 972834770, 478768390]",cycleway,permissive,False,False,33.601,,"LINESTRING (116.3182505 40.0041262, 116.3182601 40.0039968, 116.3182702 40.0038614, 116.3182727 40.0038245)",,,,,
941370097,10948596794,0,80716322,footway,,False,False,32.362,,"LINESTRING (116.3190054 40.0041541, 116.3189652 40.0044435)",,,,,
941370097,10702086265,0,83687716,service,permissive,False,True,28.345,,"LINESTRING (116.3190054 40.0041541, 116.318673 40.0041418)",,,,,
941370097,9824781949,0,83687716,service,permissive,False,False,8.494,,"LINESTRING (116.3190054 40.0041541, 116.3190672 40.0041556, 116.319069 40.0041266)",,,,,
941370109,937443584,0,83687716,service,permissive,False,False,77.891,,"LINESTRING (116.3195999 40.0035997, 116.3196341 40.0028997)",,,,,
941370109,9824781949,0,83687716,service,permissive,False,True,93.667,,"LINESTRING (116.3195999 40.0035997, 116.3195397 40.003655, 116.3191999 40.0036468, 116.3190926 40.0037456, 116.319069 40.0041266)",,,,,
941370109,10702086281,0,1070559282,footway,,False,True,42.414,,"LINESTRING (116.3195999 40.0035997, 116.3196588 40.0036951, 116.3196371 40.0039705)",,,,,
941370117,10948596794,0,80716322,footway,,False,True,12.435,,"LINESTRING (116.3189497 40.0045547, 116.3189652 40.0044435)",,,,,
941370117,10702086253,0,80716322,footway,,False,False,19.967,,"LINESTRING (116.3189497 40.0045547, 116.3189116 40.0046257, 116.3188579 40.004653, 116.3188443 40.0047054)",,,,,
941370117,10702086263,0,1150459893,footway,,False,False,35.554,,"LINESTRING (116.3189497 40.0045547, 116.3188198 40.0044911, 116.3187397 40.0044351, 116.3186537 40.0043365)",,,,,
941375120,937443593,0,80318974,service,permissive,False,True,5.155,,"LINESTRING (116.31864 40.002656, 116.318637 40.0027023)",,,,,
941375120,937443585,0,83688734,service,permissive,False,True,85.684,,"LINESTRING (116.31864 40.002656, 116.3196441 40.0027028)",,,,,
941375120,10845871339,0,80318974,service,permissive,False,False,68.127,,"LINESTRING (116.31864 40.002656, 116.318646 40.0025548, 116.3186738 40.0021264, 116.31868 40.0020441)",,,,,
941379442,941379443,0,80717412,service,permissive,False,False,32.772,,"LINESTRING (116.3251843 40.0023413, 116.3255687 40.0023539)",,,,,
941379442,151994535,0,80717412,service,permissive,False,True,63.285,,"LINESTRING (116.3251843 40.0023413, 116.324442 40.002317)",,,,,
941379442,10893676249,0,1011349598,footway,,False,False,5.7,,"LINESTRING (116.3251843 40.0023413, 116.3251958 40.0022908)",,,,,
941379442,946565936,0,1060203653,service,permissive,False,True,88.149,,"LINESTRING (116.3251843 40.0023413, 116.3251313 40.003133)",,,,,
941379443,9330994777,0,80717412,service,permissive,False,False,83.252,,"LINESTRING (116.3255687 40.0023539, 116.3265452 40.0023859)",,,,,
941379443,941379442,0,80717412,service,permissive,False,True,32.772,,"LINESTRING (116.3255687 40.0023539, 116.3251843 40.0023413)",,,,,
941379443,946565937,0,84652154,service,permissive,False,True,88.295,,"LINESTRING (116.3255687 40.0023539, 116.3255152 40.0031469)",,,,,
941379445,2356772974,0,80717412,service,permissive,False,False,26.826,,"LINESTRING (116.3266935 40.0023908, 116.3270082 40.0024003)",,,,,
941379445,9330994777,0,80717412,service,permissive,False,True,12.644,,"LINESTRING (116.3266935 40.0023908, 116.3265452 40.0023859)",,,,,
941379445,10893676251,0,80717420,service,permissive,False,False,5.764,,"LINESTRING (116.3266935 40.0023908, 116.326696 40.002339)",,,,,
941379454,6956583333,0,105431232,service,permissive,False,True,11.786,,"LINESTRING (116.3252806 40.0035169, 116.3251424 40.0035117)",,,,,
941379454,946565937,0,"[80717418, 84652154]",service,permissive,False,False,56.452999999999996,,"LINESTRING (116.3252806 40.0035169, 116.3253092 40.0034467, 116.3254956 40.0034376, 116.3255152 40.0031469)",,,,,
941379454,2356772973,0,"[1060203654, 1060203655]",service,permissive,False,False,142.042,,"LINESTRING (116.3252806 40.0035169, 116.3268256 40.0035718, 116.3269464 40.0035768)",,,,,
941379461,937460783,0,80320173,service,permissive,False,False,27.063,,"LINESTRING (116.3267441 40.0013572, 116.3270616 40.0013663)",,,,,
941379461,9756804053,0,80320173,service,permissive,False,True,8.361,,"LINESTRING (116.3267441 40.0013572, 116.326646 40.0013546)",,,,,
941379461,9078358433,0,80717420,service,permissive,False,True,20.652,,"LINESTRING (116.3267441 40.0013572, 116.326735 40.0015428)",,,,,
942362873,10188911969,0,80716984,cycleway,,False,False,9.072,,"LINESTRING (116.32169 40.0013687, 116.3215837 40.0013636)",,,,,
942362873,974516630,0,743595613,unclassified,permissive,False,False,26.821,学堂路,"LINESTRING (116.32169 40.0013687, 116.3216537 40.0016083)",,,,,
942362873,9801013418,0,743595613,unclassified,permissive,False,True,38.708,学堂路,"LINESTRING (116.32169 40.0013687, 116.3217294 40.0010219)",,,,,
942362885,9801013422,0,80716984,cycleway,,False,False,8.13,,"LINESTRING (116.3208974 40.0013307, 116.3208023 40.0013245)",,,,,
942362885,10188911969,0,80716984,cycleway,,False,True,58.572,,"LINESTRING (116.3208974 40.0013307, 116.3215837 40.0013636)",,,,,
942362885,2354044805,0,84335917,cycleway,permissive,False,False,31.862,,"LINESTRING (116.3208974 40.0013307, 116.3208443 40.0013754, 116.3208165 40.0016005)",,,,,
943362689,9176512390,0,226628307,service,permissive,False,True,4.287,,"LINESTRING (116.3219414 39.9982932, 116.3218911 39.9982945)",,,,,
943362689,10198894133,0,743595613,unclassified,permissive,False,False,152.232,学堂路,"LINESTRING (116.3219414 39.9982932, 116.3218302 39.9996596)",,,,,
943362689,8000890893,0,743595613,unclassified,permissive,False,True,70.496,学堂路,"LINESTRING (116.3219414 39.9982932, 116.3220397 39.9976637)",,,,,
943362689,9176512387,0,817157927,service,permissive,False,False,5.068,,"LINESTRING (116.3219414 39.9982932, 116.3220009 39.9982935)",,,,,
943386823,930076789,0,23426857,service,permissive,False,True,26.397,,"LINESTRING (116.3204229 40.00952, 116.3203005 40.0097381)",,,,,
943386823,930076778,0,83688587,service,permissive,False,True,26.754,,"LINESTRING (116.3204229 40.00952, 116.3202182 40.0093375)",,,,,
943386823,253721870,0,84644274,service,permissive,False,False,9.694,,"LINESTRING (116.3204229 40.00952, 116.3204504 40.0094354)",,,,,
943400118,983351366,0,80342127,service,permissive,False,False,82.818,,"LINESTRING (116.3217863 40.0065938, 116.3227575 40.0066301)",,,,,
943400118,371156382,0,80342127,service,permissive,False,True,46.435,,"LINESTRING (116.3217863 40.0065938, 116.3212417 40.0065743)",,,,,
943400118,10845902603,0,1113711572,cycleway,,False,True,96.208,,"LINESTRING (116.3217863 40.0065938, 116.3217723 40.0068817, 116.3217375 40.0069577, 116.321657 40.0069947, 116.3216114 40.0070645, 116.3216275 40.0071282, 116.3216999 40.0071899, 116.3218635 40.0072597, 116.3218992 40.0073078)",,,,,
945107456,9754075724,0,83892624,service,permissive,False,True,5.283,,"LINESTRING (116.3190862 40.006562, 116.319122 40.0065232)",,,,,
945107456,2353996187,0,1061667502,service,,False,False,16.225,,"LINESTRING (116.3190862 40.006562, 116.3192513 40.0066348)",yes,,,,
945107456,371156376,0,32954685,service,permissive,False,True,121.479,,"LINESTRING (116.3190862 40.006562, 116.3188488 40.0064718, 116.3176896 40.0064188)",,,,,
945107456,931404156,0,84273708,cycleway,permissive,False,True,325.147,,"LINESTRING (116.3190862 40.006562, 116.318546 40.0068675, 116.3183744 40.006999, 116.31831 40.0071798, 116.3182981 40.0075885, 116.3182671 40.0086507, 116.3182611 40.0091356, 116.3182576 40.0092158)",,,,,
945107457,945107458,0,81093129,cycleway,,False,False,26.374,,"LINESTRING (116.3193388 40.0066789, 116.3193136 40.0069153)",,,,,
945107457,2353997717,0,83892623,service,permissive,False,True,78.886,,"LINESTRING (116.3193388 40.0066789, 116.3202641 40.0067101)",,,,,
945107457,2353996187,0,1061667503,service,permissive,False,True,8.921,,"LINESTRING (116.3193388 40.0066789, 116.3192513 40.0066348)",,,,,
945107458,945107457,0,81093129,cycleway,,False,True,26.374,,"LINESTRING (116.3193136 40.0069153, 116.3193388 40.0066789)",,,,,
945107458,945107459,0,84652146,cycleway,,False,False,47.805,,"LINESTRING (116.3193136 40.0069153, 116.3198741 40.0069379)",,,,,
945107458,10696062536,0,1149786294,cycleway,,False,False,90.734,,"LINESTRING (116.3193136 40.0069153, 116.3194232 40.0070722, 116.3194119 40.0072413, 116.3195572 40.007474, 116.3198315 40.0074908)",,,,,
945107459,976492288,0,81093130,cycleway,,False,False,44.418,,"LINESTRING (116.3198741 40.0069379, 116.3198464 40.0073368)",,,,,
945107459,945107460,0,84652146,cycleway,,False,False,29.403,,"LINESTRING (116.3198741 40.0069379, 116.3202187 40.0069537)",,,,,
945107459,945107458,0,84652146,cycleway,,False,True,47.805,,"LINESTRING (116.3198741 40.0069379, 116.3193136 40.0069153)",,,,,
945107460,945107459,0,84652146,cycleway,,False,True,29.403,,"LINESTRING (116.3202187 40.0069537, 116.3198741 40.0069379)",,,,,
945107460,10188912019,0,226623654,cycleway,,False,False,56.704,,"LINESTRING (116.3202187 40.0069537, 116.3202069 40.0071007, 116.3205352 40.0071163, 116.3205285 40.0072269)",,,,,
945107460,2353997717,0,226623654,cycleway,,False,True,27.954,,"LINESTRING (116.3202187 40.0069537, 116.3202498 40.0069197, 116.3202641 40.0067101)",,,,,
945107461,945107462,0,81093130,cycleway,,False,False,44.694,,"LINESTRING (116.3198174 40.0076371, 116.3203415 40.0076572)",,,,,
945107461,10696062536,0,81093130,cycleway,,False,True,16.312,,"LINESTRING (116.3198174 40.0076371, 116.3198315 40.0074908)",,,,,
945107461,9754075726,0,226623673,cycleway,,False,False,45.998,,"LINESTRING (116.3198174 40.0076371, 116.3192778 40.00762)",,,,,
945107462,961414147,0,81093130,cycleway,,False,False,34.637,,"LINESTRING (116.3203415 40.0076572, 116.3203163 40.0079681)",,,,,
945107462,945107461,0,81093130,cycleway,,False,True,44.694,,"LINESTRING (116.3203415 40.0076572, 116.3198174 40.0076371)",,,,,
945107462,2354335557,0,226666774,cycleway,,False,False,46.96,,"LINESTRING (116.3203415 40.0076572, 116.3204911 40.0076642, 116.3205205 40.0073575)",,,,,
945107463,961414147,0,82607864,cycleway,,False,True,19.552,,"LINESTRING (116.3203116 40.0081439, 116.3203163 40.0079681)",,,,,
945107463,245131277,0,743595608,residential,permissive,False,False,12.904,紫荆路,"LINESTRING (116.3203116 40.0081439, 116.3204629 40.00815)",,,,,
945107463,9754075727,0,743595608,residential,permissive,False,True,89.569,紫荆路,"LINESTRING (116.3203116 40.0081439, 116.3195838 40.0081146, 116.3192614 40.0081016)",,,,,
945575340,6956583337,0,32954656,service,permissive,False,False,70.769,,"LINESTRING (116.3223987 40.0034098, 116.3232286 40.0034404)",,,,,
945575340,2354498302,0,83787825,cycleway,,False,True,42.963,,"LINESTRING (116.3223987 40.0034098, 116.3223766 40.0037958)",,,,,
945575340,10702165328,0,32954656,service,permissive,False,True,56.716,,"LINESTRING (116.3223987 40.0034098, 116.322282 40.0034054, 116.3217336 40.0033853)",,,,,
945575374,10702165335,0,83787825,cycleway,,False,False,26.264,,"LINESTRING (116.3223651 40.0045786, 116.3223776 40.0043426)",,,,,
945575374,975577618,0,83787825,cycleway,,False,True,33.753,,"LINESTRING (116.3223651 40.0045786, 116.3222802 40.0048751)",,,,,
945575374,2354497897,0,226683523,footway,,False,False,88.483,,"LINESTRING (116.3223651 40.0045786, 116.3234037 40.0045959)",,,,,
945576307,2354498302,0,83787825,cycleway,,False,False,36.842,,"LINESTRING (116.3223573 40.0041268, 116.3223766 40.0037958)",,,,,
945576307,992548496,0,83787825,cycleway,,False,True,6.755,,"LINESTRING (116.3223573 40.0041268, 116.3223861 40.0041834)",,,,,
945576307,9748178850,0,"[1060954487, 1060954486, 81140535]","['steps', 'footway']",,False,False,71.079,,"LINESTRING (116.3223573 40.0041268, 116.3222806 40.0041232, 116.3221869 40.0041187, 116.3219887 40.0041093, 116.3217732 40.0041002, 116.3216248 40.0040921, 116.3215244 40.0040873)",,,,,
946565936,946565937,0,81245409,service,permissive,False,True,32.736,,"LINESTRING (116.3251313 40.003133, 116.3255152 40.0031469)",,,,,
946565936,9740794048,0,1060203652,service,permissive,False,False,42.014,,"LINESTRING (116.3251313 40.003133, 116.3251138 40.0035106)",,,,,
946565936,941379442,0,1060203653,service,permissive,False,False,88.149,,"LINESTRING (116.3251313 40.003133, 116.3251843 40.0023413)",,,,,
946565937,946565936,0,81245409,service,permissive,False,False,32.736,,"LINESTRING (116.3255152 40.0031469, 116.3251313 40.003133)",,,,,
946565937,941379443,0,84652154,service,permissive,False,False,88.295,,"LINESTRING (116.3255152 40.0031469, 116.3255687 40.0023539)",,,,,
946565937,941379454,0,"[84652154, 80717418]",service,permissive,False,True,56.452999999999996,,"LINESTRING (116.3255152 40.0031469, 116.3254956 40.0034376, 116.3253092 40.0034467, 116.3252806 40.0035169)",,,,,
953857984,9176635519,0,80320305,cycleway,permissive,False,False,3.77,,"LINESTRING (116.3256064 39.9998258, 116.3256071 39.9997919)",,,,,
953857984,10314633599,0,993282842,unclassified,permissive,False,False,11.253,清华路,"LINESTRING (116.3256064 39.9998258, 116.3254744 39.9998218)",,,,,
953857984,7959888853,0,993282842,unclassified,permissive,False,True,49.689,清华路,"LINESTRING (116.3256064 39.9998258, 116.3261894 39.9998409)",,,,,
953857984,9176635520,0,1060203659,service,permissive,False,True,5.183,,"LINESTRING (116.3256064 39.9998258, 116.325605 39.9998724)",,,,,
953857987,7959888852,0,993282842,unclassified,permissive,False,False,48.495,清华路,"LINESTRING (116.3271362 39.9998654, 116.3265672 39.9998507)",,,,,
953857987,10314633596,0,993282842,unclassified,permissive,False,True,12.574,清华路,"LINESTRING (116.3271362 39.9998654, 116.3272837 39.9998699)",,,,,
953857987,10699314657,0,80320288,service,permissive,False,True,36.853,,"LINESTRING (116.3271362 39.9998654, 116.3271198 40.0001371, 116.3271172 40.0001965)",,,,,
953857987,937461947,0,80320305,cycleway,permissive,False,True,87.98299999999999,,"LINESTRING (116.3271362 39.9998654, 116.3271265 39.9997631, 116.3271269 39.9997227, 116.327122 39.9996199, 116.3270764 39.9994863, 116.3270241 39.9994132, 116.3269463 39.9993375, 116.3268444 39.9992653, 116.3267057 39.9992068)",,,,,
953857987,10699314654,0,83690611,service,,True,False,89.586,,"LINESTRING (116.3271362 39.9998654, 116.3269827 40.0000419, 116.3269576 40.0001207, 116.3268908 40.0001916, 116.3268506 40.0002225, 116.326784 40.0002542, 116.3266816 40.0002513, 116.3263649 40.0002406)",,,,driveway,
961414146,961414147,0,81093130,cycleway,,False,True,69.546,,"LINESTRING (116.3211313 40.0080066, 116.3203163 40.0079681)",,,,,
961414146,3736176211,0,743595613,unclassified,permissive,False,False,18.914,学堂路,"LINESTRING (116.3211313 40.0080066, 116.3211162 40.0081763)",,,,,
961414146,976492287,0,743595613,unclassified,permissive,False,True,69.72,学堂路,"LINESTRING (116.3211313 40.0080066, 116.3211841 40.0073809)",,,,,
961414147,961414146,0,81093130,cycleway,,False,False,69.546,,"LINESTRING (116.3203163 40.0079681, 116.3211313 40.0080066)",,,,,
961414147,945107462,0,81093130,cycleway,,False,True,34.637,,"LINESTRING (116.3203163 40.0079681, 116.3203415 40.0076572)",,,,,
961414147,945107463,0,82607864,cycleway,,False,False,19.552,,"LINESTRING (116.3203163 40.0079681, 116.3203116 40.0081439)",,,,,
974458987,10948596791,0,"[1178530416, 83688124]","['steps', 'footway']",permissive,False,False,58.062,,"LINESTRING (116.3180158 40.0037144, 116.3178704 40.0037055, 116.3178617 40.0037999, 116.3181567 40.0038163, 116.3182727 40.0038245)",,,,,
974458987,10948596791,1,"[972834769, 83688124, 1178530415]","['steps', 'cycleway', 'footway']",permissive,False,True,33.22,,"LINESTRING (116.3180158 40.0037144, 116.3181701 40.0037218, 116.3182792 40.0037281, 116.3182727 40.0038245)",,,,,
974458987,937446560,0,"[1113711561, 1113711562, 83688126]","['steps', 'footway']",permissive,False,True,31.378,,"LINESTRING (116.3180158 40.0037144, 116.318028 40.0035102, 116.3180307 40.0034773, 116.3180346 40.0034326)",,,,,
974479561,930118876,0,83688578,path,permissive,False,True,107.592,,"LINESTRING (116.3282101 40.0088841, 116.3269494 40.0088224)",,,,,
974479565,974479566,0,83688579,path,permissive,False,False,110.905,,"LINESTRING (116.3274106 40.0083979, 116.328712 40.0084321)",,,,,
974479565,930118876,0,1059455091,residential,permissive,False,False,61.408,明德路,"LINESTRING (116.3274106 40.0083979, 116.3269494 40.0088224)",,,,,
974479565,6948372546,0,1059455091,residential,permissive,False,True,59.992,明德路,"LINESTRING (116.3274106 40.0083979, 116.3275363 40.0082722, 116.3275838 40.0082098, 116.3276221 40.0081474, 116.3276578 40.0080375, 116.3276718 40.0079112)",,,,,
974479566,974479565,0,83688579,path,permissive,False,True,110.905,,"LINESTRING (116.328712 40.0084321, 116.3274106 40.0083979)",,,,,
974479569,974479570,0,83688580,path,permissive,False,False,113.435,,"LINESTRING (116.3263273 40.0093527, 116.327658 40.0093957)",,,,,
974479569,2354002839,0,1059455091,residential,permissive,False,False,50.86,明德路,"LINESTRING (116.3263273 40.0093527, 116.3259387 40.0097)",,,,,
974479569,930118876,0,1059455091,residential,permissive,False,True,79.274,明德路,"LINESTRING (116.3263273 40.0093527, 116.3269494 40.0088224)",,,,,
