u,v,key,osmid,highway,oneway,reversed,length,name,geometry,bridge,lanes,maxspeed
3816715354,3816715353,0,378270398,service,False,True,29.645,,"LINESTRING (114.3540425 30.6110684, 114.3539946 30.6113318)",,,
3816715354,3816715349,0,378253778,service,False,True,100.947,,"LINESTRING (114.3540425 30.6110684, 114.3547221 30.6111946, 114.3547516 30.6112384, 114.3547569 30.6112904, 114.3547341 30.6113365, 114.3546241 30.6114612)",,,
3816715355,1839548235,0,158683161,service,False,False,24.517,交通四路,"LINESTRING (114.3490383 30.6099682, 114.3489936 30.6101853)",,,
3816715355,3816715757,0,158683161,service,False,True,30.492,交通四路,"LINESTRING (114.3490383 30.6099682, 114.349094 30.6096982)",,,
3816715355,3904060955,0,387066476,service,False,True,85.385,,"LINESTRING (114.3490383 30.6099682, 114.3481619 30.6098243)",,,
3816715757,3816715355,0,158683161,service,False,False,30.492,交通四路,"LINESTRING (114.349094 30.6096982, 114.3490383 30.6099682)",,,
3816715757,3816574571,0,158683161,service,False,True,20.846,交通四路,"LINESTRING (114.349094 30.6096982, 114.349132 30.6095136)",,,
3816715757,3904064557,0,387066477,service,False,True,85.108,,"LINESTRING (114.349094 30.6096982, 114.3482169 30.6095718)",,,
3816715760,3816715762,0,378253768,service,False,False,25.421,,"LINESTRING (114.3484243 30.6085931, 114.348468 30.6083676)",,,
3816715760,694059735,0,378253768,service,False,True,31.173,,"LINESTRING (114.3484243 30.6085931, 114.3483805 30.6088709)",,,
3816715760,3816715761,0,378270403,service,False,False,84.596,,"LINESTRING (114.3484243 30.6085931, 114.349299 30.6087029)",,,
3816715761,3816574571,0,158683161,service,False,False,91.552,交通四路,"LINESTRING (114.349299 30.6087029, 114.349132 30.6095136)",,,
3816715761,3816715763,0,158683161,service,False,True,27.341,交通四路,"LINESTRING (114.349299 30.6087029, 114.3493489 30.6084608)",,,
3816715761,3816715760,0,378270403,service,False,True,84.596,,"LINESTRING (114.349299 30.6087029, 114.3484243 30.6085931)",,,
3816715762,3816715764,0,378253768,service,False,False,28.375,,"LINESTRING (114.348468 30.6083676, 114.3485168 30.6081159)",,,
3816715762,3816715760,0,378253768,service,False,True,25.421,,"LINESTRING (114.348468 30.6083676, 114.3484243 30.6085931)",,,
3816715762,3816715763,0,378270404,service,False,False,84.938,,"LINESTRING (114.348468 30.6083676, 114.3493489 30.6084608)",,,
3816715763,3816715761,0,158683161,service,False,False,27.341,交通四路,"LINESTRING (114.3493489 30.6084608, 114.349299 30.6087029)",,,
3816715763,3816715765,0,158683161,service,False,True,28.243,交通四路,"LINESTRING (114.3493489 30.6084608, 114.3494004 30.6082107)",,,
3816715763,3816715762,0,378270404,service,False,True,84.938,,"LINESTRING (114.3493489 30.6084608, 114.348468 30.6083676)",,,
3816715764,3816715766,0,378253768,service,False,False,23.652,,"LINESTRING (114.3485168 30.6081159, 114.3485575 30.6079061)",,,
3816715764,3816715762,0,378253768,service,False,True,28.375,,"LINESTRING (114.3485168 30.6081159, 114.348468 30.6083676)",,,
3816715764,3816715765,0,378270405,service,False,False,85.217,,"LINESTRING (114.3485168 30.6081159, 114.3494004 30.6082107)",,,
3816715765,3816715763,0,158683161,service,False,False,28.243,交通四路,"LINESTRING (114.3494004 30.6082107, 114.3493489 30.6084608)",,,
3816715765,3816715768,0,158683161,service,False,True,22.857,交通四路,"LINESTRING (114.3494004 30.6082107, 114.3494387 30.6080078)",,,
3816715765,3816715764,0,378270405,service,False,True,85.217,,"LINESTRING (114.3494004 30.6082107, 114.3485168 30.6081159)",,,
3816715766,3816574566,0,378253768,service,False,False,23.685,,"LINESTRING (114.3485575 30.6079061, 114.3485982 30.607696)",,,
3816715766,3816715764,0,378253768,service,False,True,23.652,,"LINESTRING (114.3485575 30.6079061, 114.3485168 30.6081159)",,,
3816715766,3816715768,0,378270406,service,False,False,85.088,,"LINESTRING (114.3485575 30.6079061, 114.3494387 30.6080078)",,,
3816715767,3904060954,0,158683161,service,False,False,188.778,交通四路,"LINESTRING (114.3497972 30.6061532, 114.3494735 30.6078279)",,,
3816715767,3816574570,0,378253769,service,False,False,62.183,,"LINESTRING (114.3497972 30.6061532, 114.349158 30.6060529)",,,
3816715767,1839513338,0,378253769,service,False,True,57.874,,"LINESTRING (114.3497972 30.6061532, 114.3503921 30.6062466)",,,
3816715768,3816715765,0,158683161,service,False,False,22.857,交通四路,"LINESTRING (114.3494387 30.6080078, 114.3494004 30.6082107)",,,
3816715768,3904060954,0,158683161,service,False,True,20.279,交通四路,"LINESTRING (114.3494387 30.6080078, 114.3494735 30.6078279)",,,
3816715768,3816715766,0,378270406,service,False,True,85.088,,"LINESTRING (114.3494387 30.6080078, 114.3485575 30.6079061)",,,
3904060944,3816648044,0,158669026,service,False,False,75.513,青年园南路,"LINESTRING (114.3514696 30.6105426, 114.3522478 30.6106549)",,,
3904060944,4050649064,0,158669026,service,False,True,88.579,青年园南路,"LINESTRING (114.3514696 30.6105426, 114.3505568 30.6104106)",,,
3904060944,3904060945,0,387066471,service,False,False,117.417,交通二路,"LINESTRING (114.3514696 30.6105426, 114.351701 30.6095056)",,,
3904060944,1839548239,0,387066471,service,False,True,79.183,交通二路,"LINESTRING (114.3514696 30.6105426, 114.3513152 30.6112422)",,,
3904060945,3904060946,0,387066471,service,False,False,59.566,交通二路,"LINESTRING (114.351701 30.6095056, 114.3518074 30.6089778)",,,
3904060945,3904060944,0,387066471,service,False,True,117.417,交通二路,"LINESTRING (114.351701 30.6095056, 114.3514696 30.6105426)",,,
3904060945,3904060951,0,387066473,service,False,False,90.739,,"LINESTRING (114.351701 30.6095056, 114.3526339 30.6096514)",,,
3904060945,1839534812,0,387066473,service,False,True,89.507,,"LINESTRING (114.351701 30.6095056, 114.3507835 30.6093494)",,,
3904060946,3816574576,0,378253775,service,False,False,90.663,,"LINESTRING (114.3518074 30.6089778, 114.3527414 30.6091142)",,,
3904060946,3816574575,0,378253775,service,False,True,88.91,,"LINESTRING (114.3518074 30.6089778, 114.3508915 30.6088438)",,,
3904060946,3904060947,0,387066471,service,False,False,55.874,交通二路,"LINESTRING (114.3518074 30.6089778, 114.3519098 30.6084831)",,,
3904060946,3904060945,0,387066471,service,False,True,59.566,交通二路,"LINESTRING (114.3518074 30.6089778, 114.351701 30.6095056)",,,
3904060947,1708233417,0,387066471,service,False,False,62.376,交通二路,"LINESTRING (114.3519098 30.6084831, 114.3520069 30.6079284)",,,
3904060947,3904060946,0,387066471,service,False,True,55.874,交通二路,"LINESTRING (114.3519098 30.6084831, 114.3518074 30.6089778)",,,
3904060947,1839505459,0,387066472,service,False,True,88.588,,"LINESTRING (114.3519098 30.6084831, 114.3509997 30.6083376)",,,
3904060947,3904060948,0,387066472,service,False,False,90.353,,"LINESTRING (114.3519098 30.6084831, 114.3520704 30.608509, 114.3528378 30.6086326)",,,
3904060948,3816574576,0,158660966,service,False,False,54.34,交通三路,"LINESTRING (114.3528378 30.6086326, 114.3527414 30.6091142)",,,
3904060948,1708212348,0,158660966,service,False,True,63.152,交通三路,"LINESTRING (114.3528378 30.6086326, 114.3529498 30.6080729)",,,
3904060948,3904060949,0,387066472,service,False,False,81.899,,"LINESTRING (114.3528378 30.6086326, 114.3536822 30.6087523)",,,
3904060948,3904060947,0,387066472,service,False,True,90.353,,"LINESTRING (114.3528378 30.6086326, 114.3520704 30.608509, 114.3519098 30.6084831)",,,
3904060949,1839508869,0,158665763,service,False,False,119.172,,"LINESTRING (114.3536822 30.6087523, 114.3534572 30.6098064)",,,
3904060949,1708239592,0,158665763,service,False,True,34.775,,"LINESTRING (114.3536822 30.6087523, 114.3537478 30.6084447)",,,
3904060949,1708239590,0,387066472,service,False,False,27.725,,"LINESTRING (114.3536822 30.6087523, 114.353969 30.6087875)",,,
3904060949,3904060948,0,387066472,service,False,True,81.899,,"LINESTRING (114.3536822 30.6087523, 114.3528378 30.6086326)",,,
3904060951,1708312729,0,158660966,service,False,False,38.362,交通三路,"LINESTRING (114.3526339 30.6096514, 114.3525659 30.6099914)",,,
3904060951,3816574576,0,158660966,service,False,True,60.613,交通三路,"LINESTRING (114.3526339 30.6096514, 114.3527414 30.6091142)",,,
3904060951,1708312730,0,387066473,service,False,False,74.256,,"LINESTRING (114.3526339 30.6096514, 114.3533919 30.6097941)",,,
3904060951,3904060945,0,387066473,service,False,True,90.739,,"LINESTRING (114.3526339 30.6096514, 114.351701 30.6095056)",,,
3904060952,4050649064,0,158683121,service,False,False,76.327,交通一路,"LINESTRING (114.3504125 30.6110857, 114.3505568 30.6104106)",,,
3904060952,1839548239,0,387066474,service,False,False,88.123,青年园北路,"LINESTRING (114.3504125 30.6110857, 114.3513152 30.6112422)",,,
3904060952,1708233021,0,387066474,service,False,True,150.885,青年园北路,"LINESTRING (114.3504125 30.6110857, 114.3488589 30.6108545)",,,
3904060952,1708123294,0,"[158683121, 158683101]",service,False,True,173.291,"['交通一路', '水运湖路']","LINESTRING (114.3504125 30.6110857, 114.3502569 30.6118141, 114.3511901 30.6119684)",,,
3904060953,1708172972,0,158660966,service,False,False,82.932,交通三路,"LINESTRING (114.3522858 30.611391, 114.3521387 30.612126)",,,
3904060953,1708249586,0,158660966,service,False,True,80.122,交通三路,"LINESTRING (114.3522858 30.611391, 114.3524279 30.6106809)",,,
3904060953,1708233019,0,387066474,service,False,False,79.053,青年园北路,"LINESTRING (114.3522858 30.611391, 114.3530966 30.611527)",,,
3904060953,3816648053,0,387066474,service,False,True,24.612,青年园北路,"LINESTRING (114.3522858 30.611391, 114.3520326 30.6113522)",,,
3904060954,3816715768,0,158683161,service,False,False,20.279,交通四路,"LINESTRING (114.3494735 30.6078279, 114.3494387 30.6080078)",,,
3904060954,3816715767,0,158683161,service,False,True,188.778,交通四路,"LINESTRING (114.3494735 30.6078279, 114.3497972 30.6061532)",,,
3904060954,1839548237,0,387066475,service,False,False,54.665,,"LINESTRING (114.3494735 30.6078279, 114.350031 30.6079349)",,,
3904060954,3816574566,0,387066475,service,False,True,85.043,,"LINESTRING (114.3494735 30.6078279, 114.3485982 30.607696)",,,
3904060955,3904064557,0,378270413,service,False,False,28.566,,"LINESTRING (114.3481619 30.6098243, 114.3482169 30.6095718)",,,
3904060955,3816715355,0,387066476,service,False,False,85.385,,"LINESTRING (114.3481619 30.6098243, 114.3490383 30.6099682)",,,
3904060955,1839573015,0,"[378253773, 378270413]",service,False,"[False, True]",111.867,,"LINESTRING (114.3481619 30.6098243, 114.3480849 30.61012, 114.3488939 30.6102171)",,,
3904060955,3904060956,0,"[378270402, 387066476]",service,False,"[False, True]",95.083,,"LINESTRING (114.3481619 30.6098243, 114.3474664 30.6097275, 114.3475051 30.609481)",,,
3904060956,3904064557,0,387066477,service,False,False,68.864,,"LINESTRING (114.3475051 30.609481, 114.3482169 30.6095718)",,,
3904060956,3904064558,0,"[378270402, 387066478]",service,False,False,96.033,,"LINESTRING (114.3475051 30.609481, 114.3475412 30.609251, 114.3482687 30.6093336)",,,
3904060956,3904060955,0,"[378270402, 387066476]",service,False,"[False, True]",95.083,,"LINESTRING (114.3475051 30.609481, 114.3474664 30.6097275, 114.3481619 30.6098243)",,,
3904064557,3904064558,0,378270413,service,False,False,26.947,,"LINESTRING (114.3482169 30.6095718, 114.3482687 30.6093336)",,,
3904064557,3904060955,0,378270413,service,False,True,28.566,,"LINESTRING (114.3482169 30.6095718, 114.3481619 30.6098243)",,,
3904064557,3816715757,0,387066477,service,False,False,85.108,,"LINESTRING (114.3482169 30.6095718, 114.349094 30.6096982)",,,
3904064557,3904060956,0,387066477,service,False,True,68.864,,"LINESTRING (114.3482169 30.6095718, 114.3475051 30.609481)",,,
3904064558,694059735,0,378270413,service,False,False,52.551,,"LINESTRING (114.3482687 30.6093336, 114.3483805 30.6088709)",,,
3904064558,3904064557,0,378270413,service,False,True,26.947,,"LINESTRING (114.3482687 30.6093336, 114.3482169 30.6095718)",,,
3904064558,3904064559,0,387066478,service,False,False,74.714,,"LINESTRING (114.3482687 30.6093336, 114.3490403 30.6094359)",,,
3904064558,3904060956,0,"[378270402, 387066478]",service,False,True,96.033,,"LINESTRING (114.3482687 30.6093336, 114.3475412 30.609251, 114.3475051 30.609481)",,,
3904064559,3816574571,0,378253771,service,False,False,12.315,,"LINESTRING (114.3490403 30.6094359, 114.349132 30.6095136)",,,
3904064559,694059735,0,378253771,service,False,True,89.074,,"LINESTRING (114.3490403 30.6094359, 114.3483805 30.6088709)",,,
3904064559,3904064558,0,387066478,service,False,True,74.714,,"LINESTRING (114.3490403 30.6094359, 114.3482687 30.6093336)",,,
3904064560,8995283719,0,387066479,service,False,True,30.426,,"LINESTRING (114.3515611 30.6059552, 114.3514589 30.6062143)",,,
4050649064,3904060944,0,158669026,service,False,False,88.579,青年园南路,"LINESTRING (114.3505568 30.6104106, 114.3514696 30.6105426)",,,
4050649064,1839548235,0,158669026,service,False,True,151.682,青年园南路,"LINESTRING (114.3505568 30.6104106, 114.3489936 30.6101853)",,,
4050649064,1839534812,0,158683121,service,False,False,119.978,交通一路,"LINESTRING (114.3505568 30.6104106, 114.3507835 30.6093494)",,,
4050649064,3904060952,0,158683121,service,False,True,76.327,交通一路,"LINESTRING (114.3505568 30.6104106, 114.3504125 30.6110857)",,,
8995273495,1708212354,0,387066473,service,False,False,119.765,,"LINESTRING (114.3539972 30.609909, 114.3552192 30.6101413)",,,
8995273495,1839508869,0,387066473,service,False,True,52.923,,"LINESTRING (114.3539972 30.609909, 114.3534572 30.6098064)",,,
8995273495,1708423465,0,378253777,path,False,False,30.689,,"LINESTRING (114.3539972 30.609909, 114.3539729 30.6100067, 114.353911 30.6100264, 114.3537728 30.6100175)",,,
8995273496,1708233417,0,158667524,service,False,False,8.194,学子路,"LINESTRING (114.3520912 30.6079413, 114.3520069 30.6079284)",,,
8995273496,1708212348,0,158667524,service,False,True,83.463,学子路,"LINESTRING (114.3520912 30.6079413, 114.3529498 30.6080729)",,,
8995273496,8995273498,0,971892083,service,False,True,37.867,,"LINESTRING (114.3520912 30.6079413, 114.3521552 30.6076441, 114.3521498 30.6076061)",,,
8995273498,11271110516,0,1216414493,service,False,True,84.264,,"LINESTRING (114.3521498 30.6076061, 114.3530193 30.6077254)",,,
8995273498,8995273496,0,971892083,service,False,False,37.867,,"LINESTRING (114.3521498 30.6076061, 114.3521552 30.6076441, 114.3520912 30.6079413)",,,
8995273498,11271110509,0,971892083,service,False,True,10.386,,"LINESTRING (114.3521498 30.6076061, 114.352127 30.6075795, 114.3520578 30.6075698)",,,
8995273503,1839534817,0,158667524,service,False,False,72.213,学子路,"LINESTRING (114.3518592 30.6079058, 114.3511163 30.6077921)",,,
8995273503,1708233417,0,158667524,service,False,True,14.357,学子路,"LINESTRING (114.3518592 30.6079058, 114.3520069 30.6079284)",,,
8995273503,11271110515,0,971892083,service,False,False,36.248,,"LINESTRING (114.3518592 30.6079058, 114.3519326 30.6076003, 114.3519427 30.6075893)",,,
8995273504,3816574566,0,378253770,service,False,True,5.054,,"LINESTRING (114.3486008 30.6076506, 114.3485982 30.607696)",,,
8995273504,3816574570,0,378253770,service,False,False,191.476,,"LINESTRING (114.3486008 30.6076506, 114.3486133 30.6074306, 114.3488011 30.6072136, 114.3489405 30.6071005, 114.3489915 30.6069781, 114.349158 30.6060529)",,,
8995273504,8995273506,0,971892084,service,False,True,112.993,,"LINESTRING (114.3486008 30.6076506, 114.3478516 30.6075022, 114.3474938 30.6073266)",,,
8995273506,3816574573,0,378253772,service,False,False,64.666,,"LINESTRING (114.3474938 30.6073266, 114.3470493 30.6077646)",,,
8995273506,3816574570,0,"[378253769, 378253772]",service,False,True,250.61700000000002,,"LINESTRING (114.3474938 30.6073266, 114.3483817 30.6064493, 114.348469 30.6059643, 114.349158 30.6060529)",,,
8995273506,8995273504,0,971892084,service,False,False,112.993,,"LINESTRING (114.3474938 30.6073266, 114.3478516 30.6075022, 114.3486008 30.6076506)",,,
8995273507,3816574570,0,378253770,service,False,True,143.421,,"LINESTRING (114.3482351 30.6050367, 114.349158 30.6060529)",,,
8995283719,3904064560,0,387066479,service,False,False,30.426,,"LINESTRING (114.3514589 30.6062143, 114.3515611 30.6059552)",,,
8995283719,1839512761,0,387066479,service,False,True,20.212,,"LINESTRING (114.3514589 30.6062143, 114.3514249 30.6063937)",,,
8995283719,11271110507,0,"[158664507, 971892086]",service,False,False,57.033,,"LINESTRING (114.3514589 30.6062143, 114.3515024 30.6062218, 114.3516925 30.6062544, 114.3517783 30.6062867, 114.3518955 30.6063744, 114.3519771 30.6064363)",yes,,
8995283720,3816574593,0,378253780,service,False,True,86.75,,"LINESTRING (114.3560293 30.6101774, 114.3553158 30.6096962)",,,
8995283721,1708239592,0,158668302,path,False,False,33.191,,"LINESTRING (114.3539242 30.6087017, 114.3537478 30.6084447)",,,
8995283721,1708239590,0,158668302,path,False,True,10.46,,"LINESTRING (114.3539242 30.6087017, 114.353969 30.6087875)",,,
8995283721,1708239953,0,158668337,path,False,False,10.447,,"LINESTRING (114.3539242 30.6087017, 114.3540099 30.6086435)",,,
8995283721,1708239958,0,158668337,path,False,True,6.07,,"LINESTRING (114.3539242 30.6087017, 114.3538744 30.6087355)",,,
8995283723,3816648047,0,378261596,path,False,False,4.263,,"LINESTRING (114.3517721 30.6110346, 114.3517288 30.6110256)",,,
8995283723,3816648052,0,378261598,path,False,False,37.982,,"LINESTRING (114.3517721 30.6110346, 114.3520449 30.6112827)",,,
8995283723,3816648054,0,378261596,path,False,True,46.236000000000004,,"LINESTRING (114.3517721 30.6110346, 114.3518541 30.6109583, 114.3520412 30.6108333, 114.3521368 30.6107633)",,,
8995310171,8995310173,0,971895094,service,False,True,74.028,水运湖路,"LINESTRING (114.3537135 30.612358, 114.3529505 30.6122484)",,,
8995310173,8995310171,0,971895094,service,False,False,74.028,水运湖路,"LINESTRING (114.3529505 30.6122484, 114.3537135 30.612358)",,,
8995310173,1708233019,0,971895095,service,False,True,81.425,,"LINESTRING (114.3529505 30.6122484, 114.3530966 30.611527)",,,
8995310173,1708172972,0,971895094,service,False,True,78.889,水运湖路,"LINESTRING (114.3529505 30.6122484, 114.3526091 30.6122045, 114.3521387 30.612126)",,,
11271110503,11271110507,0,1216414490,footway,False,False,26.896,,"LINESTRING (114.3518887 30.6066659, 114.3519771 30.6064363)",,,
11271110503,11271110506,0,1216414489,footway,False,False,57.144999999999996,,"LINESTRING (114.3518887 30.6066659, 114.3522764 30.6067181, 114.3523814 30.6067664, 114.3524641 30.6067855)",,,
11271110503,11271110509,0,"[1216414489, 1216414491]",footway,False,"[False, True]",144.422,,"LINESTRING (114.3518887 30.6066659, 114.3518397 30.6067222, 114.3516949 30.606694, 114.3515782 30.6071984, 114.3518794 30.607305, 114.3520578 30.6075698)",,,
11271110506,11271110513,0,158660966,service,False,False,35.939,交通三路,"LINESTRING (114.3524641 30.6067855, 114.3527578 30.6069869)",,,
11271110506,1708197814,0,"[158664507, 158660966]",service,False,True,44.318999999999996,交通三路,"LINESTRING (114.3524641 30.6067855, 114.352373 30.606723, 114.3523435 30.6067022, 114.3523032 30.6066745, 114.3522642 30.6066452, 114.3522308 30.6066052, 114.3522228 30.6065614, 114.3522228 30.6065244, 114.3522389 30.6064806)",yes,,
11271110506,11271110503,0,1216414489,footway,False,True,57.144999999999996,,"LINESTRING (114.3524641 30.6067855, 114.3523814 30.6067664, 114.3522764 30.6067181, 114.3518887 30.6066659)",,,
11271110507,11271110503,0,1216414490,footway,False,True,26.896,,"LINESTRING (114.3519771 30.6064363, 114.3518887 30.6066659)",,,
11271110507,1708197814,0,158664507,service,False,False,28.695999999999998,,"LINESTRING (114.3519771 30.6064363, 114.3520538 30.6064944, 114.3520833 30.606506, 114.3521128 30.6065152, 114.3521477 30.6065129, 114.3521745 30.606506, 114.3522013 30.6064944, 114.3522389 30.6064806)",yes,,
11271110507,8995283719,0,"[158664507, 971892086]",service,False,True,57.032999999999994,,"LINESTRING (114.3519771 30.6064363, 114.3518955 30.6063744, 114.3517783 30.6062867, 114.3516925 30.6062544, 114.3515024 30.6062218, 114.3514589 30.6062143)",yes,,
11271110509,8995273498,0,971892083,service,False,False,10.386,,"LINESTRING (114.3520578 30.6075698, 114.352127 30.6075795, 114.3521498 30.6076061)",,,
11271110509,11271110515,0,971892083,service,False,True,12.221,,"LINESTRING (114.3520578 30.6075698, 114.3519956 30.607561, 114.351958 30.6075726, 114.3519427 30.6075893)",,,
11271110509,11271110513,0,1216414491,footway,False,False,114.99,,"LINESTRING (114.3520578 30.6075698, 114.3523978 30.6073934, 114.3526896 30.6074215, 114.352762 30.6070357, 114.3527578 30.6069869)",,,
11271110509,11271110503,0,"[1216414489, 1216414491]",footway,False,"[False, True]",144.42200000000003,,"LINESTRING (114.3520578 30.6075698, 114.3518794 30.607305, 114.3515782 30.6071984, 114.3516949 30.606694, 114.3518397 30.6067222, 114.3518887 30.6066659)",,,
11271110513,11271110506,0,158660966,service,False,True,35.939,交通三路,"LINESTRING (114.3527578 30.6069869, 114.3524641 30.6067855)",,,
11271110513,11271110516,0,158660966,service,False,False,99.515,交通三路,"LINESTRING (114.3527578 30.6069869, 114.3531177 30.6072338, 114.3530193 30.6077254)",,,
11271110513,11271110509,0,1216414491,footway,False,True,114.99000000000001,,"LINESTRING (114.3527578 30.6069869, 114.352762 30.6070357, 114.3526896 30.6074215, 114.3523978 30.6073934, 114.3520578 30.6075698)",,,
11271110514,1839516773,0,158683121,service,False,False,46.864,交通一路,"LINESTRING (114.3511898 30.6074479, 114.3512784 30.6070334)",,,
11271110514,1839534817,0,158683121,service,False,True,38.914,交通一路,"LINESTRING (114.3511898 30.6074479, 114.3511163 30.6077921)",,,
11271110514,11271110515,0,1216414492,service,False,False,73.75,,"LINESTRING (114.3511898 30.6074479, 114.3519427 30.6075893)",,,
11271110515,11271110514,0,1216414492,service,False,True,73.75,,"LINESTRING (114.3519427 30.6075893, 114.3511898 30.6074479)",,,
11271110515,11271110509,0,971892083,service,False,False,12.221,,"LINESTRING (114.3519427 30.6075893, 114.351958 30.6075726, 114.3519956 30.607561, 114.3520578 30.6075698)",,,
11271110515,8995273503,0,971892083,service,False,True,36.248,,"LINESTRING (114.3519427 30.6075893, 114.3519326 30.6076003, 114.3518592 30.6079058)",,,
11271110516,1708212348,0,158660966,service,False,False,39.209,交通三路,"LINESTRING (114.3530193 30.6077254, 114.3529498 30.6080729)",,,
11271110516,8995273498,0,1216414493,service,False,False,84.264,,"LINESTRING (114.3530193 30.6077254, 114.3521498 30.6076061)",,,
11271110516,11271110513,0,158660966,service,False,True,99.515,交通三路,"LINESTRING (114.3530193 30.6077254, 114.3531177 30.6072338, 114.3527578 30.6069869)",,,
11271114786,11271114797,0,1216411748,service,False,False,52.424,,"LINESTRING (114.3521272 30.6060173, 114.3524601 30.6056429)",,2,20
11271114788,11271114796,0,1216411748,service,False,True,4.098,,"LINESTRING (114.3530032 30.605069, 114.3529762 30.6050976)",,2,20
11271114788,11271114788,0,"[1216411748, 1216411749, 1216411750]",service,False,"[False, True]",555.1550000000001,,"LINESTRING (114.3530032 30.605069, 114.3534541 30.6045926, 114.3519142 30.6033406, 114.3513746 30.6039191, 114.3530032 30.605069)",,2,20
11271114788,11271114788,1,"[1216411748, 1216411749, 1216411750]",service,False,"[False, True]",555.155,,"LINESTRING (114.3530032 30.605069, 114.3513746 30.6039191, 114.3519142 30.6033406, 114.3534541 30.6045926, 114.3530032 30.605069)",,2,20
11271114791,11271114796,0,1216411748,service,False,False,51.888,,"LINESTRING (114.3526338 30.6054594, 114.3529762 30.6050976)",,2,20
11271114791,11271114796,1,1216411751,service,False,False,128.27700000000002,,"LINESTRING (114.3526338 30.6054594, 114.3529904 30.6056653, 114.3532694 30.6053894, 114.3532868 30.6053317, 114.3532546 30.6052844, 114.3529762 30.6050976)",,2,20
11271114791,11271114797,0,1216411748,service,False,True,26.319,,"LINESTRING (114.3526338 30.6054594, 114.3524601 30.6056429)",,2,20
11271114796,11271114788,0,1216411748,service,False,False,4.098,,"LINESTRING (114.3529762 30.6050976, 114.3530032 30.605069)",,2,20
11271114796,11271114791,0,1216411748,service,False,True,51.888,,"LINESTRING (114.3529762 30.6050976, 114.3526338 30.6054594)",,2,20
11271114796,11271114791,1,1216411751,service,False,True,128.277,,"LINESTRING (114.3529762 30.6050976, 114.3532546 30.6052844, 114.3532868 30.6053317, 114.3532694 30.6053894, 114.3529904 30.6056653, 114.3526338 30.6054594)",,2,20
11271114797,11271114791,0,1216411748,service,False,False,26.319,,"LINESTRING (114.3524601 30.6056429, 114.3526338 30.6054594)",,2,20
11271114797,11271114786,0,1216411748,service,False,True,52.424,,"LINESTRING (114.3524601 30.6056429, 114.3521272 30.6060173)",,2,20
11271114797,1708197814,0,"[1216411752, 158683962]","['service', 'footway']",False,"[False, True]",125.837,"['理工二桥引桥', '理工二桥']","LINESTRING (114.3524601 30.6056429, 114.3527799 30.6058558, 114.3527445 30.6059411, 114.3522389 30.6064806)",yes,,
11370086636,694059735,0,1226079895,service,False,True,79.768,水运路,"LINESTRING (114.3477809 30.6083726, 114.3483805 30.6088709)",,,
