element_type,osmid,nodes,amenity,geometry
way,971895096,"[1708187251, 1708187244, 8995310177, 8995310176, 8995310175, 8995310174, 8995310179, 8995310178, 1708187251]",parking,"POLYGON ((114.3517967 30.6078434, 114.3518541 30.607595, 114.3519611 30.6076133, 114.3519302 30.6077471, 114.3520913 30.6077747, 114.3521204 30.6076484, 114.3522406 30.6076689, 114.352185 30.6079098, 114.3517967 30.6078434))"
way,971895097,"[8995310183, 8995310182, 8995310181, 8995310180, 1839508863, 8995310183]",parking,"POLYGON ((114.3537722 30.6084791, 114.3538692 30.6084959, 114.3539228 30.6082667, 114.3538257 30.6082499, 114.3537986 30.608366, 114.3537722 30.6084791))"
