u,v,key,osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge
1866154065,1866153776,0,176050693,,living_street,False,False,34.828,"LINESTRING (121.5144653 38.8828344, 121.51438 38.8831405)",,
1866154065,1866153916,0,176050693,,living_street,False,True,58.369,"LINESTRING (121.5144653 38.8828344, 121.5151288 38.8827407)",,
1866154090,1866153859,0,176050672,,living_street,False,True,58.145,"LINESTRING (121.51442 38.8826643, 121.5150814 38.8825729)",,
1866154090,1866154065,0,176050687,,living_street,False,False,19.316,"LINESTRING (121.51442 38.8826643, 121.5144653 38.8828344)",,
1866154090,5261976544,0,176050687,,living_street,False,True,31.44,"LINESTRING (121.51442 38.8826643, 121.5142713 38.8824936, 121.5142344 38.8824227)",,
1866154115,1866153752,0,176050669,,living_street,False,False,47.043,"LINESTRING (121.515135 38.8863395, 121.5151243 38.886114, 121.5151511 38.8859177)",,
1866154164,1866154184,0,1138698263,,unclassified,False,True,58.922,"LINESTRING (121.5141298 38.8815481, 121.514778 38.8813863)",,
1866154164,5261976544,0,176050687,,living_street,False,False,99.98700000000001,"LINESTRING (121.5141298 38.8815481, 121.5142338 38.8817503, 121.5142069 38.8819674, 121.5141801 38.882147, 121.5141909 38.8823391, 121.5142344 38.8824227)",,
1866154164,1866153954,0,176050687,,living_street,False,True,295.84799999999996,"LINESTRING (121.5141298 38.8815481, 121.5117125 38.8819382, 121.5107818 38.8820833)",,
1866154174,1866154198,0,176050677,,living_street,True,False,35.57,"LINESTRING (121.5153981 38.8820435, 121.5154905 38.8823552)",,
1866154174,1866154232,0,176050678,,living_street,False,True,32.908,"LINESTRING (121.5153981 38.8820435, 121.5150299 38.8821172)",,
1866154184,1866154164,0,1138698263,,unclassified,False,False,58.922,"LINESTRING (121.514778 38.8813863, 121.5141298 38.8815481)",,
1866154184,1866153827,0,1138698263,,unclassified,False,True,33.764,"LINESTRING (121.514778 38.8813863, 121.5151492 38.881293)",,
1866154198,1866153782,0,176050684,,living_street,True,False,36.486999999999995,"LINESTRING (121.5154905 38.8823552, 121.5155873 38.8823877, 121.515666 38.8824423, 121.5157186 38.8825134, 121.5157397 38.8825937)",,
1866154206,2264304614,0,176050693,,living_street,False,False,132.57,"LINESTRING (121.5114014 38.8840721, 121.50991 38.8843435)",,
1866154206,5961411544,0,217125480,,living_street,False,False,27.456,"LINESTRING (121.5114014 38.8840721, 121.5113301 38.8838315)",,
1866154206,1866153947,0,176050693,,living_street,False,True,251.988,"LINESTRING (121.5114014 38.8840721, 121.5117286 38.8841639, 121.5121041 38.8842474, 121.5123348 38.8842474, 121.5132413 38.884118, 121.5134988 38.8840846, 121.5137563 38.8840721, 121.5140192 38.8840846, 121.5142552 38.8841096)",,
1866154232,1866154174,0,176050678,,living_street,False,False,32.908,"LINESTRING (121.5150299 38.8821172, 121.5153981 38.8820435)",,
1866154232,1866154184,0,176050681,,living_street,True,False,84.147,"LINESTRING (121.5150299 38.8821172, 121.514778 38.8813863)",,
2264303675,1866153954,0,176050687,,living_street,False,False,104.713,"LINESTRING (121.5095935 38.8822598, 121.5107818 38.8820833)",,
2264304614,1866154206,0,176050693,,living_street,False,True,132.57,"LINESTRING (121.50991 38.8843435, 121.5114014 38.8840721)",,
5261976534,1866153786,0,176050684,,living_street,True,False,7.471,"LINESTRING (121.5151495 38.8824456, 121.5152113 38.8823987)",,
5261976534,5261976544,0,544330658,,footway,False,False,80.835,"LINESTRING (121.5151495 38.8824456, 121.5148466 38.882385, 121.5146679 38.8823658, 121.5144276 38.882385, 121.5142344 38.8824227)",,
5261976544,1866154090,0,176050687,,living_street,False,False,31.44,"LINESTRING (121.5142344 38.8824227, 121.5142713 38.8824936, 121.51442 38.8826643)",,
5261976544,1866154164,0,176050687,,living_street,False,True,99.987,"LINESTRING (121.5142344 38.8824227, 121.5141909 38.8823391, 121.5141801 38.882147, 121.5142069 38.8819674, 121.5142338 38.8817503, 121.5141298 38.8815481)",,
5261976544,5261976534,0,544330658,,footway,False,True,80.83500000000001,"LINESTRING (121.5142344 38.8824227, 121.5144276 38.882385, 121.5146679 38.8823658, 121.5148466 38.882385, 121.5151495 38.8824456)",,
5262329542,5262329570,0,33126278,,living_street,False,False,35.225,"LINESTRING (121.5204933 38.8830294, 121.5205072 38.8827128)",,
5262329542,8310006768,0,33126278,,living_street,False,True,22.15,"LINESTRING (121.5204933 38.8830294, 121.5206445 38.8830509, 121.5207467 38.8830512)",,
5262329542,346739926,0,544369550,,living_street,False,True,77.288,"LINESTRING (121.5204933 38.8830294, 121.5203615 38.8830135, 121.5196025 38.8829911)",,
5262329545,374101145,0,33126275,,living_street,False,True,87.347,"LINESTRING (121.5222477 38.8830635, 121.5222723 38.8822782)",,
5262329545,374101161,0,33126275,,living_street,False,False,159.987,"LINESTRING (121.5222477 38.8830635, 121.5222479 38.8837447, 121.5222864 38.8845017)",,
5262329545,8310006768,0,33126278,,living_street,False,False,129.93200000000002,"LINESTRING (121.5222477 38.8830635, 121.520975 38.8830503, 121.5207467 38.8830512)",,
5262329547,5262329570,0,33126278,,living_street,False,True,131.154,"LINESTRING (121.5205348 38.8815335, 121.5205072 38.8827128)",,
5262329547,5262329555,0,544369551,,living_street,False,False,75.194,"LINESTRING (121.5205348 38.8815335, 121.5214032 38.8815513)",,
5262329547,5262329551,0,544369552,,living_street,False,False,17.685,"LINESTRING (121.5205348 38.8815335, 121.5207107 38.8816144)",,
5262329547,5262329558,0,33126278,,living_street,False,False,84.005,"LINESTRING (121.5205348 38.8815335, 121.5205475 38.8809908, 121.5205549 38.8807782)",,
5262329548,374101145,0,33126275,,living_street,False,False,78.828,"LINESTRING (121.5222948 38.8815695, 121.5222723 38.8822782)",,
5262329548,5262329555,0,544369551,,living_street,False,True,77.203,"LINESTRING (121.5222948 38.8815695, 121.5214032 38.8815513)",,
5262329548,5262329554,0,544369552,,living_street,False,True,14.778,"LINESTRING (121.5222948 38.8815695, 121.5221444 38.8816324)",,
5262329548,5262329557,0,33126275,,living_street,False,True,83.19999999999999,"LINESTRING (121.5222948 38.8815695, 121.5223121 38.8810245, 121.5223189 38.8808215)",,
5262329551,5262329547,0,544369552,,living_street,False,True,17.685,"LINESTRING (121.5207107 38.8816144, 121.5205348 38.8815335)",,
5262329551,5262329554,0,544369552,,living_street,False,False,135.08599999999998,"LINESTRING (121.5207107 38.8816144, 121.521125 38.8818051, 121.5217033 38.881817, 121.5221444 38.8816324)",,
5262329551,5262329554,1,544369553,,living_street,False,False,190.689,"LINESTRING (121.5207107 38.8816144, 121.5206904 38.8819004, 121.5221409 38.8819313, 121.5221444 38.8816324)",,
5262329554,5262329548,0,544369552,,living_street,False,False,14.778,"LINESTRING (121.5221444 38.8816324, 121.5222948 38.8815695)",,
5262329554,5262329551,0,544369552,,living_street,False,True,135.086,"LINESTRING (121.5221444 38.8816324, 121.5217033 38.881817, 121.521125 38.8818051, 121.5207107 38.8816144)",,
5262329554,5262329551,1,544369553,,living_street,False,True,190.689,"LINESTRING (121.5221444 38.8816324, 121.5221409 38.8819313, 121.5206904 38.8819004, 121.5207107 38.8816144)",,
5262329555,5262329548,0,544369551,,living_street,False,False,77.203,"LINESTRING (121.5214032 38.8815513, 121.5222948 38.8815695)",,
5262329555,5262329547,0,544369551,,living_street,False,True,75.194,"LINESTRING (121.5214032 38.8815513, 121.5205348 38.8815335)",,
5262329555,5262329556,0,544369554,,living_street,False,False,83.072,"LINESTRING (121.5214032 38.8815513, 121.521434 38.8808046)",,
5262329556,5262329555,0,544369554,,living_street,False,True,83.072,"LINESTRING (121.521434 38.8808046, 121.5214032 38.8815513)",,
5262329556,5262329558,0,544369555,,living_street,False,False,76.152,"LINESTRING (121.521434 38.8808046, 121.5205549 38.8807782)",,
5262329556,5262329557,0,544369555,,living_street,False,True,76.62,"LINESTRING (121.521434 38.8808046, 121.5223189 38.8808215)",,
5262329557,374101113,0,33126275,,living_street,False,True,90.766,"LINESTRING (121.5223189 38.8808215, 121.5223463 38.8800055)",,
5262329557,5262329556,0,544369555,,living_street,False,False,76.62,"LINESTRING (121.5223189 38.8808215, 121.521434 38.8808046)",,
5262329557,5262329548,0,33126275,,living_street,False,False,83.19999999999999,"LINESTRING (121.5223189 38.8808215, 121.5223121 38.8810245, 121.5222948 38.8815695)",,
5262329558,5262329556,0,544369555,,living_street,False,True,76.152,"LINESTRING (121.5205549 38.8807782, 121.521434 38.8808046)",,
5262329558,374101218,0,33126278,,living_street,False,False,157.071,"LINESTRING (121.5205549 38.8807782, 121.5205748 38.8801675, 121.5206222 38.8800546, 121.5207465 38.880009, 121.5209939 38.8799885, 121.5214848 38.8799978)",,
5262329558,5262329547,0,33126278,,living_street,False,True,84.005,"LINESTRING (121.5205549 38.8807782, 121.5205475 38.8809908, 121.5205348 38.8815335)",,
5262329558,5262329570,0,544369555,,living_street,False,False,336.60300000000007,"LINESTRING (121.5205549 38.8807782, 121.5197632 38.8807427, 121.5197082 38.8807784, 121.5196867 38.8813167, 121.5197785 38.881343, 121.5198826 38.8814359, 121.5199193 38.881493, 121.5199224 38.882453, 121.5199897 38.8825912, 121.5200815 38.8826722, 121.520207 38.8827031, 121.5203416 38.8827103, 121.5205072 38.8827128)",,
5262329570,5262329547,0,33126278,,living_street,False,False,131.154,"LINESTRING (121.5205072 38.8827128, 121.5205348 38.8815335)",,
5262329570,5262329542,0,33126278,,living_street,False,True,35.225,"LINESTRING (121.5205072 38.8827128, 121.5204933 38.8830294)",,
5262329570,5262329558,0,544369555,,living_street,False,True,336.60300000000007,"LINESTRING (121.5205072 38.8827128, 121.5203416 38.8827103, 121.520207 38.8827031, 121.5200815 38.8826722, 121.5199897 38.8825912, 121.5199224 38.882453, 121.5199193 38.881493, 121.5198826 38.8814359, 121.5197785 38.881343, 121.5196867 38.8813167, 121.5197082 38.8807784, 121.5197632 38.8807427, 121.5205549 38.8807782)",,
5262329571,5262329578,0,33126280,,living_street,False,False,38.084,"LINESTRING (121.5198887 38.8791609, 121.5194489 38.8791518)",,
5262329571,374101267,0,"[33126280, 1108279697, 1108279698]",,living_street,False,True,140.098,"LINESTRING (121.5198887 38.8791609, 121.5201871 38.8791615, 121.520508 38.8791612, 121.5206601 38.8791588, 121.5215071 38.8791645)",,yes
5262329571,5262329586,0,"[544369560, 544369556]",,"['steps', 'living_street']",False,False,186.392,"LINESTRING (121.5198887 38.8791609, 121.5194722 38.879437, 121.5193516 38.8800292, 121.5190872 38.8803614, 121.5187857 38.8804733)",,
5262329572,5262329597,0,33126280,,living_street,False,False,52.048,"LINESTRING (121.5189737 38.8791419, 121.5183731 38.8791197)",,
5262329572,5262329578,0,33126280,,living_street,False,True,41.149,"LINESTRING (121.5189737 38.8791419, 121.5194489 38.8791518)",,
5262329572,5262329587,0,544369559,,living_street,False,False,99.277,"LINESTRING (121.5189737 38.8791419, 121.5190128 38.8782496)",,
5262329572,5262329586,0,544369559,,living_street,False,True,148.937,"LINESTRING (121.5189737 38.8791419, 121.5187857 38.8804733)",,
5262329574,5262330221,0,33126280,,living_street,False,True,5.477,"LINESTRING (121.5164584 38.879049, 121.5165216 38.8790513)",,
5262329578,5262329572,0,33126280,,living_street,False,False,41.149,"LINESTRING (121.5194489 38.8791518, 121.5189737 38.8791419)",,
5262329578,5262329571,0,33126280,,living_street,False,True,38.084,"LINESTRING (121.5194489 38.8791518, 121.5198887 38.8791609)",,
5262329578,5262329584,0,544369557,,living_street,False,False,99.566,"LINESTRING (121.5194489 38.8791518, 121.5194569 38.8782564)",,
5262329580,5262329584,0,544369558,,living_street,False,False,131.029,"LINESTRING (121.5209479 38.878405, 121.520372 38.8783863, 121.5200612 38.8783141, 121.5199035 38.8782744, 121.5194569 38.8782564)",,
5262329580,6365430945,0,1102377757,红凌路,secondary,True,False,130.883,"LINESTRING (121.5209479 38.878405, 121.5213662 38.8775331, 121.5215868 38.8773565)",2,
5262329584,5262329578,0,544369557,,living_street,False,True,99.566,"LINESTRING (121.5194569 38.8782564, 121.5194489 38.8791518)",,
5262329584,5262329587,0,544369558,,living_street,False,False,38.45,"LINESTRING (121.5194569 38.8782564, 121.5190128 38.8782496)",,
5262329584,5262329580,0,544369558,,living_street,False,True,131.029,"LINESTRING (121.5194569 38.8782564, 121.5199035 38.8782744, 121.5200612 38.8783141, 121.520372 38.8783863, 121.5209479 38.878405)",,
5262329585,5262329617,0,544369558,,living_street,False,True,101.703,"LINESTRING (121.5166275 38.8782321, 121.5178024 38.878231)",,
5262329585,5262330239,0,544369571,,living_street,False,True,74.256,"LINESTRING (121.5166275 38.8782321, 121.5165423 38.8788966)",,
5262329585,5262330241,0,544369575,,living_street,False,True,34.168,"LINESTRING (121.5166275 38.8782321, 121.5162329 38.8782245)",,
5262329586,5262329572,0,544369559,,living_street,False,False,148.937,"LINESTRING (121.5187857 38.8804733, 121.5189737 38.8791419)",,
5262329586,5262329588,0,544369561,,living_street,False,False,51.313,"LINESTRING (121.5187857 38.8804733, 121.5182106 38.8803614)",,
5262329586,5262329571,0,"[544369560, 544369556]",,"['steps', 'living_street']",False,True,186.392,"LINESTRING (121.5187857 38.8804733, 121.5190872 38.8803614, 121.5193516 38.8800292, 121.5194722 38.879437, 121.5198887 38.8791609)",,
5262329587,5262329617,0,544369558,,living_street,False,False,104.797,"LINESTRING (121.5190128 38.8782496, 121.5178024 38.878231)",,
5262329587,5262329584,0,544369558,,living_street,False,True,38.45,"LINESTRING (121.5190128 38.8782496, 121.5194569 38.8782564)",,
5262329587,5262329572,0,544369559,,living_street,False,True,99.277,"LINESTRING (121.5190128 38.8782496, 121.5189737 38.8791419)",,
5262329588,5262329615,0,544369561,,living_street,False,False,54.217,"LINESTRING (121.5182106 38.8803614, 121.5175877 38.8803103)",,
5262329588,5262329586,0,544369561,,living_street,False,True,51.313,"LINESTRING (121.5182106 38.8803614, 121.5187857 38.8804733)",,
5262329588,5262329597,0,544369563,,living_street,False,False,138.786,"LINESTRING (121.5182106 38.8803614, 121.5183731 38.8791197)",,
5262329588,5262329594,0,544369563,,living_street,False,True,137.198,"LINESTRING (121.5182106 38.8803614, 121.5180668 38.8813796, 121.5180112 38.8814554, 121.5178627 38.8814951)",,
5262329590,5262330228,0,544369570,,living_street,False,False,26.161,"LINESTRING (121.516462 38.8802242, 121.516488 38.8799898)",,
5262329590,5262329612,0,"[544369561, 544369562]",,"['steps', 'living_street']",False,True,44.745000000000005,"LINESTRING (121.516462 38.8802242, 121.5168006 38.8802458, 121.5169768 38.8802603)",,
5262329590,5262329611,0,"[544369568, 544369569, 544369570]",,"['steps', 'living_street']",False,True,163.799,"LINESTRING (121.516462 38.8802242, 121.5163182 38.8812965, 121.5166754 38.8813218, 121.5168238 38.8813146)",,
5262329592,5262329594,0,544369563,,living_street,False,False,113.395,"LINESTRING (121.5172644 38.8823436, 121.5174221 38.8823219, 121.5178627 38.8814951)",,
5262329592,5262329598,0,"[544369563, 544369564]",,"['steps', 'living_street']",False,"[False, True]",28.54,"LINESTRING (121.5172644 38.8823436, 121.5172412 38.8824375, 121.5172177 38.8825975)",,
5262329592,5262329601,0,544369565,,living_street,False,False,128.928,"LINESTRING (121.5172644 38.8823436, 121.5169212 38.8822967, 121.5169722 38.8817912, 121.5164852 38.8817515)",,
5262329594,5262329614,0,544369566,,living_street,False,False,39.927,"LINESTRING (121.5178627 38.8814951, 121.5174125 38.8814169)",,
5262329594,5262329588,0,544369563,,living_street,False,False,137.19799999999998,"LINESTRING (121.5178627 38.8814951, 121.5180112 38.8814554, 121.5180668 38.8813796, 121.5182106 38.8803614)",,
5262329594,5262329592,0,544369563,,living_street,False,True,113.395,"LINESTRING (121.5178627 38.8814951, 121.5174221 38.8823219, 121.5172644 38.8823436)",,
5262329597,5262329616,0,33126280,,living_street,False,False,53.123,"LINESTRING (121.5183731 38.8791197, 121.5177601 38.879097)",,
5262329597,5262329572,0,33126280,,living_street,False,True,52.048,"LINESTRING (121.5183731 38.8791197, 121.5189737 38.8791419)",,
5262329597,5262329588,0,544369563,,living_street,False,True,138.786,"LINESTRING (121.5183731 38.8791197, 121.5182106 38.8803614)",,
5262329598,1866153897,0,176050692,,living_street,False,False,207.082,"LINESTRING (121.5172177 38.8825975, 121.517388 38.8826272, 121.5180508 38.8827757, 121.5185039 38.8829425, 121.5189251 38.883022, 121.519518 38.8830001)",,
5262329598,1866153782,0,176050692,,living_street,False,True,129.43,"LINESTRING (121.5172177 38.8825975, 121.5170769 38.8825729, 121.5163473 38.8825103, 121.5157397 38.8825937)",,
5262329598,5262329592,0,"[544369563, 544369564]",,"['steps', 'living_street']",False,"[False, True]",28.54,"LINESTRING (121.5172177 38.8825975, 121.5172412 38.8824375, 121.5172644 38.8823436)",,
5262329601,5262329609,0,544369565,,living_street,False,False,187.314,"LINESTRING (121.5164852 38.8817515, 121.5163924 38.8822172, 121.5163414 38.8822642, 121.5162765 38.8822786, 121.5161698 38.8822858, 121.5160028 38.8822894, 121.5159286 38.8822569, 121.5158683 38.8821558, 121.5159657 38.8814518)",,
5262329601,5262329609,1,544369565,,living_street,False,True,76.955,"LINESTRING (121.5164852 38.8817515, 121.5165316 38.8815059, 121.5159657 38.8814518)",,
5262329601,5262329592,0,544369565,,living_street,False,True,128.928,"LINESTRING (121.5164852 38.8817515, 121.5169722 38.8817912, 121.5169212 38.8822967, 121.5172644 38.8823436)",,
5262329609,5262329601,0,544369565,,living_street,False,False,76.955,"LINESTRING (121.5159657 38.8814518, 121.5165316 38.8815059, 121.5164852 38.8817515)",,
5262329609,5262329601,1,544369565,,living_street,False,True,187.314,"LINESTRING (121.5159657 38.8814518, 121.5158683 38.8821558, 121.5159286 38.8822569, 121.5160028 38.8822894, 121.5161698 38.8822858, 121.5162765 38.8822786, 121.5163414 38.8822642, 121.5163924 38.8822172, 121.5164852 38.8817515)",,
5262329609,5262330234,0,544369572,,living_street,False,False,19.238999999999997,"LINESTRING (121.5159657 38.8814518, 121.5159523 38.8813072, 121.5159417 38.8812804)",,
5262329611,5262329612,0,544369566,,living_street,False,False,117.979,"LINESTRING (121.5168238 38.8813146, 121.5169768 38.8802603)",,
5262329611,5262329614,0,544369566,,living_street,False,True,52.212,"LINESTRING (121.5168238 38.8813146, 121.5174125 38.8814169)",,
5262329611,5262329590,0,"[544369568, 544369569, 544369570]",,"['steps', 'living_street']",False,False,163.799,"LINESTRING (121.5168238 38.8813146, 121.5166754 38.8813218, 121.5163182 38.8812965, 121.516462 38.8802242)",,
5262329612,5262329615,0,544369561,,living_street,False,True,53.171,"LINESTRING (121.5169768 38.8802603, 121.5175877 38.8803103)",,
5262329612,5262329613,0,544369566,,living_street,False,False,132.644,"LINESTRING (121.5169768 38.8802603, 121.5171389 38.8790741)",,
5262329612,5262329611,0,544369566,,living_street,False,True,117.979,"LINESTRING (121.5169768 38.8802603, 121.5168238 38.8813146)",,
5262329612,5262329590,0,"[544369561, 544369562]",,"['steps', 'living_street']",False,False,44.745000000000005,"LINESTRING (121.5169768 38.8802603, 121.5168006 38.8802458, 121.516462 38.8802242)",,
5262329613,5262329616,0,33126280,,living_street,False,True,53.833,"LINESTRING (121.5171389 38.8790741, 121.5177601 38.879097)",,
5262329613,5262329612,0,544369566,,living_street,False,True,132.644,"LINESTRING (121.5171389 38.8790741, 121.5169768 38.8802603)",,
5262329613,5262329620,0,33126280,,living_street,False,False,47.403000000000006,"LINESTRING (121.5171389 38.8790741, 121.5166512 38.8790561, 121.5165919 38.8790539)",,
5262329614,5262329611,0,544369566,,living_street,False,False,52.212,"LINESTRING (121.5174125 38.8814169, 121.5168238 38.8813146)",,
5262329614,5262329594,0,544369566,,living_street,False,True,39.927,"LINESTRING (121.5174125 38.8814169, 121.5178627 38.8814951)",,
5262329614,5262329615,0,544369567,,living_street,False,False,123.979,"LINESTRING (121.5174125 38.8814169, 121.5175877 38.8803103)",,
5262329615,5262329612,0,544369561,,living_street,False,False,53.171,"LINESTRING (121.5175877 38.8803103, 121.5169768 38.8802603)",,
5262329615,5262329588,0,544369561,,living_street,False,True,54.217,"LINESTRING (121.5175877 38.8803103, 121.5182106 38.8803614)",,
5262329615,5262329616,0,544369567,,living_street,False,False,135.736,"LINESTRING (121.5175877 38.8803103, 121.5177601 38.879097)",,
5262329615,5262329614,0,544369567,,living_street,False,True,123.979,"LINESTRING (121.5175877 38.8803103, 121.5174125 38.8814169)",,
5262329616,5262329613,0,33126280,,living_street,False,False,53.833,"LINESTRING (121.5177601 38.879097, 121.5171389 38.8790741)",,
5262329616,5262329597,0,33126280,,living_street,False,True,53.123,"LINESTRING (121.5177601 38.879097, 121.5183731 38.8791197)",,
5262329616,5262329617,0,544369567,,living_street,False,False,96.365,"LINESTRING (121.5177601 38.879097, 121.5178024 38.878231)",,
5262329616,5262329615,0,544369567,,living_street,False,True,135.736,"LINESTRING (121.5177601 38.879097, 121.5175877 38.8803103)",,
5262329617,5262329585,0,544369558,,living_street,False,False,101.703,"LINESTRING (121.5178024 38.878231, 121.5166275 38.8782321)",,
5262329617,5262329587,0,544369558,,living_street,False,True,104.797,"LINESTRING (121.5178024 38.878231, 121.5190128 38.8782496)",,
5262329617,5262329616,0,544369567,,living_street,False,True,96.365,"LINESTRING (121.5178024 38.878231, 121.5177601 38.879097)",,
5262329620,5262330221,0,33126280,,living_street,False,False,6.092,"LINESTRING (121.5165919 38.8790539, 121.5165216 38.8790513)",,
5262329620,5262330227,0,544369570,,living_street,False,True,37.244,"LINESTRING (121.5165919 38.8790539, 121.5165549 38.8793876)",,
5262329620,5262329613,0,33126280,,living_street,False,True,47.403000000000006,"LINESTRING (121.5165919 38.8790539, 121.5166512 38.8790561, 121.5171389 38.8790741)",,
5262330221,5262329574,0,33126280,,living_street,False,False,5.477,"LINESTRING (121.5165216 38.8790513, 121.5164584 38.879049)",,
5262330221,5262329620,0,33126280,,living_street,False,True,6.092,"LINESTRING (121.5165216 38.8790513, 121.5165919 38.8790539)",,
5262330221,5262330239,0,544369571,,living_street,False,False,17.295,"LINESTRING (121.5165216 38.8790513, 121.5165423 38.8788966)",,
5262330227,5262329620,0,544369570,,living_street,False,False,37.244,"LINESTRING (121.5165549 38.8793876, 121.5165919 38.8790539)",,
5262330227,5262330228,0,544369570,,living_street,False,True,67.212,"LINESTRING (121.5165549 38.8793876, 121.516488 38.8799898)",,
5262330227,5262330229,0,544369572,,living_street,False,True,108.50900000000001,"LINESTRING (121.5165549 38.8793876, 121.5161053 38.8793503, 121.5160419 38.8799722)",,
5262330228,5262330227,0,544369570,,living_street,False,False,67.212,"LINESTRING (121.516488 38.8799898, 121.5165549 38.8793876)",,
5262330228,5262329590,0,544369570,,living_street,False,True,26.161,"LINESTRING (121.516488 38.8799898, 121.516462 38.8802242)",,
5262330228,5262330229,0,544369573,,living_street,False,False,38.665,"LINESTRING (121.516488 38.8799898, 121.5160419 38.8799722)",,
5262330229,5262330230,0,544369573,,living_street,False,False,40.883,"LINESTRING (121.5160419 38.8799722, 121.515572 38.8799352)",,
5262330229,5262330228,0,544369573,,living_street,False,True,38.665,"LINESTRING (121.5160419 38.8799722, 121.516488 38.8799898)",,
5262330229,5262330227,0,544369572,,living_street,False,False,108.50900000000001,"LINESTRING (121.5160419 38.8799722, 121.5161053 38.8793503, 121.5165549 38.8793876)",,
5262330229,5262330234,0,544369572,,living_street,False,True,146.24499999999998,"LINESTRING (121.5160419 38.8799722, 121.5159152 38.8812134, 121.5159417 38.8812804)",,
5262330230,5262330229,0,544369573,,living_street,False,True,40.883,"LINESTRING (121.515572 38.8799352, 121.5160419 38.8799722)",,
5262330230,5262330232,0,544369573,,living_street,False,False,144.177,"LINESTRING (121.515572 38.8799352, 121.5154606 38.8811664, 121.5154746 38.8812278)",,
5262330230,5262330238,0,544369574,,living_street,False,False,84.466,"LINESTRING (121.515572 38.8799352, 121.515558 38.8798196, 121.5154931 38.8797908, 121.5149597 38.8797799, 121.5150061 38.879946)",,
5262330232,1866153827,0,1138698263,,unclassified,False,False,29.085,"LINESTRING (121.5154746 38.8812278, 121.5151492 38.881293)",,
5262330232,5262330234,0,544369573,,living_street,False,False,41.889,"LINESTRING (121.5154746 38.8812278, 121.5155209 38.8812603, 121.5159417 38.8812804)",,
5262330232,5262330230,0,544369573,,living_street,False,True,144.177,"LINESTRING (121.5154746 38.8812278, 121.5154606 38.8811664, 121.515572 38.8799352)",,
5262330234,5262330229,0,544369572,,living_street,False,False,146.24499999999998,"LINESTRING (121.5159417 38.8812804, 121.5159152 38.8812134, 121.5160419 38.8799722)",,
5262330234,5262329609,0,544369572,,living_street,False,True,19.238999999999997,"LINESTRING (121.5159417 38.8812804, 121.5159523 38.8813072, 121.5159657 38.8814518)",,
5262330234,5262330232,0,544369573,,living_street,False,True,41.889,"LINESTRING (121.5159417 38.8812804, 121.5155209 38.8812603, 121.5154746 38.8812278)",,
5262330238,5262330230,0,544369574,,living_street,False,True,84.466,"LINESTRING (121.5150061 38.879946, 121.5149597 38.8797799, 121.5154931 38.8797908, 121.515558 38.8798196, 121.515572 38.8799352)",,
5262330239,5262329585,0,544369571,,living_street,False,False,74.256,"LINESTRING (121.5165423 38.8788966, 121.5166275 38.8782321)",,
5262330239,5262330221,0,544369571,,living_street,False,True,17.295,"LINESTRING (121.5165423 38.8788966, 121.5165216 38.8790513)",,
5262330239,5262330241,0,544369575,,living_street,False,False,105.90100000000001,"LINESTRING (121.5165423 38.8788966, 121.5161411 38.8788582, 121.5162329 38.8782245)",,
5262330241,5262329585,0,544369575,,living_street,False,False,34.168,"LINESTRING (121.5162329 38.8782245, 121.5166275 38.8782321)",,
5262330241,5262330239,0,544369575,,living_street,False,True,105.90100000000001,"LINESTRING (121.5162329 38.8782245, 121.5161411 38.8788582, 121.5165423 38.8788966)",,
5262330243,374106635,0,33126631,,residential,False,True,17.037,"LINESTRING (121.5258602 38.8850823, 121.5258633 38.8849291)",,
5262330243,5262330244,0,544369577,,living_street,False,False,96.451,"LINESTRING (121.5258602 38.8850823, 121.5269745 38.885076)",,
5262330244,5262330243,0,544369577,,living_street,False,True,96.451,"LINESTRING (121.5269745 38.885076, 121.5258602 38.8850823)",,
5262330244,5262330250,0,544369577,,living_street,False,False,259.028,"LINESTRING (121.5269745 38.885076, 121.5271199 38.8851765, 121.5272249 38.8856229, 121.5273218 38.8859434, 121.5275479 38.8859686, 121.5278046 38.8859784, 121.5278722 38.8859077, 121.5284201 38.8850823)",,
5262330244,5262330260,0,"[544369578, 544369579]",,"['steps', 'living_street']",False,False,61.847,"LINESTRING (121.5269745 38.885076, 121.5274712 38.8850141, 121.5276751 38.8849703)",,
5262330250,5262330260,0,544369581,,living_street,False,True,65.675,"LINESTRING (121.5284201 38.8850823, 121.5276751 38.8849703)",,
5262330250,5262330269,0,544369577,,living_street,False,False,173.628,"LINESTRING (121.5284201 38.8850823, 121.5286866 38.8847868, 121.529268 38.8841645, 121.5296683 38.8838668)",,
5262330250,5262330244,0,544369577,,living_street,False,True,259.028,"LINESTRING (121.5284201 38.8850823, 121.5278722 38.8859077, 121.5278046 38.8859784, 121.5275479 38.8859686, 121.5273218 38.8859434, 121.5272249 38.8856229, 121.5271199 38.8851765, 121.5269745 38.885076)",,
5262330260,5262330250,0,544369581,,living_street,False,False,65.675,"LINESTRING (121.5276751 38.8849703, 121.5284201 38.8850823)",,
5262330260,5262330265,0,544369579,,living_street,False,False,192.22500000000002,"LINESTRING (121.5276751 38.8849703, 121.5277665 38.8843464, 121.5278509 38.8843136, 121.5284414 38.8843355, 121.5285539 38.8842862, 121.5286031 38.8838211)",,
5262330260,5262330244,0,"[544369578, 544369579]",,"['steps', 'living_street']",False,True,61.847,"LINESTRING (121.5276751 38.8849703, 121.5274712 38.8850141, 121.5269745 38.885076)",,
