,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((118.7512589 32.0582409, 118.7520585 32.0539101, 118.753023 32.0538962, 118.7540283 32.0538818, 118.7542192 32.0545038, 118.7542493 32.0555077, 118.7544007 32.0558676, 118.7548251 32.056155, 118.755334 32.0565104, 118.7558551 32.0565006, 118.7564482 32.0562486, 118.756735 32.0564485, 118.7580223 32.0561368, 118.7584433 32.0570688, 118.7590309 32.0588344, 118.7589665 32.0601368, 118.7589879 32.0609733, 118.7586875 32.0610824, 118.7555762 32.060064, 118.7537308 32.0598094, 118.7531686 32.0605687, 118.7525506 32.0604459, 118.7521386 32.0608051, 118.7512632 32.0607187, 118.7512589 32.0582409))",32.0610824,32.0538818,118.7590309,118.7512589,195607519,way,165476764,32.057654850000006,118.755002721604,amenity,university,30,0.4310528703133429,amenity,Hohai University (Xikanglu Campus),"Hohai University (Xikanglu Campus), 1, 西康路, 宁海路街道, Gulou District, Nanjing City, Jiangsu, 210024, China"
