u,v,key,osmid,name,highway,oneway,reversed,length,geometry,maxspeed
8789523941,8789523961,0,949420418,,service,False,True,240.08499999999998,"LINESTRING (116.3367683 39.9845598, 116.3355341 39.9845324, 116.3354744 39.9845268, 116.3354275 39.9845206, 116.3353752 39.9845057, 116.3353436 39.9844934, 116.3353001 39.9844744, 116.3352518 39.9844461, 116.3352196 39.9844189, 116.3351908 39.984386, 116.335172 39.9843588, 116.3351586 39.98433, 116.3351492 39.9842976, 116.3351431 39.9842653, 116.3351431 39.9842365, 116.3351566 39.983919, 116.3356099 39.9839313, 116.3356125 39.9838532)",
8789523958,1195735422,0,103562827,,service,False,False,24.43,"LINESTRING (116.3356285 39.9835621, 116.3359151 39.9835688)",
8789523958,8789523959,0,103562827,,service,False,True,62.635,"LINESTRING (116.3356285 39.9835621, 116.3348937 39.9835449)",
8789523958,8789523961,0,949420418,,service,False,False,32.398,"LINESTRING (116.3356285 39.9835621, 116.3356125 39.9838532)",
8789523959,8789523958,0,103562827,,service,False,False,62.635,"LINESTRING (116.3348937 39.9835449, 116.3356285 39.9835621)",
8789523960,8789523961,0,727033775,,service,False,False,7.332,"LINESTRING (116.3356985 39.9838556, 116.3356125 39.9838532)",
8789523960,1195735421,0,727033775,,service,False,True,112.046,"LINESTRING (116.3356985 39.9838556, 116.3370126 39.9838947)",
8789523960,8789523940,0,949420420,,service,False,True,135.665,"LINESTRING (116.3356985 39.9838556, 116.3356823 39.9842067, 116.3368153 39.9842393)",
8789523961,8789523960,0,727033775,,service,False,True,7.332,"LINESTRING (116.3356125 39.9838532, 116.3356985 39.9838556)",
8789523961,8789523958,0,949420418,,service,False,True,32.398,"LINESTRING (116.3356125 39.9838532, 116.3356285 39.9835621)",
8789523961,8789523941,0,949420418,,service,False,False,240.08499999999998,"LINESTRING (116.3356125 39.9838532, 116.3356099 39.9839313, 116.3351566 39.983919, 116.3351431 39.9842365, 116.3351431 39.9842653, 116.3351492 39.9842976, 116.3351586 39.98433, 116.335172 39.9843588, 116.3351908 39.984386, 116.3352196 39.9844189, 116.3352518 39.9844461, 116.3353001 39.9844744, 116.3353436 39.9844934, 116.3353752 39.9845057, 116.3354275 39.9845206, 116.3354744 39.9845268, 116.3355341 39.9845324, 116.3367683 39.9845598)",
8789523964,1195735927,0,42943243,校园东路,service,False,False,117.637,"LINESTRING (116.3419747 39.9779613, 116.3420185 39.9769039)",
8789523964,1195735434,0,42943243,校园东路,service,False,True,6.731,"LINESTRING (116.3419747 39.9779613, 116.3419722 39.9780218)",
8789523964,1195735429,0,103562838,,service,False,False,182.234,"LINESTRING (116.3419747 39.9779613, 116.3423593 39.9779698, 116.3441125 39.9780088)",
8789738067,8789796475,0,949438680,,path,False,False,11.004,"LINESTRING (116.3438922 39.9825851, 116.3438878 39.982684)",
8789738067,8789738077,0,949438670,,path,False,True,26.060000000000002,"LINESTRING (116.3438922 39.9825851, 116.3438697 39.9825754, 116.3438342 39.98256, 116.343796 39.9825481, 116.3437678 39.9825399, 116.3437316 39.9825296, 116.3437014 39.982523, 116.3436753 39.9825199, 116.3436511 39.9825173, 116.343623 39.9825158, 116.3436042 39.9825153)",
8789738067,8789738091,0,949438680,,path,False,True,81.816,"LINESTRING (116.3438922 39.9825851, 116.343912 39.982134, 116.3435411 39.9821225)",
8789738077,8789738067,0,949438670,,path,False,False,26.06,"LINESTRING (116.3436042 39.9825153, 116.343623 39.9825158, 116.3436511 39.9825173, 116.3436753 39.9825199, 116.3437014 39.982523, 116.3437316 39.9825296, 116.3437678 39.9825399, 116.343796 39.9825481, 116.3438342 39.98256, 116.3438697 39.9825754, 116.3438922 39.9825851)",
8789738090,8789738091,0,949438677,,path,False,True,38.74,"LINESTRING (116.3435224 39.9824706, 116.3435411 39.9821225)",
8789738091,8789738090,0,949438677,,path,False,False,38.74,"LINESTRING (116.3435411 39.9821225, 116.3435224 39.9824706)",
8789738091,8789738100,0,949438680,,path,False,True,21.428,"LINESTRING (116.3435411 39.9821225, 116.3432898 39.982115)",
8789738091,8789738067,0,949438680,,path,False,False,81.816,"LINESTRING (116.3435411 39.9821225, 116.343912 39.982134, 116.3438922 39.9825851)",
8789738100,2690908613,0,263472730,,service,False,False,148.046,"LINESTRING (116.3432898 39.982115, 116.3432294 39.9834456)",
8789738100,1195735466,0,263472730,,service,False,True,16.066,"LINESTRING (116.3432898 39.982115, 116.3432964 39.9819706)",
8789738100,8789738091,0,949438680,,path,False,False,21.428,"LINESTRING (116.3432898 39.982115, 116.3435411 39.9821225)",
8789738236,3715971773,0,265008344,,service,False,False,97.642,"LINESTRING (116.3456695 39.9827208, 116.3468148 39.9827517)",
8789738236,6924289498,0,739520297,,service,False,False,76.231,"LINESTRING (116.3456695 39.9827208, 116.3457056 39.9820358)",
8789738236,8789824253,0,739520297,,service,False,True,5.908,"LINESTRING (116.3456695 39.9827208, 116.3456672 39.9827739)",
8789738237,3715971773,0,479448966,,service,False,False,8.568,"LINESTRING (116.3468109 39.9828287, 116.3468148 39.9827517)",
8789738258,8789824253,0,739520297,,service,False,False,82.074,"LINESTRING (116.3456352 39.9835116, 116.3456672 39.9827739)",
8789738258,6941761698,0,739520300,校园北路,service,False,False,68.633,"LINESTRING (116.3456352 39.9835116, 116.3464404 39.9835296)",
8789738258,2706671834,0,739520300,校园北路,service,False,True,143.416,"LINESTRING (116.3456352 39.9835116, 116.3439529 39.9834678)",
8789773619,8789773620,0,949446450,,service,False,True,105.428,"LINESTRING (116.3402179 39.9770338, 116.3401725 39.9779813)",
8789773620,4903413165,0,626788251,,service,False,False,59.826,"LINESTRING (116.3401725 39.9779813, 116.3394707 39.9779651)",
8789773620,8789773619,0,949446450,,service,False,False,105.428,"LINESTRING (116.3401725 39.9779813, 116.3402179 39.9770338)",
8789773620,1195735434,0,626788251,,service,False,True,153.415,"LINESTRING (116.3401725 39.9779813, 116.3417816 39.9780183, 116.3419722 39.9780218)",
8789796475,8789738067,0,949438680,,path,False,True,11.004,"LINESTRING (116.3438878 39.982684, 116.3438922 39.9825851)",
8789824253,8789738236,0,739520297,,service,False,False,5.908,"LINESTRING (116.3456672 39.9827739, 116.3456695 39.9827208)",
8789824253,8789738258,0,739520297,,service,False,True,82.074,"LINESTRING (116.3456672 39.9827739, 116.3456352 39.9835116)",
8789824253,2706651465,0,"[265004777, 949451174]",,"['service', 'steps']",False,True,38.796,"LINESTRING (116.3456672 39.9827739, 116.3452871 39.982775, 116.3452119 39.9827769)",
