u,v,key,osmid,oneway,highway,reversed,length,name,geometry
3686355817,3686355838,0,359583114,False,service,False,7.884,,"LINESTRING (108.9076382 34.2476216, 108.9076382 34.2475507)"
3686355817,3670483436,0,359583114,False,service,True,6.516,,"LINESTRING (108.9076382 34.2476216, 108.9076382 34.2476802)"
3686355817,3686355818,0,364596127,False,service,False,128.38,,"LINESTRING (108.9076382 34.2476216, 108.9090349 34.2476272)"
3686355818,8984902098,0,333840995,False,residential,False,27.054,柳荫路,"LINESTRING (108.9090349 34.2476272, 108.9090336 34.2473839)"
3686355818,3686355824,0,333840995,False,residential,True,37.273,柳荫路,"LINESTRING (108.9090349 34.2476272, 108.9090349 34.2479624)"
3686355818,8984902117,0,364596127,False,service,False,89.568,,"LINESTRING (108.9090349 34.2476272, 108.9100088 34.2476545)"
3686355818,3686355817,0,364596127,False,service,True,128.38,,"LINESTRING (108.9090349 34.2476272, 108.9076382 34.2476216)"
3686355819,3686355833,0,360776065,False,residential,False,7.261,,"LINESTRING (108.9134781 34.2469922, 108.9134786 34.2470575)"
3686355819,3653244381,0,360776065,False,residential,True,78.297,,"LINESTRING (108.9134781 34.2469922, 108.9134685 34.2462881)"
3686355819,3686355823,0,364596128,False,residential,False,85.39500000000001,,"LINESTRING (108.9134781 34.2469922, 108.9127581 34.2469907, 108.9127576 34.2468179)"
3686355821,1803356710,0,169172415,False,residential,False,48.528,,"LINESTRING (108.9127595 34.2462872, 108.9122316 34.2462807)"
3686355821,3653244381,0,169172415,False,residential,True,65.169,,"LINESTRING (108.9127595 34.2462872, 108.9134685 34.2462881)"
3686355821,3686355823,0,364596128,False,residential,True,59.011,,"LINESTRING (108.9127595 34.2462872, 108.9127576 34.2468179)"
3686355822,8984902093,0,191095195,False,residential,False,25.698,槐荫路,"LINESTRING (108.9117004 34.2468302, 108.9117028 34.2465991)"
3686355822,3686355806,0,191095195,False,residential,True,4.859,槐荫路,"LINESTRING (108.9117004 34.2468302, 108.9117 34.2468739)"
3686355822,3686355823,0,364596129,False,service,False,97.183,,"LINESTRING (108.9117004 34.2468302, 108.9127576 34.2468179)"
3686355823,3686355821,0,364596128,False,residential,False,59.011,,"LINESTRING (108.9127576 34.2468179, 108.9127595 34.2462872)"
3686355823,3686355822,0,364596129,False,service,True,97.183,,"LINESTRING (108.9127576 34.2468179, 108.9117004 34.2468302)"
3686355823,3686355819,0,364596128,False,residential,True,85.39500000000001,,"LINESTRING (108.9127576 34.2468179, 108.9127581 34.2469907, 108.9134781 34.2469922)"
3686355824,3686355818,0,333840995,False,residential,False,37.273,柳荫路,"LINESTRING (108.9090349 34.2479624, 108.9090349 34.2476272)"
3686355824,2016793134,0,333840995,False,residential,True,35.405,柳荫路,"LINESTRING (108.9090349 34.2479624, 108.9090349 34.2482808)"
3686355824,8984902118,0,364596130,False,service,False,89.881,,"LINESTRING (108.9090349 34.2479624, 108.9100124 34.2479848)"
3686355824,3642584025,0,364596130,False,service,True,128.368,,"LINESTRING (108.9090349 34.2479624, 108.9076383 34.2479629)"
3686355826,3653254411,0,191095189,False,residential,False,39.517,,"LINESTRING (108.9143916 34.2459356, 108.9143777 34.2462908)"
3686355826,2016793118,0,191095189,False,residential,True,81.804,,"LINESTRING (108.9143916 34.2459356, 108.9144047 34.2452)"
3686355826,3686355827,0,364596131,False,service,True,244.086,,"LINESTRING (108.9143916 34.2459356, 108.9126372 34.245943, 108.9126556 34.2451983)"
3686355827,3686355804,0,191095193,False,residential,False,2.849,,"LINESTRING (108.9126556 34.2451983, 108.9126246 34.2451984)"
3686355827,2016793115,0,191095193,False,residential,True,77.441,,"LINESTRING (108.9126556 34.2451983, 108.9134981 34.2451971)"
3686355827,3686355826,0,364596131,False,service,False,244.086,,"LINESTRING (108.9126556 34.2451983, 108.9126372 34.245943, 108.9143916 34.2459356)"
3686355833,3686355819,0,360776065,False,residential,True,7.261,,"LINESTRING (108.9134786 34.2470575, 108.9134781 34.2469922)"
3686355833,3686355834,0,364596134,False,residential,False,126.341,,"LINESTRING (108.9134786 34.2470575, 108.9148531 34.2470654)"
3686355833,2016793124,0,"[360776065, 970814758]",False,residential,"[False, True]",773.897,,"LINESTRING (108.9134786 34.2470575, 108.9134799 34.2489158, 108.9150412 34.2489082, 108.915351 34.2489204, 108.9153846 34.2489426, 108.915406 34.2489836, 108.9154235 34.2490568, 108.9154221 34.2493306, 108.915402 34.2493683, 108.9153416 34.249386, 108.9136049 34.2494104, 108.9116742 34.2493938)"
3686355834,3643535044,0,359677854,False,residential,True,192.571,,"LINESTRING (108.9148531 34.2470654, 108.9148661 34.2487972)"
3686355834,3686355833,0,364596134,False,residential,True,126.341,,"LINESTRING (108.9148531 34.2470654, 108.9134786 34.2470575)"
3686355834,3643535047,0,359677854,False,residential,False,91.387,,"LINESTRING (108.9148531 34.2470654, 108.9149437 34.2470404, 108.9149484 34.2462975)"
3686355834,8984905494,0,364596132,False,service,False,83.783,,"LINESTRING (108.9148531 34.2470654, 108.9150487 34.2470751, 108.9150492 34.2476666)"
3686355836,3642584025,0,364596135,False,service,True,39.681,,"LINESTRING (108.9072066 34.2479661, 108.9076383 34.2479629)"
3686355836,3686355839,0,364596137,False,service,False,29.878,,"LINESTRING (108.9072066 34.2479661, 108.9072058 34.2476974)"
3686355836,8984902032,0,970814743,False,service,True,57.979,,"LINESTRING (108.9072066 34.2479661, 108.9070925 34.24813, 108.9070241 34.2481821, 108.9069544 34.2481998, 108.9067183 34.2481998)"
3686355837,3686355838,0,364596136,False,service,False,38.977,,"LINESTRING (108.9072142 34.247556, 108.9076382 34.2475507)"
3686355837,3686355839,0,364596137,False,service,True,15.742,,"LINESTRING (108.9072142 34.247556, 108.9072058 34.2476974)"
3686355837,3686355813,0,364596126,False,footway,True,8.975999999999999,,"LINESTRING (108.9072142 34.247556, 108.9071982 34.2475572, 108.9071735 34.2475618, 108.9071421 34.2475652, 108.9071175 34.2475652)"
3686355838,3670483439,0,359583114,False,service,False,26.438,,"LINESTRING (108.9076382 34.2475507, 108.9076316 34.247313)"
3686355838,3686355817,0,359583114,False,service,True,7.884,,"LINESTRING (108.9076382 34.2475507, 108.9076382 34.2476216)"
3686355838,3686355837,0,364596136,False,service,True,38.977,,"LINESTRING (108.9076382 34.2475507, 108.9072142 34.247556)"
3686355839,3670483436,0,362794785,False,service,False,39.79,,"LINESTRING (108.9072058 34.2476974, 108.9076382 34.2476802)"
3686355839,3686355810,0,362794785,False,service,True,18.045,,"LINESTRING (108.9072058 34.2476974, 108.9070099 34.247708)"
3686355839,3686355837,0,364596137,False,service,False,15.742,,"LINESTRING (108.9072058 34.2476974, 108.9072142 34.247556)"
3686355839,3686355836,0,364596137,False,service,True,29.878,,"LINESTRING (108.9072058 34.2476974, 108.9072066 34.2479661)"
3686363789,3686355798,0,263308434,False,service,False,37.263,,"LINESTRING (108.9103703 34.2430269, 108.9103662 34.243362)"
7137329299,8984902044,0,169172415,False,residential,True,10.804,,"LINESTRING (108.9060215 34.2462676, 108.906139 34.2462652)"
7137329299,8984902043,0,970814746,False,service,False,61.736,,"LINESTRING (108.9060215 34.2462676, 108.9060183 34.2468228)"
8984902023,2689341046,0,362794779,False,service,False,33.027,教学南路,"LINESTRING (108.9107229 34.2440631, 108.9103636 34.2440628)"
8984902023,2016793127,0,362794779,False,service,True,89.662,教学南路,"LINESTRING (108.9107229 34.2440631, 108.9116983 34.2440709)"
8984902023,8984902024,0,970814741,False,service,True,111.663,,"LINESTRING (108.9107229 34.2440631, 108.9107406 34.2450672)"
8984902024,2016793107,0,191095190,False,service,False,86.799,,"LINESTRING (108.9107406 34.2450672, 108.9116849 34.245065)"
8984902024,2016793111,0,191095190,False,service,True,67.045,,"LINESTRING (108.9107406 34.2450672, 108.9100112 34.2450689)"
8984902024,8984902023,0,970814741,False,service,False,111.663,,"LINESTRING (108.9107406 34.2450672, 108.9107229 34.2440631)"
8984902032,3686355836,0,970814743,False,service,False,57.979,,"LINESTRING (108.9067183 34.2481998, 108.9069544 34.2481998, 108.9070241 34.2481821, 108.9070925 34.24813, 108.9072066 34.2479661)"
8984902041,8984902042,0,970814745,False,service,True,50.217,,"LINESTRING (108.9059338 34.2472764, 108.9059298 34.2468248)"
8984902042,8984902041,0,970814745,False,service,False,50.217,,"LINESTRING (108.9059298 34.2468248, 108.9059338 34.2472764)"
8984902042,8984902043,0,970814748,False,service,False,8.138,,"LINESTRING (108.9059298 34.2468248, 108.9060183 34.2468228)"
8984902043,7137329299,0,970814746,False,service,True,61.736,,"LINESTRING (108.9060183 34.2468228, 108.9060215 34.2462676)"
8984902043,8984902050,0,970814748,False,service,False,9.366,,"LINESTRING (108.9060183 34.2468228, 108.9061202 34.246823)"
8984902043,8984902042,0,970814748,False,service,True,8.138,,"LINESTRING (108.9060183 34.2468228, 108.9059298 34.2468248)"
8984902044,7137329299,0,169172415,False,residential,False,10.804,,"LINESTRING (108.906139 34.2462652, 108.9060215 34.2462676)"
8984902044,3642584026,0,169172415,False,residential,True,137.756,,"LINESTRING (108.906139 34.2462652, 108.9076377 34.2462629)"
8984902044,8984902050,0,970814747,False,service,True,62.049,,"LINESTRING (108.906139 34.2462652, 108.9061202 34.246823)"
8984902050,8984902044,0,970814747,False,service,False,62.049,,"LINESTRING (108.9061202 34.246823, 108.906139 34.2462652)"
8984902050,8984902043,0,970814748,False,service,True,9.366,,"LINESTRING (108.9061202 34.246823, 108.9060183 34.2468228)"
8984902087,3686355808,0,333840995,False,residential,False,15.612,柳荫路,"LINESTRING (108.9090329 34.247242, 108.9090321 34.2471016)"
8984902087,8984902098,0,333840995,False,residential,True,15.779,柳荫路,"LINESTRING (108.9090329 34.247242, 108.9090336 34.2473839)"
8984902087,8984902091,0,970814753,False,service,True,129.631,,"LINESTRING (108.9090329 34.247242, 108.9089607 34.2472254, 108.9088748 34.2471877, 108.9087743 34.2471755, 108.907638 34.2471556)"
8984902091,8984902092,0,359583114,False,service,False,32.547,,"LINESTRING (108.907638 34.2471556, 108.9076379 34.2468629)"
8984902091,3670483439,0,359583114,False,service,True,17.512,,"LINESTRING (108.907638 34.2471556, 108.9076316 34.247313)"
8984902091,8984902087,0,970814753,False,service,False,129.631,,"LINESTRING (108.907638 34.2471556, 108.9087743 34.2471755, 108.9088748 34.2471877, 108.9089607 34.2472254, 108.9090329 34.247242)"
8984902092,3642584026,0,359583114,False,service,False,66.717,,"LINESTRING (108.9076379 34.2468629, 108.9076377 34.2462629)"
8984902092,8984902091,0,359583114,False,service,True,32.547,,"LINESTRING (108.9076379 34.2468629, 108.907638 34.2471556)"
8984902092,3686355807,0,970814754,False,service,False,128.424,,"LINESTRING (108.9076379 34.2468629, 108.9090348 34.2468861)"
8984902093,2016793125,0,191095195,False,residential,False,35.984,槐荫路,"LINESTRING (108.9117028 34.2465991, 108.9117063 34.2462755)"
8984902093,3686355822,0,191095195,False,residential,True,25.698,槐荫路,"LINESTRING (108.9117028 34.2465991, 108.9117004 34.2468302)"
8984902093,8984902094,0,970814755,False,service,True,245.233,,"LINESTRING (108.9117028 34.2465991, 108.9090348 34.2465968)"
8984902094,2016793122,0,333840995,False,residential,False,37.384,柳荫路,"LINESTRING (108.9090348 34.2465968, 108.9090348 34.2462606)"
8984902094,3686355807,0,333840995,False,residential,True,32.169,柳荫路,"LINESTRING (108.9090348 34.2465968, 108.9090348 34.2468861)"
8984902094,8984902093,0,970814755,False,service,False,245.233,,"LINESTRING (108.9090348 34.2465968, 108.9117028 34.2465991)"
8984902095,3686355809,0,364596124,False,service,False,155.835,,"LINESTRING (108.9100027 34.2471046, 108.9116981 34.2471099)"
8984902095,3686355808,0,364596124,False,service,True,89.214,,"LINESTRING (108.9100027 34.2471046, 108.9090321 34.2471016)"
8984902095,8984902097,0,970814756,False,service,True,32.037,,"LINESTRING (108.9100027 34.2471046, 108.9100059 34.2473927)"
8984902096,2016793134,0,191095191,False,residential,False,90.18,,"LINESTRING (108.9100159 34.2482937, 108.9090349 34.2482808)"
8984902096,2016793121,0,191095191,False,residential,True,153.499,,"LINESTRING (108.9100159 34.2482937, 108.9116858 34.2483098)"
8984902096,8984902118,0,970814756,False,service,False,34.35,,"LINESTRING (108.9100159 34.2482937, 108.9100124 34.2479848)"
8984902097,8984902095,0,970814756,False,service,False,32.037,,"LINESTRING (108.9100059 34.2473927, 108.9100027 34.2471046)"
8984902097,8984902117,0,970814756,False,service,True,29.112,,"LINESTRING (108.9100059 34.2473927, 108.9100088 34.2476545)"
8984902097,8984902098,0,970814757,False,service,True,89.375,,"LINESTRING (108.9100059 34.2473927, 108.9090336 34.2473839)"
8984902098,8984902087,0,333840995,False,residential,False,15.779,柳荫路,"LINESTRING (108.9090336 34.2473839, 108.9090329 34.247242)"
8984902098,3686355818,0,333840995,False,residential,True,27.054,柳荫路,"LINESTRING (108.9090336 34.2473839, 108.9090349 34.2476272)"
8984902098,8984902097,0,970814757,False,service,False,89.375,,"LINESTRING (108.9090336 34.2473839, 108.9100059 34.2473927)"
8984902117,3686355818,0,364596127,False,service,True,89.568,,"LINESTRING (108.9100088 34.2476545, 108.9090349 34.2476272)"
8984902117,8984902097,0,970814756,False,service,False,29.112,,"LINESTRING (108.9100088 34.2476545, 108.9100059 34.2473927)"
8984902117,8984902118,0,970814756,False,service,True,36.729,,"LINESTRING (108.9100088 34.2476545, 108.9100124 34.2479848)"
8984902118,3686355824,0,364596130,False,service,True,89.881,,"LINESTRING (108.9100124 34.2479848, 108.9090349 34.2479624)"
8984902118,8984902117,0,970814756,False,service,False,36.729,,"LINESTRING (108.9100124 34.2479848, 108.9100088 34.2476545)"
8984902118,8984902096,0,970814756,False,service,True,34.35,,"LINESTRING (108.9100124 34.2479848, 108.9100159 34.2482937)"
8984902119,2016793121,0,970817856,False,service,False,85.168,槐荫路,"LINESTRING (108.9116775 34.2490757, 108.9116858 34.2483098)"
8984902119,2016793124,0,970817856,False,service,True,35.372,槐荫路,"LINESTRING (108.9116775 34.2490757, 108.9116742 34.2493938)"
8984902119,8984902121,0,970814760,False,service,True,227.425,,"LINESTRING (108.9116775 34.2490757, 108.9104399 34.2490579, 108.9092034 34.2490501)"
8984902121,2016793124,0,970814759,False,service,False,283.37,,"LINESTRING (108.9092034 34.2490501, 108.9092047 34.2494481, 108.9092235 34.2494924, 108.9092678 34.2495068, 108.9115718 34.2495079, 108.9116161 34.2494969, 108.911659 34.2494691, 108.9116742 34.2493938)"
8984902121,8984902119,0,970814760,False,service,False,227.425,,"LINESTRING (108.9092034 34.2490501, 108.9104399 34.2490579, 108.9116775 34.2490757)"
8984902121,2016793134,0,970814760,False,service,True,93.53299999999999,,"LINESTRING (108.9092034 34.2490501, 108.9091256 34.2490435, 108.9090934 34.2490091, 108.90908 34.2489636, 108.9090747 34.2484426, 108.9090492 34.2483284, 108.9090349 34.2482808)"
8984905494,3686355834,0,364596132,False,service,True,83.783,,"LINESTRING (108.9150492 34.2476666, 108.9150487 34.2470751, 108.9148531 34.2470654)"
