element_type,osmid,nodes,alt_name,amenity,building,name,name:zh,name:zh-Hans,name:zh-Hant,geometry
way,283743430,"[2875766554, 2875766555, 2875766556, 2875766557, 2875766558, 2875766559, 2875766560, 2875766561, 2875766562, 2875766563, 2875766564, 2875766565, 2875766566, 2875766567, 2875766568, 2875766569, 2875766554]",首都师范大学图书馆,library,yes,校本部图书馆,校本部图书馆,校本部图书馆,校本部圖書館,"POLYGON ((116.3013513 39.9293169, 116.3013527 39.9292168, 116.3014117 39.9292173, 116.3014148 39.9289979, 116.3013386 39.9289972, 116.3013402 39.9288865, 116.3015335 39.9288881, 116.3015338 39.9288687, 116.3022551 39.9288745, 116.3022532 39.9290159, 116.30172 39.9290115, 116.3017173 39.9292082, 116.3022438 39.9292124, 116.302242 39.9293422, 116.3015245 39.9293364, 116.3015247 39.9293184, 116.3013513 39.9293169))"
