element_type,osmid,nodes,amenity,healthcare,name,name:zh,name:zh-Hans,name:zh-Hant,operator,geometry
way,394900112,"[3977914569, 3977914570, 3977914571, 3977914572, 3977914573, 3977914574, 3977914569]",hospital,hospital,首都师范大学校医院,首都师范大学校医院,首都师范大学校医院,首都師範大學校醫院,首都师范大学,"POLYGON ((116.2977677 39.9298909, 116.29777 39.9295901, 116.2980759 39.9295847, 116.2980759 39.9297118, 116.2979895 39.9297136, 116.2979895 39.9298873, 116.2977677 39.9298909))"
