,geometry,bbox_north,bbox_south,bbox_east,bbox_west,place_id,osm_type,osm_id,lat,lon,class,type,place_rank,importance,addresstype,name,display_name
0,"POLYGON ((-87.5913939 41.786016, -87.5913859 41.7853, -87.5913644 41.78425, -87.5911257 41.784256, -87.5907368 41.78437, -87.590482 41.784492, -87.5904645 41.784514, -87.5902553 41.784654, -87.5902279 41.7838706, -87.5902124 41.783426, -87.5900622 41.78343, -87.5899764 41.783746, -87.5897511 41.78461, -87.5894292 41.786034, -87.5913604 41.786014, -87.5913939 41.786016))",41.786034,41.783426,-87.5894292,-87.5913939,322146592,way,330872770,41.784977,-87.5905237123017,amenity,university,30,0.6346983138951932,amenity,The University of Chicago,"The University of Chicago, 5801, South Ellis Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States"
