element_type,osmid,nodes,access,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,amenity,name,operator,operator:type,parking,geometry
way,155418357,"[1678146166, 1678146354, 1985537119, 1678146288, 1678146236, 1985537150, 1985537092, 1678146338, 1678146276, 1678146314, 1985537098, 1985537116, 1985537112, 1985537095, 1678146166]",private,Chicago,1427,60637,IL,East 60th Street,parking,Dorchester Parking Lot,University of Chicago,university,surface,"POLYGON ((-87.5904041 41.785258, -87.5903991 41.7849947, -87.5904705 41.7849935, -87.5904671 41.7849177, -87.5907898 41.7849114, -87.5911839 41.7849032, -87.5911864 41.7849593, -87.5912478 41.7849573, -87.5912606 41.7852465, -87.5907329 41.7852534, -87.5906543 41.7852545, -87.5906559 41.7852934, -87.5904589 41.7852977, -87.5904586 41.7852572, -87.5904041 41.785258))"
