u,v,key,osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,service,access,bridge
566601446,6793033526,0,724338498,,service,False,False,122.951,5 mph,"LINESTRING (-118.1275155 34.1387961, -118.1274978 34.1388687, -118.1274987 34.1393091, -118.1274875 34.1393493, -118.127458 34.1393725, -118.1274128 34.1393845, -118.1273611 34.1393832, -118.1273113 34.1393686, -118.1272935 34.1393464, -118.1272771 34.1393117, -118.1272792 34.1389851)",,,,
566601451,566600897,0,843857003,,footway,False,True,31.514,,"LINESTRING (-118.1267944 34.1377778, -118.126891 34.1380497)",,,,
566601451,566600895,0,843856993,,cycleway,False,False,36.954,5 mph,"LINESTRING (-118.1267944 34.1377778, -118.1270273 34.1377368, -118.1271893 34.137719)",,,,
566601451,6841731195,0,843856993,,cycleway,False,True,14.395,5 mph,"LINESTRING (-118.1267944 34.1377778, -118.1267177 34.1377952, -118.1266421 34.1378068)",,,,
566601456,566839551,0,44635191,,cycleway,False,True,41.8,5 mph,"LINESTRING (-118.1265228 34.137367, -118.1269769 34.1373604)",,,permissive,
566601456,566601461,0,"[44635114, 730337223]",,footway,False,False,30.223,,"LINESTRING (-118.1265228 34.137367, -118.1265166 34.1372204, -118.1264694 34.137209, -118.1264694 34.1371701, -118.1264146 34.137174)",,,,
566601456,601850662,0,1158011052,,cycleway,False,False,27.246000000000002,5 mph,"LINESTRING (-118.1265228 34.137367, -118.1265222 34.1374493, -118.1265217 34.1375236, -118.1265194 34.137612)",,,,
566601461,6911382269,0,843856990,,footway,False,False,16.135,,"LINESTRING (-118.1264146 34.137174, -118.1264137 34.1370289)",,,,
566601461,10769457288,0,843856990,,footway,False,True,5.08,,"LINESTRING (-118.1264146 34.137174, -118.1263594 34.1371741)",,,,
566601461,566601456,0,"[44635114, 730337223]",,footway,False,True,30.223,,"LINESTRING (-118.1264146 34.137174, -118.1264694 34.1371701, -118.1264694 34.137209, -118.1265166 34.1372204, -118.1265228 34.137367)",,,,
566601465,566601431,0,844398309,,cycleway,False,False,12.915,,"LINESTRING (-118.1255415 34.1388578, -118.1254798 34.1388637, -118.1254056 34.1388842)",,,,
566601465,566601428,0,844398309,,cycleway,False,True,13.812,,"LINESTRING (-118.1255415 34.1388578, -118.125617 34.1388636, -118.1256875 34.1388829)",,,,
566601465,566839537,0,"[1158011065, 44635115]",,"['steps', 'footway']",False,False,12.744,,"LINESTRING (-118.1255415 34.1388578, -118.125542 34.1389005, -118.1255409 34.1389724)",,,,
566601467,7871792665,0,70803738,,cycleway,False,True,7.06,,"LINESTRING (-118.1247472 34.1389907, -118.1247344 34.1390533)",,,,
566601467,6868298460,0,843856999,,cycleway,False,True,16.745,,"LINESTRING (-118.1247472 34.1389907, -118.1246138 34.1388883)",,,,
566601467,566601469,0,44635117,,footway,False,False,23.607999999999997,,"LINESTRING (-118.1247472 34.1389907, -118.1248881 34.138972, -118.1250019 34.1389706)",,,,
566601467,6868298458,0,733412029,,footway,False,True,34.658,,"LINESTRING (-118.1247472 34.1389907, -118.1247671 34.1389556, -118.1249934 34.1387571)",,,,
566601467,566601538,0,843856999,,cycleway,False,False,32.094,,"LINESTRING (-118.1247472 34.1389907, -118.1248211 34.1390505, -118.1249475 34.1391475, -118.1250063 34.1391833)",,,,
566601469,566601470,0,44635117,,footway,False,False,22.217,,"LINESTRING (-118.1250019 34.1389706, -118.1252433 34.1389698)",,,,
566601469,6868298458,0,44635206,,cycleway,False,False,23.753,5 mph,"LINESTRING (-118.1250019 34.1389706, -118.1249934 34.1387571)",,,,
566601469,566601538,0,44635206,,cycleway,False,True,23.655,5 mph,"LINESTRING (-118.1250019 34.1389706, -118.1250063 34.1391833)",,,,
566601469,566601467,0,44635117,,footway,False,True,23.607999999999997,,"LINESTRING (-118.1250019 34.1389706, -118.1248881 34.138972, -118.1247472 34.1389907)",,,,
566601470,566601469,0,44635117,,footway,False,True,22.217,,"LINESTRING (-118.1252433 34.1389698, -118.1250019 34.1389706)",,,,
566601470,566839527,0,843856991,,footway,False,False,26.749,,"LINESTRING (-118.1252433 34.1389698, -118.1252013 34.1390158, -118.1251744 34.1390589, -118.1251524 34.1391153, -118.1251457 34.139151, -118.1251451 34.13919)",,,,
566601470,566601431,0,1245448737,,footway,False,True,17.803,,"LINESTRING (-118.1252433 34.1389698, -118.1252952 34.1389338, -118.1253481 34.1389075, -118.1254056 34.1388842)",,,,
566601471,566601764,0,59901323,,footway,False,False,47.651,,"LINESTRING (-118.1258376 34.1389645, -118.1259269 34.1389358, -118.1260198 34.1389047, -118.1261176 34.138848, -118.1262548 34.1387249)",,,,
566601471,566601428,0,844398309,,cycleway,False,False,16.583,,"LINESTRING (-118.1258376 34.1389645, -118.1257847 34.1389287, -118.1256875 34.1388829)",,,,
566601471,566601444,0,844398309,,cycleway,False,True,21.503999999999998,,"LINESTRING (-118.1258376 34.1389645, -118.1258803 34.1390242, -118.1259135 34.1390892, -118.1259279 34.1391413)",,,,
566601499,5270938205,0,844170603,,cycleway,False,False,39.953,,"LINESTRING (-118.1270987 34.1395599, -118.1271008 34.1392006)",,,,
566601499,7876638983,0,844398311,,cycleway,False,True,41.678,,"LINESTRING (-118.1270987 34.1395599, -118.1266459 34.1395537)",,,,
566601499,7876702818,0,844170603,,cycleway,False,True,45.096999999999994,,"LINESTRING (-118.1270987 34.1395599, -118.1270912 34.1395887, -118.1270901 34.1399648)",,,,
566601499,7871804597,0,"[1192252520, 1192252521, 1192252519]",,"['steps', 'footway']",False,False,73.803,,"LINESTRING (-118.1270987 34.1395599, -118.1272771 34.1395608, -118.1275245 34.1395621, -118.1276727 34.1395629, -118.1279006 34.1395641)",,,,
566601513,11068265071,0,44635198,,service,False,False,7.427,5 mph,"LINESTRING (-118.1271004 34.1387964, -118.1271811 34.1387963)",,,,
566601513,7874722009,0,844170600,,footway,False,False,8.282,,"LINESTRING (-118.1271004 34.1387964, -118.1270783 34.1387242)",,,,
566601513,566601443,0,44635198,,service,False,True,56.018,5 mph,"LINESTRING (-118.1271004 34.1387964, -118.1268914 34.1387959, -118.1265522 34.1387952, -118.1264919 34.1387915)",,,,
566601513,5270938205,0,"[844170601, 844170603]",,"['cycleway', 'footway']",False,True,44.952,,"LINESTRING (-118.1271004 34.1387964, -118.1271032 34.1388433, -118.1271008 34.1392006)",,,,
566601517,6868358832,0,44635124,,footway,False,True,51.247,,"LINESTRING (-118.1255461 34.1372047, -118.1255653 34.1376653)",,,,
566601517,566601521,0,843856990,,footway,False,False,17.496,,"LINESTRING (-118.1255461 34.1372047, -118.1257362 34.137205)",,,,
566601517,566601548,0,843856989,,footway,False,True,15.804,,"LINESTRING (-118.1255461 34.1372047, -118.1255223 34.1371631, -118.1254062 34.1371644)",,,,
566601519,566601521,0,44635126,,footway,False,False,54.046,,"LINESTRING (-118.1257444 34.137691, -118.1257362 34.137205)",,,,
566601519,566601430,0,44635132,San Pasqual Walk,cycleway,False,False,13.153,,"LINESTRING (-118.1257444 34.137691, -118.1257203 34.1376913, -118.1256022 34.1377021)",,,,
566601519,601850668,0,44635132,San Pasqual Walk,cycleway,False,True,36.774,,"LINESTRING (-118.1257444 34.137691, -118.125763 34.1376907, -118.1257993 34.1376956, -118.1261153 34.1378085)",,,,
566601521,566601519,0,44635126,,footway,False,True,54.046,,"LINESTRING (-118.1257362 34.137205, -118.1257444 34.137691)",,,,
566601521,566601517,0,843856990,,footway,False,True,17.496,,"LINESTRING (-118.1257362 34.137205, -118.1255461 34.1372047)",,,,
566601521,566839521,0,843856990,,footway,False,False,16.883000000000003,,"LINESTRING (-118.1257362 34.137205, -118.1257798 34.1371747, -118.1259063 34.1371746)",,,,
566601529,10769318155,0,1157999939,,footway,False,True,11.063,,"LINESTRING (-118.1251515 34.1396513, -118.1252717 34.1396503)",,,,
566601529,844352138,0,1157999940,,footway,False,False,21.438,,"LINESTRING (-118.1251515 34.1396513, -118.1249839 34.1395174)",,,,
566601529,844352078,0,44635129,,footway,False,True,43.494,,"LINESTRING (-118.1251515 34.1396513, -118.1251338 34.1397903, -118.1251293 34.139939, -118.1251265 34.1400416)",,,,
566601534,6868298460,0,843856999,,cycleway,False,False,10.071,,"LINESTRING (-118.1245194 34.1388425, -118.1246138 34.1388883)",,,,
566601534,566601358,0,44635089,,cycleway,False,False,87.41499999999999,,"LINESTRING (-118.1245194 34.1388425, -118.1244136 34.1388652, -118.1235732 34.1388767)",,,,
566601534,7871792665,0,"[843857000, 733412035]",,footway,False,False,44.410000000000004,,"LINESTRING (-118.1245194 34.1388425, -118.1244968 34.1389601, -118.1245215 34.1389801, -118.1245802 34.1389801, -118.1245802 34.1390541, -118.1246045 34.1390612, -118.1247344 34.1390533)",,,,
566601534,6868298455,0,843856999,,cycleway,False,True,22.522,,"LINESTRING (-118.1245194 34.1388425, -118.1245135 34.1387781, -118.1245055 34.1386403)",,,,
566601535,566601655,0,44635132,San Pasqual Walk,cycleway,False,False,23.171000000000003,,"LINESTRING (-118.1242917 34.1378712, -118.1241237 34.1377688, -118.1240826 34.137758)",,,,
566601535,566601439,0,44635132,San Pasqual Walk,cycleway,False,True,20.614,,"LINESTRING (-118.1242917 34.1378712, -118.1243951 34.137949, -118.1244323 34.1379621, -118.1244759 34.1379656)",,,,
566601535,566601440,0,843856998,San Pasqual Walk,footway,False,True,33.816,,"LINESTRING (-118.1242917 34.1378712, -118.124354 34.1378407, -118.1244833 34.1378004, -118.1245183 34.1377971, -118.1245669 34.1378115, -118.1245954 34.1378309, -118.1246138 34.1378537)",,,,
566601537,844352236,0,70803737,South Holliston Avenue,residential,False,False,65.066,15 mph,"LINESTRING (-118.1228564 34.1400552, -118.1228473 34.1394701)",,,,
566601537,6841731199,0,44635130,Moore Walk,cycleway,False,True,68.804,,"LINESTRING (-118.1228564 34.1400552, -118.123046 34.1400552, -118.123604 34.140053)",,,,
566601537,566601381,0,70803737,South Holliston Avenue,residential,False,True,21.395000000000003,15 mph,"LINESTRING (-118.1228564 34.1400552, -118.1228567 34.1400805, -118.1228582 34.1401824, -118.122859 34.1402476)",,,,
566601538,566601469,0,44635206,,cycleway,False,False,23.655,5 mph,"LINESTRING (-118.1250063 34.1391833, -118.1250019 34.1389706)",,,,
566601538,566601796,0,44635206,,cycleway,False,True,22.32,5 mph,"LINESTRING (-118.1250063 34.1391833, -118.1250088 34.1392613, -118.1250092 34.139384)",,,,
566601538,566601467,0,843856999,,cycleway,False,True,32.094,,"LINESTRING (-118.1250063 34.1391833, -118.1249475 34.1391475, -118.1248211 34.1390505, -118.1247472 34.1389907)",,,,
566601538,566839527,0,"[144704540, 1157999941]",,"['steps', 'footway']",False,False,12.818,,"LINESTRING (-118.1250063 34.1391833, -118.1250997 34.139191, -118.1251451 34.13919)",,,,
566601539,10769222474,0,44635136,,footway,False,False,11.21,,"LINESTRING (-118.125774 34.13657, -118.1256522 34.1365691)",,,,
566601539,10769222475,0,44635136,,footway,False,True,11.689,,"LINESTRING (-118.125774 34.13657, -118.125901 34.1365707)",,,,
566601539,571720324,0,"[193310643, 44635133]",,"['steps', 'footway']",False,False,21.1,,"LINESTRING (-118.125774 34.13657, -118.1257767 34.1365202, -118.1257781 34.1363803)",,,,
566601540,566601542,0,44635135,,footway,False,False,22.761,,"LINESTRING (-118.12578 34.1361887, -118.1255327 34.1361885)",,,,
566601540,7871792674,0,144704543,,footway,False,False,20.85,,"LINESTRING (-118.12578 34.1361887, -118.1257783 34.1360012)",,,,
566601540,571720324,0,"[193310644, 193310636, 193310647]",,"['steps', 'footway']",False,True,21.308,,"LINESTRING (-118.12578 34.1361887, -118.1257808 34.1362254, -118.1257781 34.1363459, -118.1257781 34.1363803)",,,,
566601541,10769222466,0,44635136,,footway,False,False,10.318,,"LINESTRING (-118.1255144 34.1365682, -118.1254023 34.1365674)",,,,
566601541,10769222474,0,44635136,,footway,False,True,12.683,,"LINESTRING (-118.1255144 34.1365682, -118.1256522 34.1365691)",,,,
566601541,571720323,0,"[193310651, 44635134]",,"['steps', 'footway']",False,False,21.113,,"LINESTRING (-118.1255144 34.1365682, -118.1255139 34.1365202, -118.1255139 34.1364169, -118.1255286 34.1363803)",,,,
566601542,566601540,0,44635135,,footway,False,True,22.761,,"LINESTRING (-118.1255327 34.1361885, -118.12578 34.1361887)",,,,
566601542,7871792676,0,"[193310642, 144704546, 193310646]",,"['steps', 'footway']",False,False,20.579,,"LINESTRING (-118.1255327 34.1361885, -118.1255272 34.1360391, -118.1255269 34.1360158, -118.1255269 34.1360035)",,,,
566601542,571720323,0,"[193310640, 193310637, 193310638]",,"['steps', 'footway']",False,True,21.338,,"LINESTRING (-118.1255327 34.1361885, -118.1255297 34.1362215, -118.1255286 34.1363526, -118.1255286 34.1363803)",,,,
566601542,566601670,0,"[193310650, 44635173]",,"['service', 'footway']",False,"[False, True]",67.288,5 mph,"LINESTRING (-118.1255327 34.1361885, -118.1252387 34.13619, -118.1252242 34.1363281, -118.1249546 34.1363307)",,,,
566601546,10769222479,0,44635136,,footway,False,False,17.662,,"LINESTRING (-118.126404 34.1365734, -118.1262121 34.1365724)",,,,
566601546,10769222467,0,1157991251,,footway,False,False,2.513,,"LINESTRING (-118.126404 34.1365734, -118.1264042 34.1365508)",,,,
566601546,566601573,0,1157991251,,footway,False,True,3.481,,"LINESTRING (-118.126404 34.1365734, -118.1264044 34.1366047)",,,,
566601547,566601563,0,44635172,,cycleway,False,False,20.372,5 mph,"LINESTRING (-118.1249584 34.1365693, -118.1249564 34.1367525)",,,,
566601547,566601670,0,44635172,,cycleway,False,True,26.533,5 mph,"LINESTRING (-118.1249584 34.1365693, -118.1249546 34.1363307)",,,,
566601547,10769222477,0,"[193310648, 193310649, 44635136]",,"['steps', 'footway']",False,True,35.473,,"LINESTRING (-118.1249584 34.1365693, -118.1252004 34.1365663, -118.1252705 34.1365664, -118.1253438 34.1365669)",,,,
566601548,7873878123,0,843856989,,footway,False,True,21.605,,"LINESTRING (-118.1254062 34.1371644, -118.1254064 34.1369701)",,,,
566601548,7873893608,0,"[44635137, 193310641, 193310639]",,"['steps', 'footway']",False,False,25.146,,"LINESTRING (-118.1254062 34.1371644, -118.1252342 34.1371663, -118.1251636 34.1371663, -118.125133 34.1371663)",,,,
566601548,566601517,0,843856989,,footway,False,False,15.804,,"LINESTRING (-118.1254062 34.1371644, -118.1255223 34.1371631, -118.1255461 34.1372047)",,,,
566601549,6868358828,0,44635172,,cycleway,False,False,20.849,5 mph,"LINESTRING (-118.1249518 34.1371659, -118.1249513 34.1373534)",,,,
566601549,2037651424,0,44635172,,cycleway,False,True,15.78,5 mph,"LINESTRING (-118.1249518 34.1371659, -118.1249539 34.137024)",,,,
566601549,7873893608,0,193310641,,footway,False,True,16.677,,"LINESTRING (-118.1249518 34.1371659, -118.125133 34.1371663)",,,,
566601550,2098457157,0,200864962,,footway,False,False,11.694999999999999,,"LINESTRING (-118.1250361 34.1367859, -118.1250454 34.1368077, -118.125052 34.1368212, -118.1250624 34.136834, -118.1250742 34.1368428, -118.1250866 34.1368462, -118.1251002 34.1368455, -118.1251161 34.136835)",,,,
566601550,566601563,0,844085210,,footway,False,False,8.489,,"LINESTRING (-118.1250361 34.1367859, -118.1250153 34.1367689, -118.1249919 34.1367579, -118.1249564 34.1367525)",,,,
566601550,566601561,0,844085210,,footway,False,True,9.347,,"LINESTRING (-118.1250361 34.1367859, -118.1250867 34.1367842, -118.1251376 34.1367852)",,,,
566601554,2037651424,0,44635172,,cycleway,False,False,5.093,5 mph,"LINESTRING (-118.1249548 34.1369782, -118.1249539 34.137024)",,,,
566601554,566601563,0,44635172,,cycleway,False,True,25.097,5 mph,"LINESTRING (-118.1249548 34.1369782, -118.1249564 34.1367525)",,,,
566601554,1375679902,0,144704563,,footway,False,False,29.389,,"LINESTRING (-118.1249548 34.1369782, -118.1246355 34.1369755)",,,,
566601556,566601657,0,44635195,,cycleway,False,False,10.575,5 mph,"LINESTRING (-118.1240874 34.1369599, -118.1240871 34.1368648)",,,,
566601556,1375679902,0,144704563,,footway,False,True,50.475,,"LINESTRING (-118.1240874 34.1369599, -118.1246355 34.1369755)",,,,
566601556,11068265095,0,44635195,,cycleway,False,True,31.95,5 mph,"LINESTRING (-118.1240874 34.1369599, -118.1240963 34.1370388, -118.1241577 34.1372047, -118.1241606 34.1372392)",,,,
566601556,6806836165,0,726013376,,footway,False,False,35.65,,"LINESTRING (-118.1240874 34.1369599, -118.1240515 34.1369611, -118.1240302 34.1369665, -118.1239137 34.1370522, -118.1238873 34.1370617, -118.1237428 34.1370622)",,,,
566601559,566839544,0,44635143,,footway,False,False,22.863,,"LINESTRING (-118.1254076 34.1369513, -118.125656 34.1369531)",,,,
566601559,7873878123,0,843856989,,footway,False,False,2.093,,"LINESTRING (-118.1254076 34.1369513, -118.1254064 34.1369701)",,,,
566601559,566839552,0,843856989,,footway,False,True,17.825,,"LINESTRING (-118.1254076 34.1369513, -118.1254075 34.136791)",,,,
566601561,2098457157,0,44635138,,footway,False,False,5.917,,"LINESTRING (-118.1251376 34.1367852, -118.1251318 34.1368042, -118.125126 34.1368202, -118.1251161 34.136835)",,,,
566601561,566601550,0,844085210,,footway,False,False,9.347,,"LINESTRING (-118.1251376 34.1367852, -118.1250867 34.1367842, -118.1250361 34.1367859)",,,,
566601561,566839549,0,844085210,,footway,False,True,16.222,,"LINESTRING (-118.1251376 34.1367852, -118.1251605 34.1367635, -118.1251825 34.1367541, -118.1252167 34.1367498, -118.1252441 34.136753, -118.125267 34.1367643, -118.1252858 34.1367812)",,,,
566601563,566601554,0,44635172,,cycleway,False,False,25.097,5 mph,"LINESTRING (-118.1249564 34.1367525, -118.1249548 34.1369782)",,,,
566601563,566601547,0,44635172,,cycleway,False,True,20.372,5 mph,"LINESTRING (-118.1249564 34.1367525, -118.1249584 34.1365693)",,,,
566601563,1375679890,0,144704569,,footway,False,False,35.213,,"LINESTRING (-118.1249564 34.1367525, -118.1245738 34.1367533)",,,,
566601563,566601550,0,844085210,,footway,False,True,8.488999999999999,,"LINESTRING (-118.1249564 34.1367525, -118.1249919 34.1367579, -118.1250153 34.1367689, -118.1250361 34.1367859)",,,,
566601564,1375679890,0,144704569,,footway,False,True,40.369,,"LINESTRING (-118.1241352 34.13675, -118.1245738 34.1367533)",,,,
566601564,566601670,0,"[44635195, 843857004]",,"['cycleway', 'service']",False,False,109.714,5 mph,"LINESTRING (-118.1241352 34.13675, -118.1241333 34.1365555, -118.1241401 34.1364814, -118.1242007 34.136427, -118.1244309 34.1363379, -118.1249546 34.1363307)",,,,
566601564,566601657,0,44635195,,cycleway,False,True,13.538,5 mph,"LINESTRING (-118.1241352 34.13675, -118.1241272 34.136779, -118.1240871 34.1368648)",,,,
566601564,571720749,0,144704565,,footway,False,False,47.597,,"LINESTRING (-118.1241352 34.13675, -118.1239897 34.1367369, -118.1236189 34.1367381)",,,,
566601565,566601573,0,44635144,,footway,False,False,13.794,,"LINESTRING (-118.1264119 34.1367286, -118.1264044 34.1366047)",,,,
566601565,571719643,0,44635144,,footway,False,True,7.717,,"LINESTRING (-118.1264119 34.1367286, -118.1264123 34.136798)",,,,
566601565,10769222485,0,45094834,,footway,False,False,30.05,,"LINESTRING (-118.1264119 34.1367286, -118.1267384 34.1367285)",,,,
566601566,571720385,0,192368810,Wilson Avenue,tertiary,True,False,16.294,25 mph,"LINESTRING (-118.1278509 34.1367307, -118.1278372 34.1368768)",1,,,
566601566,7871804582,0,843856987,,footway,False,True,11.176,,"LINESTRING (-118.1278509 34.1367307, -118.1277295 34.1367286)",,,,
566601568,10769222486,0,45094836,,footway,False,False,28.633,,"LINESTRING (-118.1264137 34.137019, -118.1267248 34.1370204)",,,,
566601568,571720381,0,843856990,,footway,False,False,12.191,,"LINESTRING (-118.1264137 34.137019, -118.1264105 34.1369094)",,,,
566601568,6911382269,0,843856990,,footway,False,True,1.101,,"LINESTRING (-118.1264137 34.137019, -118.1264137 34.1370289)",,,,
566601570,7874722014,0,192368810,Wilson Avenue,tertiary,True,False,29.472,25 mph,"LINESTRING (-118.1278566 34.1370253, -118.1279101 34.1371929, -118.127974 34.1372678)",1,,,
566601570,566600599,0,1158015710,,footway,False,True,11.661999999999999,,"LINESTRING (-118.1278566 34.1370253, -118.1278118 34.137026, -118.1277299 34.1370264)",,,,
566601573,10769222468,0,44635144,,footway,False,False,17.69,,"LINESTRING (-118.1264044 34.1366047, -118.1262122 34.1366036)",,,,
566601573,566601565,0,44635144,,footway,False,True,13.794,,"LINESTRING (-118.1264044 34.1366047, -118.1264119 34.1367286)",,,,
566601573,566601546,0,1157991251,,footway,False,False,3.481,,"LINESTRING (-118.1264044 34.1366047, -118.126404 34.1365734)",,,,
566601655,566601666,0,44635187,,footway,False,False,35.866,,"LINESTRING (-118.1240826 34.137758, -118.1237692 34.1375663)",,,,
566601655,566601421,0,44635132,San Pasqual Walk,cycleway,False,False,40.195,,"LINESTRING (-118.1240826 34.137758, -118.1240492 34.1377607, -118.1237337 34.1378677, -118.123672 34.1378743)",,,,
566601655,566601535,0,44635132,San Pasqual Walk,cycleway,False,True,23.171000000000003,,"LINESTRING (-118.1240826 34.137758, -118.1241237 34.1377688, -118.1242917 34.1378712)",,,,
566601655,6806836167,0,44635195,,cycleway,False,False,30.174,5 mph,"LINESTRING (-118.1240826 34.137758, -118.1241281 34.1376858, -118.12414 34.1376434, -118.1241403 34.137497)",,,,
566601657,6704751691,0,44635174,Olive Walk,footway,False,True,31.974,,"LINESTRING (-118.1240871 34.1368648, -118.1237397 34.1368672)",,,,
566601657,566601556,0,44635195,,cycleway,False,True,10.575,5 mph,"LINESTRING (-118.1240871 34.1368648, -118.1240874 34.1369599)",,,,
566601657,566601564,0,44635195,,cycleway,False,False,13.538,5 mph,"LINESTRING (-118.1240871 34.1368648, -118.1241272 34.136779, -118.1241352 34.13675)",,,,
566601662,844352204,0,44635174,Olive Walk,footway,False,False,22.062,,"LINESTRING (-118.1233837 34.1368666, -118.1236234 34.1368652)",,,,
566601662,566601401,0,44635174,Olive Walk,footway,False,True,90.596,,"LINESTRING (-118.1233837 34.1368666, -118.1223994 34.1368581)",,,,
566601662,566601724,0,44635169,,footway,False,True,38.734,,"LINESTRING (-118.1233837 34.1368666, -118.1233894 34.136944, -118.1234101 34.137009, -118.1234674 34.1370687, -118.1235394 34.1371041, -118.1236089 34.1371116)",,,,
566601665,566601421,0,44635132,San Pasqual Walk,cycleway,False,True,12.388,,"LINESTRING (-118.1235402 34.1378517, -118.123672 34.1378743)",,,,
566601665,5192774773,0,44635170,,footway,False,False,11.769,,"LINESTRING (-118.1235402 34.1378517, -118.1236206 34.1377694)",,,,
566601665,566601392,0,44635132,San Pasqual Walk,cycleway,False,False,41.141999999999996,,"LINESTRING (-118.1235402 34.1378517, -118.123328 34.13782, -118.1231951 34.1378294, -118.1230977 34.1378385)",,,,
566601666,6704751692,0,44635187,,footway,False,False,7.962,,"LINESTRING (-118.1237692 34.1375663, -118.1237337 34.137501)",,,,
566601666,566601655,0,44635187,,footway,False,True,35.866,,"LINESTRING (-118.1237692 34.1375663, -118.1240826 34.137758)",,,,
566601666,5192774773,0,44635170,,footway,False,True,27.278999999999996,,"LINESTRING (-118.1237692 34.1375663, -118.1237444 34.137658, -118.1236206 34.1377694)",,,,
566601670,566601547,0,44635172,,cycleway,False,False,26.533,5 mph,"LINESTRING (-118.1249546 34.1363307, -118.1249584 34.1365693)",,,,
566601670,7871792675,0,843857004,,service,False,False,36.136,5 mph,"LINESTRING (-118.1249546 34.1363307, -118.1249462 34.1360058)",,,,
566601670,566601542,0,"[193310650, 44635173]",,"['service', 'footway']",False,"[False, True]",67.288,5 mph,"LINESTRING (-118.1249546 34.1363307, -118.1252242 34.1363281, -118.1252387 34.13619, -118.1255327 34.1361885)",,,,
566601670,566601564,0,"[44635195, 843857004]",,"['cycleway', 'service']",False,True,109.714,5 mph,"LINESTRING (-118.1249546 34.1363307, -118.1244309 34.1363379, -118.1242007 34.136427, -118.1241401 34.1364814, -118.1241333 34.1365555, -118.1241352 34.13675)",,,,
566601716,6704751692,0,44635187,,footway,False,True,11.349,,"LINESTRING (-118.1236112 34.1374893, -118.1237337 34.137501)",,,,
566601716,5192774773,0,535885627,,footway,False,False,31.158,,"LINESTRING (-118.1236112 34.1374893, -118.1236206 34.1377694)",,,,
566601716,566601724,0,1192252537,,footway,False,False,41.999,,"LINESTRING (-118.1236112 34.1374893, -118.1236089 34.1371116)",,,,
566601724,566601716,0,1192252537,,footway,False,True,41.999,,"LINESTRING (-118.1236089 34.1371116, -118.1236112 34.1374893)",,,,
566601724,566601662,0,44635169,,footway,False,False,38.734,,"LINESTRING (-118.1236089 34.1371116, -118.1235394 34.1371041, -118.1234674 34.1370687, -118.1234101 34.137009, -118.1233894 34.136944, -118.1233837 34.1368666)",,,,
566601724,6806836165,0,726013378,,footway,False,False,13.501999999999999,,"LINESTRING (-118.1236089 34.1371116, -118.1236621 34.1370944, -118.1237428 34.1370622)",,,,
566601736,6841731195,0,843856993,,cycleway,False,False,11.037,5 mph,"LINESTRING (-118.1265226 34.1378151, -118.1266421 34.1378068)",,,,
566601736,601850662,0,1158011052,,cycleway,False,True,22.586,5 mph,"LINESTRING (-118.1265226 34.1378151, -118.1265194 34.137612)",,,,
566601736,601850668,0,44635132,San Pasqual Walk,cycleway,False,False,37.551,,"LINESTRING (-118.1265226 34.1378151, -118.1264462 34.1378168, -118.1261621 34.1378151, -118.1261153 34.1378085)",,,,
566601742,566601433,0,44635132,San Pasqual Walk,cycleway,False,True,16.746,,"LINESTRING (-118.1252346 34.1378129, -118.1254075 34.137766)",,,,
566601742,6868358825,0,733416497,,footway,False,False,19.823,,"LINESTRING (-118.1252346 34.1378129, -118.1254067 34.1379201)",,,,
566601742,566601436,0,44635132,San Pasqual Walk,cycleway,False,False,26.997,,"LINESTRING (-118.1252346 34.1378129, -118.1251753 34.1378128, -118.1249932 34.1377954, -118.1249426 34.1377925)",,,,
566601748,566600594,0,24723426,East California Boulevard,tertiary,False,True,19.07,30 mph,"LINESTRING (-118.1264888 34.1359106, -118.126696 34.1359113)",2,,,
566601748,7871792677,0,44635193,,service,True,False,11.197,5 mph,"LINESTRING (-118.1264888 34.1359106, -118.1264884 34.1360113)",,,,
566601748,10769222481,0,24723426,East California Boulevard,tertiary,False,False,65.053,30 mph,"LINESTRING (-118.1264888 34.1359106, -118.125944 34.1359071, -118.125782 34.1359061)",2,,,
566601749,566600594,0,24723426,East California Boulevard,tertiary,False,False,11.81,30 mph,"LINESTRING (-118.1268243 34.1359133, -118.126696 34.1359113)",2,,,
566601754,7871792675,0,843857004,,service,False,True,11.309,5 mph,"LINESTRING (-118.1249462 34.1359041, -118.1249462 34.1360058)",,,,
566601754,7871804521,0,24723426,East California Boulevard,tertiary,False,True,68.73400000000001,30 mph,"LINESTRING (-118.1249462 34.1359041, -118.125545 34.1359046, -118.125693 34.1359058)",2,,,
566601764,566601443,0,44635198,,service,False,False,23.236,5 mph,"LINESTRING (-118.1262548 34.1387249, -118.126306 34.1387511, -118.1264439 34.1387831, -118.1264919 34.1387915)",,,,
566601764,10769439623,0,44635198,,service,False,True,24.923000000000002,5 mph,"LINESTRING (-118.1262548 34.1387249, -118.1262326 34.138685, -118.1262307 34.1385048)",,,,
566601764,566601471,0,59901323,,footway,False,True,47.651,,"LINESTRING (-118.1262548 34.1387249, -118.1261176 34.138848, -118.1260198 34.1389047, -118.1259269 34.1389358, -118.1258376 34.1389645)",,,,
566601765,7871804596,0,44635198,,service,False,True,9.691,5 mph,"LINESTRING (-118.1280009 34.1387845, -118.1278956 34.1387844)",,,,
