u,v,key,osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,service,access,bridge
566601765,4840741431,0,192368811,South Wilson Avenue,tertiary,False,False,52.184,,"LINESTRING (-118.1280009 34.1387845, -118.1279991 34.1383152)",,,,
566601765,8301944976,0,192368811,South Wilson Avenue,tertiary,False,True,59.691,,"LINESTRING (-118.1280009 34.1387845, -118.1280048 34.1393213)",,,,
566601789,10769441917,0,782560748,,service,False,False,8.191,5 mph,"LINESTRING (-118.1259427 34.1403828, -118.1258537 34.1403824)",,parking_aisle,,
566601789,7375428710,0,1192252540,South Michigan Avenue,unclassified,False,True,3.358,15 mph,"LINESTRING (-118.1259427 34.1403828, -118.1259423 34.140413)",,,,
566601789,844352215,0,1192252540,South Michigan Avenue,unclassified,False,False,31.514,15 mph,"LINESTRING (-118.1259427 34.1403828, -118.1259422 34.1401267, -118.1259431 34.1400994)",,,,
566601796,566601538,0,44635206,,cycleway,False,False,22.32,5 mph,"LINESTRING (-118.1250092 34.139384, -118.1250088 34.1392613, -118.1250063 34.1391833)",,,,
566601796,844352138,0,44635206,,cycleway,False,True,15.271,5 mph,"LINESTRING (-118.1250092 34.139384, -118.1250075 34.1394598, -118.1249989 34.139495, -118.1249839 34.1395174)",,,,
566601796,10769318155,0,843856968,,cycleway,False,True,39.156000000000006,5 mph,"LINESTRING (-118.1250092 34.139384, -118.1250889 34.1394442, -118.1252391 34.1395714, -118.1252587 34.1395972, -118.1252685 34.1396223, -118.1252717 34.1396503)",,,,
566601798,10769318125,0,735071599,,footway,False,False,6.881,,"LINESTRING (-118.1238341 34.1395416, -118.1237722 34.1395763)",,,,
566601798,566600815,0,44635207,,service,False,False,36.363,5 mph,"LINESTRING (-118.1238341 34.1395416, -118.1238596 34.1395533, -118.1242255 34.1395584)",,,,
566601798,566601799,0,44635207,,service,False,True,81.602,5 mph,"LINESTRING (-118.1238341 34.1395416, -118.1238248 34.1395204, -118.1238234 34.1393273, -118.1237922 34.1391484, -118.1237847 34.1390046, -118.12376 34.1389756, -118.1237372 34.1389686, -118.1235716 34.1389533)",,,,
566601799,566601800,0,44635207,,service,False,True,67.079,5 mph,"LINESTRING (-118.1235716 34.1389533, -118.1228428 34.1389604)",,,,
566601799,566601358,0,843856969,,service,False,False,8.519,5 mph,"LINESTRING (-118.1235716 34.1389533, -118.1235732 34.1388767)",,,,
566601799,566601798,0,44635207,,service,False,False,81.60199999999999,5 mph,"LINESTRING (-118.1235716 34.1389533, -118.1237372 34.1389686, -118.12376 34.1389756, -118.1237847 34.1390046, -118.1237922 34.1391484, -118.1238234 34.1393273, -118.1238248 34.1395204, -118.1238341 34.1395416)",,,,
566601800,566601799,0,44635207,,service,False,False,67.079,5 mph,"LINESTRING (-118.1228428 34.1389604, -118.1235716 34.1389533)",,,,
566601800,566601384,0,44635213,,service,False,True,57.593999999999994,5 mph,"LINESTRING (-118.1228428 34.1389604, -118.1222902 34.1389591, -118.1222522 34.1389482, -118.1222295 34.1389284)",,,,
566601800,844352090,0,70803737,South Holliston Avenue,residential,False,False,120.41799999999999,15 mph,"LINESTRING (-118.1228428 34.1389604, -118.1228408 34.137913, -118.122837 34.1378776)",,,,
566601800,844352236,0,70803737,South Holliston Avenue,residential,False,True,56.678,15 mph,"LINESTRING (-118.1228428 34.1389604, -118.1228434 34.1390645, -118.1228473 34.1394701)",,,,
566601855,9956308568,0,13340670,San Pasqual Street,residential,False,True,40.717,15 mph,"LINESTRING (-118.1216545 34.1378165, -118.1220969 34.1378178)",,,,
566601855,9956308573,0,44635213,,service,False,False,86.956,5 mph,"LINESTRING (-118.1216545 34.1378165, -118.1216534 34.1382, -118.1221348 34.1382074)",,,,
566839521,566839522,0,44661228,,footway,False,False,24.463,,"LINESTRING (-118.1259063 34.1371746, -118.1259054 34.1369546)",,,,
566839521,10769457288,0,843856990,,footway,False,False,41.701,,"LINESTRING (-118.1259063 34.1371746, -118.1263594 34.1371741)",,,,
566839521,566601521,0,843856990,,footway,False,True,16.883000000000003,,"LINESTRING (-118.1259063 34.1371746, -118.1257798 34.1371747, -118.1257362 34.137205)",,,,
566839522,566839544,0,44635143,,footway,False,True,22.954,,"LINESTRING (-118.1259054 34.1369546, -118.125656 34.1369531)",,,,
566839522,566839521,0,44661228,,footway,False,True,24.463,,"LINESTRING (-118.1259054 34.1369546, -118.1259063 34.1371746)",,,,
566839522,6911382267,0,"[738130203, 737737077, 44635143]",,footway,False,False,35.425000000000004,,"LINESTRING (-118.1259054 34.1369546, -118.12601 34.136955, -118.1262657 34.1369553, -118.1262903 34.1369554)",,,,
566839523,566839524,0,44661229,,footway,False,False,21.184,,"LINESTRING (-118.1259049 34.1367947, -118.1259022 34.1366042)",,,,
566839523,571720683,0,144704550,,footway,False,True,22.816,,"LINESTRING (-118.1259049 34.1367947, -118.125657 34.1367936)",,,,
566839523,10769222470,0,"[737737076, 144704550]",,footway,False,False,28.403,,"LINESTRING (-118.1259049 34.1367947, -118.1260056 34.1367933, -118.1262135 34.1367935)",,,,
566839524,566839545,0,44635144,,footway,False,False,23.018,,"LINESTRING (-118.1259022 34.1366042, -118.1256521 34.1366046)",,,,
566839524,10769222468,0,44635144,,footway,False,True,28.531,,"LINESTRING (-118.1259022 34.1366042, -118.1262122 34.1366036)",,,,
566839524,10769222475,0,44661229,,footway,False,False,3.727,,"LINESTRING (-118.1259022 34.1366042, -118.125901 34.1365707)",,,,
566839524,566839523,0,44661229,,footway,False,True,21.184,,"LINESTRING (-118.1259022 34.1366042, -118.1259049 34.1367947)",,,,
566839525,566839526,0,44661230,,footway,False,False,36.613,,"LINESTRING (-118.1259292 34.1396137, -118.1255314 34.1396105)",,,,
566839525,566839546,0,844398309,,cycleway,False,False,15.717,,"LINESTRING (-118.1259292 34.1396137, -118.1259336 34.1394724)",,,,
566839525,7871804670,0,844398309,,cycleway,False,True,3.326,,"LINESTRING (-118.1259292 34.1396137, -118.1259565 34.1396333)",,,,
566839526,566839531,0,44635119,,footway,False,False,21.45,,"LINESTRING (-118.1255314 34.1396105, -118.1255335 34.1394176)",,,,
566839526,566839525,0,44661230,,footway,False,True,36.613,,"LINESTRING (-118.1255314 34.1396105, -118.1259292 34.1396137)",,,,
566839526,10003728668,0,44635119,,footway,False,True,11.167000000000002,,"LINESTRING (-118.1255314 34.1396105, -118.1255302 34.1396377, -118.1255295 34.1397109)",,,,
566839527,566839530,0,"[144704540, 1157999942]",,"['steps', 'footway']",False,False,11.376000000000001,,"LINESTRING (-118.1251451 34.13919, -118.1251955 34.1391895, -118.1252687 34.1391887)",,,,
566839527,566601538,0,"[144704540, 1157999941]",,"['steps', 'footway']",False,True,12.818,,"LINESTRING (-118.1251451 34.13919, -118.1250997 34.139191, -118.1250063 34.1391833)",,,,
566839527,566601470,0,843856991,,footway,False,True,26.749000000000002,,"LINESTRING (-118.1251451 34.13919, -118.1251457 34.139151, -118.1251524 34.1391153, -118.1251744 34.1390589, -118.1252013 34.1390158, -118.1252433 34.1389698)",,,,
566839528,566601384,0,44635098,,cycleway,False,False,20.233999999999998,,"LINESTRING (-118.1221648 34.1390958, -118.1221571 34.1390483, -118.1222295 34.1389284)",,,,
566839528,566601382,0,44635098,,cycleway,False,True,129.385,,"LINESTRING (-118.1221648 34.1390958, -118.1221691 34.1391981, -118.1221171 34.1395026, -118.1221163 34.1396197, -118.1221491 34.139811, -118.1221378 34.1399588, -118.1221461 34.140254)",,,,
566839530,566839531,0,70803742,,footway,False,False,39.078,,"LINESTRING (-118.1252687 34.1391887, -118.1252758 34.1392451, -118.1252997 34.1392982, -118.1253389 34.1393446, -118.1253909 34.1393815, -118.1254523 34.1394065, -118.1255335 34.1394176)",,,,
566839530,566839537,0,70803742,,footway,False,True,38.017,,"LINESTRING (-118.1252687 34.1391887, -118.125286 34.1391207, -118.1253283 34.1390617, -118.1253853 34.139015, -118.1254595 34.1389831, -118.1255409 34.1389724)",,,,
566839530,566839527,0,"[144704540, 1157999942]",,"['steps', 'footway']",False,True,11.376000000000001,,"LINESTRING (-118.1252687 34.1391887, -118.1251955 34.1391895, -118.1251451 34.13919)",,,,
566839531,566839526,0,44635119,,footway,False,True,21.45,,"LINESTRING (-118.1255335 34.1394176, -118.1255314 34.1396105)",,,,
566839531,566839534,0,70803742,,footway,False,False,38.229,,"LINESTRING (-118.1255335 34.1394176, -118.1255807 34.1394162, -118.12564 34.1394031, -118.1256942 34.1393793, -118.1257406 34.1393461, -118.1257768 34.139305, -118.125801 34.1392561, -118.1258119 34.1392083)",,,,
566839531,566839530,0,70803742,,footway,False,True,39.078,,"LINESTRING (-118.1255335 34.1394176, -118.1254523 34.1394065, -118.1253909 34.1393815, -118.1253389 34.1393446, -118.1252997 34.1392982, -118.1252758 34.1392451, -118.1252687 34.1391887)",,,,
566839534,844352202,0,44635112,,footway,False,False,10.625,,"LINESTRING (-118.1258119 34.1392083, -118.1259273 34.1392055)",,,,
566839534,566839537,0,70803742,,footway,False,False,40.233000000000004,,"LINESTRING (-118.1258119 34.1392083, -118.1258075 34.1391574, -118.1257885 34.1391116, -118.1257575 34.1390667, -118.1257152 34.1390257, -118.1256896 34.1390111, -118.125664 34.1389966, -118.1256063 34.1389794, -118.1255409 34.1389724)",,,,
566839534,566839531,0,70803742,,footway,False,True,38.229,,"LINESTRING (-118.1258119 34.1392083, -118.125801 34.1392561, -118.1257768 34.139305, -118.1257406 34.1393461, -118.1256942 34.1393793, -118.12564 34.1394031, -118.1255807 34.1394162, -118.1255335 34.1394176)",,,,
566839537,566601465,0,"[1158011065, 44635115]",,"['steps', 'footway']",False,True,12.744,,"LINESTRING (-118.1255409 34.1389724, -118.125542 34.1389005, -118.1255415 34.1388578)",,,,
566839537,566839530,0,70803742,,footway,False,False,38.016999999999996,,"LINESTRING (-118.1255409 34.1389724, -118.1254595 34.1389831, -118.1253853 34.139015, -118.1253283 34.1390617, -118.125286 34.1391207, -118.1252687 34.1391887)",,,,
566839537,566839534,0,70803742,,footway,False,True,40.233000000000004,,"LINESTRING (-118.1255409 34.1389724, -118.1256063 34.1389794, -118.125664 34.1389966, -118.1256896 34.1390111, -118.1257152 34.1390257, -118.1257575 34.1390667, -118.1257885 34.1391116, -118.1258075 34.1391574, -118.1258119 34.1392083)",,,,
566839544,566839522,0,44635143,,footway,False,False,22.954,,"LINESTRING (-118.125656 34.1369531, -118.1259054 34.1369546)",,,,
566839544,566601559,0,44635143,,footway,False,True,22.863,,"LINESTRING (-118.125656 34.1369531, -118.1254076 34.1369513)",,,,
566839544,571720683,0,45094938,,footway,False,True,17.736,,"LINESTRING (-118.125656 34.1369531, -118.125657 34.1367936)",,,,yes
566839545,10769222465,0,44635144,,footway,False,False,22.972,,"LINESTRING (-118.1256521 34.1366046, -118.1254025 34.1366038)",,,,
566839545,566839524,0,44635144,,footway,False,True,23.018,,"LINESTRING (-118.1256521 34.1366046, -118.1259022 34.1366042)",,,,
566839545,571720683,0,44661234,,footway,False,False,21.021,,"LINESTRING (-118.1256521 34.1366046, -118.125657 34.1367936)",,,,
566839545,10769222474,0,44661234,,footway,False,True,3.947,,"LINESTRING (-118.1256521 34.1366046, -118.1256522 34.1365691)",,,,
566839546,566839525,0,844398309,,cycleway,False,True,15.717,,"LINESTRING (-118.1259336 34.1394724, -118.1259292 34.1396137)",,,,
566839546,7871804687,0,44635121,,footway,False,False,17.345,,"LINESTRING (-118.1259336 34.1394724, -118.1260379 34.1394902, -118.126112 34.1395192)",,,,
566839546,5270938200,0,844398309,,cycleway,False,False,24.515,,"LINESTRING (-118.1259336 34.1394724, -118.1259273 34.1392627, -118.125927 34.139252)",,,,
566839549,2037651363,0,44635141,,steps,False,False,11.154,,"LINESTRING (-118.1252858 34.1367812, -118.1253714 34.1367806, -118.1254059 34.1367734)",,,,
566839549,566601561,0,844085210,,footway,False,False,16.222,,"LINESTRING (-118.1252858 34.1367812, -118.125267 34.1367643, -118.1252441 34.136753, -118.1252167 34.1367498, -118.1251825 34.1367541, -118.1251605 34.1367635, -118.1251376 34.1367852)",,,,
566839549,7873878123,0,844085210,,footway,False,True,27.418999999999997,,"LINESTRING (-118.1252858 34.1367812, -118.1253068 34.1368355, -118.1253116 34.1368635, -118.1253138 34.1369248, -118.1253205 34.1369437, -118.125342 34.1369619, -118.1253643 34.1369695, -118.1254064 34.1369701)",,,,
566839551,566601456,0,44635191,,cycleway,False,False,41.8,5 mph,"LINESTRING (-118.1269769 34.1373604, -118.1265228 34.137367)",,,permissive,
566839552,2037651363,0,44635144,,footway,False,True,1.963,,"LINESTRING (-118.1254075 34.136791, -118.1254059 34.1367734)",,,,
566839552,571720683,0,144704550,,footway,False,False,22.965,,"LINESTRING (-118.1254075 34.136791, -118.125657 34.1367936)",,,,
566839552,566601559,0,843856989,,footway,False,False,17.825,,"LINESTRING (-118.1254075 34.136791, -118.1254076 34.1369513)",,,,
571719643,566601565,0,44635144,,footway,False,False,7.717,,"LINESTRING (-118.1264123 34.136798, -118.1264119 34.1367286)",,,,
571719643,571720381,0,44635144,,footway,False,True,12.388,,"LINESTRING (-118.1264123 34.136798, -118.1264105 34.1369094)",,,,
571719643,6911382271,0,"[738130201, 738130202, 737737075]",,"['steps', 'footway']",False,True,6.896,,"LINESTRING (-118.1264123 34.136798, -118.1263808 34.1367982, -118.1263512 34.1367984, -118.1263374 34.1367976)",,,,
571720323,571720324,0,45094902,,footway,False,True,22.963,,"LINESTRING (-118.1255286 34.1363803, -118.1257781 34.1363803)",,,,
571720323,566601542,0,"[193310640, 193310637, 193310638]",,"['steps', 'footway']",False,False,21.338,,"LINESTRING (-118.1255286 34.1363803, -118.1255286 34.1363526, -118.1255297 34.1362215, -118.1255327 34.1361885)",,,,
571720323,566601541,0,"[193310651, 44635134]",,"['steps', 'footway']",False,True,21.113,,"LINESTRING (-118.1255286 34.1363803, -118.1255139 34.1364169, -118.1255139 34.1365202, -118.1255144 34.1365682)",,,,
571720324,571720323,0,45094902,,footway,False,False,22.963,,"LINESTRING (-118.1257781 34.1363803, -118.1255286 34.1363803)",,,,
571720324,566601539,0,"[193310643, 44635133]",,"['steps', 'footway']",False,True,21.1,,"LINESTRING (-118.1257781 34.1363803, -118.1257767 34.1365202, -118.125774 34.13657)",,,,
571720324,566601540,0,"[193310636, 193310644, 193310647]",,"['steps', 'footway']",False,False,21.308,,"LINESTRING (-118.1257781 34.1363803, -118.1257781 34.1363459, -118.1257808 34.1362254, -118.12578 34.1361887)",,,,
571720381,571719643,0,44635144,,footway,False,False,12.388,,"LINESTRING (-118.1264105 34.1369094, -118.1264123 34.136798)",,,,
571720381,7871804579,0,45094906,Bechtel Mall,cycleway,False,False,29.482,,"LINESTRING (-118.1264105 34.1369094, -118.1267308 34.1369132)",,,,
571720381,566601568,0,843856990,,footway,False,True,12.191,,"LINESTRING (-118.1264105 34.1369094, -118.1264137 34.137019)",,,,
571720382,566600599,0,44634941,,footway,False,False,16.413,,"LINESTRING (-118.1277288 34.1368788, -118.1277299 34.1370264)",,,,
571720382,7871804582,0,44634941,,footway,False,True,16.702,,"LINESTRING (-118.1277288 34.1368788, -118.1277295 34.1367286)",,,,
571720382,571720385,0,45094906,Bechtel Mall,cycleway,False,False,9.979,,"LINESTRING (-118.1277288 34.1368788, -118.1278372 34.1368768)",,,,
571720382,10769457294,0,45094906,Bechtel Mall,cycleway,False,True,9.516,,"LINESTRING (-118.1277288 34.1368788, -118.1276575 34.1368793, -118.1276254 34.1368795)",,,,
571720385,571720382,0,45094906,Bechtel Mall,cycleway,False,True,9.979,,"LINESTRING (-118.1278372 34.1368768, -118.1277288 34.1368788)",,,,
571720385,2030772626,0,192527946,,footway,False,False,15.724,,"LINESTRING (-118.1278372 34.1368768, -118.128008 34.1368734)",,,,
571720385,566601570,0,192368810,Wilson Avenue,tertiary,True,False,16.643,25 mph,"LINESTRING (-118.1278372 34.1368768, -118.1278417 34.1369553, -118.1278566 34.1370253)",1,,,
571720683,566839545,0,44661234,,footway,False,True,21.021,,"LINESTRING (-118.125657 34.1367936, -118.1256521 34.1366046)",,,,
571720683,566839544,0,45094938,,footway,False,False,17.736,,"LINESTRING (-118.125657 34.1367936, -118.125656 34.1369531)",,,,yes
571720683,566839523,0,144704550,,footway,False,False,22.816,,"LINESTRING (-118.125657 34.1367936, -118.1259049 34.1367947)",,,,
571720683,566839552,0,144704550,,footway,False,True,22.965,,"LINESTRING (-118.125657 34.1367936, -118.1254075 34.136791)",,,,
571720748,566601401,0,844416511,,footway,False,True,12.185,,"LINESTRING (-118.122387 34.136749, -118.1223994 34.1368581)",,,,
571720748,571720749,0,"[738689221, 738689222, 738689223, 738689224, 738689225, 144704565]",,footway,False,True,113.39399999999999,,"LINESTRING (-118.122387 34.136749, -118.1225369 34.1367471, -118.1226868 34.1367452, -118.1232059 34.1367387, -118.123358 34.1367413, -118.1234901 34.13674, -118.1236189 34.1367381)",,,,
571720748,566601404,0,844416511,,footway,False,False,44.681,,"LINESTRING (-118.122387 34.136749, -118.1223872 34.1364706, -118.1222381 34.136469)",,,,
571720749,844352204,0,44661235,Orange Walk,cycleway,False,True,14.139,,"LINESTRING (-118.1236189 34.1367381, -118.1236234 34.1368652)",,,,
571720749,2098457155,0,44661235,Orange Walk,cycleway,False,False,13.609,,"LINESTRING (-118.1236189 34.1367381, -118.1236258 34.1366584, -118.1236306 34.1366161)",,,,
571720749,571720748,0,"[738689221, 738689222, 738689223, 738689224, 738689225, 144704565]",,footway,False,False,113.394,,"LINESTRING (-118.1236189 34.1367381, -118.1234901 34.13674, -118.123358 34.1367413, -118.1232059 34.1367387, -118.1226868 34.1367452, -118.1225369 34.1367471, -118.122387 34.136749)",,,,
571720749,566601564,0,144704565,,footway,False,True,47.597,,"LINESTRING (-118.1236189 34.1367381, -118.1239897 34.1367369, -118.1241352 34.13675)",,,,
601849768,7873893598,0,47245574,,service,False,False,8.247,5 mph,"LINESTRING (-118.1218189 34.136474, -118.1219085 34.1364735)",,,,
601850662,601850677,0,47245673,,footway,False,True,37.698,,"LINESTRING (-118.1265194 34.137612, -118.1261098 34.1376118)",,,,
601850662,566601736,0,1158011052,,cycleway,False,False,22.586,5 mph,"LINESTRING (-118.1265194 34.137612, -118.1265226 34.1378151)",,,,
601850662,566601456,0,1158011052,,cycleway,False,True,27.246000000000002,5 mph,"LINESTRING (-118.1265194 34.137612, -118.1265217 34.1375236, -118.1265222 34.1374493, -118.1265228 34.137367)",,,,
601850668,601850677,0,843857001,,cycleway,False,False,21.878,,"LINESTRING (-118.1261153 34.1378085, -118.1261098 34.1376118)",,,,
601850668,566601519,0,44635132,San Pasqual Walk,cycleway,False,False,36.774,,"LINESTRING (-118.1261153 34.1378085, -118.1257993 34.1376956, -118.125763 34.1376907, -118.1257444 34.137691)",,,,
601850668,566601736,0,44635132,San Pasqual Walk,cycleway,False,True,37.551,,"LINESTRING (-118.1261153 34.1378085, -118.1261621 34.1378151, -118.1264462 34.1378168, -118.1265226 34.1378151)",,,,
601850668,5270938215,0,47245672,,footway,False,True,19.892,,"LINESTRING (-118.1261153 34.1378085, -118.1261048 34.1379489, -118.1260915 34.1379855)",,,,
601850668,6868358827,0,733416498,,footway,False,False,40.774,,"LINESTRING (-118.1261153 34.1378085, -118.1259819 34.1378224, -118.1256979 34.1379223)",,,,
601850673,601850677,0,843857001,,cycleway,False,True,32.447,,"LINESTRING (-118.1261086 34.13732, -118.1261098 34.1376118)",,,,
601850677,601850662,0,47245673,,footway,False,False,37.698,,"LINESTRING (-118.1261098 34.1376118, -118.1265194 34.137612)",,,,
601850677,601850673,0,843857001,,cycleway,False,False,32.447,,"LINESTRING (-118.1261098 34.1376118, -118.1261086 34.13732)",,,,
601850677,601850668,0,843857001,,cycleway,False,True,21.878,,"LINESTRING (-118.1261098 34.1376118, -118.1261153 34.1378085)",,,,
844352078,566601529,0,44635129,,footway,False,False,43.494,,"LINESTRING (-118.1251265 34.1400416, -118.1251293 34.139939, -118.1251338 34.1397903, -118.1251515 34.1396513)",,,,
844352078,9119417417,0,44635129,,footway,False,True,90.715,,"LINESTRING (-118.1251265 34.1400416, -118.1251346 34.1401607, -118.1251418 34.1401789, -118.1251785 34.1402349, -118.1251834 34.1402489, -118.1251833 34.140848)",,,,
844352078,566601364,0,44635130,Moore Walk,cycleway,False,False,40.69499999999999,,"LINESTRING (-118.1251265 34.1400416, -118.1250589 34.1400575, -118.124687 34.1400584)",,,,
844352078,844352125,0,44635130,Moore Walk,cycleway,False,True,14.404,,"LINESTRING (-118.1251265 34.1400416, -118.1251429 34.1400376, -118.1252371 34.1400372, -118.1252823 34.1400375)",,,,
844352085,7876638940,0,70872455,Broad Walk,cycleway,False,False,42.107,,"LINESTRING (-118.1271428 34.1400733, -118.1266853 34.1400698)",,,,
844352085,7871804598,0,70872455,Broad Walk,cycleway,False,True,70.286,,"LINESTRING (-118.1271428 34.1400733, -118.1276851 34.1400719, -118.1279065 34.1400714)",,,,
844352085,7876702818,0,844170603,,cycleway,False,False,14.548000000000002,,"LINESTRING (-118.1271428 34.1400733, -118.1271314 34.1399806, -118.1270901 34.1399648)",,,,
844352086,566600815,0,44635206,,cycleway,False,True,60.42,5 mph,"LINESTRING (-118.124882 34.1395575, -118.1242255 34.1395584)",,,,
844352086,844352138,0,44635206,,cycleway,False,False,10.764,5 mph,"LINESTRING (-118.124882 34.1395575, -118.1249194 34.1395539, -118.1249555 34.1395403, -118.1249839 34.1395174)",,,,
844352086,3704238369,0,70803738,,cycleway,False,False,11.613,,"LINESTRING (-118.124882 34.1395575, -118.1248808 34.1395243, -118.1248786 34.1394531)",,,,
844352090,566601392,0,44635100,,cycleway,False,False,24.384999999999998,5 mph,"LINESTRING (-118.122837 34.1378776, -118.1229282 34.1378631, -118.1230977 34.1378385)",,,,
844352090,566601395,0,"[70803737, 13340670]","['San Pasqual Street', 'South Holliston Avenue']",residential,False,False,39.748000000000005,15 mph,"LINESTRING (-118.122837 34.1378776, -118.1228279 34.1378538, -118.1228101 34.1378371, -118.1227731 34.1378245, -118.1227382 34.1378196, -118.1224388 34.1378215)",,,,
844352090,566601800,0,70803737,South Holliston Avenue,residential,False,True,120.41799999999999,15 mph,"LINESTRING (-118.122837 34.1378776, -118.1228408 34.137913, -118.1228428 34.1389604)",,,,
844352112,7876646889,0,844398313,,footway,False,False,5.409,,"LINESTRING (-118.1260257 34.1400279, -118.1260231 34.1399793)",,,,
844352112,7876638941,0,844398313,,footway,False,True,5.929,,"LINESTRING (-118.1260257 34.1400279, -118.1260274 34.1400812)",,,,
844352112,122978428,0,1192252539,Broad Walk,service,False,False,6.757,15 mph,"LINESTRING (-118.1260257 34.1400279, -118.1259544 34.1400424)",,,,
844352112,7876638940,0,"[1192252539, 70872455]",Broad Walk,"['cycleway', 'service']",False,True,61.637,15 mph,"LINESTRING (-118.1260257 34.1400279, -118.126053 34.1400237, -118.1261637 34.1400228, -118.1261886 34.1400267, -118.1263237 34.1400666, -118.1263437 34.1400715, -118.1266853 34.1400698)",,,,
844352125,2262779959,0,70803741,,service,False,False,17.082,,"LINESTRING (-118.1252823 34.1400375, -118.125279 34.1398839)",,,,
844352125,10769318148,0,843856996,,service,False,True,15.471,5 mph,"LINESTRING (-118.1252823 34.1400375, -118.1254504 34.140038)",,,,
844352125,844352078,0,44635130,Moore Walk,cycleway,False,False,14.404,,"LINESTRING (-118.1252823 34.1400375, -118.1252371 34.1400372, -118.1251429 34.1400376, -118.1251265 34.1400416)",,,,
844352138,566601529,0,1157999940,,footway,False,True,21.438,,"LINESTRING (-118.1249839 34.1395174, -118.1251515 34.1396513)",,,,
844352138,566601796,0,44635206,,cycleway,False,False,15.270999999999999,5 mph,"LINESTRING (-118.1249839 34.1395174, -118.1249989 34.139495, -118.1250075 34.1394598, -118.1250092 34.139384)",,,,
844352138,844352086,0,44635206,,cycleway,False,True,10.764,5 mph,"LINESTRING (-118.1249839 34.1395174, -118.1249555 34.1395403, -118.1249194 34.1395539, -118.124882 34.1395575)",,,,
844352138,3704238369,0,733412031,,footway,False,False,12.369,,"LINESTRING (-118.1249839 34.1395174, -118.1249162 34.139464, -118.1249019 34.1394559, -118.1248786 34.1394531)",,,,
844352140,844352197,0,44635105,,cycleway,False,False,7.075,,"LINESTRING (-118.1244247 34.1383765, -118.1243482 34.1383828)",,,,
844352140,566601424,0,44635105,,cycleway,False,True,9.558,,"LINESTRING (-118.1244247 34.1383765, -118.1245284 34.1383719)",,,,
844352140,6868358824,0,733416496,,footway,False,False,35.293,,"LINESTRING (-118.1244247 34.1383765, -118.1244189 34.1382817, -118.1244217 34.1382415, -118.1244709 34.138119, -118.1245028 34.1380729)",,,,
844352147,566600953,0,44635036,,footway,False,True,19.536,,"LINESTRING (-118.127309 34.1365304, -118.1272893 34.1365482, -118.1271062 34.1365472)",,,,
844352147,844352252,0,44635053,,service,False,False,46.789,5 mph,"LINESTRING (-118.127309 34.1365304, -118.1277967 34.1365319, -118.1278168 34.1365359)",,,,
844352147,566600957,0,44635053,,service,False,True,39.492000000000004,5 mph,"LINESTRING (-118.127309 34.1365304, -118.1272633 34.1365133, -118.1272231 34.1364808, -118.1272097 34.1364313, -118.1272107 34.1363732, -118.1272111 34.1362149)",,,,
844352160,566601364,0,44635091,,footway,False,False,33.116,,"LINESTRING (-118.1246909 34.1397606, -118.124687 34.1400584)",,,,
844352177,844352236,0,70803739,,service,False,True,22.033,5 mph,"LINESTRING (-118.1226079 34.1394691, -118.1228473 34.1394701)",,driveway,,
844352197,844352140,0,44635105,,cycleway,False,True,7.075,,"LINESTRING (-118.1243482 34.1383828, -118.1244247 34.1383765)",,,,
844352197,566601426,0,44635105,,cycleway,False,False,71.393,,"LINESTRING (-118.1243482 34.1383828, -118.124115 34.138383, -118.1240088 34.1384204, -118.1235817 34.1384179)",,,,
844352197,6868358822,0,733416495,,footway,False,False,20.912,,"LINESTRING (-118.1243482 34.1383828, -118.1243794 34.1384175, -118.1244558 34.1384941, -118.1245027 34.1385178)",,,,
844352202,566839534,0,44635112,,footway,False,True,10.625,,"LINESTRING (-118.1259273 34.1392055, -118.1258119 34.1392083)",,,,
844352202,566601444,0,844398309,,cycleway,False,False,7.139,,"LINESTRING (-118.1259273 34.1392055, -118.1259279 34.1391413)",,,,
844352202,5270938200,0,844398309,,cycleway,False,True,5.171,,"LINESTRING (-118.1259273 34.1392055, -118.125927 34.139252)",,,,
844352204,6704751691,0,44635174,Olive Walk,footway,False,False,10.706,,"LINESTRING (-118.1236234 34.1368652, -118.1237397 34.1368672)",,,,
844352204,566601662,0,44635174,Olive Walk,footway,False,True,22.062,,"LINESTRING (-118.1236234 34.1368652, -118.1233837 34.1368666)",,,,
844352204,571720749,0,44661235,Orange Walk,cycleway,False,False,14.139,,"LINESTRING (-118.1236234 34.1368652, -118.1236189 34.1367381)",,,,
844352206,566601000,0,192368810,Wilson Avenue,tertiary,True,False,18.736,25 mph,"LINESTRING (-118.1279712 34.1364078, -118.1278976 34.1365649)",1,,,
844352206,7876928474,0,606531637,Wilson Avenue,tertiary,False,False,14.979,,"LINESTRING (-118.1279712 34.1364078, -118.1279696 34.1362731)",,,,
844352215,7876646888,0,844398313,,footway,False,True,8.156,,"LINESTRING (-118.1259431 34.1400994, -118.1258545 34.1401011)",,,,
844352215,7876638941,0,844398313,,footway,False,False,8.565,,"LINESTRING (-118.1259431 34.1400994, -118.1260085 34.1400979, -118.1260274 34.1400812)",,,,
844352215,122978428,0,1192252540,South Michigan Avenue,unclassified,False,False,6.43,15 mph,"LINESTRING (-118.1259431 34.1400994, -118.1259466 34.1400737, -118.1259544 34.1400424)",,,,
