element_type,osmid,nodes,amenity,building,geometry
way,131379151,"[1446010755, 1446010734, 1446010735, 1446010756, 1446010755]",library,yes,"POLYGON ((125.3027694 43.8808066, 125.3027709 43.8805153, 125.3038527 43.8805182, 125.3038511 43.8808095, 125.3027694 43.8808066))"
