u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,service,access,tunnel,width,bridge
4774678159,3797202595,0,376278636,,,service,,False,False,108.724,"LINESTRING (-87.6731611 42.0509399, -87.6731087 42.0508338, -87.6730713 42.0508033, -87.6729929 42.0508053, -87.6721661 42.0510239, -87.6720132 42.0510209)",parking_aisle,,,,
4774678160,672865175,0,151311275,,,service,,False,True,27.585,"LINESTRING (-87.6732829 42.050907, -87.6733241 42.0509001, -87.6733724 42.0508959, -87.673455 42.0509033, -87.673612 42.0509263)",driveway,,,,
4774714328,2239483298,0,214398554,,,footway,,False,True,6.764,"LINESTRING (-87.6742868 42.0505514, -87.6743644 42.0505709)",,,,,
4774714328,4774714329,0,484720070,,,steps,,False,False,7.979,"LINESTRING (-87.6742868 42.0505514, -87.674258 42.0506199)",,,,,
4774714328,4773292111,0,"[214398554, 484580548]",,,footway,,False,False,36.868,"LINESTRING (-87.6742868 42.0505514, -87.6739273 42.0504587, -87.6739097 42.0504548, -87.6738641 42.0504447)",,,,,
4774714329,4774714328,0,484720070,,,steps,,False,True,7.979,"LINESTRING (-87.674258 42.0506199, -87.6742868 42.0505514)",,,,,
4774714348,3673954463,0,363219382,,,footway,,False,False,50.816,"LINESTRING (-87.6727801 42.0514982, -87.6722025 42.051656)",,,,,
4774714348,11132397864,0,363219382,,,footway,,False,True,4.033,"LINESTRING (-87.6727801 42.0514982, -87.672826 42.0514858)",,,,,
4774714348,4774714349,0,484720072,,,footway,,False,False,13.601,"LINESTRING (-87.6727801 42.0514982, -87.6728347 42.0516136)",,,,,
4774714349,4774714348,0,484720072,,,footway,,False,True,13.601,"LINESTRING (-87.6728347 42.0516136, -87.6727801 42.0514982)",,,,,
4774714358,2241289434,0,214625660,,,footway,,False,False,26.226,"LINESTRING (-87.6751555 42.0525693, -87.6752245 42.0526205, -87.6753023 42.0526583, -87.6754149 42.0527021)",,,,,
4774714358,2241289408,0,214625660,,,footway,,False,True,13.755,"LINESTRING (-87.6751555 42.0525693, -87.6751467 42.0525627, -87.6751096 42.0525411, -87.6750347 42.0525253, -87.6750385 42.0525039)",,,,,
4774714358,2239483365,0,484720073,,,footway,,False,True,51.451,"LINESTRING (-87.6751555 42.0525693, -87.6752529 42.0522359, -87.6752444 42.0522066, -87.6751943 42.0521568, -87.6751644 42.0521375)",,,,,
4774714359,2239483364,0,214398562,,,footway,,False,False,4.691,"LINESTRING (-87.6751436 42.0521336, -87.6750885 42.0521233)",,,,,
4774714359,2239483365,0,214398562,,,footway,,False,True,1.771,"LINESTRING (-87.6751436 42.0521336, -87.6751644 42.0521375)",,,,,
4774714359,4774714360,0,484720074,,,steps,,False,False,4.65,"LINESTRING (-87.6751436 42.0521336, -87.6751325 42.0521746)",,,,,
4774714360,4774714359,0,484720074,,,steps,,False,True,4.65,"LINESTRING (-87.6751325 42.0521746, -87.6751436 42.0521336)",,,,,
4774714361,1766764403,0,165094352,,,footway,,False,False,22.853,"LINESTRING (-87.6748252 42.0526492, -87.6748306 42.0526666, -87.6748369 42.0528542)",,,,,
4774714361,1766764584,0,165094352,,,footway,,False,True,10.483,"LINESTRING (-87.6748252 42.0526492, -87.6748151 42.052617, -87.6747803 42.0525615)",,,,,
4774714361,4774714365,0,484720075,,,footway,,False,False,34.415,"LINESTRING (-87.6748252 42.0526492, -87.6749325 42.0526769, -87.675024 42.0527401, -87.6750783 42.0528026, -87.6751046 42.0528572)",,,,,
4774714365,2241289434,0,165094360,,,footway,,False,False,32.443,"LINESTRING (-87.6751046 42.0528572, -87.6751506 42.052848, -87.6752178 42.0528342, -87.6752836 42.0528127, -87.6753553 42.0527725, -87.6753912 42.0527443, -87.6754149 42.0527021)",,,,,
4774714365,1766764403,0,165094360,,,footway,,False,True,22.35,"LINESTRING (-87.6751046 42.0528572, -87.6750508 42.0528679, -87.6749588 42.0528662, -87.6748369 42.0528542)",,,,,
4774714365,4774714361,0,484720075,,,footway,,False,True,34.415,"LINESTRING (-87.6751046 42.0528572, -87.6750783 42.0528026, -87.675024 42.0527401, -87.6749325 42.0526769, -87.6748252 42.0526492)",,,,,
4774714368,4774714369,0,484580138,,,footway,,False,True,3.696,"LINESTRING (-87.6761913 42.0517149, -87.676236 42.0517132)",,,,,
4774714368,1766764735,0,484580138,,,footway,,False,False,23.648,"LINESTRING (-87.6761913 42.0517149, -87.6761893 42.0517258, -87.6761799 42.0517785, -87.6761699 42.0518169, -87.676158 42.0518544, -87.6761356 42.0519233)",,,,,
4774714368,4774714371,0,484720076,,,footway,,False,False,14.337,"LINESTRING (-87.6761913 42.0517149, -87.6761628 42.0517108, -87.6760208 42.0516905)",,,,,
4774714369,4774714368,0,484580138,,,footway,,False,False,3.696,"LINESTRING (-87.676236 42.0517132, -87.6761913 42.0517149)",,,,,
4774714369,1766764484,0,214398541,,,footway,,False,True,45.395,"LINESTRING (-87.676236 42.0517132, -87.6762579 42.0517291, -87.6762722 42.0517395, -87.6764297 42.0518681, -87.6766196 42.0520054)",,,,,
4774714369,4773256560,0,484580138,,,footway,,False,True,42.911,"LINESTRING (-87.676236 42.0517132, -87.6762921 42.051711, -87.676422 42.051676, -87.6765308 42.0516146, -87.6766786 42.0515275)",,,,,
4774714370,8726281526,0,165094323,,,footway,,False,False,1.686,"LINESTRING (-87.6757278 42.0516482, -87.6757383 42.0516352)",,,,,
4774714370,8726258822,0,165094323,,,footway,,False,True,5.841,"LINESTRING (-87.6757278 42.0516482, -87.6757195 42.0516587, -87.675692 42.0516935)",,,,,
4774714370,8726288827,0,484720076,,,footway,,False,True,9.708,"LINESTRING (-87.6757278 42.0516482, -87.6757604 42.0516529, -87.6758432 42.0516649)",,,,,
4774714371,8726288827,0,484720076,,,footway,,False,False,14.938,"LINESTRING (-87.6760208 42.0516905, -87.6758432 42.0516649)",,,,,
4774714371,2241227054,0,214618523,,,steps,,False,False,7.03,"LINESTRING (-87.6760208 42.0516905, -87.676018 42.0517009, -87.6760041 42.0517525)",,,,,
4774714371,4774714368,0,484720076,,,footway,,False,True,14.337,"LINESTRING (-87.6760208 42.0516905, -87.6761628 42.0517108, -87.6761913 42.0517149)",,,,,
4774714371,4774727988,0,484721925,,,footway,,False,True,18.232,"LINESTRING (-87.6760208 42.0516905, -87.6760416 42.0516171, -87.6761023 42.0515404)",,,,,
4774727988,4774728001,0,484721927,,,footway,,False,False,2.923,"LINESTRING (-87.6761023 42.0515404, -87.6760726 42.0515261)",,,,,
4774727988,4774714371,0,484721925,,,footway,,False,False,18.232,"LINESTRING (-87.6761023 42.0515404, -87.6760416 42.0516171, -87.6760208 42.0516905)",,,,,
4774727988,4774727997,0,"[484639658, 484721925]",,,"['steps', 'footway']",,False,"[False, True]",10.004999999999999,"LINESTRING (-87.6761023 42.0515404, -87.6761405 42.0514964, -87.6761678 42.0514647)",,,,,
4774727997,4773912810,0,484639658,,,steps,,False,False,0.36,"LINESTRING (-87.6761678 42.0514647, -87.6761702 42.051462)",,,,,
4774727997,4774727988,0,"[484639658, 484721925]",,,"['steps', 'footway']",,False,"[False, True]",10.004999999999999,"LINESTRING (-87.6761678 42.0514647, -87.6761405 42.0514964, -87.6761023 42.0515404)",,,,,
4774727997,4774728001,0,484721930,,,footway,,False,False,30.121000000000002,"LINESTRING (-87.6761678 42.0514647, -87.6760493 42.051409, -87.6760397 42.0514203, -87.676127 42.0514603, -87.6760726 42.0515261)",,,,,
4774728001,4774727988,0,484721927,,,footway,,False,True,2.923,"LINESTRING (-87.6760726 42.0515261, -87.6761023 42.0515404)",,,,,
4774728001,1766764798,0,484721927,,,footway,,False,False,17.984,"LINESTRING (-87.6760726 42.0515261, -87.6759442 42.0514671, -87.6759176 42.0514458, -87.6758988 42.0514307)",,,,,
4774728001,4774727997,0,484721930,,,footway,,False,True,30.121000000000002,"LINESTRING (-87.6760726 42.0515261, -87.676127 42.0514603, -87.6760397 42.0514203, -87.6760493 42.051409, -87.6761678 42.0514647)",,,,,
4774765367,2240103551,0,214398531,,,footway,,False,False,39.841,"LINESTRING (-87.6749614 42.0505264, -87.6754145 42.0506496)",,,,,
4774765367,2240103476,0,214398531,,,footway,,False,True,28.454,"LINESTRING (-87.6749614 42.0505264, -87.6746798 42.0504498, -87.6746378 42.0504384)",,,,,
4774765367,4774765371,0,484725372,,,footway,,False,False,19.095,"LINESTRING (-87.6749614 42.0505264, -87.6749208 42.0505635, -87.6748832 42.0505878, -87.6748599 42.0506108, -87.6748494 42.0506684)",,,,,
4774765371,4773256553,0,214398554,,,footway,,False,True,1.637,"LINESTRING (-87.6748494 42.0506684, -87.6748684 42.0506726)",,,,,
4774765371,2239483302,0,214398554,,,footway,,False,False,18.474999999999998,"LINESTRING (-87.6748494 42.0506684, -87.6746845 42.0506351, -87.6746674 42.0506339, -87.6746318 42.0506358)",,,,,
4774765371,4774765367,0,484725372,,,footway,,False,True,19.095,"LINESTRING (-87.6748494 42.0506684, -87.6748599 42.0506108, -87.6748832 42.0505878, -87.6749208 42.0505635, -87.6749614 42.0505264)",,,,,
4775444233,3673954428,0,484790988,,,footway,,False,True,4.025,"LINESTRING (-87.6734761 42.0512776, -87.6734673 42.0513132)",,,,,
4775444233,5701174819,0,484790989,,,footway,,False,False,6.873,"LINESTRING (-87.6734761 42.0512776, -87.6734466 42.0512198)",,,,,
4775444233,5701174817,0,484790990,,,footway,,False,False,7.316,"LINESTRING (-87.6734761 42.0512776, -87.6735644 42.0512721)",,,,,
4775444236,5701174816,0,484790990,,,footway,,False,False,7.035,"LINESTRING (-87.6736326 42.05115, -87.6735483 42.0511408)",,,,,
4775444236,5701174818,0,484790990,,,footway,,False,True,6.623,"LINESTRING (-87.6736326 42.05115, -87.6736385 42.0512094)",,,,,
4775444236,4775444251,0,484790995,,,footway,,False,False,33.918,"LINESTRING (-87.6736326 42.05115, -87.6736182 42.051129, -87.673604 42.0511014, -87.6736076 42.0510758, -87.6737078 42.0508622)",,,,,
4775444251,5701178693,0,484790994,,,footway,,False,False,5.344,"LINESTRING (-87.6737078 42.0508622, -87.6736458 42.0508484)",,,,,
4775444251,4775444236,0,484790995,,,footway,,False,True,33.918,"LINESTRING (-87.6737078 42.0508622, -87.6736076 42.0510758, -87.673604 42.0511014, -87.6736182 42.051129, -87.6736326 42.05115)",,,,,
4775444251,8728783333,0,942638811,,,footway,,False,True,48.961,"LINESTRING (-87.6737078 42.0508622, -87.6737803 42.0508699, -87.6739761 42.0509552, -87.6741004 42.0509938, -87.6742462 42.051039)",,,,,
4775776981,8726087273,0,461508451,,,footway,,False,True,12.685,"LINESTRING (-87.677948 42.0526199, -87.6781016 42.0526225)",,,,1,
4775776981,9432224205,0,484824798,,,footway,,False,True,10.186,"LINESTRING (-87.677948 42.0526199, -87.6779491 42.0525283)",,,,1,
4775776981,4776060933,0,484824799,,,footway,,False,False,62.764,"LINESTRING (-87.677948 42.0526199, -87.6779678 42.0527648, -87.6779646 42.0531836)",,,,1,
4775779911,9341288642,0,464784499,,,service,,False,False,9.298,"LINESTRING (-87.6776295 42.0500416, -87.6777357 42.0500694)",driveway,,,,
4775779911,4598556864,0,464784499,,,service,,False,True,56.82,"LINESTRING (-87.6776295 42.0500416, -87.6769805 42.0498717)",driveway,,,,
4775779911,4775779914,0,484824975,,,footway,,False,True,82.5,"LINESTRING (-87.6776295 42.0500416, -87.6772863 42.0507384)",,,,,
4775779911,8797724163,0,950303739,,,footway,,False,True,8.965,"LINESTRING (-87.6776295 42.0500416, -87.6776676 42.0499661)",,,,,
4775779912,4701551517,0,484580144,,,footway,,False,False,22.709,"LINESTRING (-87.6768415 42.0507749, -87.6765824 42.0507064)",,,,,
4775779912,9826982566,0,484580144,,,footway,,False,True,18.246,"LINESTRING (-87.6768415 42.0507749, -87.6770497 42.0508299)",,,,,
4775779912,4775779915,0,484824976,,,footway,,False,False,7.297,"LINESTRING (-87.6768415 42.0507749, -87.6768727 42.0507135)",,,,,
4775779913,4775779915,0,484824976,,,footway,,False,True,10.566,"LINESTRING (-87.6769179 42.0506246, -87.6768727 42.0507135)",,,,,
4775779914,4775779911,0,484824975,,,footway,,False,False,82.5,"LINESTRING (-87.6772863 42.0507384, -87.6776295 42.0500416)",,,,,
4775779914,4773287961,0,484824975,,,footway,,False,True,16.137,"LINESTRING (-87.6772863 42.0507384, -87.6772192 42.0508747)",,,,,
4775779914,4775779915,0,484824977,,,footway,,False,False,34.262,"LINESTRING (-87.6772863 42.0507384, -87.6768727 42.0507135)",,,,,
4775779915,4775779913,0,484824976,,,footway,,False,False,10.566,"LINESTRING (-87.6768727 42.0507135, -87.6769179 42.0506246)",,,,,
4775779915,4775779912,0,484824976,,,footway,,False,True,7.297,"LINESTRING (-87.6768727 42.0507135, -87.6768415 42.0507749)",,,,,
4775779915,4775779914,0,484824977,,,footway,,False,True,34.262,"LINESTRING (-87.6768727 42.0507135, -87.6772863 42.0507384)",,,,,
4776045301,8726069927,0,376278364,,,footway,,False,False,29.155,"LINESTRING (-87.6796382 42.0515508, -87.6792851 42.0515494)",,,,,
4776045301,8726312559,0,376278364,,,footway,,False,True,3.096,"LINESTRING (-87.6796382 42.0515508, -87.6796757 42.0515509)",,,,,
4776045301,3797194077,0,484857360,,,footway,,False,True,22.228,"LINESTRING (-87.6796382 42.0515508, -87.6796347 42.0517091, -87.6796296 42.0517505)",,,,,
4776045319,11134946004,0,1200937260,,,footway,,False,True,2.821,"LINESTRING (-87.6764362 42.0547144, -87.6764215 42.0546915)",,,,,
4776053493,8726115648,0,484858594,,,service,,False,False,13.944,"LINESTRING (-87.6780916 42.0522638, -87.6780914 42.0521384)",parking_aisle,,,,
4776053494,4777157952,0,110072870,,Emerson Street,residential,,True,False,55.598,"LINESTRING (-87.6780913 42.0520801, -87.6774181 42.0520689)",,,,,
4776053494,8726115648,0,484858594,,,service,,False,True,6.483,"LINESTRING (-87.6780913 42.0520801, -87.6780914 42.0521384)",parking_aisle,,,,
4776060933,8726087282,0,1017099706,,,footway,,False,True,8.234,"LINESTRING (-87.6779646 42.0531836, -87.6780643 42.0531852)",,,,,
4776060933,4569905567,0,484824799,,,footway,,False,False,48.400999999999996,"LINESTRING (-87.6779646 42.0531836, -87.6778324 42.0532268, -87.677701 42.0532493, -87.6773941 42.0532461)",,,,1,
4776060933,4775776981,0,484824799,,,footway,,False,True,62.764,"LINESTRING (-87.6779646 42.0531836, -87.6779678 42.0527648, -87.677948 42.0526199)",,,,1,
4776060937,4838831970,0,484824800,,,footway,,False,False,23.31,"LINESTRING (-87.6773987 42.0530442, -87.6774036 42.0528346)",,,,1,
4776060937,4569905567,0,484824800,,,footway,,False,True,22.453,"LINESTRING (-87.6773987 42.0530442, -87.6773941 42.0532461)",,,,1,
4776060937,2241503404,0,214651409,,,service,,False,False,14.225999999999999,"LINESTRING (-87.6773987 42.0530442, -87.6773656 42.0530368, -87.6772283 42.0530287)",parking_aisle,,,,
4776060937,2241503416,0,214651409,,,service,,False,True,39.42700000000001,"LINESTRING (-87.6773987 42.0530442, -87.6774262 42.0530503, -87.6774659 42.0530698, -87.6775576 42.0531281, -87.6778381 42.053129)",parking_aisle,,,,
4777157947,4777157952,0,1153918561,,,footway,,False,True,6.373,"LINESTRING (-87.6774165 42.0520116, -87.6774181 42.0520689)",,,,,
4777157947,4777157948,0,484968796,,,footway,,False,False,59.124,"LINESTRING (-87.6774165 42.0520116, -87.6779246 42.0520184, -87.6781321 42.0520089)",,,,,
4777157947,4773287957,0,1153918562,,,footway,,False,True,84.46000000000001,"LINESTRING (-87.6774165 42.0520116, -87.6774222 42.0513607, -87.6774394 42.0512528)",,,,,
4777157948,8726049376,0,942333116,,,footway,,False,True,22.396,"LINESTRING (-87.6781321 42.0520089, -87.678141 42.0518076)",,,,,
4777157948,8726069930,0,484968796,,,footway,,False,False,94.67899999999999,"LINESTRING (-87.6781321 42.0520089, -87.6784712 42.052013, -87.678953 42.0520185, -87.6792787 42.0520201)",,,,,
4777157948,4777157947,0,484968796,,,footway,,False,True,59.124,"LINESTRING (-87.6781321 42.0520089, -87.6779246 42.0520184, -87.6774165 42.0520116)",,,,,
4777157951,3797194078,0,"[376278360, 942337284]",,,footway,,False,False,11.687000000000001,"LINESTRING (-87.6795956 42.0519986, -87.6795973 42.0520758, -87.6795975 42.0521037)",,,,,
4777157951,3797194077,0,376278360,,,footway,,False,True,28.122999999999998,"LINESTRING (-87.6795956 42.0519986, -87.6795951 42.0519271, -87.6796013 42.0517948, -87.6796296 42.0517505)",,,,,
4777157951,10731732398,0,484968796,,,footway,,False,False,28.395000000000003,"LINESTRING (-87.6795956 42.0519986, -87.6796351 42.0519766, -87.6799296 42.0519797)",,,,,
4777157951,8726069930,0,484968796,,,footway,,False,True,27.116,"LINESTRING (-87.6795956 42.0519986, -87.6795604 42.0520214, -87.6792787 42.0520201)",,,,,
4777157952,252162794,0,110072870,,Emerson Street,residential,,True,False,13.8,"LINESTRING (-87.6774181 42.0520689, -87.677251 42.0520661)",,,,,
4777157952,4777157947,0,1153918561,,,footway,,False,False,6.373,"LINESTRING (-87.6774181 42.0520689, -87.6774165 42.0520116)",,,,,
4777157952,4569905568,0,1153918561,,,footway,,False,True,7.207,"LINESTRING (-87.6774181 42.0520689, -87.6774199 42.0521337)",,,,,
4777157957,2239483403,0,214398533,,,footway,,False,False,14.259,"LINESTRING (-87.6773836 42.0537711, -87.677211 42.0537668)",,,,,
4777157957,4569905567,0,484968798,,,footway,,False,False,58.384,"LINESTRING (-87.6773836 42.0537711, -87.6773941 42.0532461)",,,,,
4777157957,4777157959,0,484968799,,,footway,,False,False,8.019,"LINESTRING (-87.6773836 42.0537711, -87.6773818 42.0538432)",,,,,
4777157957,9312105616,0,942641820,,,footway,,False,False,54.895,"LINESTRING (-87.6773836 42.0537711, -87.6780484 42.0537784)",,,,,
4777157959,252162850,0,23296008,,Foster Street,tertiary,,False,False,14.252,"LINESTRING (-87.6773818 42.0538432, -87.6772092 42.0538412)",,,,,
4777157959,2241503449,0,23296008,,Foster Street,tertiary,,False,True,46.44,"LINESTRING (-87.6773818 42.0538432, -87.6779442 42.0538497)",,,,,
4777157959,4777157960,0,484968799,,,footway,,False,False,9.152,"LINESTRING (-87.6773818 42.0538432, -87.6773809 42.0539255)",,,,,
4777157959,4777157957,0,484968799,,,footway,,False,True,8.019,"LINESTRING (-87.6773818 42.0538432, -87.6773836 42.0537711)",,,,,
4777157960,4777157959,0,484968799,,,footway,,False,True,9.152,"LINESTRING (-87.6773809 42.0539255, -87.6773818 42.0538432)",,,,,
4777157960,4777157962,0,484968800,,,footway,,False,False,14.297,"LINESTRING (-87.6773809 42.0539255, -87.6772078 42.0539221)",,,,,
4777157960,4777157964,0,484968801,,,footway,,False,False,46.324,"LINESTRING (-87.6773809 42.0539255, -87.6779419 42.0539317)",,,,,
4777157960,9381403416,0,491794984,,,footway,,False,True,114.059,"LINESTRING (-87.6773809 42.0539255, -87.6773568 42.0549511)",,,,,
4777157962,252162850,0,311727605,4,Sheridan Road,secondary,,False,True,8.996,"LINESTRING (-87.6772078 42.0539221, -87.6772092 42.0538412)",,,,,
4777157962,4777157960,0,484968800,,,footway,,False,True,14.297,"LINESTRING (-87.6772078 42.0539221, -87.6773809 42.0539255)",,,,,
4777157962,261134731,0,311727605,4,Sheridan Road,secondary,,False,False,121.201,"LINESTRING (-87.6772078 42.0539221, -87.6771996 42.054398, -87.677189 42.055012)",,,,,
4777157962,10285735109,0,"[484968800, 1124769945]",,,footway,,False,False,5.739,"LINESTRING (-87.6772078 42.0539221, -87.6771536 42.0539199, -87.6771476 42.0539197, -87.6771384 42.0539193)",,,,,
4777157963,10285728407,0,484580139,,,footway,,False,False,27.556,"LINESTRING (-87.6770544 42.0539159, -87.6770505 42.0541637)",,,,,
4777157963,4789185370,0,484580139,,,footway,,False,True,17.002,"LINESTRING (-87.6770544 42.0539159, -87.6770553 42.053763)",,,,,
4777157963,9306723467,0,1124769944,,,footway,,False,True,3.721,"LINESTRING (-87.6770544 42.0539159, -87.6770994 42.0539177)",,,,,
4777157964,2241503449,0,214651406,,,service,,False,False,9.12,"LINESTRING (-87.6779419 42.0539317, -87.6779442 42.0538497)",parking_aisle,,,,
4777157964,9312105555,0,484968801,,,footway,,False,False,46.232,"LINESTRING (-87.6779419 42.0539317, -87.6785018 42.0539377)",,,,,
4777157964,4777157960,0,484968801,,,footway,,False,True,46.324,"LINESTRING (-87.6779419 42.0539317, -87.6773809 42.0539255)",,,,,
4777157964,9381412617,0,214651406,,,service,,False,True,178.90900000000002,"LINESTRING (-87.6779419 42.0539317, -87.6779215 42.0546711, -87.6775124 42.0546678, -87.6775108 42.0548368, -87.6778916 42.0548426, -87.6778891 42.0549564)",parking_aisle,,,,
4777157981,4777157983,0,165094323,,,footway,,False,False,7.372,"LINESTRING (-87.6757166 42.0532297, -87.6757164 42.0531634)",,,,,
4777157981,4777157985,0,165094323,,,footway,,False,True,7.383,"LINESTRING (-87.6757166 42.0532297, -87.6757167 42.0532961)",,,,,
4777157981,4777157982,0,484968802,,,steps,,False,False,7.126,"LINESTRING (-87.6757166 42.0532297, -87.6756303 42.0532291)",,,,,
4777157982,4777157981,0,484968802,,,steps,,False,True,7.126,"LINESTRING (-87.6756303 42.0532291, -87.6757166 42.0532297)",,,,,
4777157982,4777157984,0,484968805,,,footway,,False,False,7.307,"LINESTRING (-87.6756303 42.0532291, -87.6756318 42.0531634)",,,,,
4777157982,4777157986,0,484968805,,,footway,,False,True,7.417,"LINESTRING (-87.6756303 42.0532291, -87.6756311 42.0532958)",,,,,
4777157982,4777157991,0,484968806,,,footway,,False,False,6.366,"LINESTRING (-87.6756303 42.0532291, -87.6755532 42.0532291)",,,,,
4777157983,4777157990,0,165094323,,,footway,,False,False,22.653,"LINESTRING (-87.6757164 42.0531634, -87.6757203 42.0529597)",,,,,
4777157983,4777157981,0,165094323,,,footway,,False,True,7.372,"LINESTRING (-87.6757164 42.0531634, -87.6757166 42.0532297)",,,,,
4777157983,4777157984,0,484968803,,,steps,,False,False,6.985,"LINESTRING (-87.6757164 42.0531634, -87.6756318 42.0531634)",,,,,
4777157984,4777157983,0,484968803,,,steps,,False,True,6.985,"LINESTRING (-87.6756318 42.0531634, -87.6757164 42.0531634)",,,,,
4777157984,4777157982,0,484968805,,,footway,,False,True,7.307,"LINESTRING (-87.6756318 42.0531634, -87.6756303 42.0532291)",,,,,
4777157984,4777157990,0,484968805,,,footway,,False,False,26.004,"LINESTRING (-87.6756318 42.0531634, -87.6756787 42.0529637, -87.6757203 42.0529597)",,,,,
4777157985,4777157981,0,165094323,,,footway,,False,False,7.383,"LINESTRING (-87.6757167 42.0532961, -87.6757166 42.0532297)",,,,,
4777157985,4777157987,0,165094323,,,footway,,False,True,21.917,"LINESTRING (-87.6757167 42.0532961, -87.6757172 42.0534932)",,,,,
4777157985,4777157986,0,484968804,,,steps,,False,False,7.068,"LINESTRING (-87.6757167 42.0532961, -87.6756311 42.0532958)",,,,,
4777157986,4777157985,0,484968804,,,steps,,False,True,7.068,"LINESTRING (-87.6756311 42.0532958, -87.6757167 42.0532961)",,,,,
4777157986,4777157982,0,484968805,,,footway,,False,False,7.417,"LINESTRING (-87.6756311 42.0532958, -87.6756303 42.0532291)",,,,,
4777157986,4777157987,0,484968805,,,footway,,False,True,26.194000000000003,"LINESTRING (-87.6756311 42.0532958, -87.6756654 42.0534912, -87.6757172 42.0534932)",,,,,
4777157987,4777157985,0,165094323,,,footway,,False,False,21.917,"LINESTRING (-87.6757172 42.0534932, -87.6757167 42.0532961)",,,,,
4777157987,1766764460,0,165094323,,,footway,,False,True,19.653,"LINESTRING (-87.6757172 42.0534932, -87.6757146 42.0535938, -87.6757055 42.0536311, -87.675689 42.0536673)",,,,,
4777157987,4777157986,0,484968805,,,footway,,False,False,26.194000000000003,"LINESTRING (-87.6757172 42.0534932, -87.6756654 42.0534912, -87.6756311 42.0532958)",,,,,
4777157990,4777157983,0,165094323,,,footway,,False,True,22.653,"LINESTRING (-87.6757203 42.0529597, -87.6757164 42.0531634)",,,,,
4777157990,1766764556,0,165094323,,,footway,,False,False,13.469000000000001,"LINESTRING (-87.6757203 42.0529597, -87.6757219 42.0528838, -87.67572 42.0528386)",,,,,
4777157990,4777157984,0,484968805,,,footway,,False,True,26.004,"LINESTRING (-87.6757203 42.0529597, -87.6756787 42.0529637, -87.6756318 42.0531634)",,,,,
4777157991,4777157982,0,484968806,,,footway,,False,True,6.366,"LINESTRING (-87.6755532 42.0532291, -87.6756303 42.0532291)",,,,,
4784731976,1765697504,0,165017680,,,footway,,False,True,4.926,"LINESTRING (-87.6740488 42.0527459, -87.6740492 42.0527186, -87.6740494 42.0527016)",,,,,
4784731976,4784731978,0,485699655,,,footway,,False,False,39.059,"LINESTRING (-87.6740488 42.0527459, -87.6740138 42.0527454, -87.6737491 42.052742, -87.6737482 42.0528707)",,,,,
4784731976,4826014900,0,"[485699656, 484789374]",,,"['steps', 'footway']",,False,False,27.746000000000002,"LINESTRING (-87.6740488 42.0527459, -87.674046 42.0529429, -87.6740448 42.0529954)",,,,,
4784731978,4784731976,0,485699655,,,footway,,False,True,39.059,"LINESTRING (-87.6737482 42.0528707, -87.6737491 42.052742, -87.6740138 42.0527454, -87.6740488 42.0527459)",,,,,
4784740694,1765697222,0,485700582,,,service,,False,False,44.461,"LINESTRING (-87.6732634 42.0529159, -87.6732489 42.0529337, -87.6731929 42.0530199, -87.6731624 42.0531026, -87.6731462 42.0531686, -87.6731371 42.0532247, -87.6731362 42.0532987)",,,,,
4784740694,1765697528,0,485700582,,,service,,False,True,21.000999999999998,"LINESTRING (-87.6732634 42.0529159, -87.6733132 42.0528587, -87.673419 42.052767)",,,,,
4784740694,4784740695,0,485700586,,,footway,,False,False,42.693,"LINESTRING (-87.6732634 42.0529159, -87.6732739 42.0529768, -87.673266 42.0532993)",,,,,
4784740695,1765697222,0,165017677,,,steps,,False,True,10.717,"LINESTRING (-87.673266 42.0532993, -87.6731362 42.0532987)",,,,,
4784740695,1641389842,0,"[485700585, 485701786]",,,"['steps', 'footway']",,False,False,11.187999999999999,"LINESTRING (-87.673266 42.0532993, -87.6733629 42.0532997, -87.6734015 42.0533001)",,,,,
4784740695,1765697557,0,485700586,,,footway,,False,False,44.385999999999996,"LINESTRING (-87.673266 42.0532993, -87.6732615 42.053618, -87.6732488 42.0536979)",,,,,
4784740695,4784740694,0,485700586,,,footway,,False,True,42.693,"LINESTRING (-87.673266 42.0532993, -87.6732739 42.0529768, -87.6732634 42.0529159)",,,,,
4787500415,1766764460,0,165097186,,,footway,,False,False,6.225,"LINESTRING (-87.6757498 42.0537004, -87.675689 42.0536673)",,,,,
4787500415,2240259675,0,1114733075,,,footway,,False,True,12.487,"LINESTRING (-87.6757498 42.0537004, -87.6757505 42.0538127)",,,,,
4787500415,4789185370,0,485990434,,,footway,,False,True,108.768,"LINESTRING (-87.6757498 42.0537004, -87.6763631 42.05371, -87.6765047 42.0537534, -87.6770553 42.053763)",,,,,
4789185370,4777157963,0,484580139,,,footway,,False,False,17.002,"LINESTRING (-87.6770553 42.053763, -87.6770544 42.0539159)",,,,,
4789185370,2239483378,0,484580139,,,footway,,False,True,143.425,"LINESTRING (-87.6770553 42.053763, -87.6770895 42.0524734)",,,,,
4789185370,9341288672,0,1124769942,,,footway,,False,True,3.8,"LINESTRING (-87.6770553 42.053763, -87.6771013 42.0537641)",,,,,
4789185370,4787500415,0,485990434,,,footway,,False,False,108.768,"LINESTRING (-87.6770553 42.053763, -87.6765047 42.0537534, -87.6763631 42.05371, -87.6757498 42.0537004)",,,,,
