u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,service,access,tunnel,width,bridge
1766824060,2240103932,0,214468081,,,footway,,False,True,75.19,"LINESTRING (-87.6752322 42.0544663, -87.6751379 42.0543082, -87.6750576 42.054075, -87.6750101 42.0538148)",,,,,
1766824084,2240103932,0,214468084,,,footway,,False,False,24.009,"LINESTRING (-87.6749039 42.0536138, -87.6750101 42.0538148)",,,,,
1766824084,1766764460,0,165097186,,,footway,,False,True,65.472,"LINESTRING (-87.6749039 42.0536138, -87.6753541 42.0536158, -87.6755254 42.0536364, -87.6756081 42.0536474, -87.675689 42.0536673)",,,,,
1766824084,2240103914,0,214468084,,,footway,,False,True,13.077,"LINESTRING (-87.6749039 42.0536138, -87.6748824 42.0535843, -87.6748061 42.0535222)",,,,,
1766824113,11134971517,0,165097174,,,footway,,False,False,19.004,"LINESTRING (-87.6757944 42.0547621, -87.6759926 42.0546752)",,,,,
1766824113,1766764673,0,165097174,,,footway,,False,True,17.876,"LINESTRING (-87.6757944 42.0547621, -87.6755783 42.0547522)",,,,,
1766824113,2239483425,0,214398539,,,footway,,False,False,33.964,"LINESTRING (-87.6757944 42.0547621, -87.6758044 42.054871, -87.6760008 42.0550024)",,,,,
1766824120,2240259760,0,165097184,,,footway,,False,True,9.859,"LINESTRING (-87.6749459 42.0544649, -87.6749581 42.0545531)",,,,,
1766824120,1766823611,0,165097184,,,footway,,False,False,19.848,"LINESTRING (-87.6749459 42.0544649, -87.6749137 42.0544231, -87.6748547 42.0543932, -87.6747528 42.0543774)",,,,,
1766824120,2240103955,0,214468083,,,footway,,False,False,24.776,"LINESTRING (-87.6749459 42.0544649, -87.6751379 42.0545223, -87.675231 42.0545223)",,,,,
1766961034,2240259893,0,165120175,,,service,,False,True,3.575,"LINESTRING (-87.6759909 42.0562185, -87.6760342 42.056219)",driveway,,,,
1766961034,1766961034,0,165120169,,,service,,True,False,58.167,"LINESTRING (-87.6759909 42.0562185, -87.6759898 42.0561895, -87.6759755 42.0561629, -87.67595 42.0561415, -87.6759163 42.0561276, -87.6758783 42.0561231, -87.6758404 42.0561283, -87.6758071 42.0561426, -87.6757823 42.0561645, -87.6757688 42.0561913, -87.6757679 42.0562178, -87.6757782 42.0562433, -87.6757988 42.056265, -87.6758275 42.0562809, -87.6758615 42.0562893, -87.6758973 42.0562893, -87.6759313 42.056281, -87.67596 42.0562652, -87.6759807 42.0562435, -87.6759909 42.0562185)",driveway,,,,
1767033423,252162818,0,311727605,4,Sheridan Road,secondary,,False,False,63.196,"LINESTRING (-87.6771226 42.0588027, -87.6771139 42.059371)",,,,,
1767033423,10775089466,0,311727605,4,Sheridan Road,secondary,,False,True,13.555,"LINESTRING (-87.6771226 42.0588027, -87.6771242 42.0586808)",,,,,
1767033431,1765697327,0,164976551,,,service,,False,True,31.959,"LINESTRING (-87.6745172 42.0515055, -87.6743894 42.0517768)",driveway,permissive,,,
1767033431,1767033437,0,165129318,,,footway,,False,False,15.474,"LINESTRING (-87.6745172 42.0515055, -87.674695 42.0515495)",,,,,
1767033431,1765700635,0,164976551,,,service,,False,False,46.727000000000004,"LINESTRING (-87.6745172 42.0515055, -87.6745384 42.0514352, -87.6745532 42.0513649, -87.6745746 42.0512258, -87.6745827 42.0511567, -87.6745865 42.0510891)",driveway,permissive,,,
1767033435,9381412620,0,165129325,,,service,,False,False,14.902,"LINESTRING (-87.6780368 42.0575265, -87.6780397 42.0573925)",alley,,,,
1767033435,1767033447,0,165129325,,,service,,False,True,18.279,"LINESTRING (-87.6780368 42.0575265, -87.6780297 42.0576908)",alley,,,,
1767033435,5572719339,0,182669878,,,service,,False,False,51.003,"LINESTRING (-87.6780368 42.0575265, -87.6774192 42.0575156)",parking_aisle,,,,
1767033437,1767033431,0,165129318,,,footway,,False,True,15.474,"LINESTRING (-87.674695 42.0515495, -87.6745172 42.0515055)",,,,,
1767033444,5572719335,0,165129322,,,service,,False,False,49.738,"LINESTRING (-87.6780215 42.0580152, -87.6774191 42.058009)",parking_aisle,,,,
1767033444,1767033508,0,165129325,,,service,,False,False,18.158,"LINESTRING (-87.6780215 42.0580152, -87.6780223 42.0578519)",alley,,,,
1767033444,1767033479,0,165129325,,,service,,False,True,18.237,"LINESTRING (-87.6780215 42.0580152, -87.6780187 42.0581792)",alley,,,,
1767033447,5572719340,0,165129323,,,service,,False,False,50.393,"LINESTRING (-87.6780297 42.0576908, -87.6774194 42.0576833)",parking_aisle,,,,
1767033447,1767033435,0,165129325,,,service,,False,False,18.279,"LINESTRING (-87.6780297 42.0576908, -87.6780368 42.0575265)",alley,,,,
1767033447,1767033508,0,165129325,,,service,,False,True,17.924,"LINESTRING (-87.6780297 42.0576908, -87.6780223 42.0578519)",alley,,,,
1767033452,2239483512,0,491778111,,,service,,False,False,16.058,"LINESTRING (-87.6767795 42.0587426, -87.676974 42.058744)",parking_aisle,,,,
1767033452,1767033481,0,165129327,,,service,,True,False,8.638,"LINESTRING (-87.6767795 42.0587426, -87.6767355 42.0587364, -87.6767062 42.0587283, -87.6766879 42.058712)",parking_aisle,,,,
1767033456,9312105580,0,165129325,,,service,,False,False,7.806,"LINESTRING (-87.6780166 42.058378, -87.6780173 42.0583078)",alley,,,,
1767033456,8797724158,0,165129325,,,service,,False,True,9.363,"LINESTRING (-87.6780166 42.058378, -87.6780151 42.0584622)",alley,,,,
1767033456,4838625886,0,491670655,,Noyes Street,tertiary,,False,False,58.626,"LINESTRING (-87.6780166 42.058378, -87.6773065 42.0583745)",,,,,
1767033479,5572718086,0,165129324,,,service,,False,False,49.196,"LINESTRING (-87.6780187 42.0581792, -87.6774229 42.0581712)",parking_aisle,,,,
1767033479,1767033444,0,165129325,,,service,,False,False,18.237,"LINESTRING (-87.6780187 42.0581792, -87.6780215 42.0580152)",alley,,,,
1767033479,9312105580,0,165129325,,,service,,False,True,14.3,"LINESTRING (-87.6780187 42.0581792, -87.6780173 42.0583078)",alley,,,,
1767033480,2241503449,0,23296008,,Foster Street,tertiary,,False,False,8.489,"LINESTRING (-87.678047 42.0538509, -87.6779442 42.0538497)",,,,,
1767033480,2241503369,0,23296008,,Foster Street,tertiary,,False,True,37.588,"LINESTRING (-87.678047 42.0538509, -87.6785022 42.0538561)",,,,,
1767033480,9312105616,0,165129317,,,service,,False,True,8.062,"LINESTRING (-87.678047 42.0538509, -87.6780484 42.0537784)",driveway,,,,
1767033481,1767033452,0,165129327,,,service,,True,False,128.941,"LINESTRING (-87.6766879 42.058712, -87.67666 42.058705, -87.6766124 42.0587024, -87.6760895 42.0586985, -87.6760615 42.058706, -87.6760415 42.0587206, -87.6760271 42.0587384, -87.6760214 42.0587579, -87.6760279 42.0587844, -87.6760433 42.0588013, -87.6760629 42.0588135, -87.6760909 42.0588183, -87.6766327 42.0588203, -87.6766626 42.058809, -87.6766802 42.0587955, -87.6766991 42.0587683, -87.6767193 42.0587569, -87.6767427 42.0587482, -87.6767795 42.0587426)",parking_aisle,,,,
1767033481,4838625897,0,"[491778109, 491778110]",,,footway,,False,False,49.584,"LINESTRING (-87.6766879 42.058712, -87.6766579 42.0587368, -87.6761022 42.0587361)",,,,,
1767033481,4838625891,0,"[491778108, 491778109]",,,footway,,False,True,27.717999999999996,"LINESTRING (-87.6766879 42.058712, -87.6767162 42.0586895, -87.6768383 42.0586882, -87.6768684 42.0586809, -87.6769074 42.0586566, -87.6769761 42.0586139)",,,,,
1767033491,2240260191,0,165129331,,Campus Drive,service,,False,False,30.92,"LINESTRING (-87.6747215 42.0591274, -87.6747719 42.0591621, -87.6748014 42.0592306, -87.6747988 42.0593857)",,,,,
1767033491,3775974465,0,165129331,,Campus Drive,service,,False,True,10.876999999999999,"LINESTRING (-87.6747215 42.0591274, -87.6746564 42.0591028, -87.6745982 42.0590971)",,,,,
1767033508,1767033447,0,165129325,,,service,,False,False,17.924,"LINESTRING (-87.6780223 42.0578519, -87.6780297 42.0576908)",alley,,,,
1767033508,1767033444,0,165129325,,,service,,False,True,18.158,"LINESTRING (-87.6780223 42.0578519, -87.6780215 42.0580152)",alley,,,,
1767033508,5572719337,0,165129330,,,service,,False,False,49.221,"LINESTRING (-87.6780223 42.0578519, -87.6774262 42.0578443)",parking_aisle,,,,
1842860648,4701551517,0,173484324,,,service,,False,True,14.306,"LINESTRING (-87.6765262 42.0508281, -87.6765824 42.0507064)",alley,,,,
1842860648,1765698673,0,435384819,3,Sheridan Road,secondary,,False,False,56.351000000000006,"LINESTRING (-87.6765262 42.0508281, -87.6767522 42.0508894, -87.6768713 42.0509233, -87.6769831 42.0509616, -87.6770685 42.0509988, -87.677145 42.051037)",,,,,
1842860648,4773288009,0,"[435384819, 435384813]",3,Sheridan Road,secondary,,False,True,65.982,"LINESTRING (-87.6765262 42.0508281, -87.6762901 42.0507634, -87.6757749 42.0506259)",,,,,
1842860665,8725601168,0,484968796,,,footway,,False,True,51.54,"LINESTRING (-87.6816456 42.0520101, -87.6810221 42.0519878)",,,,,
1842860665,4773312377,0,505952718,,,footway,,False,False,74.423,"LINESTRING (-87.6816456 42.0520101, -87.6816697 42.0516373, -87.6816022 42.0513455)",,,,,
1930281153,4957697417,0,23295997,,Colfax Street,residential,,False,True,59.523,"LINESTRING (-87.6779977 42.0605148, -87.6772768 42.0605056)",,,,,
1930281153,9671393178,0,165129325,,,service,,False,False,8.607,"LINESTRING (-87.6779977 42.0605148, -87.6779982 42.0604374)",alley,,,,
1930281153,9671393172,0,165129325,,,service,,False,True,9.207,"LINESTRING (-87.6779977 42.0605148, -87.6779971 42.0605976)",alley,,,,
1930281159,9381412632,0,165129325,,,service,,False,False,53.285,"LINESTRING (-87.6780013 42.0599492, -87.6780036 42.05947)",alley,,,,
1930281159,9671393178,0,165129325,,,service,,False,True,54.286,"LINESTRING (-87.6780013 42.0599492, -87.6779982 42.0604374)",alley,,,,
1930281177,9671393183,0,165129325,,,service,,False,False,7.809,"LINESTRING (-87.6779719 42.0616367, -87.6779747 42.0615665)",alley,,,,
1930281177,1930281199,0,491669804,,Lincoln Street,tertiary,,False,True,59.885,"LINESTRING (-87.6779719 42.0616367, -87.6786971 42.0616494)",,,,,
1930281183,8396405836,0,24082841,,Dartmouth Place,residential,,False,False,18.735,"LINESTRING (-87.678004 42.0593828, -87.6782309 42.0593858)",,,,,
1930281183,4957697410,0,24082841,,Dartmouth Place,residential,,False,True,58.27,"LINESTRING (-87.678004 42.0593828, -87.6772983 42.0593734)",,,,,
1930281183,9381412628,0,165129325,,,service,,False,False,8.874,"LINESTRING (-87.678004 42.0593828, -87.6780046 42.059303)",alley,,,,
1930281183,9381412632,0,165129325,,,service,,False,True,9.696,"LINESTRING (-87.678004 42.0593828, -87.6780036 42.05947)",alley,,,,
1930281187,8797724158,0,165129325,,,service,,False,False,47.106,"LINESTRING (-87.6780077 42.0588858, -87.6780151 42.0584622)",alley,,,,
1930281187,9381412628,0,165129325,,,service,,False,True,46.391,"LINESTRING (-87.6780077 42.0588858, -87.6780046 42.059303)",alley,,,,
1930281187,8396405837,0,182669879,,,service,,False,True,18.768,"LINESTRING (-87.6780077 42.0588858, -87.678235 42.0588887)",alley,,,,
1930281189,4840273033,0,24114100,,Haven Street,residential,,False,True,59.75,"LINESTRING (-87.6780415 42.0573071, -87.6773179 42.0572974)",,,,,
1930281189,9381412620,0,165129325,,,service,,False,True,9.497,"LINESTRING (-87.6780415 42.0573071, -87.6780397 42.0573925)",alley,,,,
1930281189,9381412624,0,525854364,,,service,,False,True,7.941,"LINESTRING (-87.6780415 42.0573071, -87.6780397 42.0572357)",,,,,
1930281199,9671393184,0,165129328,,,service,,False,False,8.429,"LINESTRING (-87.6786971 42.0616494, -87.6786979 42.0615736)",alley,,,,
1930281199,1930281177,0,491669804,,Lincoln Street,tertiary,,False,False,59.885,"LINESTRING (-87.6786971 42.0616494, -87.6779719 42.0616367)",,,,,
1935895426,5701174816,0,484580544,,Campus Drive,service,,False,False,9.995000000000001,"LINESTRING (-87.6735592 42.0510515, -87.6735496 42.0510953, -87.6735483 42.0511408)",,,,,
1935895426,672865175,0,484580544,,Campus Drive,service,,False,True,14.597999999999999,"LINESTRING (-87.6735592 42.0510515, -87.6735712 42.0510158, -87.673612 42.0509263)",,,,,
1935895426,3797202591,0,484715694,,,service,,False,True,27.033,"LINESTRING (-87.6735592 42.0510515, -87.6734722 42.0510523, -87.6733922 42.0510649, -87.6733591 42.0510731, -87.6732417 42.0511021)",parking_aisle,,,,
1936662518,1936662528,0,183290705,,,service,,False,True,18.639,"LINESTRING (-87.6788565 42.0500519, -87.6789319 42.0498939)",parking_aisle,,,,
1936662518,1936662522,0,183290709,,,service,,False,False,33.537,"LINESTRING (-87.6788565 42.0500519, -87.6784734 42.0499517)",parking_aisle,,,,
1936662518,1936662529,0,183290705,,,service,,False,False,52.086,"LINESTRING (-87.6788565 42.0500519, -87.6787815 42.0502089, -87.6783985 42.0501078)",parking_aisle,,,,
1936662522,1936662518,0,183290709,,,service,,False,True,33.537,"LINESTRING (-87.6784734 42.0499517, -87.6788565 42.0500519)",parking_aisle,,,,
1936662526,1936662528,0,183290706,,,service,,False,True,33.515,"LINESTRING (-87.6785499 42.049792, -87.6789319 42.0498939)",parking_aisle,,,,
1936662528,1936662518,0,183290705,,,service,,False,False,18.639,"LINESTRING (-87.6789319 42.0498939, -87.6788565 42.0500519)",parking_aisle,,,,
1936662528,4957704699,0,183290705,,,service,,False,True,12.943,"LINESTRING (-87.6789319 42.0498939, -87.6789843 42.0497842)",parking_aisle,,,,
1936662528,1936662526,0,183290706,,,service,,False,False,33.515,"LINESTRING (-87.6789319 42.0498939, -87.6785499 42.049792)",parking_aisle,,,,
1936662529,1936662518,0,183290705,,,service,,False,True,52.086,"LINESTRING (-87.6783985 42.0501078, -87.6787815 42.0502089, -87.6788565 42.0500519)",parking_aisle,,,,
2233363813,4773312351,0,213679119,,,service,,False,True,14.754,"LINESTRING (-87.6748507 42.0503793, -87.674911 42.0502544)",alley,,,,
2233363813,249749852,0,"[435384816, 435384814]",3,Sheridan Road,secondary,,False,False,68.039,"LINESTRING (-87.6748507 42.0503793, -87.6751958 42.0504708, -87.6756262 42.0505862)",,,,,
2233363813,1766823870,0,"[435384816, 435384818]",3,Sheridan Road,secondary,,False,True,14.832,"LINESTRING (-87.6748507 42.0503793, -87.6747602 42.0503548, -87.6746818 42.0503339)",,,,,
2239483296,2240103476,0,164976551,,,service,,False,False,7.589,"LINESTRING (-87.6746246 42.0505058, -87.6746282 42.0504726, -87.6746378 42.0504384)",driveway,permissive,,,
2239483296,2239483302,0,164976551,,,service,,False,True,14.475999999999999,"LINESTRING (-87.6746246 42.0505058, -87.6746255 42.050577, -87.6746318 42.0506358)",driveway,permissive,,,
2239483296,2239483298,0,214398534,,,footway,,False,False,22.671,"LINESTRING (-87.6746246 42.0505058, -87.6745968 42.0505128, -87.6743644 42.0505709)",,,,,
2239483298,4774714328,0,214398554,,,footway,,False,False,6.764,"LINESTRING (-87.6743644 42.0505709, -87.6742868 42.0505514)",,,,,
2239483298,2239483296,0,214398534,,,footway,,False,True,22.671,"LINESTRING (-87.6743644 42.0505709, -87.6745968 42.0505128, -87.6746246 42.0505058)",,,,,
2239483298,2239483302,0,214398554,,,footway,,False,True,23.333000000000002,"LINESTRING (-87.6743644 42.0505709, -87.6745878 42.0506327, -87.6746013 42.0506337, -87.6746318 42.0506358)",,,,,
2239483302,2239483296,0,164976551,,,service,,False,False,14.475999999999999,"LINESTRING (-87.6746318 42.0506358, -87.6746255 42.050577, -87.6746246 42.0505058)",driveway,permissive,,,
2239483302,1766823759,0,164976551,,,service,,False,True,9.97,"LINESTRING (-87.6746318 42.0506358, -87.6746364 42.0506652, -87.674644 42.050725)",driveway,permissive,,,
2239483302,2239483298,0,214398554,,,footway,,False,False,23.333000000000002,"LINESTRING (-87.6746318 42.0506358, -87.6746013 42.0506337, -87.6745878 42.0506327, -87.6743644 42.0505709)",,,,,
2239483302,4774765371,0,214398554,,,footway,,False,True,18.475,"LINESTRING (-87.6746318 42.0506358, -87.6746674 42.0506339, -87.6746845 42.0506351, -87.6748494 42.0506684)",,,,,
2239483304,2241226731,0,214398531,,,footway,,False,False,22.541,"LINESTRING (-87.6763317 42.0508989, -87.6765895 42.0509656)",,,,,
2239483304,2240103573,0,214398531,,,footway,,False,True,53.592,"LINESTRING (-87.6763317 42.0508989, -87.6757222 42.0507332)",,,,,
2239483304,1766764798,0,165094323,,,footway,,False,True,69.946,"LINESTRING (-87.6763317 42.0508989, -87.6762935 42.050975, -87.6762545 42.0510296, -87.6762081 42.0510786, -87.6761441 42.0511224, -87.6760927 42.0511625, -87.6760539 42.0512012, -87.6760253 42.0512467, -87.6760115 42.0512825, -87.6759839 42.051327, -87.6758988 42.0514307)",,,,,
2239483306,2239483324,0,214398550,,,footway,,False,False,23.335,"LINESTRING (-87.6751361 42.0509159, -87.6750952 42.0509325, -87.6751716 42.0510251, -87.6751667 42.05108, -87.6751657 42.0510916)",,,,,
2239483322,2239483324,0,214398528,,,footway,,False,False,27.497999999999998,"LINESTRING (-87.6748364 42.051085, -87.6748904 42.0510968, -87.6749428 42.0511022, -87.6750026 42.0510988, -87.6750638 42.0510925, -87.6751175 42.0510898, -87.6751657 42.0510916)",,,,,
2239483322,1765700635,0,214398528,,,footway,,False,True,21.364000000000004,"LINESTRING (-87.6748364 42.051085, -87.6747738 42.0510752, -87.6746773 42.0510637, -87.6746431 42.0510733, -87.6745865 42.0510891)",,,,,
2239483322,1766823821,0,214398547,,,footway,,False,True,33.43,"LINESTRING (-87.6748364 42.051085, -87.6747651 42.0510101, -87.6746829 42.050932, -87.6746328 42.0508704, -87.6746065 42.050838)",,,,,
2239483324,2239483328,0,214398528,,,footway,,False,False,10.238,"LINESTRING (-87.6751657 42.0510916, -87.6752281 42.0511009, -87.6752865 42.0511122)",,,,,
2239483324,2239483322,0,214398528,,,footway,,False,True,27.498,"LINESTRING (-87.6751657 42.0510916, -87.6751175 42.0510898, -87.6750638 42.0510925, -87.6750026 42.0510988, -87.6749428 42.0511022, -87.6748904 42.0510968, -87.6748364 42.051085)",,,,,
2239483324,2239483306,0,214398550,,,footway,,False,True,23.335,"LINESTRING (-87.6751657 42.0510916, -87.6751667 42.05108, -87.6751716 42.0510251, -87.6750952 42.0509325, -87.6751361 42.0509159)",,,,,
2239483328,2239483333,0,214398528,,,footway,,False,False,13.097,"LINESTRING (-87.6752865 42.0511122, -87.6754352 42.0511532)",,,,,
2239483328,1766823965,0,165097182,,,footway,,False,False,12.955,"LINESTRING (-87.6752865 42.0511122, -87.6753082 42.0510765, -87.6753462 42.0510559, -87.6754023 42.051048)",,,,,
2239483328,4773228662,0,"[165097177, 165097182]",,,footway,,False,"[False, True]",17.713,"LINESTRING (-87.6752865 42.0511122, -87.6752425 42.051205, -87.6753193 42.0512264)",,,,,
2239483328,2239483324,0,214398528,,,footway,,False,True,10.238,"LINESTRING (-87.6752865 42.0511122, -87.6752281 42.0511009, -87.6751657 42.0510916)",,,,,
2239483333,2239483328,0,214398528,,,footway,,False,True,13.097,"LINESTRING (-87.6754352 42.0511532, -87.6752865 42.0511122)",,,,,
2239483333,1766823965,0,165097177,,,footway,,False,False,13.002,"LINESTRING (-87.6754352 42.0511532, -87.6754454 42.0511232, -87.6754454 42.0510938, -87.6754294 42.051069, -87.6754023 42.051048)",,,,,
2239483333,4773228662,0,165097177,,,footway,,False,True,17.302,"LINESTRING (-87.6754352 42.0511532, -87.6753908 42.0512464, -87.6753193 42.0512264)",,,,,
2239483333,1766764798,0,214398528,,,footway,,False,False,49.511,"LINESTRING (-87.6754352 42.0511532, -87.6754973 42.0511697, -87.6756234 42.0512531, -87.6757774 42.0513556, -87.6758988 42.0514307)",,,,,
2239483343,4773256558,0,165094365,,,footway,,False,False,15.455,"LINESTRING (-87.6763924 42.051359, -87.6765511 42.0514327)",,,,,
2239483364,4774714359,0,214398562,,,footway,,False,True,4.691,"LINESTRING (-87.6750885 42.0521233, -87.6751436 42.0521336)",,,,,
2239483364,1766764386,0,214398538,,,footway,,False,True,24.96,"LINESTRING (-87.6750885 42.0521233, -87.6749748 42.0520715, -87.6748259 42.0520123)",,,,,
2239483364,1766764660,0,214398562,,,footway,,False,False,23.787,"LINESTRING (-87.6750885 42.0521233, -87.6750196 42.0521534, -87.67496 42.0521898, -87.6749095 42.0522277, -87.6748725 42.052262)",,,,,
2239483365,4774714359,0,214398562,,,footway,,False,False,1.771,"LINESTRING (-87.6751644 42.0521375, -87.6751436 42.0521336)",,,,,
2239483365,1766764558,0,214398562,,,footway,,False,True,27.379,"LINESTRING (-87.6751644 42.0521375, -87.6754226 42.051983)",,,,,
2239483365,4774714358,0,484720073,,,footway,,False,False,51.451,"LINESTRING (-87.6751644 42.0521375, -87.6751943 42.0521568, -87.6752444 42.0522066, -87.6752529 42.0522359, -87.6751555 42.0525693)",,,,,
2239483369,2239483375,0,165094353,,,footway,,False,False,32.39,"LINESTRING (-87.676515 42.0523056, -87.6761816 42.0524591)",,,,,
2239483369,8864951270,0,165094353,,,footway,,False,True,47.036,"LINESTRING (-87.676515 42.0523056, -87.6770321 42.0521281)",,,,,
2239483369,2239483378,0,486261149,,,footway,,False,True,50.972,"LINESTRING (-87.676515 42.0523056, -87.6770895 42.0524734)",,,,,
2239483369,1766764570,0,486261149,,,footway,,False,False,42.619,"LINESTRING (-87.676515 42.0523056, -87.6762747 42.0522289, -87.6761532 42.0521636, -87.676073 42.0521137)",,,,,
2239483370,1766764410,0,165094328,,,footway,,False,True,14.014,"LINESTRING (-87.6747319 42.0523344, -87.6747989 42.0524502)",,,,,
2239483370,1766764660,0,214398562,,,footway,,False,True,14.127,"LINESTRING (-87.6747319 42.0523344, -87.6748725 42.052262)",,,,,
2239483370,1766764417,0,165094328,,,footway,,False,False,42.37,"LINESTRING (-87.6747319 42.0523344, -87.6746815 42.0522204, -87.6746026 42.051966)",,,,,
2239483370,1766764585,0,214398562,,,footway,,False,False,25.671000000000003,"LINESTRING (-87.6747319 42.0523344, -87.674617 42.0523804, -87.6745281 42.0524228, -87.6744751 42.0524619)",,,,,
2239483375,2239483382,0,165094353,,,footway,,False,False,13.798,"LINESTRING (-87.6761816 42.0524591, -87.6760395 42.0525244)",,,,,
2239483375,2239483369,0,165094353,,,footway,,False,True,32.39,"LINESTRING (-87.6761816 42.0524591, -87.676515 42.0523056)",,,,,
2239483375,2239483388,0,214398544,,,footway,,False,False,11.686,"LINESTRING (-87.6761816 42.0524591, -87.6761765 42.0525148, -87.676161 42.0525627)",,,,,
2239483378,4789185370,0,484580139,,,footway,,False,False,143.425,"LINESTRING (-87.6770895 42.0524734, -87.6770553 42.053763)",,,,,
2239483378,1766764657,0,484580139,,,footway,,False,True,39.279,"LINESTRING (-87.6770895 42.0524734, -87.6770968 42.0521202)",,,,,
2239483378,2239483369,0,486261149,,,footway,,False,False,50.972,"LINESTRING (-87.6770895 42.0524734, -87.676515 42.0523056)",,,,,
2239483382,2239483388,0,165094333,,,footway,,False,False,10.898,"LINESTRING (-87.6760395 42.0525244, -87.676161 42.0525627)",,,,,
2239483382,1766764582,0,165094333,,,footway,,False,True,9.482,"LINESTRING (-87.6760395 42.0525244, -87.6759745 42.0524541)",,,,,
2239483382,1766764728,0,165094353,,,footway,,False,False,12.761,"LINESTRING (-87.6760395 42.0525244, -87.675904 42.0525796)",,,,,
2239483382,2239483375,0,165094353,,,footway,,False,True,13.798,"LINESTRING (-87.6760395 42.0525244, -87.6761816 42.0524591)",,,,,
2239483386,8726288833,0,165094323,,,footway,,False,True,4.282,"LINESTRING (-87.6756206 42.0525446, -87.6756305 42.0525824)",,,,,
2239483386,8726288831,0,165094323,,,footway,,False,False,16.174,"LINESTRING (-87.6756206 42.0525446, -87.6756002 42.0524492, -87.6755894 42.052401)",,,,,
2239483386,1766764415,0,214398551,,,footway,,False,False,36.854,"LINESTRING (-87.6756206 42.0525446, -87.6757191 42.0524418, -87.675794 42.052344, -87.6758679 42.0522692)",,,,,
2239483388,2239483382,0,165094333,,,footway,,False,True,10.898,"LINESTRING (-87.676161 42.0525627, -87.6760395 42.0525244)",,,,,
2239483388,2239483395,0,165094333,,,footway,,False,False,39.29,"LINESTRING (-87.676161 42.0525627, -87.6762437 42.0526587, -87.6763574 42.0527277, -87.6764733 42.0528256)",,,,,
2239483388,2239483375,0,214398544,,,footway,,False,True,11.686,"LINESTRING (-87.676161 42.0525627, -87.6761765 42.0525148, -87.6761816 42.0524591)",,,,,
2239483395,2239483388,0,165094333,,,footway,,False,True,39.290000000000006,"LINESTRING (-87.6764733 42.0528256, -87.6763574 42.0527277, -87.6762437 42.0526587, -87.676161 42.0525627)",,,,,
2239483403,4777157957,0,214398533,,,footway,,False,True,14.259,"LINESTRING (-87.677211 42.0537668, -87.6773836 42.0537711)",,,,,
2239483403,252162850,0,435384817,4,Sheridan Road,secondary,,False,False,8.274,"LINESTRING (-87.677211 42.0537668, -87.6772092 42.0538412)",,,,,
2239483403,2241503404,0,435384817,4,Sheridan Road,secondary,,False,True,82.086,"LINESTRING (-87.677211 42.0537668, -87.6772283 42.0530287)",,,,,
2239483403,9341288672,0,"[214398533, 1124769942, 1124769943]",,,footway,,False,False,9.062,"LINESTRING (-87.677211 42.0537668, -87.6771537 42.0537654, -87.6771222 42.0537646, -87.6771096 42.0537643, -87.6771013 42.0537641)",,,,,
2239483407,2241226864,0,165017674,,,service,,False,False,8.339,"LINESTRING (-87.6741103 42.0539401, -87.6740834 42.0539085, -87.674048 42.0538816)",driveway,,,,
2239483407,672865236,0,165017674,,,service,,False,True,29.106,"LINESTRING (-87.6741103 42.0539401, -87.6741311 42.0540079, -87.6741277 42.0540561, -87.6741186 42.054096, -87.674102 42.0541445, -87.6740809 42.0541956)",driveway,,,,
2239483407,1766823717,0,214398552,,,footway,,False,True,49.544000000000004,"LINESTRING (-87.6741103 42.0539401, -87.6742895 42.0539466, -87.6743365 42.0539528, -87.6743744 42.0539651, -87.6744374 42.0539941, -87.6744936 42.0540249, -87.6745411 42.0540419, -87.6745889 42.0540451, -87.6746755 42.0540402)",,,,,
2239483413,1766823786,0,214398536,,,footway,,False,False,37.132,"LINESTRING (-87.6770469 42.0543947, -87.6766899 42.0545978)",,,,,
2239483413,2241226883,0,214618501,,,footway,,False,True,28.89,"LINESTRING (-87.6770469 42.0543947, -87.676697 42.054397)",,,,,
2239483413,10285728407,0,484580139,,,footway,,False,True,25.688,"LINESTRING (-87.6770469 42.0543947, -87.6770505 42.0541637)",,,,,
2239483413,2239483438,0,484580139,,,footway,,False,False,108.415,"LINESTRING (-87.6770469 42.0543947, -87.6770288 42.0553424, -87.6770283 42.0553696)",,,,,
2239483414,11134971507,0,214398536,,,footway,,False,True,2.217,"LINESTRING (-87.6764853 42.0547231, -87.676506 42.0547104)",,,,,
2239483422,2239483425,0,214398540,,,service,,False,True,19.081,"LINESTRING (-87.6761906 42.0549045, -87.6760008 42.0550024)",driveway,,,,
2239483422,11134971524,0,1200937264,,,footway,,False,False,14.509,"LINESTRING (-87.6761906 42.0549045, -87.6762434 42.0549255, -87.6763201 42.0549524, -87.6763511 42.0549517)",,,,,
2239483422,11134971517,0,1200937264,,,footway,,False,True,31.358000000000004,"LINESTRING (-87.6761906 42.0549045, -87.676146 42.0548769, -87.6760909 42.0548244, -87.6760314 42.0547783, -87.6760013 42.054731, -87.6759926 42.0546752)",,,,,
2239483425,2239483422,0,214398540,,,service,,False,False,19.081,"LINESTRING (-87.6760008 42.0550024, -87.6761906 42.0549045)",driveway,,,,
2239483425,1766824113,0,214398539,,,footway,,False,True,33.964,"LINESTRING (-87.6760008 42.0550024, -87.6758044 42.054871, -87.6757944 42.0547621)",,,,,
