osmid,y,x,highway,street_count,geometry
4774714328,42.0505514,-87.6742868,,3,POINT (-87.6742868 42.0505514)
4774714329,42.0506199,-87.674258,,1,POINT (-87.674258 42.0506199)
4774714348,42.0514982,-87.6727801,,3,POINT (-87.6727801 42.0514982)
4774714349,42.0516136,-87.6728347,,1,POINT (-87.6728347 42.0516136)
4774714358,42.0525693,-87.6751555,,3,POINT (-87.6751555 42.0525693)
4774714359,42.0521336,-87.6751436,,3,POINT (-87.6751436 42.0521336)
4774714360,42.0521746,-87.6751325,,1,POINT (-87.6751325 42.0521746)
4774714361,42.0526492,-87.6748252,,3,POINT (-87.6748252 42.0526492)
4774714365,42.0528572,-87.6751046,,3,POINT (-87.6751046 42.0528572)
4774714368,42.0517149,-87.6761913,,3,POINT (-87.6761913 42.0517149)
4774714369,42.0517132,-87.676236,,3,POINT (-87.676236 42.0517132)
4774714370,42.0516482,-87.6757278,,3,POINT (-87.6757278 42.0516482)
4774714371,42.0516905,-87.6760208,,4,POINT (-87.6760208 42.0516905)
4774727988,42.0515404,-87.6761023,,3,POINT (-87.6761023 42.0515404)
4774727997,42.0514647,-87.6761678,,3,POINT (-87.6761678 42.0514647)
4774728001,42.0515261,-87.6760726,,3,POINT (-87.6760726 42.0515261)
4774765367,42.0505264,-87.6749614,,3,POINT (-87.6749614 42.0505264)
4774765371,42.0506684,-87.6748494,,3,POINT (-87.6748494 42.0506684)
4775444233,42.0512776,-87.6734761,,3,POINT (-87.6734761 42.0512776)
4775444236,42.05115,-87.6736326,,3,POINT (-87.6736326 42.05115)
4775444251,42.0508622,-87.6737078,,3,POINT (-87.6737078 42.0508622)
4775776981,42.0526199,-87.677948,,3,POINT (-87.677948 42.0526199)
4775779911,42.0500416,-87.6776295,crossing,4,POINT (-87.6776295 42.0500416)
4775779912,42.0507749,-87.6768415,,3,POINT (-87.6768415 42.0507749)
4775779913,42.0506246,-87.6769179,,1,POINT (-87.6769179 42.0506246)
4775779914,42.0507384,-87.6772863,,3,POINT (-87.6772863 42.0507384)
4775779915,42.0507135,-87.6768727,,3,POINT (-87.6768727 42.0507135)
4776045301,42.0515508,-87.6796382,,3,POINT (-87.6796382 42.0515508)
4776045319,42.0547144,-87.6764362,,1,POINT (-87.6764362 42.0547144)
4776053493,42.0522638,-87.6780916,,1,POINT (-87.6780916 42.0522638)
4776053494,42.0520801,-87.6780913,,3,POINT (-87.6780913 42.0520801)
4776060933,42.0531836,-87.6779646,,3,POINT (-87.6779646 42.0531836)
4776060937,42.0530442,-87.6773987,crossing,4,POINT (-87.6773987 42.0530442)
4777157947,42.0520116,-87.6774165,,3,POINT (-87.6774165 42.0520116)
4777157948,42.0520089,-87.6781321,,3,POINT (-87.6781321 42.0520089)
4777157951,42.0519986,-87.6795956,,4,POINT (-87.6795956 42.0519986)
4777157952,42.0520689,-87.6774181,crossing,4,POINT (-87.6774181 42.0520689)
4777157957,42.0537711,-87.6773836,,4,POINT (-87.6773836 42.0537711)
4777157959,42.0538432,-87.6773818,crossing,4,POINT (-87.6773818 42.0538432)
4777157960,42.0539255,-87.6773809,,4,POINT (-87.6773809 42.0539255)
4777157962,42.0539221,-87.6772078,crossing,4,POINT (-87.6772078 42.0539221)
4777157963,42.0539159,-87.6770544,,3,POINT (-87.6770544 42.0539159)
4777157964,42.0539317,-87.6779419,crossing,4,POINT (-87.6779419 42.0539317)
4777157981,42.0532297,-87.6757166,,3,POINT (-87.6757166 42.0532297)
4777157982,42.0532291,-87.6756303,,4,POINT (-87.6756303 42.0532291)
4777157983,42.0531634,-87.6757164,,3,POINT (-87.6757164 42.0531634)
4777157984,42.0531634,-87.6756318,,3,POINT (-87.6756318 42.0531634)
4777157985,42.0532961,-87.6757167,,3,POINT (-87.6757167 42.0532961)
4777157986,42.0532958,-87.6756311,,3,POINT (-87.6756311 42.0532958)
4777157987,42.0534932,-87.6757172,,3,POINT (-87.6757172 42.0534932)
4777157990,42.0529597,-87.6757203,,3,POINT (-87.6757203 42.0529597)
4777157991,42.0532291,-87.6755532,,1,POINT (-87.6755532 42.0532291)
4784731976,42.0527459,-87.6740488,,3,POINT (-87.6740488 42.0527459)
4784731978,42.0528707,-87.6737482,,1,POINT (-87.6737482 42.0528707)
4784740694,42.0529159,-87.6732634,,3,POINT (-87.6732634 42.0529159)
4784740695,42.0532993,-87.673266,,4,POINT (-87.673266 42.0532993)
4787500415,42.0537004,-87.6757498,,3,POINT (-87.6757498 42.0537004)
4789185370,42.053763,-87.6770553,,4,POINT (-87.6770553 42.053763)
4789185389,42.0529329,-87.6748281,,3,POINT (-87.6748281 42.0529329)
4804952779,42.0519874,-87.680669,,3,POINT (-87.680669 42.0519874)
4804966822,42.0581204,-87.6735294,,3,POINT (-87.6735294 42.0581204)
4804966825,42.0580774,-87.6734415,,3,POINT (-87.6734415 42.0580774)
4804966830,42.0577679,-87.6731564,,3,POINT (-87.6731564 42.0577679)
4806695298,42.0525847,-87.6717364,,3,POINT (-87.6717364 42.0525847)
4817039631,42.0536484,-87.6727994,,1,POINT (-87.6727994 42.0536484)
4817039709,42.0524195,-87.6720623,,4,POINT (-87.6720623 42.0524195)
4826014897,42.053195,-87.6748229,,5,POINT (-87.6748229 42.053195)
4826014898,42.0531538,-87.6748243,,1,POINT (-87.6748243 42.0531538)
4826014900,42.0529954,-87.6740448,,3,POINT (-87.6740448 42.0529954)
4837654439,42.055847,-87.6744613,,1,POINT (-87.6744613 42.055847)
4837683784,42.0486632,-87.6748056,,4,POINT (-87.6748056 42.0486632)
4837684580,42.0491126,-87.6765101,,4,POINT (-87.6765101 42.0491126)
4837684581,42.0488645,-87.6755815,crossing,4,POINT (-87.6755815 42.0488645)
4837684582,42.0490291,-87.6761992,,4,POINT (-87.6761992 42.0490291)
4837684583,42.049312,-87.6772503,crossing,4,POINT (-87.6772503 42.049312)
4838551816,42.0514504,-87.6721902,,1,POINT (-87.6721902 42.0514504)
4838551989,42.0517437,-87.6717138,,1,POINT (-87.6717138 42.0517437)
4838551991,42.0516764,-87.6717228,,1,POINT (-87.6717228 42.0516764)
4838552021,42.051636,-87.6719412,,3,POINT (-87.6719412 42.051636)
4838552029,42.0515607,-87.6721617,,4,POINT (-87.6721617 42.0515607)
4838552031,42.0515044,-87.6721406,,3,POINT (-87.6721406 42.0515044)
4838579478,42.0502299,-87.6737509,,3,POINT (-87.6737509 42.0502299)
4838579484,42.0505251,-87.6729562,,3,POINT (-87.6729562 42.0505251)
4838601218,42.0501039,-87.6739662,crossing,4,POINT (-87.6739662 42.0501039)
4838625879,42.0578367,-87.6769838,,3,POINT (-87.6769838 42.0578367)
4838625880,42.0582959,-87.6769796,,3,POINT (-87.6769796 42.0582959)
4838625882,42.0582968,-87.6771325,crossing,4,POINT (-87.6771325 42.0582968)
4838625886,42.0583745,-87.6773065,crossing,4,POINT (-87.6773065 42.0583745)
4838625887,42.0584536,-87.6773059,,4,POINT (-87.6773059 42.0584536)
4838625888,42.0584519,-87.6771298,crossing,4,POINT (-87.6771298 42.0584519)
4838625890,42.0584504,-87.6769781,,3,POINT (-87.6769781 42.0584504)
4838625891,42.0586139,-87.6769761,,3,POINT (-87.6769761 42.0586139)
4838625897,42.0587361,-87.6761022,,1,POINT (-87.6761022 42.0587361)
4838625898,42.058891,-87.6759857,,3,POINT (-87.6759857 42.058891)
4838797647,42.0591909,-87.6764191,,3,POINT (-87.6764191 42.0591909)
4838797649,42.0594576,-87.676426,,3,POINT (-87.676426 42.0594576)
4838825512,42.056078,-87.6747875,,3,POINT (-87.6747875 42.056078)
4838825513,42.0560766,-87.6747073,,1,POINT (-87.6747073 42.0560766)
4838825515,42.0560769,-87.6747245,,3,POINT (-87.6747245 42.0560769)
4838825933,42.0562939,-87.6741586,,3,POINT (-87.6741586 42.0562939)
4838825934,42.0562989,-87.6745715,,1,POINT (-87.6745715 42.0562989)
4838831807,42.0557337,-87.6770215,,3,POINT (-87.6770215 42.0557337)
4838831808,42.0557361,-87.6771766,crossing,4,POINT (-87.6771766 42.0557361)
4838831809,42.0557362,-87.6773422,,3,POINT (-87.6773422 42.0557362)
4838831810,42.0558216,-87.6779817,,1,POINT (-87.6779817 42.0558216)
4838831811,42.0558168,-87.6773405,,3,POINT (-87.6773405 42.0558168)
4838831815,42.0561487,-87.6773348,,3,POINT (-87.6773348 42.0561487)
4838831818,42.0562268,-87.6773345,crossing,4,POINT (-87.6773345 42.0562268)
4838831951,42.0555115,-87.677347,crossing,4,POINT (-87.677347 42.0555115)
4838831958,42.0554057,-87.6773494,crossing,4,POINT (-87.6773494 42.0554057)
4838831961,42.0554574,-87.6772271,,3,POINT (-87.6772271 42.0554574)
4838831962,42.0554565,-87.6771814,,3,POINT (-87.6771814 42.0554565)
4838831964,42.0550153,-87.6773557,crossing,4,POINT (-87.6773557 42.0550153)
4838831967,42.0551016,-87.6773544,,3,POINT (-87.6773544 42.0551016)
4838831969,42.0528497,-87.6777379,,1,POINT (-87.6777379 42.0528497)
4838831970,42.0528346,-87.6774036,crossing,4,POINT (-87.6774036 42.0528346)
4838831971,42.0528287,-87.677233,,3,POINT (-87.677233 42.0528287)
4840149209,42.0567522,-87.6757851,,1,POINT (-87.6757851 42.0567522)
4840225965,42.0510046,-87.6749192,,1,POINT (-87.6749192 42.0510046)
4840241534,42.056755,-87.6770007,,3,POINT (-87.6770007 42.056755)
4840241535,42.0567514,-87.6765807,,1,POINT (-87.6765807 42.0567514)
4840241542,42.0570078,-87.6769945,,3,POINT (-87.6769945 42.0570078)
4840241543,42.0570062,-87.6767768,,1,POINT (-87.6767768 42.0570062)
4840241563,42.0560201,-87.6768712,,1,POINT (-87.6768712 42.0560201)
4840273025,42.0582097,-87.6773825,,1,POINT (-87.6773825 42.0582097)
4840273026,42.0582985,-87.6773071,,5,POINT (-87.6773071 42.0582985)
4840273027,42.0580085,-87.6773096,,3,POINT (-87.6773096 42.0580085)
4840273028,42.0578419,-87.677311,,3,POINT (-87.677311 42.0578419)
4840273029,42.0575442,-87.6773882,,1,POINT (-87.6773882 42.0575442)
4840273030,42.0575387,-87.6773136,,3,POINT (-87.6773136 42.0575387)
4840273031,42.0577003,-87.6773849,,1,POINT (-87.6773849 42.0577003)
4840273032,42.0576971,-87.6773122,,3,POINT (-87.6773122 42.0576971)
4840273033,42.0572974,-87.6773179,crossing,4,POINT (-87.6773179 42.0572974)
4840282008,42.058952,-87.6769727,,3,POINT (-87.6769727 42.058952)
4957697410,42.0593734,-87.6772983,crossing,4,POINT (-87.6772983 42.0593734)
4957697417,42.0605056,-87.6772768,crossing,4,POINT (-87.6772768 42.0605056)
4957704690,42.0512728,-87.681604,crossing,4,POINT (-87.681604 42.0512728)
4957704697,42.0500121,-87.6797637,,3,POINT (-87.6797637 42.0500121)
4957704698,42.0498821,-87.6793334,crossing,4,POINT (-87.6793334 42.0498821)
4957704699,42.0497842,-87.6789843,crossing,4,POINT (-87.6789843 42.0497842)
4957704700,42.0500519,-87.6798913,,4,POINT (-87.6798913 42.0500519)
4957704702,42.0506243,-87.6816274,,4,POINT (-87.6816274 42.0506243)
4957704703,42.0506136,-87.6777113,,3,POINT (-87.6777113 42.0506136)
4957704704,42.0495391,-87.6780745,crossing,4,POINT (-87.6780745 42.0495391)
4957704705,42.049578,-87.6782105,,4,POINT (-87.6782105 42.049578)
4957704708,42.0494912,-87.6779071,,4,POINT (-87.6779071 42.0494912)
4957704715,42.0502339,-87.6804231,,3,POINT (-87.6804231 42.0502339)
5114849997,42.0570051,-87.6780331,,1,POINT (-87.6780331 42.0570051)
5216522158,42.0524446,-87.6711322,,3,POINT (-87.6711322 42.0524446)
5216522159,42.0525321,-87.6712408,,1,POINT (-87.6712408 42.0525321)
5216523528,42.0500191,-87.6737687,,3,POINT (-87.6737687 42.0500191)
5284750829,42.056582,-87.6754817,,3,POINT (-87.6754817 42.056582)
5284750830,42.056581,-87.6755386,,1,POINT (-87.6755386 42.056581)
5293953334,42.0509251,-87.6794132,,4,POINT (-87.6794132 42.0509251)
5293953343,42.0507239,-87.6802796,,3,POINT (-87.6802796 42.0507239)
5293953360,42.050382,-87.6808799,,4,POINT (-87.6808799 42.050382)
5470268920,42.0563923,-87.6775103,,1,POINT (-87.6775103 42.0563923)
5470269725,42.0566273,-87.6780513,,3,POINT (-87.6780513 42.0566273)
5572718086,42.0581712,-87.6774229,,1,POINT (-87.6774229 42.0581712)
5572719335,42.058009,-87.6774191,,1,POINT (-87.6774191 42.058009)
5572719336,42.058009,-87.6773829,,1,POINT (-87.6773829 42.058009)
5572719337,42.0578443,-87.6774262,,1,POINT (-87.6774262 42.0578443)
5572719338,42.0578433,-87.6773833,,1,POINT (-87.6773833 42.0578433)
5572719339,42.0575156,-87.6774192,,1,POINT (-87.6774192 42.0575156)
5572719340,42.0576833,-87.6774194,,1,POINT (-87.6774194 42.0576833)
5671906921,42.0507684,-87.6734963,,4,POINT (-87.6734963 42.0507684)
5701174816,42.0511408,-87.6735483,,4,POINT (-87.6735483 42.0511408)
5701174817,42.0512721,-87.6735644,,4,POINT (-87.6735644 42.0512721)
5701174818,42.0512094,-87.6736385,,4,POINT (-87.6736385 42.0512094)
5701174819,42.0512198,-87.6734466,,4,POINT (-87.6734466 42.0512198)
5701178693,42.0508484,-87.6736458,,4,POINT (-87.6736458 42.0508484)
6616209976,42.0579243,-87.6728623,crossing,4,POINT (-87.6728623 42.0579243)
6685320452,42.0589365,-87.6765975,,3,POINT (-87.6765975 42.0589365)
6685358145,42.0590879,-87.6700061,,3,POINT (-87.6700061 42.0590879)
6685358159,42.059795,-87.671333,,3,POINT (-87.671333 42.059795)
6896006926,42.0502631,-87.6767938,,3,POINT (-87.6767938 42.0502631)
6896006927,42.0501877,-87.6765174,,1,POINT (-87.6765174 42.0501877)
7888599202,42.0574035,-87.6730118,,3,POINT (-87.6730118 42.0574035)
8396405836,42.0593858,-87.6782309,,3,POINT (-87.6782309 42.0593858)
8396405837,42.0588887,-87.678235,,3,POINT (-87.678235 42.0588887)
8396405838,42.0592483,-87.678232,,3,POINT (-87.678232 42.0592483)
8396405840,42.0592141,-87.6783736,,2,POINT (-87.6783736 42.0592141)
8396405842,42.0588904,-87.6783707,,3,POINT (-87.6783707 42.0588904)
8396405843,42.0592092,-87.6782323,,2,POINT (-87.6782323 42.0592092)
8557147779,42.0497926,-87.6770186,,3,POINT (-87.6770186 42.0497926)
8557147781,42.0499335,-87.6767164,,1,POINT (-87.6767164 42.0499335)
8557147782,42.0494168,-87.6771998,,3,POINT (-87.6771998 42.0494168)
8557147783,42.0493733,-87.6770526,,1,POINT (-87.6770526 42.0493733)
8725601168,42.0519878,-87.6810221,,3,POINT (-87.6810221 42.0519878)
8725825707,42.0515633,-87.6813443,,3,POINT (-87.6813443 42.0515633)
8725825708,42.0513401,-87.6813523,,3,POINT (-87.6813523 42.0513401)
8726036932,42.0507025,-87.6794322,,3,POINT (-87.6794322 42.0507025)
8726036934,42.0509268,-87.6793234,,3,POINT (-87.6793234 42.0509268)
8726036935,42.0506393,-87.6790414,,3,POINT (-87.6790414 42.0506393)
8726036940,42.0507308,-87.6785464,,4,POINT (-87.6785464 42.0507308)
8726044338,42.0506882,-87.6780058,,3,POINT (-87.6780058 42.0506882)
8726044340,42.0506568,-87.6783373,,3,POINT (-87.6783373 42.0506568)
8726044341,42.0507048,-87.6786132,,3,POINT (-87.6786132 42.0507048)
8726044342,42.0504037,-87.6787574,,1,POINT (-87.6787574 42.0504037)
8726044515,42.051619,-87.6809447,,3,POINT (-87.6809447 42.051619)
8726049374,42.0515473,-87.6787593,,4,POINT (-87.6787593 42.0515473)
8726049376,42.0518076,-87.678141,,3,POINT (-87.678141 42.0518076)
8726049377,42.0518081,-87.6781745,,3,POINT (-87.6781745 42.0518081)
8726049378,42.0515449,-87.678141,,3,POINT (-87.678141 42.0515449)
8726069917,42.0517324,-87.6807302,,3,POINT (-87.6807302 42.0517324)
8726069920,42.0517364,-87.679652,,3,POINT (-87.679652 42.0517364)
8726069921,42.0515484,-87.6790296,,3,POINT (-87.6790296 42.0515484)
8726069922,42.0518339,-87.6790232,,1,POINT (-87.6790232 42.0518339)
8726069923,42.05166,-87.6790271,,3,POINT (-87.6790271 42.05166)
8726069926,42.0518133,-87.6792808,,3,POINT (-87.6792808 42.0518133)
8726069927,42.0515494,-87.6792851,,3,POINT (-87.6792851 42.0515494)
8726069930,42.0520201,-87.6792787,,3,POINT (-87.6792787 42.0520201)
8726087272,42.0532076,-87.6795751,,3,POINT (-87.6795751 42.0532076)
8726087273,42.0526225,-87.6781016,,3,POINT (-87.6781016 42.0526225)
8726087275,42.0531928,-87.6785291,,3,POINT (-87.6785291 42.0531928)
8726087276,42.0532056,-87.6794325,,3,POINT (-87.6794325 42.0532056)
8726087281,42.0526328,-87.6787159,,3,POINT (-87.6787159 42.0526328)
8726087282,42.0531852,-87.6780643,,3,POINT (-87.6780643 42.0531852)
8726087285,42.0528969,-87.6782729,,4,POINT (-87.6782729 42.0528969)
8726087288,42.0526273,-87.6783936,,3,POINT (-87.6783936 42.0526273)
8726089443,42.0515626,-87.6781412,,3,POINT (-87.6781412 42.0515626)
8726089445,42.0517422,-87.6779506,,1,POINT (-87.6779506 42.0517422)
8726089446,42.0515577,-87.6778138,,3,POINT (-87.6778138 42.0515577)
8726089447,42.0516871,-87.6778031,,1,POINT (-87.6778031 42.0516871)
8726089449,42.0514083,-87.6779463,,3,POINT (-87.6779463 42.0514083)
8726089450,42.0510926,-87.6775646,,3,POINT (-87.6775646 42.0510926)
8726089452,42.0510478,-87.677896,,3,POINT (-87.677896 42.0510478)
8726089464,42.0526788,-87.6795863,,3,POINT (-87.6795863 42.0526788)
8726089467,42.0529163,-87.6791314,,4,POINT (-87.6791314 42.0529163)
8726089471,42.0531954,-87.6786854,,3,POINT (-87.6786854 42.0531954)
8726102029,42.0526479,-87.679587,,4,POINT (-87.679587 42.0526479)
8726115648,42.0521384,-87.6780914,crossing,4,POINT (-87.6780914 42.0521384)
8726115649,42.052144,-87.6785048,crossing,4,POINT (-87.6785048 42.052144)
8726115650,42.0521587,-87.6795974,,4,POINT (-87.6795974 42.0521587)
8726149139,42.0506562,-87.6795189,,1,POINT (-87.6795189 42.0506562)
8726149144,42.050597,-87.6795564,,1,POINT (-87.6795564 42.050597)
8726149160,42.0500776,-87.6798276,,1,POINT (-87.6798276 42.0500776)
8726149161,42.0499828,-87.6794695,,3,POINT (-87.6794695 42.0499828)
8726149162,42.0499299,-87.6794903,,3,POINT (-87.6794903 42.0499299)
8726149163,42.0502162,-87.6793479,,3,POINT (-87.6793479 42.0502162)
8726149164,42.0501848,-87.6791997,,1,POINT (-87.6791997 42.0501848)
8726233764,42.0513145,-87.6711503,,3,POINT (-87.6711503 42.0513145)
8726258818,42.0516402,-87.6756259,,1,POINT (-87.6756259 42.0516402)
8726258822,42.0516935,-87.675692,,3,POINT (-87.675692 42.0516935)
8726265501,42.050655,-87.6783288,,3,POINT (-87.6783288 42.050655)
8726265502,42.050583,-87.6783658,,1,POINT (-87.6783658 42.050583)
8726281526,42.0516352,-87.6757383,,3,POINT (-87.6757383 42.0516352)
8726281527,42.0515879,-87.675564,,1,POINT (-87.675564 42.0515879)
8726288822,42.0519432,-87.6754929,,3,POINT (-87.6754929 42.0519432)
8726288826,42.0519847,-87.6751155,,3,POINT (-87.6751155 42.0519847)
8726288827,42.0516649,-87.6758432,,3,POINT (-87.6758432 42.0516649)
8726288829,42.0518684,-87.6757387,,4,POINT (-87.6757387 42.0518684)
8726288831,42.052401,-87.6755894,,3,POINT (-87.6755894 42.052401)
8726288833,42.0525824,-87.6756305,,3,POINT (-87.6756305 42.0525824)
8726288834,42.0526731,-87.6754977,,3,POINT (-87.6754977 42.0526731)
8726312559,42.0515509,-87.6796757,,3,POINT (-87.6796757 42.0515509)
8726312560,42.0514644,-87.6796773,,1,POINT (-87.6796773 42.0514644)
8726313293,42.0515559,-87.6806951,,3,POINT (-87.6806951 42.0515559)
8726313294,42.051732,-87.6807126,,3,POINT (-87.6807126 42.051732)
8728720536,42.0503436,-87.6797539,,3,POINT (-87.6797539 42.0503436)
8728777423,42.0525659,-87.6725533,,3,POINT (-87.6725533 42.0525659)
8728783333,42.051039,-87.6742462,,3,POINT (-87.6742462 42.051039)
8731199044,42.0523113,-87.6736943,,1,POINT (-87.6736943 42.0523113)
8763298331,42.0588951,-87.6728631,,3,POINT (-87.6728631 42.0588951)
8763298332,42.0588929,-87.672463,,3,POINT (-87.672463 42.0588929)
8763298336,42.0581691,-87.6728623,,4,POINT (-87.6728623 42.0581691)
8763298338,42.0590806,-87.672408,,3,POINT (-87.672408 42.0590806)
8763298339,42.0590283,-87.6724113,crossing,4,POINT (-87.6724113 42.0590283)
8797688200,42.0611862,-87.6753304,,3,POINT (-87.6753304 42.0611862)
8797724131,42.0611661,-87.6750934,,3,POINT (-87.6750934 42.0611661)
8797724158,42.0584622,-87.6780151,crossing,4,POINT (-87.6780151 42.0584622)
8797724162,42.0501137,-87.6792199,,1,POINT (-87.6792199 42.0501137)
8797724163,42.0499661,-87.6776676,,3,POINT (-87.6776676 42.0499661)
8797724164,42.049926,-87.6775175,,1,POINT (-87.6775175 42.049926)
8797724165,42.0497747,-87.6777641,,3,POINT (-87.6777641 42.0497747)
8797724166,42.0497304,-87.6776002,,1,POINT (-87.6776002 42.0497304)
8797724167,42.0496232,-87.6760854,,3,POINT (-87.6760854 42.0496232)
8797724168,42.0495771,-87.6759306,crossing,4,POINT (-87.6759306 42.0495771)
8797724169,42.0494158,-87.6753153,,3,POINT (-87.6753153 42.0494158)
8797724171,42.0492928,-87.6753747,,3,POINT (-87.6753747 42.0492928)
8797724172,42.0493591,-87.6756421,,1,POINT (-87.6756421 42.0493591)
8797724173,42.0491398,-87.6754486,,3,POINT (-87.6754486 42.0491398)
8797724174,42.0492092,-87.6757396,,1,POINT (-87.6757396 42.0492092)
8797724175,42.0556386,-87.6755353,,3,POINT (-87.6755353 42.0556386)
8797724184,42.0556181,-87.6742087,,3,POINT (-87.6742087 42.0556181)
8797724185,42.0556252,-87.6747952,,4,POINT (-87.6747952 42.0556252)
8797724186,42.0554964,-87.6747282,,3,POINT (-87.6747282 42.0554964)
8797724190,42.0554159,-87.6752517,,4,POINT (-87.6752517 42.0554159)
8797724192,42.0563215,-87.6739787,,3,POINT (-87.6739787 42.0563215)
8797724199,42.0562193,-87.6737433,,3,POINT (-87.6737433 42.0562193)
8798060620,42.0606782,-87.6762957,,3,POINT (-87.6762957 42.0606782)
8798060625,42.060706,-87.6759664,,3,POINT (-87.6759664 42.060706)
8798060636,42.0602944,-87.6759707,,3,POINT (-87.6759707 42.0602944)
8798060637,42.0605043,-87.6759685,,3,POINT (-87.6759685 42.0605043)
8798060638,42.0605027,-87.6758504,,3,POINT (-87.6758504 42.0605027)
8798060645,42.0606034,-87.6759675,,3,POINT (-87.6759675 42.0606034)
8864951270,42.0521281,-87.6770321,,3,POINT (-87.6770321 42.0521281)
9025328153,42.0592897,-87.6709703,,3,POINT (-87.6709703 42.0592897)
9025328155,42.0590847,-87.6711899,,3,POINT (-87.6711899 42.0590847)
9119057958,42.0600719,-87.6759731,,4,POINT (-87.6759731 42.0600719)
9119057959,42.0600766,-87.6765277,,3,POINT (-87.6765277 42.0600766)
9119057960,42.0603708,-87.6765235,,3,POINT (-87.6765235 42.0603708)
9119057961,42.0603629,-87.67597,,3,POINT (-87.67597 42.0603629)
9119057963,42.0605964,-87.6765656,,1,POINT (-87.6765656 42.0605964)
9119057966,42.0597731,-87.6765457,,3,POINT (-87.6765457 42.0597731)
9119057967,42.0608863,-87.6756388,,3,POINT (-87.6756388 42.0608863)
9119057968,42.0609362,-87.6755881,,3,POINT (-87.6755881 42.0609362)
9119057972,42.0599952,-87.6749477,,3,POINT (-87.6749477 42.0599952)
9119057976,42.0591796,-87.6745978,,3,POINT (-87.6745978 42.0591796)
9119057992,42.0591703,-87.6736923,,1,POINT (-87.6736923 42.0591703)
9119057993,42.0591712,-87.673781,,3,POINT (-87.673781 42.0591712)
9119057994,42.0590275,-87.6737798,,3,POINT (-87.6737798 42.0590275)
9119057995,42.0590905,-87.6737803,crossing,4,POINT (-87.6737803 42.0590905)
9119057998,42.0590398,-87.6747821,,3,POINT (-87.6747821 42.0590398)
9119071419,42.0590315,-87.6740999,,3,POINT (-87.6740999 42.0590315)
9119071420,42.0586879,-87.6741092,,3,POINT (-87.6741092 42.0586879)
9119071421,42.0586911,-87.6743288,,3,POINT (-87.6743288 42.0586911)
9119071422,42.0590343,-87.6743196,,3,POINT (-87.6743196 42.0590343)
9119071423,42.058575,-87.6743308,,4,POINT (-87.6743308 42.058575)
9119071424,42.0585777,-87.674719,crossing,4,POINT (-87.674719 42.0585777)
9119071425,42.0585726,-87.6741116,,3,POINT (-87.6741116 42.0585726)
9119071453,42.0603689,-87.6763891,,3,POINT (-87.6763891 42.0603689)
9119071454,42.0604279,-87.6763891,,1,POINT (-87.6763891 42.0604279)
9119071455,42.0606315,-87.6762339,,3,POINT (-87.6762339 42.0606315)
9119071461,42.0605251,-87.6763068,,1,POINT (-87.6763068 42.0605251)
9134482269,42.0603655,-87.6761516,,3,POINT (-87.6761516 42.0603655)
9134482276,42.0600737,-87.6761855,,3,POINT (-87.6761855 42.0600737)
9134482277,42.0594589,-87.6765328,,3,POINT (-87.6765328 42.0594589)
9134482280,42.0591936,-87.6765355,,3,POINT (-87.6765355 42.0591936)
9134482281,42.0603106,-87.6769605,,3,POINT (-87.6769605 42.0603106)
9134482282,42.0603095,-87.6765244,,3,POINT (-87.6765244 42.0603095)
9208600328,42.052035,-87.673631,crossing,4,POINT (-87.673631 42.052035)
9254824507,42.0563162,-87.6773337,,3,POINT (-87.6773337 42.0563162)
9306719498,42.0509642,-87.677217,,4,POINT (-87.677217 42.0509642)
9306723444,42.0586151,-87.6770716,crossing,4,POINT (-87.6770716 42.0586151)
9306723445,42.0597774,-87.6770535,crossing,4,POINT (-87.6770535 42.0597774)
9306723446,42.0606836,-87.6770415,crossing,4,POINT (-87.6770415 42.0606836)
9306723467,42.0539177,-87.6770994,,4,POINT (-87.6770994 42.0539177)
9306723472,42.0582963,-87.6770761,,4,POINT (-87.6770761 42.0582963)
9306723473,42.0584515,-87.6770738,,4,POINT (-87.6770738 42.0584515)
9312105537,42.050958,-87.6771811,,4,POINT (-87.6771811 42.050958)
9312105555,42.0539377,-87.6785018,crossing,4,POINT (-87.6785018 42.0539377)
9312105580,42.0583078,-87.6780173,crossing,4,POINT (-87.6780173 42.0583078)
9312105608,42.0573823,-87.6773159,,4,POINT (-87.6773159 42.0573823)
9312105609,42.0573725,-87.6769908,,3,POINT (-87.6769908 42.0573725)
9312105610,42.0573737,-87.6770297,,4,POINT (-87.6770297 42.0573737)
9312105611,42.0573772,-87.6771481,crossing,4,POINT (-87.6771481 42.0573772)
9312105612,42.0557343,-87.6770634,,4,POINT (-87.6770634 42.0557343)
9312105614,42.0563232,-87.6780551,crossing,4,POINT (-87.6780551 42.0563232)
9312105616,42.0537784,-87.6780484,crossing,4,POINT (-87.6780484 42.0537784)
9341288637,42.0495006,-87.6779401,,4,POINT (-87.6779401 42.0495006)
9341288642,42.0500694,-87.6777357,crossing,4,POINT (-87.6777357 42.0500694)
9341288652,42.0510517,-87.677176,crossing,4,POINT (-87.677176 42.0510517)
9341288657,42.0512728,-87.6771611,,4,POINT (-87.6771611 42.0512728)
9341288672,42.0537641,-87.6771013,,4,POINT (-87.6771013 42.0537641)
9341288682,42.055631,-87.6770639,crossing,4,POINT (-87.6770639 42.055631)
9341288689,42.0562246,-87.6771088,crossing,4,POINT (-87.6771088 42.0562246)
9341288690,42.057092,-87.6770955,crossing,4,POINT (-87.6770955 42.057092)
