element_type,osmid,nodes,building,geometry,name,amenity,leisure,fast_food,ways,type
way,543878011,"[5257574567, 5257574568, 5257574569, 5257574570, 5257574567]",dormitory,"POLYGON ((117.1635033 39.1033092, 117.1643032 39.1033449, 117.1643102 39.1032048, 117.1635033 39.1031746, 117.1635033 39.1033092))",,,,,,
way,543878012,"[5257574571, 5257574572, 5257574573, 5257574574, 5257574575, 5257574576, 5257574577, 5257574578, 5257574579, 5257574580, 5257574581, 5257574582, 5257574571]",yes,"POLYGON ((117.1644483 39.1030373, 117.1645261 39.10304, 117.1645297 39.1030016, 117.1651136 39.1030263, 117.165103 39.1030702, 117.165195 39.1030647, 117.1652057 39.1028862, 117.165142 39.1028752, 117.1651384 39.1029082, 117.1645403 39.102889, 117.1645403 39.1028587, 117.1644589 39.1028478, 117.1644483 39.1030373))",,,,,,
way,543878013,"[5257574583, 5257574584, 5257574585, 5257574586, 5257574587, 5257574588, 5257574589, 5257574590, 5257574591, 5257574592, 5257574593, 5257574594, 5257574583]",yes,"POLYGON ((117.1652876 39.1030697, 117.1653872 39.1030744, 117.1653872 39.1030334, 117.1658222 39.1030491, 117.1658242 39.1030949, 117.1659035 39.1030965, 117.1659238 39.1029072, 117.1658506 39.1029056, 117.1658425 39.102934, 117.1653872 39.1029198, 117.1653912 39.1028835, 117.1653018 39.1028804, 117.1652876 39.1030697))",,,,,,
way,543878014,"[5257574595, 5257574596, 5257574597, 5265369901, 5265369903, 2256059663, 5265369904, 5265369902, 5257574598, 5257574599, 5257574600, 5257574601, 5257574602, 5257574603, 5265369905, 5265369906, 5265369908, 5265369907, 5257574604, 5257574595]",yes,"POLYGON ((117.1664358 39.103644, 117.1666069 39.1036488, 117.166617 39.1034315, 117.1668417 39.1034378, 117.1668408 39.1034559, 117.1669431 39.1034587, 117.1670614 39.103462, 117.1670692 39.1034473, 117.1672565 39.1034536, 117.1672437 39.1036796, 117.1673982 39.1036848, 117.1674108 39.1034615, 117.1674511 39.1034629, 117.1674591 39.10332, 117.1670573 39.1033064, 117.167059 39.1032747, 117.1668563 39.1032684, 117.1668554 39.1032875, 117.1664529 39.1032762, 117.1664358 39.103644))",Nankai University Library,library,,,,
way,543878020,"[5257574614, 5257574615, 5257574616, 5257574617, 5257574618, 5257574619, 5257574620, 5257574621, 5257574622, 5257574623, 5257574624, 5257574625, 5257574626, 5257574627, 5257574628, 5257574629, 5257574630, 5257574631, 5257574632, 5257574633, 5257574614]",dormitory,"POLYGON ((117.1615142 39.1049757, 117.1621584 39.1049867, 117.1621478 39.1048603, 117.1618469 39.1048576, 117.1618292 39.1046434, 117.1621761 39.1046351, 117.1621407 39.1045225, 117.1618469 39.104517, 117.1618363 39.1042891, 117.1621584 39.1043083, 117.1621513 39.1041792, 117.1615355 39.1041628, 117.1615461 39.1043001, 117.161716 39.1042973, 117.1617089 39.1045088, 117.1615426 39.104517, 117.1615461 39.1046296, 117.1616947 39.1046214, 117.1616877 39.1048384, 117.1615054 39.1048439, 117.1615142 39.1049757))",,,,,,
way,550835721,"[5319967616, 5319967617, 5319967618, 5319967619, 5319967616]",apartments,"POLYGON ((117.1504879 39.1020326, 117.1511478 39.1020202, 117.1511424 39.101862, 117.1504933 39.1018786, 117.1504879 39.1020326))",,,,,,
way,550835723,"[5319968725, 5319968726, 5319968727, 5319968728, 5319968729, 5319968730, 5319968731, 5319968732, 5319968725]",university,"POLYGON ((117.1690113 39.1008706, 117.1691592 39.1008754, 117.1691654 39.100818, 117.1696152 39.1008323, 117.1695906 39.1008802, 117.1697261 39.1008849, 117.1697508 39.100665, 117.1690175 39.1006506, 117.1690113 39.1008706))",思源堂,,,,,
way,550835724,"[5319968733, 5319968734, 5319968735, 5319968736, 5319968737, 5319968738, 5319968739, 5319968740, 5319968733]",university,"POLYGON ((117.1699418 39.1011432, 117.1706628 39.101148, 117.1706751 39.1009662, 117.1704717 39.1009567, 117.1699172 39.1007845, 117.169874 39.1008993, 117.1698617 39.1009662, 117.1698679 39.1010619, 117.1699418 39.1011432))",蒙民伟楼,,,,,
way,555894471,"[5362790888, 5362790889, 5362790890, 5362790891, 5362790888]",apartments,"POLYGON ((117.1532946 39.1023095, 117.1541798 39.1023386, 117.1541905 39.1022054, 117.1533 39.1021888, 117.1532946 39.1023095))",,,,,,
way,555894472,"[5362790892, 5362790893, 5362790894, 5362790895, 5362790892]",college,"POLYGON ((117.1600485 39.1028673, 117.1607726 39.1028631, 117.1607726 39.1027216, 117.1600377 39.1027216, 117.1600485 39.1028673))",,,,,,
way,555894477,"[5362790906, 5362790907, 5362790908, 5362790909, 5362790910, 5362790906]",college,"POLYGON ((117.1590691 39.1010734, 117.1593051 39.1010401, 117.159407 39.1012108, 117.1592515 39.1012191, 117.1591281 39.1011609, 117.1590691 39.1010734))",,,,,,
way,555894479,"[5362790911, 5362790912, 5362790913, 5362790914, 5362790911]",college,"POLYGON ((117.1608424 39.1011772, 117.1614003 39.101173, 117.1614003 39.1010356, 117.1608424 39.101044, 117.1608424 39.1011772))",,,,,,
way,555894481,"[5362790915, 5362790916, 5362790917, 5362790918, 5362790919, 5362790920, 5362791021, 5362791022, 5362791023, 5362791024, 5362791025, 5362791026, 5362791027, 5362791028, 5362791029, 5362791030, 5362790915]",college,"POLYGON ((117.1668076 39.1016101, 117.1668183 39.1016684, 117.1668666 39.1017225, 117.1669471 39.1017475, 117.1670597 39.1017267, 117.1671241 39.1016767, 117.1671563 39.1016143, 117.1671348 39.1015477, 117.1670866 39.1014602, 117.1670329 39.1014145, 117.1669471 39.1013936, 117.1668666 39.1013728, 117.1669149 39.1014269, 117.1669203 39.1014894, 117.1668988 39.1015227, 117.166872 39.1015685, 117.1668076 39.1016101))",,,,,,
way,555894483,"[5362791031, 5362791032, 5362791033, 5362791034, 5362791035, 5362791036, 5362791037, 5362791038, 5362791039, 5362791040, 5362791041, 5362791042, 5362791043, 5362791044, 5362791045, 5362791046, 5362791047, 5362791031]",college,"POLYGON ((117.1667003 39.1019057, 117.1666628 39.1018432, 117.1666521 39.101785, 117.1667057 39.1017308, 117.1667647 39.1016642, 117.1667593 39.1015976, 117.1667218 39.101556, 117.1666521 39.101531, 117.1665823 39.101531, 117.1665126 39.1015477, 117.166475 39.1015893, 117.1664482 39.1016434, 117.1664321 39.1017142, 117.1664321 39.10176, 117.1664536 39.1018058, 117.1665233 39.1018557, 117.1665823 39.1018932, 117.1667003 39.1019057))",,,,,,
way,555894515,"[5362791299, 5362791300, 5362791301, 5362791302, 5362791299]",university,"POLYGON ((117.1569961 39.1048988, 117.157849 39.1049237, 117.1578598 39.1044742, 117.1569907 39.1044783, 117.1569961 39.1048988))",,,,,,
way,555894521,"[5362791325, 5362791326, 5362791327, 5362791328, 5362791325]",apartments,"POLYGON ((117.1512669 39.1019973, 117.1519857 39.1020014, 117.1519911 39.1018391, 117.1512615 39.1018557, 117.1512669 39.1019973))",,,,,,
way,555894522,"[5362791329, 5362791330, 5362791331, 5362791332, 5362791329]",apartments,"POLYGON ((117.1504891 39.1016726, 117.1511382 39.1016726, 117.1511489 39.1015393, 117.1504837 39.1015477, 117.1504891 39.1016726))",,,,,,
way,555894523,"[5362791333, 5362791334, 5362791335, 5362791336, 5362791333]",apartments,"POLYGON ((117.1512669 39.101685, 117.1519696 39.1016684, 117.1519804 39.1015435, 117.1512723 39.1015393, 117.1512669 39.101685))",,,,,,
way,555894524,"[5362791337, 5362791338, 5362791339, 5362791340, 5362791341, 5362791342, 5362791343, 5362791344, 5362791345, 5362791337]",apartments,"POLYGON ((117.1494805 39.1003404, 117.1495288 39.1007942, 117.1496522 39.1008691, 117.1498775 39.1008982, 117.1502316 39.1009024, 117.1502369 39.1010065, 117.1496844 39.1010273, 117.1494215 39.1008816, 117.1493357 39.1003362, 117.1494805 39.1003404))",,,,,,
way,609324541,"[5771665475, 5771665476, 5771665477, 5771665478, 5771665479, 5771665480, 5771665481, 5771665482, 5771665483, 5771665484, 5771665485, 5771665486, 5771665475]",yes,"POLYGON ((117.1656438 39.1016356, 117.1656817 39.1013589, 117.1658221 39.1013648, 117.1658107 39.1014001, 117.1661521 39.1014237, 117.1661597 39.1013766, 117.1663038 39.1013736, 117.1662773 39.1016592, 117.1661445 39.1016503, 117.1661369 39.1015915, 117.1658107 39.1015826, 117.1658031 39.1016474, 117.1656438 39.1016356))",,,,,,
way,609324542,"[5771665487, 5771665488, 5771665489, 5771665490, 5771665491, 5771665492, 5771665493, 5771665494, 5771665487]",yes,"POLYGON ((117.1677847 39.101876, 117.1677866 39.1017612, 117.1678928 39.1017612, 117.1679004 39.1015993, 117.1678018 39.1015964, 117.1678056 39.1014698, 117.1680294 39.1014742, 117.168018 39.101879, 117.1677847 39.101876))",,,,,,
way,609325726,"[5771675959, 5771675960, 5771675961, 5771675962, 5771675959]",yes,"POLYGON ((117.1626525 39.1010242, 117.1626716 39.1008162, 117.1635137 39.1008261, 117.1634946 39.1010415, 117.1626525 39.1010242))",,,,,,
way,609325727,"[5771675963, 5771675964, 5771675965, 5771675966, 5771675967, 5771675968, 5771675969, 5771675970, 5771675971, 5771675972, 5771675973, 5771675974, 5771675975, 5771675976, 5771675963]",yes,"POLYGON ((117.1647146 39.1016094, 117.16472 39.1015782, 117.1646543 39.1015761, 117.1646637 39.1014315, 117.1647508 39.1014304, 117.1647683 39.1011931, 117.1650955 39.1012046, 117.1650754 39.1013961, 117.1651009 39.1014002, 117.1650968 39.1014637, 117.1651786 39.1014648, 117.1651612 39.1015813, 117.1650901 39.1015772, 117.1650875 39.1016198, 117.1647146 39.1016094))",,,,,,
way,609325728,"[5771675977, 5771675978, 5771675979, 5771675980, 5771675981, 5771675982, 5771675983, 5771675984, 5771675985, 5771675977]",yes,"POLYGON ((117.1687821 39.1040367, 117.1688036 39.1038286, 117.1691496 39.1038327, 117.1691576 39.1037474, 117.1693078 39.1037495, 117.1693078 39.1038161, 117.1696619 39.1038307, 117.1696592 39.1040575, 117.1692086 39.1040596, 117.1687821 39.1040367))",,,,,,
way,609325731,"[5771675998, 5771675999, 5771676000, 5771676001, 5771676002, 5771676003, 5771676004, 5771676005, 5771675998]",yes,"POLYGON ((117.1590507 39.1042425, 117.159048 39.1040261, 117.159225 39.1040157, 117.1592465 39.1040969, 117.1595496 39.1040719, 117.1595603 39.1039803, 117.1596998 39.1039824, 117.1596864 39.104228, 117.1590507 39.1042425))",浴园,,,,,
way,609325732,"[5771676006, 5771676007, 5771676008, 5771676009, 5771676010, 5771676011, 5771676012, 5771676013, 5771676014, 5771676015, 5771676016, 5771676006]",yes,"POLYGON ((117.1590802 39.1039934, 117.1590611 39.1038969, 117.1590611 39.1035652, 117.159396 39.1035503, 117.1593992 39.1035033, 117.159833 39.103481, 117.1598362 39.103981, 117.1597246 39.103986, 117.159715 39.1039612, 117.1593003 39.1039736, 117.159294 39.1039984, 117.1590802 39.1039934))",,,,,,
way,989048934,"[9141478364, 9141478363, 9141478362, 9141478361, 9141478364]",yes,"POLYGON ((117.152651 39.1025697, 117.1526335 39.1028913, 117.1529828 39.1029027, 117.1530003 39.1025812, 117.152651 39.1025697))",,,,,,
way,1162673000,"[10813122730, 10813122731, 10813122732, 10813122733, 10813122734, 10813122735, 10813122736, 10813122737, 10813122730]",yes,"POLYGON ((117.1516074 39.1048871, 117.1525166 39.1048913, 117.1525113 39.1046852, 117.1521706 39.1046831, 117.1521492 39.1046394, 117.1519507 39.1046394, 117.1519453 39.1046769, 117.1516074 39.1046748, 117.1516074 39.1048871))",,,,,,
way,1162673001,"[10813122738, 10813122739, 10813122740, 10813122741, 10813122742, 10813122738]",yes,"POLYGON ((117.1516184 39.1044422, 117.1516144 39.1042577, 117.1517363 39.1042514, 117.1517221 39.1044675, 117.1516179 39.1044661, 117.1516184 39.1044422))",,,,,,
way,1162673002,"[10813122743, 10813122744, 10813122745, 10813122746, 10813122747, 10813122748, 10813122743]",yes,"POLYGON ((117.1521675 39.1042804, 117.152171 39.1041349, 117.1524647 39.1041307, 117.152463 39.1043079, 117.1523816 39.1043065, 117.1523763 39.1042818, 117.1521675 39.1042804))",,,,,,
way,1162673003,"[10813122749, 10813122750, 10813122751, 10813122752, 10813122753, 10813122754, 10813122749]",yes,"POLYGON ((117.151855 39.1040545, 117.1524628 39.1040482, 117.1524628 39.1038668, 117.1523551 39.1038636, 117.1523592 39.1039457, 117.151851 39.1039457, 117.151855 39.1040545))",,,,,,
way,1162673004,"[10813122755, 10813122756, 10813122757, 10813122758, 10813122759, 10813122760, 10813122761, 10813122762, 10813122755]",yes,"POLYGON ((117.1506882 39.1038448, 117.1506775 39.1037294, 117.1508492 39.1037267, 117.1508492 39.1038434, 117.1507766 39.1038475, 117.1507713 39.1038709, 117.1507412 39.1038695, 117.1507412 39.1038421, 117.1506882 39.1038448))",,,,,,
way,1162673005,"[10813122763, 10813122764, 10813122765, 10813122766, 10813122763]",yes,"POLYGON ((117.1503953 39.1037006, 117.1505841 39.103696, 117.1505852 39.1035846, 117.150386 39.1035836, 117.1503953 39.1037006))",,,,,,
way,1162673006,"[10813122767, 10813122768, 10813122769, 10813122770, 10813122767]",yes,"POLYGON ((117.1506553 39.103697, 117.1509145 39.1036906, 117.1509156 39.1035638, 117.1506471 39.1035719, 117.1506553 39.103697))",,,,,,
way,1162673007,"[10813122771, 10813122772, 10813122773, 10813122774, 10813122771]",yes,"POLYGON ((117.1506548 39.1034576, 117.150914 39.1034513, 117.1509151 39.1033244, 117.1506466 39.1033326, 117.1506548 39.1034576))",,,,,,
way,1162673008,"[10813122775, 10813122776, 10813122777, 10813122778, 10813122775]",yes,"POLYGON ((117.1509361 39.1034522, 117.1511953 39.1034458, 117.1511965 39.103319, 117.150928 39.1033271, 117.1509361 39.1034522))",,,,,,
way,1162673009,"[10813122779, 10813122780, 10813122781, 10813122782, 10813122779]",yes,"POLYGON ((117.1503711 39.1033045, 117.1506303 39.1032982, 117.1506314 39.1031713, 117.1503629 39.1031795, 117.1503711 39.1033045))",,,,,,
way,1162673010,"[10813122783, 10813122784, 10813122785, 10813122786, 10813122783]",yes,"POLYGON ((117.1506571 39.1032945, 117.1509163 39.1032882, 117.1509175 39.1031613, 117.1506489 39.1031695, 117.1506571 39.1032945))",,,,,,
way,1162673011,"[10813122787, 10813122788, 10813122789, 10813122790, 10813122787]",yes,"POLYGON ((117.1509385 39.1032873, 117.1511977 39.1032809, 117.1511988 39.1031541, 117.1509303 39.1031623, 117.1509385 39.1032873))",,,,,,
way,1162673012,"[10813122791, 10813122792, 10813122793, 10813122794, 10813122791]",yes,"POLYGON ((117.1512257 39.1032782, 117.1514849 39.1032719, 117.151486 39.103145, 117.1512175 39.1031532, 117.1512257 39.1032782))",,,,,,
way,1162673013,"[10813122795, 10813122796, 10813122797, 10813122798, 10813122795]",yes,"POLYGON ((117.1509473 39.1037042, 117.1509442 39.1035643, 117.1512462 39.1035535, 117.1512438 39.1037036, 117.1509473 39.1037042))",,,,,,
way,1162673014,"[10813122799, 10813122800, 10813122801, 10813122802, 10813122799]",yes,"POLYGON ((117.1512541 39.1035104, 117.151348 39.1034469, 117.1514794 39.1035521, 117.1513775 39.1036228, 117.1512541 39.1035104))",,,,,,
way,1162673015,"[10813122803, 10813122804, 10813122805, 10813122806, 10813122803]",yes,"POLYGON ((117.1513825 39.1034243, 117.1514764 39.1033608, 117.1516078 39.1034659, 117.1515059 39.1035367, 117.1513825 39.1034243))",,,,,,
way,1162673016,"[10813122807, 10813122808, 10813122809, 10813122810, 10813122807]",yes,"POLYGON ((117.1515095 39.1033367, 117.1516034 39.1032733, 117.1517348 39.1033784, 117.1516329 39.1034491, 117.1515095 39.1033367))",,,,,,
way,1162673017,"[10813122811, 10813122812, 10813122813, 10813122814, 10813122811]",yes,"POLYGON ((117.1516535 39.1032654, 117.1519127 39.1032591, 117.1519139 39.1031323, 117.1516454 39.1031404, 117.1516535 39.1032654))",,,,,,
way,1162673018,"[10813122815, 10813122816, 10813122817, 10813122818, 10813122815]",yes,"POLYGON ((117.1503567 39.1030909, 117.1506159 39.1030846, 117.1506171 39.1029577, 117.1503485 39.1029659, 117.1503567 39.1030909))",,,,,,
way,1162673019,"[10813122819, 10813122820, 10813122821, 10813122822, 10813122819]",yes,"POLYGON ((117.150677 39.1030669, 117.1509362 39.1030605, 117.1509374 39.1029337, 117.1506688 39.1029419, 117.150677 39.1030669))",,,,,,
way,1162673020,"[10813122823, 10813122824, 10813122825, 10813122826, 10813122823]",yes,"POLYGON ((117.1510097 39.1030587, 117.1512689 39.1030523, 117.1512701 39.1029255, 117.1510015 39.1029336, 117.1510097 39.1030587))",,,,,,
way,1162673021,"[10813122827, 10813122828, 10813122829, 10813122830, 10813122827]",yes,"POLYGON ((117.1513424 39.1030772, 117.1516423 39.1030708, 117.1516408 39.1029152, 117.1513378 39.1029226, 117.1513424 39.1030772))",,,,,,
way,1162673022,"[10813122831, 10813122832, 10813122833, 10813122834, 10813122831]",yes,"POLYGON ((117.1516674 39.1030711, 117.1519673 39.1030648, 117.1519658 39.1029091, 117.1516628 39.1029166, 117.1516674 39.1030711))",,,,,,
relation,1871325,"[[[1524592891, 1524592894, 1524592615, 1524592614, 1524592622, 1524592619, 1524592795, 1524592792, 1524592891], [1524592799, 1524592820, 1524592709, 1524592705, 1524592799]]]",yes,"POLYGON ((117.1615571 39.1004795, 117.1615577 39.0999945, 117.1614513 39.0999944, 117.1614513 39.1000184, 117.1608846 39.1000181, 117.1608843 39.1003256, 117.1607796 39.1003255, 117.1607794 39.100479, 117.1615571 39.1004795), (117.1610136 39.1001628, 117.1612682 39.1001663, 117.1612644 39.1003355, 117.1610098 39.1003321, 117.1610136 39.1001628))",,,,,"[139098614, 139098584]",multipolygon
