u,v,key,osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,service,tunnel,access,width,bridge,area
4095105001,4226152920,0,407466286,,,footway,,False,True,137.01000000000002,"LINESTRING (103.6856003 1.35009, 103.6854448 1.3499113, 103.6852738 1.349745, 103.6852232 1.3496834, 103.685189 1.3496311, 103.685169 1.3495556, 103.6851767 1.3494755, 103.6852445 1.3493677, 103.6853246 1.3492583, 103.6854417 1.3491413, 103.6854647 1.349126)",,,,,,,
4095105002,1300782334,0,407466290,,,footway,,False,True,10.427,"LINESTRING (103.6854725 1.3501793, 103.6855494 1.3501256)",,,,,,,
4095105002,4226152941,0,422889501,,,footway,,False,True,134.25799999999998,"LINESTRING (103.6854725 1.3501793, 103.6853191 1.3499618, 103.6851528 1.3497625, 103.6851226 1.3497485, 103.6850923 1.3497442, 103.68502 1.3497477, 103.6849729 1.3497536, 103.6849378 1.3497684, 103.6847101 1.3498785, 103.6845234 1.3499682)",,,,,,,
4095105002,4084447559,0,904008008,,,footway,,False,True,50.541,"LINESTRING (103.6854725 1.3501793, 103.6855562 1.3503307, 103.6856087 1.3504392, 103.6856662 1.3505896)",,,,,,,
4174022592,1303595784,0,115344686,2,Faculty Avenue,service,,False,False,60.486,"LINESTRING (103.6836043 1.3472788, 103.6834961 1.3478119)",,,,,,,
4174022592,8403712890,0,644042505,,Faculty Avenue,service,,False,True,16.776,"LINESTRING (103.6836043 1.3472788, 103.6836341 1.3471309)",,,,,,,
4174022592,4314553844,0,416669702,,,service,,False,True,32.739000000000004,"LINESTRING (103.6836043 1.3472788, 103.6835528 1.3472936, 103.6835102 1.34733, 103.6834923 1.3473675, 103.6834609 1.3475073)",,driveway,,,,,
4174022596,4314553844,0,416669702,,,service,,False,False,10.127,"LINESTRING (103.6834425 1.3475965, 103.6834609 1.3475073)",,driveway,,,,,
4174022605,1303595784,0,416669701,,,service,,False,True,8.404,"LINESTRING (103.6834206 1.3478158, 103.6834961 1.3478119)",,driveway,,,,,
4174022608,1303595784,0,644042504,,Faculty Avenue,service,,False,True,23.675,"LINESTRING (103.6834987 1.3480248, 103.6834961 1.3478119)",,parking_aisle,,,,,
4174045242,8403603687,0,416673139,,,footway,,False,True,5.418,"LINESTRING (103.6832383 1.3463042, 103.6832067 1.3462671)",,,,,,,
4174045242,976468542,0,905299625,1,Faculty Avenue,service,,True,False,35.434,"LINESTRING (103.6832383 1.3463042, 103.68317 1.3463725, 103.6831617 1.346412, 103.6831626 1.3464697, 103.6831645 1.3465937)",,,,,,,
4174045247,3331303765,0,326480090,,,steps,,False,False,13.162,"LINESTRING (103.6831161 1.3466206, 103.6829977 1.3466206)",,,,,,,
4174045247,3331303764,0,416673136,,,footway,,False,True,5.403,"LINESTRING (103.6831161 1.3466206, 103.6831647 1.3466198)",,,,,,,
4174045247,4174045251,0,416673141,,,footway,,False,True,41.788,"LINESTRING (103.6831161 1.3466206, 103.6831134 1.3469964)",,,,,,,
4174045247,8403603687,0,416673141,,,footway,,False,False,42.541,"LINESTRING (103.6831161 1.3466206, 103.6831164 1.3464082, 103.68313 1.3463623, 103.6831631 1.3463181, 103.6832067 1.3462671)",,,,,,,
4174045250,4174045254,0,416673138,,,footway,,False,False,6.253,"LINESTRING (103.6831686 1.3470551, 103.6831124 1.3470575)",,,,,,,
4174045250,634831113,0,"[524744276, 650871494, 650871495]",1,Faculty Avenue,service,,True,False,58.323,"LINESTRING (103.6831686 1.3470551, 103.6831699 1.3470958, 103.6831759 1.3471153, 103.6831887 1.3471233, 103.6834704 1.3471171, 103.683637 1.3471134)",,,,,,,
4174045251,4174045247,0,416673141,,,footway,,False,False,41.788,"LINESTRING (103.6831134 1.3469964, 103.6831161 1.3466206)",,,,,,,
4174045251,4174045254,0,416673141,,,footway,,False,True,6.795,"LINESTRING (103.6831134 1.3469964, 103.6831124 1.3470575)",,,,,,,
4174045251,8906657223,0,"[962851429, 416673135]",,,"['steps', 'footway']",,False,False,27.639,"LINESTRING (103.6831134 1.3469964, 103.6829592 1.3469975, 103.6829592 1.3469031)",,,,,,,
4174045254,4174045255,0,416673137,,,footway,,False,False,19.365,"LINESTRING (103.6831124 1.3470575, 103.6829382 1.3470577)",,,,,,,
4174045254,4174045250,0,416673138,,,footway,,False,True,6.253,"LINESTRING (103.6831124 1.3470575, 103.6831686 1.3470551)",,,,,,,
4174045254,4174045251,0,416673141,,,footway,,False,False,6.795,"LINESTRING (103.6831124 1.3470575, 103.6831134 1.3469964)",,,,,,,
4174045254,4174045258,0,416673141,,,footway,,False,True,59.0,"LINESTRING (103.6831124 1.3470575, 103.6831122 1.3472145, 103.6834859 1.3472131)",,,,,,,
4174045255,4174045254,0,416673137,,,footway,,False,True,19.365,"LINESTRING (103.6829382 1.3470577, 103.6831124 1.3470575)",,,,,,,
4174045258,4174045254,0,416673141,,,footway,,False,False,59.0,"LINESTRING (103.6834859 1.3472131, 103.6831122 1.3472145, 103.6831124 1.3470575)",,,,,,,
4174045258,8403712890,0,904909317,,,footway,,False,False,18.865000000000002,"LINESTRING (103.6834859 1.3472131, 103.6835915 1.347159, 103.6836341 1.3471309)",,,,,,,
4174045258,4314553844,0,904917638,,,footway,,False,True,35.593999999999994,"LINESTRING (103.6834859 1.3472131, 103.6834365 1.3475045, 103.6834609 1.3475073)",,,,,,,
4174050186,4314563134,0,905286407,,,footway,,False,False,3.917,"LINESTRING (103.6834564 1.3456701, 103.6834232 1.3456583)",,,,,,,
4174050186,8396557624,0,"[416673858, 115811355]",,,footway,,False,"[False, True]",25.353,"LINESTRING (103.6834564 1.3456701, 103.6834962 1.3455228, 103.683517 1.3454503)",,,,,,,
4174050186,8403488607,0,416673858,,,footway,,False,True,45.331,"LINESTRING (103.6834564 1.3456701, 103.6834066 1.3458751, 103.6833845 1.3459837, 103.6833737 1.3460689)",,,,,,,
4174050889,8396495290,0,416673858,,,footway,,False,False,23.611,"LINESTRING (103.6837706 1.346612, 103.683644 1.3464415)",,,,,,,
4174050889,1306489628,0,"[115344717, 115707463]",,,"['steps', 'footway']",,False,False,24.921,"LINESTRING (103.6837706 1.346612, 103.6838017 1.3465933, 103.6838902 1.346759)",,,,,,,
4174050889,4174050902,0,416673858,,,footway,,False,True,135.25900000000001,"LINESTRING (103.6837706 1.346612, 103.6838697 1.3468142, 103.6838914 1.3469199, 103.6839016 1.3470113, 103.6839016 1.3470784, 103.6838873 1.347182, 103.6837654 1.3477896)",,,,,,,
4174050899,4280535676,0,115707462,,,footway,,False,False,53.596000000000004,"LINESTRING (103.684037 1.3473355, 103.6840194 1.3477849, 103.6840095 1.3478156)",,,,,,,
4174050899,1306489629,0,115707462,,,footway,,False,True,41.928999999999995,"LINESTRING (103.684037 1.3473355, 103.6840368 1.3472227, 103.6840435 1.3471641, 103.6839306 1.3471255, 103.6839322 1.3470395)",,,,,,,
4174050899,4300043113,0,432721602,,,footway,,False,False,93.811,"LINESTRING (103.684037 1.3473355, 103.6843286 1.3473782, 103.6843244 1.3474301, 103.6844818 1.347454, 103.6844507 1.3477402, 103.6844983 1.3477553)",,,,,,,
4174050902,4174050889,0,416673858,,,footway,,False,False,135.25900000000001,"LINESTRING (103.6837654 1.3477896, 103.6838873 1.347182, 103.6839016 1.3470784, 103.6839016 1.3470113, 103.6838914 1.3469199, 103.6838697 1.3468142, 103.6837706 1.346612)",,,,,,,
4174050902,4226152922,0,416673858,,,footway,,False,True,200.761,"LINESTRING (103.6837654 1.3477896, 103.6837125 1.3480376, 103.6837044 1.348129, 103.6837206 1.3482347, 103.6837501 1.3483526, 103.6837959 1.3484603, 103.6838487 1.3485314, 103.6846346 1.3491914)",,,,,,,
4174050902,4280535676,0,428932866,,,steps,,False,False,29.618,"LINESTRING (103.6837654 1.3477896, 103.6839351 1.3477897, 103.6839392 1.3478158, 103.6840095 1.3478156)",,,,,,,
4174111185,976472451,0,326479974,,,service,,True,False,89.885,"LINESTRING (103.682132 1.3471822, 103.682141 1.3479905)",,,,,,,
4174111185,976472450,0,644044287,,,service,,True,False,34.527,"LINESTRING (103.682132 1.3471822, 103.6821302 1.3468717)",,,,,,,
4174111185,7841998696,0,840402341,,,service,,False,False,16.81,"LINESTRING (103.682132 1.3471822, 103.6819808 1.3471847)",,,,,,,
4174111186,4175040562,0,416811003,,,service,,False,False,29.225,"LINESTRING (103.6825079 1.3479889, 103.6825116 1.3482517)",,,,,,,
4174111186,4174111185,0,416679368,,,service,,True,False,132.672,"LINESTRING (103.6825079 1.3479889, 103.682508 1.3479721, 103.6825149 1.3471786, 103.682132 1.3471822)",,,,,,,
4175040562,4174111186,0,416811003,,,service,,False,True,29.225,"LINESTRING (103.6825116 1.3482517, 103.6825079 1.3479889)",,,,,,,
4226152917,8403602210,0,1097847508,,,footway,,False,True,11.213,"LINESTRING (103.6819831 1.3490568, 103.6819024 1.3491173)",,,,,,,
4226152917,8403603681,0,422889500,,,footway,,False,False,20.430999999999997,"LINESTRING (103.6819831 1.3490568, 103.6820648 1.3490639, 103.6821647 1.3490834)",,,,,,,
4226152917,8403603683,0,904895935,,,footway,,False,False,11.452,"LINESTRING (103.6819831 1.3490568, 103.6820139 1.3490137, 103.6820333 1.349007, 103.6820628 1.3490077)",,,,,,,
4226152920,246167401,0,905259023,,,footway,,False,True,9.315,"LINESTRING (103.6854647 1.349126, 103.6854159 1.3490579)",,,,,,,
4226152920,4095105001,0,407466286,,,footway,,False,False,137.01,"LINESTRING (103.6854647 1.349126, 103.6854417 1.3491413, 103.6853246 1.3492583, 103.6852445 1.3493677, 103.6851767 1.3494755, 103.685169 1.3495556, 103.685189 1.3496311, 103.6852232 1.3496834, 103.6852738 1.349745, 103.6854448 1.3499113, 103.6856003 1.35009)",,,,,,,
4226152920,4095104990,0,407466286,,,footway,,False,True,31.304,"LINESTRING (103.6854647 1.349126, 103.6855218 1.3490982, 103.6857208 1.349009)",,,,,,,
4226152922,4280535671,0,422889507,,,footway,,False,False,95.082,"LINESTRING (103.6846346 1.3491914, 103.6847617 1.3483458)",,,,,,,
4226152922,4226152923,0,905064549,,,footway,,False,True,7.302,"LINESTRING (103.6846346 1.3491914, 103.6845901 1.3492397)",,,,,,,
4226152922,4174050902,0,416673858,,,footway,,False,False,200.76100000000002,"LINESTRING (103.6846346 1.3491914, 103.6838487 1.3485314, 103.6837959 1.3484603, 103.6837501 1.3483526, 103.6837206 1.3482347, 103.6837044 1.348129, 103.6837125 1.3480376, 103.6837654 1.3477896)",,,,,,,
4226152922,8406927495,0,416673858,,,footway,,False,True,117.69,"LINESTRING (103.6846346 1.3491914, 103.6849123 1.3494246, 103.6849627 1.3494377, 103.6850074 1.3494377, 103.6850582 1.3494154, 103.6851172 1.3492544, 103.6852083 1.3491385, 103.6852983 1.3490531, 103.6853625 1.3489755)",,,,,,,
4226152923,6591210040,0,701865955,2,Nanyang Avenue,residential,40,False,True,21.634,"LINESTRING (103.6845901 1.3492397, 103.6847417 1.3493617)",,,,,,,
4226152923,4226152922,0,905064549,,,footway,,False,False,7.302,"LINESTRING (103.6845901 1.3492397, 103.6846346 1.3491914)",,,,,,,
4226152923,4226152925,0,905064549,,,footway,,False,True,10.766,"LINESTRING (103.6845901 1.3492397, 103.6845234 1.3493099)",,,,,,,
4226152923,4314501777,0,22886848,2,Nanyang Avenue,residential,40,False,False,360.4669999999999,"LINESTRING (103.6845901 1.3492397, 103.6843706 1.3490539, 103.6837954 1.3485836, 103.6837081 1.3484084, 103.6836641 1.3482524, 103.6836543 1.3481343, 103.6836595 1.3480425, 103.6836836 1.3479083, 103.6837806 1.3473565, 103.6838207 1.3471612, 103.6838356 1.3470049, 103.6838185 1.3468558, 103.6837999 1.3468192, 103.683731 1.3466833, 103.6837165 1.3466622, 103.6835863 1.3464836)",,,,,,,
4226152925,4226152923,0,905064549,,,footway,,False,False,10.766,"LINESTRING (103.6845234 1.3493099, 103.6845901 1.3492397)",,,,,,,
4226152925,4280535678,0,422889511,,,footway,,False,False,360.907,"LINESTRING (103.6845234 1.3493099, 103.6843453 1.349162, 103.6837864 1.3486555, 103.683697 1.3485317, 103.6836581 1.348458, 103.683635 1.348394, 103.6835991 1.348273, 103.6835867 1.3480039, 103.6835884 1.3479579, 103.6836433 1.3476737, 103.683753 1.347123, 103.6837637 1.3469675, 103.6837547 1.3469001, 103.6837328 1.34684, 103.6837023 1.3467848, 103.6835378 1.346519)",,,,,,,
4226152925,4226152939,0,"[422889508, 422889511]",,,footway,,False,True,109.201,"LINESTRING (103.6845234 1.3493099, 103.6848074 1.349544, 103.6848293 1.3495784, 103.6848356 1.3496244, 103.684823 1.3496824, 103.6847779 1.3497223, 103.6846756 1.3497722, 103.6844774 1.3498756, 103.684499 1.3499422)",,,,,,,
4226152926,5232568379,0,500033753,,,service,,False,False,7.272,"LINESTRING (103.6815975 1.3493507, 103.6815477 1.3493083)",,,,,,,
4226152926,634833517,0,"[500033753, 49967535]",,,service,,False,True,322.965,"LINESTRING (103.6815975 1.3493507, 103.6817168 1.3494244, 103.6824766 1.3498135, 103.6825569 1.3498907, 103.6827599 1.3502425, 103.6828706 1.3503274, 103.6829317 1.3503573, 103.6830539 1.3503637, 103.6831505 1.3503726, 103.6833706 1.3503904, 103.6834607 1.3504224, 103.6835801 1.3505042, 103.683774 1.3507248, 103.6838104 1.3508128, 103.6838113 1.3508549, 103.6837939 1.3509273)",,,,private,,,
4226152926,8403602210,0,"[1097847508, 852425231]",,,footway,,False,False,42.734,"LINESTRING (103.6815975 1.3493507, 103.6816787 1.3492975, 103.6818437 1.3491613, 103.6819024 1.3491173)",,,,,,,
4226152926,5197287687,0,"[852425230, 852425231]",,,footway,,False,True,22.761000000000003,"LINESTRING (103.6815975 1.3493507, 103.6815497 1.349382, 103.6815263 1.3493974, 103.6814991 1.3494152, 103.6815218 1.3494398, 103.6814836 1.3494774)",,,,,,,
4226152939,4226152941,0,422889508,,,footway,,False,True,3.964,"LINESTRING (103.684499 1.3499422, 103.6845234 1.3499682)",,,,,,,
4226152939,5204561479,0,"[708424160, 22886849, 708424161]",2,Nanyang Drive,residential,40,False,False,198.81799999999998,"LINESTRING (103.684499 1.3499422, 103.6843662 1.3499998, 103.6842462 1.3500233, 103.6841107 1.350022, 103.6839967 1.3500012, 103.6838653 1.3499576, 103.6832798 1.3496248, 103.6828837 1.3493947)",,,,,,,
4226152939,6769425764,0,22886849,2,Nanyang Drive,residential,40,False,True,38.208,"LINESTRING (103.684499 1.3499422, 103.6846928 1.3498442, 103.6848128 1.3498041)",,,,,,,
4226152939,4226152925,0,"[422889508, 422889511]",,,footway,,False,False,109.201,"LINESTRING (103.684499 1.3499422, 103.6844774 1.3498756, 103.6846756 1.3497722, 103.6847779 1.3497223, 103.684823 1.3496824, 103.6848356 1.3496244, 103.6848293 1.3495784, 103.6848074 1.349544, 103.6845234 1.3493099)",,,,,,,
4226152941,4226152939,0,422889508,,,footway,,False,False,3.964,"LINESTRING (103.6845234 1.3499682, 103.684499 1.3499422)",,,,,,,
4226152941,4095105002,0,422889501,,,footway,,False,False,134.25799999999998,"LINESTRING (103.6845234 1.3499682, 103.6847101 1.3498785, 103.6849378 1.3497684, 103.6849729 1.3497536, 103.68502 1.3497477, 103.6850923 1.3497442, 103.6851226 1.3497485, 103.6851528 1.3497625, 103.6853191 1.3499618, 103.6854725 1.3501793)",,,,,,,
4226152941,4226152945,0,422889501,,,footway,,False,True,36.92,"LINESTRING (103.6845234 1.3499682, 103.6844055 1.350059, 103.6842938 1.350085, 103.6842415 1.3501294)",,,,,,,
4226152945,8403603681,0,422889500,,,footway,,False,True,261.01700000000005,"LINESTRING (103.6842415 1.3501294, 103.6840571 1.3501217, 103.6840074 1.3500942, 103.683933 1.3500769, 103.6838565 1.3500466, 103.6835175 1.3498556, 103.6821844 1.3490872, 103.6821647 1.3490834)",,,,,,,
4226152945,4226152941,0,422889501,,,footway,,False,False,36.92,"LINESTRING (103.6842415 1.3501294, 103.6842938 1.350085, 103.6844055 1.350059, 103.6845234 1.3499682)",,,,,,,
4226152945,4226152948,0,422889510,,,footway,,False,False,9.457,"LINESTRING (103.6842415 1.3501294, 103.6842445 1.350146, 103.6842975 1.3501889)",,,,,,,
4226152948,4226152955,0,422889509,,,footway,,False,False,58.701,"LINESTRING (103.6842975 1.3501889, 103.6843373 1.3502884, 103.6845194 1.3506151, 103.6845333 1.3506259, 103.6845603 1.3506149)",,,,,,,
4226152948,4226152955,1,"[527705970, 422889510]",,,"['steps', 'footway']",,False,"[False, True]",69.00800000000001,"LINESTRING (103.6842975 1.3501889, 103.6844316 1.3502261, 103.6846298 1.3505753, 103.6845603 1.3506149)",,,,,,,
4226152948,4226152945,0,422889510,,,footway,,False,True,9.457,"LINESTRING (103.6842975 1.3501889, 103.6842445 1.350146, 103.6842415 1.3501294)",,,,,,,
4226152951,4094610917,0,524723195,2,,service,40,False,True,9.45,"LINESTRING (103.6808178 1.3503129, 103.6807429 1.3502727)",,,,,,,
4226152951,5063225357,0,"[833094627, 833094628, 833094632, 833120588, 524723195]",2,,"['steps', 'service', 'footway']",40,False,"[False, True]",273.749,"LINESTRING (103.6808178 1.3503129, 103.6808898 1.3503722, 103.6809744 1.3504408, 103.6810347 1.3504953, 103.6812417 1.3507106, 103.6814768 1.350976, 103.6819188 1.3514567, 103.6818778 1.3515032, 103.6820644 1.3517096, 103.6819556 1.351873, 103.6818508 1.3520468, 103.6818201 1.3520215, 103.6817707 1.3521005)",,,,,,,
4226152951,5105853801,0,"[906111080, 906111081]",,,footway,,False,False,40.733,"LINESTRING (103.6808178 1.3503129, 103.6809745 1.3501017, 103.681032 1.3500158)",,,,,,,
4226152951,4226152954,0,906111080,,,footway,,False,True,46.062,"LINESTRING (103.6808178 1.3503129, 103.6807707 1.3503753, 103.6805146 1.350593)",,,,,,,
4226152954,8414555450,0,906111079,,,steps,,False,False,9.465,"LINESTRING (103.6805146 1.350593, 103.6805789 1.3506488)",,,,,,,
4226152954,5204545578,0,906111080,,,footway,,False,True,6.963,"LINESTRING (103.6805146 1.350593, 103.6804656 1.350632)",,,,,,,
4226152954,4226152951,0,906111080,,,footway,,False,False,46.062,"LINESTRING (103.6805146 1.350593, 103.6807707 1.3503753, 103.6808178 1.3503129)",,,,,,,
4226152955,4226152962,0,422889506,,,footway,,False,False,72.901,"LINESTRING (103.6845603 1.3506149, 103.6849036 1.3511735)",,,,,,,
4226152955,4226152948,0,422889509,,,footway,,False,True,58.70100000000001,"LINESTRING (103.6845603 1.3506149, 103.6845333 1.3506259, 103.6845194 1.3506151, 103.6843373 1.3502884, 103.6842975 1.3501889)",,,,,,,
4226152955,4226152948,1,"[527705970, 422889510]",,,"['steps', 'footway']",,False,"[False, True]",69.00800000000001,"LINESTRING (103.6845603 1.3506149, 103.6846298 1.3505753, 103.6844316 1.3502261, 103.6842975 1.3501889)",,,,,,,
4226152957,8404866325,0,422889505,,,footway,,False,True,1.825,"LINESTRING (103.6851438 1.3510381, 103.685129 1.3510452)",,,,,,,
4226152962,4226152963,0,422889506,,,footway,,False,False,32.178,"LINESTRING (103.6849036 1.3511735, 103.6849877 1.3514504)",,,,,,,
4226152962,4226152955,0,422889506,,,footway,,False,True,72.901,"LINESTRING (103.6849036 1.3511735, 103.6845603 1.3506149)",,,,,,,
4226152962,8404866325,0,"[422889504, 422889505, 422889502, 422889503]",,,"['steps', 'footway']",,False,False,28.840000000000003,"LINESTRING (103.6849036 1.3511735, 103.6849214 1.3511646, 103.684965 1.3511397, 103.6851178 1.3510506, 103.685129 1.3510452)",,,,,,yes,
4226152963,4226152962,0,422889506,,,footway,,False,True,32.178,"LINESTRING (103.6849877 1.3514504, 103.6849036 1.3511735)",,,,,,,
4228239855,8414565110,0,644422514,,,service,40,False,True,2.466,"LINESTRING (103.6813521 1.3526874, 103.6813375 1.3527041)",,,,,,,
4228239855,5063225353,0,644715914,,,service,40,False,False,66.615,"LINESTRING (103.6813521 1.3526874, 103.6817073 1.3522049)",,,,,,,
4228239860,4228239862,0,423133172,,,service,,True,False,9.497,"LINESTRING (103.6819729 1.3529598, 103.6819519 1.3529798, 103.6819176 1.3530246)",,,,,,,
4228239860,8414565091,0,"[906113536, 906113535]",,,"['steps', 'footway']",,False,False,8.455,"LINESTRING (103.6819729 1.3529598, 103.6819737 1.352924, 103.6819723 1.3528838)",,,,,,,
4228239862,4228239864,0,423133172,,,service,,True,False,12.237,"LINESTRING (103.6819176 1.3530246, 103.6818706 1.353084, 103.6818493 1.3531109)",,,,,,,
4228239864,8414565107,0,423133172,,,service,,True,False,1.319,"LINESTRING (103.6818493 1.3531109, 103.6818422 1.3531204)",,,,,,,
4228239864,8414522314,0,423133175,,,service,40,True,False,34.339,"LINESTRING (103.6818493 1.3531109, 103.6816101 1.3529155)",,,,,,,
4228239867,4228239860,0,"[545515458, 545515460, 423133172]",,,service,,True,False,49.955,"LINESTRING (103.6823122 1.3531809, 103.6823092 1.3531499, 103.6822992 1.3531239, 103.6822812 1.3530949, 103.6822385 1.3530621, 103.6821323 1.35298, 103.682096 1.3529568, 103.682068 1.3529498, 103.6820339 1.3529498, 103.6819979 1.3529528, 103.6819729 1.3529598)",,,,,,,
4228239867,8414565093,0,"[906113537, 906113538]",,,"['steps', 'footway']",,False,False,5.392,"LINESTRING (103.6823122 1.3531809, 103.6823291 1.3531827, 103.6823606 1.3531834)",,,,,,,
4228239868,4228239873,0,645249640,2,,service,,False,True,22.644,"LINESTRING (103.6826075 1.3531894, 103.6826325 1.3533915)",,,,,,,
4228239871,4228239862,0,423133174,,,service,,True,False,48.143,"LINESTRING (103.6822662 1.3532815, 103.6819176 1.3530246)",,parking_aisle,,,,,
4228239871,4228239867,0,545515460,,,service,,True,False,12.549,"LINESTRING (103.6822662 1.3532815, 103.6822982 1.3532369, 103.6823072 1.3532119, 103.6823122 1.3531809)",,,,,,,
4228239872,4228239873,0,423133173,2,,service,,False,True,28.04,"LINESTRING (103.6828827 1.3533595, 103.6826325 1.3533915)",,,,,,,
4228239873,4228239872,0,423133173,2,,service,,False,False,28.04,"LINESTRING (103.6826325 1.3533915, 103.6828827 1.3533595)",,,,,,,
4228239873,4228239868,0,645249640,2,,service,,False,False,22.644,"LINESTRING (103.6826325 1.3533915, 103.6826075 1.3531894)",,,,,,,
4228239873,8414565104,0,423133178,2,,service,,False,True,29.769000000000002,"LINESTRING (103.6826325 1.3533915, 103.6826305 1.3534106, 103.6826205 1.3534336, 103.6826044 1.3534586, 103.682489 1.3536142)",,,,,,,
4228239877,8414565106,0,545515460,,,service,,True,False,6.594,"LINESTRING (103.6821563 1.353431, 103.6821914 1.3533832)",,,,,,,
4228239877,246167953,0,644036356,2,Nanyang Crescent,residential,40,False,False,41.86,"LINESTRING (103.6821563 1.353431, 103.6824523 1.3536637)",,,,,,,
4228239877,1301738709,0,644036357,2,Nanyang Crescent,residential,40,False,True,48.654,"LINESTRING (103.6821563 1.353431, 103.6818081 1.3531659)",,,,,,,
4228239878,8414565103,0,423133177,,,service,,False,True,21.628,"LINESTRING (103.683062 1.3538334, 103.6830766 1.3539456, 103.6830752 1.353976, 103.6830673 1.3540103, 103.6830583 1.3540232)",,,,,,,
4228239884,4228244589,0,423133179,,,service,,False,True,40.532000000000004,"LINESTRING (103.6834939 1.3540473, 103.6834516 1.3540202, 103.6834081 1.354077, 103.6834345 1.354217, 103.6834424 1.3542447, 103.6834318 1.3542803, 103.6834186 1.354312)",,,,,,,
4228244589,8411289467,0,406370738,,,footway,,False,False,105.354,"LINESTRING (103.6834186 1.354312, 103.6842012 1.3548464)",,,,,,,
4228244589,4084443734,0,423133179,,,service,,False,True,5.877,"LINESTRING (103.6834186 1.354312, 103.6833931 1.3543583)",,,,,,,
4228244589,4228239884,0,423133179,,,service,,False,False,40.532000000000004,"LINESTRING (103.6834186 1.354312, 103.6834318 1.3542803, 103.6834424 1.3542447, 103.6834345 1.354217, 103.6834081 1.354077, 103.6834516 1.3540202, 103.6834939 1.3540473)",,,,,,,
4275263715,4288309658,0,429667969,,,footway,,False,False,12.397,"LINESTRING (103.6885239 1.3514454, 103.6885363 1.3513346)",,,,,,,
4275263715,8395627915,0,903989664,,,footway,,False,False,92.881,"LINESTRING (103.6885239 1.3514454, 103.6885102 1.3515471, 103.6885136 1.3515618, 103.6885263 1.3515698, 103.6888441 1.3516302, 103.6889367 1.3516865, 103.6890359 1.3517669, 103.68914 1.3518652)",,,,,,,
4275263715,8395627915,1,"[903989666, 428426530, 903990310]",,,"['steps', 'footway']",,False,"[False, True]",93.987,"LINESTRING (103.6885239 1.3514454, 103.6885568 1.3514474, 103.6885934 1.3514526, 103.6886379 1.3514614, 103.6890208 1.3515827, 103.6891576 1.3517717, 103.68914 1.3518652)",,,,,,,
4275263728,8404933942,0,905042397,,,steps,,False,False,13.484,"LINESTRING (103.6863424 1.3511135, 103.6864516 1.3511663)",,,,,,,
4275263728,4275263737,0,428426535,1,,service,,True,False,8.123000000000001,"LINESTRING (103.6863424 1.3511135, 103.6863779 1.351105, 103.6864092 1.3510861)",,,,,,,
4275263737,3879800732,0,428426535,1,,service,,True,False,21.601999999999997,"LINESTRING (103.6864092 1.3510861, 103.6864345 1.3510565, 103.6864488 1.3510204, 103.6864507 1.3509816, 103.6864399 1.3509443, 103.6864176 1.3509125)",,,,,,,
4275263737,3879800739,0,"[428426537, 644039356]",2,,"['service', 'footway']",,False,"[False, True]",63.431000000000004,"LINESTRING (103.6864092 1.3510861, 103.6866685 1.3513602, 103.6867549 1.3513194, 103.6868394 1.3512704)",,,,,,,
4275263739,4275263728,0,428426535,1,,service,,True,False,12.187999999999999,"LINESTRING (103.686244 1.3510736, 103.6862721 1.351097, 103.6863059 1.3511107, 103.6863424 1.3511135)",,,,,,,
4275263739,3736934771,0,428426538,,,footway,,False,False,41.141000000000005,"LINESTRING (103.686244 1.3510736, 103.6862098 1.3511892, 103.6861602 1.3512201, 103.6859723 1.3512547)",,,,,,,
4280535644,4280535665,0,428932865,,,footway,,False,True,63.127,"LINESTRING (103.6861417 1.3504648, 103.6866599 1.350697)",,,,,,,
4280535644,976464381,0,506855836,,,footway,,False,True,4.707,"LINESTRING (103.6861417 1.3504648, 103.6861526 1.3504239)",,,,,,,
4280535644,8395848985,0,428932865,,,footway,,False,False,38.823,"LINESTRING (103.6861417 1.3504648, 103.6859925 1.3504157, 103.6858745 1.3504157, 103.6858037 1.3504378)",,,,,,,
4280535648,976464381,0,506855836,,,footway,,False,False,2.428,"LINESTRING (103.6861514 1.3504021, 103.6861526 1.3504239)",,,,,,,
4280535648,4280535649,0,407466286,,,footway,,False,False,66.308,"LINESTRING (103.6861514 1.3504021, 103.6861639 1.3504086, 103.6866839 1.3506708)",,,,,,,
4280535648,4095105001,0,407466286,,,footway,,False,True,85.688,"LINESTRING (103.6861514 1.3504021, 103.6860047 1.3503688, 103.6858669 1.3503726, 103.6857583 1.3504141, 103.6857469 1.3504115, 103.6857395 1.3504041, 103.6856496 1.3501809, 103.6856003 1.35009)",,,,,,,
4280535648,4095104990,0,"[905044337, 83889227]",,,"['steps', 'footway']",,False,True,162.133,"LINESTRING (103.6861514 1.3504021, 103.6857456 1.3490893, 103.6857208 1.349009)",,,,,,,
4280535649,3879800728,0,384644173,,,service,,False,True,2.319,"LINESTRING (103.6866839 1.3506708, 103.6866692 1.3506856)",,,,,,,
4280535649,3879800729,0,384644173,,,service,,False,False,33.156,"LINESTRING (103.6866839 1.3506708, 103.6867074 1.3506371, 103.6867325 1.3506225, 103.6867669 1.3506225, 103.6869309 1.3507256)",,,,,,,
4280535649,4280535652,0,407466286,,,footway,,False,False,52.82899999999999,"LINESTRING (103.6866839 1.3506708, 103.6869756 1.3508294, 103.6870346 1.3508777, 103.6870806 1.3509263)",,,,,,,
