element_type,osmid,nodes,amenity,geometry
way,971533570,"[8991951499, 8991951498, 8991951497, 8991951496, 8991951495, 8991951494, 8991951499]",parking,"POLYGON ((121.496225 31.3094097, 121.4962288 31.3098205, 121.496965 31.3098155, 121.4969641 31.3097211, 121.4974368 31.3097179, 121.4974339 31.3094015, 121.496225 31.3094097))"
way,971533571,"[8991951503, 8991951502, 8991951501, 8991951500, 8991951503]",parking,"POLYGON ((121.4904807 31.3066753, 121.4907529 31.3067803, 121.4910163 31.3062818, 121.4907441 31.3061768, 121.4904807 31.3066753))"
