element_type,osmid,nodes,amenity,building,name,name:zh,name:zh-Hans,name:zh-Hant,geometry
way,244249227,"[2515903255, 2515903256, 2515903257, 2515903258, 2515903255]",library,yes,中国地质图书馆,中国地质图书馆,中国地质图书馆,中國地質圖書館,"POLYGON ((116.343252 39.9901385, 116.3439956 39.9901471, 116.3439862 39.9906221, 116.3432426 39.9906135, 116.343252 39.9901385))"
